TITLE,p(TT-TII-PD)_KBr
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,matsulab
DATE,24/01/19
TIME,15:36:17
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  399.1927
LASTX, 4000.6047
NPOINTS,    3736
FIRSTY,     0.04422
MAXY,     0.66816
MINY,     0.00100
XYDATA
1525.4174,0.0609173
1526.3816,0.0558505
1527.3458,0.0510039
1528.3101,0.0467719
1529.2743,0.0434034
1530.2385,0.0407943
1531.2028,0.0385722
1532.1670,0.0363285
1533.1312,0.0339257
1534.0955,0.0316479
1535.0597,0.0299053
1536.0239,0.0288342
1536.9882,0.0282843
1537.9524,0.0280211
1538.9166,0.0278673
1539.8809,0.0277854
1540.8451,0.0279033
1541.8093,0.028292
1542.7736,0.0287899
1543.7378,0.0292744
1544.7020,0.0297878
1545.6663,0.0304289
1546.6305,0.0312649
1547.5947,0.0323102
1548.5590,0.0335535
1549.5232,0.0350049
1550.4874,0.0367137
1551.4517,0.0387199
1552.4159,0.0409681
1553.3801,0.0432883
1554.3444,0.0455
1555.3086,0.047579
1556.2728,0.0498473
1557.2371,0.0531609
1558.2013,0.058461
1559.1655,0.0647467
1560.1298,0.0693906
1561.0940,0.0719683
1562.0582,0.0736637
1563.0225,0.0753439
1563.9867,0.0773484
1564.9509,0.0797629
1565.9152,0.0826767
1566.8794,0.0864004
1567.8436,0.0914949
1568.8079,0.0983189
1569.7721,0.106298
1570.7363,0.114036
1571.7006,0.120457
1572.6648,0.125461
1573.6290,0.12962
1574.5933,0.133602
1575.5575,0.137615
1576.5217,0.140957
1577.4860,0.14252
1578.4502,0.142037
1579.4144,0.140081
1580.3787,0.137173
1581.3429,0.133443
1582.3071,0.128825
1583.2714,0.123317
1584.2356,0.117111
1585.1998,0.110484
1586.1641,0.103618
1587.1283,0.0965557
1588.0925,0.0893254
1589.0568,0.0820713
1590.0210,0.075039
1590.9852,0.0684548
1591.9495,0.062434
1592.9137,0.057002
1593.8779,0.0521802
1594.8422,0.0480317
1595.8064,0.0446282
1596.7706,0.041985
1597.7349,0.0400374
1598.6991,0.0386725
1599.6633,0.0377707
1600.6276,0.0372267
1601.5918,0.036949
1602.5560,0.0368562
1603.5203,0.0368791
1604.4845,0.0369647
1605.4487,0.0370749
1606.4130,0.037178
1607.3772,0.0372422
1608.3414,0.0372379
1609.3057,0.037151
1610.2699,0.0369943
1611.2341,0.0368027
1612.1984,0.0366152
1613.1626,0.0364666
1614.1268,0.0363904
1615.0911,0.036419
1616.0553,0.036559
1617.0195,0.0367572
1617.9838,0.0369351
1618.9480,0.0370736
1619.9122,0.0372243
1620.8765,0.037463
1621.8407,0.0378518
1622.8049,0.0384032
1623.7692,0.0390525
1624.7334,0.0396857
1625.6976,0.0402195
1626.6619,0.0406329
1627.6261,0.0409282
1628.5903,0.0410966
1629.5546,0.04113
1630.5188,0.0410458
1631.4830,0.0408852
1632.4473,0.0406913
1633.4115,0.0404936
1634.3757,0.040303
1635.3400,0.0401118
1636.3042,0.0399069
1637.2684,0.0396945
1638.2327,0.0394998
1639.1969,0.0393443
1640.1611,0.0392395
1641.1254,0.0391932
1642.0896,0.0392157
1643.0538,0.03933
1644.0181,0.0395819
1644.9823,0.0400294
1645.9465,0.040665
1646.9108,0.0413096
1647.8750,0.0417158
1648.8392,0.0418272
1649.8035,0.0417829
1650.7677,0.0417831
1651.7319,0.0420695
1652.6962,0.0428893
1653.6604,0.0441389
1654.6246,0.0452228
1655.5889,0.0458649
1656.5531,0.0462713
1657.5173,0.0466561
1658.4816,0.047112
1659.4458,0.0476576
1660.4100,0.0482722
1661.3743,0.0489004
1662.3385,0.0494513
1663.3027,0.0498358
1664.2670,0.050033
1665.2312,0.0501298
1666.1954,0.0503454
1667.1597,0.051086
1668.1239,0.0529561
1669.0881,0.0564966
1670.0524,0.0615886
1671.0166,0.0673144
1671.9808,0.0728546
1672.9451,0.078154
1673.9093,0.0834998
1674.8735,0.0887467
1675.8378,0.093005
1676.8020,0.0952398
1677.7662,0.0952195
1678.7305,0.0935684
1679.6947,0.0910124
1680.6589,0.0877358
1681.6232,0.0830623
1682.5874,0.0755103
1683.5516,0.0641607
1684.5159,0.0511688
1685.4801,0.0404657
1686.4443,0.0333707
1687.4086,0.0287305
1688.3728,0.0252451
1689.3370,0.0222904
1690.3013,0.0197712
1691.2655,0.0178062
1692.2297,0.0164964
1693.1940,0.0158322
1694.1582,0.0157019
1695.1224,0.0159382
1696.0867,0.0163667
1697.0509,0.0168515
1698.0151,0.0173185
1698.9794,0.0177244
1699.9436,0.0180107
1700.9078,0.0181182
1701.8721,0.0180277
1702.8363,0.0177501
1703.8005,0.0172886
1704.7648,0.0166309
1705.7290,0.0157859
1706.6932,0.0148254
1707.6575,0.0138695
1708.6217,0.0130143
1709.5859,0.0122856
1710.5502,0.011662
1711.5144,0.0111213
1712.4786,0.0106632
1713.4429,0.0102974
1714.4071,0.0100057
1715.3713,0.00969456
1716.3356,0.00920019
1717.2998,0.00844519
1718.2640,0.00759503
1719.2283,0.00687813
1720.1925,0.00635964
1721.1567,0.00598462
1722.1210,0.0056861
1723.0852,0.00542846
1724.0494,0.00520849
1725.0137,0.00503983
1725.9779,0.0049337
1726.9421,0.00488878
1727.9064,0.00489461
1728.8706,0.00494038
1729.8348,0.00501769
1730.7991,0.0051128
1731.7633,0.00519007
1732.7275,0.00518114
1733.6918,0.00501904
1734.6560,0.00471541
1735.6202,0.00435947
1736.5845,0.00402699
1737.5487,0.00374446
1738.5129,0.00351687
1739.4772,0.00335174
1740.4414,0.00325817
1741.4056,0.0032288
1742.3699,0.00322936
1743.3341,0.00321568
1744.2983,0.00316114
1745.2626,0.00306718
1746.2268,0.00295404
1747.1910,0.00284289
1748.1553,0.00273615
1749.1195,0.00260721
1750.0837,0.00241966
1751.0480,0.00216962
1752.0122,0.00189677
1752.9764,0.00165139
1753.9407,0.00146686
1754.9049,0.00135653
1755.8691,0.00131861
1756.8334,0.00133952
1757.7976,0.00139782
1758.7618,0.00147036
1759.7261,0.00153663
1760.6903,0.00157873
1761.6545,0.00158181
1762.6188,0.00154089
1763.5830,0.00146758
1764.5472,0.00138636
1765.5115,0.00132297
1766.4757,0.00129565
1767.4399,0.00131223
1768.4042,0.00136977
1769.3684,0.00145396
1770.3326,0.00153787
1771.2969,0.00158525
1772.2611,0.00156747
1773.2253,0.0014882
1774.1896,0.0013831
1775.1538,0.00128914
1776.1180,0.00122286
1777.0823,0.00118157
1778.0465,0.00115238
1779.0107,0.00112113
1779.9750,0.00108106
1780.9392,0.00103827
1781.9034,0.00100749
1782.8677,0.001
1783.8319,0.00101533
1784.7961,0.00104414
1785.7604,0.0010787
1786.7246,0.00112102
1787.6888,0.00118197
1788.6531,0.00127347
1789.6173,0.00139921
1790.5815,0.0015457
1791.5458,0.00167784
1792.5100,0.0017528
1793.4742,0.00175289
1794.4385,0.00169545
1795.4027,0.00160592
1796.3669,0.0014987
1797.3312,0.0013839
1798.2954,0.00128125
1799.2596,0.00122315
1800.2239,0.00123584
1801.1881,0.00130975
1802.1523,0.00139467
1803.1166,0.00143567
1804.0808,0.0014125
1805.0450,0.00134712
1806.0093,0.00128406
1806.9735,0.00126405
1807.9377,0.00130337
1808.9020,0.00138546
1809.8662,0.0014702
1810.8304,0.00152029
1811.7947,0.00152778
1812.7589,0.00151563
1813.7231,0.0015147
1814.6874,0.00154112
1815.6516,0.00159001
1816.6158,0.00164287
1817.5801,0.00168123
1818.5443,0.00169943
1819.5085,0.00170801
1820.4728,0.00172562
1821.4370,0.00176648
1822.4012,0.00183196
1823.3655,0.00190942
1824.3297,0.00197888
1825.2939,0.0020254
1826.2582,0.0020474
1827.2224,0.00205293
1828.1866,0.00204859
1829.1509,0.00203313
1830.1151,0.00200195
1831.0793,0.00195725
1832.0436,0.00191011
1833.0078,0.00187148
1833.9720,0.0018443
1834.9363,0.00182436
1835.9005,0.00180738
1836.8647,0.00179699
1837.8290,0.00180717
1838.7932,0.001855
1839.7574,0.00194993
1840.7217,0.00208885
1841.6859,0.00225645
1842.6501,0.00242629
1843.6144,0.00256555
1844.5786,0.00265079
1845.5428,0.00268496
1846.5071,0.0026912
1847.4713,0.0026897
1848.4355,0.00268696
1849.3998,0.00268142
1850.3640,0.00267185
1851.3282,0.00266129
1852.2925,0.00265587
1853.2567,0.00266172
1854.2209,0.00268334
1855.1852,0.00272423
1856.1494,0.0027874
1857.1136,0.00287364
1858.0779,0.00297825
1859.0421,0.00308982
1860.0063,0.00319417
1860.9706,0.00328279
1861.9348,0.00335998
1862.8990,0.00344271
1863.8633,0.00355222
1864.8275,0.00370286
1865.7917,0.00389211
1866.7560,0.00409306
1867.7202,0.00425587
1868.6844,0.00433274
1869.6487,0.00431859
1870.6129,0.004258
1871.5771,0.0042054
1872.5414,0.00419018
1873.5056,0.00421383
1874.4698,0.00426209
1875.4341,0.00431664
1876.3983,0.00436367
1877.3625,0.00439821
1878.3268,0.00442302
1879.2910,0.00444299
1880.2552,0.00446032
1881.2195,0.0044742
1882.1837,0.00448439
1883.1479,0.00449475
1884.1122,0.00451272
1885.0764,0.00454438
1886.0406,0.00458834
1887.0049,0.0046328
1887.9691,0.00465881
1888.9333,0.00465084
1889.8976,0.00460943
1890.8618,0.00455431
1891.8260,0.00451189
1892.7903,0.00449823
1893.7545,0.004511
1894.7188,0.00453324
1895.6830,0.00454488
1896.6472,0.00453563
1897.6115,0.0045107
1898.5757,0.00448455
1899.5399,0.00446871
1900.5042,0.00446436
1901.4684,0.00446445
1902.4326,0.00446293
1903.3969,0.00446339
1904.3611,0.00447994
1905.3253,0.00452816
1906.2896,0.00461245
1907.2538,0.00471787
1908.2180,0.00481238
1909.1823,0.00486129
1910.1465,0.00484808
1911.1107,0.0047864
1912.0750,0.00471162
1913.0392,0.00465968
1914.0034,0.00465101
1914.9677,0.00468651
1915.9319,0.00475186
1916.8961,0.00482594
1917.8604,0.00489151
1918.8246,0.00494318
1919.7888,0.00498556
1920.7531,0.00502383
1921.7173,0.00505653
1922.6815,0.00507705
1923.6458,0.00508189
1924.6100,0.00507757
1925.5742,0.00507907
1926.5385,0.00510006
1927.5027,0.00514382
1928.4669,0.00520112
1929.4312,0.00525542
1930.3954,0.00529211
1931.3596,0.00530656
1932.3239,0.00530575
1933.2881,0.00530276
1934.2523,0.0053091
1935.2166,0.0053305
1936.1808,0.00536755
1937.1450,0.00541875
1938.1093,0.00548246
1939.0735,0.00555596
1940.0377,0.00563285
1941.0020,0.00570166
1941.9662,0.0057483
1942.9304,0.00576275
1943.8947,0.00574498
1944.8589,0.00570392
1945.8231,0.00565109
1946.7874,0.005596
1947.7516,0.00554663
1948.7158,0.00551195
1949.6801,0.00550199
1950.6443,0.00552414
1951.6085,0.00557836
1952.5728,0.00565545
1953.5370,0.00574009
1954.5012,0.00581754
1955.4655,0.00587933
1956.4297,0.00592495
1957.3939,0.0059587
1958.3582,0.00598507
1959.3224,0.00600687
1960.2866,0.00602686
1961.2509,0.00605031
1962.2151,0.00608483
1963.1793,0.00613638
1964.1436,0.00620436
1965.1078,0.00627889
1966.0720,0.0063434
1967.0363,0.00638209
1968.0005,0.00638854
1968.9647,0.00636896
1969.9290,0.00633754
1970.8932,0.00630925
1971.8574,0.00629571
1972.8217,0.00630513
1973.7859,0.00634281
1974.7501,0.00640979
1975.7144,0.00650008
1976.6786,0.00659985
1977.6428,0.00669076
1978.6071,0.00675677
1979.5713,0.00679117
1980.5355,0.00679949
1981.4998,0.00679627
1982.4640,0.00679764
1983.4282,0.0068142
1984.3925,0.00684863
1985.3567,0.00689844
1986.3209,0.00696048
1987.2852,0.00703332
1988.2494,0.00711539
1989.2136,0.00720066
1990.1779,0.00727588
1991.1421,0.00732371
1992.1063,0.00733175
1993.0706,0.00730189
1994.0348,0.00725136
1994.9990,0.00720395
1995.9633,0.00717854
1996.9275,0.00718259
1997.8917,0.00721207
1998.8560,0.00725572
1999.8202,0.00730082
2000.7844,0.00733812
2001.7487,0.00736392
2002.7129,0.00737969
2003.6771,0.00739067
2004.6414,0.0074046
2005.6056,0.00743014
2006.5698,0.00747405
2007.5341,0.00753785
2008.4983,0.00761611
2009.4625,0.00769845
2010.4268,0.00777492
2011.3910,0.00784185
2012.3552,0.00790384
2013.3195,0.00797039
2014.2837,0.00804882
2015.2479,0.00813802
2016.2122,0.00822687
2017.1764,0.00829955
2018.1406,0.00834455
2019.1049,0.00836158
2020.0691,0.00836062
2021.0333,0.00835513
2021.9976,0.00835495
2022.9618,0.00836342
2023.9260,0.00837908
2024.8903,0.00839964
2025.8545,0.00842452
2026.8187,0.00845447
2027.7830,0.00848886
2028.7472,0.00852365
2029.7114,0.00855198
2030.6757,0.00856746
2031.6399,0.00856763
2032.6041,0.00855568
2033.5684,0.00853953
2034.5326,0.00852945
2035.4968,0.00853534
2036.4611,0.00856459
2037.4253,0.00861992
2038.3895,0.00869766
2039.3538,0.00878708
2040.3180,0.00887231
2041.2822,0.00893724
2042.2465,0.00897202
2043.2107,0.0089767
2044.1749,0.00895996
2045.1392,0.00893383
2046.1034,0.00890805
2047.0676,0.00888776
2048.0320,0.00887456
2048.9961,0.00886869
2049.9604,0.0088703
2050.9246,0.00887881
2051.8889,0.00889191
2052.8530,0.00890604
2053.8174,0.00891883
2054.7815,0.00893136
2055.7458,0.00894847
2056.7100,0.00897596
2057.6743,0.00901656
2058.6384,0.00906758
2059.6028,0.00912182
2060.5669,0.0091715
2061.5313,0.00921195
2062.4954,0.00924291
2063.4597,0.00926691
2064.4238,0.0092863
2065.3882,0.00930125
2066.3523,0.00931021
2067.3167,0.00931203
2068.2808,0.00930793
2069.2451,0.00930164
2070.2092,0.00929776
2071.1736,0.00929973
2072.1377,0.00930826
2073.1021,0.00932143
2074.0662,0.00933572
2075.0305,0.00934755
2075.9946,0.00935454
2076.9590,0.0093563
2077.9231,0.00935482
2078.8875,0.00935423
2079.8516,0.00935967
2080.8159,0.00937525
2081.7800,0.00940206
2082.7444,0.00943751
2083.7085,0.00947688
2084.6729,0.00951635
2085.6370,0.00955551
2086.6013,0.00959732
2087.5654,0.00964527
2088.5298,0.00969939
2089.4939,0.00975427
2090.4583,0.00980068
2091.4224,0.00983052
2092.3867,0.00984156
2093.3508,0.00983915
2094.3152,0.00983348
2095.2793,0.00983472
2096.2437,0.00984866
2097.2078,0.00987529
2098.1721,0.00990996
2099.1362,0.00994595
2100.1006,0.00997637
2101.0647,0.0099951
2102.0291,0.0099975
2102.9932,0.00998159
2103.9575,0.00994967
2104.9216,0.00990899
2105.8860,0.00987039
2106.8501,0.00984546
2107.8145,0.00984295
2108.7786,0.00986622
2109.7429,0.00991218
2110.7070,0.00997203
2111.6714,0.0100331
2112.6355,0.0100821
2113.5999,0.0101098
2114.5640,0.0101146
2115.5283,0.0101039
2116.4924,0.0100903
2117.4568,0.0100841
2118.4209,0.0100874
2119.3853,0.0100923
2120.3494,0.0100862
2121.3137,0.0100609
2122.2778,0.0100192
2123.2422,0.00997484
2124.2063,0.00994512
2125.1707,0.00994152
2126.1348,0.00996344
2127.0991,0.00999917
2128.0632,0.0100327
2129.0276,0.0100524
2129.9917,0.0100554
2130.9561,0.0100473
2131.9202,0.0100371
2132.8845,0.0100317
2133.8486,0.0100347
2134.8130,0.0100466
2135.7771,0.0100682
2136.7415,0.0101002
2137.7056,0.0101407
2138.6699,0.0101827
2139.6340,0.0102145
2140.5984,0.0102255
2141.5625,0.0102133
2142.5269,0.010187
2143.4910,0.0101638
2144.4553,0.0101595
2145.4194,0.0101803
2146.3838,0.0102204
2147.3479,0.010267
2148.3123,0.0103085
2149.2764,0.0103406
2150.2407,0.0103674
2151.2048,0.010398
2152.1692,0.0104408
2153.1333,0.0104974
2154.0977,0.0105583
2155.0618,0.0106026
2156.0261,0.0106059
2156.9902,0.0105544
2157.9546,0.010459
2158.9187,0.0103581
2159.8831,0.0103019
2160.8472,0.0103255
2161.8115,0.0104263
2162.7756,0.010564
2163.7400,0.0106842
2164.7041,0.0107511
2165.6685,0.0107659
2166.6326,0.0107589
2167.5969,0.0107634
2168.5610,0.0107924
2169.5254,0.0108336
2170.4895,0.0108657
2171.4539,0.0108776
2172.4180,0.0108767
2173.3823,0.0108801
2174.3464,0.0108991
2175.3108,0.0109311
2176.2749,0.010964
2177.2393,0.0109876
2178.2034,0.0110016
2179.1677,0.0110137
2180.1318,0.0110312
2181.0962,0.0110539
2182.0603,0.0110737
2183.0247,0.0110804
2183.9888,0.0110678
2184.9531,0.0110368
2185.9172,0.0109945
2186.8816,0.0109511
2187.8457,0.0109159
2188.8101,0.0108942
2189.7742,0.0108859
2190.7385,0.0108859
2191.7026,0.0108865
2192.6670,0.0108827
2193.6311,0.0108757
2194.5955,0.0108728
2195.5596,0.0108834
2196.5239,0.010913
2197.4880,0.0109597
2198.4524,0.0110145
2199.4165,0.0110651
2200.3809,0.0111018
2201.3450,0.0111208
2202.3093,0.0111251
2203.2734,0.0111223
2204.2378,0.0111206
2205.2019,0.0111259
2206.1663,0.0111398
2207.1304,0.0111609
2208.0947,0.0111867
2209.0588,0.0112167
2210.0232,0.0112526
2210.9873,0.011296
2211.9517,0.0113452
2212.9158,0.0113937
2213.8801,0.0114318
2214.8442,0.0114522
2215.8086,0.0114547
2216.7727,0.0114473
2217.7371,0.0114426
2218.7012,0.0114512
2219.6655,0.011476
2220.6296,0.0115115
2221.5940,0.0115483
2222.5581,0.0115791
2223.5225,0.0116037
2224.4866,0.0116281
2225.4509,0.0116602
2226.4150,0.0117037
2227.3794,0.0117555
2228.3435,0.0118073
2229.3079,0.0118507
2230.2720,0.0118816
2231.2363,0.0119019
2232.2004,0.0119168
2233.1648,0.0119311
2234.1289,0.0119468
2235.0933,0.0119647
2236.0574,0.0119865
2237.0217,0.012016
2237.9858,0.0120577
2238.9502,0.0121129
2239.9143,0.0121776
2240.8787,0.0122435
2241.8428,0.0123032
2242.8071,0.0123559
2243.7712,0.0124094
2244.7356,0.0124766
2245.6997,0.0125684
2246.6641,0.0126873
2247.6282,0.0128261
2248.5925,0.0129707
2249.5566,0.013107
2250.5210,0.0132261
2251.4851,0.0133252
2252.4495,0.013405
2253.4136,0.0134663
2254.3779,0.0135088
2255.3420,0.0135326
2256.3064,0.0135408
2257.2705,0.0135412
2258.2349,0.013544
2259.1990,0.0135576
2260.1633,0.0135862
2261.1274,0.0136297
2262.0918,0.0136855
2263.0559,0.0137506
2264.0203,0.013821
2264.9844,0.0138892
2265.9487,0.0139441
2266.9128,0.0139741
2267.8772,0.0139727
2268.8413,0.0139433
2269.8057,0.0138983
2270.7698,0.0138531
2271.7341,0.0138191
2272.6982,0.0137987
2273.6626,0.0137874
2274.6267,0.0137784
2275.5911,0.0137674
2276.5552,0.0137539
2277.5195,0.0137402
2278.4836,0.0137293
2279.4480,0.0137241
2280.4121,0.0137259
2281.3765,0.0137338
2282.3406,0.0137438
2283.3049,0.0137493
2284.2690,0.0137442
2285.2334,0.0137269
2286.1975,0.0137038
2287.1619,0.0136873
2288.1260,0.0136906
2289.0903,0.0137198
2290.0544,0.0137703
2291.0188,0.0138294
2291.9829,0.0138834
2292.9473,0.0139256
2293.9114,0.0139595
2294.8757,0.013995
2295.8398,0.0140403
2296.8042,0.0140964
2297.7683,0.014156
2298.7327,0.0142103
2299.6968,0.0142574
2300.6611,0.0143061
2301.6252,0.0143736
2302.5896,0.0144742
2303.5537,0.0146098
2304.5181,0.014765
2305.4822,0.0149129
2306.4465,0.0150254
2307.4106,0.0150862
2308.3750,0.0150985
2309.3391,0.0150849
2310.3035,0.0150777
2311.2676,0.0151049
2312.2319,0.0151766
2313.1960,0.0152811
2314.1604,0.0153908
2315.1245,0.015477
2316.0889,0.0155243
2317.0530,0.0155391
2318.0173,0.015548
2318.9814,0.0155834
2319.9458,0.0156625
2320.9099,0.0157697
2321.8743,0.01586
2322.8384,0.0158898
2323.8027,0.0158548
2324.7668,0.015803
2325.7312,0.0158069
2326.6953,0.0159118
2327.6597,0.0160937
2328.6238,0.0162581
2329.5881,0.0162893
2330.5522,0.0161289
2331.5166,0.0158261
2332.4807,0.0155152
2333.4451,0.0153334
2334.4092,0.0153454
2335.3735,0.0155237
2336.3376,0.015785
2337.3020,0.0160479
2338.2661,0.0162752
2339.2305,0.0164752
2340.1946,0.016663
2341.1589,0.0168159
2342.1230,0.0168646
2343.0874,0.0167458
2344.0515,0.0164916
2345.0159,0.0162321
2345.9800,0.0160774
2346.9443,0.0160481
2347.9084,0.0161102
2348.8728,0.0162229
2349.8369,0.0163563
2350.8013,0.0164884
2351.7654,0.0165978
2352.7297,0.0166556
2353.6938,0.0166316
2354.6582,0.0165261
2355.6223,0.0164104
2356.5867,0.0164183
2357.5508,0.0166714
2358.5151,0.0171865
2359.4792,0.0178117
2360.4436,0.0182709
2361.4077,0.0183458
2362.3721,0.0180382
2363.3362,0.0175596
2364.3005,0.0171841
2365.2646,0.0170832
2366.2290,0.0172472
2367.1931,0.0175336
2368.1575,0.0177815
2369.1216,0.0178956
2370.0859,0.0178636
2371.0500,0.0177263
2372.0144,0.0175359
2372.9785,0.0173311
2373.9429,0.0171315
2374.9070,0.0169441
2375.8713,0.0167718
2376.8354,0.0166189
2377.7998,0.0164922
2378.7639,0.0163989
2379.7283,0.0163428
2380.6924,0.0163199
2381.6567,0.0163178
2382.6208,0.0163191
2383.5852,0.0163075
2384.5493,0.0162737
2385.5137,0.0162189
2386.4778,0.0161535
2387.4421,0.0160917
2388.4063,0.0160465
2389.3706,0.0160243
2390.3347,0.0160246
2391.2991,0.0160407
2392.2632,0.0160629
2393.2275,0.0160808
2394.1917,0.0160859
2395.1560,0.0160747
2396.1201,0.0160517
2397.0845,0.0160299
2398.0486,0.0160268
2399.0129,0.016057
2399.9771,0.0161254
2400.9414,0.0162244
2401.9055,0.0163368
2402.8699,0.0164429
2403.8340,0.0165268
2404.7983,0.0165798
2405.7625,0.016601
2406.7268,0.0165964
2407.6909,0.0165786
2408.6553,0.0165645
2409.6194,0.0165719
2410.5837,0.0166134
2411.5479,0.0166917
2412.5122,0.0167984
2413.4763,0.016919
2414.4407,0.0170387
2415.4048,0.0171478
2416.3691,0.0172419
2417.3333,0.0173184
2418.2976,0.0173749
2419.2617,0.0174092
2420.2261,0.0174231
2421.1902,0.0174235
2422.1545,0.0174208
2423.1187,0.0174239
2424.0830,0.017435
2425.0471,0.0174491
2426.0115,0.0174582
2426.9756,0.0174558
2427.9399,0.0174414
2428.9041,0.01742
2429.8684,0.0173997
2430.8325,0.0173887
2431.7969,0.0173926
2432.7610,0.0174132
2433.7253,0.0174475
2434.6895,0.0174875
2435.6538,0.0175235
2436.6179,0.0175469
2437.5823,0.0175547
2438.5464,0.0175496
2439.5107,0.0175383
2440.4749,0.0175277
2441.4392,0.0175215
2442.4033,0.0175209
2443.3677,0.0175251
2444.3318,0.0175328
2445.2961,0.0175421
2446.2603,0.01755
2447.2246,0.017554
2448.1887,0.0175543
2449.1531,0.0175548
2450.1172,0.0175614
2451.0815,0.0175778
2452.0457,0.0176014
2453.0100,0.0176236
2453.9741,0.0176347
2454.9385,0.0176306
2455.9026,0.0176154
2456.8669,0.017598
2457.8311,0.0175858
2458.7954,0.0175798
2459.7595,0.0175758
2460.7239,0.0175701
2461.6880,0.0175652
2462.6523,0.0175703
2463.6165,0.0175966
2464.5808,0.0176483
2465.5449,0.0177186
2466.5093,0.0177916
2467.4734,0.0178504
2468.4377,0.0178855
2469.4019,0.0178981
2470.3662,0.0178973
2471.3303,0.0178931
2472.2947,0.0178904
2473.2588,0.0178884
2474.2231,0.0178841
2475.1873,0.0178775
2476.1516,0.0178741
2477.1157,0.0178823
2478.0801,0.0179079
2479.0442,0.01795
2480.0085,0.0180005
2480.9727,0.0180487
2481.9370,0.0180872
2482.9011,0.0181155
2483.8655,0.018139
2484.8296,0.0181642
2485.7939,0.0181942
2486.7581,0.018227
2487.7224,0.018258
2488.6865,0.0182852
2489.6509,0.0183115
2490.6150,0.0183438
2491.5793,0.018388
2492.5435,0.0184442
2493.5078,0.0185053
2494.4719,0.0185608
2495.4363,0.0186021
2496.4004,0.0186282
2497.3647,0.0186466
2498.3289,0.0186708
2499.2932,0.0187143
2500.2573,0.0187846
2501.2217,0.0188799
2502.1858,0.0189879
2503.1501,0.0190902
2504.1143,0.01917
2505.0786,0.01922
2506.0427,0.0192464
2507.0071,0.0192655
2507.9712,0.0192953
2508.9355,0.0193446
2509.8997,0.0194107
2510.8640,0.0194828
2511.8281,0.019552
2512.7925,0.0196163
2513.7566,0.0196798
2514.7209,0.0197457
2515.6851,0.0198119
2516.6494,0.0198733
2517.6135,0.0199296
2518.5779,0.0199885
2519.5420,0.0200626
2520.5063,0.020158
2521.4705,0.0202661
2522.4348,0.020366
2523.3989,0.0204375
2524.3633,0.0204754
2525.3274,0.0204936
2526.2917,0.0205163
2527.2559,0.020561
2528.2202,0.0206283
2529.1843,0.0207033
2530.1487,0.0207691
2531.1128,0.0208188
2532.0771,0.0208606
2533.0413,0.0209102
2534.0056,0.0209798
2534.9697,0.0210693
2535.9341,0.0211672
2536.8982,0.0212569
2537.8625,0.0213251
2538.8267,0.0213669
2539.7910,0.0213858
2540.7551,0.0213905
2541.7195,0.0213919
2542.6836,0.0214006
2543.6479,0.0214266
2544.6121,0.0214775
2545.5764,0.0215566
2546.5405,0.0216606
2547.5049,0.0217791
2548.4690,0.0218972
2549.4333,0.0220017
2550.3975,0.0220863
2551.3618,0.0221543
2552.3259,0.0222159
2553.2903,0.0222811
2554.2544,0.0223539
2555.2188,0.0224306
2556.1829,0.0225034
2557.1472,0.022566
2558.1113,0.0226175
2559.0757,0.0226626
2560.0398,0.0227089
2561.0042,0.0227628
2561.9683,0.0228277
2562.9326,0.0229022
2563.8967,0.0229809
2564.8611,0.0230569
2565.8252,0.0231245
2566.7896,0.0231837
2567.7537,0.0232416
2568.7180,0.0233101
2569.6821,0.0234006
2570.6465,0.0235179
2571.6106,0.0236585
2572.5750,0.0238132
2573.5391,0.0239721
2574.5034,0.024128
2575.4675,0.0242764
2576.4319,0.0244132
2577.3960,0.0245345
2578.3604,0.0246387
2579.3245,0.024729
2580.2888,0.0248137
2581.2529,0.0249014
2582.2173,0.0249958
2583.1814,0.0250927
2584.1458,0.0251841
2585.1099,0.0252643
2586.0742,0.0253348
2587.0383,0.0254034
2588.0027,0.0254775
2588.9668,0.0255581
2589.9312,0.0256379
2590.8953,0.0257063
2591.8596,0.0257574
2592.8237,0.0257954
2593.7881,0.0258343
2594.7522,0.0258923
2595.7166,0.0259826
2596.6807,0.0261083
2597.6450,0.0262605
2598.6091,0.0264232
2599.5735,0.0265793
2600.5376,0.0267161
2601.5020,0.0268274
2602.4661,0.0269128
2603.4304,0.0269756
2604.3945,0.0270214
2605.3589,0.0270565
2606.3230,0.0270879
2607.2874,0.0271211
2608.2515,0.027158
2609.2158,0.0271963
2610.1799,0.0272312
2611.1443,0.0272598
2612.1084,0.0272856
2613.0728,0.0273186
2614.0369,0.027371
2615.0012,0.02745
2615.9653,0.027553
2616.9297,0.0276689
2617.8938,0.027784
2618.8582,0.0278894
2619.8223,0.0279832
2620.7866,0.0280674
2621.7507,0.028142
2622.7151,0.0282031
2623.6792,0.0282464
2624.6436,0.0282751
2625.6077,0.0283037
2626.5720,0.0283531
2627.5361,0.0284389
2628.5005,0.0285597
2629.4646,0.0286958
2630.4290,0.0288184
2631.3931,0.0289058
2632.3574,0.0289547
2633.3215,0.0289808
2634.2859,0.0290075
2635.2500,0.0290536
2636.2144,0.0291254
2637.1785,0.0292183
2638.1428,0.029323
