TITLE,PTSA_KBr
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,matsulab
DATE,24/01/19
TIME,16:43:55
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  399.1927
LASTX, 4000.6047
NPOINTS,    3736
FIRSTY,     0.05140
MAXY,     0.05159
MINY,     0.00100
XYDATA
1528.3101,0.0112553
1529.2743,0.0109592
1530.2385,0.0109025
1531.2028,0.0110521
1532.1670,0.0112802
1533.1312,0.0114063
1534.0955,0.0113227
1535.0597,0.0110905
1536.0239,0.0108675
1536.9882,0.0107945
1537.9524,0.0109819
1538.9166,0.0115403
1539.8809,0.0124986
1540.8451,0.0134938
1541.8093,0.0138472
1542.7736,0.0134254
1543.7378,0.0126242
1544.7020,0.0117757
1545.6663,0.0110537
1546.6305,0.0105504
1547.5947,0.0102976
1548.5590,0.0102623
1549.5232,0.0103577
1550.4874,0.0104778
1551.4517,0.0105493
1552.4159,0.0105731
1553.3801,0.0106163
1554.3444,0.0107616
1555.3086,0.0110597
1556.2728,0.0114919
1557.2371,0.0118813
1558.2013,0.0117959
1559.1655,0.0109584
1560.1298,0.00987381
1561.0940,0.00908498
1562.0582,0.00863274
1563.0225,0.00839545
1563.9867,0.00828883
1564.9509,0.00827445
1565.9152,0.00832967
1566.8794,0.0084194
1567.8436,0.00848129
1568.8079,0.00844713
1569.7721,0.00830435
1570.7363,0.0081238
1571.7006,0.0079996
1572.6648,0.00798406
1573.6290,0.00807715
1574.5933,0.0082311
1575.5575,0.00834689
1576.5217,0.00831486
1577.4860,0.0081274
1578.4502,0.00789827
1579.4144,0.00773309
1580.3787,0.00765982
1581.3429,0.00765496
1582.3071,0.00767883
1583.2714,0.00769837
1584.2356,0.00770378
1585.1998,0.00771193
1586.1641,0.00775018
1587.1283,0.0078336
1588.0925,0.00795425
1589.0568,0.00808882
1590.0210,0.00821778
1590.9852,0.008341
1591.9495,0.00847712
1592.9137,0.00864725
1593.8779,0.00885588
1594.8422,0.00908357
1595.8064,0.00929759
1596.7706,0.00947152
1597.7349,0.009596
1598.6991,0.009673
1599.6633,0.00970257
1600.6276,0.00967586
1601.5918,0.00958163
1602.5560,0.0094221
1603.5203,0.00922372
1604.4845,0.00902947
1605.4487,0.00887587
1606.4130,0.00877235
1607.3772,0.00869663
1608.3414,0.00861014
1609.3057,0.00848848
1610.2699,0.00834512
1611.2341,0.00822292
1612.1984,0.00816244
1613.1626,0.00817857
1614.1268,0.00825215
1615.0911,0.00832653
1616.0553,0.00832323
1617.0195,0.00820859
1617.9838,0.00804842
1618.9480,0.0079424
1619.9122,0.00793637
1620.8765,0.00801793
1621.8407,0.00814207
1622.8049,0.00824803
1623.7692,0.00828242
1624.7334,0.00822977
1625.6976,0.00811441
1626.6619,0.00796931
1627.6261,0.00781698
1628.5903,0.00767825
1629.5546,0.00758318
1630.5188,0.00756617
1631.4830,0.0076556
1632.4473,0.00787088
1633.4115,0.00821766
1634.3757,0.00865565
1635.3400,0.00903974
1636.3042,0.00916415
1637.2684,0.00899749
1638.2327,0.00872092
1639.1969,0.00849668
1640.1611,0.0083849
1641.1254,0.0083968
1642.0896,0.00853757
1643.0538,0.00881731
1644.0181,0.00923764
1644.9823,0.009747
1645.9465,0.0101801
1646.9108,0.0103159
1647.8750,0.0101215
1648.8392,0.00980281
1649.8035,0.00956986
1650.7677,0.0095212
1651.7319,0.00965746
1652.6962,0.00983345
1653.6604,0.00974836
1654.6246,0.00932149
1655.5889,0.00882911
1656.5531,0.00847409
1657.5173,0.00828955
1658.4816,0.00825316
1659.4458,0.00833179
1660.4100,0.00847393
1661.3743,0.00860095
1662.3385,0.00864254
1663.3027,0.00860724
1664.2670,0.00858625
1665.2312,0.00867292
1666.1954,0.00890599
1667.1597,0.00926133
1668.1239,0.00964804
1669.0881,0.00991784
1670.0524,0.00995224
1671.0166,0.00978401
1671.9808,0.00956103
1672.9451,0.00939485
1673.9093,0.00930711
1674.8735,0.00927693
1675.8378,0.00929869
1676.8020,0.00940056
1677.7662,0.00961585
1678.7305,0.00995004
1679.6947,0.0103766
1680.6589,0.0108393
1681.6232,0.011235
1682.5874,0.0113907
1683.5516,0.011144
1684.5159,0.010589
1685.4801,0.0100722
1686.4443,0.00978077
1687.4086,0.00964518
1688.3728,0.0095414
1689.3370,0.00940732
1690.3013,0.0092568
1691.2655,0.00915401
1692.2297,0.0091765
1693.1940,0.00938408
1694.1582,0.00979593
1695.1224,0.0103663
1696.0867,0.0109615
1697.0509,0.0113771
1698.0151,0.0114418
1698.9794,0.0111609
1699.9436,0.01073
1700.9078,0.0103641
1701.8721,0.0101425
1702.8363,0.0100165
1703.8005,0.00989317
1704.7648,0.00969802
1705.7290,0.0094091
1706.6932,0.00907339
1707.6575,0.00878522
1708.6217,0.00863122
1709.5859,0.00865529
1710.5502,0.00886847
1711.5144,0.00927314
1712.4786,0.00987123
1713.4429,0.0106483
1714.4071,0.011527
1715.3713,0.0122893
1716.3356,0.0125598
1717.2998,0.0120924
1718.2640,0.0111658
1719.2283,0.0103109
1720.1925,0.00978088
1721.1567,0.00954095
1722.1210,0.00946643
1723.0852,0.0094493
1724.0494,0.00943425
1725.0137,0.00942968
1725.9779,0.00949431
1726.9421,0.00969872
1727.9064,0.0100844
1728.8706,0.0106445
1729.8348,0.0113248
1730.7991,0.0120202
1731.7633,0.0125559
1732.7275,0.0126987
1733.6918,0.0123134
1734.6560,0.0115739
1735.6202,0.010836
1736.5845,0.0103144
1737.5487,0.010033
1738.5129,0.0099504
1739.4772,0.0100326
1740.4414,0.010254
1741.4056,0.0105676
1742.3699,0.010898
1743.3341,0.0111782
1744.2983,0.0113915
1745.2626,0.0115787
1746.2268,0.0118064
1747.1910,0.0121106
1748.1553,0.0124269
1749.1195,0.0125633
1750.0837,0.0123214
1751.0480,0.0117072
1752.0122,0.0109486
1752.9764,0.010295
1753.9407,0.00987887
1754.9049,0.00971589
1755.8691,0.00975
1756.8334,0.0098916
1757.7976,0.0100495
1758.7618,0.0101533
1759.7261,0.0101574
1760.6903,0.0100379
1761.6545,0.00980451
1762.6188,0.00952037
1763.5830,0.00928938
1764.5472,0.00920453
1765.5115,0.00930348
1766.4757,0.00956061
1767.4399,0.00990332
1768.4042,0.0102355
1769.3684,0.0104638
1770.3326,0.0105237
1771.2969,0.0104015
1772.2611,0.0101444
1773.2253,0.00984419
1774.1896,0.00958763
1775.1538,0.00941899
1776.1180,0.00934266
1777.0823,0.00934074
1778.0465,0.00938374
1779.0107,0.00943773
1779.9750,0.00947536
1780.9392,0.00948641
1781.9034,0.00947476
1782.8677,0.00944292
1783.8319,0.00938572
1784.7961,0.0093052
1785.7604,0.00923011
1786.7246,0.00921407
1787.6888,0.00931015
1788.6531,0.00954326
1789.6173,0.00989179
1790.5815,0.0102741
1791.5458,0.0105537
1792.5100,0.0106083
1793.4742,0.0104368
1794.4385,0.010156
1795.4027,0.00988461
1796.3669,0.00968416
1797.3312,0.00957853
1798.2954,0.0095789
1799.2596,0.00967565
1800.2239,0.00981127
1801.1881,0.00988221
1802.1523,0.00979945
1803.1166,0.00955624
1804.0808,0.00923235
1805.0450,0.00894249
1806.0093,0.00878
1806.9735,0.00878198
1807.9377,0.0089172
1808.9020,0.00909663
1809.8662,0.00921143
1810.8304,0.00919261
1811.7947,0.00905346
1812.7589,0.00887213
1813.7231,0.0087307
1814.6874,0.00866833
1815.6516,0.00867423
1816.6158,0.00870867
1817.5801,0.00873542
1818.5443,0.00874976
1819.5085,0.00878234
1820.4728,0.0088741
1821.4370,0.00904244
1822.4012,0.00926164
1823.3655,0.00946893
1824.3297,0.0095993
1825.2939,0.00963066
1826.2582,0.00959711
1827.2224,0.00955156
1828.1866,0.00951349
1829.1509,0.0094504
1830.1151,0.00931339
1831.0793,0.00909826
1832.0436,0.00886091
1833.0078,0.00866811
1833.9720,0.00854866
1834.9363,0.00848682
1835.9005,0.00844587
1836.8647,0.00840291
1837.8290,0.0083755
1838.7932,0.00841633
1839.7574,0.00857915
1840.7217,0.00888691
1841.6859,0.0093153
1842.6501,0.00978165
1843.6144,0.0101493
1844.5786,0.0102874
1845.5428,0.0101671
1846.5071,0.00987497
1847.4713,0.0095226
1848.4355,0.00917835
1849.3998,0.00886904
1850.3640,0.00860592
1851.3282,0.00839901
1852.2925,0.00825572
1853.2567,0.00817474
1854.2209,0.00814578
1855.1852,0.00815611
1856.1494,0.00819649
1857.1136,0.00825974
1858.0779,0.00833332
1859.0421,0.00839469
1860.0063,0.00841876
1860.9706,0.00839675
1861.9348,0.00835269
1862.8990,0.00834156
1863.8633,0.00842769
1864.8275,0.00865578
1865.7917,0.00902307
1866.7560,0.00945241
1867.7202,0.00978569
1868.6844,0.00985091
1869.6487,0.00959698
1870.6129,0.00914365
1871.5771,0.00867149
1872.5414,0.00830267
1873.5056,0.00807611
1874.4698,0.00797483
1875.4341,0.00795547
1876.3983,0.00797069
1877.3625,0.00798656
1878.3268,0.00799045
1879.2910,0.0079854
1880.2552,0.00797739
1881.2195,0.0079676
1882.1837,0.00795566
1883.1479,0.00794891
1884.1122,0.00796608
1885.0764,0.00802854
1886.0406,0.00814325
1887.0049,0.0082886
1887.9691,0.00841476
1888.9333,0.00846655
1889.8976,0.00842126
1890.8618,0.00830933
1891.8260,0.00819226
1892.7903,0.00811791
1893.7545,0.00809282
1894.7188,0.00808633
1895.6830,0.0080578
1896.6472,0.00798859
1897.6115,0.00789592
1898.5757,0.00781749
1899.5399,0.00778232
1900.5042,0.00779297
1901.4684,0.00782957
1902.4326,0.00786961
1903.3969,0.00790846
1904.3611,0.00796477
1905.3253,0.0080655
1906.2896,0.00822029
1907.2538,0.00840232
1908.2180,0.00854929
1909.1823,0.00859189
1910.1465,0.00849987
1911.1107,0.00831147
1912.0750,0.00811594
1913.0392,0.00800288
1914.0034,0.00801936
1914.9677,0.00815518
1915.9319,0.00835261
1916.8961,0.0085359
1917.8604,0.00865398
1918.8246,0.00870842
1919.7888,0.00873619
1920.7531,0.00876129
1921.7173,0.00876401
1922.6815,0.0086942
1923.6458,0.008517
1924.6100,0.00825298
1925.5742,0.00797426
1926.5385,0.00775894
1927.5027,0.00764622
1928.4669,0.00762417
1929.4312,0.00764805
1930.3954,0.00767143
1931.3596,0.00767027
1932.3239,0.00764606
1933.2881,0.00761106
1934.2523,0.00757353
1935.2166,0.00753782
1936.1808,0.00751624
1937.1450,0.00753621
1938.1093,0.00763044
1939.0735,0.0078137
1940.0377,0.00805985
1941.0020,0.00829433
1941.9662,0.00841693
1942.9304,0.00835626
1943.8947,0.0081197
1944.8589,0.00778889
1945.8231,0.00746407
1946.7874,0.00721246
1947.7516,0.00705463
1948.7158,0.00697965
1949.6801,0.00696697
1950.6443,0.0069999
1951.6085,0.00706625
1952.5728,0.0071516
1953.5370,0.00723557
1954.5012,0.0072969
1955.4655,0.00732377
1956.4297,0.00731911
1957.3939,0.00729525
1958.3582,0.00726308
1959.3224,0.0072268
1960.2866,0.00718962
1961.2509,0.00716397
1962.2151,0.00717388
1963.1793,0.00724296
1964.1436,0.00737401
1965.1078,0.00753434
1966.0720,0.00766016
1967.0363,0.00768539
1968.0005,0.00758113
1968.9647,0.00737492
1969.9290,0.00713219
1970.8932,0.00691803
1971.8574,0.00676991
1972.8217,0.00669367
1973.7859,0.00667521
1974.7501,0.00669571
1975.7144,0.00674055
1976.6786,0.00679924
1977.6428,0.00686062
1978.6071,0.00691112
1979.5713,0.00693925
1980.5355,0.00694269
1981.4998,0.0069311
1982.4640,0.00692115
1983.4282,0.00692774
1984.3925,0.00695846
1985.3567,0.00701515
1986.3209,0.00709966
1987.2852,0.007216
1988.2494,0.00736422
1989.2136,0.00752833
1990.1779,0.00766854
1991.1421,0.00772977
1992.1063,0.00766927
1993.0706,0.00748745
1994.0348,0.00723448
1994.9990,0.00698468
1995.9633,0.00679976
1996.9275,0.00670602
1997.8917,0.00669283
1998.8560,0.00672678
1999.8202,0.00677194
2000.7844,0.00680544
2001.7487,0.00682131
2002.7129,0.00682382
2003.6771,0.00681923
2004.6414,0.00681222
2005.6056,0.0068066
2006.5698,0.00680537
2007.5341,0.00680805
2008.4983,0.00680851
2009.4625,0.0067986
2010.4268,0.0067778
2011.3910,0.0067615
2012.3552,0.00677867
2013.3195,0.00685646
2014.2837,0.00699961
2015.2479,0.00717771
2016.2122,0.00733166
2017.1764,0.00740116
2018.1406,0.00735872
2019.1049,0.00722513
2020.0691,0.00705418
2021.0333,0.00690039
2021.9976,0.00679403
2022.9618,0.00673633
2023.9260,0.0067113
2024.8903,0.00670229
2025.8545,0.00670142
2026.8187,0.00670771
2027.7830,0.00671915
2028.7472,0.00672804
2029.7114,0.00672421
2030.6757,0.00670269
2031.6399,0.0066684
2032.6041,0.0066339
2033.5684,0.00661243
2034.5326,0.00661263
2035.4968,0.00663821
2036.4611,0.00669065
2037.4253,0.00676982
2038.3895,0.00687022
2039.3538,0.00697597
2040.3180,0.00706126
2041.2822,0.00709971
2042.2465,0.00707879
2043.2107,0.00700892
2044.1749,0.00691953
2045.1392,0.00684411
2046.1034,0.00680403
2047.0676,0.00680096
2048.0320,0.00682028
2048.9961,0.00684155
2049.9604,0.0068489
2050.9246,0.00683611
2051.8889,0.00680572
2052.8530,0.00676533
2053.8174,0.00672406
2054.7815,0.00669032
2055.7458,0.00667054
2056.7100,0.00666853
2057.6743,0.006686
2058.6384,0.00672392
2059.6028,0.00678369
2060.5669,0.00686599
2061.5313,0.00696698
2062.4954,0.00707422
2063.4597,0.00716635
2064.4238,0.00721946
2065.3882,0.00721847
2066.3523,0.00716653
2067.3167,0.00708502
2068.2808,0.00700339
2069.2451,0.0069452
2070.2092,0.00691896
2071.1736,0.00691769
2072.1377,0.0069259
2073.1021,0.00692888
2074.0662,0.00691905
2075.0305,0.00689671
2075.9946,0.00686662
2076.9590,0.00683407
2077.9231,0.00680313
2078.8875,0.00677713
2079.8516,0.00675972
2080.8159,0.00675478
2081.7800,0.00676492
2082.7444,0.00678991
2083.7085,0.00682652
2084.6729,0.00687012
2085.6370,0.0069169
2086.6013,0.00696477
2087.5654,0.00701215
2088.5298,0.00705548
2089.4939,0.00708792
2090.4583,0.00710118
2091.4224,0.00709011
2092.3867,0.00705712
2093.3508,0.00701259
2094.3152,0.00697045
2095.2793,0.00694119
2096.2437,0.00692682
2097.2078,0.00692121
2098.1721,0.0069154
2099.1362,0.00690402
2100.1006,0.0068881
2101.0647,0.00687266
2102.0291,0.00686164
2102.9932,0.00685457
2103.9575,0.00684763
2104.9216,0.00683778
2105.8860,0.00682646
2106.8501,0.00681963
2107.8145,0.00682462
2108.7786,0.00684594
2109.7429,0.00688302
2110.7070,0.00693044
2111.6714,0.00697974
2112.6355,0.00702143
2113.5999,0.007047
2114.5640,0.00705111
2115.5283,0.00703356
2116.4924,0.00699994
2117.4568,0.0069597
2118.4209,0.00692226
2119.3853,0.00689339
2120.3494,0.00687421
2121.3137,0.00686316
2122.2778,0.0068592
2123.2422,0.00686342
2124.2063,0.00687768
2125.1707,0.00690131
2126.1348,0.0069289
2127.0991,0.00695149
2128.0632,0.00696134
2129.0276,0.00695746
2129.9917,0.00694811
2130.9561,0.00694791
2131.9202,0.00697039
2132.8845,0.00702015
2133.8486,0.00708927
2134.8130,0.00716058
2135.7771,0.0072162
2136.7415,0.0072464
2137.7056,0.00725348
2138.6699,0.00724838
2139.6340,0.00724248
2140.5984,0.00724017
2141.5625,0.00723671
2142.5269,0.00722228
2143.4910,0.00718919
2144.4553,0.00713769
2145.4194,0.00707717
2146.3838,0.00702227
2147.3479,0.00698649
2148.3123,0.00697681
2149.2764,0.0069919
2150.2407,0.00702453
2151.2048,0.00706584
2152.1692,0.00710829
2153.1333,0.00714523
2154.0977,0.00716824
2155.0618,0.0071659
2156.0261,0.00712762
2156.9902,0.00705204
2157.9546,0.00695417
2158.9187,0.00686417
2159.8831,0.00681511
2160.8472,0.00682514
2161.8115,0.0068856
2162.7756,0.00696419
2163.7400,0.00702285
2164.7041,0.00703901
2165.6685,0.00701638
2166.6326,0.0069788
2167.5969,0.0069527
2168.5610,0.00695121
2169.5254,0.00697001
2170.4895,0.00699569
2171.4539,0.00701823
2172.4180,0.00703782
2173.3823,0.00706199
2174.3464,0.00709705
2175.3108,0.00714153
2176.2749,0.00718623
2177.2393,0.00721982
2178.2034,0.0072354
2179.1677,0.00723338
2180.1318,0.00722013
2181.0962,0.00720421
2182.0603,0.00719319
2183.0247,0.00719213
2183.9888,0.0072034
2184.9531,0.00722669
2185.9172,0.00725873
2186.8816,0.00729324
2187.8457,0.00732178
2188.8101,0.00733601
2189.7742,0.00733093
2190.7385,0.00730771
2191.7026,0.00727446
2192.6670,0.00724408
2193.6311,0.00722981
2194.5955,0.00724017
2195.5596,0.00727585
2196.5239,0.00732983
2197.4880,0.00739044
2198.4524,0.00744575
2199.4165,0.00748727
2200.3809,0.00751202
2201.3450,0.00752241
2202.3093,0.00752458
2203.2734,0.00752571
2204.2378,0.00753121
2205.2019,0.00754276
2206.1663,0.00755833
2207.1304,0.00757401
2208.0947,0.00758645
2209.0588,0.00759441
2210.0232,0.00759829
2210.9873,0.00759852
2211.9517,0.00759468
2212.9158,0.0075862
2213.8801,0.00757438
2214.8442,0.00756342
2215.8086,0.00755926
2216.7727,0.00756626
2217.7371,0.00758435
2218.7012,0.00760841
2219.6655,0.00763071
2220.6296,0.00764433
2221.5940,0.0076458
2222.5581,0.0076356
2223.5225,0.0076176
2224.4866,0.00759822
2225.4509,0.00758567
2226.4150,0.00758818
2227.3794,0.00761076
2228.3435,0.00765142
2229.3079,0.00769963
2230.2720,0.00773927
2231.2363,0.00775558
2232.2004,0.00774268
2233.1648,0.00770716
2234.1289,0.00766504
2235.0933,0.00763384
2236.0574,0.00762393
2237.0217,0.0076344
2237.9858,0.00765525
2238.9502,0.00767433
2239.9143,0.00768457
2240.8787,0.00768734
2241.8428,0.00769009
2242.8071,0.00770042
2243.7712,0.00772022
2244.7356,0.00774413
2245.6997,0.00776322
2246.6641,0.0077718
2247.6282,0.00777263
2248.5925,0.00777653
2249.5566,0.00779602
2250.5210,0.00783642
2251.4851,0.00789045
2252.4495,0.00794027
2253.4136,0.00796652
2254.3779,0.00795882
2255.3420,0.00792121
2256.3064,0.00786881
2257.2705,0.00781838
2258.2349,0.00777898
2259.1990,0.00774911
2260.1633,0.00772155
2261.1274,0.00769141
2262.0918,0.00766081
2263.0559,0.00763673
2264.0203,0.007624
2264.9844,0.00761976
2265.9487,0.00761419
2266.9128,0.00759723
2267.8772,0.00756588
2268.8413,0.00752626
2269.8057,0.00748893
2270.7698,0.00746142
2271.7341,0.00744434
2272.6982,0.00743387
2273.6626,0.00742823
2274.6267,0.00743199
2275.5911,0.00745454
2276.5552,0.00750353
2277.5195,0.00757865
2278.4836,0.00767076
2279.4480,0.00776701
2280.4121,0.00785814
2281.3765,0.00794281
2282.3406,0.00802657
2283.3049,0.00811727
2284.2690,0.00822086
2285.2334,0.00834006
2286.1975,0.00847605
2287.1619,0.00863089
2288.1260,0.00880858
2289.0903,0.00901349
2290.0544,0.00924708
2291.0188,0.00950535
2291.9829,0.00977877
2292.9473,0.0100555
2293.9114,0.0103263
2294.8757,0.0105891
2295.8398,0.0108489
2296.8042,0.0111149
2297.7683,0.011394
2298.7327,0.0116877
2299.6968,0.0119921
2300.6611,0.0123047
2301.6252,0.0126297
2302.5896,0.0129817
2303.5537,0.0133807
2304.5181,0.013844
2305.4822,0.0143752
2306.4465,0.0149559
2307.4106,0.0155434
2308.3750,0.0160749
2309.3391,0.0164832
2310.3035,0.016719
2311.2676,0.0167742
2312.2319,0.0166914
2313.1960,0.0165517
2314.1604,0.0164439
2315.1245,0.0164304
2316.0889,0.0165278
2317.0530,0.0167084
2318.0173,0.0169158
2318.9814,0.017088
2319.9458,0.0171777
2320.9099,0.0171651
2321.8743,0.017058
2322.8384,0.0168814
2323.8027,0.0166645
2324.7668,0.0164304
2325.7312,0.0161906
2326.6953,0.0159419
2327.6597,0.0156691
2328.6238,0.0153532
2329.5881,0.0149868
2330.5522,0.0145842
2331.5166,0.0141747
2332.4807,0.0137804
2333.4451,0.0133975
2334.4092,0.0130012
2335.3735,0.0125736
2336.3376,0.012138
2337.3020,0.0117733
2338.2661,0.0115882
2339.2305,0.0116612
2340.1946,0.0119856
2341.1589,0.0124627
2342.1230,0.012945
2343.0874,0.0133117
2344.0515,0.0135472
2345.0159,0.0137389
2345.9800,0.0139761
2346.9443,0.014282
2347.9084,0.0146328
2348.8728,0.0149908
2349.8369,0.0153153
2350.8013,0.0155603
2351.7654,0.0156746
2352.7297,0.0156175
2353.6938,0.0154009
2354.6582,0.01512
2355.6223,0.0148928
2356.5867,0.0147339
2357.5508,0.0145417
2358.5151,0.0142483
2359.4792,0.0139672
2360.4436,0.0139574
2361.4077,0.0144022
2362.3721,0.0152378
2363.3362,0.0162
2364.3005,0.0170036
2365.2646,0.017498
2366.2290,0.0176987
2367.1931,0.0177028
2368.1575,0.0175893
2369.1216,0.0173834
2370.0859,0.0170813
2371.0500,0.016686
2372.0144,0.0162215
2372.9785,0.0157243
2373.9429,0.0152267
2374.9070,0.0147452
2375.8713,0.0142775
2376.8354,0.0138065
2377.7998,0.0133092
2378.7639,0.0127655
2379.7283,0.012165
2380.6924,0.01151
2381.6567,0.0108135
2382.6208,0.0100963
2383.5852,0.00938389
2384.5493,0.00870488
2385.5137,0.00808926
2386.4778,0.00756535
2387.4421,0.0071543
2388.4063,0.00686364
2389.3706,0.0066831
2390.3347,0.00658609
2391.2991,0.00653733
2392.2632,0.00650389
2393.2275,0.00646468
2394.1917,0.006414
2395.1560,0.00635852
2396.1201,0.00631007
2397.0845,0.00627827
2398.0486,0.0062661
2399.0129,0.00626933
2399.9771,0.0062792
2400.9414,0.0062862
2401.9055,0.00628344
2402.8699,0.00626802
2403.8340,0.00624046
2404.7983,0.00620305
2405.7625,0.00615886
2406.7268,0.00611211
2407.6909,0.00606951
2408.6553,0.00604061
2409.6194,0.00603573
2410.5837,0.00606164
2411.5479,0.00611737
2412.5122,0.00619311
2413.4763,0.00627351
2414.4407,0.00634384
2415.4048,0.00639569
2416.3691,0.0064291
2417.3333,0.00645042
2418.2976,0.00646766
2419.2617,0.00648631
2420.2261,0.00650757
2421.1902,0.00652925
2422.1545,0.00654806
2423.1187,0.00656153
2424.0830,0.00656862
2425.0471,0.00656926
2426.0115,0.00656341
2426.9756,0.00655094
2427.9399,0.0065323
2428.9041,0.00650979
2429.8684,0.00648799
2430.8325,0.00647275
2431.7969,0.00646868
2432.7610,0.00647659
2433.7253,0.00649277
2434.6895,0.0065107
2435.6538,0.00652454
2436.6179,0.00653195
2437.5823,0.00653458
2438.5464,0.00653608
2439.5107,0.00653948
2440.4749,0.0065459
2441.4392,0.00655547
2442.4033,0.00656893
2443.3677,0.00658796
2444.3318,0.00661344
2445.2961,0.00664304
2446.2603,0.00667047
2447.2246,0.0066877
2448.1887,0.00668919
2449.1531,0.00667506
2450.1172,0.00665116
2451.0815,0.00662592
2452.0457,0.0066063
2453.0100,0.00659543
2453.9741,0.00659312
2454.9385,0.00659817
2455.9026,0.0066103
2456.8669,0.00663009
2457.8311,0.00665718
2458.7954,0.00668807
2459.7595,0.00671556
2460.7239,0.00673086
2461.6880,0.00672796
2462.6523,0.00670804
2463.6165,0.00668105
2464.5808,0.00666241
2465.5449,0.00666554
2466.5093,0.006694
2467.4734,0.00673848
2468.4377,0.00678151
2469.4019,0.00680789
2470.3662,0.00681424
2471.3303,0.00681115
2472.2947,0.00681588
2473.2588,0.00684043
2474.2231,0.00688332
2475.1873,0.00693063
2476.1516,0.00696544
2477.1157,0.00697862
2478.0801,0.00697354
2479.0442,0.0069621
2480.0085,0.00695577
2480.9727,0.00695827
2481.9370,0.00696436
2482.9011,0.0069645
2483.8655,0.00695145
2484.8296,0.00692453
2485.7939,0.00689
2486.7581,0.00685815
2487.7224,0.00683904
2488.6865,0.00683829
2489.6509,0.00685443
2490.6150,0.0068789
2491.5793,0.00689954
2492.5435,0.00690662
2493.5078,0.00689836
2494.4719,0.00688243
2495.4363,0.00687177
2496.4004,0.00687717
2497.3647,0.00690137
2498.3289,0.00693866
2499.2932,0.00697965
2500.2573,0.00701721
2501.2217,0.00704887
2502.1858,0.00707449
2503.1501,0.00709236
2504.1143,0.00709836
2505.0786,0.00708949
2506.0427,0.00706872
2507.0071,0.00704602
2507.9712,0.00703299
2508.9355,0.00703448
2509.8997,0.00704345
2510.8640,0.0070438
2511.8281,0.00701988
2512.7925,0.00696629
2513.7566,0.00689149
2514.7209,0.00681346
2515.6851,0.00675122
2516.6494,0.00671788
2517.6135,0.00671853
2518.5779,0.00675184
2519.5420,0.00681219
2520.5063,0.00689048
2521.4705,0.00697449
2522.4348,0.00705067
2523.3989,0.00710778
2524.3633,0.0071404
2525.3274,0.00715018
2526.2917,0.00714396
2527.2559,0.00713092
2528.2202,0.00712037
2529.1843,0.00712092
2530.1487,0.00713901
2531.1128,0.00717595
2532.0771,0.0072244
2533.0413,0.00726779
2534.0056,0.00728531
2534.9697,0.00726127
2535.9341,0.00719399
2536.8982,0.00709837
2537.8625,0.00700008
2538.8267,0.00692417
2539.7910,0.00688461
2540.7551,0.00688031
2541.7195,0.00689885
2542.6836,0.00692486
2543.6479,0.00694784
2544.6121,0.00696542
2545.5764,0.00698164
2546.5405,0.00700213
2547.5049,0.00702982
2548.4690,0.00706329
2549.4333,0.00709829
2550.3975,0.00713095
2551.3618,0.00716052
2552.3259,0.0071897
2553.2903,0.0072224
2554.2544,0.00726007
2555.2188,0.00729921
2556.1829,0.00733187
2557.1472,0.00734929
2558.1113,0.00734665
2559.0757,0.00732581
2560.0398,0.0072941
2561.0042,0.0072597
2561.9683,0.0072267
2562.9326,0.00719312
2563.8967,0.00715357
2564.8611,0.00710461
2565.8252,0.00704951
2566.7896,0.00699896
2567.7537,0.00696727
2568.7180,0.00696613
2569.6821,0.00699933
2570.6465,0.00706103
2571.6106,0.00713803
2572.5750,0.00721465
2573.5391,0.00727795
2574.5034,0.0073214
2575.4675,0.00734595
2576.4319,0.0073584
2577.3960,0.00736807
2578.3604,0.00738304
2579.3245,0.00740718
2580.2888,0.00743883
2581.2529,0.00747115
2582.2173,0.00749393
2583.1814,0.00749662
2584.1458,0.00747226
2585.1099,0.00742154
2586.0742,0.00735481
2587.0383,0.00729006
2588.0027,0.00724625
2588.9668,0.0072344
2589.9312,0.00725131
2590.8953,0.00728015
2591.8596,0.00729879
2592.8237,0.00729169
2593.7881,0.00725859
2594.7522,0.00721498
2595.7166,0.00718381
2596.6807,0.00718356
2597.6450,0.00721908
2598.6091,0.00727993
2599.5735,0.00734635
2600.5376,0.00739883
2601.5020,0.00742639
2602.4661,0.00742965
2603.4304,0.00741803
2604.3945,0.00740337
2605.3589,0.00739353
2606.3230,0.00738936
2607.2874,0.0073861
2608.2515,0.00737773
2609.2158,0.00736113
2610.1799,0.00733757
2611.1443,0.00731111
2612.1084,0.00728582
2613.0728,0.00726439
2614.0369,0.00724863
2615.0012,0.00724087
2615.9653,0.00724395
2616.9297,0.00725938
2617.8938,0.00728514
2618.8582,0.00731521
2619.8223,0.0073417
2620.7866,0.00735816
2621.7507,0.00736189
2622.7151,0.00735405
2623.6792,0.0073386
2624.6436,0.00732114
2625.6077,0.00730824
2626.5720,0.00730592
2627.5361,0.00731703
2628.5005,0.00733847
2629.4646,0.00736123
2630.4290,0.00737446
2631.3931,0.00737198
2632.3574,0.00735662
2633.3215,0.00733906
2634.2859,0.00733174
2635.2500,0.00734193
2636.2144,0.00736875
