TITLE,PTSA_KBr
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,matsulab
DATE,24/01/19
TIME,16:43:55
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  399.1927
LASTX, 4000.6047
NPOINTS,    3736
FIRSTY,     0.05140
MAXY,     0.05159
MINY,     0.00100
XYDATA
810.9203,0.0206786
811.8846,0.0224631
812.8488,0.0242266
813.8130,0.025744
814.7773,0.0267998
815.7415,0.0272419
816.7057,0.0270166
817.6700,0.0261748
818.6342,0.0248551
819.5984,0.0232508
820.5627,0.021571
821.5269,0.0199988
822.4911,0.0186553
823.4554,0.0175792
824.4196,0.0167357
825.3839,0.0160529
826.3481,0.0154704
827.3123,0.0149742
828.2766,0.014597
829.2408,0.0143851
830.2050,0.0143542
831.1693,0.0144643
832.1335,0.0146284
833.0977,0.0147508
834.0620,0.01477
835.0262,0.0146806
835.9904,0.0145261
836.9547,0.0143696
837.9189,0.0142637
838.8831,0.0142345
839.8474,0.0142821
840.8116,0.0143908
841.7758,0.0145363
842.7401,0.0146898
843.7043,0.014822
844.6685,0.0149117
845.6328,0.0149565
846.5970,0.0149762
847.5612,0.0150006
848.5255,0.0150454
849.4897,0.0150924
850.4539,0.0150913
851.4182,0.0149876
852.3824,0.0147608
853.3466,0.0144474
854.3109,0.0141305
855.2751,0.0138986
856.2393,0.0137997
857.2036,0.0138165
858.1678,0.0138798
859.1320,0.0139089
860.0963,0.0138553
861.0605,0.0137262
862.0247,0.0135761
862.9890,0.0134756
863.9532,0.0134739
864.9174,0.0135759
865.8817,0.013742
866.8459,0.0139114
867.8101,0.0140329
868.7744,0.0140898
869.7386,0.0141047
870.7028,0.0141225
871.6671,0.0141821
872.6313,0.0142936
873.5955,0.0144327
874.5598,0.0145545
875.5240,0.0146156
876.4882,0.0145916
877.4525,0.0144814
878.4167,0.0143003
879.3809,0.0140701
880.3452,0.013814
881.3094,0.0135568
882.2736,0.0133252
883.2379,0.0131438
884.2021,0.0130264
885.1663,0.0129701
886.1306,0.0129569
887.0948,0.0129662
888.0590,0.0129902
889.0233,0.0130418
889.9875,0.0131469
890.9517,0.0133249
891.9160,0.0135679
892.8802,0.0138343
893.8444,0.0140619
894.8087,0.014195
895.7729,0.0142097
896.7371,0.0141245
897.7014,0.0139897
898.6656,0.013864
899.6298,0.0137907
900.5941,0.0137836
901.5583,0.0138264
902.5225,0.0138817
903.4868,0.0139041
904.4510,0.0138535
905.4152,0.0137073
906.3795,0.0134688
907.3437,0.0131686
908.3079,0.0128569
909.2722,0.0125872
910.2364,0.0124
911.2006,0.0123117
912.1649,0.0123151
913.1291,0.0123887
914.0933,0.0125074
915.0576,0.0126491
916.0218,0.0127947
916.9860,0.0129259
917.9503,0.0130252
918.9145,0.0130803
919.8787,0.0130902
920.8430,0.0130673
921.8072,0.0130312
922.7714,0.0129985
923.7357,0.0129715
924.6999,0.012937
925.6641,0.0128727
926.6284,0.0127614
927.5926,0.0126015
928.5568,0.0124105
929.5211,0.0122177
930.4853,0.0120526
931.4495,0.0119338
932.4138,0.0118637
933.3780,0.0118279
934.3422,0.0118007
935.3065,0.0117526
936.2707,0.011662
937.2349,0.0115264
938.1992,0.0113698
939.1634,0.0112379
940.1276,0.0111816
941.0919,0.011233
942.0561,0.0113874
943.0203,0.0116032
943.9846,0.0118186
944.9488,0.0119789
945.9130,0.0120563
946.8773,0.0120536
947.8415,0.0119929
948.8057,0.0119008
949.7700,0.0117986
950.7342,0.0117011
951.6984,0.0116187
952.6627,0.0115573
953.6269,0.0115141
954.5911,0.011477
955.5554,0.0114297
956.5196,0.0113629
957.4838,0.011283
958.4481,0.0112093
959.4123,0.0111637
960.3765,0.0111583
961.3408,0.0111923
962.3050,0.0112595
963.2692,0.011357
964.2335,0.0114878
965.1977,0.0116526
966.1619,0.0118394
967.1262,0.012022
968.0904,0.0121722
969.0546,0.0122767
970.0189,0.0123474
970.9831,0.0124153
971.9473,0.0125119
972.9116,0.0126512
973.8758,0.0128234
974.8400,0.0130047
975.8043,0.0131735
976.7685,0.0133219
977.7327,0.0134566
978.6970,0.0135896
979.6612,0.0137277
980.6254,0.0138678
981.5897,0.014
982.5539,0.0141161
983.5181,0.0142186
984.4824,0.0143233
985.4466,0.0144545
986.4108,0.0146341
987.3751,0.0148706
988.3393,0.0151544
989.3035,0.0154631
990.2678,0.015774
991.2320,0.016076
992.1962,0.0163732
993.1605,0.01668
994.1247,0.017011
995.0889,0.017373
996.0532,0.0177649
997.0174,0.0181827
997.9816,0.0186251
998.9459,0.0190974
999.9101,0.0196115
1000.8743,0.0201834
1001.8386,0.0208307
1002.8028,0.0215689
1003.7670,0.0224094
1004.7313,0.0233607
1005.6955,0.0244337
1006.6597,0.0256452
1007.6240,0.0270074
1008.5882,0.0284958
1009.5524,0.0300048
1010.5167,0.0313173
1011.4809,0.0321244
1012.4451,0.0321094
1013.4094,0.0310743
1014.3736,0.0290456
1015.3378,0.0262995
1016.3021,0.0232822
1017.2663,0.0204623
1018.2305,0.0181893
1019.1948,0.0166184
1020.1590,0.015722
1021.1232,0.0153618
1022.0875,0.0153756
1023.0517,0.0156383
1024.0160,0.016081
1024.9802,0.0166774
1025.9445,0.017417
1026.9087,0.0182868
1027.8729,0.0192694
1028.8372,0.0203562
1029.8014,0.021564
1030.7656,0.0229398
1031.7299,0.0245427
1032.6941,0.026406
1033.6583,0.028495
1034.6226,0.0306865
1035.5868,0.0327843
1036.5510,0.0345659
1037.5153,0.0358374
1038.4795,0.0364697
1039.4437,0.0364065
1040.4080,0.0356529
1041.3722,0.0342645
1042.3364,0.0323472
1043.3007,0.03006
1044.2649,0.0276042
1045.2291,0.0251927
1046.1934,0.0230088
1047.1576,0.0211729
1048.1218,0.019732
1049.0861,0.0186731
1050.0503,0.0179471
1051.0145,0.0174932
1051.9788,0.0172537
1052.9430,0.0171796
1053.9072,0.0172308
1054.8715,0.0173717
1055.8357,0.0175654
1056.7999,0.0177714
1057.7642,0.0179498
1058.7284,0.0180718
1059.6926,0.0181305
1060.6569,0.0181443
1061.6211,0.0181458
1062.5853,0.0181622
1063.5496,0.0181976
1064.5138,0.01823
1065.4780,0.0182246
1066.4423,0.0181555
1067.4065,0.0180225
1068.3707,0.0178522
1069.3350,0.0176853
1070.2992,0.0175587
1071.2634,0.0174966
1072.2277,0.0175141
1073.1919,0.0176269
1074.1561,0.0178543
1075.1204,0.0182068
1076.0846,0.0186635
1077.0488,0.0191596
1078.0131,0.0195998
1078.9773,0.019901
1079.9415,0.0200394
1080.9058,0.0200706
1081.8700,0.0201037
1082.8342,0.020239
1083.7985,0.0205075
1084.7627,0.0208503
1085.7269,0.0211531
1086.6912,0.0213136
1087.6554,0.0213011
1088.6196,0.0211709
1089.5839,0.0210303
1090.5481,0.0209801
1091.5123,0.0210691
1092.4766,0.0212836
1093.4408,0.0215709
1094.4050,0.0218754
1095.3693,0.0221654
1096.3335,0.0224374
1097.2977,0.0227048
1098.2620,0.0229813
1099.2262,0.023274
1100.1904,0.0235842
1101.1547,0.0239141
1102.1189,0.0242678
1103.0831,0.0246464
1104.0474,0.0250405
1105.0116,0.0254276
1105.9758,0.0257791
1106.9401,0.0260739
1107.9043,0.0263085
1108.8685,0.0264978
1109.8328,0.0266655
1110.7970,0.026832
1111.7612,0.0270084
1112.7255,0.0271989
1113.6897,0.0274079
1114.6539,0.0276437
1115.6182,0.0279197
1116.5824,0.0282543
1117.5466,0.0286775
1118.5109,0.029239
1119.4751,0.0300108
1120.4393,0.0310705
1121.4036,0.0324665
1122.3678,0.0341801
1123.3320,0.0361051
1124.2963,0.038062
1125.2605,0.0398406
1126.2247,0.0412502
1127.1890,0.0421514
1128.1532,0.0424606
1129.1174,0.0421366
1130.0817,0.0411709
1131.0459,0.0395947
1132.0101,0.037499
1132.9744,0.0350477
1133.9386,0.0324647
1134.9028,0.0299919
1135.8671,0.0278332
1136.8313,0.0261094
1137.7955,0.0248414
1138.7598,0.0239677
1139.7240,0.0233808
1140.6882,0.0229672
1141.6525,0.0226361
1142.6167,0.0223336
1143.5809,0.0220425
1144.5452,0.0217723
1145.5094,0.0215439
1146.4736,0.0213747
1147.4379,0.0212692
1148.4021,0.0212178
1149.3663,0.0212031
1150.3306,0.0212085
1151.2948,0.0212226
1152.2590,0.02124
1153.2233,0.0212604
1154.1875,0.0212898
1155.1517,0.0213433
1156.1160,0.0214467
1157.0802,0.0216299
1158.0444,0.0219166
1159.0087,0.0223136
1159.9729,0.0228098
1160.9371,0.0233854
1161.9014,0.0240261
1162.8656,0.0247318
1163.8298,0.025514
1164.7941,0.0263837
1165.7583,0.0273403
1166.7225,0.0283686
1167.6868,0.0294466
1168.6510,0.0305585
1169.6152,0.0317022
1170.5795,0.0328881
1171.5437,0.0341297
1172.5079,0.0354336
1173.4722,0.0367949
1174.4364,0.0381986
1175.4006,0.0396226
1176.3649,0.04104
1177.3291,0.0424167
1178.2933,0.0437124
1179.2576,0.0448863
1180.2218,0.0459097
1181.1860,0.0467793
1182.1503,0.0475204
1183.1145,0.0481779
1184.0787,0.0487965
1185.0430,0.0494022
1186.0072,0.049993
1186.9714,0.0505425
1187.9357,0.051012
1188.8999,0.0513624
1189.8641,0.0515624
1190.8284,0.0515914
1191.7926,0.0514406
1192.7568,0.0511134
1193.7211,0.0506248
1194.6853,0.0499989
1195.6495,0.0492631
1196.6138,0.0484439
1197.5780,0.0475657
1198.5422,0.046654
1199.5065,0.0457387
1200.4707,0.044852
1201.4349,0.0440219
1202.3992,0.043266
1203.3634,0.0425904
1204.3276,0.0419973
1205.2919,0.0414932
1206.2561,0.0410908
1207.2203,0.0408002
1208.1846,0.040614
1209.1488,0.0404986
1210.1130,0.0404001
1211.0773,0.0402627
1212.0415,0.0400498
1213.0057,0.0397536
1213.9700,0.0393874
1214.9342,0.0389674
1215.8984,0.0384978
1216.8627,0.0379693
1217.8269,0.0373709
1218.7911,0.0367034
1219.7554,0.035985
1220.7196,0.0352438
1221.6838,0.0345028
1222.6481,0.0337679
1223.6123,0.033026
1224.5765,0.0322544
1225.5408,0.0314359
1226.5050,0.0305695
1227.4692,0.0296731
1228.4335,0.028775
1229.3977,0.0279002
1230.3619,0.0270607
1231.3262,0.0262531
1232.2904,0.0254655
1233.2546,0.0246876
1234.2189,0.0239177
1235.1831,0.0231633
1236.1473,0.0224363
1237.1116,0.0217468
1238.0758,0.021099
1239.0400,0.0204918
1240.0043,0.0199206
1240.9685,0.0193792
1241.9327,0.0188627
1242.8970,0.0183686
1243.8612,0.0178989
1244.8254,0.0174592
1245.7897,0.0170553
1246.7539,0.0166887
1247.7181,0.0163537
1248.6824,0.0160382
1249.6466,0.015728
1250.6108,0.0154115
1251.5751,0.0150839
1252.5393,0.0147482
1253.5035,0.0144147
1254.4678,0.0140976
1255.4320,0.0138105
1256.3962,0.0135603
1257.3605,0.013343
1258.3247,0.0131454
1259.2889,0.0129529
1260.2532,0.0127607
1261.2174,0.0125797
1262.1816,0.0124322
1263.1459,0.0123378
1264.1101,0.0122991
1265.0743,0.0122978
1266.0386,0.0123028
1267.0028,0.0122844
1267.9670,0.0122267
1268.9313,0.0121297
1269.8955,0.0120042
1270.8597,0.0118633
1271.8240,0.0117182
1272.7882,0.0115794
1273.7524,0.011459
1274.7167,0.0113691
1275.6809,0.0113171
1276.6451,0.0112993
1277.6094,0.0113001
1278.5736,0.0112973
1279.5378,0.0112724
1280.5021,0.0112206
1281.4663,0.0111524
1282.4305,0.0110873
1283.3948,0.0110419
1284.3590,0.0110199
1285.3232,0.0110084
1286.2875,0.0109819
1287.2517,0.0109116
1288.2159,0.0107785
1289.1802,0.0105828
1290.1444,0.0103465
1291.1086,0.0101068
1292.0729,0.00990248
1293.0371,0.00975997
1294.0013,0.00968521
1294.9656,0.009664
1295.9298,0.00967075
1296.8940,0.00968109
1297.8583,0.00968132
1298.8225,0.00967017
1299.7867,0.00965388
1300.7510,0.00963953
1301.7152,0.00963104
1302.6794,0.00962849
1303.6437,0.00962894
1304.6079,0.00962756
1305.5721,0.00961971
1306.5364,0.00960451
1307.5006,0.00958766
1308.4648,0.00957977
1309.4291,0.00958911
1310.3933,0.00961303
1311.3575,0.00963589
1312.3218,0.0096377
1313.2860,0.00960945
1314.2502,0.00956246
1315.2145,0.00952151
1316.1787,0.0095047
1317.1429,0.00950561
1318.1072,0.00949258
1319.0714,0.00942902
1320.0356,0.00930128
1320.9999,0.00913099
1321.9641,0.00896067
1322.9283,0.00882614
1323.8926,0.00873832
1324.8568,0.00868471
1325.8210,0.00864504
1326.7853,0.00860736
1327.7495,0.00857253
1328.7137,0.0085453
1329.6780,0.00852321
1330.6422,0.00849796
1331.6064,0.00847283
1332.5707,0.0084832
1333.5349,0.0085995
1334.4991,0.00890257
1335.4634,0.00943879
1336.4276,0.0101692
1337.3918,0.0109319
1338.3561,0.0114605
1339.3203,0.0115075
1340.2845,0.0110224
1341.2488,0.0102017
1342.2130,0.00934308
1343.1772,0.00867018
1344.1415,0.00826976
1345.1057,0.00811895
1346.0699,0.00813553
1347.0342,0.00822293
1347.9984,0.00830511
1348.9626,0.00834672
1349.9269,0.00835287
1350.8911,0.00835149
1351.8553,0.00836911
1352.8196,0.00841247
1353.7838,0.00846418
1354.7480,0.00849786
1355.7123,0.00850734
1356.6765,0.0085291
1357.6407,0.00863472
1358.6050,0.00889347
1359.5692,0.00932293
1360.5334,0.00984512
1361.4977,0.0102795
1362.4619,0.0104265
1363.4261,0.0102216
1364.3904,0.0097951
1365.3546,0.00935882
1366.3188,0.00906639
1367.2831,0.00897002
1368.2473,0.00904967
1369.2115,0.00925968
1370.1758,0.00956248
1371.1400,0.0099336
1372.1042,0.0103392
1373.0685,0.0107111
1374.0327,0.0109556
1374.9969,0.0110132
1375.9612,0.0109133
1376.9254,0.0107512
1377.8896,0.010609
1378.8539,0.0105098
1379.8181,0.0104355
1380.7823,0.0103767
1381.7466,0.0103714
1382.7108,0.0104985
1383.6750,0.0108322
1384.6393,0.0113847
1385.6035,0.0120602
1386.5677,0.0126556
1387.5320,0.0129648
1388.4962,0.0129479
1389.4604,0.0127683
1390.4247,0.0126537
1391.3889,0.0127672
1392.3531,0.0131757
1393.3174,0.0138538
1394.2816,0.0146775
1395.2458,0.0154345
1396.2101,0.0158968
1397.1743,0.0159355
1398.1385,0.0155832
1399.1028,0.0149985
1400.0670,0.0143774
1401.0313,0.0138715
1401.9955,0.0135459
1402.9597,0.0133773
1403.9240,0.01328
1404.8882,0.0131548
1405.8524,0.0129511
1406.8167,0.0126965
1407.7809,0.0124609
1408.7451,0.0122927
1409.7094,0.0121921
1410.6736,0.012135
1411.6378,0.0121182
1412.6021,0.012185
1413.5663,0.0124059
1414.5305,0.0128301
1415.4948,0.0134413
1416.4590,0.0141214
1417.4232,0.0146333
1418.3875,0.0147111
1419.3517,0.0142982
1420.3159,0.0136444
1421.2802,0.013052
1422.2444,0.0126402
1423.2086,0.0123673
1424.1729,0.0121522
1425.1371,0.0119563
1426.1013,0.0117979
1427.0656,0.0117173
1428.0298,0.0117313
1428.9940,0.0118139
1429.9583,0.0119168
1430.9225,0.0120155
1431.8867,0.0121331
1432.8510,0.0123135
1433.8152,0.0125675
1434.7794,0.0128259
1435.7437,0.0129294
1436.7079,0.01272
1437.6721,0.012218
1438.6364,0.0116386
1439.6006,0.0111918
1440.5648,0.0109591
1441.5291,0.0109284
1442.4933,0.0110561
1443.4575,0.0112968
1444.4218,0.0116083
1445.3860,0.0119451
1446.3502,0.0122531
1447.3145,0.0124776
1448.2787,0.0125939
1449.2429,0.0126384
1450.2072,0.0126989
1451.1714,0.0128686
1452.1356,0.0132128
1453.0999,0.0137704
1454.0641,0.0145561
1455.0283,0.015505
1455.9926,0.0163038
1456.9568,0.0163112
1457.9210,0.0152185
1458.8853,0.0136797
1459.8495,0.0124208
1460.8137,0.0116209
1461.7780,0.0111894
1462.7422,0.0110023
1463.7064,0.0109452
1464.6707,0.0109108
1465.6349,0.0108338
1466.5991,0.0107366
1467.5634,0.0107049
1468.5276,0.0108266
1469.4918,0.0111685
1470.4561,0.0117677
1471.4203,0.0125748
1472.3845,0.013343
1473.3488,0.013657
1474.3130,0.0133131
1475.2772,0.0125499
1476.2415,0.0117272
1477.2057,0.0110452
1478.1699,0.0105527
1479.1342,0.0102255
1480.0984,0.0100139
1481.0626,0.00987229
1482.0269,0.00978485
1482.9911,0.00977985
1483.9553,0.00992153
1484.9196,0.0102836
1485.8838,0.010915
1486.8480,0.0117864
1487.8123,0.0127014
1488.7765,0.0132638
1489.7407,0.0131518
1490.7050,0.0125181
1491.6692,0.0118331
1492.6334,0.0114401
1493.5977,0.0114527
1494.5619,0.0118536
1495.5261,0.0125359
1496.4904,0.0132645
1497.4546,0.0136924
1498.4188,0.0135934
1499.3831,0.0130844
1500.3473,0.0124618
1501.3115,0.0119383
1502.2758,0.0116081
1503.2400,0.0115385
1504.2042,0.0118575
1505.1685,0.0127898
1506.1327,0.0144626
1507.0969,0.0162281
1508.0612,0.0167421
1509.0254,0.0158757
1509.9896,0.0145789
1510.9539,0.013471
1511.9181,0.0127376
1512.8823,0.0123968
1513.8466,0.0124043
1514.8108,0.0126623
1515.7750,0.0130233
1516.7393,0.0133387
1517.7035,0.0135279
1518.6677,0.0135955
1519.6320,0.0135824
1520.5962,0.0135179
1521.5604,0.0134179
1522.5247,0.0133024
1523.4889,0.0131776
1524.4531,0.0130034
1525.4174,0.0127091
1526.3816,0.0122637
1527.3458,0.011733
