laccase enzyme _ model compound (0.34 mg_ml) time 0hrs,,AU-030-A1 + enzyme time 4hrs,,AU-030-A1 + enzyme time 4hrs1,,2023_10_26_AU-030-A1 + enzyme 23 hrs,,AU-030-A1 + enzyme 48 hrs,,AU-030-A1 + enzyme 48 hrs1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
301.333313,0.02662668563,301.1589966,0.2778079808,301.1589966,0.3016478121,301.333313,0.46264112,301.333313,0.5589154363,301.333313,0.5560139418,
300.6666565,0.02680451795,300.4920044,0.2795423567,300.4920044,0.3037625253,300.6666565,0.4658053219,300.6666565,0.5636796951,300.6666565,0.5606663823,
300,0.02702655457,299.8250122,0.2810840309,299.8250122,0.3050839603,300,0.4692512453,300,0.568575263,300,0.5650509596,
299.333313,0.02744129486,299.1579895,0.2830469906,299.1579895,0.3070206046,299.333313,0.4721544087,299.333313,0.5728364587,299.333313,0.569750607,
298.6666565,0.02749021538,298.4909973,0.2842369676,298.4909973,0.3084681928,298.6666565,0.4753723741,298.6666565,0.5768997669,298.6666565,0.5740402341,
298,0.02780835517,297.8240051,0.2856992781,297.8240051,0.3096400201,298,0.4781759977,298,0.5810106397,298,0.5781941414,
297.333313,0.02769844793,297.1570129,0.2870440185,297.1570129,0.3112096488,297.333313,0.4804332256,297.333313,0.5845915675,297.333313,0.5819364786,
296.6666565,0.02794517949,296.4899902,0.2882725596,296.4899902,0.3124726117,296.6666565,0.4834121466,296.6666565,0.5884431601,296.6666565,0.585533917,
296,0.02813134156,295.822998,0.2892138958,295.822998,0.3135570288,296,0.4856479466,296,0.5922397971,296,0.5892666578,
295.333313,0.02779080346,295.1560059,0.290286392,295.1560059,0.3144041002,295.333313,0.4878376424,295.333313,0.5953894258,295.333313,0.5926762819,
294.6666565,0.02796397917,294.4890137,0.2912706733,294.4890137,0.3155641258,294.6666565,0.4898878336,294.6666565,0.5983540416,294.6666565,0.5956540704,
294,0.02798518166,293.821991,0.2921238244,293.821991,0.3164868951,294,0.4916731715,294,0.6011837721,294,0.5984802842,
293.333313,0.02807025425,293.1549988,0.2926521599,293.1549988,0.3168836534,293.333313,0.4930944741,293.333313,0.6036497355,293.333313,0.6008155346,
292.6666565,0.02777410857,292.4880066,0.2928724587,292.4880066,0.3172910213,292.6666565,0.4944914281,292.6666565,0.605838418,292.6666565,0.6030671597,
292,0.02770228311,291.8210144,0.2930635214,291.8210144,0.3173576593,292,0.4959149361,292,0.6073824763,292,0.6043322086,
291.333313,0.02785731666,291.1539917,0.2932414412,291.1539917,0.3178292215,291.333313,0.4966740906,291.333313,0.6088891625,291.333313,0.605984509,
290.6666565,0.02757317573,290.4869995,0.2932569981,290.4869995,0.3176396191,290.6666565,0.4968264699,290.6666565,0.6097569466,290.6666565,0.60676682,
290,0.02748944238,289.8200073,0.2927986383,289.8200073,0.3173492253,290,0.4973479509,290,0.6104598641,290,0.6069687009,
289.333313,0.02753045224,289.1530151,0.2924576998,289.1530151,0.3168701828,289.333313,0.4973837435,289.333313,0.6103971004,289.333313,0.6074057817,
288.6666565,0.02736685053,288.4859924,0.2919075489,288.4859924,0.3163039684,288.6666565,0.4968227744,288.6666565,0.6106040478,288.6666565,0.607352376,
288,0.02710022405,287.8190002,0.2909629941,287.8190002,0.31561625,288,0.496212095,288,0.6098977923,288,0.6067146659,
287.333313,0.02663937397,287.1520081,0.2901459038,287.1520081,0.31448856,287.333313,0.495891422,287.333313,0.6091715693,287.333313,0.6060526371,
286.6666565,0.02696584351,286.4850159,0.2890706658,286.4850159,0.3136389554,286.6666565,0.4946166873,286.6666565,0.6082057357,286.6666565,0.605080843,
286,0.02667102776,285.8179932,0.2881250381,285.8179932,0.3123268783,286,0.4931675494,286,0.6062881351,286,0.6033831239,
285.333313,0.0264623519,285.151001,0.2864770889,285.151001,0.3106269538,285.333313,0.4912447333,285.333313,0.6049542427,285.333313,0.601808548,
284.6666565,0.02604117803,284.4840088,0.2848446071,284.4840088,0.308976531,284.6666565,0.4895997941,284.6666565,0.6028612256,284.6666565,0.5998216867,
284,0.02596900612,283.8170166,0.2834125459,283.8170166,0.3077070117,284,0.4877825081,284,0.6006661057,284,0.5976820588,
283.333313,0.02586986497,283.1499939,0.2819052935,283.1499939,0.3062971234,283.333313,0.4858316779,283.333313,0.59826684,283.333313,0.5946822166,
282.6666565,0.02581882104,282.4830017,0.280330658,282.4830017,0.3048434854,282.6666565,0.4833807945,282.6666565,0.595644474,282.6666565,0.5927057266,
282,0.02502328716,281.8160095,0.2789571881,281.8160095,0.3031384349,282,0.4813000262,282,0.5930841565,282,0.5900144577,
281.333313,0.02468377911,281.1490173,0.2768816352,281.1490173,0.3012224734,281.333313,0.4789098203,281.333313,0.5899907351,281.333313,0.5872194171,
280.6666565,0.02446313016,280.4819946,0.2753063738,280.4819946,0.2994303405,280.6666565,0.4764286578,280.6666565,0.5873029828,280.6666565,0.5845147371,
280,0.02418828942,279.8150024,0.2735244036,279.8150024,0.2978569567,280,0.4737827778,280,0.5839422345,280,0.5812149644,
279.333313,0.02377847396,279.1480103,0.2718614042,279.1480103,0.295983851,279.333313,0.4710075259,279.333313,0.5806205273,279.333313,0.5778105259,
278.6666565,0.02354666777,278.4809875,0.2706220448,278.4809875,0.2939098179,278.6666565,0.4682191908,278.6666565,0.5772425532,278.6666565,0.5743279457,
278,0.02356765792,277.8139954,0.2687774003,277.8139954,0.2924270928,278,0.4655694664,278,0.5738455653,278,0.5711027384,
277.333313,0.02329324558,277.1470032,0.2669769824,277.1470032,0.2909149528,277.333313,0.4627326131,277.333313,0.5702710152,277.333313,0.5672880411,
276.6666565,0.0229757484,276.480011,0.2653982937,276.480011,0.2890748978,276.6666565,0.4601660073,276.6666565,0.5670726895,276.6666565,0.564301908,
276,0.02266963571,275.8129883,0.2636378407,275.8129883,0.2876195014,276,0.4572921395,276,0.5637175441,276,0.5609770417,
275.333313,0.02254547924,275.1459961,0.2621679306,275.1459961,0.2857707441,275.333313,0.4546367526,275.333313,0.5600722432,275.333313,0.5572385788,
274.6666565,0.02222117037,274.4790039,0.2605269849,274.4790039,0.2841430902,274.6666565,0.4519932568,274.6666565,0.5570273399,274.6666565,0.554143846,
274,0.02196789533,273.8120117,0.2592384219,273.8120117,0.2826783359,274,0.4497106373,274,0.5536240339,274,0.550902009,
273.333313,0.0219472833,273.144989,0.2580937147,273.144989,0.2813901901,273.333313,0.4476090968,273.333313,0.5511170626,273.333313,0.5478386879,
272.6666565,0.0215995051,272.4779968,0.2567972541,272.4779968,0.280400008,272.6666565,0.4453704953,272.6666565,0.5483867526,272.6666565,0.5457090735,
272,0.02150280029,271.8110046,0.2559166551,271.8110046,0.2792775929,272,0.443990618,272,0.5463653207,272,0.5431395769,
271.333313,0.02148460224,271.1440125,0.2550051212,271.1440125,0.2785765529,271.333313,0.4422228634,271.333313,0.5447317362,271.333313,0.5417875051,
270.6666565,0.02139113098,270.4769897,0.2543133199,270.4769897,0.2779503763,270.6666565,0.4415788651,270.6666565,0.5434305072,270.6666565,0.5406683683,
270,0.02148512006,269.8099976,0.2540291548,269.8099976,0.2774409056,270,0.440417558,270,0.542393446,270,0.5396863818,
269.333313,0.02147228271,269.1430054,0.2535936534,269.1430054,0.2772220075,269.333313,0.4402385056,269.333313,0.5424262285,269.333313,0.5395627618,
268.6666565,0.02108526416,268.4760132,0.2537751496,268.4760132,0.2774198651,268.6666565,0.4401873648,268.6666565,0.5427439213,268.6666565,0.5393860936,
268,0.02127731591,267.8089905,0.253919661,267.8089905,0.2772938609,268,0.4402529895,268,0.5434132814,268,0.5404952168,
267.333313,0.02109020948,267.1419983,0.2542972863,267.1419983,0.2776215374,267.333313,0.4412074983,267.333313,0.5447902679,267.333313,0.5418061018,
266.6666565,0.0212931931,266.4750061,0.2550944686,266.4750061,0.2783934772,266.6666565,0.4423476756,266.6666565,0.5464879274,266.6666565,0.5434707403,
266,0.02148155682,265.8080139,0.2562007904,265.8080139,0.2794101834,266,0.4441224635,266,0.5487545729,266,0.5455462933,
265.333313,0.02145645395,265.1409912,0.2570855319,265.1409912,0.2803343534,265.333313,0.4458835423,265.333313,0.551600337,265.333313,0.5486313105,
264.6666565,0.02155954204,264.473999,0.2583271563,264.473999,0.281624198,264.6666565,0.4480835199,264.6666565,0.5552769303,264.6666565,0.5521014929,
264,0.02177850343,263.8070068,0.2600154579,263.8070068,0.2832423151,264,0.4508295357,264,0.5590268373,264,0.5560444593,
263.333313,0.02210038342,263.1400146,0.2616170049,263.1400146,0.2849580646,263.333313,0.453743428,263.333313,0.5636208653,263.333313,0.5604923368,
262.6666565,0.02217842638,262.4729919,0.2631887496,262.4729919,0.2863308191,262.6666565,0.4571016729,262.6666565,0.5682175756,262.6666565,0.5653061271,
262,0.02223904431,261.8059998,0.2652723789,261.8059998,0.2886075079,262,0.4608112574,262,0.5736430287,262,0.5705958605,
261.333313,0.02247050591,261.1390076,0.2676357031,261.1390076,0.2908130288,261.333313,0.4648511112,261.333313,0.5790666938,261.333313,0.5760570168,
260.6666565,0.02253969945,260.4720154,0.2696844637,260.4720154,0.2929140627,260.6666565,0.4687633216,260.6666565,0.584754169,260.6666565,0.5819483399,
260,0.0230980888,259.8049927,0.2718838751,259.8049927,0.294941783,260,0.4731548727,260,0.5908749104,260,0.5878103971,
259.333313,0.02330761217,259.1380005,0.2741905153,259.1380005,0.2970735431,259.333313,0.4772579372,259.333313,0.5970587134,259.333313,0.5938395262,
258.6666565,0.02361649834,258.4710083,0.2763465941,258.4710083,0.2995294929,258.6666565,0.4817886353,258.6666565,0.6033675075,258.6666565,0.6002845168,
258,0.02382744662,257.8040161,0.2788082659,257.8040161,0.3015547991,258,0.4859874845,258,0.6094884872,258,0.6064687967,
257.333313,0.02406736463,257.1369934,0.2809808552,257.1369934,0.3039350212,257.333313,0.490042448,257.333313,0.6153925061,257.333313,0.6122039557,
256.6666565,0.02441055141,256.4700012,0.2831405401,256.4700012,0.3060909212,256.6666565,0.4937811196,256.6666565,0.6208515763,256.6666565,0.6174291968,
255.9999847,0.02431056276,255.803009,0.2848364413,255.803009,0.3077977002,255.9999847,0.4973171353,255.9999847,0.6256951094,255.9999847,0.6225047112,
255.3333282,0.02459213696,255.1360016,0.2863920033,255.1360016,0.3094144464,255.3333282,0.5005915165,255.3333282,0.6302964687,255.3333282,0.6271713972,
254.6666565,0.02469271235,254.4690094,0.2880487442,254.4690094,0.3108984828,254.6666565,0.5036347508,254.6666565,0.6345306635,254.6666565,0.6311073899,
253.9999847,0.02495079115,253.802002,0.2890925407,253.802002,0.3120707572,253.9999847,0.5060641766,253.9999847,0.638323009,253.9999847,0.6351137757,
253.3333282,0.02502553537,253.1350098,0.2902160883,253.1350098,0.3130534291,253.3333282,0.5083337426,253.3333282,0.6412975192,253.3333282,0.6381186247,
252.6666565,0.02508586645,252.4680023,0.2909487784,252.4680023,0.3136985898,252.6666565,0.510133028,252.6666565,0.6440657377,252.6666565,0.6408765912,
251.9999847,0.02505419217,251.8010101,0.2916759253,251.8010101,0.314433068,251.9999847,0.5117827654,251.9999847,0.6462543011,251.9999847,0.6430168748,
251.3333282,0.0251844991,251.1340027,0.2920604944,251.1340027,0.3148204684,251.3333282,0.5128685832,251.3333282,0.6481437683,251.3333282,0.6450000405,
250.6666565,0.02528068423,250.4669952,0.2924059629,250.4669952,0.3150016069,250.6666565,0.5135557055,250.6666565,0.6492248774,250.6666565,0.6457770467,
249.9999847,0.02530847862,249.8000031,0.2926158905,249.8000031,0.3151144087,249.9999847,0.5142388344,249.9999847,0.6499205232,249.9999847,0.646779716,
249.3333282,0.02527857199,249.1329956,0.2927555442,249.1329956,0.3153581619,249.3333282,0.5142200589,249.3333282,0.6499674916,249.3333282,0.6468003392,
248.6666565,0.02509116009,248.4660034,0.2921638489,248.4660034,0.3152572215,248.6666565,0.5140457153,248.6666565,0.6499708295,248.6666565,0.6469916701,
247.9999847,0.02502690628,247.798996,0.2919980586,247.798996,0.3145897985,247.9999847,0.5139437318,247.9999847,0.6492694616,247.9999847,0.645857513,
247.3333282,0.02474408969,247.1320038,0.2916573286,247.1320038,0.3141244054,247.3333282,0.5131200552,247.3333282,0.6478613615,247.3333282,0.644679904,
246.6666565,0.0244336091,246.4649963,0.2910161316,246.4649963,0.3135332465,246.6666565,0.5121515989,246.6666565,0.6464224458,246.6666565,0.6433654428,
245.9999847,0.02485506237,245.7980042,0.2901787162,245.7980042,0.3128384054,245.9999847,0.510751307,245.9999847,0.6447138786,245.9999847,0.6413614154,
245.3333282,0.02446285635,245.1309967,0.2893985808,245.1309967,0.3118886054,245.3333282,0.5090302229,245.3333282,0.642830193,245.3333282,0.6393976212,
244.6666565,0.02453724295,244.4640045,0.2882849276,244.4640045,0.310636878,244.6666565,0.5073300004,244.6666565,0.6402822733,244.6666565,0.6364490986,
243.9999847,0.02364093438,243.7969971,0.2871317863,243.7969971,0.30931741,243.9999847,0.5054282546,243.9999847,0.637204349,243.9999847,0.6337867379,
243.3333282,0.02386305295,243.1300049,0.2856555879,243.1300049,0.3079487383,243.3333282,0.5035191178,243.3333282,0.633846283,243.3333282,0.6302163005,
242.6666565,0.0234965235,242.4629974,0.2842846513,242.4629974,0.3064405024,242.6666565,0.5009709597,242.6666565,0.6307294369,242.6666565,0.6269617081,
241.9999847,0.02328068204,241.7960052,0.2828621566,241.7960052,0.3045871854,241.9999847,0.4987838864,241.9999847,0.6274733543,241.9999847,0.6235398054,
241.3333282,0.02304188162,241.1289978,0.2814100087,241.1289978,0.303306967,241.3333282,0.4963843822,241.3333282,0.6242007017,241.3333282,0.6204185486,
240.6666565,0.02293123677,240.4620056,0.2801319659,240.4620056,0.3019214272,240.6666565,0.4935796857,240.6666565,0.6201949716,240.6666565,0.6161572933,
239.9999847,0.02248566411,239.7949982,0.2783969641,239.7949982,0.3000527024,239.9999847,0.4907554686,239.9999847,0.6166521311,239.9999847,0.6123435497,
239.3333282,0.02209569886,239.128006,0.2765982151,239.128006,0.2974713743,239.3333282,0.4882001281,239.3333282,0.6122759581,239.3333282,0.6077823639,
238.6666565,0.02217635512,238.4609985,0.2746150196,238.4609985,0.2957827449,238.6666565,0.4851542413,238.6666565,0.6085329056,238.6666565,0.6040155888,
237.9999847,0.02168793418,237.7940063,0.2722914517,237.7940063,0.2938250899,237.9999847,0.4815482497,237.9999847,0.6025139093,237.9999847,0.5979595184,
237.3333282,0.0212195497,237.1269989,0.2694689333,237.1269989,0.2903249264,237.3333282,0.4781194329,237.3333282,0.5982696414,237.3333282,0.5933241844,
236.6666565,0.02114969864,236.4600067,0.2664442062,236.4600067,0.2871540785,236.6666565,0.4745760858,236.6666565,0.5905655622,236.6666565,0.5860785842,
235.9999847,0.02040628903,235.7929993,0.261832118,235.7929993,0.2828935385,235.9999847,0.4661794305,235.9999847,0.5810713172,235.9999847,0.5768796206,
235.3333282,0.02091994323,235.1260071,0.2586378753,235.1260071,0.2771295905,235.3333282,0.456835717,235.3333282,0.5716964006,235.3333282,0.5655197501,
234.6666565,0.0202290751,234.4589996,0.2480527759,234.4589996,0.2667354643,234.6666565,0.4477136433,234.6666565,0.5532162189,234.6666565,0.5482509732,
233.9999847,0.01864432544,233.7920074,0.2380073965,233.7920074,0.2557123303,233.9999847,0.4250945151,233.9999847,0.5252446532,233.9999847,0.5190471411,
233.3333282,0.01564980485,233.125,0.2180914134,233.125,0.2373817563,233.3333282,0.4000462294,233.3333282,0.4815023839,233.3333282,0.4823309183,
232.6666565,0.01388892718,232.4580078,0.193184033,232.4580078,0.2041233331,232.6666565,0.3522179723,232.6666565,0.4263657928,232.6666565,0.4261331856,
231.9999847,0.01457544975,231.7910004,0.1682207286,231.7910004,0.1708728224,231.9999847,0.2980725765,231.9999847,0.3531012237,231.9999847,0.3522969186,
231.3333282,0.01328798197,231.1240082,0.1277364343,231.1240082,0.1337245554,231.3333282,0.2481906861,231.3333282,0.2782072127,231.3333282,0.2726309896,
230.6666565,0.01738018356,230.4570007,0.1051098481,230.4570007,0.1028817743,230.6666565,0.1924053729,230.6666565,0.2217560709,230.6666565,0.2096153051,
229.9999847,0.01799019612,229.7900085,0.07740584016,229.7900085,0.09102923423,229.9999847,0.1647757441,229.9999847,0.1732740849,229.9999847,0.1743476391,
229.3333282,0.007145338226,229.1230011,0.07725156099,229.1230011,0.06822965294,229.3333282,0.1543536037,229.3333282,0.1653709561,229.3333282,0.1541601866,
228.6666565,0.001981294481,228.4560089,0.06151118502,228.4560089,0.0695060268,228.6666565,0.1449121684,228.6666565,0.1527397484,228.6666565,0.1510272771,
227.9999847,0.006806029007,227.7890015,0.06016469374,227.7890015,0.07410681248,227.9999847,0.1448707432,227.9999847,0.1525537819,227.9999847,0.150964424,
227.3333282,0.01347832475,227.1220093,0.0883833915,227.1220093,0.08208337426,227.3333282,0.1428338289,227.3333282,0.1496786922,227.3333282,0.1447956264,
226.6666565,0.006075830664,226.4550018,0.08272970468,226.4550018,0.08920001984,226.6666565,0.1391882151,226.6666565,0.1429885179,226.6666565,0.1398580074,
225.9999847,0.02223825455,225.7880096,0.08071094751,225.7880096,0.08502513915,225.9999847,0.1479489356,225.9999847,0.1420274973,225.9999847,0.1499826014,
225.3333282,-0.008833734319,225.1210022,0.06362612545,225.1210022,0.07712301612,225.3333282,0.1461632103,225.3333282,0.1579458117,225.3333282,0.1571675241,
224.6666565,0.01263965294,224.45401,0.08305371553,224.45401,0.08795260638,224.6666565,0.1396365613,224.6666565,0.1426843852,224.6666565,0.1394806057,
223.9999847,0.01935080811,223.7870026,0.07740240544,223.7870026,0.09239558131,223.9999847,0.1416767538,223.9999847,0.138201043,223.9999847,0.1476670206,
223.333313,0.007595222443,223.1199951,0.08990781754,223.1199951,0.09023875743,223.333313,0.1376043409,223.333313,0.1531929076,223.333313,0.1385800093,
222.6666565,0.01674398966,222.4530029,0.08133634925,222.4530029,0.1037223041,222.6666565,0.1378371567,222.6666565,0.1572911441,222.6666565,0.1462353468,
221.9999847,0.02258256264,221.7859955,0.08649720997,221.7859955,0.09449416399,221.9999847,0.1378471106,221.9999847,0.1436990499,221.9999847,0.1351962537,
221.333313,0.01701687649,221.1190033,0.08038005233,221.1190033,0.08947822452,221.333313,0.1227664426,221.333313,0.1542727649,221.333313,0.1552024186,
220.6666565,0.00156906154,220.4519958,0.07914923131,220.4519958,0.1012259945,220.6666565,0.1428832561,220.6666565,0.1516901404,220.6666565,0.1440110654,
219.9999847,0.02029454894,219.7850037,0.09736406058,219.7850037,0.08868405968,219.9999847,0.1526946276,219.9999847,0.1545624733,219.9999847,0.1605968177,
219.333313,0.02003960125,219.1179962,0.09914764762,219.1179962,0.09305206686,219.333313,0.1361296773,219.333313,0.1391102225,219.333313,0.1576030403,
218.6666565,0.02045610361,218.451004,0.09474030137,218.451004,0.09716839343,218.6666565,0.1391518861,218.6666565,0.143716529,218.6666565,0.1469617337,
217.9999847,0.03742018715,217.7839966,0.09242846817,217.7839966,0.1221613362,217.9999847,0.140419364,217.9999847,0.1388761103,217.9999847,0.1491365135,
217.333313,-0.006518111099,217.1170044,0.09178779274,217.1170044,0.1006518826,217.333313,0.1582767069,217.333313,0.1383571178,217.333313,0.1517080665,
216.6666565,0.01622326113,216.4499969,0.1100159883,216.4499969,0.1048147678,216.6666565,0.1608412564,216.6666565,0.1575687826,216.6666565,0.1431443393,
215.9999847,0.0216710642,215.7830048,0.09630011022,215.7830048,0.1046558022,215.9999847,0.141449213,215.9999847,0.1628806144,215.9999847,0.1691433936,
215.333313,-0.0111448979,215.1159973,0.04507131875,215.1159973,0.08424573392,215.333313,0.1300407201,215.333313,0.1221180931,215.333313,0.1360592842,
214.6666565,0.02260601334,214.4490051,0.09476332366,214.4490051,0.09147899598,214.6666565,0.1262411326,214.6666565,0.158746168,214.6666565,0.1624329239,
213.9999847,0.003119433997,213.7819977,0.111809954,213.7819977,0.1090777665,213.9999847,0.1502933949,213.9999847,0.1425856948,213.9999847,0.141242221,
213.333313,-0.02103625424,213.1150055,0.07513456047,213.1150055,0.0854915753,213.333313,0.1296444535,213.333313,0.126458481,213.333313,0.1466969401,
212.6666565,0.04473144561,212.447998,0.06490269303,212.447998,0.1292452514,212.6666565,0.1316254139,212.6666565,0.1677949727,212.6666565,0.1793069839,
211.9999847,0.0345245041,211.7810059,0.07090186328,211.7810059,0.08729609102,211.9999847,0.1164279506,211.9999847,0.1325027347,211.9999847,0.1406027526,
211.333313,0.02174410224,211.1139984,0.08406192064,211.1139984,0.1116014495,211.333313,0.1275092065,211.333313,0.1602524668,211.333313,0.1377183497,
210.6666565,-0.002127937507,210.4470062,0.06408841908,210.4470062,0.08194933832,210.6666565,0.1545707583,210.6666565,0.162683472,210.6666565,0.1548297554,
209.9999847,0.0126377074,209.7799988,0.1210106388,209.7799988,0.1038046181,209.9999847,0.1356902868,209.9999847,0.09169327468,209.9999847,0.1537941247,
209.333313,-0.009360848926,209.1130066,0.0750887394,209.1130066,0.1034031659,209.333313,0.1093650758,209.333313,0.1387545615,209.333313,0.1649133414,
208.6666565,0.01657843031,208.4459991,0.07773999125,208.4459991,0.09056000412,208.6666565,0.1471326798,208.6666565,0.1318337768,208.6666565,0.1139521599,
207.9999847,0.02899288945,207.779007,0.08189369738,207.779007,0.07413521409,207.9999847,0.1349428296,207.9999847,0.1470739543,207.9999847,0.134535864,
207.333313,0.02484113723,207.1119995,0.05561267585,207.1119995,0.09350915998,207.333313,0.1472084969,207.333313,0.1581346691,207.333313,0.1595432162,
206.6666565,0.01128212549,206.4450073,0.07415734977,206.4450073,0.07727475464,206.6666565,0.116537042,206.6666565,0.1606270224,206.6666565,0.1644472331,
205.9999847,0.01479538996,205.7779999,0.0798233375,205.7779999,0.1001246125,205.9999847,0.1290881783,205.9999847,0.1687531769,205.9999847,0.1483345777,
205.333313,0.03881295025,205.1110077,0.1001849249,205.1110077,0.1007559374,205.333313,0.1099260598,205.333313,0.1023948193,205.333313,0.1130607501,
204.6666565,0.03332888708,204.4440002,0.08353852481,204.4440002,0.09970007092,204.6666565,0.09103057534,204.6666565,0.1161762476,204.6666565,0.1677651852,
203.9999847,0.01179025602,203.7770081,0.08448502421,203.7770081,0.06527440995,203.9999847,0.1279472858,203.9999847,0.1345276386,203.9999847,0.1387950331,
203.333313,0.02751657926,203.1100006,0.08685496449,203.1100006,0.09258910269,203.333313,0.1499230862,203.333313,0.1468723565,203.333313,0.1364482641,
202.6666565,0.002915073186,202.4430084,0.09443480521,202.4430084,0.118764028,202.6666565,0.133077383,202.6666565,0.1320268214,202.6666565,0.1009029672,
201.9999847,0.01712826081,201.776001,0.1088660806,201.776001,0.1213508919,201.9999847,0.08005877584,201.9999847,0.1587468088,201.9999847,0.1678597331,
201.333313,-0.0229240153,201.1090088,0.1092702895,201.1090088,0.1181255654,201.333313,0.145391047,201.333313,0.1688055247,201.333313,0.1610753536,
200.6666565,0.1041995659,200.4420013,0.1755926162,200.4420013,0.1957002282,200.6666565,0.1262349635,200.6666565,0.1174960807,200.6666565,0.1195037663,
199.9999847,0.007779976353,199.7750092,0.1159549505,199.7750092,0.1404782087,199.9999847,0.1297091842,199.9999847,0.12375357,199.9999847,0.1363773048,

laccase enzyme _ model compound (0.34 mg_ml) time 0hrs,
laccase enzyme _ model compound (0.34 mg_ml) time 0hrs
Collection Time: 2023-10-25 9:39:58 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2023-10-25 8:56:25 AM
Method Modifications:
X Start nm Changed: 2023-10-25 9:17:17 AM, Old:800.000, New:650.000
UVVIS Scan Rate nm Changed: 2023-10-25 9:17:17 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2023-10-25 9:17:17 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2023-10-25 9:17:17 AM, Old:    1.000, New:    0.667
Baseline Correction Changed: 2023-10-25 9:17:17 AM, Old:0, New:2
Sipper Type Changed: 2023-10-25 9:17:17 AM, Old:Internal RSA, New:External sipper
Saved as C:\Users\admin\OneDrive\UV-VIS OneDrive\UV-VIS - Data-OneDrive\Tran\Azalea\2023_10_25\AU-030-A1 in laccase enzyme (0.34mg_ml) time 0hrs
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

AU-030-A1 + enzyme time 4hrs,
AU-030-A1 + enzyme time 4hrs
Collection Time: 2023-10-25 2:19:32 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2023-10-25 8:56:25 AM
Method Modifications:
X Start nm Changed: 2023-10-25 9:17:17 AM, Old:800.000, New:650.000
UVVIS Scan Rate nm Changed: 2023-10-25 9:17:17 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2023-10-25 9:17:17 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2023-10-25 9:17:17 AM, Old:    1.000, New:    0.667
Baseline Correction Changed: 2023-10-25 9:17:17 AM, Old:0, New:2
Sipper Type Changed: 2023-10-25 9:17:17 AM, Old:Internal RSA, New:External sipper
Saved as C:\Users\admin\OneDrive\UV-VIS OneDrive\UV-VIS - Data-OneDrive\Tran\Azalea\2023_10_25\AU-030-A1 in laccase enzyme (0.34mg_ml) time 0hrsSaved as C:\Users\admin\OneDrive\UV-VIS OneDrive\UV-VIS - Data-OneDrive\Tran\Azalea\2023_10_25\AU-030-A1 + enzyme time 0 hrs.BSW
UVVIS wavenumber interval Changed: 2023-10-25 2:15:40 PM, Old:     5.00, New:    10.00
UVVIS interval Changed: 2023-10-25 2:15:40 PM, Old:   -0.667, New:   -1.000
NIR interval Changed: 2023-10-25 2:15:40 PM, Old:   -0.667, New:   -1.000
Opened C:\USERS\ADMIN\ONEDRIVE\UV-VIS ONEDRIVE\UV-VIS - DATA-ONEDRIVE\TRAN\AZALEA\2023_10_25\AU-030-A1 + ENZYME TIME 0 HRS.BSW
Baseline file Changed: 2023-10-25 2:15:40 PM, Old:C:\Users\admin\OneDrive\UV-VIS OneDrive\UV-VIS - Data-OneDrive\Tran\Azalea\2023_10_25\AU-030-A1 + enzyme time 0 hrs.BSW, New:C:\USERS\ADMIN\ONEDRIVE\UV-VIS ONEDRIVE\UV-VIS - DATA-ONEDRIVE\TRAN\AZALEA\2023_10_25\AU-030-A1 + ENZYME TIME 0 HRS.BSW
Common Interval nm Changed: 2023-10-25 2:16:18 PM, Old:    0.667, New:    0.667
End Method Modifications
<Current Wavelength> , 199.775
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

AU-030-A1 + enzyme time 4hrs1,
AU-030-A1 + enzyme time 4hrs1
Collection Time: 2023-10-25 2:23:46 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2023-10-25 8:56:25 AM
Method Modifications:
X Start nm Changed: 2023-10-25 9:17:17 AM, Old:800.000, New:650.000
UVVIS Scan Rate nm Changed: 2023-10-25 9:17:17 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2023-10-25 9:17:17 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2023-10-25 9:17:17 AM, Old:    1.000, New:    0.667
Baseline Correction Changed: 2023-10-25 9:17:17 AM, Old:0, New:2
Sipper Type Changed: 2023-10-25 9:17:17 AM, Old:Internal RSA, New:External sipper
