laccase enzyme _ model compound (0.34 mg_ml) time 0hrs,,AU-030-A1 + enzyme time 4hrs,,AU-030-A1 + enzyme time 4hrs1,,2023_10_26_AU-030-A1 + enzyme 23 hrs,,AU-030-A1 + enzyme 48 hrs,,AU-030-A1 + enzyme 48 hrs1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
650,0.01593792997,650,0.1634640247,650,0.1836210042,650,0.2369917929,650,0.2703638971,650,0.2653676271,
649.333313,0.01593148522,649.3330078,0.1633383036,649.3330078,0.1835474074,649.333313,0.237010166,649.333313,0.2703106999,649.333313,0.2653505206,
648.666687,0.01602749527,648.6660156,0.1634302288,648.6660156,0.1836346835,648.666687,0.2369286716,648.666687,0.2702742219,648.666687,0.265322566,
648,0.01598422788,647.9990234,0.1632924825,647.9990234,0.1835192442,648,0.2369238585,648,0.2702357471,648,0.2652550936,
647.333313,0.01601054706,647.3319702,0.163283512,647.3319702,0.1835157722,647.333313,0.2368991077,647.333313,0.2701769173,647.333313,0.2652524412,
646.666687,0.01603125595,646.664978,0.1632814854,646.664978,0.1834767461,646.666687,0.2368795425,646.666687,0.2701965272,646.666687,0.2651920915,
646,0.01600498706,645.9979858,0.1631722301,645.9979858,0.1834186167,646,0.2367785275,646,0.2701560855,646,0.2651282549,
645.333313,0.01601438783,645.3309937,0.1631245166,645.3309937,0.1833540946,645.333313,0.2367377728,645.333313,0.2701052129,645.333313,0.265067488,
644.666687,0.01599907875,644.6640015,0.1631023288,644.6640015,0.1833065599,644.666687,0.2367653549,644.666687,0.2701216936,644.666687,0.2650541067,
644,0.01604884863,643.9970093,0.1630429775,643.9970093,0.183287099,644,0.2367168665,644,0.2700427175,644,0.2649736106,
643.333313,0.01606085524,643.3300171,0.1629952788,643.3300171,0.1831860095,643.333313,0.2366860211,643.333313,0.2700409591,643.333313,0.2649247646,
642.666687,0.01604538411,642.6630249,0.1629170328,642.6630249,0.1831850559,642.666687,0.2366384864,642.666687,0.2699868083,642.666687,0.2649028003,
642,0.01604272425,641.9959717,0.1628785282,641.9959717,0.1831094921,642,0.2366213799,642,0.2699064612,642,0.2648312151,
641.333313,0.01608368754,641.3289795,0.1628120542,641.3289795,0.1830781102,641.333313,0.2365425229,641.333313,0.269878149,641.333313,0.2648031712,
640.666687,0.01604600251,640.6619873,0.1627760231,640.6619873,0.1829915494,640.666687,0.2365000397,640.666687,0.2698521018,640.666687,0.2647232115,
640,0.01603969,639.9949951,0.162784189,639.9949951,0.1829196811,640,0.236482501,640,0.2697709799,640,0.264760524,
639.333313,0.01607178897,639.3280029,0.1627667546,639.3280029,0.1828898937,639.333313,0.2364495248,639.333313,0.269789964,639.333313,0.2647585273,
638.666687,0.01602279581,638.6610107,0.1627367437,638.6610107,0.1828153282,638.666687,0.2364245355,638.666687,0.2696584463,638.666687,0.2646555007,
638,0.01608121768,637.9940186,0.1626967192,637.9940186,0.1827621609,638,0.2363775223,638,0.2695694566,638,0.2646058202,
637.333313,0.01609897241,637.3270264,0.1626585424,637.3270264,0.1827537268,637.333313,0.2363422811,637.333313,0.2695739269,637.333313,0.2645666599,
636.666687,0.01603899151,636.6599731,0.1626985669,636.6599731,0.1826424003,636.666687,0.2363260835,636.666687,0.2694363296,636.666687,0.2645224929,
636,0.01603103988,635.992981,0.1627524942,635.992981,0.1825737655,636,0.236290887,636,0.2693997324,636,0.2644640207,
635.333313,0.01602714695,635.3259888,0.1627309471,635.3259888,0.1825540662,635.333313,0.236257568,635.333313,0.2693133056,635.333313,0.2644178867,
634.666687,0.01605739072,634.6589966,0.1627177745,634.6589966,0.1824566126,634.666687,0.2362186015,634.666687,0.2692813873,634.666687,0.2644180059,
634,0.01605892181,633.9920044,0.1626963913,633.9920044,0.1824404597,634,0.2361896038,634,0.2692649961,634,0.2643229365,
633.333313,0.01595645957,633.3250122,0.1627673954,633.3250122,0.1825049669,633.333313,0.2362098098,633.333313,0.2692250907,633.333313,0.2642548382,
632.666687,0.01614942588,632.65802,0.1627947688,632.65802,0.1825501174,632.666687,0.236167267,632.666687,0.2691794336,632.666687,0.264128834,
632,0.01615020446,631.9910278,0.1626918614,631.9910278,0.1824443936,632,0.2361235768,632,0.2691128552,632,0.264157325,
631.333313,0.01607119665,631.3239746,0.1626134962,631.3239746,0.1823482364,631.333313,0.2359874398,631.333313,0.268999964,631.333313,0.264076829,
630.666687,0.01605295762,630.6569824,0.1625377983,630.6569824,0.1823376417,630.666687,0.2359730899,630.666687,0.2689822614,630.666687,0.2640941739,
630,0.01604374498,629.9899902,0.1624953896,629.9899902,0.1821840405,630,0.2359865904,630,0.2688728869,630,0.2640430629,
629.333313,0.01606848463,629.322998,0.1625704616,629.322998,0.1822981685,629.333313,0.2359691113,629.333313,0.2688151598,629.333313,0.2640148997,
628.666687,0.01604954712,628.6560059,0.1624155343,628.6560059,0.1821769923,628.666687,0.2359426022,628.666687,0.2687740624,628.666687,0.2639446855,
628,0.01606295072,627.9890137,0.1623385549,627.9890137,0.1822325438,628,0.2358941585,628,0.2686990201,628,0.263923645,
627.333313,0.01602040417,627.3220215,0.1623951793,627.3220215,0.1822371632,627.333313,0.2358616292,627.333313,0.2687132955,627.333313,0.2638897598,
626.666687,0.01608059928,626.6550293,0.1624827385,626.6550293,0.1822369993,626.666687,0.2358273268,626.666687,0.2687238157,626.666687,0.2639425099,
626,0.01606880687,625.9879761,0.1624256223,625.9879761,0.1822016835,626,0.2358438522,626,0.2686111033,626,0.26377666,
625.333313,0.01601726189,625.3209839,0.1624322832,625.3209839,0.1821616739,625.333313,0.2358972281,625.333313,0.268492043,625.333313,0.2636895478,
624.666687,0.01607742906,624.6539917,0.1623926908,624.6539917,0.1821845472,624.666687,0.2358327061,624.666687,0.2683815658,624.666687,0.2636110485,
624,0.01608371548,623.9869995,0.162374258,623.9869995,0.1822058111,624,0.235756889,624,0.2683097422,624,0.2635466456,
623.333313,0.01607455499,623.3200073,0.1623463035,623.3200073,0.1821694225,623.333313,0.2357338965,623.333313,0.26820153,623.333313,0.2635519505,
622.666687,0.01606104337,622.6530151,0.1623028219,622.6530151,0.1821032017,622.666687,0.2357252538,622.666687,0.268144846,622.666687,0.2634883523,
622,0.01605967432,621.9860229,0.1622710377,621.9860229,0.1820373386,622,0.2356366664,622,0.2680777609,622,0.2634797692,
621.333313,0.01603603736,621.3189697,0.1622255296,621.3189697,0.1820147038,621.333313,0.2356303036,621.333313,0.2680650651,621.333313,0.2634278238,
620.666687,0.01604858041,620.6519775,0.1622694582,620.6519775,0.1820430905,620.666687,0.2356231362,620.666687,0.2678592205,620.666687,0.2633517683,
620,0.01608075947,619.9849854,0.1622424573,619.9849854,0.1820486039,620,0.2355340272,620,0.2677563429,620,0.2633619308,
619.333313,0.01605921797,619.3179932,0.1622001827,619.3179932,0.1820120215,619.333313,0.2355578989,619.333313,0.2676309943,619.333313,0.2633106709,
618.666687,0.01604632474,618.651001,0.1621775031,618.651001,0.1819275618,618.666687,0.2354210019,618.666687,0.26754722,618.666687,0.2633117735,
618,0.0160817001,617.9840088,0.1621612608,617.9840088,0.1818940341,618,0.2354550958,618,0.2673996687,618,0.2632611096,
617.333313,0.01609174721,617.3170166,0.1621479541,617.3170166,0.1818101108,617.333313,0.2353943288,617.333313,0.2672711909,617.333313,0.2632106245,
616.666687,0.01606587879,616.6500244,0.1621110588,616.6500244,0.1817663163,616.666687,0.2354570478,616.666687,0.267180562,616.666687,0.26320526,
616,0.01606085524,615.9829712,0.1623395085,615.9829712,0.1817522049,616,0.2353540063,616,0.267018348,616,0.263152957,
615.333313,0.01607885212,615.315979,0.1622661203,615.315979,0.1817450076,615.333313,0.2352369726,615.333313,0.2668987215,615.333313,0.2632245719,
614.666687,0.01606534049,614.6489868,0.1621303558,614.6489868,0.1816390008,614.666687,0.2352659404,614.666687,0.2668728232,614.666687,0.263156563,
614,0.01605462469,613.9819946,0.1620041132,613.9819946,0.1815376282,614,0.2351604998,614,0.2667568922,614,0.263092041,
613.333313,0.01608296297,613.3150024,0.1620960981,613.3150024,0.1815557033,613.333313,0.2351068407,613.333313,0.266656965,613.333313,0.2631120384,
612.666687,0.01606673747,612.6480103,0.1620664001,612.6480103,0.1815168262,612.666687,0.2351033837,612.666687,0.2665311694,612.666687,0.2630537152,
612,0.01606101729,611.9810181,0.1619462222,611.9810181,0.1814300567,612,0.2350852787,612,0.2664589882,612,0.2630108893,
611.333313,0.01605919003,611.3140259,0.162002489,611.3140259,0.181512028,611.333313,0.2351991981,611.333313,0.2663415372,611.333313,0.2629731894,
610.666687,0.01607466303,610.6469727,0.1619374305,610.6469727,0.1814328432,610.666687,0.2351720631,610.666687,0.266245991,610.666687,0.2629570067,
610,0.0160541404,609.9799805,0.1618243605,609.9799805,0.1813334823,610,0.2350994647,610,0.2660795748,610,0.2629439235,
609.333313,0.01608718,609.3129883,0.16189906,609.3129883,0.1813430041,609.333313,0.2351369113,609.333313,0.2660246491,609.333313,0.2629614174,
608.666687,0.01609236561,608.6459961,0.1618625671,608.6459961,0.1812770516,608.666687,0.2350766957,608.666687,0.2659413517,608.666687,0.26294595,
608,0.01608339325,607.9790039,0.1618389338,607.9790039,0.1812262088,608,0.2350738496,608,0.265868783,608,0.2628627419,
607.333313,0.01605572551,607.3120117,0.1618076414,607.3120117,0.1812760383,607.333313,0.2350100726,607.333313,0.2657408416,607.333313,0.2628378272,
606.666687,0.01605502702,606.6450195,0.161705941,606.6450195,0.1812174469,606.666687,0.2349965572,606.666687,0.2656372786,606.666687,0.2628287971,
606,0.01607450098,605.9780273,0.1616682261,605.9780273,0.1810769737,606,0.23494941,606,0.2654712796,606,0.2627328336,
605.333313,0.01606716774,605.3109741,0.1616245508,605.3109741,0.181013152,605.333313,0.2349012643,605.333313,0.2654333115,605.333313,0.262732178,
604.666687,0.01609185524,604.6439819,0.1617087573,604.6439819,0.1810882092,604.666687,0.2349354476,604.666687,0.2652874291,604.666687,0.2626819611,
604,0.01602580398,603.9769897,0.1617117673,603.9769897,0.1810263097,604,0.2348829061,604,0.2652530074,604,0.2626697421,
603.333313,0.01608067937,603.3099976,0.1617004871,603.3099976,0.1809085459,603.333313,0.2348240912,603.333313,0.2651714981,603.333313,0.262689501,
602.666687,0.01601841673,602.6430054,0.1615453064,602.6430054,0.1807716191,602.666687,0.2348210216,602.666687,0.265076071,602.666687,0.2626729608,
602,0.01601755805,601.9760132,0.1615507454,601.9760132,0.1807493269,602,0.2348074168,602,0.2649597824,602,0.2625799775,
601.333313,0.01602147892,601.309021,0.1614573002,601.309021,0.180703491,601.333313,0.234819591,601.333313,0.2648620903,601.333313,0.2625361681,
600.666687,0.01608051918,600.6420288,0.1613719016,600.6420288,0.1806548685,600.666687,0.2347773761,600.666687,0.2647959292,600.666687,0.262483865,
600,0.01604245603,599.9749756,0.1613938957,599.9749756,0.1806090027,600,0.2347168326,600,0.2646839619,600,0.262406677,
599.333313,0.01606748998,599.3079834,0.161387369,599.3079834,0.1805152297,599.333313,0.2346871495,599.333313,0.264626354,599.333313,0.2623653412,
598.666687,0.01603103988,598.6409912,0.1613628864,598.6409912,0.1804342419,598.666687,0.2346701771,598.666687,0.2645095289,598.666687,0.2622778714,
598,0.01602172107,597.973999,0.161277622,597.973999,0.180361256,598,0.234631747,598,0.2644258142,598,0.2622443438,
597.333313,0.01603321545,597.3070068,0.1612188518,597.3070068,0.1803195775,597.333313,0.2345943302,597.333313,0.2643345594,597.333313,0.262193203,
596.666687,0.0160206724,596.6400146,0.1611441225,596.6400146,0.1803003997,596.666687,0.234545514,596.666687,0.2642453611,596.666687,0.2621338367,
596,0.01603125595,595.9730225,0.1611268222,595.9730225,0.1802297235,596,0.2345248014,596,0.2641584277,596,0.2620255053,
595.333313,0.01598806866,595.3060303,0.1611155421,595.3060303,0.1801613271,595.333313,0.2344469875,595.333313,0.2640698254,595.333313,0.2619935572,
594.666687,0.01599515788,594.6389771,0.1610765159,594.6389771,0.1801316887,594.666687,0.2343852669,594.666687,0.2640024424,594.666687,0.2619308233,
594,0.01606029086,593.9719849,0.1610330194,593.9719849,0.1801772416,594,0.2343509346,594,0.2639123201,594,0.261833936,
593.333313,0.01605642401,593.3049927,0.1609871835,593.3049927,0.1801175028,593.333313,0.2343825996,593.333313,0.2638052404,593.333313,0.2617097795,
592.666687,0.01603641175,592.6380005,0.1608954966,592.6380005,0.1801096648,592.666687,0.2343706489,592.666687,0.2637435198,592.666687,0.2616587579,
592,0.01600235514,591.9710083,0.1608603001,591.9710083,0.1800010055,592,0.2343764603,592,0.2636482716,592,0.2616281211,
591.333313,0.0160677582,591.3040161,0.1608963609,591.3040161,0.1799185723,591.333313,0.2343736291,591.333313,0.2635616064,591.333313,0.2615146935,
590.666687,0.0160359554,590.6370239,0.1609263271,590.6370239,0.1798985302,590.666687,0.2342786491,590.666687,0.2634753585,590.666687,0.2614399791,
590,0.01606252044,589.9699707,0.1609158963,589.9699707,0.1798817217,590,0.2342963666,590,0.2633973956,590,0.261400938,
589.333313,0.01602392271,589.3029785,0.1608679891,589.3029785,0.1798503846,589.333313,0.2342657298,589.333313,0.2632421255,589.333313,0.2612562478,
588.666687,0.01601484418,588.6359863,0.1608310193,588.6359863,0.1797881871,588.666687,0.234169364,588.666687,0.2631680965,588.666687,0.2611762881,
588,0.01605921797,587.9689941,0.1608359665,587.9689941,0.1797834933,588,0.2342117131,588,0.2630881667,588,0.2611072361,
587.333313,0.01601342112,587.302002,0.1608085632,587.302002,0.1796888858,587.333313,0.2341094017,587.333313,0.2629510164,587.333313,0.2609556317,
586.666687,0.01604675315,586.6350098,0.1607927382,586.6350098,0.1796449721,586.666687,0.2341314554,586.666687,0.262981385,586.666687,0.2609058321,
586,0.01609728113,585.9680176,0.1608279794,585.9680176,0.1796042919,586,0.2340841591,586,0.2629074156,586,0.2607779205,
585.333313,0.01606211811,585.3010254,0.1608262956,585.3010254,0.1795647591,585.333313,0.2340664864,585.333313,0.2628082037,585.333313,0.2607066631,
584.666687,0.01601148769,584.6339722,0.1607600898,584.6339722,0.1795041412,584.666687,0.2340013981,584.666687,0.2627190351,584.666687,0.2605540156,
584,0.01599813998,583.96698,0.1607762873,583.96698,0.1795174479,584,0.2340417802,584,0.2627074122,584,0.2605286539,
583.333313,0.01602188125,583.2999878,0.1608530581,583.2999878,0.1795635521,583.333313,0.2340673804,583.333313,0.2626512945,583.333313,0.2604994178,
582.666687,0.01603724435,582.6329956,0.1607508361,582.6329956,0.1794133484,582.666687,0.2340676934,582.666687,0.2625119388,582.666687,0.2603389919,
582,0.01604277827,581.9660034,0.1607257575,581.9660034,0.1792649627,582,0.2339344025,582,0.2624691725,582,0.2602422833,
581.333313,0.01602335833,581.2990112,0.1607580036,581.2990112,0.1792337596,581.333313,0.233895421,581.333313,0.2623265386,581.333313,0.2600987256,
580.666687,0.01599145122,580.632019,0.1607132405,580.632019,0.1791376323,580.666687,0.2339130342,580.666687,0.2623223364,580.666687,0.2600489557,
580,0.01595879532,579.9650269,0.1607454717,579.9650269,0.1791719645,580,0.2339372486,580,0.2624033689,580,0.2600295842,
579.333313,0.01594829559,579.2979736,0.1605695337,579.2979736,0.179059118,579.333313,0.2339031398,579.333313,0.2621940672,579.333313,0.2598666251,
578.666687,0.01598927565,578.6309814,0.1605873704,578.6309814,0.1789487749,578.666687,0.2338167429,578.666687,0.262109369,578.666687,0.2597575784,
578,0.01601629518,577.9639893,0.1606841981,577.9639893,0.1789789051,578,0.2339018881,578,0.2621037066,578,0.2597973943,
577.333313,0.01596859656,577.2969971,0.1606440693,577.2969971,0.1789271086,577.333313,0.2337956727,577.333313,0.2619843781,577.333313,0.2596571743,
576.666687,0.015929766,576.6300049,0.1605432034,576.6300049,0.1787874103,576.666687,0.2337381542,576.666687,0.2619825006,576.666687,0.2595631778,
576,0.01594990678,575.9630127,0.1604280174,575.9630127,0.1787225604,576,0.2336812317,576,0.2618453801,576,0.2594870925,
575.333313,0.01593548618,575.2960205,0.1603877991,575.2960205,0.1787226349,575.333313,0.2336812317,575.333313,0.2617670894,575.333313,0.2593697608,
574.666687,0.01593545824,574.6290283,0.1603768617,574.6290283,0.1786008179,574.666687,0.2335853875,574.666687,0.2617045343,574.666687,0.2592937648,
574,0.01598014496,573.9619751,0.1603293717,573.9619751,0.1785593033,574,0.2335305661,574,0.2616773248,574,0.2592505515,
573.333313,0.0159660466,573.2949829,0.1602929384,573.2949829,0.1785698533,573.333313,0.2335427403,573.333313,0.2615834773,573.333313,0.2591857016,
572.666687,0.01600764692,572.6279907,0.1603063941,572.6279907,0.1785446554,572.666687,0.2336000204,572.666687,0.2615796626,572.666687,0.2591140568,
572,0.01599255204,571.9609985,0.1602739245,571.9609985,0.1784237027,572,0.2335579991,572,0.2614530623,572,0.2590130866,
571.333313,0.01592616737,571.2940063,0.1601302177,571.2940063,0.1783685088,571.333313,0.2334539443,571.333313,0.2614066601,571.333313,0.2589265704,
570.666687,0.01588266902,570.6270142,0.1601018459,570.6270142,0.1783964485,570.666687,0.233424738,570.666687,0.2613987625,570.666687,0.2589616776,
570,0.01600727066,569.960022,0.1601950824,569.960022,0.1783962548,570,0.2335179746,570,0.2612808347,570,0.2588139772,
569.333313,0.01596711949,569.2930298,0.1603991389,569.2930298,0.1784434915,569.333313,0.2338187248,569.333313,0.2612852156,569.333313,0.2586034238,
568.666687,0.01604833826,568.6259766,0.1603980511,568.6259766,0.1785520017,568.666687,0.2337571383,568.666687,0.2612341046,568.666687,0.2585588992,
568,0.01610542089,567.9589844,0.1604158133,567.9589844,0.1785168946,568,0.2337293774,568,0.2612248063,568,0.2585384846,
567.333313,0.01598403975,567.2919922,0.1603150666,567.2919922,0.1783564836,567.333313,0.2336117625,567.333313,0.2611573935,567.333313,0.258500278,
566.666687,0.01590806991,566.625,0.1602102369,566.625,0.1782242954,566.666687,0.2335540056,566.666687,0.2610167265,566.666687,0.2584919333,
566,0.01591988467,565.9580078,0.1602353305,565.9580078,0.178285107,566,0.2335115969,566,0.2610350251,566,0.2584545016,
565.333313,0.01586666517,565.2910156,0.1602114439,565.2910156,0.1782806516,565.333313,0.2334771156,565.333313,0.2609543502,565.333313,0.2583948076,
564.666687,0.0158641953,564.6240234,0.160095185,564.6240234,0.1782533675,564.666687,0.2334117144,564.666687,0.2608883977,564.666687,0.2584086061,
564,0.01588368788,563.9569702,0.1601417065,563.9569702,0.1782524437,564,0.2334209681,564,0.2608522475,564,0.2582862675,
563.333313,0.01588132605,563.289978,0.1601374447,563.289978,0.1782387346,563.333313,0.2334042192,563.333313,0.2607975602,563.333313,0.2582392693,
562.666687,0.01586462557,562.6229858,0.160106644,562.6229858,0.1781327277,562.666687,0.2332861573,562.666687,0.2607131004,562.666687,0.2581641972,
562,0.01591682248,561.9559937,0.160152331,561.9559937,0.1781280041,562,0.2333011329,562,0.260625422,562,0.2581208646,
561.333313,0.01588097587,561.2890015,0.1600784212,561.2890015,0.1781009734,561.333313,0.2332265079,561.333313,0.2606272399,561.333313,0.2580926716,
560.666687,0.01585608721,560.6220093,0.160025239,560.6220093,0.1780962199,560.666687,0.2331935018,560.666687,0.2605739236,560.666687,0.2580476999,
560,0.01588752866,559.9550171,0.1599592417,559.9550171,0.1780642718,560,0.233168304,560,0.2605194449,560,0.2579831779,
559.333313,0.01591064781,559.2880249,0.1599746943,559.2880249,0.1780537814,559.333313,0.2331556827,559.333313,0.2604530156,559.333313,0.2580016553,
558.666687,0.01582690328,558.6209717,0.1599443853,558.6209717,0.177973628,558.666687,0.2331108749,558.666687,0.2603957057,558.666687,0.257917881,
558,0.01582311839,557.9539795,0.1599128544,557.9539795,0.1779822856,558,0.233102113,558,0.2604230046,558,0.2578749061,
557.333313,0.01582464948,557.2869873,0.1599901468,557.2869873,0.177912131,557.333313,0.2330999821,557.333313,0.2603614032,557.333313,0.2578368783,
556.666687,0.01583337411,556.6199951,0.1599205136,556.6199951,0.1779278964,556.666687,0.2331028283,556.666687,0.2603129447,556.666687,0.2577583194,
556,0.01578768343,555.9530029,0.1598115265,555.9530029,0.1778775156,556,0.2329995781,556,0.2602738142,556,0.2577748299,
555.333313,0.0158423949,555.2860107,0.1598169804,555.2860107,0.1779043823,555.333313,0.2330403924,555.333313,0.2602898479,555.333313,0.2577064931,
554.666687,0.01583224721,554.6190186,0.1598241329,554.6190186,0.1778517067,554.666687,0.2330260128,554.666687,0.2601266205,554.666687,0.2576633096,
554,0.01589072309,553.9520264,0.1598781049,553.9520264,0.1778378189,554,0.2329865694,554,0.2601443529,554,0.2576361001,
553.333313,0.0158694312,553.2849731,0.1597896069,553.2849731,0.1778168082,553.333313,0.2330053747,553.333313,0.2601551414,553.333313,0.2576434314,
552.666687,0.01581922546,552.617981,0.1598197818,552.617981,0.1777305901,552.666687,0.2329895347,552.666687,0.2600910664,552.666687,0.2575501204,
552,0.01582529396,551.9509888,0.1597432345,551.9509888,0.1777852774,552,0.2329090685,552,0.2599539459,552,0.25749138,
551.333313,0.01579589769,551.2839966,0.1597103328,551.2839966,0.1778027415,551.333313,0.2328751683,551.333313,0.2599365115,551.333313,0.257420361,
550.666687,0.01586083882,550.6170044,0.159705773,550.6170044,0.1778621525,550.666687,0.2328825146,550.666687,0.259914428,550.666687,0.2574091554,
550,0.01581152156,549.9500122,0.1596256793,549.9500122,0.177719906,550,0.232845515,550,0.2599283457,550,0.2573768198,
549.333313,0.01584086381,549.28302,0.1596319973,549.28302,0.1776976585,549.333313,0.2328243703,549.333313,0.2598082721,549.333313,0.2573240399,
548.666687,0.0158768408,548.6160278,0.1596183479,548.6160278,0.177709505,548.666687,0.2327982187,548.666687,0.259824425,548.666687,0.2572718561,
548,0.01584924012,547.9489746,0.1595516652,547.9489746,0.1776555628,548,0.232845962,548,0.2598098218,548,0.2572440505,
547.333313,0.01587327011,547.2819824,0.1594996005,547.2819824,0.177699402,547.333313,0.2328345031,547.333313,0.2597670257,547.333313,0.2572079003,
546.666687,0.01582792401,546.6149902,0.15944314,546.6149902,0.1775763035,546.666687,0.2328422964,546.666687,0.2597931623,546.666687,0.2572040856,
546,0.01585111953,545.947998,0.159450829,545.947998,0.1775685549,546,0.2327315956,546,0.2597282827,546,0.2571149766,
545.333313,0.0158238709,545.2810059,0.1593692601,545.2810059,0.1774386466,545.333313,0.232757166,545.333313,0.2596203089,545.333313,0.2570706606,
544.666687,0.01588320546,544.6140137,0.1594198197,544.6140137,0.1774853468,544.666687,0.2327937484,544.666687,0.2595817745,544.666687,0.2570378184,
544,0.01587668061,543.9470215,0.1593590975,543.9470215,0.1773995757,544,0.2327257097,544,0.2596445382,544,0.2569907606,
543.333313,0.01580569521,543.2800293,0.1593276858,543.2800293,0.1773508936,543.333313,0.232689485,543.333313,0.2595612109,543.333313,0.256958276,
542.666687,0.01587450504,542.6129761,0.1593101174,542.6129761,0.1773569733,542.666687,0.2326800972,542.666687,0.2595396936,542.666687,0.2569589317,
542,0.01587418281,541.9459839,0.1592605561,541.9459839,0.1772766411,542,0.2327062935,542,0.2594195306,542,0.256860435,
541.333313,0.0158395227,541.2789917,0.1592187881,541.2789917,0.17720972,541.333313,0.2326900065,541.333313,0.259439826,541.333313,0.2567865551,
540.666687,0.01578846201,540.6119995,0.1592109203,540.6119995,0.1770799458,540.666687,0.232592091,540.666687,0.2593702376,540.666687,0.256768465,
540,0.01580080949,539.9450073,0.1592113227,539.9450073,0.1770156175,540,0.232685104,540,0.2593759894,540,0.25674209,
539.333313,0.01579278335,539.2780151,0.1591766626,539.2780151,0.1770200133,539.333313,0.2325920463,539.333313,0.259316951,539.333313,0.2566872537,
538.666687,0.01575861126,538.6110229,0.1591157913,538.6110229,0.1770202965,538.666687,0.2325686067,538.666687,0.25932917,538.666687,0.2566440105,
538,0.01574430428,537.9440308,0.159072414,537.9440308,0.1770047694,538,0.2325681597,538,0.2592449486,538,0.2566459477,
537.333313,0.01577697136,537.2769775,0.1590379924,537.2769775,0.1769745648,537.333313,0.2325930595,537.333313,0.2592283487,537.333313,0.2565177083,
536.666687,0.01576142944,536.6099854,0.1590500772,536.6099854,0.1768780053,536.666687,0.2325537503,536.666687,0.2591809034,536.666687,0.25655514,
536,0.01579361595,535.9429932,0.1590397805,535.9429932,0.1767850518,536,0.2325691879,536,0.2591909766,536,0.2564719617,
535.333313,0.01573262922,535.276001,0.1590410918,535.276001,0.1767960936,535.333313,0.2325557768,535.333313,0.2591362,535.333313,0.2564045787,
534.666687,0.01579758897,534.6090088,0.1590095758,534.6090088,0.1767775863,534.666687,0.2324918956,534.666687,0.2591379881,534.666687,0.2563927472,
534,0.01574739069,533.9420166,0.1589584053,533.9420166,0.1767309904,534,0.2325000316,534,0.2590785623,534,0.2563088238,
533.333313,0.01570680737,533.2750244,0.1589110643,533.2750244,0.1767028868,533.333313,0.2324732691,533.333313,0.2590279877,533.333313,0.2562822402,
532.666687,0.01574693434,532.6079712,0.158857733,532.6079712,0.1765759885,532.666687,0.2324103266,532.666687,0.2589880526,532.666687,0.2562236488,
532,0.01570793614,531.940979,0.1588716954,531.940979,0.1765291095,532,0.232397154,532,0.2590444982,532,0.2562444806,
531.333313,0.01570916921,531.2739868,0.1588686705,531.2739868,0.1765010804,531.333313,0.2324086428,531.333313,0.2589504421,531.333313,0.2561578155,
530.666687,0.01574282721,530.6069946,0.1588725895,530.6069946,0.1764264256,530.666687,0.2324806154,530.666687,0.2588958442,530.666687,0.2560709715,
530,0.01571370661,529.9400024,0.1587473601,529.9400024,0.1764188856,530,0.2324163318,530,0.2588201761,530,0.2560521066,
529.333313,0.01574763283,529.2730103,0.1587620676,529.2730103,0.1764382422,529.333313,0.2324555069,529.333313,0.2588554621,529.333313,0.2559877336,
528.666687,0.01569872908,528.6060181,0.15867652,528.6060181,0.1763240546,528.666687,0.2324198782,528.666687,0.2588460445,528.666687,0.2559743524,
528,0.01569953561,527.9390259,0.1586584747,527.9390259,0.1763198525,528,0.2323068976,528,0.2587943673,528,0.2558848858,
527.333313,0.01563673653,527.2719727,0.15862225,527.2719727,0.1762021184,527.333313,0.2322958857,527.333313,0.2588374019,527.333313,0.2559013665,
526.666687,0.01567970216,526.6049805,0.1586172581,526.6049805,0.1762012988,526.666687,0.2324002385,526.666687,0.2588384748,526.666687,0.2558860481,
526,0.01570637897,525.9379883,0.1585856974,525.9379883,0.1761613041,526,0.2323807031,526,0.2588065863,526,0.2558957636,
525.333313,0.01564124413,525.2709961,0.1585091799,525.2709961,0.1761266142,525.333313,0.2323366851,525.333313,0.258756429,525.333313,0.2559118271,
524.666687,0.01562704891,524.6040039,0.1584768444,524.6040039,0.1761145443,524.666687,0.2323873341,524.666687,0.2587389052,524.666687,0.2557900548,
524,0.01570772007,523.9370117,0.1584452689,523.9370117,0.1761002541,524,0.2323113084,524,0.2586860657,524,0.2557558417,
523.333313,0.01565546729,523.2700195,0.1583739221,523.2700195,0.176025942,523.333313,0.2322628349,523.333313,0.2586146593,523.333313,0.2557055056,
522.666687,0.01566284709,522.6030273,0.1584202945,522.6030273,0.1759949625,522.666687,0.2321638167,522.666687,0.2586239278,522.666687,0.2556779087,
522,0.01563236304,521.9359741,0.1583723426,521.9359741,0.1759929359,522,0.2321902812,522,0.2585734725,522,0.2555874288,
521.333313,0.01571265981,521.2689819,0.158331722,521.2689819,0.1759625077,521.333313,0.2321852446,521.333313,0.2585223913,521.333313,0.25554654,
520.666687,0.01560944598,520.6019897,0.1582136601,520.6019897,0.1759679019,520.666687,0.2321165949,520.666687,0.2584771812,520.666687,0.255500257,
520,0.01554993447,519.9349976,0.158140555,519.9349976,0.175881356,520,0.2321240157,520,0.2584922612,520,0.2555384338,
