imine polymer 0% TFA,,imine polymer 0.017% TFA,,imine polymer 0.05% TFA,,imine polymer 0.25% TFA,,imine polymer 1.0% TFA,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1152.666626,0.000499679416,1152.666626,0.0009392778156,1152.666626,0.0002371284208,1152.666626,0.0007014546427,1152.666626,0.0002953298681,
1152,0.0005143998424,1152,0.0009600319318,1152,0.0002341758227,1152,0.0006646646652,1152,-2.521220085E-005,
1151.333374,0.0005032040062,1151.333374,0.0008972018841,1151.333374,0.0001842954225,1151.333374,0.0004973988398,1151.333374,-0.0004192020861,
1150.666626,0.0004645909066,1150.666626,0.0008017031359,1150.666626,0.0001145605202,1150.666626,0.0003271924215,1150.666626,-0.0007999158697,
1150,0.0004559358349,1150,0.0008169524954,1150,9.262987442E-005,1150,0.000198823851,1150,-0.001068809652,
1149.333374,0.0004829640966,1149.333374,0.0007369772065,1149.333374,4.131597234E-005,1149.333374,6.570355617E-005,1149.333374,-0.001388579025,
1148.666626,0.0004650314513,1148.666626,0.0006458690041,1148.666626,-7.195703074E-005,1148.666626,-0.0001351554965,1148.666626,-0.00170935085,
1148,0.0004781958123,1148,0.0006760202232,1148,-7.506282418E-005,1148,-0.0002910678159,1148,-0.001981135225,
1147.333374,0.0004599782987,1147.333374,0.0005798702477,1147.333374,-0.0001596353104,1147.333374,-0.0004415453877,1147.333374,-0.002296680585,
1146.666626,0.000424789323,1146.666626,0.0004491984728,1146.666626,-0.0002513317741,1146.666626,-0.0006588673568,1146.666626,-0.002722058678,
1146,0.0003928159713,1146,0.0003535909054,1146,-0.0003228850546,1146,-0.000848127529,1146,-0.003157557221,
1145.333374,0.0004826531222,1145.333374,0.0003543422208,1145.333374,-0.0003435779363,1145.333374,-0.001084509422,1145.333374,-0.003582298988,
1144.666626,0.0005337600014,1144.666626,0.0003699644876,1144.666626,-0.0003339558607,1144.666626,-0.001263827784,1144.666626,-0.004013755824,
1144,0.0005109788617,1144,0.0002702300262,1144,-0.0004773336987,1144,-0.00156493485,1144,-0.004633068573,
1143.333374,0.0003893441171,1143.333374,0.0001224320004,1143.333374,-0.0005522623542,1143.333374,-0.001994792139,1143.333374,-0.005398273468,
1142.666626,0.000360611768,1142.666626,1.377155331E-005,1142.666626,-0.0006637265324,1142.666626,-0.002322583692,1142.666626,-0.006087247282,
1142,0.0004131293972,1142,-7.009354886E-005,1142,-0.0007418791065,1142,-0.002737698844,1142,-0.006925262976,
1141.333374,0.000305639609,1141.333374,-0.0001586002472,1141.333374,-0.0008257534355,1141.333374,-0.003164290218,1141.333374,-0.007789938711,
1140.666626,0.0004639948893,1140.666626,-0.0002241663897,1140.666626,-0.0007930945139,1140.666626,-0.003381281858,1140.666626,-0.008407346904,
1140,0.0003818564292,1140,-0.0002754946181,1140,-0.0009912324604,1140,-0.0039555314,1140,-0.00913967751,
1139.333374,0.0002762652584,1139.333374,-0.000455250818,1139.333374,-0.001189073431,1139.333374,-0.004173871595,1139.333374,-0.009761953726,
1138.666626,0.0002875847567,1138.666626,-0.0004187882878,1138.666626,-0.00126800919,1138.666626,-0.004526358563,1138.666626,-0.01036049146,
1138,0.0001131882018,1138,-0.0005544340238,1138,-0.001411027391,1138,-0.004905282054,1138,-0.01071925927,
1137.333374,6.679093349E-005,1137.333374,-0.0005726341042,1137.333374,-0.0014665497,1137.333374,-0.005088761449,1137.333374,-0.0108963605,
1136.666626,1.946668453E-005,1136.666626,-0.0006123924395,1136.666626,-0.001561891288,1136.666626,-0.005217175931,1136.666626,-0.01089348271,
1136,-4.571221507E-005,1136,-0.0006652256125,1136,-0.001604138175,1136,-0.005230424926,1136,-0.01071400568,
1135.333374,-0.0001023928198,1135.333374,-0.0006543700001,1135.333374,-0.001626472222,1135.333374,-0.005174512044,1135.333374,-0.010324548,
1134.666626,-0.0001322571625,1134.666626,-0.0006244898541,1134.666626,-0.001586342347,1134.666626,-0.005049410742,1134.666626,-0.009838891216,
1134,-0.000122061072,1134,-0.000594762736,1134,-0.001577779534,1134,-0.00490671536,1134,-0.009260768071,
1133.333374,-0.0002070383925,1133.333374,-0.0006844548625,1133.333374,-0.00158835412,1133.333374,-0.004755678121,1133.333374,-0.008950244635,
1132.666626,-5.347711704E-005,1132.666626,-0.0004438210453,1132.666626,-0.001468046103,1132.666626,-0.004494233057,1132.666626,-0.008274944499,
1132,-8.324129885E-005,1132,-0.0003767362505,1132,-0.001426714705,1132,-0.004250164609,1132,-0.007711010054,
1131.333374,-4.747227285E-005,1131.333374,-0.000356665696,1131.333374,-0.001381302485,1131.333374,-0.004057406448,1131.333374,-0.007221809588,
1130.666626,-4.31756489E-005,1130.666626,-0.0002237524313,1130.666626,-0.001296554576,1130.666626,-0.003746474627,1130.666626,-0.006673737429,
1130,-5.088883336E-005,1130,-0.0003204018285,1130,-0.001252316055,1130,-0.003542760387,1130,-0.006140337326,
1129.333374,3.277287396E-005,1129.333374,-7.252642536E-005,1129.333374,-0.00117348088,1129.333374,-0.003258746117,1129.333374,-0.005404307041,
1128.666626,3.471447053E-005,1128.666626,-1.030249314E-005,1128.666626,-0.00101457932,1128.666626,-0.002847163472,1128.666626,-0.00488291122,
1128,-4.079436985E-005,1128,-4.390038157E-005,1128,-0.0009409186314,1128,-0.002655891003,1128,-0.004305068869,
1127.333374,0.0002140261495,1127.333374,0.0001897597103,1127.333374,-0.0007668415201,1127.333374,-0.002194597619,1127.333374,-0.00368636637,
1126.666626,0.0002169786021,1126.666626,0.0002586778428,1126.666626,-0.0007001167396,1126.666626,-0.002030246658,1126.666626,-0.003291631117,
1126,0.0002630552044,1126,0.0003724516719,1126,-0.0007094205939,1126,-0.001909287763,1126,-0.002938191406,
1125.333374,0.0001723570895,1125.333374,0.0003262598475,1125.333374,-0.0007110229344,1125.333374,-0.001694705104,1125.333374,-0.002657949226,
1124.666626,0.0001153373014,1124.666626,0.0002458827512,1124.666626,-0.0006844548625,1124.666626,-0.001585001242,1124.666626,-0.002385712927,
1124,0.0002307570394,1124,0.0003850691137,1124,-0.000579303829,1124,-0.001339343493,1124,-0.00214457768,
1123.333374,0.0003185918904,1123.333374,0.0004468663246,1123.333374,-0.0004891245626,1123.333374,-0.00117348088,1123.333374,-0.001790409093,
1122.666626,0.0003122970229,1122.666626,0.0005585640902,1122.666626,-0.0004572160833,1122.666626,-0.0009980506729,1122.666626,-0.001517834491,
1122,0.000329627539,1122,0.0005683616619,1122,-0.0003976851876,1122,-0.0008899273234,1122,-0.001352968975,
1121.333374,0.0003227626148,1121.333374,0.000639698992,1121.333374,-0.0004196675727,1121.333374,-0.0008137649857,1121.333374,-0.001189641422,
1120.666626,0.0003248609428,1120.666626,0.0005941008567,1120.666626,-0.0004217364476,1120.666626,-0.0007690638304,1120.666626,-0.001122413552,
1120,0.0003269333683,1120,0.0005545465974,1120,-0.000391892012,1120,-0.0006985660875,1120,-0.001029609586,
1119.333374,0.0003215191537,1119.333374,0.0006198934279,1119.333374,-0.0003399567504,1119.333374,-0.0006032416131,1119.333374,-0.0009796101367,
1118.666626,0.0003426841868,1118.666626,0.0006248187856,1118.666626,-0.0003259890655,1118.666626,-0.0006205090904,1118.666626,-0.0009142096387,
1118,0.0003063908371,1118,0.0006217858172,1118,-0.0003422329319,1118,-0.0005554164527,1118,-0.0008712754934,
1117.333374,0.000322529464,1117.333374,0.0006541648763,1117.333374,-0.0003211261064,1117.333374,-0.0005067068851,1117.333374,-0.0007570221205,
1116.666626,0.0003242133243,1116.666626,0.0006466208142,1116.666626,-0.0003439400753,1116.666626,-0.0004639910185,1116.666626,-0.0006243864191,
1116,0.0003079710004,1116,0.0006851204671,1116,-0.0003008977801,1116,-0.0003230402654,1116,-0.0004494066816,
1115.333374,0.0003108981764,1115.333374,0.0007092071464,1115.333374,-0.00027414941,1115.333374,-0.0002570233773,1115.333374,-0.0003077268775,
1114.666626,0.0003330211912,1114.666626,0.0007349546649,1114.666626,-0.000240258858,1114.666626,-0.0001606186124,1114.666626,-0.0002365333203,
1114,0.0003517774167,1114,0.000762622687,1114,-0.0002240111644,1114,-0.0001126928837,1114,-0.0001354142732,
1113.333374,0.0003139031178,1113.333374,0.0007536764024,1113.333374,-0.0002400518861,1113.333374,-0.0001239243284,1113.333374,-0.000148042498,
1112.666626,0.0003458706778,1112.666626,0.000809950172,1112.666626,-0.000180180723,1112.666626,-2.536750799E-005,1112.666626,-9.390414198E-005,
1112,0.0003546531079,1112,0.0008087053429,1112,-0.0001969993027,1112,-4.224384611E-005,1112,-6.398539699E-005,
1111.333374,0.0003610521962,1111.333374,0.0008149036439,1111.333374,-0.0001913069427,1111.333374,4.141774752E-006,1111.333374,-6.760888937E-005,
1110.666626,0.0003792655771,1110.666626,0.0008378045168,1110.666626,-0.0001744363835,1110.666626,2.143411075E-005,1110.666626,-2.34002855E-005,
1110,0.0003699644876,1110,0.0008165634936,1110,-0.0001871152344,1110,1.749926741E-005,1110,-6.11901196E-005,
1109.333374,0.0003457411367,1109.333374,0.0008502020501,1109.333374,-0.000178938717,1109.333374,3.365306111E-005,1109.333374,-4.239914779E-005,
1108.666626,0.0003821932478,1108.666626,0.0008517323295,1108.666626,-0.0001519240614,1108.666626,4.662313222E-005,1108.666626,-1.874103691E-005,
1108,0.0003955364518,1108,0.0009020006983,1108,-0.0001125376075,1108,6.01631582E-005,1108,-5.436019364E-006,
1107.333374,0.0003790323972,1107.333374,0.000890820811,1107.333374,-0.0001714865648,1107.333374,5.946413876E-005,1107.333374,-3.696358908E-005,
1106.666626,0.0003900177544,1106.666626,0.0008845954435,1106.666626,-0.0001470591669,1106.666626,0.0001250731148,1106.666626,2.366041917E-005,
1106,0.0003282545658,1106,0.0008688250091,1106,-0.0001914104359,1106,6.862912414E-005,1106,-1.44441301E-005,
1105.333374,0.0003819859703,1105.333374,0.0009027270135,1105.333374,-0.0001768686925,1105.333374,0.0001000866832,1105.333374,3.59816454E-006,
1104.666626,0.0004089318973,1104.666626,0.0009293161565,1104.666626,-0.0001462828513,1104.666626,0.0001243481092,1104.666626,1.690386671E-005,
1104,0.0003248609428,1104,0.0008711853297,1104,-0.000185045239,1104,8.22992879E-005,1104,-2.210605453E-005,
1103.333374,0.0003649901773,1103.333374,0.0009053469403,1103.333374,-0.0001570476597,1103.333374,0.000111971247,1103.333374,1.23477821E-005,
1102.666626,0.0003613371809,1102.666626,0.0009262810345,1102.666626,-0.0001824577485,1102.666626,0.0001003714933,1102.666626,-4.814763543E-006,
1102,0.0003593164147,1102,0.0009004703024,1102,-0.000187580983,1102,8.421522216E-005,1102,-5.477125524E-005,
1101.333374,0.0003696017666,1101.333374,0.0009375396767,1101.333374,-0.0001834927534,1101.333374,0.0001192989293,1101.333374,-1.713617348E-005,
1100.666626,0.0003258971556,1100.666626,0.0009519636515,1100.666626,-0.0001907377009,1100.666626,0.0001019509073,1100.666626,-4.602281479E-005,
1100,0.0003641092917,1100,0.0009412493673,1100,-0.0001767134381,1100,0.0001237007673,1100,-4.571221507E-005,
1099.333374,0.0003417515545,1099.333374,0.0009624446393,1099.333374,-0.0001768686925,1099.333374,0.0001087605706,1099.333374,-4.421098492E-005,
1098.666626,0.000341414765,1098.666626,0.0009437658009,1098.666626,-0.0001944636169,1098.666626,0.0001166837319,1098.666626,-5.057823728E-005,
1098,0.0003544458596,1098,0.0009702017996,1098,-0.0001888229745,1098,0.0001330224768,1098,-1.672201324E-005,
1097.333374,0.0003707935393,1097.333374,0.001024453784,1097.333374,-0.000157927454,1097.333374,0.0001998597727,1097.333374,-3.62403398E-007,
1096.666626,0.0003156646562,1096.666626,0.0009445440373,1096.666626,-0.0002219413436,1096.666626,0.0001279473072,1096.666626,3.779367717E-006,
1096,0.0003179183695,1096,0.000983692822,1096,-0.0002003111877,1096,0.0001239338162,1096,2.562718464E-006,
1095.333374,0.00033638897,1095.333374,0.000998481526,1095.333374,-0.0001751091477,1095.333374,0.0001948356075,1095.333374,2.876026338E-005,
1094.666626,0.0003660264774,1094.666626,0.00102710037,1094.666626,-0.0001637237729,1094.666626,0.0001875325543,1094.666626,4.729623834E-005,
1094,0.0003309228341,1094,0.001031096326,1094,-0.0001583932317,1094,0.0001833113347,1094,1.690386671E-005,
1093.333374,0.00032449828,1093.333374,0.001036000438,1093.333374,-0.0001894439629,1093.333374,0.0001984353876,1093.333374,1.53765377E-005,
1092.666626,0.0003109500103,1092.666626,0.001048247912,1092.666626,-0.0001928594138,1092.666626,0.0001887497201,1092.666626,3.049474071E-005,
1092,0.0003089294478,1092,0.001038309769,1092,-0.0002060034458,1092,0.0001983317925,1092,1.661910937E-005,
1091.333374,0.000319498562,1091.333374,0.001047780854,1091.333374,-0.0002176464477,1091.333374,0.0001892158762,1091.333374,1.692975275E-005,
1090.666626,0.0003278659715,1090.666626,0.001082293689,1090.666626,-0.0001880984782,1090.666626,0.0002049875766,1090.666626,4.359415834E-005,
1090,0.0003078673617,1090,0.001078660716,1090,-0.0002123683225,1090,0.0001864707738,1090,1.861241071E-005,
1089.333374,0.0003114421852,1089.333374,0.001084551448,1089.333374,-0.0001991727331,1089.333374,0.0002115916723,1089.333374,2.443704216E-005,
1088.666626,0.0003110795224,1088.666626,0.001102457754,1088.666626,-0.0002086942986,1088.666626,0.0002231425897,1088.666626,2.109757588E-005,
1088,0.0003200684732,1088,0.001131654484,1088,-0.0001934803877,1088,0.0002270015975,1088,3.562055281E-005,
1087.333374,0.0003329952888,1087.333374,0.001167990966,1087.333374,-0.0001829234971,1087.333374,0.0002544300514,1087.333374,6.008548735E-005,
1086.666626,0.0003185400856,1086.666626,0.001152365934,1086.666626,-0.0002048132446,1086.666626,0.000241816364,1086.666626,4.263628216E-005,
1086,0.0003241614904,1086,0.001199787832,1086,-0.000185045239,1086,0.0002658784797,1086,6.611779827E-005,
1085.333374,0.0003442644665,1085.333374,0.001209080685,1085.333374,-0.0001669841586,1085.333374,0.0002600247099,1085.333374,8.851314487E-005,
1084.666626,0.0003395495296,1084.666626,0.001197996782,1084.666626,-0.0001745398913,1084.666626,0.0002839065273,1084.666626,8.892740152E-005,
1084,0.0003314409405,1084,0.001323856763,1084,-0.0001557020732,1084,0.0002991376969,1084,6.130230031E-005,
1083.333374,0.0003351713822,1083.333374,0.001296698232,1083.333374,-0.0001576686918,1083.333374,0.0003108463716,1083.333374,9.366553422E-005,
1082.666626,0.0003577619791,1082.666626,0.001293323003,1082.666626,-0.0001612396445,1082.666626,0.000313669967,1082.666626,0.0001011482527,
1082,0.0003375288507,1082,0.001299684052,1082,-0.0001562195976,1082,0.0003255603951,1082,0.0001068186393,
1081.333374,0.0003601713688,1081.333374,0.001331178937,1081.333374,-0.000166363141,1081.333374,0.0003149133991,1081.333374,0.0001314429537,
1080.666626,0.000329316681,1080.666626,0.001325830119,1080.666626,-0.0001806464861,1080.666626,0.0003021684533,1080.666626,0.0001016660972,
1080,0.0003606636019,1080,0.00137244002,1080,-0.0001376397704,1080,0.0003489017545,1080,0.0001482224616,
1079.333374,0.0003370884224,1079.333374,0.001363714924,1079.333374,-0.0001313255489,1079.333374,0.0003668037243,1079.333374,0.0001495430915,
1078.666626,0.0003889036598,1078.666626,0.001424378948,1078.666626,-0.0001239243284,1078.666626,0.0003778924001,1078.666626,0.0001752574753,
1078,0.0003782810236,1078,0.001451753196,1078,-0.0001266674517,1078,0.0004059004132,1078,0.0001784427441,
1077.333374,0.0003592386784,1077.333374,0.001437546453,1077.333374,-0.0001429187978,1077.333374,0.0003684358962,1077.333374,0.000158321549,
1076.666626,0.0003416220134,1076.666626,0.00145559723,1076.666626,-0.0001526486158,1076.666626,0.0003994488216,1076.666626,0.0001703112939,
1076,0.0003730734461,1076,0.001491155475,1076,-0.0001172476113,1076,0.0004444046353,1076,0.000217626075,
1075.333374,0.0003783846623,1075.333374,0.001506636851,1075.333374,-0.0001253217779,1075.333374,0.0004471513676,1075.333374,0.0002054796496,
1074.666626,0.0003735916107,1074.666626,0.001482713735,1074.666626,-0.0001513030147,1074.666626,0.0004076882033,1074.666626,0.0001941622759,
1074,0.0003690058948,1074,0.00151850807,1074,-9.721681272E-005,1074,0.0004165496211,1074,0.0001988497534,
1073.333374,0.0003984383366,1073.333374,0.001570750261,1073.333374,-0.000119887256,1073.333374,0.0004393258132,1073.333374,0.0002452870249,
1072.666626,0.0003603786172,1072.666626,0.001552902511,1072.666626,-0.0001242866274,1072.666626,0.0004282614682,1072.666626,0.0002174447873,
1072,0.0003586428065,1072,0.00158277899,1072,-0.00010782756,1072,0.0004770555825,1072,0.0002439142991,
1071.333374,0.0003355599765,1071.333374,0.001554253395,1071.333374,-0.0001336545683,1071.333374,0.0004316817794,1071.333374,0.0002126017207,
1070.666626,0.0003639538481,1070.666626,0.001621387666,1070.666626,-0.0001121753012,1070.666626,0.0004689185298,1070.666626,0.0002575122926,
1070,0.0003938005248,1070,0.001630845596,1070,-0.0001075687615,1070,0.000488691323,1070,0.0002644021006,
1069.333374,0.0003961841867,1069.333374,0.001641706796,1069.333374,-0.0001263051527,1069.333374,0.0004957920755,1069.333374,0.0002711883863,
1068.666626,0.0003448344069,1068.666626,0.001619516988,1068.666626,-0.0001504749525,1068.666626,0.0004699291603,1068.666626,0.0002387342392,
1068,0.0003763379063,1068,0.001660597511,1068,-0.0001198355021,1068,0.000501597242,1068,0.0002514255175,
1067.333374,0.0003845509491,1067.333374,0.001672265003,1067.333374,-0.0001368634257,1067.333374,0.0004985650885,1067.333374,0.0002706185624,
1066.666626,0.0003914945992,1066.666626,0.001697523985,1066.666626,-0.0001181274929,1066.666626,0.0005100199487,1066.666626,0.0002923250431,
1066,0.0004027134564,1066,0.001722654444,1066,-0.0001173511264,1066,0.0005283432547,1066,0.0002803060343,
1065.333374,0.0003692390455,1065.333374,0.001728008152,1065.333374,-0.0001307562197,1065.333374,0.0005272806156,1065.333374,0.000272120873,
1064.666626,0.0003441349545,1064.666626,0.001711947145,1064.666626,-0.0001475249592,1064.666626,0.0005040592514,1064.666626,0.0002540415153,
1064,0.000341103907,1064,0.001751399133,1064,-0.0001576169452,1064,0.0005177172134,1064,0.0002508556936,
1063.333374,0.0004048380943,1063.333374,0.001754543977,1063.333374,-0.0001379502937,1063.333374,0.0005216824939,1063.333374,0.0002979461278,
1062.666626,0.0003650160797,1062.666626,0.001779001905,1062.666626,-0.0001104155017,1062.666626,0.0005289652618,1062.666626,0.0003035413683,
1062,0.0003971946717,1062,0.001806918532,1062,-0.0001295658294,1062,0.000561492925,1062,0.0002662411134,
1061.333374,0.0003145248338,1061.333374,0.001780847437,1061.333374,-0.000156581882,1061.333374,0.0005222008331,1061.333374,0.0002922991407,
1060.666626,0.0003687986173,1060.666626,0.001822359161,1060.666626,-0.0001681227004,1060.666626,0.0005494146608,1060.666626,0.0002939310798,
1060,0.0004218095273,1060,0.001867930405,1060,-8.862451068E-005,1060,0.0005940489937,1060,0.000322840322,
1059.333374,0.0003640574869,1059.333374,0.001864992781,1059.333374,-0.0001530108857,1059.333374,0.0005352891749,1059.333374,0.0002746852115,
1058.666626,0.0003754570207,1058.666626,0.001877289615,1058.666626,-0.0001212847128,1058.666626,0.0005847692373,1058.666626,0.0003158718755,
1058,0.0003550676047,1058,0.001892550848,1058,-0.0001390371617,1058,0.0005608708598,1058,0.0002974021481,
1057.333374,0.0003443681053,1057.333374,0.001900636591,1057.333374,-0.0001615501678,1057.333374,0.0005543910665,1057.333374,0.0002680283505,
1056.666626,0.0003714153427,1056.666626,0.001926584868,1056.666626,-0.0001401757763,1056.666626,0.0006007886259,1056.666626,0.0003227885172,
1056,0.0003676845809,1056,0.001978615997,1056,-0.0001186968293,1056,0.0006479170406,1056,0.0003326585284,
1055.333374,0.0003506634384,1055.333374,0.0019516506,1055.333374,-0.0001623264543,1055.333374,0.0005972373765,1055.333374,0.000305017893,
1054.666626,0.0003514147247,1054.666626,0.001968110446,1054.666626,-0.0001389336539,1054.666626,0.0006218117196,1054.666626,0.0003238506324,
1054,0.0003842918668,1054,0.001996975392,1054,-0.0001420907211,1054,0.0006304182461,1054,0.0003463370085,
1053.333374,0.0003356895177,1053.333374,0.002008261858,1053.333374,-0.0001566336286,1053.333374,0.0006132831331,1053.333374,0.0003224776592,
1052.666626,0.0003722961992,1052.666626,0.002042591106,1052.666626,-0.0001725733455,1052.666626,0.0006616573082,1052.666626,0.0003545753716,
1052,0.0003558966564,1052,0.002029873431,1052,-0.0001682262082,1052,0.0006059471052,1052,0.0003529691312,
1051.333374,0.0003427877964,1051.333374,0.002042617183,1051.333374,-0.0001565301209,1051.333374,0.0006473985268,1051.333374,0.0003721148532,
1050.666626,0.0003604563244,1050.666626,0.002086807042,1050.666626,-0.0001703997841,1050.666626,0.0006750609609,1050.666626,0.0003546790103,
1050,0.0003856650437,1050,0.002113130409,1050,-0.0001239243284,1050,0.0007082737284,1050,0.0004197625676,
1049.333374,0.0003649642458,1049.333374,0.002119477605,1049.333374,-0.0001245971798,1049.333374,0.0006996656302,1049.333374,0.0004321481974,
1048.666626,0.0003661301162,1048.666626,0.002130585024,1048.666626,-0.0001930664002,1048.666626,0.0006958802114,1048.666626,0.0003934378037,
1048,0.0003634098102,1048,0.002180039184,1048,-0.000122216341,1048,0.0007556990022,1048,0.0004501831427,
1047.333374,0.0003411816142,1047.333374,0.002174705733,1047.333374,-0.0001563231053,1047.333374,0.0007073144079,1047.333374,0.0004062113294,
1046.666626,0.0003957437293,1046.666626,0.002241831971,1046.666626,-0.0001316360867,1046.666626,0.0007558545913,1046.666626,0.0005145294126,
1046,0.0003457411367,1046,0.002199993934,1046,-0.0002029503376,1046,0.0007046956453,1046,0.0004341693129,
1045.333374,0.0003554303257,1045.333374,0.002257314278,1045.333374,-0.0001205083463,1045.333374,0.0007623115089,1045.333374,0.0004791805695,
1044.666626,0.0003963914642,1044.666626,0.002273967955,1044.666626,-0.000121802288,1044.666626,0.0007983317482,1044.666626,0.0005361444782,
1044,0.0003356895177,1044,0.002277298598,1044,-0.0001486635592,1044,0.000762622687,1044,0.000451012369,
1043.333374,0.0003366221208,1043.333374,0.002270819154,1043.333374,-0.0001870117412,1043.333374,0.0007404518547,1043.333374,0.0004610666656,
1042.666626,0.0003731770848,1042.666626,0.002326769521,1042.666626,-0.000146696897,1042.666626,0.0007542468957,1042.666626,0.0004971915623,
1042,0.0003649642458,1042,0.0023363207,1042,-0.0001726250921,1042,0.0007653714274,1042,0.0004790509702,
1041.333374,0.0003475027916,1041.333374,0.002336815232,1041.333374,-0.0001701927686,1041.333374,0.0007655270165,1041.333374,0.0005077393143,
1040.666626,0.0003413629602,1040.666626,0.002327368129,1040.666626,-0.0001710725483,1040.666626,0.0007649305626,1040.666626,0.0005259069731,
1040,0.0003626843973,1040,0.002404278843,1040,-0.000117040574,1040,0.0007874398143,1040,0.0005167842028,
1039.333374,0.0003253013419,1039.333374,0.002393242437,1039.333374,-0.0001730391086,1039.333374,0.0007482568617,1039.333374,0.0005238077138,
1038.666626,0.00035903143,1038.666626,0.002456107177,1038.666626,-0.0001464898669,1038.666626,0.0008040112443,1038.666626,0.0005406542332,
1038,0.0003535131982,1038,0.002447958803,1038,-0.0001518723002,1038,0.0007483865484,1038,0.0005335008609,
1037.333374,0.0003332025371,1037.333374,0.002417866606,1037.333374,-0.0001520793157,1037.333374,0.0007515759789,1037.333374,0.0005438680528,
1036.666626,0.0003378656111,1036.666626,0.00248385896,1036.666626,-0.0001720040746,1036.666626,0.0007597183576,1036.666626,0.0005378809874,
1036,0.0003307673906,1036,0.002493752167,1036,-0.0001706067851,1036,0.0007689240738,1036,0.0005716275773,
1035.333374,0.0003466219641,1035.333374,0.002514892956,1035.333374,-0.0001576686918,1035.333374,0.0007593553164,1035.333374,0.0005670656683,
1034.666626,0.000350948394,1034.666626,0.002534030238,1034.666626,-0.0001527003624,1034.666626,0.0007806972717,1034.666626,0.0005899534444,
1034,0.0003709230805,1034,0.00255535543,1034,-0.0001583932317,1034,0.0007654491928,1034,0.0005902904086,
1033.333374,0.0003545494692,1033.333374,0.002562281676,1033.333374,-0.000151613538,1033.333374,0.0007616891526,1033.333374,0.0005956043024,
1032.666626,0.0003839291458,1032.666626,0.002620899817,1032.666626,-0.0001244936575,1032.666626,0.0008107800968,1032.666626,0.0006315329811,
1032,0.0003255344927,1032,0.002599857748,1032,-0.0001705032919,1032,0.0007598739467,1032,0.0005949303159,
1031.333374,0.0003435650142,1031.333374,0.002635249635,1031.333374,-0.000162999233,1031.333374,0.0007741622976,1031.333374,0.0006372102653,
1030.666626,0.0003633838787,1030.666626,0.002674004063,1030.666626,-0.0001363976335,1030.666626,0.0008017809596,1030.666626,0.0006656238693,
1030,0.000368358189,1030,0.002681010403,1030,-0.0001468004048,1030,0.0007953753229,1030,0.0006477614515,
1029.333374,0.0003599122865,1029.333374,0.002728312975,1029.333374,-0.0001539424557,1029.333374,0.0007965423283,1029.333374,0.0006485132617,
1028.666626,0.0003433059319,1028.666626,0.002705364255,1028.666626,-0.0001821472397,1028.666626,0.0007860912592,1028.666626,0.0006355770747,
1028,0.0003428396303,1028,0.002734434558,1028,-0.0001786282082,1028,0.0007746809861,1028,0.0006515464629,
1027.333374,0.0003696017666,1027.333374,0.00277155661,1027.333374,-0.0001547705033,1027.333374,0.0008186642081,1027.333374,0.0006863130839,
1026.666626,0.0003720889508,1026.666626,0.002806545468,1026.666626,-0.0001561161043,1026.666626,0.0008078235551,1026.666626,0.0006849907804,
1026,0.0003616221657,1026,0.002829994541,1026,-0.0001743328903,1026,0.0007820198662,1026,0.0007242198917,
1025.333374,0.0003570883709,1025.333374,0.002842266811,1025.333374,-0.0001605151047,1025.333374,0.0007933525485,1025.333374,0.0007147817523,
1024.666626,0.0003718816733,1024.666626,0.002890863689,1024.666626,-0.0001701927686,1024.666626,0.0008274820866,1024.666626,0.0007268128102,
1024,0.0003814937081,1024,0.002897248138,1024,-0.0001751609088,1024,0.0008084719302,1024,0.0007269943017,
1023.333313,0.0003375547531,1023.333313,0.002897117985,1023.333313,-0.0002074523654,1023.333313,0.0007428114768,1023.333313,0.0007144965348,
1022.666626,0.0003429691424,1022.666626,0.002924220404,1022.666626,-0.0001469556591,1022.666626,0.0008158632554,1022.666626,0.0007480235072,
1022,0.0003648865386,1022,0.002963521983,1022,-0.0001897027105,1022,0.0008047114825,1022,0.0007554396871,
1021.333313,0.0003627102997,1021.333313,0.002997561824,1021.333313,-0.0001914621826,1021.333313,0.0008398015634,1021.333313,0.000761715055,
1020.666626,0.0003667000856,1020.666626,0.003011324443,1020.666626,-0.000167139413,1020.666626,0.0008323320653,1020.666626,0.0007929894491,
1020,0.0003841623256,1020,0.003063824726,1020,-0.0001887194667,1020,0.0008249404491,1020,0.000831735495,
1019.333313,0.0003312336921,1019.333313,0.003059366951,1019.333313,-0.0002037782979,1019.333313,0.0008059822139,1019.333313,0.0008011585451,
1018.666626,0.0003522955521,1018.666626,0.003075060667,1018.666626,-0.0001708655473,1018.666626,0.0007820717292,1018.666626,0.0008309055702,
1018,0.0003848100314,1018,0.003130671335,1018,-0.0001921349176,1018,0.0008541184943,1018,0.0008490867913,
1017.333313,0.0003277882643,1017.333313,0.003142091678,1017.333313,-0.0001859767362,1017.333313,0.0008202202735,1017.333313,0.0008649343508,
1016.666626,0.000357269746,1016.666626,0.003202170134,1016.666626,-0.0001650175836,1016.666626,0.0008312686696,1016.666626,0.0009039980941,
1016,0.0003582283098,1016,0.003211166942,1016,-0.0001607221202,1016,0.0008236177382,1016,0.0008617440471,
1015.333313,0.0003932823311,1015.333313,0.003260405036,1015.333313,-0.000162792232,1015.333313,0.0008659978048,1015.333313,0.0009430134669,
