t=1hr FeCl3 0 uM,,t=1hr FeCl3 5 uM,,t=1hr FeCl3 20 uM,,t=1hr FeCl3 50 uM,,t=1hr FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
532.666687,0.5382715464,532.666687,0.4218688905,532.666687,0.2152154595,532.666687,0.1033078581,532.666687,0.053693939,
532,0.545963347,532,0.428842932,532,0.2192979306,532,0.1045674682,532,0.05398707837,
531.333313,0.5534318089,531.333313,0.4356910288,531.333313,0.2233283967,531.333313,0.105878666,531.333313,0.05423865467,
530.666687,0.5609205961,530.666687,0.4425361156,530.666687,0.2274241447,530.666687,0.1072544381,530.666687,0.05464109406,
530,0.5681780577,530,0.4491927326,530,0.2315609902,530,0.1086816564,530,0.05493798852,
529.333313,0.5754359961,529.333313,0.4559101164,529.333313,0.2356808931,529.333313,0.1100474447,529.333313,0.05524649471,
528.666687,0.5826446414,528.666687,0.4626421928,528.666687,0.2398862541,528.666687,0.1114972383,528.666687,0.05562997982,
528,0.5897682309,528,0.4691246748,528,0.2439565212,528,0.1129391268,528,0.0560634844,
527.333313,0.5968863964,527.333313,0.4757575691,527.333313,0.2481912822,527.333313,0.1145274267,527.333313,0.05657296628,
526.666687,0.6036363244,526.666687,0.481973201,526.666687,0.2521699369,526.666687,0.1159768254,526.666687,0.05694475397,
526,0.6105780005,526,0.4883848429,526,0.2562725842,526,0.1174699962,526,0.05737354979,
525.333313,0.617323637,525.333313,0.4946455359,525.333313,0.2602246404,525.333313,0.1189847887,525.333313,0.0577759482,
524.666687,0.6240298152,524.666687,0.5008875132,524.666687,0.2643634975,524.666687,0.1205584258,524.666687,0.05816702917,
524,0.6307959557,524,0.5070840716,524,0.2685239911,524,0.1221842468,524,0.05874009058,
523.333313,0.6373079419,523.333313,0.5131109953,523.333313,0.2725002468,523.333313,0.1237304062,523.333313,0.05914544687,
522.666687,0.6439695954,522.666687,0.5192012191,522.666687,0.276559025,522.666687,0.1252444088,522.666687,0.05965006351,
522,0.6505753994,522,0.5253733993,522,0.2806446552,522,0.1269789189,522,0.06018422917,
521.333313,0.6570430994,521.333313,0.5314711332,521.333313,0.2846931219,521.333313,0.1286562979,521.333313,0.06078571081,
520.666687,0.6633794904,520.666687,0.53723979,520.666687,0.2887316048,520.666687,0.1302920878,520.666687,0.06128353626,
520,0.6695764661,520,0.5430568457,520,0.2925597429,520,0.1319711208,520,0.06174874678,
519.333313,0.67583251,519.333313,0.5489186049,519.333313,0.2967690527,519.333313,0.1337403059,519.333313,0.06242791936,
518.666687,0.6820342541,518.666687,0.5548047423,518.666687,0.3007585406,518.666687,0.1355122626,518.666687,0.06307720393,
518,0.6880348921,518,0.5603483319,518,0.3046102524,518,0.1371434331,518,0.06359834224,
517.333313,0.6940792203,517.333313,0.5660495162,517.333313,0.3086766005,517.333313,0.1390032321,517.333313,0.06429821998,
516.666687,0.6999366283,516.666687,0.5716569424,516.666687,0.3125334978,516.666687,0.1408062875,516.666687,0.06495812535,
516,0.7057968378,516,0.5772567987,516,0.3165895343,516,0.1425909549,516,0.06567591429,
515.333313,0.711473763,515.333313,0.5828849077,515.333313,0.3205180466,515.333313,0.1445004791,515.333313,0.06638575345,
514.666687,0.7170765996,514.666687,0.5881950855,514.666687,0.3245370686,514.666687,0.1462862045,514.666687,0.06719779223,
514,0.7225555778,514,0.5936259627,514,0.328643322,514,0.1482347846,514,0.06789451092,
513.333313,0.7277881503,513.333313,0.5988073349,513.333313,0.3325890005,513.333313,0.1500186622,513.333313,0.06855159998,
512.666687,0.7331907749,512.666687,0.6041045785,512.666687,0.3364261985,512.666687,0.1519403756,512.666687,0.06938374043,
512,0.7383631468,512,0.6092715263,512,0.3403948545,512,0.1539251357,512,0.07025419921,
511.3333435,0.7433809638,511.3333435,0.6143608093,511.3333435,0.3442236185,511.3333435,0.1558689922,511.3333435,0.07106152922,
510.666687,0.7481495738,510.666687,0.6193228364,510.666687,0.3480266631,510.666687,0.1577997804,510.666687,0.07190325856,
510,0.7528100014,510,0.6242663264,510,0.3518546522,510,0.1598860323,510,0.07277208567,
509.3333435,0.7572975755,509.3333435,0.629073441,509.3333435,0.355712384,509.3333435,0.1618258655,509.3333435,0.07358951122,
508.666687,0.7617516518,508.666687,0.633805871,508.666687,0.3594783247,508.666687,0.1638917178,508.666687,0.07455339283,
508,0.7657900453,508,0.6383794546,508,0.3632174432,508,0.1658562273,508,0.07544719428,
507.3333435,0.7696848512,507.3333435,0.642760694,507.3333435,0.3668737411,507.3333435,0.1680219173,507.3333435,0.07632339746,
506.666687,0.7735564113,506.666687,0.6472190022,506.666687,0.3706068397,506.666687,0.1701680124,506.666687,0.07729303092,
506,0.7771592736,506,0.6514678001,506,0.3742945492,506,0.1723576337,506,0.07827816159,
505.3333435,0.7804974318,505.3333435,0.6556063294,505.3333435,0.377997756,505.3333435,0.1744398177,505.3333435,0.07933992147,
504.666687,0.7837868333,504.666687,0.6596521735,504.666687,0.3816679716,504.666687,0.1766353101,504.666687,0.08040581644,
504,0.786742866,504,0.6635668278,504,0.385186255,504,0.1788442284,504,0.08137846738,
503.3333435,0.789516151,503.3333435,0.6672112942,503.3333435,0.3887723386,503.3333435,0.1809880137,503.3333435,0.082430318,
502.666687,0.7921099067,502.666687,0.6709362268,502.666687,0.3923380971,502.666687,0.1832081527,502.666687,0.08354514837,
502,0.7944818735,502,0.6744378805,502,0.3958540857,502,0.1854711175,502,0.08461166918,
501.3333435,0.7967582345,501.3333435,0.6778334379,501.3333435,0.3992940485,501.3333435,0.187735334,501.3333435,0.08577135205,
500.666687,0.7988516688,500.666687,0.6811181307,500.666687,0.4027400613,500.666687,0.1901589781,500.666687,0.08695042878,
500,0.8006048799,500,0.6841880679,500,0.4060982764,500,0.192452535,500,0.08804875612,
499.3333435,0.802206099,499.3333435,0.6871185303,499.3333435,0.4094136059,499.3333435,0.1947672814,499.3333435,0.08921343833,
498.666687,0.8036813736,498.666687,0.6899089813,498.666687,0.4127622843,498.666687,0.1971115023,498.666687,0.09046990424,
498,0.8049881458,498,0.6926541328,498,0.4160067141,498,0.1993992031,498,0.09159699082,
497.3333435,0.8059685826,497.3333435,0.6951346397,497.3333435,0.4191196561,497.3333435,0.2018030286,497.3333435,0.09281175584,
496.666687,0.8068425655,496.666687,0.6975039244,496.666687,0.4222524166,496.666687,0.2041357607,496.666687,0.09399113059,
496,0.8076188564,496,0.6998040676,496,0.4253454804,496,0.2066678703,496,0.09529987723,
495.3333435,0.8082206249,495.3333435,0.7019996643,495.3333435,0.4285028279,495.3333435,0.2090573758,495.3333435,0.09662985057,
494.666687,0.8086546659,494.666687,0.7039387226,494.666687,0.4314447939,494.666687,0.2114589959,494.666687,0.0978897959,
494,0.8088963628,494,0.7059059143,494,0.4343452156,494,0.2139258683,494,0.09921504557,
493.3333435,0.8089836836,493.3333435,0.7076570988,493.3333435,0.4372734129,493.3333435,0.2165190279,493.3333435,0.1005196497,
492.666687,0.8088517189,492.666687,0.7091209888,492.666687,0.4399907887,492.666687,0.2188578844,492.666687,0.1017767489,
492,0.8086573482,492,0.7106490135,492,0.4427560866,492,0.2214404941,492,0.1032024994,
491.3333435,0.8083146214,491.3333435,0.7120523453,491.3333435,0.4454466701,491.3333435,0.2238067091,491.3333435,0.1045957282,
490.666687,0.8077360988,490.666687,0.7132375836,490.666687,0.4480845034,490.666687,0.2264017761,490.666687,0.1059244201,
490,0.8071503043,490,0.7143833637,490,0.4506920576,490,0.228979513,490,0.1073116735,
489.3333435,0.8063878417,489.3333435,0.7153730392,489.3333435,0.4532112479,489.3333435,0.231352061,489.3333435,0.1086771339,
488.666687,0.8055720925,488.666687,0.7163226008,488.666687,0.4557707012,488.666687,0.2341201007,488.666687,0.1102147624,
488,0.8045394421,488,0.7170568109,488,0.4581670463,488,0.2365883589,488,0.1117102802,
487.3333435,0.8034383655,487.3333435,0.7177410126,487.3333435,0.4605041146,487.3333435,0.2391540855,487.3333435,0.1131006777,
486.666687,0.8021880984,486.666687,0.718282938,486.666687,0.4627634287,486.666687,0.2416496128,486.666687,0.1145607904,
486,0.8009831905,486,0.7187634706,486,0.465059787,486,0.2442281097,486,0.1161126643,
485.3333435,0.7993804216,485.3333435,0.7190466523,485.3333435,0.4672001898,485.3333435,0.2467510104,485.3333435,0.1175657809,
484.666687,0.7978448272,484.666687,0.7193151116,484.666687,0.469309181,484.666687,0.2492553741,484.666687,0.119050093,
484,0.7960643172,484,0.7193495631,484,0.4712725878,484,0.2516793311,484,0.1205628291,
483.3333435,0.794446528,483.3333435,0.7194960713,483.3333435,0.4732917845,483.3333435,0.2543027699,483.3333435,0.1221465915,
482.666687,0.7923766375,482.666687,0.7193437815,482.666687,0.4751926363,482.666687,0.2568150759,482.666687,0.1237844452,
482,0.7904381752,482,0.7192372084,482,0.4770282209,482,0.2593237758,482,0.1253353208,
481.3333435,0.7882677317,481.3333435,0.7189133167,481.3333435,0.4788295329,481.3333435,0.2618713081,481.3333435,0.126894623,
480.666687,0.7860887647,480.666687,0.7184839249,480.666687,0.4804969132,480.666687,0.2642433047,480.666687,0.1284505427,
480,0.7837761045,480,0.7179983258,480,0.4821605682,480,0.2667539716,480,0.1300707608,
479.3333435,0.7813482881,479.3333435,0.7174729109,479.3333435,0.4837994874,479.3333435,0.2691747248,479.3333435,0.131660372,
478.666687,0.7789823413,478.666687,0.7169253826,478.666687,0.4854682982,478.666687,0.2717904449,478.666687,0.1334103644,
478,0.7764151096,478,0.7161980271,478,0.4870439172,478,0.2743472159,478,0.1350000948,
477.3333435,0.7738001943,477.3333435,0.71544379,477.3333435,0.4885013402,477.3333435,0.2768614888,477.3333435,0.1366987228,
476.666687,0.770940721,476.666687,0.7144957185,476.666687,0.4899308681,476.666687,0.2792147398,476.666687,0.138316527,
476,0.7681121826,476,0.7135657072,476,0.4913209975,476,0.2817782462,476,0.1400414705,
475.3333435,0.7652313709,475.3333435,0.7125428915,475.3333435,0.4926713109,475.3333435,0.2842318118,475.3333435,0.1418009251,
474.666687,0.7622722387,474.666687,0.7113880515,474.666687,0.4939445257,474.666687,0.2866880894,474.666687,0.1435768902,
474,0.7591201663,474,0.7102002501,474,0.4951504171,474,0.2891021073,474,0.1452226043,
473.3333435,0.756033659,473.3333435,0.7089788318,473.3333435,0.4964077473,473.3333435,0.2915743589,473.3333435,0.1470223069,
472.666687,0.7526963353,472.666687,0.7075366378,472.666687,0.4975106716,472.666687,0.2940379977,472.666687,0.1487258375,
472,0.7494387627,472,0.7061883807,472,0.4986550212,472,0.2964476347,472,0.1504270881,
471.3333435,0.7459913492,471.3333435,0.7046270967,471.3333435,0.4996967912,471.3333435,0.2988117933,471.3333435,0.1521064639,
470.666687,0.7425644994,470.666687,0.7030579448,470.666687,0.5008062124,470.666687,0.3013731241,470.666687,0.1539377868,
470,0.7388803959,470,0.7014342546,470,0.5018073916,470,0.3037895262,470,0.155745998,
469.3333435,0.7351126075,469.3333435,0.6996453404,469.3333435,0.5027047992,469.3333435,0.3062381446,469.3333435,0.1575000137,
468.666687,0.7314720154,468.666687,0.6978507042,468.666687,0.5037021637,468.666687,0.3086904585,468.666687,0.1592768729,
468,0.7277016044,468,0.6959533095,468,0.5045042038,468,0.3111964166,468,0.1611905992,
467.3333435,0.7238401175,467.3333435,0.6940803528,467.3333435,0.5054101348,467.3333435,0.3134617805,467.3333435,0.1630178392,
466.666687,0.71989429,466.666687,0.6920220256,466.666687,0.5062445402,466.666687,0.3159406483,466.666687,0.1648878753,
466,0.71595186,466,0.6899753809,466,0.5069620609,466,0.3183698356,466,0.1667361408,
465.3333435,0.7118657231,465.3333435,0.6877470016,465.3333435,0.5076566935,465.3333435,0.3207971752,465.3333435,0.1685908735,
464.666687,0.7077897191,464.666687,0.6856638789,464.666687,0.5084472895,464.666687,0.3232220113,464.666687,0.1703990698,
464,0.7036545873,464,0.6833779812,464,0.508926332,464,0.3255839944,464,0.1723276079,
463.3333435,0.6993828416,463.3333435,0.6809584498,463.3333435,0.5094664693,463.3333435,0.3279031217,463.3333435,0.1742101461,
462.666687,0.6951384544,462.666687,0.6785616279,462.666687,0.5099776387,462.666687,0.3302061856,462.666687,0.1760398746,
462,0.690744102,462,0.6760635972,462,0.5103809237,462,0.3327348232,462,0.1780589223,
461.3333435,0.6865392327,461.3333435,0.6736341119,461.3333435,0.5108748674,461.3333435,0.3350926638,461.3333435,0.1799570471,
460.666687,0.6820821762,460.666687,0.6709737182,460.666687,0.5110987425,460.666687,0.3372452259,460.666687,0.1818156242,
460,0.6777196527,460,0.6682857871,460,0.5113890171,460,0.3394030035,460,0.1837998629,
459.3333435,0.6730858088,459.3333435,0.6654825807,459.3333435,0.5114454627,459.3333435,0.3414434493,459.3333435,0.1856529564,
458.666687,0.6685580015,458.666687,0.6627152562,458.666687,0.5116122365,458.666687,0.343403995,458.666687,0.1875873059,
458,0.6640272737,458,0.6598080397,458,0.5117502213,458,0.3454003334,458,0.1894807667,
457.3333435,0.6595072746,457.3333435,0.6569383144,457.3333435,0.5117229223,457.3333435,0.3474090695,457.3333435,0.1913846135,
456.666687,0.6547887921,456.666687,0.6538232565,456.666687,0.5115425587,456.666687,0.3492611051,456.666687,0.193386063,
456,0.6500406265,456,0.6507580876,456,0.5111222863,456,0.351026088,456,0.1952722371,
455.3333435,0.6453996301,455.3333435,0.6476162672,455.3333435,0.5108355284,455.3333435,0.3527103961,455.3333435,0.1972391158,
454.666687,0.6407130957,454.666687,0.6443687081,454.666687,0.5104606748,454.666687,0.3543019593,454.666687,0.1991900206,
454,0.6360576749,454,0.6412344575,454,0.5099213719,454,0.3559138179,454,0.2011145055,
453.3333435,0.6312818527,453.3333435,0.6378924847,453.3333435,0.509350121,453.3333435,0.3573345244,453.3333435,0.2029564679,
452.666687,0.6264155507,452.666687,0.6344583035,452.666687,0.50866431,452.666687,0.3587207794,452.666687,0.2047717273,
452,0.621676743,452,0.6310831308,452,0.5078587532,452,0.3600901067,452,0.2067104429,
451.3333435,0.6169120669,451.3333435,0.6275900006,451.3333435,0.507021606,451.3333435,0.3612889349,451.3333435,0.208556354,
450.666687,0.6120155454,450.666687,0.6240527034,450.666687,0.5061094165,450.666687,0.3623827994,450.666687,0.2103481591,
450,0.6071867943,450,0.6204880476,450,0.5050237775,450,0.363556087,450,0.2123231739,
449.3333435,0.602355063,449.3333435,0.6168469787,449.3333435,0.5039786696,449.3333435,0.3645859659,449.3333435,0.2142853439,
448.666687,0.5974672437,448.666687,0.6131788492,448.666687,0.5029191971,448.666687,0.3656095266,448.666687,0.2161916941,
448,0.5926870108,448,0.609570682,448,0.5016309619,448,0.3664434254,448,0.2179838121,
447.3333435,0.587838769,447.3333435,0.6058350205,447.3333435,0.5004835725,447.3333435,0.3674432039,447.3333435,0.2198918164,
446.666687,0.5829596519,446.666687,0.6020995378,446.666687,0.4991259873,446.666687,0.3682326972,446.666687,0.2216755003,
446,0.5781151652,446,0.5982325077,446,0.4977490902,446,0.3689308763,446,0.2235675901,
445.3333435,0.5732825398,445.3333435,0.5945087671,445.3333435,0.4963034391,445.3333435,0.369689554,445.3333435,0.2254584283,
444.666687,0.5684455633,444.666687,0.5906448364,444.666687,0.4948858023,444.666687,0.3704040945,444.666687,0.2272438705,
444,0.5636569262,444,0.5868795514,444,0.49346596,444,0.3710958362,444,0.2292898297,
443.3333435,0.5587700605,443.3333435,0.5829499364,443.3333435,0.4919575751,443.3333435,0.3716804087,443.3333435,0.2311334312,
442.666687,0.5539973378,442.666687,0.5790814161,442.666687,0.4904466569,442.666687,0.372318536,442.666687,0.2330055982,
442,0.5492276549,442,0.5752429366,442,0.4888827503,442,0.3729015589,442,0.234913975,
441.3333435,0.544449687,441.3333435,0.5713508129,441.3333435,0.4872973263,441.3333435,0.3733894527,441.3333435,0.2367432564,
440.666687,0.539930582,440.666687,0.5676237941,440.666687,0.4857595265,440.666687,0.374001056,440.666687,0.2386517078,
440,0.5351842046,440,0.5637410283,440,0.484215796,440,0.3745750785,440,0.2404862493,
439.3333435,0.530605793,439.3333435,0.5599661469,439.3333435,0.4826219976,439.3333435,0.3749729395,439.3333435,0.2423852831,
438.666687,0.5259116888,438.666687,0.5560619831,438.666687,0.480842948,438.666687,0.375405997,438.666687,0.2441563904,
438,0.5213682055,438,0.552266717,438,0.479322046,438,0.3758582771,438,0.2459523082,
437.3333435,0.5167788267,437.3333435,0.5483905673,437.3333435,0.4775663018,437.3333435,0.3762332201,437.3333435,0.2477845401,
436.666687,0.5122837424,436.666687,0.5445458293,436.666687,0.4758940339,436.666687,0.3766154945,436.666687,0.2496926934,
436,0.5076782703,436,0.5406317711,436,0.4741955698,436,0.3770288527,436,0.2514954805,
435.3333435,0.5030215979,435.3333435,0.5367342234,435.3333435,0.47231251,435.3333435,0.3772238493,435.3333435,0.2532023191,
434.666687,0.4986461699,434.666687,0.5329091549,434.666687,0.4707354009,434.666687,0.3774578273,434.666687,0.2548061311,
434,0.4943999648,434,0.5292437673,434,0.468927443,434,0.3777352273,434,0.2564385533,
433.3333435,0.4900923073,433.3333435,0.5255190134,433.3333435,0.4671969116,433.3333435,0.3780000508,433.3333435,0.2580834329,
432.666687,0.485791862,432.666687,0.5217264295,432.666687,0.4654331207,432.666687,0.3782482743,432.666687,0.259973228,
432,0.4814921618,432,0.5179689527,432,0.4635572433,432,0.3783547282,432,0.2615546882,
431.3333435,0.4772782922,431.3333435,0.5142572522,431.3333435,0.4617513716,431.3333435,0.3784372211,431.3333435,0.2631115019,
430.666687,0.472897619,430.666687,0.5102555752,430.666687,0.4596725702,430.666687,0.3782623112,430.666687,0.2644096315,
430,0.4686555266,430,0.5065848827,430,0.4578102231,430,0.3782778382,430,0.2659890652,
429.3333435,0.4644505084,429.3333435,0.5028040409,429.3333435,0.4557618201,429.3333435,0.3781654537,429.3333435,0.2675410807,
428.666687,0.4603712261,428.666687,0.4991821051,428.666687,0.4539963603,428.666687,0.3781680763,428.666687,0.2690525949,
428,0.456271559,428,0.4954011738,428,0.451883167,428,0.3779689372,428,0.2703681886,
427.3333435,0.4520992637,427.3333435,0.4916138351,427.3333435,0.4497783184,427.3333435,0.3774784803,427.3333435,0.2716263235,
426.666687,0.4478223324,426.666687,0.4877081215,426.666687,0.4475767314,426.666687,0.3772482872,426.666687,0.2730784714,
426,0.443775326,426,0.4839739203,426,0.445458442,426,0.3768810034,426,0.2744775116,
425.3333435,0.4397968054,425.3333435,0.480271697,425.3333435,0.4432984591,425.3333435,0.3764745295,425.3333435,0.2758973837,
424.666687,0.4356554151,424.666687,0.4763718545,424.666687,0.4408993125,424.666687,0.3758148849,424.666687,0.2770147622,
424,0.431504637,424,0.4725628793,424,0.438631326,424,0.3753078878,424,0.2783361673,
423.3333435,0.4275323153,423.3333435,0.4688211083,423.3333435,0.4363004267,423.3333435,0.3747574091,423.3333435,0.2795778513,
422.666687,0.4235029221,422.666687,0.4649652243,422.666687,0.4338958263,422.666687,0.3740178943,422.666687,0.2808465064,
422,0.4193466306,422,0.4610087276,422,0.4313626289,422,0.3731988072,422,0.2820158899,
421.3333435,0.415346384,421.3333435,0.4572093189,421.3333435,0.428932786,421.3333435,0.3723976016,421.3333435,0.2833146751,
420.666687,0.4115214944,420.666687,0.4535859823,420.666687,0.4265742004,420.666687,0.3717284501,420.666687,0.2846040726,
420,0.4074589908,420,0.4497113228,420,0.4239901602,420,0.3708551228,420,0.2858234644,
419.3333435,0.4036304355,419.3333435,0.4459171891,419.3333435,0.4215607643,419.3333435,0.3699537516,419.3333435,0.2870482802,
418.666687,0.3998158872,418.666687,0.4422069192,418.666687,0.4190026224,418.666687,0.3691424727,418.666687,0.2885368764,
418,0.3959143758,418,0.4384275377,418,0.4165029526,418,0.3681476712,418,0.2897022665,
417.3333435,0.3921717703,417.3333435,0.4347303212,417.3333435,0.4139821827,417.3333435,0.367326349,417.3333435,0.2910829186,
416.666687,0.3882923126,416.666687,0.4309029579,416.666687,0.4113230705,416.666687,0.3663722575,416.666687,0.2924887538,
416,0.3845975399,416,0.4271416962,416,0.4087423086,416,0.3654410243,416,0.2939987183,
415.3333435,0.3808265924,415.3333435,0.4234873354,415.3333435,0.4061906338,415.3333435,0.3644779027,415.3333435,0.2953863144,
414.666687,0.377351433,414.666687,0.4199357331,414.666687,0.4037433863,414.666687,0.3637280464,414.666687,0.2968867421,
414,0.3738195896,414,0.4164169729,414,0.401324898,414,0.3628000319,414,0.2985247374,
413.3333435,0.3702456057,413.3333435,0.4127558768,413.3333435,0.3986896574,413.3333435,0.3619077504,413.3333435,0.3001034856,
412.666687,0.3667154312,412.666687,0.4091908634,412.666687,0.3961451948,412.666687,0.360955745,412.666687,0.3016422093,
412,0.3633394539,412,0.405808419,412,0.393704474,412,0.3601644039,412,0.3036762476,
411.3333435,0.3599890769,411.3333435,0.4022400975,411.3333435,0.3912470043,411.3333435,0.3592958748,411.3333435,0.3052592278,
410.666687,0.3567507267,410.666687,0.3988941014,410.666687,0.3888173699,410.666687,0.3585261703,410.666687,0.3071081042,
410,0.3535054326,410,0.3955478966,410,0.3865559995,410,0.3579285443,410,0.3090186417,
409.3333435,0.3502624631,409.3333435,0.3921973407,409.3333435,0.3840199411,409.3333435,0.3571669459,409.3333435,0.3110018075,
408.666687,0.3470291495,408.666687,0.3888556361,408.666687,0.381637454,408.666687,0.356400162,408.666687,0.3131038845,
408,0.3439225256,408,0.3854900897,408,0.3792788386,408,0.3556203246,408,0.3149652779,
407.3333435,0.3410154283,407.3333435,0.3824778795,407.3333435,0.3770228922,407.3333435,0.3550672531,407.3333435,0.3171720803,
406.666687,0.3381403983,406.666687,0.3794149458,406.666687,0.374874264,406.666687,0.3546117842,406.666687,0.319483459,
406,0.3348912001,406,0.3761520386,406,0.372494936,406,0.3538641036,406,0.3215143979,
405.3333435,0.3319197893,405.3333435,0.372956723,405.3333435,0.3701787591,405.3333435,0.3532022536,405.3333435,0.3237855732,
404.666687,0.3289488852,404.666687,0.3698166013,404.666687,0.3678206801,404.666687,0.3526456952,404.666687,0.3261864185,
404,0.3257550597,404,0.3668082952,404,0.3657132089,404,0.3521497846,404,0.3284374177,
403.3333435,0.3226241767,403.3333435,0.3637631238,403.3333435,0.3634026945,403.3333435,0.3514983356,403.3333435,0.3307934403,
402.666687,0.3195922673,402.666687,0.3605746031,402.666687,0.3610528111,402.666687,0.3509760797,402.666687,0.3332007527,
402,0.3167020977,402,0.3575005829,402,0.3588707149,402,0.3504279256,402,0.3358720839,
401.3333435,0.3138360977,401.3333435,0.3545103073,401.3333435,0.3566617966,401.3333435,0.3499746919,401.3333435,0.3385978639,
400.666687,0.3107866645,400.666687,0.3514238894,400.666687,0.3542995453,400.666687,0.3492653966,400.666687,0.3409048617,
400,0.3078200519,400,0.3482778668,400,0.3520334661,400,0.3487245739,400,0.3434812427,
399.3333435,0.3048807979,399.3333435,0.3454060256,399.3333435,0.3499146998,399.3333435,0.3482609987,399.3333435,0.3462105989,
398.666687,0.3018051684,398.666687,0.3421643972,398.666687,0.3475776017,398.666687,0.3476551771,398.666687,0.3486889005,
398,0.2988933921,398,0.3390488625,398,0.3452788889,398,0.3470436335,398,0.3511997461,
397.3333435,0.2958100438,397.3333435,0.3359095752,397.3333435,0.3429263234,397.3333435,0.3463481963,397.3333435,0.3537141383,
396.666687,0.2926450372,396.666687,0.3326643109,396.666687,0.3405522704,396.666687,0.3456991613,396.666687,0.356302768,
396,0.2895918787,396,0.3297238648,396,0.3383422494,396,0.3451414704,396,0.359051764,
395.3333435,0.286760658,395.3333435,0.3263156712,395.3333435,0.3361474574,395.3333435,0.3446152508,395.3333435,0.3618614376,
394.666687,0.2836139798,394.666687,0.322930336,394.666687,0.3338282406,394.666687,0.3439928591,394.666687,0.3645746708,
394,0.2805400491,394,0.3198099434,394,0.3316226304,394,0.343408227,394,0.3673559427,
393.3333435,0.2775242329,393.3333435,0.3166682422,393.3333435,0.3292965591,393.3333435,0.3428055048,393.3333435,0.3700243831,
392.666687,0.2743651569,392.666687,0.3135121167,392.666687,0.3268691599,392.666687,0.3422843218,392.666687,0.3729286194,
392,0.2715451419,392,0.3104902208,392,0.3245439529,392,0.3418120444,392,0.3758974671,
391.3333435,0.2683520317,391.3333435,0.3074276447,391.3333435,0.3223829865,391.3333435,0.3414513767,391.3333435,0.3790104985,
390.666687,0.2654031813,390.666687,0.3042514324,390.666687,0.3201804757,390.666687,0.3409668803,390.666687,0.3819761276,
390,0.2623991072,390,0.3012507558,390,0.318146199,390,0.3406067193,390,0.3851309419,
389.3333435,0.2594251931,389.3333435,0.2981676459,389.3333435,0.3160267472,389.3333435,0.3402465582,389.3333435,0.3883475661,
388.666687,0.2565600276,388.666687,0.2953675091,388.666687,0.3141749799,388.666687,0.3401040435,388.666687,0.3917208314,
388,0.2537491024,388,0.2924678922,388,0.3122413158,388,0.3398383856,388,0.3951408863,
387.3333435,0.2508954108,387.3333435,0.2897732556,387.3333435,0.3103720248,387.3333435,0.3398862481,387.3333435,0.39870134,
386.666687,0.2481667548,386.666687,0.286950171,386.666687,0.3085399866,386.666687,0.339848876,386.666687,0.4022102356,
386,0.2455113977,386,0.2842549086,386,0.3067872822,386,0.3397714496,386,0.405834645,
385.3333435,0.2427735627,385.3333435,0.2815974057,385.3333435,0.3051637411,385.3333435,0.3398730755,385.3333435,0.4096830487,
384.6666565,0.2402679771,384.6666565,0.2790673971,384.6666565,0.3035639822,384.6666565,0.3399727941,384.6666565,0.4135009944,
384,0.2377742529,384,0.2765221596,384,0.3020548522,384,0.3402279615,384,0.4172873795,
383.3333435,0.2354100049,383.3333435,0.2741639316,383.3333435,0.3005487323,383.3333435,0.3405156136,383.3333435,0.4214757383,
382.6666565,0.2328603864,382.6666565,0.2715029418,382.6666565,0.2989982963,382.6666565,0.3406606019,382.6666565,0.4254035056,
382,0.2304596901,382,0.2691943049,382,0.2974923253,382,0.3411536515,382,0.4297671616,
381.3333435,0.2280793488,381.3333435,0.2668595612,381.3333435,0.2960758805,381.3333435,0.3415079117,381.3333435,0.4339588583,
380.6666565,0.2259299606,380.6666565,0.2647592425,380.6666565,0.2947974801,380.6666565,0.3420785666,380.6666565,0.438367635,
380,0.2237873822,380,0.2625431716,380,0.2934264243,380,0.3424265981,380,0.4425936341,
379.3333435,0.2217494249,379.3333435,0.260502845,379.3333435,0.2922396958,379.3333435,0.3429690897,379.3333435,0.4471409917,
378.6666565,0.2196612358,378.6666565,0.2584228814,378.6666565,0.2908497155,378.6666565,0.3433729708,378.6666565,0.4514277875,
378,0.2176438719,378,0.2563958466,378,0.289514482,378,0.3438220918,378,0.4558998048,
377.3333435,0.215817064,377.3333435,0.2547051907,377.3333435,0.2886581719,377.3333435,0.3445706069,377.3333435,0.4606072009,
376.6666565,0.2141170949,376.6666565,0.2529856265,376.6666565,0.2875185609,376.6666565,0.3451734185,376.6666565,0.4652204514,
376,0.2124835104,376,0.2512486577,376,0.2864496112,376,0.3458104134,376,0.4697775543,
375.3333435,0.2108135968,375.3333435,0.2496100962,375.3333435,0.2853306532,375.3333435,0.3463187218,375.3333435,0.4744636416,
374.6666565,0.2091633677,374.6666565,0.2479261309,374.6666565,0.2842968404,374.6666565,0.3468306959,374.6666565,0.4790279269,
374,0.2078285962,374,0.2465416193,374,0.2832567692,374,0.3473246098,374,0.4835381508,
373.3333435,0.2062477469,373.3333435,0.2450725585,373.3333435,0.2822776735,373.3333435,0.3478021026,373.3333435,0.4881470799,
372.6666565,0.204992786,372.6666565,0.2437821329,372.6666565,0.2813147306,372.6666565,0.3483970463,372.6666565,0.4926488698,
372,0.2036839128,372,0.2423429936,372,0.2803369164,372,0.3490538001,372,0.4974565506,
