t=1hr FeCl3 0 uM,,t=1hr FeCl3 5 uM,,t=1hr FeCl3 20 uM,,t=1hr FeCl3 50 uM,,t=1hr FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1123.333374,-0.0004421143094,1123.333374,0.02128204703,1123.333374,0.1091333106,1123.333374,0.1640050262,1123.333374,0.1718361527,
1122.666626,-0.0004815743014,1122.666626,0.02120794356,1122.666626,0.1091456637,1122.666626,0.164037466,1122.666626,0.1717877537,
1122,-0.0004977606586,1122,0.0211834535,1122,0.1092392579,1122,0.1642338187,1122,0.1718831509,
1121.333374,-0.0004696280812,1121.333374,0.02125323005,1121.333374,0.1092079654,1121.333374,0.1641715169,1121.333374,0.1717526168,
1120.666626,-0.0005749607808,1120.666626,0.02115374804,1120.666626,0.1091490537,1120.666626,0.1640755683,1120.666626,0.1715852618,
1120,-0.000548798067,1120,0.02118416131,1120,0.1090484187,1120,0.1640353799,1120,0.1715013534,
1119.333374,-0.0006052062381,1119.333374,0.02114888281,1119.333374,0.1090321839,1119.333374,0.1639445275,1119.333374,0.1713322848,
1118.666626,-0.0005264602369,1118.666626,0.02126067877,1118.666626,0.1092127636,1118.666626,0.164176926,1118.666626,0.1714972407,
1118,-0.0006281086826,1118,0.02113996819,1118,0.1090841889,1118,0.1639921516,1118,0.171343118,
1117.333374,-0.0006130128168,1117.333374,0.02120495401,1117.333374,0.1090746447,1117.333374,0.164024055,1117.333374,0.1711871028,
1116.666626,-0.0005589324282,1116.666626,0.02127168886,1116.666626,0.1092022434,1116.666626,0.164132759,1116.666626,0.1712649316,
1116,-0.0005430585588,1116,0.02122471482,1116,0.1091423631,1116,0.164078325,1116,0.1711262614,
1115.333374,-0.0005104300799,1115.333374,0.02130175754,1115.333374,0.1091803387,1115.333374,0.1641287953,1115.333374,0.1711282134,
1114.666626,-0.0006649671122,1114.666626,0.021160895,1114.666626,0.109089084,1114.666626,0.1640250832,1114.666626,0.1710086465,
1114,-0.0005170490476,1114,0.02128724009,1114,0.1091275886,1114,0.1641180962,1114,0.1709399968,
1113.333374,-0.0005268221721,1113.333374,0.02124246582,1113.333374,0.1091339141,1113.333374,0.164108023,1113.333374,0.1708472669,
1112.666626,-0.0004813674605,1112.666626,0.02136763744,1112.666626,0.1092047766,1112.666626,0.1641747653,1112.666626,0.1708769649,
1112,-0.0005370088038,1112,0.02134634741,1112,0.1091463938,1112,0.1641569734,1112,0.1707906425,
1111.333374,-0.0004816260189,1111.333374,0.02135148644,1111.333374,0.109155342,1111.333374,0.164167583,1111.333374,0.1707255542,
1110.666626,-0.0004458898038,1110.666626,0.02139374241,1110.666626,0.1092334986,1110.666626,0.1641912013,1110.666626,0.1706820279,
1110,-0.0004627497983,1110,0.02137601189,1110,0.1092123985,1110,0.1641599238,1110,0.1706284285,
1109.333374,-0.0004295980616,1109.333374,0.02147560008,1109.333374,0.1092365608,1109.333374,0.1642225981,1109.333374,0.1705692559,
1108.666626,-0.0004205468576,1108.666626,0.02144622803,1108.666626,0.1092009097,1108.666626,0.1641942561,1108.666626,0.1705375165,
1108,-0.0003882194869,1108,0.02148087695,1108,0.1092618331,1108,0.1642485857,1108,0.1704757661,
1107.333374,-0.00039820245,1107.333374,0.02152548544,1107.333374,0.109256506,1107.333374,0.1642543375,1107.333374,0.1704296172,
1106.666626,-0.0004411833652,1106.666626,0.0214703232,1106.666626,0.1092209145,1106.666626,0.1641720831,1106.666626,0.1703034341,
1106,-0.0003766327864,1106,0.02150921896,1106,0.1092595011,1106,0.1642628759,1106,0.1702741981,
1105.333374,-0.0004106678534,1105.333374,0.02159556001,1105.333374,0.1092451513,1105.333374,0.1642387658,1105.333374,0.1702200323,
1104.666626,-0.0004266499891,1104.666626,0.02155578882,1104.666626,0.1092584655,1104.666626,0.164257586,1104.666626,0.1701566726,
1104,-0.0004176504153,1104,0.02160600759,1104,0.1092309728,1104,0.1642881185,1104,0.1701254547,
1103.333374,-0.0003588900436,1103.333374,0.02169517241,1103.333374,0.1092397943,1103.333374,0.1644189209,1103.333374,0.1699841917,
1102.666626,-0.0004746962222,1102.666626,0.02146874554,1102.666626,0.1092671603,1102.666626,0.1640841514,1102.666626,0.1698509008,
1102,-0.0002423285914,1102,0.02157279104,1102,0.1091813371,1102,0.164209187,1102,0.1698781848,
1101.333374,-0.0003630800929,1101.333374,0.02159153484,1101.333374,0.1092114672,1101.333374,0.1642384678,1101.333374,0.1698172241,
1100.666626,-0.0003324556455,1100.666626,0.02165373042,1100.666626,0.1092674583,1100.666626,0.1642866731,1100.666626,0.1697975397,
1100,-0.0003497338912,1100,0.02162282169,1100,0.1092246473,1100,0.1642197669,1100,0.1696782708,
1099.333374,-0.0003213847813,1099.333374,0.02164970338,1099.333374,0.1092037782,1099.333374,0.1642187834,1099.333374,0.1696365327,
1098.666626,-0.0003640629293,1098.666626,0.02163688838,1098.666626,0.1091946885,1098.666626,0.1642332524,1098.666626,0.1696528345,
1098,-0.0003309036547,1098,0.02157156542,1098,0.1091822088,1098,0.1641786993,1098,0.1693812907,
1097.333374,-0.0003928747901,1097.333374,0.0215508379,1097.333374,0.1091728508,1097.333374,0.1640974432,1097.333374,0.1692686677,
1096.666626,-0.0003228850546,1096.666626,0.0216405075,1096.666626,0.1092111319,1096.666626,0.164166674,1096.666626,0.1692935824,
1096,-0.0003498890728,1096,0.02169876359,1096,0.1091839373,1096,0.1641442478,1096,0.1691747606,
1095.333374,-0.0002665953944,1095.333374,0.02163158357,1095.333374,0.1090984717,1095.333374,0.1641129255,1095.333374,0.1691111028,
1094.666626,-0.0003340593248,1094.666626,0.0216061715,1094.666626,0.109126389,1094.666626,0.1641081721,1094.666626,0.1690362841,
1094,-0.0002740459167,1094,0.02165506408,1094,0.1091313139,1094,0.1640927196,1094,0.1689940393,
1093.333374,-0.000301880762,1093.333374,0.02168055996,1093.333374,0.1091348752,1093.333374,0.1641379744,1093.333374,0.1689902246,
1092.666626,-0.0002729593834,1092.666626,0.02167865448,1092.666626,0.1090932786,1092.666626,0.1641007215,1092.666626,0.1688182801,
1092,-0.0002933442593,1092,0.02168213762,1092,0.1091180071,1092,0.1640984267,1092,0.1687867045,
1091.333374,-0.0002530910133,1091.333374,0.02170515992,1091.333374,0.1091150418,1091.333374,0.1640751213,1091.333374,0.1686672866,
1090.666626,-0.0002707863459,1090.666626,0.02167966217,1090.666626,0.1090481877,1090.666626,0.1640448272,1090.666626,0.1686314046,
1090,-0.0002598173742,1090,0.02168110386,1090,0.1090601981,1090,0.1640077084,1090,0.1685195863,
1089.333374,-0.0002551089274,1089.333374,0.0217759721,1089.333374,0.109068118,1089.333374,0.1640016288,1089.333374,0.1684814692,
1088.666626,-0.0002647844958,1088.666626,0.02174540795,1088.666626,0.1090288907,1088.666626,0.1639984548,1088.666626,0.1684001386,
1088,-0.0002809789439,1088,0.02173313498,1088,0.1089856699,1088,0.1639831215,1088,0.1682781577,
1087.333374,-0.000273890706,1087.333374,0.02171419375,1087.333374,0.1089579538,1087.333374,0.1638910621,1087.333374,0.1681751311,
1086.666626,-0.0002883774578,1086.666626,0.02181551978,1086.666626,0.1089542657,1086.666626,0.1638676971,1086.666626,0.1680768877,
1086,-0.0002490551269,1086,0.02175923437,1086,0.1089616194,1086,0.1638717353,1086,0.1680407077,
1085.333374,-0.0002245803626,1085.333374,0.0217988342,1085.333374,0.1089431196,1085.333374,0.1638541073,1085.333374,0.167962119,
1084.666626,-0.0002759602794,1084.666626,0.02172622271,1084.666626,0.1088475585,1084.666626,0.1637452543,1084.666626,0.1678034961,
1084,-0.0002341013605,1084,0.02181034908,1084,0.1088903323,1084,0.1637368351,1084,0.1676957458,
1083.333374,-0.000304415822,1083.333374,0.02175621316,1083.333374,0.1087959036,1083.333374,0.1636510938,1083.333374,0.1676570475,
1082.666626,-0.0001935838955,1082.666626,0.02180958726,1082.666626,0.1088632196,1082.666626,0.1636766791,1082.666626,0.1676097214,
1082,-0.0002760119969,1082,0.02177583613,1082,0.1087597236,1082,0.1636077166,1082,0.1674873829,
1081.333374,-0.0002606969792,1081.333374,0.02174589783,1081.333374,0.1087674052,1081.333374,0.1635134667,1081.333374,0.1673662066,
1080.666626,-0.0002814445761,1080.666626,0.02174962685,1080.666626,0.1087090895,1080.666626,0.1634957045,1080.666626,0.1672630459,
1080,-0.0003020877193,1080,0.02171656117,1080,0.1086546257,1080,0.1634299755,1080,0.1671338826,
1079.333374,-0.0002206477075,1079.333374,0.02178432792,1079.333374,0.1086826548,1079.333374,0.1634428352,1079.333374,0.16710639,
1078.666626,-0.0003106240474,1078.666626,0.02175787278,1078.666626,0.1086192578,1078.666626,0.1633252501,1078.666626,0.1669789553,
1078,-0.000271148514,1078,0.02173805982,1078,0.1086241752,1078,0.1633480191,1078,0.1668876708,
1077.333374,-0.0002361711231,1077.333374,0.02181004919,1077.333374,0.1086134091,1077.333374,0.1633380651,1077.333374,0.1668296307,
1076.666626,-0.0003014668764,1076.666626,0.02172175981,1076.666626,0.108515054,1076.666626,0.1632263213,1076.666626,0.1667247415,
1076,-0.0002905504371,1076,0.02175479755,1076,0.1085174531,1076,0.1631987393,1076,0.1666482836,
1075.333374,-0.0002809271973,1075.333374,0.02173218317,1075.333374,0.1084702909,1075.333374,0.1631150991,1075.333374,0.1665044278,
1074.666626,-0.0003137281456,1074.666626,0.02172812819,1074.666626,0.1084543094,1074.666626,0.1630943418,1074.666626,0.1664215624,
1074,-0.0003629766288,1074,0.02169789374,1074,0.1083666608,1074,0.1629849523,1074,0.1663092524,
1073.333374,-0.0002632840187,1073.333374,0.02178511769,1073.333374,0.1083777249,1073.333374,0.1630300879,1073.333374,0.1662807316,
1072.666626,-0.0002873427002,1072.666626,0.02177548222,1072.666626,0.1083779559,1072.666626,0.1629276872,1072.666626,0.1661445498,
1072,-0.0003379392438,1072,0.02176759019,1072,0.1082700938,1072,0.1628197432,1072,0.1660213768,
1071.333374,-0.0002273228456,1071.333374,0.02185681462,1071.333374,0.1083418801,1071.333374,0.1628989577,1071.333374,0.1660252512,
1070.666626,-0.0003106240474,1070.666626,0.02181089297,1070.666626,0.1082250923,1070.666626,0.1627682298,1070.666626,0.1658408344,
1070,-0.0003088650701,1070,0.02175338194,1070,0.1081791967,1070,0.1627298594,1070,0.1657613516,
1069.333374,-0.0002651984105,1069.333374,0.0217976924,1069.333374,0.1081595048,1069.333374,0.1626615971,1069.333374,0.165675208,
1068.666626,-0.0002895156795,1068.666626,0.0217383597,1068.666626,0.1081678346,1068.666626,0.1626128107,1068.666626,0.165571779,
1068,-0.0002559885324,1068,0.02187303826,1068,0.1081547514,1068,0.1625483334,1068,0.1655014008,
1067.333374,-0.0002438291267,1067.333374,0.02180444263,1067.333374,0.1081230789,1067.333374,0.1625004709,1067.333374,0.1654174775,
1066.666626,-0.000281341112,1066.666626,0.02182831429,1066.666626,0.1080984697,1066.666626,0.1624891311,1066.666626,0.1653143167,
1066,-0.0002706311061,1066,0.02186702192,1066,0.1079618037,1066,0.1624046564,1066,0.1652089208,
1065.333374,-0.0002343083324,1065.333374,0.02185512707,1065.333374,0.1079919413,1065.333374,0.1623993218,1065.333374,0.1651696563,
1064.666626,-0.0002832036698,1064.666626,0.02184415609,1064.666626,0.1079303399,1064.666626,0.1623272449,1064.666626,0.1650574058,
1064,-0.0002464162826,1064,0.0218564868,1064,0.1078673154,1064,0.1622537076,1064,0.1649774164,
1063.333374,-0.0002766328689,1063.333374,0.02188256755,1063.333374,0.1078392416,1063.333374,0.1621488929,1063.333374,0.1648171246,
1062.666626,-0.0002542810689,1062.666626,0.02188801207,1062.666626,0.1078225523,1062.666626,0.1621478796,1062.666626,0.1647206545,
1062,-0.0002908608585,1062,0.0218365062,1062,0.1077666134,1062,0.1620274484,1062,0.1646082997,
1061.333374,-0.0002746667888,1061.333374,0.02186138742,1061.333374,0.1076877639,1061.333374,0.1619694531,1061.333374,0.164561674,
1060.666626,-0.0003010529908,1060.666626,0.02185439132,1060.666626,0.1076753885,1060.666626,0.1619099528,1060.666626,0.164429009,
1060,-0.0002676819568,1060,0.02190995589,1060,0.1076362506,1060,0.1618494987,1060,0.164315775,
1059.333374,-0.0003331281478,1059.333374,0.02184981853,1059.333374,0.1075688899,1059.333374,0.1617817134,1059.333374,0.1642384231,
1058.666626,-0.000340008497,1058.666626,0.02188428305,1058.666626,0.1075638831,1058.666626,0.161642909,1058.666626,0.1641316563,
1058,-0.000281082408,1058,0.02185673267,1058,0.1074981987,1058,0.16158548,1058,0.164002195,
1057.333374,-0.0002855836356,1057.333374,0.02193394117,1057.333374,0.1074780375,1057.333374,0.1615283042,1057.333374,0.1639103293,
1056.666626,-0.0002547984768,1056.666626,0.0219032038,1056.666626,0.1074443236,1056.666626,0.1614355296,1056.666626,0.1638487428,
1056,-0.000280099368,1056,0.02188866585,1056,0.1073809415,1056,0.1613941193,1056,0.1637520492,
1055.333374,-0.0002754428715,1055.333374,0.02190927416,1055.333374,0.1073452458,1055.333374,0.1613294035,1055.333374,0.1636294872,
1054.666626,-0.0002811341546,1054.666626,0.02193875983,1054.666626,0.1072657406,1054.666626,0.1612292826,1054.666626,0.1635204554,
1054,-0.0003098480229,1054,0.02188613266,1054,0.1072555631,1054,0.1610985398,1054,0.1633986235,
1053.333374,-0.0001903236989,1053.333374,0.02192827873,1053.333374,0.1072122902,1053.333374,0.1611670405,1053.333374,0.1633736342,
1052.666626,-0.0002387065615,1052.666626,0.02198962308,1052.666626,0.1071942672,1052.666626,0.1610402912,1052.666626,0.163254112,
1052,-0.000285894057,1052,0.02187227644,1052,0.1070674807,1052,0.1609211117,1052,0.1630779058,
1051.333374,-0.000246364536,1051.333374,0.02192936651,1051.333374,0.107026577,1051.333374,0.1608320326,1051.333374,0.163045004,
1050.666626,-0.0002799441572,1050.666626,0.02196969092,1050.666626,0.1069737524,1050.666626,0.1607894897,1050.666626,0.1629064083,
1050,-0.0002684062929,1050,0.02190647088,1050,0.1069204062,1050,0.1607047319,1050,0.162783891,
1049.333374,-0.0002907056478,1049.333374,0.02190292999,1049.333374,0.1068683937,1049.333374,0.1606044173,1049.333374,0.1626408547,
1048.666626,-0.0002796337358,1048.666626,0.0219041016,1048.666626,0.1068273112,1048.666626,0.1605437249,1048.666626,0.162585184,
1048,-0.0002822206588,1048,0.02186634205,1048,0.1066856384,1048,0.1604116559,1048,0.162413016,
1047.333374,-0.0003439917928,1047.333374,0.02185572498,1047.333374,0.1066297144,1047.333374,0.1603016704,1047.333374,0.1623048484,
1046.666626,-0.000293861609,1046.666626,0.02190731466,1046.666626,0.1066391468,1046.666626,0.1602586061,1046.666626,0.1621788293,
1046,-0.0002484342258,1046,0.02196122333,1046,0.1066094637,1046,0.1601772606,1046,0.1621374935,
1045.333374,-0.00028749794,1045.333374,0.02193448506,1045.333374,0.1065535471,1045.333374,0.1601270288,1045.333374,0.1619991809,
1044.666626,-0.0003161596542,1044.666626,0.02190755866,1044.666626,0.1064332053,1044.666626,0.1600189954,1044.666626,0.1618827432,
1044,-0.0002916369122,1044,0.02194575779,1044,0.1064460725,1044,0.1599408686,1044,0.1617915928,
1043.333374,-0.0003376805689,1043.333374,0.02190116048,1043.333374,0.1062889919,1043.333374,0.1598316431,1043.333374,0.1616391242,
1042.666626,-0.0002927233872,1042.666626,0.02190867625,1042.666626,0.1063094288,1042.666626,0.1597702354,1042.666626,0.1615051329,
1042,-0.000318332488,1042,0.02193089202,1042,0.1062366888,1042,0.1596803367,1042,0.1614257693,
1041.333374,-0.0002535049571,1041.333374,0.02197916806,1041.333374,0.1061896831,1041.333374,0.1596850455,1041.333374,0.1613404751,
1040.666626,-0.0002598691208,1040.666626,0.02195882797,1040.666626,0.1061023176,1040.666626,0.1595548093,1040.666626,0.161242947,
1040,-0.000274511578,1040,0.02195958979,1040,0.1060281619,1040,0.1594676524,1040,0.1611111015,
1039.333374,-0.0002752876608,1039.333374,0.02197538316,1039.333374,0.1059660092,1039.333374,0.1593589485,1039.333374,0.1609922796,
1038.666626,-0.0003089685342,1038.666626,0.02195000462,1038.666626,0.1059113368,1038.666626,0.1592770666,1038.666626,0.1608524621,
1038,-0.0002801511146,1038,0.02192299627,1038,0.1058588773,1038,0.1592024416,1038,0.1607373059,
1037.333374,-0.0003364907461,1037.333374,0.02192367613,1037.333374,0.1057786196,1037.333374,0.159123227,1037.333374,0.1606220752,
1036.666626,-0.0003277997021,1036.666626,0.02195907198,1036.666626,0.1057273671,1036.666626,0.1590150297,1036.666626,0.1604751796,
1036,-0.0002974831732,1036,0.02190619707,1036,0.1056127995,1036,0.158961311,1036,0.160366118,
1035.333374,-0.0003271271707,1035.333374,0.02188567072,1035.333374,0.1055852398,1035.333374,0.1588230282,1035.333374,0.1602359265,
1034.666626,-0.0003054505214,1034.666626,0.02192283235,1034.666626,0.1055085957,1034.666626,0.158787176,1034.666626,0.1601515859,
1034,-0.0003349905019,1034,0.02192492969,1034,0.1054382697,1034,0.1586601436,1034,0.1600329876,
1033.333374,-0.0003465783375,1033.333374,0.02194483206,1033.333374,0.105390057,1033.333374,0.158622399,1033.333374,0.1599009186,
1032.666626,-0.000297276245,1032.666626,0.02197284997,1032.666626,0.1053439304,1032.666626,0.1585475504,1032.666626,0.159756884,
1032,-0.0002970692876,1032,0.021884555,1032,0.1052834988,1032,0.1584591717,1032,0.159669131,
1031.333374,-0.0002663366904,1031.333374,0.02191599831,1031.333374,0.1052042991,1031.333374,0.1583871841,1031.333374,0.1595429182,
1030.666626,-0.0003137281456,1030.666626,0.02190404758,1030.666626,0.1051028594,1030.666626,0.1582607925,1030.666626,0.1593808085,
1030,-0.0002603348112,1030,0.02194311656,1030,0.1050584465,1030,0.1582530737,1030,0.1593198329,
1029.333374,-0.0003689771111,1029.333374,0.02188575268,1029.333374,0.1049087197,1029.333374,0.1580429822,1029.333374,0.1590913385,
1028.666626,-0.000340474071,1028.666626,0.02188754827,1028.666626,0.1049091816,1028.666626,0.1580412686,1028.666626,0.1589786708,
1028,-0.0003235058684,1028,0.02191376686,1028,0.1048140749,1028,0.1579527408,1028,0.1588744223,
1027.333374,-0.0002825310803,1027.333374,0.02196952887,1027.333374,0.1048046499,1027.333374,0.1578701884,1027.333374,0.1587581486,
1026.666626,-0.0003331281478,1026.666626,0.02197129838,1026.666626,0.1047095284,1026.666626,0.1578008682,1026.666626,0.1586896479,
1026,-0.0002835658379,1026,0.02191752382,1026,0.1046625525,1026,0.1577048302,1026,0.1585358381,
1025.333374,-0.0002868253505,1025.333374,0.02188877389,1025.333374,0.1045776755,1025.333374,0.1576290131,1025.333374,0.1584095508,
1024.666626,-0.0003511823306,1024.666626,0.02185373753,1024.666626,0.1044301912,1024.666626,0.1574849933,1024.666626,0.1581943482,
1024,-0.0003380427079,1024,0.02184856683,1024,0.1044000983,1024,0.1573782712,1024,0.1580955833,
1023.333313,-0.0002967588662,1023.333313,0.02190543525,1023.333313,0.1043932885,1023.333313,0.1573192179,1023.333313,0.1579800844,
1022.666626,-0.0002823758696,1022.666626,0.02189604379,1022.666626,0.1042939126,1022.666626,0.1572389752,1022.666626,0.1578383893,
1022,-0.000331938325,1022,0.02183171548,1022,0.104195945,1022,0.1571251452,1022,0.1576775461,
1021.333313,-0.0003279031662,1021.333313,0.02181230858,1021.333313,0.1040843427,1021.333313,0.1570355743,1021.333313,0.1575669944,
1020.666626,-0.0002806167759,1020.666626,0.02185270377,1020.666626,0.1040474698,1020.666626,0.1569399685,1020.666626,0.1574270725,
1020,-0.0002835658379,1020,0.02181375027,1020,0.1039319932,1020,0.1568327993,1020,0.1572850496,
1019.333313,-0.0003102619085,1019.333313,0.02189342864,1019.333313,0.1038560048,1019.333313,0.1567664593,1019.333313,0.1571664512,
1018.666626,-0.0003460092994,1018.666626,0.02187423594,1018.666626,0.1037548482,1018.666626,0.1566125154,1018.666626,0.1570202708,
1018,-0.0003266615677,1018,0.0218006596,1018,0.103651017,1018,0.1564940512,1018,0.1568499655,
1017.333313,-0.0003500960011,1017.333313,0.02182428539,1017.333313,0.1036064252,1017.333313,0.1563578695,1017.333313,0.1567201912,
1016.666626,-0.0002809789439,1016.666626,0.02185662277,1016.666626,0.1035382822,1016.666626,0.156317234,1016.666626,0.1565708518,
1016,-0.0003552690032,1016,0.02182932012,1016,0.1034972742,1016,0.1562142968,1016,0.1564601064,
1015.333313,-0.000326506386,1015.333313,0.02184282243,1015.333313,0.1033881903,1015.333313,0.1561169028,1015.333313,0.1563719213,
1014.666626,-0.0003590452252,1014.666626,0.02178500779,1014.666626,0.103303656,1014.666626,0.156011343,1014.666626,0.1561798006,
1014,-0.0003198845079,1014,0.02186212316,1014,0.1032629088,1014,0.1559120268,1014,0.1560923606,
1013.333313,-0.0003601832723,1013.333313,0.02182009257,1013.333313,0.1031342149,1013.333313,0.1557364464,1013.333313,0.1558655798,
1012.666626,-0.0003637008485,1012.666626,0.02179447934,1012.666626,0.1030703783,1012.666626,0.1556869447,1012.666626,0.1557514817,
1012,-0.00028749794,1012,0.02181649953,1012,0.1030073017,1012,0.1555743068,1012,0.1556236744,
1011.333313,-0.0002895674261,1011.333313,0.02189185098,1011.333313,0.1029913872,1011.333313,0.1555421501,1011.333313,0.1555087566,
1010.666626,-0.00032071225,1010.666626,0.02182953805,1010.666626,0.1029230133,1010.666626,0.1554346532,1010.666626,0.1554020047,
1010,-0.0002910678159,1010,0.02185803838,1010,0.1028606445,1010,0.1553238183,1010,0.1552264839,
1009.333313,-0.0003393359948,1009.333313,0.02189696953,1009.333313,0.102767624,1009.333313,0.1552377939,1009.333313,0.1551039219,
1008.666626,-0.0002936546807,1008.666626,0.02185251378,1008.666626,0.1026527509,1008.666626,0.155110836,1008.666626,0.1549721658,
1008,-0.0003012082016,1008,0.02182140015,1008,0.1026063263,1008,0.1550353318,1008,0.1548698694,
1007.333313,-0.0003286791616,1007.333313,0.02181788906,1007.333313,0.1025114581,1007.333313,0.1548731178,1007.333313,0.1546356827,
1006.666626,-0.0003592521534,1006.666626,0.02188779414,1006.666626,0.10245125,1006.666626,0.1547687054,1006.666626,0.154546693,
1006,-0.0002736837487,1006,0.02185256779,1006,0.1023987532,1006,0.1547503322,1006,0.1544419974,
1005.333313,-0.0003077268775,1005.333313,0.02187567949,1005.333313,0.1023654938,1005.333313,0.1546345353,1005.333313,0.1543142796,
1004.666626,-0.0002852732141,1004.666626,0.02186723985,1004.666626,0.1022366062,1004.666626,0.1545138955,1004.666626,0.1541356444,
1004,-0.0002836175845,1004,0.02187369205,1004,0.1021741778,1004,0.1544104815,1004,0.1540232897,
1003.333313,-0.0003288343723,1003.333313,0.02179167606,1003.333313,0.1020295694,1003.333313,0.1542212516,1003.333313,0.1537914723,
1002.666626,-0.0003526825167,1002.666626,0.02184902877,1002.666626,0.1019947007,1002.666626,0.154144913,1002.666626,0.153703481,
1002,-0.000351027149,1002,0.02183740586,1002,0.1018659621,1002,0.1540142894,1002,0.1534975618,
1001.333313,-0.000286877068,1001.333313,0.02192384005,1001.333313,0.1018662229,1001.333313,0.1539243609,1001.333313,0.1534057111,
1000.666626,-0.0003332833585,1000.666626,0.02187091485,1000.666626,0.1017360762,1000.666626,0.153822124,1000.666626,0.1532365978,
1000,-0.0003185394162,1000,0.02181051113,1000,0.1016642302,1000,0.1537174135,1000,0.1530800164,
999.333313,-0.0002988283231,999.333313,0.02191401087,999.333313,0.1016483009,999.333313,0.1536208391,999.333313,0.1530364603,
998.666626,-0.0003549068933,998.666626,0.02182050236,998.666626,0.1015101448,998.666626,0.1534144878,998.666626,0.1527925879,
998,-0.0003569243418,998,0.02177553624,998,0.1014065892,998,0.1533097625,998,0.1525886059,
997.333313,-0.0003842883452,997.333313,0.02177063748,997.333313,0.1013428718,997.333313,0.1531559676,997.333313,0.1524223387,
996.666626,-0.0003941679024,996.666626,0.02179600485,996.666626,0.1012706012,996.666626,0.1530217677,996.666626,0.1523621976,
996,-0.0003751844342,996,0.02180425078,996,0.1011945903,996,0.1529459655,996,0.1522011161,
995.333313,-0.0003502511827,995.333313,0.02179867215,995.333313,0.1011167541,995.333313,0.1528159529,995.333313,0.1520474255,
994.666626,-0.0003205570392,994.666626,0.02184323035,994.666626,0.1010807231,994.666626,0.1527761668,994.666626,0.1519463956,
994,-0.0004129954032,994,0.02171400376,994,0.1008517966,994,0.152537331,994,0.151713267,
993.333313,-0.0003307484731,993.333313,0.02174105495,993.333313,0.1008646935,993.333313,0.152479738,993.333313,0.1516100913,
992.666626,-0.0003933920234,992.666626,0.02169313096,992.666626,0.1006972492,992.666626,0.1522911638,992.666626,0.1514123976,
992,-0.0004149091255,992,0.02168597467,992,0.1006185263,992,0.1521601528,992,0.1512217224,
991.333313,-0.000417029747,991.333313,0.02170575783,991.333313,0.1005165502,991.333313,0.1520817727,991.333313,0.1511240453,
990.666626,-0.0003300242242,990.666626,0.02171383984,990.666626,0.1005311385,990.666626,0.1519827247,990.666626,0.1510005891,
990,-0.0003693392209,990,0.02175104246,990,0.100372009,990,0.151874125,990,0.1508751214,
989.333313,-0.0003311623295,989.333313,0.021737298,989.333313,0.100314863,989.333313,0.151745975,989.333313,0.1506756395,
988.666626,-0.000394323084,988.666626,0.02170167677,988.666626,0.1002575383,988.666626,0.1516370326,988.666626,0.1506019235,
988,-0.0003722877009,988,0.02166551165,988,0.1001685262,988,0.1515005529,988,0.150448963,
987.333313,-0.0003633904562,987.333313,0.02166216634,987.333313,0.1000322104,987.333313,0.1513371617,987.333313,0.1502655149,
986.666626,-0.0003589417902,986.666626,0.02167536318,986.666626,0.09996432811,986.666626,0.1511725187,986.666626,0.1501211673,
986,-0.0003641146759,986,0.02165789343,986,0.09986411035,986,0.1510725021,986,0.1499511302,
985.333313,-0.0003573899157,985.333313,0.02170390822,985.333313,0.09979152679,985.333313,0.1509793699,985.333313,0.1497829407,
984.666626,-0.0003398015688,984.666626,0.02164918743,984.666626,0.09965965897,984.666626,0.1508511603,984.666626,0.1496761739,
984,-0.0003312140761,984,0.02166706324,984,0.09961114824,984,0.1507443041,984,0.1495357752,
983.333313,-0.0003326108272,983.333313,0.0216002129,983.333313,0.09947155416,983.333313,0.150596723,983.333313,0.1493707895,
982.666626,-0.0003182807413,982.666626,0.02164970338,982.666626,0.09942615032,982.666626,0.1504908055,982.666626,0.1492150873,
982,-0.0002985696483,982,0.0216589272,982,0.09933623672,982,0.1503652632,982,0.149044022,
981.333313,-0.0003516479046,981.333313,0.02165231481,981.333313,0.09926397353,981.333313,0.1502150744,981.333313,0.148928225,
980.666626,-0.0003235575859,980.666626,0.02163076587,980.666626,0.09915617108,980.666626,0.1500334293,980.666626,0.1487647444,
980,-0.0002542810689,980,0.02166978456,980,0.09907753021,980,0.1499827951,980,0.1486713737,
979.333313,-0.0002750807034,979.333313,0.02165745758,979.333313,0.09901035577,979.333313,0.1498370022,979.333313,0.148479268,
978.666626,-0.0002284094808,978.666626,0.0216441527,978.666626,0.09889861196,978.666626,0.1497110575,978.666626,0.1483774483,
978,-0.0002524701122,978,0.02161626518,978,0.09885203838,978,0.1495514065,978,0.1481840909,
977.333313,-0.0002266501542,977.333313,0.02162728459,977.333313,0.09874401242,977.333313,0.1494157314,977.333313,0.1480119973,
976.666626,-0.0002692858689,976.666626,0.02157891169,976.666626,0.09860112518,976.666626,0.1492851377,976.666626,0.1478461623,
976,-0.0002587825584,976,0.02161308192,976,0.09845802188,976,0.1491162628,976,0.147701785,
975.333313,-0.0002283577342,975.333313,0.02158903144,975.333313,0.09842555225,975.333313,0.1489748508,975.333313,0.1474926174,
974.666626,-0.0002439843665,974.666626,0.02154001035,974.666626,0.09829614311,974.666626,0.148814559,974.666626,0.1473091841,
