imine t=24hrs FeCl3 0uM,,imine t=24hrs FeCl3 5uM,,imine t=24hrs FeCl3 20uM,,imine t=24hrs FeCl3 50uM,,imine t=24hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
957.333313,-0.04292005301,957.333313,-0.04638468847,957.333313,-0.04134082422,957.333313,-0.03609311953,957.333313,-0.03546763957,
956.666687,-0.04281869158,956.666687,-0.04622520879,956.666687,-0.04124403745,956.666687,-0.03594826162,956.666687,-0.03531741351,
956,-0.04282263294,956,-0.04614086449,956,-0.04116177559,956,-0.03589611873,956,-0.03527059034,
955.333313,-0.04273250699,955.333313,-0.04607186466,955.333313,-0.04108854383,955.333313,-0.03576621041,955.333313,-0.0351985544,
954.666687,-0.04274761677,954.666687,-0.04601431265,954.666687,-0.04100903496,954.666687,-0.03572582453,954.666687,-0.03514957055,
954,-0.04278299212,954,-0.04606772214,954,-0.04107380286,954,-0.03575348109,954,-0.03517802432,
953.333313,-0.04278026894,953.333313,-0.04603736103,953.333313,-0.04107276723,953.333313,-0.03568591177,953.333313,-0.03514942527,
952.666687,-0.04275465384,952.666687,-0.04603713006,952.666687,-0.04097233713,952.666687,-0.03563497961,952.666687,-0.03507469594,
952,-0.04280574247,952,-0.04601426423,952,-0.04102481529,952,-0.03561599553,952,-0.03507679701,
951.333313,-0.04279237241,951.333313,-0.04603545368,951.333313,-0.04104968905,951.333313,-0.03564203903,951.333313,-0.0351154767,
950.666687,-0.04285363853,950.666687,-0.04602124915,950.666687,-0.04106847942,950.666687,-0.03562048078,950.666687,-0.03511714935,
950,-0.04290326312,950,-0.04609761387,950,-0.04108543694,950,-0.03566016257,950,-0.03517501801,
949.333313,-0.04291879013,949.333313,-0.04606953636,949.333313,-0.04110752419,949.333313,-0.03566297516,949.333313,-0.03512889519,
948.666687,-0.04292272776,948.666687,-0.0460196659,948.666687,-0.04105972126,948.666687,-0.03561842814,948.666687,-0.03508223966,
948,-0.04296568781,948,-0.04608979076,948,-0.04110851511,948,-0.03560307249,948,-0.0351293236,
947.333313,-0.0430193767,947.333313,-0.04611390829,947.333313,-0.04113870114,947.333313,-0.03565052897,947.333313,-0.03515443951,
946.666687,-0.04306823388,946.666687,-0.04614193365,946.666687,-0.04111388326,946.666687,-0.03566149622,946.666687,-0.03519029543,
946,-0.04306673259,946,-0.04615059122,946,-0.04110149667,946,-0.03565090895,946,-0.03519354388,
945.333313,-0.0431535542,945.333313,-0.04621497169,945.333313,-0.0411859341,945.333313,-0.03570670635,945.333313,-0.0352415666,
944.666687,-0.04319555312,944.666687,-0.04626435414,944.666687,-0.04119059443,944.666687,-0.03573688865,944.666687,-0.03522118554,
944,-0.04320628569,944,-0.04625080898,944,-0.04115824401,944,-0.03573588654,944,-0.03526705876,
943.333313,-0.04323299974,943.333313,-0.04632559419,943.333313,-0.04119285569,943.333313,-0.0357381776,943.333313,-0.03530739248,
942.666687,-0.04326477647,942.666687,-0.04628855363,942.666687,-0.04119177163,942.666687,-0.035711281,942.666687,-0.03530462459,
942,-0.0432689935,942,-0.0463273637,942,-0.0411687009,942,-0.03570718318,942,-0.03533006459,
941.333313,-0.04328820482,941.333313,-0.04631633684,941.333313,-0.04115429148,941.333313,-0.03567475453,941.333313,-0.03528472036,
940.666687,-0.0433479473,940.666687,-0.04638199136,940.666687,-0.04119869322,940.666687,-0.03573507816,940.666687,-0.03531860933,
940,-0.04343597963,940,-0.046412047,940,-0.0412655063,940,-0.03576325625,940,-0.03540632501,
939.333313,-0.04351232946,939.333313,-0.04648819938,939.333313,-0.04133903608,939.333313,-0.03580225632,939.333313,-0.03545881063,
938.666687,-0.04363567755,938.666687,-0.04656001553,938.666687,-0.04143053293,938.666687,-0.03590946272,938.666687,-0.03554816917,
938,-0.04365323484,938,-0.0466161482,938,-0.04143095762,938,-0.03586994857,938,-0.03554458916,
937.333313,-0.04366250709,937.333313,-0.04660061747,937.333313,-0.04137749225,937.333313,-0.03584935516,937.333313,-0.03547216952,
936.666687,-0.04370384663,936.666687,-0.04670542479,936.666687,-0.0414217785,936.666687,-0.03589611873,936.666687,-0.03554578498,
936,-0.04374817759,936,-0.04669910297,936,-0.04142192006,936,-0.035899885,936,-0.0355428718,
935.333313,-0.043819841,935.333313,-0.04675321653,935.333313,-0.04148606211,935.333313,-0.03591551632,935.333313,-0.03558799997,
934.666687,-0.04390585423,934.666687,-0.04679379985,934.666687,-0.04150220379,934.666687,-0.03592366725,934.666687,-0.03561270609,
934,-0.04387992993,934,-0.04680323601,934,-0.04147763923,934,-0.03588639572,934,-0.0355902873,
933.333313,-0.04391413927,933.333313,-0.04681299627,933.333313,-0.04145815596,933.333313,-0.03584244475,933.333313,-0.03558294103,
932.666687,-0.04384117946,932.666687,-0.04680388421,932.666687,-0.04143782705,932.666687,-0.03578838333,932.666687,-0.03553395346,
932,-0.04396261275,932,-0.04692291096,932,-0.04153537378,932,-0.03590693697,932,-0.03564304113,
931.333313,-0.04400247335,931.333313,-0.04688824341,931.333313,-0.04147279263,931.333313,-0.03584625944,931.333313,-0.03561580554,
930.666687,-0.04404008761,930.666687,-0.04696055129,930.666687,-0.04153174907,930.666687,-0.03588863462,930.666687,-0.03562348336,
930,-0.04407222196,930,-0.04699544609,930,-0.04155503958,930,-0.03588157892,930,-0.03566864878,
929.333313,-0.04413592443,929.333313,-0.0470639728,929.333313,-0.04158505425,929.333313,-0.03590283915,929.333313,-0.03569959849,
928.666687,-0.04415823519,928.666687,-0.04710271209,928.666687,-0.04161878675,928.666687,-0.03589578345,928.666687,-0.03568309918,
928,-0.04424034804,928,-0.0471791625,928,-0.04161370546,928,-0.03594697267,928,-0.03575181216,
927.333313,-0.04429477081,927.333313,-0.0472805351,927.333313,-0.04169225693,927.333313,-0.03599105775,927.333313,-0.03583295643,
926.666687,-0.044325158,926.666687,-0.04727737978,926.666687,-0.04166944325,926.666687,-0.03595969826,926.666687,-0.03579224274,
926,-0.04441228881,926,-0.04736563563,926,-0.04173594713,926,-0.03598405048,926,-0.03585050255,
925.333313,-0.04439032078,925.333313,-0.04739817604,925.333313,-0.04169235006,925.333313,-0.03596980125,925.333313,-0.03581641614,
924.666687,-0.04442584515,924.666687,-0.04743907228,924.666687,-0.04170622677,924.666687,-0.03599220142,924.666687,-0.03585460037,
924,-0.04455089569,924,-0.0475856252,924,-0.04176063836,924,-0.03602083772,924,-0.03592567146,
923.333313,-0.04453767464,923.333313,-0.04753481224,923.333313,-0.04172936454,923.333313,-0.03602512926,923.333313,-0.03592662141,
922.666687,-0.04465008155,922.666687,-0.0476513654,922.666687,-0.04180789366,922.666687,-0.03604118526,922.666687,-0.03596994653,
922,-0.04465928301,922,-0.04765925184,922,-0.04177352041,922,-0.03602293506,922,-0.03593453392,
921.333313,-0.04472481832,921.333313,-0.0477119945,921.333313,-0.041805733,921.333313,-0.03601497784,921.333313,-0.03595059738,
920.666687,-0.04470370337,920.666687,-0.04777702317,920.666687,-0.04179628193,920.666687,-0.03602965549,920.666687,-0.03595483676,
920,-0.04474218935,920,-0.04779251292,920,-0.04180248827,920,-0.03604862094,920,-0.03595007211,
919.333313,-0.04479333013,919.333313,-0.04784088209,919.333313,-0.0418035686,919.333313,-0.03602346033,919.333313,-0.03599587083,
918.666687,-0.04485127702,918.666687,-0.04792851582,918.666687,-0.04185303301,918.666687,-0.03606824949,918.666687,-0.03605671972,
918,-0.04483311251,918,-0.04794543982,918,-0.04184085503,918,-0.0359913893,918,-0.03602002934,
917.333313,-0.04492961988,917.333313,-0.04808486998,917.333313,-0.04190399498,917.333313,-0.0360648185,917.333313,-0.03606734425,
916.666687,-0.04492905736,916.666687,-0.04807879776,916.666687,-0.04189614207,916.666687,-0.03605614603,916.666687,-0.03607115522,
916,-0.04497625306,916,-0.04814112931,916,-0.04194493964,916,-0.03601473942,916,-0.03607410938,
915.333313,-0.04498246312,915.333313,-0.04819112644,915.333313,-0.04188236967,915.333313,-0.03605581447,915.333313,-0.03603251278,
914.666687,-0.04504425824,914.666687,-0.04827748612,914.666687,-0.04198822752,914.666687,-0.03607349098,914.666687,-0.03613999858,
914,-0.04510110244,914,-0.04831000417,914,-0.04196313024,914,-0.03601783887,914,-0.03612456471,
913.333313,-0.04515691102,913.333313,-0.04836706817,913.333313,-0.04197502136,913.333313,-0.0360843055,913.333313,-0.03617805988,
912.666687,-0.04513208568,912.666687,-0.04838262871,912.666687,-0.04195767641,912.666687,-0.03600587696,912.666687,-0.03611365333,
912,-0.04517702013,912,-0.04846904427,912,-0.04199415073,912,-0.03601149842,912,-0.03613213822,
911.333313,-0.04524321854,911.333313,-0.04853215069,911.333313,-0.04202042148,911.333313,-0.03603098914,911.333313,-0.03616300598,
910.666687,-0.04522847757,910.666687,-0.04851641133,910.666687,-0.04197299853,910.666687,-0.03597151861,910.666687,-0.03609702736,
910,-0.04530591145,910,-0.04861561954,910,-0.04202502966,910,-0.0360023044,910,-0.0361469537,
909.333313,-0.04538683221,909.333313,-0.04867519066,909.333313,-0.0419928357,909.333313,-0.03599930182,909.333313,-0.03616505489,
908.666687,-0.04535950348,908.666687,-0.04869407415,908.666687,-0.04199330509,908.666687,-0.03599610925,908.666687,-0.03614114225,
908,-0.04541192204,908,-0.04880360514,908,-0.04203175008,908,-0.03599625081,908,-0.0361803472,
907.333313,-0.04544162378,907.333313,-0.04883779585,907.333313,-0.04209706932,907.333313,-0.03599453345,907.333313,-0.03618530184,
906.666687,-0.0455099754,906.666687,-0.04890497029,906.666687,-0.0420797281,906.666687,-0.03598667309,906.666687,-0.0362213105,
906,-0.04552158341,906,-0.04893845692,906,-0.04209321365,906,-0.03597885743,906,-0.03618149087,
905.333313,-0.04558698833,905.333313,-0.04904926941,905.333313,-0.04213954508,905.333313,-0.03599691764,905.333313,-0.03622016683,
904.666687,-0.04563438892,904.666687,-0.04905389622,904.666687,-0.04216374084,904.666687,-0.03598471731,904.666687,-0.03620911762,
904,-0.04573146254,904,-0.04919592664,904,-0.0421795249,904,-0.03605276346,904,-0.03626274318,
903.333313,-0.04564161599,903.333313,-0.04915792868,903.333313,-0.04214663804,903.333313,-0.03596894443,903.333313,-0.03621616587,
902.666687,-0.04573281482,902.666687,-0.04927335307,902.666687,-0.04218554124,902.666687,-0.03594988212,902.666687,-0.03621049598,
902,-0.04577954859,902,-0.04931813478,902,-0.04219765961,902,-0.03593010083,902,-0.03621768951,
901.333313,-0.04579045251,901.333313,-0.04936850816,901.333313,-0.04218455404,901.333313,-0.03595178574,901.333313,-0.03624626622,
900.666687,-0.04585288092,900.666687,-0.04941780865,900.666687,-0.04221039265,900.666687,-0.03595012054,900.666687,-0.03625936434,
900,-0.04586042836,900,-0.04941004515,900,-0.04215176031,900,-0.03591990098,900,-0.03620973602,
899.333313,-0.03890836239,899.333313,-0.04317258671,899.333313,-0.03358830884,899.333313,-0.02668639645,899.333313,-0.02763965167,
898.666626,-0.03808052838,898.666626,-0.03867446259,898.666626,-0.03273086622,898.666626,-0.02616255358,898.666626,-0.02717400901,
898,-0.03768116236,898,-0.03980543464,898,-0.03201920539,898,-0.02545800433,898,-0.02633186243,
897.333313,-0.0395296216,897.333313,-0.04230320826,897.333313,-0.03349145502,897.333313,-0.02816637233,897.333313,-0.03009032272,
896.666626,-0.0376460813,896.666626,-0.04091919214,896.666626,-0.03388424963,896.666626,-0.02737928368,896.666626,-0.02769162878,
896,-0.03857811913,896,-0.04194691405,896,-0.03498505056,896,-0.026531009,896,-0.02807936631,
895.333313,-0.04054798931,895.333313,-0.04255440831,895.333313,-0.03303415701,895.333313,-0.02621870488,895.333313,-0.02721446753,
894.666626,-0.04112933204,894.666626,-0.0437932089,894.666626,-0.03564180061,894.666626,-0.02810630016,894.666626,-0.02872163057,
894,-0.04140973091,894,-0.04408882558,894,-0.03576606885,894,-0.02850520797,894,-0.02828469872,
893.333313,-0.03900382668,893.333313,-0.04093370587,893.333313,-0.03232568502,893.333313,-0.02488848567,893.333313,-0.02702176385,
892.666626,-0.04168943316,892.666626,-0.04417072237,892.666626,-0.03641168773,892.666626,-0.02836109139,892.666626,-0.02749082632,
892,-0.03987524658,892,-0.04170504957,892,-0.03344759718,892,-0.02614510246,892,-0.0275041908,
891.333313,-0.04008220881,891.333313,-0.04033766687,891.333313,-0.03431859985,891.333313,-0.02726907283,891.333313,-0.02687238716,
890.666626,-0.03878617287,890.666626,-0.0419453159,890.666626,-0.03279813007,890.666626,-0.02634643205,890.666626,-0.02574216761,
890,-0.04137297347,890,-0.0448503904,890,-0.03457096964,890,-0.02910535038,890,-0.02762449533,
889.333313,-0.0385510698,889.333313,-0.04179900885,889.333313,-0.03271281347,889.333313,-0.02545024268,889.333313,-0.0255349949,
888.666626,-0.04144436866,888.666626,-0.043305967,888.666626,-0.03452612087,888.666626,-0.02854214981,888.666626,-0.02731453255,
888,-0.03944627941,888,-0.04292980954,888,-0.03340924904,888,-0.02705645002,888,-0.02713082172,
887.333313,-0.04028033838,887.333313,-0.0435054414,887.333313,-0.03512855992,887.333313,-0.02883980423,887.333313,-0.027730437,
886.666626,-0.04221640527,886.666626,-0.04381211847,886.666626,-0.03463713452,886.666626,-0.02853633277,886.666626,-0.02921383828,
886,-0.03811652586,886,-0.04170396924,886,-0.03260663897,886,-0.02617941983,886,-0.02562275529,
885.333313,-0.04215331003,885.333313,-0.0432135053,885.333313,-0.0356984064,885.333313,-0.02881364338,885.333313,-0.02925328538,
884.666626,-0.04109434038,884.666626,-0.04390084743,884.666626,-0.03421023488,884.666626,-0.02908680774,884.666626,-0.0271831993,
884,-0.04009868205,884,-0.04246202111,884,-0.034522295,884,-0.02688469924,884,-0.02700721845,
883.333313,-0.03790800646,883.333313,-0.04242460057,883.333313,-0.03187158331,883.333313,-0.02596362866,883.333313,-0.02680994384,
882.666626,-0.03907788545,882.666626,-0.04234904423,882.666626,-0.03352955729,882.666626,-0.02581339888,882.666626,-0.02667110786,
882,-0.03974581882,882,-0.04138511792,882,-0.03253987432,882,-0.02611795068,882,-0.02691725455,
881.333313,-0.03963884339,881.333313,-0.0418461673,881.333313,-0.03338201717,881.333313,-0.02669257857,881.333313,-0.02635929361,
880.666626,-0.04145716876,880.666626,-0.04419368133,880.666626,-0.03573164344,880.666626,-0.02976911142,880.666626,-0.02852930315,
880,-0.04123664647,880,-0.04377701133,880,-0.03371158615,880,-0.02755404636,880,-0.02710835077,
879.333313,-0.03983108327,879.333313,-0.04356005043,879.333313,-0.03419032693,879.333313,-0.02716345526,879.333313,-0.02648176625,
878.666626,-0.03977142274,878.666626,-0.04188142717,878.666626,-0.0323623009,878.666626,-0.02647256106,878.666626,-0.02570537664,
878,-0.04075830802,878,-0.04244568199,878,-0.03371402994,878,-0.02723445371,878,-0.02564388886,
877.333313,-0.04178668931,877.333313,-0.04389832169,877.333313,-0.03424942121,877.333313,-0.02801010758,877.333313,-0.02848295309,
876.666626,-0.04079021513,876.666626,-0.04440167919,876.666626,-0.03437891975,876.666626,-0.02757595852,876.666626,-0.02632640488,
876,-0.04021389782,876,-0.04257651418,876,-0.03387859836,876,-0.02713052928,876,-0.02684659325,
875.333313,-0.04066487774,875.333313,-0.04255633056,875.333313,-0.03353017941,875.333313,-0.02587437443,875.333313,-0.0265669506,
874.666626,-0.04164070636,874.666626,-0.04482027143,874.666626,-0.03465233743,874.666626,-0.02738988027,874.666626,-0.02673541941,
874,-0.04001941532,874,-0.04352436587,874,-0.03434352204,874,-0.02669369802,874,-0.02733679675,
873.333313,-0.04078083858,873.333313,-0.04341845959,873.333313,-0.03464817628,873.333313,-0.02623430081,873.333313,-0.02590524964,
872.666626,-0.04053723812,872.666626,-0.04329087585,872.666626,-0.03420353308,872.666626,-0.02747566439,872.666626,-0.02711657062,
872,-0.0410022065,872,-0.04410178214,872,-0.03445089981,872,-0.02617425285,872,-0.02603540756,
871.333313,-0.04085214064,871.333313,-0.04333065823,871.333313,-0.03425621614,871.333313,-0.02698892541,871.333313,-0.02643286064,
870.666626,-0.04149010777,870.666626,-0.04355583712,870.666626,-0.03471547738,870.666626,-0.02649457753,870.666626,-0.02652930468,
870,-0.04063239321,870,-0.0432729274,870,-0.03458191827,870,-0.02659772895,870,-0.02666473016,
869.333313,-0.04149434343,869.333313,-0.0438557826,869.333313,-0.03325696662,869.333313,-0.02660702914,869.333313,-0.02671911195,
868.666626,-0.04094209149,868.666626,-0.04356684163,868.666626,-0.03349471465,868.666626,-0.02655370533,868.666626,-0.02598435432,
868,-0.0409510918,868,-0.04400761798,868,-0.0343786329,868,-0.02611921728,868,-0.0261421781,
867.333313,-0.04145335779,867.333313,-0.04394122958,867.333313,-0.03442000598,867.333313,-0.02611765824,867.333313,-0.02603706531,
866.666626,-0.04183375463,866.666626,-0.04447744042,866.666626,-0.03459062055,866.666626,-0.02674992755,866.666626,-0.02674968354,
866,-0.04188725725,866,-0.04436732456,866,-0.03400174901,866,-0.02612375095,866,-0.02649905905,
865.333313,-0.0415934287,865.333313,-0.04430388659,865.333313,-0.03423004225,865.333313,-0.02616538107,865.333313,-0.02606778406,
864.666626,-0.04071531817,864.666626,-0.04297159612,864.666626,-0.03337386623,864.666626,-0.02530374192,864.666626,-0.02610429935,
864,-0.04098774493,864,-0.04394567385,864,-0.03364820406,864,-0.02530017681,864,-0.02542773262,
863.333313,-0.04197342321,863.333313,-0.04480500147,863.333313,-0.03433797508,863.333313,-0.02594646253,863.333313,-0.0265452303,
862.666626,-0.04188199341,862.666626,-0.04439266026,862.666626,-0.03409767523,862.666626,-0.02679271437,862.666626,-0.02602326684,
862,-0.04191424325,862,-0.0448586531,862,-0.03435347229,862,-0.02663405426,862,-0.0264225807,
861.333313,-0.04208264127,861.333313,-0.04444308951,861.333313,-0.0343621783,861.333313,-0.0258107651,861.333313,-0.02590861544,
860.666626,-0.04174187407,860.666626,-0.0451248996,860.666626,-0.03432285786,860.666626,-0.02605764195,860.666626,-0.02577588148,
860,-0.04152445868,860,-0.04459444061,860,-0.03406972066,860,-0.02580149472,860,-0.02545380592,
859.333313,-0.04228376225,859.333313,-0.04511906579,859.333313,-0.03455715254,859.333313,-0.02614729665,859.333313,-0.02587593533,
858.666626,-0.0421304293,858.666626,-0.04498110712,858.666626,-0.03458134457,858.666626,-0.02637561597,858.666626,-0.02604979277,
858,-0.04198498651,858,-0.04498204216,858,-0.03457369655,858,-0.02635685727,858,-0.02608967386,
857.333313,-0.0423659496,857.333313,-0.0452413559,857.333313,-0.03492911533,857.333313,-0.02657313645,857.333313,-0.02607246488,
856.666626,-0.04226431623,856.666626,-0.04548950866,856.666626,-0.03434696794,856.666626,-0.02638121881,856.666626,-0.02596353181,
856,-0.04253352061,856,-0.04533277825,856,-0.03475825116,856,-0.02609903552,856,-0.02603062987,
855.333313,-0.04241722822,855.333313,-0.04555146769,855.333313,-0.03467394039,855.333313,-0.02603511512,855.333313,-0.02618088201,
854.666626,-0.04254638031,854.666626,-0.04562781751,854.666626,-0.03438566625,854.666626,-0.02586442418,854.666626,-0.02559107915,
854,-0.0425712578,854,-0.04558903724,854,-0.03479041159,854,-0.02583057061,854,-0.02558619902,
853.333313,-0.04236036167,853.333313,-0.04595847428,853.333313,-0.03468087316,853.333313,-0.02594421804,853.333313,-0.02572982199,
852.666626,-0.04255975783,852.666626,-0.04585646838,852.666626,-0.03485807404,852.666626,-0.02580061741,852.666626,-0.0257827118,
852,-0.04279415682,852,-0.0457601659,852,-0.03448667005,852,-0.02603092231,852,-0.02552332729,
851.333313,-0.04216496274,851.333313,-0.04556549713,851.333313,-0.03452808037,851.333313,-0.02573689818,851.333313,-0.02509406209,
850.666626,-0.04276450723,850.666626,-0.04603736103,850.666626,-0.03492261842,850.666626,-0.02575236559,850.666626,-0.02529177442,
850,-0.04313480482,850,-0.04603936523,850,-0.0349082388,850,-0.02560010925,850,-0.02537255362,
849.333313,-0.04308984801,849.333313,-0.04614174739,849.333313,-0.03501471132,849.333313,-0.02568312548,849.333313,-0.02536728047,
848.666626,-0.04283351451,848.666626,-0.04619188234,848.666626,-0.03490971774,848.666626,-0.02562383004,848.666626,-0.02496156842,
848,-0.04275704548,848,-0.04618462175,848,-0.03476231173,848,-0.02522246167,848,-0.02489156649,
847.333313,-0.04289603978,847.333313,-0.04592964426,847.333313,-0.03450503573,847.333313,-0.02543163858,847.333313,-0.02473597601,
846.666626,-0.04333712533,846.666626,-0.04657429457,846.666626,-0.03484369069,846.666626,-0.02555383742,846.666626,-0.02485118248,
846,-0.04343588278,846,-0.04652155191,846,-0.03498834744,846,-0.02567336522,846,-0.02487142384,
845.333313,-0.04321945459,845.333313,-0.04628515616,845.333313,-0.03471681476,845.333313,-0.02522964217,845.333313,-0.02462553419,
844.666626,-0.04314760119,844.666626,-0.04650950432,844.666626,-0.0346384719,844.666626,-0.02504363097,844.666626,-0.02448237687,
844,-0.04328230023,844,-0.04657759517,844,-0.03483255953,844,-0.02510637604,844,-0.02466451935,
843.333313,-0.04339241236,843.333313,-0.04663842171,843.333313,-0.03480173647,843.333313,-0.0252540186,843.333313,-0.02438973449,
842.666626,-0.0435722284,842.666626,-0.04677538946,842.666626,-0.03496360406,842.666626,-0.02486863732,842.666626,-0.02465517633,
842,-0.04346473888,842,-0.04681508988,842,-0.03489242494,842,-0.02498874441,842,-0.02425535955,
841.333313,-0.04358519986,841.333313,-0.04684399813,841.333313,-0.03483695537,841.333313,-0.02504964173,841.333313,-0.02429751307,
840.666626,-0.04391062632,840.666626,-0.04712886363,840.666626,-0.03522123024,840.666626,-0.02497325093,840.666626,-0.02451021969,
840,-0.04391165823,840,-0.04735635221,840,-0.03496670723,840,-0.02528483979,840,-0.02420115843,
839.333313,-0.04386949539,839.333313,-0.04739107564,839.333313,-0.03512125462,839.333313,-0.02493336424,839.333313,-0.02402910776,
838.666626,-0.043995969,838.666626,-0.0474948585,838.666626,-0.03529145196,838.666626,-0.02511561103,838.666626,-0.02420967817,
838,-0.04393720627,838,-0.04744872451,838,-0.0348531045,838,-0.02474888787,838,-0.02381670475,
837.333313,-0.04427326471,837.333313,-0.04720261693,837.333313,-0.03494077176,837.333313,-0.02459813841,837.333313,-0.0238615945,
836.666626,-0.04441556334,836.666626,-0.04763707891,836.666626,-0.03508462757,836.666626,-0.02485362813,836.666626,-0.02407843247,
836,-0.04425110295,836,-0.04754906148,836,-0.03509881347,836,-0.02467630804,836,-0.02362179942,
835.333313,-0.04432427138,835.333313,-0.0476507619,835.333313,-0.03511452302,835.333313,-0.02454447001,835.333313,-0.02375970222,
834.666626,-0.04457832128,834.666626,-0.04777669907,834.666626,-0.03515530005,834.666626,-0.02460249327,834.666626,-0.02354971878,
834,-0.04443958402,834,-0.04786879569,834,-0.03504227102,834,-0.02458272874,834,-0.02343485318,
833.333313,-0.04455482215,833.333313,-0.04817268625,833.333313,-0.03509284183,833.333313,-0.02442487516,833.333313,-0.02326892689,
832.666626,-0.04464167356,832.666626,-0.04800570384,832.666626,-0.0349747315,832.666626,-0.02448364906,832.666626,-0.02308074757,
832,-0.04497522861,832,-0.04830300808,832,-0.03546067327,832,-0.02459794283,832,-0.02351470292,
831.333313,-0.0448891446,831.333313,-0.04815799743,831.333313,-0.03517797962,831.333313,-0.02433638088,831.333313,-0.02310715802,
830.666626,-0.04487345368,830.666626,-0.04825821146,830.666626,-0.03526868299,830.666626,-0.02423141897,830.666626,-0.02280358225,
830,-0.04480112717,830,-0.04833256081,830,-0.03510172293,830,-0.02403410338,830,-0.02274566144,
829.333313,-0.045333758,829.333313,-0.04872095957,829.333313,-0.03537015244,829.333313,-0.0244210083,829.333313,-0.02292278782,
828.666626,-0.04520762339,828.666626,-0.04859219491,828.666626,-0.03522228077,828.666626,-0.02411085553,828.666626,-0.02270841785,
828,-0.04527876526,828,-0.04867495969,828,-0.0352887772,828,-0.02410365641,828,-0.0225871373,
827.333313,-0.04523911327,827.333313,-0.0484749712,827.333313,-0.03505143896,827.333313,-0.0238388069,827.333313,-0.02264031209,
826.666626,-0.04540492594,826.666626,-0.04889335856,826.666626,-0.03517306224,826.666626,-0.02386174165,826.666626,-0.02245643362,
826,-0.04552428797,826,-0.04875960201,826,-0.03530958667,826,-0.02389638685,826,-0.0224092342,
825.333313,-0.04574260116,825.333313,-0.04900062084,825.333313,-0.03517430276,825.333313,-0.02369965427,825.333313,-0.02231595106,
824.666626,-0.04543668032,824.666626,-0.04881521687,824.666626,-0.03504246101,824.666626,-0.02371994965,824.666626,-0.02196762525,
824,-0.04575271159,824,-0.04910295457,824,-0.03526343033,824,-0.02341724187,824,-0.0219792407,
823.333313,-0.04576314986,823.333313,-0.04914743453,823.333313,-0.03521765023,823.333313,-0.02356536128,823.333313,-0.02190880664,
822.666626,-0.0457495898,822.666626,-0.04910795018,822.666626,-0.0351117067,822.666626,-0.02342126518,822.666626,-0.02162468433,
822,-0.04585446417,822,-0.04938569665,822,-0.03506390378,822,-0.02337382734,822,-0.02146718092,
821.333313,-0.04617456719,821.333313,-0.04947195575,821.333313,-0.03514097631,821.333313,-0.02327810228,821.333313,-0.0214028731,
820.666626,-0.04591054842,820.666626,-0.04926669598,820.666626,-0.0352893509,820.666626,-0.02315899357,820.666626,-0.02117581852,
820,-0.04606813937,820,-0.04936813563,820,-0.03501948714,820,-0.02320179157,820,-0.02099092305,
819.333313,-0.04622567445,819.333313,-0.04953163862,819.333313,-0.03517277539,819.333313,-0.02289508842,819.333313,-0.02093542367,
818.666626,-0.04622362927,818.666626,-0.0496625267,818.666626,-0.03516284376,818.666626,-0.02295028977,818.666626,-0.02072441392,
818,-0.04633481055,818,-0.04960849509,818,-0.03512655571,818,-0.02292092144,818,-0.02072327957,
817.333313,-0.0463440679,817.333313,-0.04978118837,817.333313,-0.03499317169,817.333313,-0.02279503457,817.333313,-0.02031320333,
816.666626,-0.04661889374,816.666626,-0.04990886152,816.666626,-0.03523254767,816.666626,-0.0227481667,816.666626,-0.02028677054,
816,-0.04671114311,816,-0.04998131469,816,-0.03512717411,816,-0.02282136306,816,-0.02023676597,
815.333313,-0.04658047855,815.333313,-0.04987133667,815.333313,-0.03495505452,815.333313,-0.02236237377,815.333313,-0.01973897219,
814.666626,-0.04665539414,814.666626,-0.04994656518,814.666626,-0.03512669727,814.666626,-0.02245309018,814.666626,-0.01981495321,
814,-0.04681926966,814,-0.05013955757,814,-0.0350815244,814,-0.02240736596,814,-0.01970537938,
813.333313,-0.04684223235,813.333313,-0.0501241982,813.333313,-0.03494148701,813.333313,-0.02228334546,813.333313,-0.0193874836,
812.666626,-0.04682963714,812.666626,-0.05010782182,812.666626,-0.0349390991,812.666626,-0.02212307788,812.666626,-0.0191736389,
812,-0.04694819078,812,-0.05023756623,812,-0.0347606875,812,-0.02210285701,812,-0.01900354959,
811.333313,-0.04690994695,811.333313,-0.05031623319,811.333313,-0.03500663862,811.333313,-0.02190644294,811.333313,-0.01876948588,
810.666626,-0.04705607519,810.666626,-0.05035229027,810.666626,-0.03478099778,810.666626,-0.0216777809,810.666626,-0.01848613098,
810,-0.04709676653,810,-0.05040272325,810,-0.03476408124,810,-0.02160010487,810,-0.01831462793,
809.333313,-0.04722467437,809.333313,-0.05064048246,809.333313,-0.03487536684,809.333313,-0.021541778,809.333313,-0.0182013493,
808.666626,-0.04737766087,808.666626,-0.050647486,808.666626,-0.03497712314,808.666626,-0.02142652683,808.666626,-0.01810378209,
808,-0.04740588367,808,-0.05076081306,808,-0.03502459824,808,-0.02149088122,808,-0.01792174578,
807.333313,-0.04755082354,807.333313,-0.05101642013,807.333313,-0.03499751538,807.333313,-0.02150241099,807.333313,-0.01773411781,
