imine t=24hrs FeCl3 0uM,,imine t=24hrs FeCl3 5uM,,imine t=24hrs FeCl3 20uM,,imine t=24hrs FeCl3 50uM,,imine t=24hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1200,-0.02813793905,1200,-0.03133233637,1200,-0.03002645634,1200,-0.0238025412,1200,-0.02304706909,
1199.333374,-0.02819019556,1199.333374,-0.03134977072,1199.333374,-0.03006075695,1199.333374,-0.02381758578,1199.333374,-0.02308963239,
1198.666626,-0.02818544209,1198.666626,-0.0313564688,1198.666626,-0.03007544391,1198.666626,-0.02383331768,1198.666626,-0.02311663143,
1198,-0.0282528773,1198,-0.03135497496,1198,-0.03014490567,1198,-0.02380430512,1198,-0.02317901887,
1197.333374,-0.02832389064,1197.333374,-0.03143694624,1197.333374,-0.03022411093,1197.333374,-0.0238165576,1197.333374,-0.02323756926,
1196.666626,-0.02838150971,1196.666626,-0.03147879243,1196.666626,-0.03031131625,1196.666626,-0.02389530838,1196.666626,-0.02325896546,
1196,-0.02850729227,1196,-0.03152145073,1196,-0.03036398813,1196,-0.0239105951,1196,-0.02331583574,
1195.333374,-0.02856289782,1195.333374,-0.03159506246,1195.333374,-0.0304627493,1195.333374,-0.02398349904,1195.333374,-0.02344422229,
1194.666626,-0.02856498212,1194.666626,-0.03170851246,1194.666626,-0.03057774901,1194.666626,-0.02409244142,1194.666626,-0.02359375358,
1194,-0.02857676148,1194,-0.03170235083,1194,-0.03054353781,1194,-0.02404277399,1194,-0.02358894795,
1193.333374,-0.02871644497,1193.333374,-0.0318245776,1193.333374,-0.03069310449,1193.333374,-0.02416017279,1193.333374,-0.02370112576,
1192.666626,-0.02880589105,1192.666626,-0.03192435578,1192.666626,-0.03075966984,1192.666626,-0.0242654942,1192.666626,-0.02376068383,
1192,-0.02885012329,1192,-0.03196822107,1192,-0.0308162421,1192,-0.02425193228,1192,-0.02384267934,
1191.333374,-0.02893595956,1191.333374,-0.03210080788,1191.333374,-0.03092570044,1191.333374,-0.02436286211,1191.333374,-0.0239470005,
1190.666626,-0.02894690447,1190.666626,-0.03208912537,1190.666626,-0.03095568903,1190.666626,-0.02436594665,1190.666626,-0.02394567803,
1190,-0.02895310335,1190,-0.03212364763,1190,-0.03096229397,1190,-0.02434646524,1190,-0.0239399448,
1189.333374,-0.02903276868,1189.333374,-0.03218710795,1189.333374,-0.03103676997,1189.333374,-0.02448472567,1189.333374,-0.02402871475,
1188.666626,-0.0290130116,1188.666626,-0.0321607627,1188.666626,-0.03100543842,1188.666626,-0.02438391,1188.666626,-0.02398785949,
1188,-0.0290074423,1188,-0.03225296363,1188,-0.03106236458,1188,-0.02444616333,1188,-0.02404213697,
1187.333374,-0.02893697657,1187.333374,-0.03216927499,1187.333374,-0.03102153912,1187.333374,-0.02440064773,1187.333374,-0.02400745451,
1186.666626,-0.02888316102,1186.666626,-0.03215220571,1186.666626,-0.03096089512,1186.666626,-0.02431851439,1186.666626,-0.02396963537,
1186,-0.02883578464,1186,-0.03217321634,1186,-0.03094633482,1186,-0.02435385622,1186,-0.02394435555,
1185.333374,-0.02888442017,1185.333374,-0.03212687001,1185.333374,-0.03098943457,1185.333374,-0.02437553927,1185.333374,-0.0240077991,
1184.666626,-0.02885210887,1184.666626,-0.03210364655,1184.666626,-0.03095805086,1184.666626,-0.02437089011,1184.666626,-0.0239320565,
1184,-0.02878355607,1184,-0.03210181743,1184,-0.03091118857,1184,-0.02429251932,1184,-0.02384650148,
1183.333374,-0.0287314672,1183.333374,-0.03207349777,1183.333374,-0.03089585528,1183.333374,-0.02432859875,1183.333374,-0.02387668751,
1182.666626,-0.02865320072,1182.666626,-0.0320363231,1182.666626,-0.03081971407,1182.666626,-0.02425961941,1182.666626,-0.02383522876,
1182,-0.02874692529,1182,-0.032119032,1182,-0.03092974983,1182,-0.02443818562,1182,-0.0239326451,
1181.333374,-0.0286728777,1181.333374,-0.03210518509,1181.333374,-0.030878352,1181.333374,-0.02435415052,1181.333374,-0.02386845462,
1180.666626,-0.02878607437,1180.666626,-0.03219258785,1180.666626,-0.03094884194,1180.666626,-0.02442110702,1180.666626,-0.0239515081,
1180,-0.02867098711,1180,-0.03207720071,1180,-0.03088201769,1180,-0.02442556061,1180,-0.02385826223,
1179.333374,-0.02870568633,1179.333374,-0.03210508823,1179.333374,-0.03089585528,1179.333374,-0.02446789108,1179.333374,-0.0239230413,
1178.666626,-0.0286798086,1178.666626,-0.03215768561,1178.666626,-0.0309521202,1178.666626,-0.02449690923,1178.666626,-0.02389741503,
1178,-0.0286499057,1178,-0.03215667605,1178,-0.0309139844,1178,-0.0244965665,1178,-0.02388810553,
1177.333374,-0.02871935256,1177.333374,-0.03223378584,1177.333374,-0.03097718954,1177.333374,-0.02458458766,1177.333374,-0.02397722937,
1176.666626,-0.02868223004,1176.666626,-0.03224037215,1176.666626,-0.03095197678,1176.666626,-0.02460166067,1176.666626,-0.02394670621,
1176,-0.02876669355,1176,-0.03225383162,1176,-0.03096750006,1176,-0.02464867197,1176,-0.02395013534,
1175.333374,-0.02872172743,1175.333374,-0.03230670094,1175.333374,-0.0310071744,1175.333374,-0.02477187291,1175.333374,-0.02396674454,
1174.666626,-0.02869851515,1174.666626,-0.03228886798,1174.666626,-0.03099830449,1174.666626,-0.02469802462,1174.666626,-0.02396561764,
1174,-0.02880114317,1174,-0.03234802932,1174,-0.03100259416,1174,-0.02482184581,1174,-0.02399741299,
1173.333374,-0.02879077569,1173.333374,-0.03236326203,1173.333374,-0.03103812039,1173.333374,-0.02487572655,1173.333374,-0.02401480265,
1172.666626,-0.02873282321,1172.666626,-0.03233159333,1172.666626,-0.03098114207,1172.666626,-0.02487861179,1172.666626,-0.02397634648,
1172,-0.02876402996,1172,-0.03236581013,1172,-0.03102616593,1172,-0.02485582791,1172,-0.02398986928,
1171.333374,-0.02877633646,1171.333374,-0.03238214925,1171.333374,-0.03099174798,1171.333374,-0.02493111603,1171.333374,-0.02400260605,
1170.666626,-0.02882304229,1170.666626,-0.03246272355,1170.666626,-0.03104559146,1170.666626,-0.02500858903,1170.666626,-0.02409572154,
1170,-0.02880715206,1170,-0.03241857141,1170,-0.03101160936,1170,-0.0249682162,1170,-0.02401965298,
1169.333374,-0.02878055163,1169.333374,-0.03247372434,1169.333374,-0.03105841205,1169.333374,-0.02500326186,1169.333374,-0.02403366379,
1168.666626,-0.02886925824,1168.666626,-0.03251624107,1168.666626,-0.03106067702,1168.666626,-0.02510080673,1168.666626,-0.02410561591,
1168,-0.02888088487,1168,-0.03260308504,1168,-0.03114294447,1168,-0.02514292486,1168,-0.02410130575,
1167.333374,-0.02888136916,1167.333374,-0.03256158531,1167.333374,-0.03112222254,1167.333374,-0.02511238679,1167.333374,-0.02408920787,
1166.666626,-0.02891537361,1166.666626,-0.03260471672,1166.666626,-0.03110024706,1166.666626,-0.02516720816,1166.666626,-0.02411438152,
1166,-0.02898811921,1166,-0.03260750324,1166,-0.03116501495,1166,-0.02523574792,1166,-0.02402563021,
1165.333374,-0.02899664268,1165.333374,-0.03264731541,1165.333374,-0.03110583685,1165.333374,-0.02522324398,1165.333374,-0.02417897619,
1164.666626,-0.02900351956,1164.666626,-0.03267161548,1164.666626,-0.03119802102,1164.666626,-0.02530442551,1164.666626,-0.02421535924,
1164,-0.02896642312,1164,-0.03265682235,1164,-0.03112525865,1164,-0.02526173554,1164,-0.02413029969,
1163.333374,-0.02907276526,1163.333374,-0.03270834684,1163.333374,-0.03115465492,1163.333374,-0.02536576614,1163.333374,-0.02416717447,
1162.666626,-0.02907305583,1162.666626,-0.03279265389,1162.666626,-0.03124278225,1162.666626,-0.02543642372,1162.666626,-0.02423352376,
1162,-0.0290368367,1162,-0.03278598189,1162,-0.03121849895,1162,-0.02542748861,1162,-0.02421888337,
1161.333374,-0.02911619656,1161.333374,-0.03282592446,1161.333374,-0.03125651181,1161.333374,-0.02550721727,1161.333374,-0.02426084317,
1160.666626,-0.02905344591,1160.666626,-0.03277781978,1160.666626,-0.03126706183,1160.666626,-0.02552796528,1160.666626,-0.02422985062,
1160,-0.02906758524,1160,-0.03276389837,1160,-0.03127192706,1160,-0.02558600344,1160,-0.02425271645,
1159.333374,-0.02904250287,1159.333374,-0.03277196363,1159.333374,-0.03129866347,1159.333374,-0.02561709471,1159.333374,-0.02422564104,
1158.666626,-0.02913343161,1158.666626,-0.03287713975,1158.666626,-0.03137515485,1158.666626,-0.02576900274,1158.666626,-0.02434945107,
1158,-0.02911808342,1158,-0.03294308111,1158,-0.03143636882,1158,-0.02587310597,1158,-0.0243997667,
1157.333374,-0.02907533199,1157.333374,-0.0329198055,1157.333374,-0.03151798621,1157.333374,-0.02600459196,1157.333374,-0.02446329221,
1156.666626,-0.02911169268,1156.666626,-0.0329298377,1156.666626,-0.03159159794,1156.666626,-0.02617766522,1156.666626,-0.02464118786,
1156,-0.0291175507,1156,-0.03290420771,1156,-0.03175764531,1156,-0.02637941577,1156,-0.02468609065,
1155.333374,-0.02906395309,1155.333374,-0.03301971406,1155.333374,-0.03184849024,1155.333374,-0.02670757286,1155.333374,-0.02476003766,
1154.666626,-0.02905983664,1154.666626,-0.03328948095,1154.666626,-0.03203483298,1154.666626,-0.02705046535,1154.666626,-0.02478791215,
1154,-0.02879862487,1154,-0.03339170292,1154,-0.03187899292,1154,-0.02722623572,1154,-0.02476018481,
1153.333374,-0.0283410605,1153.333374,-0.03331278265,1153.333374,-0.03149280325,1153.333374,-0.02717444673,1153.333374,-0.02453566156,
1152.666626,-0.02767229639,1152.666626,-0.03286297992,1152.666626,-0.0307733193,1152.666626,-0.02676428668,1152.666626,-0.02397688664,
1152,-0.02699495852,1152,-0.03234582022,1152,-0.02995813638,1152,-0.02620715462,1152,-0.02334081009,
1151.333374,-0.02672987059,1151.333374,-0.03210965544,1151.333374,-0.02941399068,1151.333374,-0.02589525096,1151.333374,-0.02295141853,
1150.666626,-0.02675279789,1150.666626,-0.03193647787,1150.666626,-0.02918866649,1150.666626,-0.02568434551,1150.666626,-0.02289410681,
1150,-0.026894724,1150,-0.03194528073,1150,-0.02925715782,1150,-0.02563944645,1150,-0.0229348205,
1149.333374,-0.02730169706,1149.333374,-0.03206599504,1149.333374,-0.02947823703,1149.333374,-0.02568668686,1149.333374,-0.02315035462,
1148.666626,-0.02776618302,1148.666626,-0.03227454796,1148.666626,-0.02982847206,1148.666626,-0.02588413097,1148.666626,-0.02346374281,
1148,-0.02821105905,1148,-0.03245148063,1148,-0.03020397201,1148,-0.02598040365,1148,-0.02359953895,
1147.333374,-0.02852004208,1147.333374,-0.03259741515,1147.333374,-0.03043248691,1147.333374,-0.02605569176,1147.333374,-0.02380832285,
1146.666626,-0.02874435671,1146.666626,-0.03269250318,1146.666626,-0.03056298383,1146.666626,-0.02593626827,1146.666626,-0.02392970584,
1146,-0.0289489869,1146,-0.03274848685,1146,-0.03075668029,1146,-0.02592880651,1146,-0.02403660119,
1145.333374,-0.02917511202,1145.333374,-0.03289441764,1145.333374,-0.03086056001,1145.333374,-0.02585164458,1145.333374,-0.02412520535,
1144.666626,-0.02932921797,1144.666626,-0.03282342851,1144.666626,-0.03093592264,1144.666626,-0.02577066049,1144.666626,-0.02414577454,
1144,-0.02933396026,1144,-0.03275981918,1144,-0.03093413822,1144,-0.02564681694,1144,-0.02409557439,
1143.333374,-0.02947286703,1143.333374,-0.03271862119,1143.333374,-0.03094132245,1143.333374,-0.02549320646,1143.333374,-0.02402548306,
1142.666626,-0.02955383807,1142.666626,-0.03268160298,1142.666626,-0.03090983815,1142.666626,-0.02537646145,1142.666626,-0.02400206588,
1142,-0.02973236889,1142,-0.03270176798,1142,-0.03097357415,1142,-0.02529534139,1142,-0.02404380217,
1141.333374,-0.02980381995,1141.333374,-0.03261321783,1141.333374,-0.03092136234,1141.333374,-0.02516745217,1141.333374,-0.0239996668,
1140.666626,-0.02991319448,1140.666626,-0.03252925724,1140.666626,-0.03085448407,1140.666626,-0.02505012974,1140.666626,-0.02397340722,
1140,-0.02985901758,1140,-0.03238613531,1140,-0.03079367243,1140,-0.02485318854,1140,-0.02384449169,
1139.333374,-0.02996374108,1139.333374,-0.03233342245,1139.333374,-0.030702319,1139.333374,-0.02473201603,1139.333374,-0.02382959425,
1138.666626,-0.03002660163,1138.666626,-0.0322448425,1138.666626,-0.03062315285,1138.666626,-0.02458791435,1138.666626,-0.02373166569,
1138,-0.03005099855,1138,-0.03210831061,1138,-0.03054715693,1138,-0.0244926028,1138,-0.02368656546,
1137.333374,-0.03011259064,1137.333374,-0.03208710626,1137.333374,-0.03049754724,1137.333374,-0.02437818237,1137.333374,-0.02369970456,
1136.666626,-0.03021454811,1136.666626,-0.0320279561,1136.666626,-0.03045908175,1136.666626,-0.02432105877,1136.666626,-0.023653768,
1136,-0.03031175025,1136,-0.0321636498,1136,-0.03056776151,1136,-0.0243706461,1136,-0.02374632098,
1135.333374,-0.03034260124,1135.333374,-0.03212989867,1135.333374,-0.03058136813,1135.333374,-0.02442800626,1135.333374,-0.02375602722,
1134.666626,-0.03038638644,1134.666626,-0.03225589544,1134.666626,-0.03064220957,1134.666626,-0.02451462299,1134.666626,-0.02380567789,
1134,-0.03027621284,1134,-0.03215157986,1134,-0.03051443771,1134,-0.02436956763,1134,-0.02368509397,
1133.333374,-0.03031797893,1133.333374,-0.0321787931,1133.333374,-0.03052582592,1133.333374,-0.02443392947,1133.333374,-0.02370759659,
1132.666626,-0.0303393174,1132.666626,-0.03226488456,1132.666626,-0.03061774932,1132.666626,-0.0244764071,1132.666626,-0.02374009602,
1132,-0.03053523786,1132,-0.03244485334,1132,-0.03080466762,1132,-0.02467616089,1132,-0.02394940145,
1131.333374,-0.03060896695,1131.333374,-0.03258478642,1131.333374,-0.03092256747,1131.333374,-0.02482033148,1131.333374,-0.02404600754,
1130.666626,-0.03064934909,1130.666626,-0.0327494964,1130.666626,-0.0310131032,1130.666626,-0.02494333498,1130.666626,-0.02411922999,
1130,-0.03070116043,1130,-0.03288020939,1130,-0.03115826845,1130,-0.02511468343,1130,-0.02421388961,
1129.333374,-0.03071293049,1129.333374,-0.03301414847,1129.333374,-0.03116939962,1129.333374,-0.02520379983,1129.333374,-0.02422348596,
1128.666626,-0.03071288206,1128.666626,-0.03306011483,1128.666626,-0.03131234646,1128.666626,-0.02540131658,1128.666626,-0.02437593229,
1128,-0.03077047318,1128,-0.03324943781,1128,-0.03140082583,1128,-0.02554822341,1128,-0.02444415726,
1127.333374,-0.03083750978,1127.333374,-0.03339170292,1127.333374,-0.031555105,1127.333374,-0.02567800134,1127.333374,-0.02453786321,
1126.666626,-0.03086383827,1126.666626,-0.03350703046,1126.666626,-0.03162129968,1126.666626,-0.0258190576,1126.666626,-0.02462176792,
1126,-0.03097555041,1126,-0.03369645029,1126,-0.03182404861,1126,-0.02607563324,1126,-0.02481260523,
1125.333374,-0.03098210692,1125.333374,-0.03382242471,1125.333374,-0.0318900086,1125.333374,-0.02610932104,1125.333374,-0.02481891215,
1124.666626,-0.03105633892,1124.666626,-0.0338752009,1124.666626,-0.03190482408,1124.666626,-0.02621129714,1124.666626,-0.02487337962,
1124,-0.03107036464,1124,-0.03394989669,1124,-0.0320061706,1124,-0.02635559067,1124,-0.02496274188,
1123.333374,-0.0311859753,1123.333374,-0.03411179408,1123.333374,-0.03215711191,1123.333374,-0.02647105046,1123.333374,-0.02504631877,
1122.666626,-0.03125044331,1122.666626,-0.03431013227,1122.666626,-0.03224734217,1122.666626,-0.02664145641,1122.666626,-0.02520697564,
1122,-0.03114487231,1122,-0.03422186151,1122,-0.03220686689,1122,-0.02660259791,1122,-0.02513085678,
1121.333374,-0.03124417923,1121.333374,-0.0343499817,1121.333374,-0.0323179923,1121.333374,-0.02671813779,1121.333374,-0.02517736889,
1120.666626,-0.03121382557,1120.666626,-0.03441603482,1120.666626,-0.03235437348,1120.666626,-0.0268064402,1120.666626,-0.02526046522,
1120,-0.03136152402,1120,-0.0345113948,1120,-0.03249640018,1120,-0.02685851604,1120,-0.02532147057,
1119.333374,-0.0313911438,1119.333374,-0.03464707732,1119.333374,-0.03255783767,1119.333374,-0.02695632726,1119.333374,-0.02538813278,
1118.666626,-0.03147074953,1118.666626,-0.03472613543,1118.666626,-0.03263583779,1118.666626,-0.02706218883,1118.666626,-0.02546186186,
1118,-0.03151312098,1118,-0.03478099778,1118,-0.03268333152,1118,-0.02708154917,1118,-0.02552645095,
1117.333374,-0.03152000904,1117.333374,-0.03482911736,1117.333374,-0.03274546191,1117.333374,-0.02716588788,1117.333374,-0.02556877397,
1116.666626,-0.03157007694,1116.666626,-0.0349204205,1116.666626,-0.03277518228,1116.666626,-0.02720693126,1116.666626,-0.02559766918,
1116,-0.03158196807,1116,-0.03489739448,1116,-0.03280254453,1116,-0.02725628577,1116,-0.0255688224,
1115.333374,-0.03160112724,1115.333374,-0.03499450907,1115.333374,-0.03287147358,1115.333374,-0.02729547396,1115.333374,-0.02572718821,
1114.666626,-0.03167607263,1114.666626,-0.03502846509,1114.666626,-0.03289024159,1114.666626,-0.02733203396,1114.666626,-0.02567746304,
1114,-0.03174792603,1114,-0.03519406915,1114,-0.03301117569,1114,-0.02750691213,1114,-0.02575114556,
1113.333374,-0.03178473935,1113.333374,-0.03522199392,1113.333374,-0.03306918219,1113.333374,-0.02754306421,1113.333374,-0.0257915426,
1112.666626,-0.0317729488,1112.666626,-0.03525884822,1112.666626,-0.03312857077,1112.666626,-0.02755710669,1112.666626,-0.02581813,
1112,-0.03187163174,1112,-0.03534834087,1112,-0.03317601234,1112,-0.02763372473,1112,-0.02590968832,
1111.333374,-0.03187653795,1111.333374,-0.03536208719,1111.333374,-0.03322196007,1111.333374,-0.02766165696,1111.333374,-0.02593860961,
1110.666626,-0.03197620809,1110.666626,-0.03546530008,1110.666626,-0.03328933567,1110.666626,-0.02774651349,1110.666626,-0.02601288073,
1110,-0.03195590898,1110,-0.03547326848,1110,-0.03326981887,1110,-0.02770998888,1110,-0.02597845346,
1109.333374,-0.03200309351,1109.333374,-0.03550375625,1109.333374,-0.03336308151,1109.333374,-0.02780527622,1109.333374,-0.0260375049,
1108.666626,-0.03200958669,1108.666626,-0.03551176935,1108.666626,-0.03336144984,1108.666626,-0.0278024599,1108.666626,-0.02604686655,
1108,-0.03210220113,1108,-0.03564289585,1108,-0.03344960883,1108,-0.02790335938,1108,-0.02608397044,
1107.333374,-0.03213307261,1107.333374,-0.03568638861,1107.333374,-0.03351057693,1107.333374,-0.02791292407,1107.333374,-0.02614047192,
1106.666626,-0.03216869757,1106.666626,-0.03571581095,1106.666626,-0.03352553025,1106.666626,-0.02791617624,1106.666626,-0.02616104297,
1106,-0.03222455829,1106,-0.03576869145,1106,-0.03356578574,1106,-0.02797569335,1106,-0.02621734142,
1105.333374,-0.03224205226,1105.333374,-0.0357802771,1105.333374,-0.03359281272,1105.333374,-0.02798807062,1105.333374,-0.02624263614,
1104.666626,-0.03232150152,1104.666626,-0.03586027399,1104.666626,-0.03365802392,1104.666626,-0.02805844881,1104.666626,-0.02631890029,
1104,-0.03232467547,1104,-0.03589878604,1104,-0.03370056674,1104,-0.02808902413,1104,-0.02632640488,
1103.333374,-0.03251595423,1103.333374,-0.03604018688,1103.333374,-0.0338755846,1103.333374,-0.02828848362,1103.333374,-0.02644976415,
1102.666626,-0.03245023265,1102.666626,-0.03597928584,1102.666626,-0.03379426152,1102.666626,-0.02818995342,1102.666626,-0.02642219141,
1102,-0.03226065636,1102,-0.03579353169,1102,-0.03363411874,1102,-0.02799777873,1102,-0.02632981539,
1101.333374,-0.03251422197,1101.333374,-0.03605919704,1101.333374,-0.03388726711,1101.333374,-0.02822037414,1101.333374,-0.02635086514,
1100.666626,-0.03253478184,1100.666626,-0.0361353308,1100.666626,-0.03393912315,1100.666626,-0.02833165228,1100.666626,-0.02653938718,
1100,-0.03258526698,1100,-0.03611760959,1100,-0.03395583481,1100,-0.02834930643,1100,-0.02657391503,
1099.333374,-0.03264112025,1099.333374,-0.03620659187,1099.333374,-0.03398369998,1099.333374,-0.02843228355,1099.333374,-0.0266314242,
1098.666626,-0.03269768879,1098.666626,-0.03624778986,1098.666626,-0.03406838328,1098.666626,-0.02848120779,1098.666626,-0.02668868378,
1098,-0.03273897991,1098,-0.03635283932,1098,-0.03409087658,1098,-0.02854728885,1098,-0.02674189396,
1097.333374,-0.03263002634,1097.333374,-0.03622268885,1097.333374,-0.03396765888,1097.333374,-0.02850108594,1097.333374,-0.02665844932,
1096.666626,-0.03272361681,1096.666626,-0.036291603,1096.666626,-0.03410480544,1096.666626,-0.02854011394,1096.666626,-0.02665338479,
1096,-0.03279385716,1096,-0.03637436405,1096,-0.03413127363,1096,-0.02857550234,1096,-0.02678458579,
1095.333374,-0.03278574347,1095.333374,-0.03642744571,1095.333374,-0.03417544439,1095.333374,-0.02863187529,1095.333374,-0.02682352439,
1094.666626,-0.0328069143,1094.666626,-0.03649199754,1094.666626,-0.03422535211,1094.666626,-0.02870670334,1094.666626,-0.0268588569,
1094,-0.03279164806,1094,-0.03646453097,1094,-0.03418420255,1094,-0.02868988737,1094,-0.02684328333,
1093.333374,-0.03285189345,1093.333374,-0.0365289785,1093.333374,-0.03429018334,1093.333374,-0.02877202444,1093.333374,-0.02690246142,
1092.666626,-0.03282020986,1092.666626,-0.03654982522,1092.666626,-0.03421219438,1092.666626,-0.02879741229,1092.666626,-0.02691579424,
1092,-0.03294816986,1092,-0.03664167225,1092,-0.03425525874,1092,-0.02887608856,1092,-0.02700643986,
1091.333374,-0.03286936507,1091.333374,-0.03665799275,1091.333374,-0.03430238366,1091.333374,-0.02889885567,1091.333374,-0.02700916491,
1090.666626,-0.03291304037,1090.666626,-0.03668363765,1090.666626,-0.03431362659,1090.666626,-0.02896903828,1090.666626,-0.02706038952,
1090,-0.03297355399,1090,-0.03675038368,1090,-0.03434017673,1090,-0.02898269519,1090,-0.02709526569,
1089.333374,-0.03291601688,1089.333374,-0.0367698893,1089.333374,-0.03434452787,1089.333374,-0.0290094763,1089.333374,-0.02714156918,
1088.666626,-0.03298679739,1088.666626,-0.0368196927,1088.666626,-0.03441699222,1088.666626,-0.02915226296,1088.666626,-0.0272144191,
1088,-0.03299039975,1088,-0.03689550236,1088,-0.03439389169,1088,-0.02914408222,1088,-0.02721286379,
1087.333374,-0.03297005221,1087.333374,-0.03690044582,1087.333374,-0.03441737592,1087.333374,-0.02916509286,1087.333374,-0.02724510245,
1086.666626,-0.03298425674,1086.666626,-0.03691832721,1086.666626,-0.03437700868,1086.666626,-0.0291881822,1086.666626,-0.02727451921,
1086,-0.03300604224,1086,-0.03696839511,1086,-0.03445874527,1086,-0.0292236153,1086,-0.02732999064,
1085.333374,-0.03305829316,1085.333374,-0.03706999496,1085.333374,-0.03456360847,1085.333374,-0.02932311967,1085.333374,-0.02736873552,
1084.666626,-0.03304336965,1084.666626,-0.03708924353,1084.666626,-0.0345517993,1084.666626,-0.02937005833,1084.666626,-0.02739547007,
1084,-0.03308208659,1084,-0.03713226318,1084,-0.03458641097,1084,-0.02940344252,1084,-0.0274578277,
1083.333374,-0.03306011483,1083.333374,-0.03715863824,1083.333374,-0.03462427482,1083.333374,-0.02941897325,1083.333374,-0.02748096175,
1082.666626,-0.03311662748,1082.666626,-0.03715550154,1082.666626,-0.0347012803,1082.666626,-0.02945317701,1082.666626,-0.02751089633,
1082,-0.03310377151,1082,-0.037259195,1082,-0.03470209613,1082,-0.02949685976,1082,-0.02754418179,
1081.333374,-0.03311758861,1081.333374,-0.03722612187,1081.333374,-0.03473994881,1081.333374,-0.02952510864,1081.333374,-0.02756021731,
1080.666626,-0.03320651501,1080.666626,-0.03732827678,1080.666626,-0.03477593139,1080.666626,-0.02956573665,1080.666626,-0.02762823552,
1080,-0.03313826397,1080,-0.03735853732,1080,-0.03480513021,1080,-0.02957985923,1080,-0.02763396688,
1079.333374,-0.03324483335,1079.333374,-0.0374064669,1079.333374,-0.03487899899,1079.333374,-0.02965757251,1079.333374,-0.02775685862,
1078.666626,-0.03324272484,1078.666626,-0.03739126772,1078.666626,-0.03483083844,1078.666626,-0.02964069508,1078.666626,-0.02768725716,
1078,-0.03334399685,1078,-0.03751104698,1078,-0.03496121615,1078,-0.02969596349,1078,-0.02777832374,
1077.333374,-0.0333301425,1077.333374,-0.03751983494,1077.333374,-0.03495615348,1077.333374,-0.02975528501,1077.333374,-0.02783509158,
1076.666626,-0.03338820115,1076.666626,-0.03756997734,1076.666626,-0.03498428687,1076.666626,-0.02979018725,1076.666626,-0.0278401915,
1076,-0.03344424069,1076,-0.03760482743,1076,-0.03508333862,1076,-0.02984292246,1076,-0.02792015672,
1075.333374,-0.03347026929,1075.333374,-0.03765510395,1075.333374,-0.03505702689,1075.333374,-0.02980908751,1075.333374,-0.02788680233,
1074.666626,-0.03357125074,1074.666626,-0.03772677854,1074.666626,-0.03515467793,1074.666626,-0.02994653955,1074.666626,-0.02801481634,
1074,-0.03358658403,1074,-0.03770133853,1074,-0.03506973013,1074,-0.02988241054,1074,-0.02794171125,
1073.333374,-0.03371671215,1073.333374,-0.0377876237,1073.333374,-0.03517167643,1073.333374,-0.02997437119,1073.333374,-0.02806961164,
1072.666626,-0.03381093219,1072.666626,-0.03786796331,1072.666626,-0.03523674607,1072.666626,-0.02997200377,1072.666626,-0.02808242477,
1072,-0.03386504948,1072,-0.03787859157,1072,-0.03529536352,1072,-0.03004771471,1072,-0.02819626033,
1071.333374,-0.03398451209,1071.333374,-0.03793818131,1071.333374,-0.03529044613,1071.333374,-0.03005520254,1071.333374,-0.02814730443,
1070.666626,-0.03408159316,1070.666626,-0.03806402534,1070.666626,-0.03540785238,1070.666626,-0.03019561805,1070.666626,-0.0282795094,
1070,-0.03407221287,1070,-0.03802039102,1070,-0.03539158031,1070,-0.03021160327,1070,-0.02822769992,
1069.333374,-0.0341173932,1069.333374,-0.03805117309,1069.333374,-0.03537172824,1069.333374,-0.03019972146,1069.333374,-0.028315695,
1068.666626,-0.03415185213,1068.666626,-0.03804652393,1068.666626,-0.0353807956,1068.666626,-0.03018330224,1068.666626,-0.02829454653,
1068,-0.03435500339,1068,-0.03817693517,1068,-0.03553028032,1068,-0.03035264276,1068,-0.02839130536,
1067.333374,-0.03432615846,1067.333374,-0.03814687207,1067.333374,-0.03545881063,1067.333374,-0.03024381213,1067.333374,-0.02834242024,
1066.666626,-0.03437413648,1066.666626,-0.03820523992,1066.666626,-0.03549478576,1066.666626,-0.0303175915,1066.666626,-0.02839625254,
1066,-0.03449632972,1066,-0.03827986121,1066,-0.03553972393,1066,-0.03039131127,1066,-0.02846476994,
1065.333374,-0.03454763815,1065.333374,-0.03830138221,1065.333374,-0.03553519398,1065.333374,-0.03036229871,1065.333374,-0.02849740162,
1064.666626,-0.03467145562,1064.666626,-0.03834878281,1064.666626,-0.03561394662,1064.666626,-0.03045029752,1064.666626,-0.02854656056,
1064,-0.03469038382,1064,-0.03836631775,1064,-0.03563974798,1064,-0.03047138825,1064,-0.0285440404,
1063.333374,-0.03481320664,1063.333374,-0.03844640777,1063.333374,-0.03571404889,1063.333374,-0.0305736959,1063.333374,-0.0286550913,
1062.666626,-0.0348800011,1062.666626,-0.03847697005,1062.666626,-0.03575352952,1062.666626,-0.03059111536,1062.666626,-0.02871000022,
1062,-0.0349351801,1062,-0.03852837533,1062,-0.03579119593,1062,-0.03061823174,1062,-0.02869841829,
1061.333374,-0.03506328166,1061.333374,-0.03866641223,1061.333374,-0.03585354984,1061.333374,-0.03067115508,1061.333374,-0.02883786708,
