non-imine undoped,,non-imine 5 sec TFA vapour,,non-imine 10 sec TFA vapour,,non-imine 30 sec TFA vapour,,non-imine 1min TFA vapour,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
547.999939,0.04534461722,547.999939,0.0108052399,547.999939,0.003175441409,547.999939,-0.006099499296,547.999939,-0.005768672097,
547.333313,0.04595822096,547.333313,0.01123433374,547.333313,0.003555899486,547.333313,-0.006017250009,547.333313,-0.005488819908,
546.666626,0.04697284847,546.666626,0.01192012802,546.666626,0.003956230357,546.666626,-0.005624322221,546.666626,-0.005177274346,
545.999939,0.04783578962,545.999939,0.01245282032,545.999939,0.004573900253,545.999939,-0.005320545286,545.999939,-0.004905230831,
545.333313,0.04891220853,545.333313,0.01325163059,545.333313,0.005167851225,545.333313,-0.004745180253,545.333313,-0.004320037086,
544.666626,0.04961966723,544.666626,0.01368929446,544.666626,0.005585823674,544.666626,-0.004368474241,544.666626,-0.004007805604,
543.999939,0.05058103055,543.999939,0.01436643023,543.999939,0.006031154189,543.999939,-0.004164436366,543.999939,-0.003565559629,
543.333313,0.05124131963,543.333313,0.01476319786,543.333313,0.006258731242,543.333313,-0.003977437038,543.333313,-0.003582247766,
542.666626,0.05215321481,542.666626,0.01549440064,542.666626,0.006607101299,542.666626,-0.003703203518,542.666626,-0.003068785882,
541.999939,0.05284028128,541.999939,0.01594405249,541.999939,0.00708292285,541.999939,-0.003457251936,541.999939,-0.002955160569,
541.333313,0.05374373868,541.333313,0.01649891399,541.333313,0.00756242685,541.333313,-0.003035678295,541.333313,-0.002447803272,
540.666626,0.05439218879,540.666626,0.01699512452,540.666626,0.007823778316,540.666626,-0.002924615517,540.666626,-0.002205054276,
539.999939,0.05506785214,539.999939,0.01727600768,539.999939,0.008120469749,539.999939,-0.002713569673,539.999939,-0.002137983451,
539.333313,0.0560682565,539.333313,0.0179860685,539.333313,0.008518908173,539.333313,-0.002448729938,539.333313,-0.001826395746,
538.666626,0.05683793128,538.666626,0.01855910756,538.666626,0.009205977432,538.666626,-0.0020471483,538.666626,-0.00140256423,
537.999939,0.05762366578,537.999939,0.01907615364,537.999939,0.009695085697,537.999939,-0.001688104123,537.999939,-0.0009791968623,
537.333313,0.05844443291,537.333313,0.01961420663,537.333313,0.009852665477,537.333313,-0.00150808366,537.333313,-0.0008474558126,
536.666626,0.05936512351,536.666626,0.02016708255,536.666626,0.01032368094,536.666626,-0.001321278745,536.666626,-0.0005588806816,
535.999939,0.06004845724,535.999939,0.02070282586,535.999939,0.01068089996,535.999939,-0.0008744788938,535.999939,-0.0001906859397,
535.333313,0.06070836261,535.333313,0.02124765702,535.333313,0.01118104905,535.333313,-0.0006418081466,535.333313,0.0001346537902,
534.666626,0.0615445599,534.666626,0.02190227807,534.666626,0.01155425981,534.666626,-0.0003050883824,534.666626,0.0004090873699,
533.999939,0.06223677099,533.999939,0.02233752236,533.999939,0.01190344617,533.999939,-5.11994258E-005,533.999939,0.00072598306,
533.333313,0.06311031431,533.333313,0.02287756093,533.333313,0.01238585543,533.333313,0.000224696545,533.333313,0.001041371608,
532.666626,0.06385362893,532.666626,0.0233808998,532.666626,0.01283893734,532.666626,0.0004955588374,532.666626,0.001279666671,
531.999939,0.06481809169,531.999939,0.02415657043,531.999939,0.01348959282,531.999939,0.0009886742337,531.999939,0.001922580763,
531.333313,0.06542154402,531.333313,0.02473688312,531.333313,0.01375194546,531.333313,0.001155869802,531.333313,0.00220046239,
530.666626,0.06620301306,530.666626,0.02519972436,530.666626,0.01426626556,530.666626,0.001563787693,530.666626,0.002607696457,
529.999939,0.0670876652,529.999939,0.02573742904,529.999939,0.01469978504,529.999939,0.001992242411,529.999939,0.002890785458,
529.333313,0.06771570444,529.333313,0.02621967718,529.333313,0.01515397523,529.333313,0.002245136537,529.333313,0.003118260764,
528.666626,0.06841394305,528.666626,0.02681966312,528.666626,0.01552836318,528.666626,0.002507108264,528.666626,0.003514952492,
527.999939,0.06911896169,527.999939,0.02734305896,527.999939,0.01593567431,527.999939,0.002695492469,527.999939,0.003805553773,
527.333313,0.06985269487,527.333313,0.02781748958,527.333313,0.01650983095,527.333313,0.003153277561,527.333313,0.004212310072,
526.666626,0.07047439367,526.666626,0.02844135463,526.666626,0.01678929664,526.666626,0.003322351957,526.666626,0.004456745461,
525.999939,0.0712871924,525.999939,0.02910210006,525.999939,0.01752836816,525.999939,0.003828404006,525.999939,0.005081309006,
525.333313,0.07204624265,525.333313,0.02965522371,525.333313,0.01783338562,525.333313,0.004152797163,525.333313,0.005236516241,
524.666626,0.07255286723,524.666626,0.03006687947,524.666626,0.01802163012,524.666626,0.004378214944,524.666626,0.005651223939,
523.999939,0.0732466504,523.999939,0.0306597054,523.999939,0.01871577464,523.999939,0.004572173581,523.999939,0.006095099263,
523.333313,0.07406291366,523.333313,0.03140901029,523.333313,0.01918866113,523.333313,0.005256140139,523.333313,0.006418668199,
522.666626,0.07476799935,522.666626,0.03185531124,522.666626,0.01964600198,522.666626,0.005568832625,522.666626,0.006772582885,
521.999939,0.07548716664,521.999939,0.03238648921,521.999939,0.02013470791,521.999939,0.005839927588,521.999939,0.007296441123,
521.333313,0.07586842775,521.333313,0.03301782161,521.333313,0.0206702482,521.333313,0.006226798054,521.333313,0.007531319745,
520.666626,0.0767371729,520.666626,0.03356166929,520.666626,0.02105722204,520.666626,0.006476521958,520.666626,0.007869694382,
519.999939,0.07732222974,519.999939,0.03400534764,519.999939,0.02152328193,519.999939,0.006773503497,519.999939,0.008173116483,
519.333313,0.0778632015,519.333313,0.03449263796,519.333313,0.0218573045,519.333313,0.007100183517,519.333313,0.008560567163,
518.666626,0.07848311216,518.666626,0.03505547717,518.666626,0.02219389938,518.666626,0.007310077548,518.666626,0.008917131461,
517.999939,0.07902897894,517.999939,0.03569489345,517.999939,0.02264031768,517.999939,0.007821591571,517.999939,0.009325108491,
517.333313,0.07971117646,517.333313,0.03608061746,517.333313,0.02309134603,517.333313,0.008020021021,517.333313,0.009524067864,
516.666626,0.08031567186,516.666626,0.03677704185,516.666626,0.02373109199,516.666626,0.008522287011,516.666626,0.01008622814,
515.999939,0.08078948408,515.999939,0.03705729172,515.999939,0.02413580008,515.999939,0.008697136305,515.999939,0.0101898862,
515.333313,0.08135386556,515.333313,0.03757838905,515.333313,0.02447879501,515.333313,0.009109823965,515.333313,0.01061545406,
514.666626,0.08212353289,514.666626,0.0383095406,514.666626,0.02516639419,514.666626,0.009608959779,514.666626,0.01116994675,
513.999939,0.08258572966,513.999939,0.03887222707,513.999939,0.02550883219,513.999939,0.009836565703,513.999939,0.01152270567,
513.333313,0.0832285434,513.333313,0.03945741802,513.333313,0.02607361227,513.333313,0.01022860501,513.333313,0.01191650983,
512.666626,0.08385099471,512.666626,0.04010389,512.666626,0.02654932626,512.666626,0.01068901829,512.666626,0.01232915279,
511.9999695,0.08437356353,511.9999695,0.04043626785,511.9999695,0.02691056579,511.9999695,0.01085720398,511.9999695,0.01255659107,
511.333313,0.08479571342,511.333313,0.04096889123,511.333313,0.02730380371,511.333313,0.01124506537,511.333313,0.01289509237,
510.666626,0.08532717824,510.666626,0.04146634042,510.666626,0.02772832848,510.666626,0.01134097576,510.666626,0.01335265674,
509.9999695,0.08588979393,509.9999695,0.04204428941,509.9999695,0.02822218649,509.9999695,0.01191839855,509.9999695,0.01361238863,
509.333313,0.08641052991,509.333313,0.04259156808,509.333313,0.02870797738,509.333313,0.01221715566,509.333313,0.01404405292,
508.666626,0.08695779741,508.666626,0.04302659258,508.666626,0.02920546941,508.666626,0.01257708203,508.666626,0.01449043863,
507.9999695,0.08745401353,507.9999695,0.04358198121,507.9999695,0.0297095757,507.9999695,0.01278369594,507.9999695,0.01482364722,
507.333313,0.0877795741,507.333313,0.04399322346,507.333313,0.03008774109,507.333313,0.01318136696,507.333313,0.01520665083,
506.666626,0.08849321306,506.666626,0.0446363911,506.666626,0.03050650097,506.666626,0.01370267849,506.666626,0.01561408862,
505.9999695,0.08894114941,505.9999695,0.04508550465,505.9999695,0.03096977994,505.9999695,0.01394984312,505.9999695,0.01592109166,
505.333313,0.08935857564,505.333313,0.04566271231,505.333313,0.03160841018,505.333313,0.01424703188,505.333313,0.01629533619,
504.666626,0.08979387581,504.666626,0.04606038705,504.666626,0.03189032897,504.666626,0.01465043798,504.666626,0.01668354124,
503.9999695,0.09035004675,503.9999695,0.04676540568,503.9999695,0.03241892532,503.9999695,0.01509152353,503.9999695,0.01729047298,
503.333313,0.09072744846,503.333313,0.04725395516,503.333313,0.03293610737,503.333313,0.015433616,503.333313,0.0175096374,
502.666626,0.09121272713,502.666626,0.04771659151,502.666626,0.03319516405,502.666626,0.01573091,502.666626,0.01793221757,
501.9999695,0.0915722549,501.9999695,0.04830173776,501.9999695,0.03385356069,501.9999695,0.01619281806,501.9999695,0.01828835532,
501.333313,0.09222089499,501.333313,0.04880632833,501.333313,0.0343330875,501.333313,0.01650507189,501.333313,0.01884943806,
500.666626,0.0925149098,500.666626,0.04930477962,500.666626,0.03483962268,500.666626,0.0167869553,500.666626,0.01913447306,
499.9999695,0.09298738092,499.9999695,0.04978612438,499.9999695,0.0351087451,499.9999695,0.01718944311,499.9999695,0.01953120902,
499.333313,0.09342315793,499.333313,0.05021490902,499.333313,0.03570141271,499.333313,0.01759526879,499.333313,0.01987137087,
498.666626,0.09386239201,498.666626,0.05071594194,498.666626,0.03618627787,498.666626,0.01791543886,498.666626,0.02023257501,
497.9999695,0.09408149123,497.9999695,0.0512483418,497.9999695,0.0365761295,497.9999695,0.01821473427,497.9999695,0.02071906254,
497.333313,0.09463892877,497.333313,0.05184564367,497.333313,0.037055742,497.333313,0.01874320768,497.333313,0.02119389176,
496.666626,0.09493980557,496.666626,0.05232268944,496.666626,0.03756992146,496.666626,0.01905592158,496.666626,0.02156846412,
495.9999695,0.09518703073,495.9999695,0.05268250033,495.9999695,0.03783305734,495.9999695,0.01923693158,495.9999695,0.02171136439,
495.333313,0.09555824101,495.333313,0.0531742163,495.333313,0.0384199582,495.333313,0.01971683279,495.333313,0.02227345668,
494.666626,0.09598815441,494.666626,0.05372654274,494.666626,0.03874855861,494.666626,0.02008332871,494.666626,0.02259428799,
493.9999695,0.09628546983,493.9999695,0.05407420546,493.9999695,0.039180886,493.9999695,0.02040978894,493.9999695,0.02288697474,
493.333313,0.09634712338,493.333313,0.05429669842,493.333313,0.03950549662,493.333313,0.02059174329,493.333313,0.02322914824,
492.666626,0.09673020244,492.666626,0.05492653325,492.666626,0.04007666558,492.666626,0.02105099894,492.666626,0.02365099266,
491.9999695,0.09702689946,491.9999695,0.05535219237,491.9999695,0.04040833935,491.9999695,0.02140089311,491.9999695,0.02408971824,
491.333313,0.09738644212,491.333313,0.05579584092,491.333313,0.040847186,491.333313,0.02175319195,491.333313,0.02432627603,
490.666626,0.09757597744,490.666626,0.05616404861,490.666626,0.04127153009,490.666626,0.02205882221,490.666626,0.02483697236,
489.9999695,0.09752193093,489.9999695,0.05638572946,489.9999695,0.04155327007,489.9999695,0.02217139676,489.9999695,0.02501626685,
489.333313,0.09808915854,489.333313,0.05699000135,489.333313,0.04200644791,489.333313,0.02276785672,489.333313,0.02556519397,
488.666626,0.09810398519,488.666626,0.05740749463,488.666626,0.04244625568,488.666626,0.02282250114,488.666626,0.02575358003,
487.9999695,0.09856574982,487.9999695,0.05784526467,487.9999695,0.04298452288,487.9999695,0.02348603122,487.9999695,0.02639690414,
487.333313,0.09868487716,487.333313,0.05822587013,487.333313,0.0434133634,487.333313,0.02368106134,487.333313,0.02661121823,
486.666626,0.09890316427,486.666626,0.05871472135,486.666626,0.04363613203,486.666626,0.02413341776,486.666626,0.02701002546,
485.9999695,0.09896327555,485.9999695,0.05901729316,485.9999695,0.04413171858,485.9999695,0.02426698059,485.9999695,0.02725465782,
485.333313,0.09923811257,485.333313,0.05930684134,485.333313,0.04438948631,485.333313,0.02464859933,485.333313,0.02757091448,
484.666626,0.09930236638,484.666626,0.05971739441,484.666626,0.04477155954,484.666626,0.02492381446,484.666626,0.02797284164,
483.9999695,0.09966623783,483.9999695,0.06003439799,483.9999695,0.04534306377,483.9999695,0.02537957951,483.9999695,0.02833369188,
483.333313,0.09975892305,483.333313,0.06053879857,483.333313,0.04547612742,483.333313,0.02560775355,483.333313,0.02874702774,
482.666626,0.09990508854,482.666626,0.06083835661,482.666626,0.04599229246,482.666626,0.02593493089,482.666626,0.02916133963,
481.9999695,0.09995920956,481.9999695,0.06112295389,481.9999695,0.04638053477,481.9999695,0.02632602118,481.9999695,0.02939992957,
481.333313,0.1000527143,481.333313,0.06138352677,481.333313,0.04674929008,481.333313,0.02666403539,481.333313,0.0297787115,
480.666626,0.1001068503,480.666626,0.06172152981,480.666626,0.04696125537,480.666626,0.0268289689,480.666626,0.03007828072,
479.9999695,0.100461252,479.9999695,0.06219545752,479.9999695,0.04752022773,479.9999695,0.0272595901,479.9999695,0.03064012155,
479.333313,0.1005010232,479.333313,0.06249448657,479.333313,0.04800378904,479.333313,0.02781161107,479.333313,0.03087552264,
478.666626,0.1005410925,478.666626,0.06281935424,478.666626,0.04813515395,478.666626,0.02791442536,478.666626,0.03120355122,
477.9999695,0.1006596163,477.9999695,0.06319536269,477.9999695,0.04876088351,477.9999695,0.02833175659,477.9999695,0.03158764169,
477.333313,0.1006027609,477.333313,0.06331424415,477.333313,0.04870626703,477.333313,0.02851603925,477.333313,0.0316991806,
476.666626,0.1006907225,476.666626,0.06373997033,476.666626,0.04927265272,476.666626,0.02879338525,476.666626,0.03226630017,
475.9999695,0.1008190513,475.9999695,0.06418296695,475.9999695,0.04971143603,475.9999695,0.02935040556,475.9999695,0.03270335495,
475.333313,0.1007890478,475.333313,0.06437939405,475.333313,0.04995955899,475.333313,0.02946408466,475.333313,0.03286411986,
474.666626,0.1008817106,474.666626,0.06479419768,474.666626,0.05032191798,474.666626,0.02994946577,474.666626,0.03332899883,
473.9999695,0.1007569209,473.9999695,0.06485971063,473.9999695,0.0505737029,473.9999695,0.03017994203,473.9999695,0.03355241194,
473.333313,0.1008170545,473.333313,0.06527912617,473.333313,0.05086136982,473.333313,0.03039074503,473.333313,0.0338713862,
472.666626,0.1006900966,472.666626,0.06553076953,472.666626,0.05109602585,472.666626,0.03059231676,472.666626,0.03422610834,
471.9999695,0.100867115,471.9999695,0.06579656154,471.9999695,0.05157315359,471.9999695,0.03116152622,471.9999695,0.03453958407,
471.333313,0.1007245034,471.333313,0.06592335552,471.333313,0.05190926418,471.333313,0.03127217293,471.333313,0.03481981903,
470.666626,0.1007920504,470.666626,0.06630628556,470.666626,0.05226017535,470.666626,0.0317334868,470.666626,0.03521987051,
469.9999695,0.1007068455,469.9999695,0.06650738418,469.9999695,0.05245986581,469.9999695,0.03190913424,469.9999695,0.03553922847,
469.333313,0.1006013304,469.333313,0.06653809547,469.333313,0.05270778015,469.333313,0.03212607279,469.333313,0.03567134589,
468.666626,0.1005675197,468.666626,0.0669246465,468.666626,0.05307232589,468.666626,0.03253840655,468.666626,0.0361328274,
467.9999695,0.1003697217,467.9999695,0.0671037063,467.9999695,0.05334405974,467.9999695,0.03273734823,467.9999695,0.03647526726,
467.333313,0.1004693434,467.333313,0.06737275422,467.333313,0.05365208164,467.333313,0.03304497153,467.333313,0.03671681136,
466.666626,0.1001571789,466.666626,0.06746472418,466.666626,0.05396069959,466.666626,0.03324663639,466.666626,0.03694549575,
465.9999695,0.1001145095,465.9999695,0.06780041754,465.9999695,0.05417882651,465.9999695,0.03362800926,465.9999695,0.03730325028,
465.333313,0.1000064313,465.333313,0.0679115206,465.333313,0.05454974249,465.333313,0.03388940915,465.333313,0.03768811747,
464.666626,0.09976481646,464.666626,0.06803666055,464.666626,0.05468777195,464.666626,0.03411439806,464.666626,0.03780300915,
463.9999695,0.09972003847,463.9999695,0.06829369068,463.9999695,0.05506979302,463.9999695,0.03436844423,463.9999695,0.0381603688,
463.333313,0.09945961088,463.333313,0.06823325902,463.333313,0.05515113845,463.333313,0.03441927209,463.333313,0.03839201853,
462.666626,0.09922256321,462.666626,0.06844191253,462.666626,0.05531155691,462.666626,0.03478899971,462.666626,0.03872065619,
461.9999695,0.09916983545,461.9999695,0.0685852468,461.9999695,0.05558243394,461.9999695,0.03498050198,461.9999695,0.03891916946,
461.333313,0.09890644997,461.333313,0.06864281744,461.333313,0.05578268319,461.333313,0.03524853289,461.333313,0.03910768777,
460.666626,0.09873110801,460.666626,0.06886225939,460.666626,0.05593756214,460.666626,0.03549565747,460.666626,0.03937271982,
459.9999695,0.09842909127,459.9999695,0.06876862794,459.9999695,0.05611735582,459.9999695,0.03565726429,459.9999695,0.03958979249,
459.333313,0.09816712886,459.333313,0.06891264766,459.333313,0.05626492947,459.333313,0.03590105474,459.333313,0.03986831754,
458.666626,0.09790899605,458.666626,0.06893245876,458.666626,0.05636952072,458.666626,0.0361312516,458.666626,0.03996772319,
457.9999695,0.09760183841,457.9999695,0.06891361624,457.9999695,0.05638944358,457.9999695,0.03614976257,457.9999695,0.0400890708,
457.333313,0.09750776738,457.333313,0.06897462904,457.333313,0.05669591576,457.333313,0.03643157706,457.333313,0.04035618156,
456.666626,0.09705091268,456.666626,0.06908275187,456.666626,0.05667187646,456.666626,0.03656708822,456.666626,0.04055254534,
455.9999695,0.09665917605,455.9999695,0.06879380345,455.9999695,0.0568192862,455.9999695,0.03661530092,455.9999695,0.04066922516,
455.333313,0.0967091769,455.333313,0.06916952878,455.333313,0.0570249185,455.333313,0.03694792092,455.333313,0.04091473296,
454.666626,0.09613454342,454.666626,0.0689118579,454.666626,0.05678128451,454.666626,0.03690919653,454.666626,0.04089849442,
453.9999695,0.09606184065,453.9999695,0.06904041767,453.9999695,0.05705399439,453.9999695,0.0372700505,453.9999695,0.04124010354,
453.333313,0.09551115334,453.333313,0.068893902,453.333313,0.05710621923,453.333313,0.03714147955,453.333313,0.04123122245,
452.666626,0.09529355913,452.666626,0.06909176707,452.666626,0.0572559312,452.666626,0.03757491708,452.666626,0.04150228575,
451.9999695,0.09480241686,451.9999695,0.06868099421,451.9999695,0.05707244575,451.9999695,0.03729292378,451.9999695,0.04125769436,
451.333313,0.0945077464,451.333313,0.06870573759,451.333313,0.05727288127,451.333313,0.03748573363,451.333313,0.04163238034,
450.666626,0.09411980957,450.666626,0.06864269823,450.666626,0.05714838207,450.666626,0.03758064657,450.666626,0.04164742306,
449.9999695,0.0936152786,449.9999695,0.06835746765,449.9999695,0.0571318157,449.9999695,0.03757409751,449.9999695,0.0416980572,
449.333313,0.09332443774,449.333313,0.06837094575,449.333313,0.0570833683,449.333313,0.03773526847,449.333313,0.04182111099,
448.666626,0.09292174876,448.666626,0.06820999831,448.666626,0.05707424507,448.666626,0.03774721175,448.666626,0.04188892618,
447.9999695,0.09252244234,447.9999695,0.0680854097,447.9999695,0.05707749352,447.9999695,0.0378530249,447.9999695,0.04204098135,
447.333313,0.09235795587,447.333313,0.06802297384,447.333313,0.05726957694,447.333313,0.03801327944,447.333313,0.04220372811,
446.666626,0.09182453901,446.666626,0.06784977764,446.666626,0.05700502545,446.666626,0.03805945069,446.666626,0.04208561406,
445.9999695,0.09135528654,445.9999695,0.06785143912,445.9999695,0.05694150925,445.9999695,0.03825452179,445.9999695,0.04230073467,
445.333313,0.09123636037,445.333313,0.06776998192,445.333313,0.05704407766,445.333313,0.0383056663,445.333313,0.04241123423,
444.666626,0.09065462649,444.666626,0.06776102632,444.666626,0.05696759745,444.666626,0.03837403655,444.666626,0.04252652824,
443.9999695,0.09019564837,443.9999695,0.06729661673,443.9999695,0.05685445666,443.9999695,0.03826492652,443.9999695,0.04239593446,
443.333313,0.08971134573,443.333313,0.06705830246,443.333313,0.05676603317,443.333313,0.03818953782,443.333313,0.04244206101,
442.666626,0.08938322216,442.666626,0.06701598316,442.666626,0.0567706041,442.666626,0.03836713359,442.666626,0.04250423238,
441.9999695,0.08889251202,441.9999695,0.06688147038,441.9999695,0.0566753298,441.9999695,0.03842550144,441.9999695,0.04247500002,
441.333313,0.08833040297,441.333313,0.06680250913,441.333313,0.05663297698,441.333313,0.0384985581,441.333313,0.04252107441,
440.666626,0.08791187406,440.666626,0.06649196893,440.666626,0.05652062967,440.666626,0.03855603933,440.666626,0.04243007302,
439.9999695,0.08744856715,439.9999695,0.06630182266,439.9999695,0.05638142675,439.9999695,0.03843358904,439.9999695,0.04268006235,
439.333313,0.08691386878,439.333313,0.06596921384,439.333313,0.05630500615,439.333313,0.03833122551,439.333313,0.04264273867,
438.666626,0.08657477051,438.666626,0.06580915302,438.666626,0.05627536029,438.666626,0.03854059055,438.666626,0.04256772622,
437.9999695,0.0860696137,437.9999695,0.06565733999,437.9999695,0.056163311,437.9999695,0.0385603942,437.9999695,0.04269000143,
437.333313,0.08548089117,437.333313,0.06534414738,437.333313,0.05601751059,437.333313,0.03849001601,437.333313,0.04264884815,
436.666626,0.08499998599,436.666626,0.06506627053,436.666626,0.05591521412,436.666626,0.038460318,436.666626,0.04271002114,
435.9999695,0.08458128572,435.9999695,0.0650716871,435.9999695,0.05581464991,435.9999695,0.03872549534,435.9999695,0.04283293709,
435.333313,0.08407752961,435.333313,0.06476604193,435.333313,0.0555954054,435.333313,0.03863819689,435.333313,0.04274009913,
434.666626,0.0833401829,434.666626,0.06426799297,434.666626,0.05526380986,434.666626,0.03850294277,434.666626,0.04258562624,
433.9999695,0.08303362876,433.9999695,0.06408388913,433.9999695,0.05531808361,433.9999695,0.03848486766,433.9999695,0.04255824536,
433.333313,0.08236510307,433.333313,0.06378748268,433.333313,0.05512865633,433.333313,0.03846215457,433.333313,0.04253577814,
432.666626,0.08205042034,432.666626,0.0636594221,432.666626,0.05503359064,432.666626,0.03842191026,432.666626,0.0424470529,
431.9999695,0.08121998608,431.9999695,0.06324069947,431.9999695,0.05484572798,431.9999695,0.03826647997,431.9999695,0.04233358055,
431.333313,0.08063791692,431.333313,0.0627193898,431.333313,0.05453046039,431.333313,0.03837021813,431.333313,0.04245213419,
430.666626,0.0800724104,430.666626,0.06240977719,430.666626,0.05424451828,430.666626,0.03818453476,430.666626,0.04221459851,
429.9999695,0.07962357253,429.9999695,0.06230411306,429.9999695,0.05409452319,429.9999695,0.03827663139,429.9999695,0.04230858386,
429.333313,0.07907183468,429.333313,0.06189648435,429.333313,0.05383822694,429.333313,0.03804356977,429.333313,0.04226307198,
428.666626,0.07845709473,428.666626,0.06137693673,428.666626,0.05361672863,428.666626,0.03785678372,428.666626,0.0419674404,
427.9999695,0.0778638199,427.9999695,0.06119495258,427.9999695,0.05341399089,427.9999695,0.03781958669,427.9999695,0.04173379019,
427.333313,0.0774647817,427.333313,0.06099645048,427.333313,0.05314367265,427.333313,0.03773399815,427.333313,0.04190329462,
426.666626,0.07676552981,426.666626,0.06043159589,426.666626,0.05280788988,426.666626,0.03760105371,426.666626,0.04174524546,
425.9999695,0.07622397691,425.9999695,0.06014905497,425.9999695,0.0526882261,425.9999695,0.03751206398,425.9999695,0.0416277945,
425.333313,0.07555942982,425.333313,0.05962820724,425.333313,0.05229162425,425.333313,0.03736452013,425.333313,0.04137444869,
424.666626,0.0747802332,424.666626,0.05917309225,424.666626,0.05193178728,424.666626,0.03713950515,424.666626,0.04101244733,
423.9999695,0.07438576967,423.9999695,0.05879921466,423.9999695,0.0517119579,423.9999695,0.03707288206,423.9999695,0.04101978615,
423.333313,0.07376523316,423.333313,0.0583669655,423.333313,0.05129471421,423.333313,0.03692052513,423.333313,0.04072830081,
422.666626,0.07326383889,422.666626,0.05806192011,422.666626,0.05099168047,422.666626,0.03662952408,422.666626,0.04057175666,
421.9999695,0.07247427851,421.9999695,0.0573948808,421.9999695,0.05058652908,421.9999695,0.03652929887,421.9999695,0.04046800733,
421.333313,0.07195085287,421.333313,0.0569120869,421.333313,0.05019416288,421.333313,0.03637122363,421.333313,0.04009795934,
420.666626,0.07125016302,420.666626,0.05659918115,420.666626,0.04988312721,420.666626,0.0361558944,420.666626,0.04003715143,
419.9999695,0.07060378045,419.9999695,0.05608009547,419.9999695,0.04942078888,419.9999695,0.03590248898,419.9999695,0.0397778675,
419.333313,0.07032772899,419.333313,0.05580443516,419.333313,0.0492930077,419.333313,0.0359030515,419.333313,0.03971968591,
418.666626,0.06965104491,418.666626,0.05512554199,418.666626,0.04890592024,418.666626,0.03561843187,418.666626,0.03955641761,
417.9999695,0.06900515407,417.9999695,0.05474162102,417.9999695,0.04854911193,417.9999695,0.03535699844,417.9999695,0.03916496411,
417.333313,0.06838463992,417.333313,0.05428185686,417.333313,0.04809226841,417.333313,0.03512552753,417.333313,0.0390393734,
416.666626,0.06782541424,416.666626,0.05391858146,416.666626,0.04777354375,416.666626,0.03519098461,416.666626,0.03897837549,
415.9999695,0.0671049729,415.9999695,0.05339390785,415.9999695,0.04743998125,415.9999695,0.03508275375,415.9999695,0.03882090375,
415.333313,0.0665582791,415.333313,0.0531132184,415.333313,0.04711674154,415.333313,0.03485395387,415.333313,0.03857233375,
414.666626,0.06617000699,414.666626,0.05249649659,414.666626,0.04678359628,414.666626,0.03460043669,414.666626,0.03830091655,
413.9999695,0.06542822719,413.9999695,0.05206889659,413.9999695,0.04641965032,413.9999695,0.03438800201,413.9999695,0.03799522668,
413.333313,0.06505869329,413.333313,0.05183607712,413.333313,0.04611999914,413.333313,0.03423510119,413.333313,0.0379800573,
412.666626,0.06425877661,412.666626,0.05124149472,412.666626,0.04562975839,412.666626,0.03401156142,412.666626,0.03776375949,
411.9999695,0.06354230642,411.9999695,0.0507549569,411.9999695,0.04534294829,411.9999695,0.03385974467,411.9999695,0.03740119562,
411.333313,0.06318398565,411.333313,0.05046645924,411.333313,0.04495471343,411.333313,0.03377185389,411.333313,0.03748940304,
410.666626,0.06280140579,410.666626,0.0498319678,410.666626,0.04460899532,410.666626,0.03369611874,410.666626,0.03740782663,
409.9999695,0.06213900074,409.9999695,0.04954614118,409.9999695,0.04422757775,409.9999695,0.03357324749,409.9999695,0.03709836677,
409.333313,0.06139938906,409.333313,0.04881316423,409.333313,0.04387006536,409.333313,0.03315965086,409.333313,0.03668923676,
408.666626,0.06095513329,408.666626,0.04845602438,408.666626,0.04364214092,408.666626,0.03298919648,408.666626,0.03650956228,
407.9999695,0.0603541024,407.9999695,0.04808107764,407.9999695,0.04320924357,407.9999695,0.03285384551,407.9999695,0.0365668349,
407.333313,0.06000524014,407.333313,0.04771263525,407.333313,0.04286039248,407.333313,0.03294331208,407.333313,0.03638194874,
406.666626,0.05941949785,406.666626,0.04718893766,406.666626,0.04242861643,406.666626,0.03257247433,406.666626,0.03604537249,
405.9999695,0.05884761736,405.9999695,0.04695052654,405.9999695,0.04223605245,405.9999695,0.03277908266,405.9999695,0.03587945923,
405.333313,0.05833404139,405.333313,0.04625364393,405.333313,0.04185953736,405.333313,0.03226914257,405.333313,0.03552700952,
404.666626,0.05736961961,404.666626,0.04549296945,404.666626,0.04120543599,404.666626,0.03179208189,404.666626,0.03512788564,
403.9999695,0.05710934848,403.9999695,0.04520085081,403.9999695,0.04095219448,403.9999695,0.03182302788,403.9999695,0.03516681492,
403.333313,0.05656285211,403.333313,0.0450158976,403.333313,0.04073657468,403.333313,0.03179949149,403.333313,0.03508862108,
402.666626,0.05615217611,402.666626,0.04465902597,402.666626,0.04038245976,402.666626,0.03156049922,402.666626,0.03489263728,
401.9999695,0.0554568544,401.9999695,0.04425492138,401.9999695,0.04000734538,401.9999695,0.03131148592,401.9999695,0.03456250951,
401.333313,0.0550192222,401.333313,0.04365113005,401.333313,0.03974161297,401.333313,0.03108493984,401.333313,0.03436760604,
