t=0hrs FeCl3 0uM,,t=0hrs FeCl3 20uM,,t=0hrs FeCl3 50uM,,t=0hrs FeCl3 100uM,,t=0hrs FeCl3 5uM repeat,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1400,0.006113265641,1400,0.006079952233,1400,0.005114572123,1400,0.005455367267,1400,0.002385277534,
1399.333374,0.005727728829,1399.333374,0.005872776732,1399.333374,0.005101921503,1399.333374,0.005729853641,1399.333374,0.002406491432,
1398.666626,0.005660297815,1398.666626,0.005528875161,1398.666626,0.004912726581,1398.666626,0.005182285327,1398.666626,0.002089980291,
1398,0.00534316292,1398,0.005099616479,1398,0.004388543777,1398,0.004595849197,1398,0.001800238155,
1397.333374,0.004933671094,1397.333374,0.004402141552,1397.333374,0.003783723339,1397.333374,0.003742780769,1397.333374,0.001210508402,
1396.666626,0.004645715468,1396.666626,0.004196313675,1396.666626,0.003594840644,1396.666626,0.003586827544,1396.666626,0.001196517143,
1396,0.004231495783,1396,0.003690041834,1396,0.003179326886,1396,0.003288495354,1396,0.0009165013325,
1395.333374,0.00379855535,1395.333374,0.003319065319,1395.333374,0.002861757064,1395.333374,0.003161021741,1395.333374,0.0008369745337,
1394.666626,0.00347320037,1394.666626,0.002657074481,1394.666626,0.002288150135,1394.666626,0.002526114928,1394.666626,0.0002912112104,
1394,0.003204647452,1394,0.002229134552,1394,0.001968318596,1394,0.001738274004,1394,-8.11708087E-005,
1393.333374,0.002883879934,1393.333374,0.00186720246,1393.333374,0.001625700854,1393.333374,0.001408381038,1393.333374,-0.0003564587678,
1392.666626,0.00278064888,1392.666626,0.001745213405,1392.666626,0.001531444606,1392.666626,0.001335774898,1392.666626,-0.0003333868226,
1392,0.002515491797,1392,0.001644097269,1392,0.00151061127,1392,0.001518066507,1392,-0.0001514582691,
1391.333374,0.00239285198,1391.333374,0.001316794311,1391.333374,0.001106376527,1391.333374,0.001057874877,1391.333374,-0.0005856115604,
1390.666626,0.002250678837,1390.666626,0.001088755438,1390.666626,0.001061352086,1390.666626,0.0008313723956,1390.666626,-0.0007122633979,
1390,0.002124472056,1390,0.0008823387907,1390,0.0007393109263,1390,0.0002904600115,1390,-0.0009775438812,
1389.333374,0.002042721026,1389.333374,0.0009473717655,1389.333374,0.0007976315683,1389.333374,0.0005221749307,1389.333374,-0.0008994337404,
1388.666626,0.002000694163,1388.666626,0.0007204342401,1388.666626,0.0006262964453,1388.666626,0.0004427462409,1388.666626,-0.0009841558058,
1388,0.001885609119,1388,0.0006696683122,1388,0.0006476836861,1388,0.0006250780425,1388,-0.0009076483548,
1387.333374,0.001819863683,1387.333374,0.0005266586086,1387.333374,0.0004288315249,1387.333374,0.0002315081365,1387.333374,-0.00109158433,
1386.666626,0.001776324701,1386.666626,0.0004333401448,1386.666626,0.0003663632669,1386.666626,0.0001135765924,1386.666626,-0.001174771576,
1386,0.001765434165,1386,0.0003221408988,1386,0.0002593253739,1386,-7.180173998E-005,1386,-0.00126811245,
1385.333374,0.001705034403,1385.333374,0.0002824818657,1385.333374,0.000216875007,1385.333374,-3.623884186E-005,1385.333374,-0.001257271855,
1384.666626,0.00172307028,1384.666626,0.0003412852529,1384.666626,0.0002603614412,1384.666626,0.0001496466721,1384.666626,-0.001142448746,
1384,0.001682399656,1384,0.0002541710273,1384,0.0001290866203,1384,-0.0001173511264,1384,-0.001241526799,
1383.333374,0.001677202294,1383.333374,0.0002289440599,1383.333374,0.0001118158907,1383.333374,-2.86289378E-005,1383.333374,-0.001265686238,
1382.666626,0.001734765479,1382.666626,0.0001767594658,1382.666626,6.528932136E-005,1382.666626,3.968500096E-005,1382.666626,-0.001326388563,
1382,0.001720133587,1382,0.0002735714079,1382,8.574278763E-005,1382,-4.084613829E-005,1382,-0.001217159443,
1381.333374,0.001715819468,1381.333374,0.0001823272614,1381.333374,5.273291754E-005,1381.333374,-0.0001193179196,1381.333374,-0.001343214419,
1380.666626,0.001768319285,1380.666626,0.0001715025137,1380.666626,-3.261619668E-006,1380.666626,-0.0002289269323,1380.666626,-0.001361175091,
1380,0.001813312992,1380,0.0002666296496,1380,0.0001444677328,1380,0.0001550587476,1380,-0.001120709465,
1379.333374,0.001691287034,1379.333374,0.000213404579,1379.333374,6.919870793E-005,1379.333374,0.0001347314828,1379.333374,-0.001188815339,
1378.666626,0.00170999812,1378.666626,0.0001555766503,1378.666626,1.780991079E-005,1378.666626,-0.0001303421741,1378.666626,-0.00133428548,
1378,0.001623518299,1378,0.0001556543284,1378,-7.754744001E-005,1378,-0.000213506748,1378,-0.001401377376,
1377.333374,0.00173104892,1377.333374,0.0001791160612,1377.333374,4.698557314E-005,1377.333374,-2.38662069E-005,1377.333374,-0.001296606264,
1376.666626,0.001692690304,1376.666626,0.0001166060538,1376.666626,1.516944212E-005,1376.666626,0.0001618174429,1376.666626,-0.001321330317,
1376,0.001668549026,1376,0.0001519254292,1376,0,1376,7.057088078E-005,1376,-0.001304555335,
1375.333374,0.001741262851,1375.333374,0.0002233756823,1375.333374,3.277287396E-005,1375.333374,0.0002746593091,1375.333374,-0.001264189137,
1374.666626,0.001629624399,1374.666626,0.0002602319291,1374.666626,0.0001261606521,1374.666626,0.0005291984999,1374.666626,-0.001135942526,
1374,0.001651450875,1374,0.0001498020429,1374,-9.940097698E-006,1374,0.0002115139796,1374,-0.001313433284,
1373.333374,0.001701525995,1373.333374,0.0001805921784,1373.333374,8.618293941E-005,1373.333374,0.0003273478651,1373.333374,-0.001218037098,
1372.666626,0.001647137455,1372.666626,0.000144519523,1372.666626,3.054651825E-005,1372.666626,0.0002542228322,1372.666626,-0.001282153069,
1372,0.001509857946,1372,0.0001953535684,1372,6.226021651E-005,1372,0.0004847263044,1372,-0.001181741944,
1371.333374,0.001577816787,1371.333374,0.0001095632397,1371.333374,-7.459695189E-005,1371.333374,0.0003144989314,1371.333374,-0.001341614407,
1370.666626,0.001627519727,1370.666626,0.0002486541343,1370.666626,0.0001786758221,1370.666626,0.0008502280107,1370.666626,-0.0009597223834,
1370,0.00162601273,1370,5.532183786E-005,1370,-8.158490527E-005,1370,0.000107388274,1370,-0.001351730316,
1369.333374,0.001559527125,1369.333374,0.0001015625312,1369.333374,-3.981079499E-005,1369.333374,0.0001607039303,1369.333374,-0.001324375626,
1368.666626,0.001486687805,1368.666626,0.0001285169565,1368.666626,-0.0001019269839,1368.666626,-1.579015407E-005,1368.666626,-0.001355601125,
1368,0.001532301889,1368,7.533470489E-005,1368,-2.521220085E-005,1368,0.0002462453558,1368,-0.001294748043,
1367.333374,0.001496038865,1367.333374,0.0001289571519,1367.333374,8.998894918E-005,1367.333374,0.0003396790416,1367.333374,-0.001172912889,
1366.666626,0.001543706167,1366.666626,6.453851529E-005,1366.666626,4.921201253E-005,1366.666626,0.0002572532685,1366.666626,-0.001163257519,
1366,0.001458713901,1366,9.474368198E-006,1366,-9.074672562E-005,1366,6.559999747E-005,1366,-0.001347446581,
1365.333374,0.001392228063,1365.333374,2.366041917E-005,1365.333374,-7.444166113E-005,1365.333374,2.860493623E-005,1365.333374,-0.001313588116,
1364.666626,0.001411263715,1364.666626,-5.725598749E-005,1364.666626,-0.0001526486158,1364.666626,-0.000160825628,1364.666626,-0.001448696712,
1364,0.001379555324,1364,-3.157973333E-005,1364,-0.0001570994064,1364,-0.0003178668849,1364,-0.001400654903,
1363.333374,0.001368518919,1363.333374,-0.000127288542,1363.333374,-0.0002633875119,1363.333374,-0.0004766614002,1363.333374,-0.001563232508,
1362.666626,0.001373686478,1362.666626,-0.0001300316362,1362.666626,-0.0002056929516,1362.666626,-0.0003045192861,1362.666626,-0.001446581096,
1362,0.00129560777,1362,-5.073353532E-005,1362,-0.0001607738668,1362,-0.0001087074634,1362,-0.001344143413,
1361.333374,0.001294465386,1361.333374,-0.000121698773,1361.333374,-0.000131015011,1361.333374,-1.097551194E-005,1361.333374,-0.001341562835,
1360.666626,0.001184524968,1360.666626,-6.817829126E-005,1360.666626,-9.530167881E-005,1360.666626,-3.830954302E-005,1360.666626,-0.001224955078,
1360,0.001231015893,1360,-0.0001615501678,1360,-0.0002635944693,1360,-0.0003733222547,1360,-0.001525263651,
1359.333374,0.001174168428,1359.333374,-0.0001780589519,1359.333374,-0.0002212169056,1359.333374,-0.000207504112,1359.333374,-0.001376038417,
1358.666626,0.001133756712,1358.666626,-0.0003639594943,1358.666626,-0.0004731447552,1358.666626,-0.0008800589712,1358.666626,-0.001832633745,
1358,0.00114190625,1358,-0.0003282135585,1358,-0.0004089610011,1358,-0.0004709727073,1358,-0.001585259102,
1357.333374,0.001073288964,1357.333374,-0.0004282016016,1357.333374,-0.0005450751632,1357.333374,-0.001018711482,1357.333374,-0.001860472024,
1356.666626,0.001102924929,1356.666626,-0.0003724946,1356.666626,-0.000413667789,1356.666626,-0.0006692059105,1356.666626,-0.001704194001,
1356,0.001126100426,1356,-0.0004498721391,1356,-0.0004723173042,1356,-0.0007385196513,1356,-0.001732556033,
1355.333374,0.001055383822,1355.333374,-0.0004113919858,1355.333374,-0.0005204619374,1355.333374,-0.0007539212238,1355.333374,-0.001691714046,
1354.666626,0.001067372388,1354.666626,-0.0004607845622,1354.666626,-0.0004790920066,1354.666626,-0.0005909368629,1354.666626,-0.001630495302,
1354,0.00104090455,1354,-0.0004411833652,1354,-0.0004520443035,1354,-0.0006254721084,1354,-0.001705173752,
1353.333374,0.0009310542373,1353.333374,-0.0005596562987,1353.333374,-0.0006508030929,1353.333374,-0.000886827358,1353.333374,-0.001868049847,
1352.666626,0.0009132846608,1352.666626,-0.0006248517311,1352.666626,-0.0006822838332,1352.666626,-0.001046395279,1352.666626,-0.001932482235,
1352,0.0009114169516,1352,-0.0004711278598,1352,-0.0005550545175,1352,-0.000810457801,1352,-0.001779529965,
1351.333374,0.0008775402093,1351.333374,-0.0005628102808,1351.333374,-0.0005389736616,1351.333374,-0.0007480293862,1351.333374,-0.001758389757,
1350.666626,0.0009048800566,1350.666626,-0.0005677222507,1350.666626,-0.0005989504862,1350.666626,-0.000775265391,1350.666626,-0.001788449823,
1350,0.0008273005369,1350,-0.0006100143073,1350,-0.0006472361856,1350,-0.0007361938478,1350,-0.00180608267,
1349.333374,0.0009011965594,1349.333374,-0.0006151841953,1349.333374,-0.0006267645513,1349.333374,-0.0008553614025,1349.333374,-0.001840727637,
1348.666626,0.0009032199159,1348.666626,-0.0006135815056,1348.666626,-0.0005714966101,1348.666626,-0.000782655552,1348.666626,-0.001806804561,
1348,0.000899640203,1348,-0.0006040171138,1348,-0.0005930049228,1348,-0.0008374832105,1348,-0.001860265853,
1347.333374,0.0009269036236,1347.333374,-0.0005902129924,1347.333374,-0.0006228355342,1347.333374,-0.0008462156984,1347.333374,-0.001893411623,
1346.666626,0.0008873190382,1346.666626,-0.0007017707685,1346.666626,-0.0005873694317,1346.666626,-0.0008577381959,1346.666626,-0.001903411583,
1346,0.0008923771675,1346,-0.0006953614065,1346,-0.0006795442314,1346,-0.0009792485507,1346,-0.001948099234,
1345.333374,0.0009408602491,1345.333374,-0.0006516819121,1345.333374,-0.0005612074165,1345.333374,-0.0008561364375,1345.333374,-0.001892277622,
1344.666626,0.0008662312175,1344.666626,-0.0006965502398,1344.666626,-0.000562706904,1344.666626,-0.0009669543942,1344.666626,-0.001946089207,
1344,0.0009379028925,1344,-0.000644134474,1344,-0.00051472208,1344,-0.0008571181679,1344,-0.001887483755,
1343.333374,0.0009543763008,1343.333374,-0.0006379826809,1343.333374,-0.0004557679931,1343.333374,-0.0008947838796,1343.333374,-0.001931451377,
1342.666626,0.0009714989574,1342.666626,-0.0006671381998,1342.666626,-0.000446717313,1342.666626,-0.0009249037248,1342.666626,-0.001897019916,
1342,0.0009373580688,1342,-0.0006677068304,1342,-0.0004495101166,1342,-0.000906356785,1342,-0.001887226012,
1341.333374,0.0009388627368,1341.333374,-0.0006611935678,1341.333374,-0.0004866940144,1341.333374,-0.0009030502406,1341.333374,-0.001914132852,
1340.666626,0.0009517820436,1340.666626,-0.0006809398765,1340.666626,-0.0004540612863,1340.666626,-0.0008638352156,1340.666626,-0.001887071296,
1340,0.0009487986099,1340,-0.0007020292105,1340,-0.0004629049508,1340,-0.0008665219648,1340,-0.001923720003,
1339.333374,0.0009022860322,1339.333374,-0.0007101442316,1339.333374,-0.0005158080021,1339.333374,-0.00090981822,1339.333374,-0.00192583329,
1338.666626,0.0009770769393,1338.666626,-0.0006718938821,1338.666626,-0.0005356126931,1338.666626,-0.0008803689852,1338.666626,-0.001935471664,
1338,0.0009476052364,1338,-0.0006899340078,1338,-0.0005451268516,1338,-0.0008800589712,1338,-0.001890421961,
1337.333374,0.0009797232924,1337.333374,-0.0006716871285,1337.333374,-0.00061833777,1337.333374,-0.0008262185147,1337.333374,-0.001902174437,
1336.666626,0.0009556474979,1336.666626,-0.000692880305,1336.666626,-0.0006348292227,1336.666626,-0.0008238414885,1336.666626,-0.001905679586,
1336,0.0009631710709,1336,-0.0006891586818,1336,-0.0006332783378,1336,-0.0008453372866,1336,-0.001902793068,
1335.333374,0.0009291086462,1335.333374,-0.0007297332631,1335.333374,-0.0006742717233,1335.333374,-0.0008372248267,1335.333374,-0.001966034761,
1334.666626,0.0009889855282,1334.666626,-0.0006720490055,1334.666626,-0.0006985660875,1334.666626,-0.0008667803486,1334.666626,-0.001914596767,
1334,0.0009273187025,1334,-0.0006709117442,1334,-0.000661607075,1334,-0.0008856389904,1334,-0.001924183918,
1333.333374,0.0009311320609,1333.333374,-0.0007291130605,1333.333374,-0.0007222905988,1333.333374,-0.0009317747317,1333.333374,-0.001972889295,
1332.666626,0.0008864111733,1332.666626,-0.0007293198141,1332.666626,-0.0007224973524,1332.666626,-0.0009784221184,1332.666626,-0.001956551801,
1332,0.0009034792893,1332,-0.0007181557012,1332,-0.0007305602776,1332,-0.0009971209802,1332,-0.001935935579,
1331.333374,0.0008949710755,1331.333374,-0.0006682754611,1331.333374,-0.0007238411345,1331.333374,-0.0009148812387,1331.333374,-0.001895834343,
1330.666626,0.0008745313389,1330.666626,-0.0006743751001,1330.666626,-0.0006598494947,1330.666626,-0.0009455679683,1330.666626,-0.001904906356,
1330,0.0008524066652,1330,-0.0006778384559,1330,-0.0007510270225,1330,-0.0009805399459,1330,-0.001878050389,
1329.333374,0.0007413075073,1329.333374,-0.0007021325873,1329.333374,-0.0007622936391,1329.333374,-0.0009991354309,1329.333374,-0.001963818679,
1328.666626,0.0008020662353,1328.666626,-0.0006793891662,1328.666626,-0.0007479260094,1328.666626,-0.0009717584471,1328.666626,-0.001895215712,
1328,0.0007144706324,1328,-0.0006643985398,1328,-0.0007069912972,1328,-0.0009607555694,1328,-0.001883514575,
1327.333374,0.0007462602225,1327.333374,-0.0006352944765,1327.333374,-0.0007052855799,1327.333374,-0.0009366824524,1327.333374,-0.001868204563,
1326.666626,0.0006865204778,1326.666626,-0.000710971246,1326.666626,-0.0007582624676,1326.666626,-0.0009680908406,1326.666626,-0.001896659029,
1326,0.0007119296351,1326,-0.0006715320633,1326,-0.0007840508479,1326,-0.0009023269522,1326,-0.00193469855,
1325.333374,0.0006686571869,1325.333374,-0.0006353461649,1325.333374,-0.0007395016728,1325.333374,-0.0008466807194,1325.333374,-0.001867792103,
1324.666626,0.0007045141538,1324.666626,-0.0006646569818,1324.666626,-0.0006872461527,1324.666626,-0.0007683919393,1324.666626,-0.001900525065,
1324,0.0006872464437,1324,-0.0006294010673,1324,-0.0007368141087,1324,-0.0007362972246,1324,-0.001890679589,
1323.333374,0.0006840833812,1323.333374,-0.0006406191969,1323.333374,-0.0007087486447,1323.333374,-0.0006561792688,1323.333374,-0.001935471664,
1322.666626,0.0006485132617,1322.666626,-0.000661607075,1322.666626,-0.0007073014276,1322.666626,-0.0006780968979,1322.666626,-0.001884081517,
1322,0.0006197378971,1322,-0.0006086184294,1322,-0.000706319348,1322,-0.0006303833215,1322,-0.001914442168,
1321.333374,0.0006577685126,1321.333374,-0.0006320893299,1321.333374,-0.0007524224347,1321.333374,-0.000669877918,1321.333374,-0.001886916696,
1320.666626,0.0006210340071,1320.666626,-0.0005857149372,1320.666626,-0.000680112862,1320.666626,-0.0005812685704,1320.666626,-0.001914596767,
1320,0.0006019551074,1320,-0.0006325028953,1320,-0.0007332995301,1320,-0.0006745818537,1320,-0.001914081397,
1319.333374,0.0006106390501,1319.333374,-0.0005578466225,1319.333374,-0.000702856225,1319.333374,-0.0006842481089,1319.333374,-0.001869183965,
1318.666626,0.0006138015888,1318.666626,-0.0005887653679,1318.666626,-0.0007517505437,1318.666626,-0.0007296299445,1318.666626,-0.001890164218,
1318,0.0006345401052,1318,-0.0005451785401,1318,-0.0007524224347,1318,-0.0007584175328,1318,-0.001888617757,
1317.333374,0.0005879056989,1317.333374,-0.0005538135301,1317.333374,-0.0008070988697,1317.333374,-0.0007826038636,1317.333374,-0.001876246184,
1316.666626,0.0005503477296,1316.666626,-0.0005829747533,1316.666626,-0.0008356746403,1316.666626,-0.0008283887873,1316.666626,-0.001946965349,
1316,0.0005865836865,1316,-0.0005452819751,1316,-0.0007897354662,1316,-0.0008319542394,1316,-0.001876143157,
1315.333374,0.0006303923437,1315.333374,-0.0005416107597,1315.333374,-0.0007970736478,1315.333374,-0.000811181264,1315.333374,-0.001866761129,
1314.666626,0.0005678951275,1314.666626,-0.0005778561463,1314.666626,-0.0008243582561,1314.666626,-0.0008920972468,1314.666626,-0.001872792491,
1314,0.0005746083916,1314,-0.0005580016878,1314,-0.0008333494188,1314,-0.000895972189,1314,-0.00187959685,
1313.333374,0.0005739344633,1313.333374,-0.0005267704837,1313.333374,-0.0007952132728,1313.333374,-0.0008788189734,1313.333374,-0.001904803328,
1312.666626,0.0005415872438,1312.666626,-0.0005558300763,1312.666626,-0.0008399634389,1312.666626,-0.0008491092594,1312.666626,-0.001866348786,
1312,0.0005684912903,1312,-0.0005330789718,1312,-0.0008161937003,1312,-0.0008459056844,1312,-0.001871039742,
1311.333374,0.00050364458,1311.333374,-0.0005454887869,1311.333374,-0.000830404053,1311.333374,-0.0008350546123,1311.333374,-0.001908617676,
1310.666626,0.0006058174768,1310.666626,-0.0004531820887,1310.666626,-0.0007715961547,1310.666626,-0.0007192927878,1310.666626,-0.001735907863,
1310,0.0005119118723,1310,-0.0005437307409,1310,-0.0008423920372,1310,-0.0009548665257,1310,-0.002088575158,
1309.333374,0.0005253886338,1309.333374,-0.0005518487305,1309.333374,-0.0008412552415,1309.333374,-0.0005847326247,1309.333374,-0.001894906512,
1308.666626,0.0004718727141,1308.666626,-0.0005211858661,1308.666626,-0.0008376382175,1308.666626,-0.0007129353471,1308.666626,-0.001913772081,
1308,0.0005061324919,1308,-0.0004965713015,1308,-0.0008223946206,1308,-0.000609290495,1308,-0.001894597197,
1307.333374,0.0005040073884,1307.333374,-0.0004635255609,1307.333374,-0.0007605364663,1307.333374,-0.0005310106208,1307.333374,-0.001832324429,
1306.666626,0.0004915160825,1306.666626,-0.0004798160226,1306.666626,-0.000764464261,1306.666626,-0.0004804366035,1306.666626,-0.001845986,
1306,0.0004868772521,1306,-0.0004811088729,1306,-0.0007702008006,1306,-0.0004031679709,1306,-0.001865730155,
1305.333374,0.0004795433488,1305.333374,-0.0005032421905,1305.333374,-0.0008446138818,1305.333374,-0.0003908575163,1305.333374,-0.001843305305,
1304.666626,0.0004516601912,1304.666626,-0.000508309924,1304.666626,-0.0008443555562,1304.666626,-0.0003701668757,1304.666626,-0.001839593519,
1304,0.0003955105494,1304,-0.0004734033428,1304,-0.0008576865657,1304,-0.0003743568086,1304,-0.001749108429,
1303.333374,0.000465705205,1303.333374,-0.0006843514857,1303.333374,-0.0009023786406,1303.333374,-0.0004332702374,1303.333374,-0.00199108175,
1302.666626,0.0005061843549,1302.666626,-0.0004446485545,1302.666626,-0.000893233926,1302.666626,-0.0003055540146,1302.666626,-0.001768238144,
1302,0.0004889763659,1302,-0.0003668045392,1302,-0.000821412832,1302,-0.0002960345591,1302,-0.001730802818,
1301.333374,0.0004396626609,1301.333374,-0.0004965195549,1301.333374,-0.0008149535279,1301.333374,-0.0003604936646,1301.333374,-0.001859337906,
1300.666626,0.0005405246047,1300.666626,-0.0004700935388,1300.666626,-0.0007994507905,1300.666626,-0.0003178668849,1300.666626,-0.001856193296,
1300,0.0004930191208,1300,-0.000436942355,1300,-0.000829215569,1300,-0.0002636462159,1300,-0.001808660571,
1299.333374,0.000541535439,1299.333374,-0.0004120643716,1299.333374,-0.000718000636,1299.333374,-0.0002247873344,1299.333374,-0.001742456574,
1298.666626,0.0005105900927,1298.666626,-0.0004864871735,1298.666626,-0.000782810559,1298.666626,-0.0001511995069,1298.666626,-0.001822271384,
1298,0.0005120155402,1298,-0.0004261327558,1298,-0.0007699423586,1298,-1.625608456E-005,1298,-0.001765763154,
1297.333374,0.0004892355064,1297.333374,-0.0004608362797,1297.333374,-0.0008135582902,1297.333374,3.870124783E-005,1297.333374,-0.001809021458,
1296.666626,0.0005095275701,1296.666626,-0.0004312014207,1296.666626,-0.0008400668157,1296.666626,0.0001043070879,1296.666626,-0.001820209087,
1296,0.0005043442943,1296,-0.000421477831,1296,-0.0007799165323,1296,0.0001358967129,1296,-0.001805103151,
1295.333374,0.000558615895,1295.333374,-0.0004062713997,1295.333374,-0.0007763506728,1295.333374,0.0001907179103,1295.333374,-0.001794482232,
1294.666626,0.0005184687907,1294.666626,-0.0004044093366,1294.666626,-0.0007507168921,1294.666626,0.0002261987102,1294.666626,-0.00182809704,
1294,0.0005748416879,1294,-0.0003729084274,1294,-0.0007764540496,1294,0.0001979692315,1294,-0.001808505855,
1293.333374,0.0006412285147,1293.333374,-0.0003506650392,1293.333374,-0.0007625003345,1293.333374,0.0002050911717,1293.333374,-0.001820415375,
1292.666626,0.0006198934279,1292.666626,-0.0004027541727,1292.666626,-0.0007841542247,1292.666626,0.0001411273406,1292.666626,-0.001880679396,
1292,0.0006562648341,1292,-0.0003644250392,1292,-0.0007916992181,1292,0.0001098221619,1292,-0.00185944105,
1291.333374,0.0006760720862,1291.333374,-0.0004295980616,1291.333374,-0.0008189324872,1291.333374,1.560951932E-005,1291.333374,-0.001903514611,
1290.666626,0.0006855871179,1290.666626,-0.00041170232,1290.666626,-0.000810457801,1290.666626,6.4590291E-005,1290.666626,-0.001873256406,
1290,0.0006214487948,1290,-0.0004743859172,1290,-0.0008036365616,1290,1.724039794E-005,1290,-0.001866554958,
1289.333374,0.0006657534977,1289.333374,-0.0004428383836,1289.333374,-0.0008298872854,1289.333374,3.901190576E-005,1289.333374,-0.001843872364,
1288.666626,0.0006332698395,1288.666626,-0.0004909862764,1288.666626,-0.0008744272636,1288.666626,6.119874161E-005,1288.666626,-0.001869029365,
1288,0.0006202303921,1288,-0.0004580435634,1288,-0.0008793356246,1288,9.661717922E-005,1288,-0.001838923316,
1287.333374,0.000572379271,1287.333374,-0.0004835911677,1287.333374,-0.000847352494,1287.333374,0.0001319608273,1287.333374,-0.001839129487,
1286.666626,0.0005180282169,1286.666626,-0.0004899002961,1286.666626,-0.0009028952336,1286.666626,0.0001197649981,1286.666626,-0.001847532578,
1286,0.0005393323954,1286,-0.0004714381357,1286,-0.000873393903,1286,0.0001459696214,1286,-0.001891504391,
1285.333374,0.0005284469225,1285.333374,-0.0004991051974,1285.333374,-0.0008519511903,1285.333374,0.0001558356016,1285.333374,-0.00184480031,
1284.666626,0.0005314533482,1284.666626,-0.0004956404446,1284.666626,-0.0008311791462,1284.666626,0.0001696379913,1284.666626,-0.001813352224,
1284,0.0005267622764,1284,-0.0004631635384,1284,-0.0008044634014,1284,0.0001878951152,1284,-0.001828354783,
1283.333374,0.0005157216219,1283.333374,-0.0005336994654,1283.333374,-0.0007879784098,1283.333374,0.0001507083653,1283.333374,-0.001893463195,
1282.666626,0.0005216047284,1282.666626,-0.0005118779955,1282.666626,-0.0007561952225,1282.666626,0.0001776917488,1282.666626,-0.001832015114,
1282,0.0005362999509,1282,-0.0005249089445,1282,-0.0006732895854,1282,0.0002315340389,1282,-0.001858564676,
1281.333374,0.0005241446197,1281.333374,-0.0005394390319,1281.333374,-0.0006864707684,1281.333374,0.0002082248684,1281.333374,-0.001850574161,
1280.666626,0.0005381142255,1280.666626,-0.0005381980445,1280.666626,-0.0006593326107,1280.666626,0.0002533939842,1280.666626,-0.001826344174,
1280,0.0005164731992,1280,-0.0005338545889,1280,-0.0005301315687,1280,0.0002465561556,1280,-0.001815001946,
1279.333374,0.0004930450814,1279.333374,-0.0005188588984,1279.333374,-0.0005656023277,1279.333374,0.0002639617596,1279.333374,-0.001817321987,
1278.666626,0.0004921380314,1278.666626,-0.000518703775,1278.666626,-0.0005349404528,1278.666626,0.0002641430765,1278.666626,-0.001855059178,
1278,0.0005466154544,1278,-0.0005457473453,1278,-0.0005012254114,1278,0.0003050697269,1278,-0.001791491755,
1277.333374,0.0005317384494,1277.333374,-0.0005464712158,1277.333374,-0.0004633186909,1277.333374,0.0003491608368,1277.333374,-0.001808866742,
1276.666626,0.0004368123482,1276.666626,-0.000613271317,1276.666626,-0.0004878834588,1276.666626,0.0003433577367,1276.666626,-0.001843872364,
1276,0.0005114453379,1276,-0.0005616210983,1276,-0.0004647150345,1276,0.0004174046626,1276,-0.001797317876,
1275.333374,0.0004807872465,1275.333374,-0.0005858700606,1275.333374,-0.0004730413202,1275.333374,0.000441528362,1275.333374,-0.001775301993,
1274.666626,0.0005044738646,1274.666626,-0.0005722204805,1274.666626,-0.0004711278598,1274.666626,0.0004812278203,1274.666626,-0.001788552967,
1274,0.0004844930663,1274,-0.0006015355466,1274,-0.0004528200661,1274,0.0005145553732,1274,-0.001794069773,
1273.333374,0.0004679856065,1273.333374,-0.00063379528,1273.333374,-0.0004700935388,1273.333374,0.0004783772165,1273.333374,-0.001784737571,
1272.666626,0.0004485247191,1272.666626,-0.0006311070756,1272.666626,-0.0005131707876,1272.666626,0.0005197646096,1272.666626,-0.001837479882,
1272,0.0004607816227,1272,-0.0006234041648,1272,-0.0004601639521,1272,0.0005604302278,1272,-0.00177813787,
1271.333374,0.0004447155807,1271.333374,-0.0006292976905,1271.333374,-0.0005847326247,1271.333374,0.0004787918297,1271.333374,-0.001785923378,
1270.666626,0.000469333143,1270.666626,-0.0006345190341,1270.666626,-0.0005571744405,1270.666626,0.0004789732338,1270.666626,-0.001811238355,
1270,0.0004857110616,1270,-0.000633174961,1270,-0.0005592943635,1270,0.0004676746612,1270,-0.001766278874,
1269.333374,0.0004560654052,1269.333374,-0.0006549903192,1269.333374,-0.0005984334857,1269.333374,0.0004517379275,1269.333374,-0.001768599148,
1268.666626,0.0004798543232,1268.666626,-0.0006473395624,1268.666626,-0.00063043501,1268.666626,0.0003907432256,1268.666626,-0.001765866298,
1268,0.0004851409467,1268,-0.0006802679272,1268,-0.0006603147485,1268,0.000354471762,1268,-0.001749160001,
1267.333374,0.0005049663014,1267.333374,-0.0006881248555,1267.333374,-0.0006715837517,1267.333374,0.0002996039693,1267.333374,-0.001736423466,
1266.666626,0.0004842079943,1266.666626,-0.0006794408546,1266.666626,-0.0007270456408,1266.666626,0.0002882582485,1266.666626,-0.001775198965,
1266,0.000494107604,1266,-0.0006579885376,1266,-0.0007204298745,1266,0.0002480843104,1266,-0.001755605335,
1265.333374,0.000533785962,1265.333374,-0.0006655357429,1265.333374,-0.0006618655752,1265.333374,0.0002694270515,1265.333374,-0.001731679426,
1264.666626,0.0005038519157,1264.666626,-0.0007013572613,1264.666626,-0.0007489597192,1264.666626,0.0002846059215,1264.666626,-0.001727811992,
1264,0.0005352114094,1264,-0.0006435140967,1264,-0.0007164500421,1264,0.0002902527922,1264,-0.001732710749,
