t=0hrs FeCl3 0uM,,t=0hrs FeCl3 20uM,,t=0hrs FeCl3 50uM,,t=0hrs FeCl3 100uM,,t=0hrs FeCl3 5uM repeat,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1156.666626,0.0004022989015,1156.666626,-0.0007414139691,1156.666626,-0.0005833366304,1156.666626,-0.0003065369674,1156.666626,-0.001987061929,
1156,0.0003155610175,1156,-0.0006353979115,1156,-0.0008118013502,1156,-0.000544713228,1156,-0.002329689916,
1155.333374,0.0004080768558,1155.333374,-0.0003650975123,1155.333374,-0.0007008920657,1155.333374,-0.0006646569818,1155.333374,-0.001990360208,
1154.666626,0.0001372690895,1154.666626,-0.0007104026736,1154.666626,-0.0006793374778,1154.666626,-0.0008777339826,1154.666626,-0.001925524091,
1154,0.0007839388563,1154,-0.0003338523966,1154,-8.412125317E-005,1154,-0.000298724859,1154,-0.001638283604,
1153.333374,0.0006219931529,1153.333374,-0.0003854780225,1153.333374,-0.0003010012442,1153.333374,-0.0001321018935,1153.333374,-0.001823096187,
1152.666626,0.0005916383234,1152.666626,-0.0003413535014,1152.666626,-0.000299086998,1152.666626,-6.465833576E-005,1152.666626,-0.001672580955,
1152,0.0005674803979,1152,-0.0002319281048,1152,-0.0002167667699,1152,5.281058475E-005,1152,-0.001483731321,
1151.333374,0.0008551559877,1151.333374,-0.000191203435,1151.333374,-2.956076969E-005,1151.333374,0.000237076616,1151.333374,-0.001392552746,
1150.666626,0.0007158966619,1150.666626,-2.67134983E-005,1150.666626,-0.0001418319443,1150.666626,0.0003003033635,1150.666626,-0.001226658816,
1150,0.0008054894861,1150,-5.694875654E-006,1150,6.849967758E-005,1150,0.0003543422208,1150,-0.001358594513,
1149.333374,0.0006166789681,1149.333374,-9.048791981E-005,1149.333374,-9.908018546E-005,1149.333374,0.0001210078699,1149.333374,-0.001581699937,
1148.666626,0.0007381959003,1148.666626,0.0001088123536,1148.666626,-4.038192401E-006,1148.666626,0.0001531683956,1148.666626,-0.00166309136,
1148,0.0009564257925,1148,0.0001353270345,1148,1.201125542E-005,1148,0.0002673548879,1148,-0.001318181865,
1147.333374,0.0008588649798,1147.333374,5.071357373E-005,1147.333374,0.0001807475492,1147.333374,0.0002760062343,1147.333374,-0.001369639067,
1146.666626,0.0007852354902,1146.666626,-3.075144195E-005,1146.666626,6.469384971E-005,1146.666626,6.800776464E-005,1146.666626,-0.001409014803,
1146,0.0007517575286,1146,-2.365913133E-005,1146,-1.28392503E-005,1146,7.717292465E-005,1146,-0.001579223899,
1145.333374,0.0007471936988,1145.333374,-0.0001065335746,1145.333374,-0.0001153843186,1145.333374,-4.415921649E-005,1145.333374,-0.001599960146,
1144.666626,0.0007062513032,1144.666626,-0.0001490775903,1144.666626,-0.0002235971915,1144.666626,-4.659449132E-006,1144.666626,-0.00164653582,
1144,0.000558667758,1144,-0.000308037299,1144,-0.0002416559291,1144,-0.000112020025,1144,-0.001701357658,
1143.333374,0.0005887870211,1143.333374,-0.0002717176394,1143.333374,-0.0002716659219,1143.333374,-0.0001537871867,1143.333374,-0.001696561696,
1142.666626,0.0005937379319,1142.666626,-0.0002973797091,1142.666626,-0.0002691306581,1142.666626,-0.0002478133247,1142.666626,-0.001660718932,
1142,0.0006104834611,1142,-0.0003264029219,1142,-0.0002856353531,1142,-0.0002127822954,1142,-0.001694962964,
1141.333374,0.0006255964981,1141.333374,-0.0003310588654,1141.333374,-0.000252884056,1141.333374,-0.0001595318026,1141.333374,-0.001615382731,
1140.666626,0.000555350096,1140.666626,-0.0003663389944,1140.666626,-0.000373063609,1140.666626,-0.0002025363501,1140.666626,-0.001699294895,
1140,0.0005465894938,1140,-0.0003917885479,1140,-0.0003629249113,1140,-0.0003053988039,1140,-0.001768496004,
1139.333374,0.0005485333968,1139.333374,-0.0003968058736,1139.333374,-0.0003655630571,1139.333374,-0.0002347740374,1139.333374,-0.001714868704,
1138.666626,0.0005219934974,1138.666626,-0.0004063748347,1138.666626,-0.0003454919788,1138.666626,-0.0002482272685,1138.666626,-0.00177256926,
1138,0.0005282395869,1138,-0.0003685115662,1138,-0.0003788053291,1138,-0.0002441913239,1138,-0.001688516699,
1137.333374,0.0004759671574,1137.333374,-0.0003618903283,1137.333374,-0.0004017197061,1137.333374,-0.0002937063982,1137.333374,-0.001742508146,
1136.666626,0.0004960771766,1136.666626,-0.0004323392641,1136.666626,-0.0003765810688,1136.666626,-0.0002849627635,1136.666626,-0.001743436325,
1136,0.0004940298386,1136,-0.0003705806739,1136,-0.0003884781327,1136,-0.0002831002057,1136,-0.001657366636,
1135.333374,0.0004469958949,1135.333374,-0.0004580952809,1135.333374,-0.0004030127893,1135.333374,-0.000308502902,1135.333374,-0.001744416077,
1134.666626,0.0005109270569,1134.666626,-0.0003525273059,1134.666626,-0.0003404223535,1134.666626,-0.0001319983712,1134.666626,-0.001645297976,
1134,0.0004556248605,1134,-0.0004742825113,1134,-0.0003859435674,1134,-0.0002573338279,1134,-0.00170512218,
1133.333374,0.0004692554066,1133.333374,-0.0004459415213,1133.333374,-0.000420391676,1133.333374,-0.0003337489325,1133.333374,-0.00177019753,
1132.666626,0.0005115231033,1132.666626,-0.0004195641377,1132.666626,-0.0003874436079,1132.666626,-0.0003249026486,1132.666626,-0.001766794478,
1132,0.0005129225901,1132,-0.0004283050366,1132,-0.0004278912966,1132,-0.0002795819892,1132,-0.001723016263,
1131.333374,0.000503981486,1131.333374,-0.0004593881895,1131.333374,-0.000386771193,1131.333374,-0.0003097445588,1131.333374,-0.001773909898,
1130.666626,0.0004971396993,1130.666626,-0.0004312531382,1130.666626,-0.0004114954208,1130.666626,-0.0003112448612,1130.666626,-0.001774013042,
1130,0.0005297168391,1130,-0.000444389967,1130,-0.0003617868642,1130,-0.0002347222908,1130,-0.001754058525,
1129.333374,0.0005082576536,1129.333374,-0.0005003979895,1129.333374,-0.0004460966738,1129.333374,-0.0003317831142,1129.333374,-0.001807320048,
1128.666626,0.0004585012503,1128.666626,-0.0004755753907,1128.666626,-0.0003967024386,1128.666626,-0.0002880152897,1128.666626,-0.001824539737,
1128,0.0005082317512,1128,-0.0005013805348,1128,-0.0004539578513,1128,-0.0003042606113,1128,-0.001798709971,
1127.333374,0.0004691776703,1127.333374,-0.0005288388347,1127.333374,-0.0004356493591,1127.333374,-0.0002932925127,1127.333374,-0.001843047561,
1126.666626,0.0004773924593,1126.666626,-0.0004963644315,1126.666626,-0.0004501824442,1126.666626,-0.00034280197,1126.666626,-0.001835211529,
1126,0.0005475744256,1126,-0.0004829706158,1126,-0.000423960475,1126,-0.0002635427227,1126,-0.001840573037,
1125.333374,0.0004606002185,1125.333374,-0.0004855563166,1125.333374,-0.0004269602941,1125.333374,-0.0003095376305,1125.333374,-0.001787160872,
1124.666626,0.0004658606777,1124.666626,-0.000520203379,1124.666626,-0.0004669388582,1124.666626,-0.0003629766288,1124.666626,-0.001872534747,
1124,0.0005190907978,1124,-0.0004469759006,1124,-0.000397323136,1124,-0.000269648066,1124,-0.001859904965,
1123.333374,0.0004585271527,1123.333374,-0.0005220649182,1123.333374,-0.0004336839775,1123.333374,-0.0003283170226,1123.333374,-0.001862946432,
1122.666626,0.00049353746,1122.666626,-0.0004739722062,1122.666626,-0.0003985127842,1122.666626,-0.000286877068,1122.666626,-0.001786696841,
1122,0.0003998633765,1122,-0.0005656023277,1122,-0.0004784197081,1122,-0.0003462162276,1122,-0.001883823774,
1121.333374,0.0004455966118,1121.333374,-0.0005085167941,1121.333374,-0.0004322875466,1121.333374,-0.0002798406931,1121.333374,-0.001879803021,
1120.666626,0.0005068581668,1120.666626,-0.0005516419187,1120.666626,-0.0005113091902,1120.666626,-0.0003426467883,1120.666626,-0.001881555771,
1120,0.0004613517085,1120,-0.0005139981513,1120,-0.0004666285531,1120,-0.0003175564634,1120,-0.001878256677,
1119.333374,0.0004539664369,1119.333374,-0.0005122399889,1119.333374,-0.0004560782982,1119.333374,-0.0003090202808,1119.333374,-0.001856863499,
1118.666626,0.0004983058898,1118.666626,-0.0005377326743,1118.666626,-0.0004500790092,1118.666626,-0.0003497338912,1118.666626,-0.001850058674,
1118,0.0004617663217,1118,-0.0005119296839,1118,-0.0004247362958,1118,-0.0002997595875,1118,-0.001823096187,
1117.333374,0.0005137778353,1117.333374,-0.0004935202305,1117.333374,-0.0004211674968,1117.333374,-0.0003114518186,1117.333374,-0.00182520994,
1116.666626,0.0004676487297,1116.666626,-0.0005452302867,1116.666626,-0.0004500790092,1116.666626,-0.0003398532863,1116.666626,-0.001849130727,
1116,0.0005001459504,1116,-0.0005184452166,1116,-0.0004231846542,1116,-0.0002666988876,1116,-0.001845625229,
1115.333374,0.0004613258061,1115.333374,-0.0005530896597,1115.333374,-0.0005003463011,1115.333374,-0.0003786501475,1115.333374,-0.001882586628,
1114.666626,0.0005072987406,1114.666626,-0.0004810571554,1114.666626,-0.0004484240199,1114.666626,-0.0002878083615,1114.666626,-0.001908050617,
1114,0.0004725983017,1114,-0.0004912448348,1114,-0.0004650253395,1114,-0.0003296620853,1114,-0.001829592045,
1113.333374,0.0004887172254,1113.333374,-0.0004866940144,1113.333374,-0.000522582035,1113.333374,-0.0003046744969,1113.333374,-0.001920266659,
1112.666626,0.0005255441647,1112.666626,-0.0004660596605,1112.666626,-0.0004269602941,1112.666626,-0.0003180220956,1112.666626,-0.0018355723,
1112,0.0005060029216,1112,-0.0005022596451,1112,-0.0004950715811,1112,-0.0003436296829,1112,-0.001885421807,
1111.333374,0.0005143998424,1111.333374,-0.0004259258858,1111.333374,-0.0004399420868,1111.333374,-0.0003313692578,1111.333374,-0.001876452472,
1110.666626,0.0005198164727,1110.666626,-0.0004192020861,1110.666626,-0.0004671974166,1110.666626,-0.0003072612744,1110.666626,-0.001871606801,
1110,0.00048441533,1110,-0.0004186331353,1110,-0.0004628532333,1110,-0.0003785466834,1110,-0.001908566104,
1109.333374,0.0005033854395,1109.333374,-0.0003635973844,1109.333374,-0.000481419178,1109.333374,-0.0003026568156,1109.333374,-0.001871194458,
1108.666626,0.0004640726256,1108.666626,-0.0004012024438,1108.666626,-0.0004412350827,1108.666626,-0.0003535101714,1108.666626,-0.001897226088,
1108,0.0004791805695,1108,-0.0003433192906,1108,-0.0004471310531,1108,-0.0003317831142,1108,-0.001909184619,
1107.333374,0.0005167583004,1107.333374,-0.0003607005638,1107.333374,-0.0003899264557,1107.333374,-0.0003331281478,1107.333374,-0.001904597157,
1106.666626,0.0004843375937,1106.666626,-0.0003393877123,1106.666626,-0.0004178055678,1106.666626,-0.0003458023712,1106.666626,-0.001883463003,
1106,0.0005090610357,1106,-0.000372391165,1106,-0.0003939610033,1106,-0.0003518548328,1106,-0.001894287881,
1105.333374,0.0005332157598,1105.333374,-0.000367632194,1105.333374,-0.0003860470024,1105.333374,-0.0003252647875,1105.333374,-0.001892380649,
1104.666626,0.0005241964827,1104.666626,-0.0003409913916,1104.666626,-0.0003752878984,1104.666626,-0.0003672700841,1104.666626,-0.001941605122,
1104,0.0005537690013,1104,-0.0003145558876,1104,-0.0003586313978,1104,-0.0003175047459,1104,-0.001856502611,
1103.333374,0.0005470819888,1103.333374,-0.0003177116741,1103.333374,-0.0003667528217,1103.333374,-0.0003312657936,1103.333374,-0.001942790579,
1102.666626,0.0005161362933,1102.666626,-0.0003464748734,1102.666626,-0.0004017197061,1102.666626,-0.0002159388241,1102.666626,-0.001807268476,
1102,0.0005915864604,1102,-0.0002883774578,1102,-0.0003579589247,1102,-0.0003881160519,1102,-0.002044932451,
1101.333374,0.0005565423635,1101.333374,-0.000293240766,1101.333374,-0.0002703206846,1101.333374,-0.000267268013,1101.333374,-0.001846346888,
1100.666626,0.0005427276483,1100.666626,-0.000302967208,1100.666626,-0.000329455157,1100.666626,-0.0002820137015,1100.666626,-0.001920369687,
1100,0.0005917160888,1100,-0.0003076234134,1100,-0.0003414569655,1100,-0.0002533497172,1100,-0.001921864459,
1099.333374,0.0005507883616,1099.333374,-0.0002981557627,1099.333374,-0.000338611746,1099.333374,-0.0002928268805,1099.333374,-0.001889700303,
1098.666626,0.0005730013363,1098.666626,-0.000253763661,1098.666626,-0.0003112966078,1098.666626,-0.000240776295,1098.666626,-0.001893411623,
1098,0.0005757229519,1098,-0.0002503486758,1098,-0.0003398015688,1098,-0.0002644740453,1098,-0.001857791329,
1097.333374,0.0005650957464,1097.333374,-0.0002654571144,1097.333374,-0.00031916023,1097.333374,-0.0001986552525,1097.333374,-0.00190021575,
1096.666626,0.0005817883648,1096.666626,-0.0002808237041,1096.666626,-0.0002448122541,1096.666626,-0.0002321350912,1096.666626,-0.001934647094,
1096,0.0005031781038,1096,-0.0003307484731,1096,-0.0003463714093,1096,-0.0002446570143,1096,-0.001932739979,
1095.333374,0.0005767857074,1095.333374,-0.0002699584875,1095.333374,-0.0003372667124,1095.333374,-0.0001988104923,1095.333374,-0.001871864544,
1094.666626,0.0005201533786,1094.666626,-0.0003242818639,1094.666626,-0.0003593556175,1094.666626,-0.0002210099192,1094.666626,-0.001904390985,
1094,0.0005744010559,1094,-0.0002797371999,1094,-0.000292516459,1094,-0.0001800772297,1094,-0.001894700341,
1093.333374,0.000568206131,1093.333374,-0.0002505556622,1093.333374,-0.0003037949791,1093.333374,-0.0001456618047,1093.333374,-0.001864389866,
1092.666626,0.0005343043013,1092.666626,-0.0002464680001,1092.666626,-0.0003686667478,1092.666626,-0.0001596353104,1092.666626,-0.001877947361,
1092,0.0005662103067,1092,-0.0002620939922,1092,-0.0003347318561,1092,-0.0001288929925,1092,-0.00188305066,
1091.333374,0.0005591601948,1091.333374,-0.0002762707009,1091.333374,-0.0003444056492,1091.333374,-0.0001292552915,1091.333374,-0.00185748213,
1090.666626,0.0005747639225,1090.666626,-0.0002470371837,1090.666626,-0.000357700279,1090.666626,-0.0001026516184,1090.666626,-0.001875782269,
1090,0.0005482742563,1090,-0.0002673197596,1090,-0.0004108747526,1090,-0.0001492328447,1090,-0.001866348786,
1089.333374,0.00054614892,1089.333374,-0.0002566611802,1089.333374,-0.0003130555851,1089.333374,-6.962767657E-005,1089.333374,-0.001856193296,
1088.666626,0.0005743491929,1088.666626,-0.0002261844493,1088.666626,-0.0003885298502,1088.666626,-2.552281512E-005,1088.666626,-0.001817734446,
1088,0.0005526544992,1088,-0.0002416559291,1088,-0.0004516305635,1088,-8.24131057E-005,1088,-0.001923565404,
1087.333374,0.000545319519,1087.333374,-0.0002317728795,1087.333374,-0.0003942713665,1087.333374,-3.934488996E-005,1087.333374,-0.001911761821,
1086.666626,0.0005204902845,1086.666626,-0.0002676302101,1086.666626,-0.0004408730601,1086.666626,-6.507244689E-005,1086.666626,-0.001889906474,
1086,0.0005394619657,1086,-0.0002367920388,1086,-0.0004446485545,1086,-2.78524094E-005,1086,-0.001860884484,
1085.333374,0.0005413281033,1085.333374,-0.0002390170121,1085.333374,-0.0004291325749,1085.333374,-7.972805179E-006,1085.333374,-0.001862173202,
1084.666626,0.0005490258918,1084.666626,-0.0002473993809,1084.666626,-0.000409736851,1084.666626,4.944501416E-005,1084.666626,-0.001862070058,
1084,0.0005669101374,1084,-0.0002235971915,1084,-0.0003093306732,1084,6.303691043E-005,1084,-0.001805000007,
1083.333374,0.0005762413493,1083.333374,-0.0001615501678,1083.333374,-0.0003840296995,1083.333374,0.000103064267,1083.333374,-0.001812114846,
1082.666626,0.0005248702946,1082.666626,-0.0002125235624,1082.666626,-0.000420495111,1082.666626,3.559466495E-005,1082.666626,-0.001834695926,
1082,0.0005709018442,1082,-0.0001609808824,1082,-0.0003588900436,1082,0.0001083980751,1082,-0.001812114846,
1081.333374,0.000554080063,1081.333374,-0.0001537871867,1081.333374,-0.0003809778427,1081.333374,0.0001036079993,1081.333374,-0.00178205641,
1080.666626,0.0004965436528,1080.666626,-0.0001820954931,1080.666626,-0.0004243225267,1080.666626,0.0001288017957,1080.666626,-0.001820312231,
1080,0.0005041629192,1080,-0.0002579546999,1080,-0.0003975300351,1080,0.0001573893242,1080,-0.001792832394,
1079.333374,0.0005094498047,1079.333374,-0.0002452261979,1079.333374,-0.0004038921033,1079.333374,0.0001616879599,1079.333374,-0.001828509499,
1078.666626,0.0005638257135,1078.666626,-0.0001454547746,1078.666626,-0.0003529928799,1078.666626,0.0002072925272,1078.666626,-0.001780664315,
1078,0.0005683097988,1078,-0.0001522345847,1078,-0.000364787149,1078,0.0002342794178,1078,-0.001707288087,
1077.333374,0.0005856505595,1077.333374,-0.0001888747211,1077.333374,-0.0003590452252,1077.333374,0.0001884648518,1077.333374,-0.001797988196,
1076.666626,0.0005351596046,1076.666626,-0.0002104536979,1076.666626,-0.0003737877996,1076.666626,0.0002308865369,1076.666626,-0.001795616467,
1076,0.0004959735088,1076,-0.0002242698829,1076,-0.0004139781231,1076,0.000183596203,1076,-0.001814331743,
1075.333374,0.0005929084728,1075.333374,-0.0002098844852,1075.333374,-0.0003424916067,1075.333374,0.0002725612139,1075.333374,-0.001703523565,
1074.666626,0.0005487407907,1074.666626,-0.0002210616658,1074.666626,-0.0003347318561,1074.666626,0.0002271051926,1074.666626,-0.001771744341,
1074,0.0005275398144,1074,-0.0002941203129,1074,-0.0003653044114,1074,0.0002016208309,1074,-0.001795564895,
1073.333374,0.0005422093091,1073.333374,-0.0002718211326,1073.333374,-0.0003429054341,1073.333374,0.0002901491825,1073.333374,-0.001745137968,
1072.666626,0.0005713683786,1072.666626,-0.0002829967125,1072.666626,-0.0003419225395,1072.666626,0.0002309383417,1072.666626,-0.001775559853,
1072,0.0005412762403,1072,-0.0003168839321,1072,-0.0003686667478,1072,0.0002332434233,1072,-0.001756069483,
1071.333374,0.0005617262213,1071.333374,-0.0003146593517,1071.333374,-0.0003355078225,1071.333374,0.0002206303761,1071.333374,-0.001758441329,
1070.666626,0.0005139333662,1070.666626,-0.0003034328402,1070.666626,-0.0003345766454,1070.666626,0.0002424120757,1070.666626,-0.001764628803,
1070,0.0005703574861,1070,-0.000261369627,1070,-0.0003506650392,1070,0.0002730015549,1070,-0.0017600914,
1069.333374,0.0005482223933,1069.333374,-0.0002921542909,1069.333374,-0.0002868253505,1069.333374,0.0002056868252,1069.333374,-0.001718426822,
1068.666626,0.0004863848735,1068.666626,-0.0003420777502,1068.666626,-0.0003516479046,1068.666626,0.0001814726565,1068.666626,-0.001778189442,
1068,0.0005407838034,1068,-0.0003060713643,1068,-0.0003314727219,1068,0.0002631847165,1068,-0.001744106645,
1067.333374,0.0005317902542,1067.333374,-0.0003170908603,1067.333374,-0.0003334385401,1067.333374,0.0002201900788,1067.333374,-0.001749056857,
1066.666626,0.0005248184898,1066.666626,-0.0002535566746,1066.666626,-0.0003725463466,1066.666626,0.0002753586741,1066.666626,-0.001718787826,
1066,0.0005385029945,1066,-0.0002719763434,1066,-0.0003695461201,1066,0.0002500268747,1066,-0.00175890536,
1065.333374,0.0005075319787,1065.333374,-0.0002519009577,1065.333374,-0.0003768914321,1065.333374,0.0002464007703,1065.333374,-0.001751686563,
1064.666626,0.000525284966,1064.666626,-0.0002314106678,1064.666626,-0.0003476646671,1064.666626,0.000229695157,1064.666626,-0.00171027903,
1064,0.0004883803194,1064,-0.0002333769517,1064,-0.0003749257885,1064,0.0002164865291,1064,-0.00174286915,
1063.333374,0.0005375699257,1063.333374,-0.0002615765843,1063.333374,-0.0003673735482,1063.333374,0.0002239195746,1063.333374,-0.001762978849,
1062.666626,0.0005857283249,1062.666626,-0.0001481460058,1062.666626,-0.0002600761072,1062.666626,0.0002912630152,1062.666626,-0.001648392528,
1062,0.0004909459385,1062,-0.0001738671272,1062,-0.0003607005638,1062,0.0001978138462,1062,-0.001770558418,
1061.333374,0.0005545984022,1061.333374,-0.0001961195812,1061.333374,-0.00035713127,1061.333374,0.0002352377196,1061.333374,-0.001689444878,
1060.666626,0.0004964658874,1060.666626,-0.0001211811978,1060.666626,-0.0003344214638,1060.666626,0.0002355744218,1060.666626,-0.001713837264,
1060,0.0004828085948,1060,-9.090200911E-005,1060,-0.0002779780771,1060,0.0002888281015,1060,-0.001749108429,
1059.333374,0.0005448529846,1059.333374,-9.794146172E-005,1059.333374,-0.000300535612,1059.333374,0.0002749183332,1059.333374,-0.001716415631,
1058.666626,0.000471976382,1058.666626,-8.287896344E-005,1058.666626,-0.0003376805689,1058.666626,0.0002913407225,1058.666626,-0.001733535784,
1058,0.0004401550104,1058,-6.807476166E-005,1058,-0.0003386634635,1058,0.0002995262621,1058,-0.001723119407,
1057.333374,0.000442409364,1057.333374,-7.21123215E-005,1057.333374,-0.0003521651961,1057.333374,0.0002754363813,1057.333374,-0.001734154648,
1056.666626,0.0004741013399,1056.666626,-4.540161535E-005,1056.666626,-0.00028072024,1056.666626,0.0002751255524,1056.666626,-0.001713063801,
1056,0.0005076097441,1056,7.81763265E-006,1056,-0.0002764259116,1056,0.0003654047032,1056,-0.001701615518,
1055.333374,0.0004382893385,1055.333374,2.329799645E-005,1055.333374,-0.0003071578103,1055.333374,0.0003350159677,1055.333374,-0.001745550428,
1054.666626,0.0004363459302,1054.666626,3.189268318E-005,1054.666626,-0.0002997078409,1054.666626,0.0003384873562,1054.666626,-0.001728172996,
1054,0.0004307230702,1054,3.02099761E-005,1054,-0.0002923612483,1054,0.0003666482517,1054,-0.001717550214,
1053.333374,0.0004251002683,1053.333374,2.078693069E-005,1053.333374,-0.0003444056492,1053.333374,0.0003435390827,1053.333374,-0.001769991242,
1052.666626,0.000464668643,1052.666626,8.232518303E-005,1052.666626,-0.0002449674648,1052.666626,0.0004101237864,1052.666626,-0.00166448392,
1052,0.000480009825,1052,5.555483949E-005,1052,-0.0002626631467,1052,0.0003727884614,1052,-0.001680110465,
1051.333374,0.0004261367139,1051.333374,4.400837497E-005,1051.333374,-0.0002806684934,1051.333374,0.0003139290202,1051.333374,-0.001702388981,
1050.666626,0.0004844930663,1050.666626,-7.713950254E-006,1050.666626,-0.0002930855553,1050.666626,0.000375716103,1050.666626,-0.001743694185,
1050,0.0004804244672,1050,4.732212983E-005,1050,-0.0002337908954,1050,0.0004204621655,1050,-0.001655097352,
1049.333374,0.0004431608249,1049.333374,2.534310261E-005,1049.333374,-0.000199327973,1049.333374,0.0003484613553,1049.333374,-0.001679027453,
1048.666626,0.0005101754796,1048.666626,8.566511679E-005,1048.666626,-0.0001903754455,1048.666626,0.0004438086471,1048.666626,-0.001688207267,
1048,0.0004564800183,1048,-2.86289378E-005,1048,-0.0002140759607,1048,0.0003690317972,1048,-0.001732195145,
1047.333374,0.0004365532077,1047.333374,-5.974070518E-005,1047.333374,-0.0002563507296,1047.333374,0.0003244723775,1047.333374,-0.001727554132,
1046.666626,0.0004408805398,1046.666626,1.035438828E-007,1046.666626,-0.0002420698729,1046.666626,0.0003338242823,1046.666626,-0.001695014536,
1046,0.0004749046639,1046,-3.722242764E-005,1046,-0.0002158870775,1046,0.0003882041201,1046,-0.001716415631,
1045.333374,0.0004417356395,1045.333374,-5.704892828E-005,1045.333374,-0.0002123683225,1045.333374,0.0003557153104,1045.333374,-0.001670569531,
1044.666626,0.0004409064713,1044.666626,-7.216408267E-005,1044.666626,-0.0002108159242,1044.666626,0.0003550157999,1044.666626,-0.001748334966,
1044,0.0004451301647,1044,-7.143939729E-005,1044,-0.0002318763582,1044,0.0003615444584,1044,-0.001707958523,
1043.333374,0.000419607095,1043.333374,-7.847916277E-005,1043.333374,-0.000179145718,1043.333374,0.0003484095214,1043.333374,-0.001713218517,
1042.666626,0.0004221204726,1042.666626,-0.0001351554965,1042.666626,-0.0002321868233,1042.666626,0.000296391896,1042.666626,-0.001747406786,
1042,0.0003779701365,1042,-0.0001433328434,1042,-0.0002155248512,1042,0.0002930503397,1042,-0.00176344288,
1041.333374,0.0004258517001,1041.333374,-0.0001256323158,1041.333374,-0.0002126788022,1041.333374,0.0002832589671,1041.333374,-0.001729462179,
1040.666626,0.0004365791392,1040.666626,-0.0001385713695,1040.666626,-0.0002085908054,1040.666626,0.0002975575626,1040.666626,-0.001705741044,
1040,0.0004075068282,1040,-0.00011212354,1040,-0.0001859767362,1040,0.0003073751868,1040,-0.00172750256,
1039.333374,0.0004657311074,1039.333374,-0.0001114506813,1039.333374,-0.0001781624596,1039.333374,0.0003136181622,1039.333374,-0.001708371099,
1038.666626,0.0004525671247,1038.666626,-0.0001108295764,1038.666626,-0.0001731426164,1038.666626,0.0003117012384,1038.666626,-0.001706978655,
1038,0.0004417356395,1038,-0.000115953655,1038,-0.0001463863591,1038,0.0003112867707,1038,-0.001715332735,
1037.333374,0.0004587344592,1037.333374,-0.0001064818207,1037.333374,-0.0001702962763,1037.333374,0.0003170894051,1037.333374,-0.001704348717,
1036.666626,0.0004434199654,1036.666626,-0.0001626369631,1036.666626,-0.0001288412313,1036.666626,0.0002739081392,1036.666626,-0.001739775296,
1036,0.0004566613934,1036,-0.0001524416002,1036,-0.0001684849703,1036,0.0003192136064,1036,-0.001674953266,
1035.333374,0.0004449487897,1035.333374,-0.0001155913487,1035.333374,-0.0001383643394,1035.333374,0.0003339538234,1035.333374,-0.001710176002,
1034.666626,0.0004990315647,1034.666626,-0.0001732461096,1034.666626,-0.0001677086839,1034.666626,0.0003405339667,1034.666626,-0.001713321661,
1034,0.0004793101398,1034,-0.0001176099104,1034,-8.391420124E-005,1034,0.0003595236631,1034,-0.001726368093,
1033.333374,0.0005105123855,1033.333374,-0.0001373809937,1033.333374,-0.0001590142783,1033.333374,0.000295640697,1033.333374,-0.001720334869,
1032.666626,0.0004467885883,1032.666626,-0.0001677086839,1032.666626,-0.0001403828064,1032.666626,0.0003387982433,1032.666626,-0.001728791744,
1032,0.0004943149397,1032,-0.0001061195071,1032,-9.54569623E-005,1032,0.0003897845745,1032,-0.001692178193,
1031.333374,0.0005198682775,1031.333374,-0.0001209224065,1031.333374,-0.0001137798099,1031.333374,0.0004203066928,1031.333374,-0.001721624052,
1030.666626,0.0005572162336,1030.666626,-2.956076969E-005,1030.666626,-5.187238276E-005,1030.666626,0.0004303343885,1030.666626,-0.00163018587,
1030,0.0005811662413,1030,-6.253599713E-005,1030,-5.554773452E-005,1030,0.0004023507354,1030,-0.001723686699,
1029.333374,0.0004627510498,1029.333374,-0.0001240796119,1029.333374,-9.644040983E-005,1029.333374,0.0003501193714,1029.333374,-0.001654323656,
1028.666626,0.0005556351971,1028.666626,-3.991432823E-005,1028.666626,-0.0001307562197,1028.666626,0.0003770374169,1028.666626,-0.001678511733,
1028,0.0004851150152,1028,-7.899678894E-005,1028,-8.567410259E-005,1028,0.0004222241114,1028,-0.001687330543,
1027.333374,0.0005535357632,1027.333374,-5.228650843E-005,1027.333374,-4.04320017E-005,1027.333374,0.0004591490724,1027.333374,-0.001679749461,
1026.666626,0.0005181577872,1026.666626,-8.929741307E-005,1026.666626,-0.0001104672629,1026.666626,0.0004304121248,1026.666626,-0.001672065235,
1026,0.0005749712582,1026,-2.692132284E-006,1026,-3.50999544E-005,1026,0.0004190888721,1026,-0.00166066736,
1025.333374,0.0005775114987,1025.333374,-4.131203968E-005,1025.333374,-6.362304703E-005,1025.333374,0.0004772110551,1025.333374,-0.001660718932,
1024.666626,0.0005462784902,1024.666626,-5.886070358E-005,1024.666626,-2.412505273E-005,1024.666626,0.0004420466139,1024.666626,-0.001668867655,
1024,0.0005561535945,1024,2.311678509E-005,1024,-5.518537728E-005,1024,0.0004429535184,1024,-0.001698005595,
1023.333313,0.0005529396003,1023.333313,3.222922533E-005,1023.333313,-2.868070624E-005,1023.333313,0.0004390148679,1023.333313,-0.001662524068,
1022.666626,0.000573312398,1022.666626,-1.987996802E-005,1022.666626,-4.250268103E-005,1022.666626,0.000431655877,1022.666626,-0.001687021111,
