0.0% TFA,,0.017% TFA,,0.017% TFA + triethylamine,,0.05% TFA,,0.05% TFA + triethylamine,,0.25% TFA,,0.25% TFA + triethylamine,,1.0% TFA,,1.0% TFA + triethylamine,,0.1% TFA,,0.1% TFA + triethylamine,,0.5% TFA,,0.5% TFA + triethylamine,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1174.666626,-4.845582953E-005,1174.666626,0.00985616073,1174.666626,0.0004308785428,1174.666626,0.02343152277,1174.666626,0.0006767202285,1174.666626,0.159347713,1174.666626,0.002237642882,1174.666626,0.3153433502,1174.666626,0.005809651688,1174.666626,0.07700978965,1174.666626,0.006539927796,1174.666626,0.2890411615,1174.666626,0.005669660401,
1174,-6.952414697E-005,1174,0.009828384034,1174,0.0003821155115,1174,0.02339966781,1174,0.0006261668168,1174,0.1593338102,1174,0.002121350495,1174,0.3155310452,1174,0.005547647364,1174,0.07698061317,1174,0.006397730671,1174,0.2890492678,1174,0.005414214451,
1173.333374,-7.837564044E-005,1173.333374,0.009864396416,1173.333374,0.0004110306618,1173.333374,0.02339046076,1173.333374,0.000625803892,1173.333374,0.1593731493,1173.333374,0.002043969464,1173.333374,0.3156909645,1173.333374,0.005300500896,1173.333374,0.07699158043,1173.333374,0.006320293061,1173.333374,0.2891114354,1173.333374,0.005195226986,
1172.666626,-5.673833584E-005,1172.666626,0.009837095626,1172.666626,0.0003896031994,1172.666626,0.02339832857,1172.666626,0.000592053053,1172.666626,0.1593777388,1172.666626,0.001951910672,1172.666626,0.3158844411,1172.666626,0.005044643767,1172.666626,0.07695100456,1172.666626,0.006179034244,1172.666626,0.2891801894,1172.666626,0.00501638744,
1172,-7.08699954E-005,1172,0.009828066453,1172,0.0003618294431,1172,0.02335582301,1172,0.0005436348147,1172,0.1593484581,1172,0.001861015102,1172,0.3160262406,1172,0.004819010384,1172,0.07689989358,1172,0.006042493507,1172,0.28921929,1172,0.004806185141,
1171.333374,-7.723685849E-005,1171.333374,0.009825683199,1171.333374,0.0003484354529,1171.333374,0.02335672453,1171.333374,0.0005065212608,1171.333374,0.1593379229,1171.333374,0.001781887142,1171.333374,0.3161863983,1171.333374,0.004600662738,1171.333374,0.07686015218,1171.333374,0.00592006091,1171.333374,0.2892335951,1171.333374,0.004648227245,
1170.666626,-9.136785957E-005,1170.666626,0.00983251445,1170.666626,0.000339756778,1170.666626,0.0233270321,1170.666626,0.0004792323743,1170.666626,0.1593285352,1170.666626,0.001708386815,1170.666626,0.3163362443,1170.666626,0.004397199024,1170.666626,0.07683309168,1170.666626,0.005804929417,1170.666626,0.2892586291,1170.666626,0.004498670809,
1170,-7.785801427E-005,1170,0.009809055366,1170,0.000323021668,1170,0.02332252637,1170,0.0004902202636,1170,0.1593386233,1170,0.001653529587,1170,0.3165415823,1170,0.004232410807,1170,0.07681075484,1170,0.005710024387,1170,0.2893106937,1170,0.004366971552,
1169.333374,-6.315716746E-005,1169.333374,0.009816098027,1169.333374,0.0003396272368,1169.333374,0.02333864197,1169.333374,0.000475086068,1169.333374,0.1593379229,1169.333374,0.001620348427,1169.333374,0.3167046607,1169.333374,0.004107325338,1169.333374,0.07678545266,1169.333374,0.005643959623,1169.333374,0.2893123627,1169.333374,0.004264825024,
1168.666626,-3.189034032E-005,1168.666626,0.0098351622,1168.666626,0.0003568293178,1168.666626,0.023344405,1168.666626,0.0004662752908,1168.666626,0.1593245864,1168.666626,0.00159075507,1168.666626,0.3168503046,1168.666626,0.003968665376,1168.666626,0.07679382712,1168.666626,0.005586872343,1168.666626,0.2893441617,1168.666626,0.004156064242,
1168,-9.266188135E-005,1168,0.009793221951,1168,0.0002916774829,1168,0.02328273095,1168,0.0004244265729,1168,0.1592316031,1168,0.001512845163,1168,0.3169246912,1168,0.003757376689,1168,0.07668416947,1168,0.005474844016,1168,0.2893379033,1168,0.004027473275,
1167.333374,-5.518537728E-005,1167.333374,0.009828595445,1167.333374,0.0003444199101,1167.333374,0.02331534214,1167.333374,0.0004297902342,1167.333374,0.1592681408,1167.333374,0.001460558036,1167.333374,0.3170461655,1167.333374,0.003607317107,1167.333374,0.07669636607,1167.333374,0.005422654562,1167.333374,0.2893075049,1167.333374,0.003922716249,
1166.666626,-6.056894199E-005,1166.666626,0.009799523279,1166.666626,0.0002992672089,1166.666626,0.02329824492,1166.666626,0.0003974019492,1166.666626,0.1591566503,1166.666626,0.001407082542,1166.666626,0.3171043098,1166.666626,0.003391899634,1166.666626,0.07661186904,1166.666626,0.005324294791,1166.666626,0.2892552614,1166.666626,0.003786386689,
1166,-0.0001103119866,1166,0.009799602441,1166,0.0003368034668,1166,0.02329149842,1166,0.0004098905774,1166,0.159176439,1166,0.001362156821,1166,0.3172376454,1166,0.003238601843,1166,0.07661378384,1166,0.005238454789,1166,0.2892347872,1166,0.003669992322,
1165.333374,-0.0001160571701,1165.333374,0.00974585861,1165.333374,0.0003310782777,1165.333374,0.02323354594,1165.333374,0.0003996820014,1165.333374,0.1591240466,1165.333374,0.001310744672,1165.333374,0.3173404336,1165.333374,0.003095891094,1165.333374,0.0765575543,1165.333374,0.005145637784,1165.333374,0.2892119288,1165.333374,0.003555507865,
1164.666626,-4.814523345E-005,1164.666626,0.009776780382,1164.666626,0.0003177111212,1164.666626,0.02321186289,1164.666626,0.000366725988,1164.666626,0.1590630412,1164.666626,0.001248019631,1164.666626,0.3173932433,1164.666626,0.003010229673,1164.666626,0.07652961463,1164.666626,0.005063866265,1164.666626,0.2891404331,1164.666626,0.003440349363,
1164,-3.546232983E-005,1164,0.009804871865,1164,0.0003194726596,1164,0.02325279824,1164,0.000366907334,1164,0.1590152532,1164,0.001259312616,1164,0.3175533116,1164,0.002907880582,1164,0.07650726289,1164,0.005011464003,1164,0.2891387641,1164,0.003370272461,
1163.333374,-3.473757897E-005,1163.333374,0.00980492495,1163.333374,0.0003060022718,1163.333374,0.02325348184,1163.333374,0.0003640574869,1163.333374,0.1590089053,1163.333374,0.001222293591,1163.333374,0.3176687658,1163.333374,0.00278103957,1163.333374,0.07643462718,1163.333374,0.00493733678,1163.333374,0.2891260386,1163.333374,0.003286043648,
1162.666626,-3.090674727E-005,1162.666626,0.009834580123,1162.666626,0.000348202273,1162.666626,0.02326394059,1162.666626,0.0003800946288,1162.666626,0.1588870287,1162.666626,0.001179152052,1162.666626,0.317666471,1162.666626,0.002674186369,1162.666626,0.07633607835,1162.666626,0.004820397589,1162.666626,0.2889657319,1162.666626,0.003183525056,
1162,-3.986420779E-006,1162,0.009786364622,1162,0.0003176852188,1162,0.02323458344,1162,0.0003316999937,1162,0.1588068753,1162,0.001088781399,1162,0.3176796436,1162,0.002527885372,1162,0.07629910856,1162,0.004769202787,1162,0.288915664,1162,0.00311544491,
1161.333374,-1.868926665E-005,1161.333374,0.009787635878,1161.333374,0.0002731051645,1161.333374,0.0231901817,1161.333374,0.0003320626856,1161.333374,0.1587578505,1161.333374,0.001093789935,1161.333374,0.3177727759,1161.333374,0.002385121537,1161.333374,0.07620494068,1161.333374,0.004641450942,1161.333374,0.2887837887,1161.333374,0.002961097984,
1160.666626,-0.0001036868125,1160.666626,0.00970834773,1160.666626,0.0002275454899,1160.666626,0.0231696479,1160.666626,0.0002381126251,1160.666626,0.1586168855,1160.666626,0.000987117528,1160.666626,0.3177226484,1160.666626,0.002251355443,1160.666626,0.07609253377,1160.666626,0.004511905368,1160.666626,0.2886784673,1160.666626,0.002849588403,
1160,-8.132609946E-005,1160,0.009740907699,1160,0.0002771200379,1160,0.02310131118,1160,0.0002740894561,1160,0.1585472822,1160,0.0009781925473,1160,0.3177204132,1160,0.002114092931,1160,0.0760415867,1160,0.004497571848,1160,0.2884996533,1160,0.002784217941,
1159.333374,-4.364155029E-005,1159.333374,0.009767302312,1159.333374,0.0003013136156,1159.333374,0.02311711758,1159.333374,0.0002868594602,1159.333374,0.1584541053,1159.333374,0.0009788152529,1159.333374,0.3177156746,1159.333374,0.002023293637,1159.333374,0.07600001246,1159.333374,0.004463989753,1159.333374,0.2884261608,1159.333374,0.002732611028,
1158.666626,-4.959468424E-005,1158.666626,0.009735878557,1158.666626,0.0002934907097,1158.666626,0.0230534561,1158.666626,0.0002716546296,1158.666626,0.1583007127,1158.666626,0.0009218191844,1158.666626,0.3176518083,1158.666626,0.001867566491,1158.666626,0.07589222491,1158.666626,0.004365167115,1158.666626,0.2882413268,1158.666626,0.002639208222,
1158,-4.576397987E-005,1158,0.009716394357,1158,0.000294759986,1158,0.02305421978,1158,0.000280228327,1158,0.1581529975,1158,0.0009065920603,1158,0.3175987303,1158,0.001751503092,1158,0.07581623644,1158,0.004323856439,1158,0.2880557775,1158,0.00252871844,
1157.333374,-2.49015884E-005,1157.333374,0.009747155942,1157.333374,0.0003165453963,1157.333374,0.02303822525,1157.333374,0.0003212082956,1157.333374,0.1580684334,1157.333374,0.0009018191486,1157.333374,0.3175580502,1157.333374,0.001671849284,1157.333374,0.07577216625,1157.333374,0.004300901666,1157.333374,0.2879189849,1157.333374,0.00247214362,
1156.666626,-6.160816611E-006,1156.666626,0.009751364589,1156.666626,0.0003195762984,1156.666626,0.0230122935,1156.666626,0.0003075046989,1156.666626,0.1579227597,1156.666626,0.0008652196848,1156.666626,0.3174243569,1156.666626,0.001511208713,1156.666626,0.07564905286,1156.666626,0.004238083027,1156.666626,0.2876651287,1156.666626,0.002350999508,
1156,-1.703263297E-005,1156,0.009748240933,1156,0.0003182033252,1156,0.0229797326,1156,0.000305639609,1156,0.1577546299,1156,0.0008261075127,1156,0.3173241615,1156,0.001335385372,1156,0.07556479424,1156,0.004192445427,1156,0.2874456346,1156,0.002240973292,
1155.333374,-1.273570979E-005,1155.333374,0.009743237868,1155.333374,0.0003433059319,1155.333374,0.02293871343,1155.333374,0.0002996816766,1155.333374,0.1575796008,1155.333374,0.0007861172198,1155.333374,0.3171483874,1155.333374,0.001159555395,1155.333374,0.07546764612,1155.333374,0.00412493851,1155.333374,0.2872101665,1155.333374,0.002111439826,
1154.666626,5.868745575E-005,1154.666626,0.009788986295,1154.666626,0.0004028948315,1154.666626,0.02293494716,1154.666626,0.0003418033593,1154.666626,0.157409817,1154.666626,0.0007708430057,1154.666626,0.3170007765,1154.666626,0.0009807610186,1154.666626,0.07535816729,1154.666626,0.004123083316,1154.666626,0.286936909,1154.666626,0.00197942229,
1154,8.939344843E-005,1154,0.009764655493,1154,0.0004324591428,1154,0.02287966199,1154,0.0003735398059,1154,0.1572173387,1154,0.0007452748832,1154,0.3168381453,1154,0.0008036222425,1154,0.07522883266,1154,0.004106279928,1154,0.2866548598,1154,0.001863094978,
1153.333374,0.0001132917751,1153.333374,0.009776674211,1153.333374,0.0004470476997,1153.333374,0.02285712399,1153.333374,0.0003972205741,1153.333374,0.1570016593,1153.333374,0.0007052660803,1153.333374,0.3166079521,1153.333374,0.0006113648415,1153.333374,0.07506987453,1153.333374,0.00409763027,1153.333374,0.2863613665,1153.333374,0.001743601984,
1152.666626,0.0001150006938,1152.666626,0.009750332683,1152.666626,0.0004507273261,1152.666626,0.02281426266,1152.666626,0.0003863904858,1152.666626,0.1567385346,1152.666626,0.0006458430435,1152.666626,0.316303879,1152.666626,0.0003457670682,1152.666626,0.07490918785,1152.666626,0.004042653367,1152.666626,0.2860214412,1152.666626,0.001578206429,
1152,0.0001541265083,1152,0.009817448445,1152,0.0004891059361,1152,0.02283104137,1152,0.0004404400242,1152,0.1565883011,1152,0.0006391286734,1152,0.3161061406,1152,0.0001337733993,1152,0.07486293465,1152,0.004047017079,1152,0.2857773006,1152,0.001430040691,
1151.333374,0.0001139390879,1151.333374,0.009779958054,1151.333374,0.0004575683561,1151.333374,0.02275981009,1151.333374,0.0004008479591,1151.333374,0.1563542634,1151.333374,0.0005570088979,1151.333374,0.3158169091,1151.333374,-0.0001831822447,1151.333374,0.07469958812,1151.333374,0.003900879761,1151.333374,0.2853721976,1151.333374,0.001229977468,
1150.666626,0.0001454517187,1150.666626,0.009773735888,1150.666626,0.0004632433993,1150.666626,0.02271622047,1150.666626,0.0003612853761,1150.666626,0.15618366,1150.666626,0.0004673377844,1150.666626,0.315597564,1150.666626,-0.0004837463202,1150.666626,0.07461163402,1150.666626,0.003826758824,1150.666626,0.2851211429,1150.666626,0.0009982479969,
1150,0.0001020285854,1150,0.009728413075,1150,0.0004191407061,1150,0.02262621932,1150,0.0003061058815,1150,0.1559982151,1150,0.000350818882,1150,0.3153818846,1150,-0.0008059103275,1150,0.07443913817,1150,0.003722284921,1150,0.2848071158,1150,0.0008085496956,
1149.333374,9.928403597E-005,1149.333374,0.009685714729,1149.333374,0.0003750683973,1149.333374,0.02255423181,1149.333374,0.0002344607201,1149.333374,0.1557624936,1149.333374,0.0001596422226,1149.333374,0.3151234388,1149.333374,-0.00114972936,1149.333374,0.07428728789,1149.333374,0.003589411499,1149.333374,0.2844892442,1149.333374,0.0005827733548,
1148.666626,0.0001067150733,1148.666626,0.00966178719,1148.666626,0.0003500675666,1148.666626,0.02252053283,1148.666626,0.0001855384762,1148.666626,0.1556161195,1148.666626,6.055150152E-005,1148.666626,0.3149660826,1148.666626,-0.001449573901,1148.666626,0.07417334616,1148.666626,0.003497990081,1148.666626,0.2842200994,1148.666626,0.0003945518984,
1148,2.529132689E-005,1148,0.009592339396,1148,0.0002482655982,1148,0.02243005298,1148,0.0001062231167,1148,0.1553679109,1148,-0.0001088109784,1148,0.3146961033,1148,-0.001828354783,1148,0.07400710136,1148,0.003345959354,1148,0.2839159369,1148,0.0001862635982,
1147.333374,-1.061311741E-005,1147.333374,0.00956966076,1147.333374,0.000182430842,1147.333374,0.02243354358,1147.333374,6.254500477E-005,1147.333374,0.1552155167,1147.333374,-0.0002312036813,1147.333374,0.314483881,1147.333374,-0.00214303215,1147.333374,0.07391253859,1147.333374,0.003185298294,1147.333374,0.2836735249,1147.333374,-2.521220085E-005,
1146.666626,-3.794717122E-005,1146.666626,0.0095492322,1146.666626,0.0001538157667,1146.666626,0.02234771475,1146.666626,-1.775741111E-005,1146.666626,0.1550283432,1146.666626,-0.0003360768897,1146.666626,0.3142063618,1146.666626,-0.002511171857,1146.666626,0.07381284237,1146.666626,0.003011845751,1146.666626,0.2833340466,1146.666626,-0.0002666988876,
1146,-8.23095761E-005,1146,0.009507398121,1146,7.005307998E-005,1146,0.02225062437,1146,-0.0001012541034,1146,0.154750526,1146,-0.0004994671908,1146,0.3138360977,1146,-0.002949401503,1146,0.07365038246,1146,0.002801855793,1146,0.2829071879,1146,-0.0005847843131,
1145.333374,-7.739214925E-005,1145.333374,0.009488929994,1145.333374,6.989773829E-005,1145.333374,0.02216905542,1145.333374,-0.0001506819681,1145.333374,0.1545584053,1145.333374,-0.0006373623619,1145.333374,0.3135324121,1145.333374,-0.003283872502,1145.333374,0.07353550941,1145.333374,0.002641552128,1145.333374,0.2825657427,1145.333374,-0.0008168654749,
1144.666626,-0.0001043596858,1144.666626,0.009423028678,1144.666626,1.589427484E-005,1144.666626,0.0220591221,1144.666626,-0.0002428460139,1144.666626,0.1542629451,1144.666626,-0.0008404801483,1144.666626,0.3130705059,1144.666626,-0.003823920619,1144.666626,0.07334578782,1144.666626,0.002413441427,1144.666626,0.2821013927,1144.666626,-0.001129797776,
1144,-0.0001029621781,1144,0.009381049313,1144,2.534310261E-005,1144,0.02205138654,1144,-0.0002861527319,1144,0.1540044248,1144,-0.001053057727,1144,0.3125684261,1144,-0.004370063543,1144,0.07317958027,1144,0.002186231082,1144,0.2816376686,1144,-0.001428107964,
1143.333374,-0.0001029104169,1143.333374,0.009314634837,1143.333374,-5.673833584E-005,1143.333374,0.02201301605,1143.333374,-0.0003351974301,1143.333374,0.1537293643,1143.333374,-0.001236261101,1143.333374,0.3119521141,1143.333374,-0.005063124932,1143.333374,0.07306158543,1143.333374,0.001930537052,1143.333374,0.281185627,1143.333374,-0.001866297214,
1142.666626,-0.0002107641776,1142.666626,0.00927110482,1142.666626,-0.0001593247871,1142.666626,0.0219121594,1142.666626,-0.0004765579652,1142.666626,0.1533579975,1142.666626,-0.001538212644,1142.666626,0.3112851381,1142.666626,-0.005915885326,1142.666626,0.07284515351,1142.666626,0.001523521612,1142.666626,0.2806456983,1142.666626,-0.002336435718,
1142,-0.0002618352883,1142,0.009221445769,1142,-0.0002303240326,1142,0.02181693539,1142,-0.0005537618417,1142,0.1530483216,1142,-0.001741167507,1142,0.3107174635,1142,-0.00670075696,1142,0.07267902046,1142,0.001158465282,1142,0.2801440954,1142,-0.002933254698,
1141.333374,-0.0003144006769,1141.333374,0.009219039232,1141.333374,-0.0003196258331,1141.333374,0.02166640945,1141.333374,-0.0006880731671,1141.333374,0.1526481956,1141.333374,-0.002054053126,1141.333374,0.3101842403,1141.333374,-0.007515253499,1141.333374,0.07247339189,1141.333374,0.0007576438366,1141.333374,0.2795884013,1141.333374,-0.003554365598,
1140.666626,-0.0002620939922,1140.666626,0.009282608517,1140.666626,-0.0002946894092,1140.666626,0.02162507921,1140.666626,-0.0006795442314,1140.666626,0.1524260193,1140.666626,-0.002237092238,1140.666626,0.3097434342,1140.666626,-0.008068008348,1140.666626,0.07240139693,1140.666626,0.0005591860972,1140.666626,0.2791494429,1140.666626,-0.003952299245,
1140,-0.0001986552525,1140,0.009249844588,1140,-0.0003158492618,1140,0.02155399323,1140,-0.000759812945,1140,0.1521865726,1140,-0.002469579224,1140,0.3092372715,1140,-0.00868502073,1140,0.07220941782,1140,0.0002203972836,1140,0.2786075473,1140,-0.00438308157,
1139.333374,-0.0001893404697,1139.333374,0.009246380068,1139.333374,-0.0002968106128,1139.333374,0.02149300836,1139.333374,-0.0008043600246,1139.333374,0.1519270092,1139.333374,-0.002655788092,1139.333374,0.3088377416,1139.333374,-0.009202533402,1139.333374,0.07211652398,1139.333374,6.963381111E-006,1139.333374,0.2782383859,1139.333374,-0.004731404595,
1138.666626,-0.0002379821526,1138.666626,0.009196088649,1138.666626,-0.0004202365235,1138.666626,0.02139656991,1138.666626,-0.0009306898573,1138.666626,0.1516963542,1138.666626,-0.002885788446,1138.666626,0.3083687723,1138.666626,-0.009791971184,1138.666626,0.07197834551,1138.666626,-0.0003577519965,1138.666626,0.2778106928,1138.666626,-0.005124373361,
1138,-0.0002515387605,1138,0.00914331805,1138,-0.0005086201709,1138,0.02131559514,1138,-0.001022533514,1138,0.1514196247,1138,-0.003077884903,1138,0.3080626726,1138,-0.0102173565,1138,0.07183196396,1138,-0.0006479081931,1138,0.277487427,1138,-0.005533344578,
1137.333374,-0.0003476129496,1137.333374,0.009102500975,1137.333374,-0.0006293493789,1137.333374,0.02117559873,1137.333374,-0.001128196949,1137.333374,0.1510709673,1137.333374,-0.003268714529,1137.333374,0.3078611195,1137.333374,-0.01049630251,1137.333374,0.07165061682,1137.333374,-0.0009448964265,1137.333374,0.2770673037,1137.333374,-0.005804024171,
1136.666626,-0.0003025016049,1136.666626,0.009109533392,1136.666626,-0.0006567995879,1136.666626,0.02110752091,1136.666626,-0.001120141475,1136.666626,0.1508974731,1136.666626,-0.003279967466,1136.666626,0.3078646958,1136.666626,-0.01045470964,1136.666626,0.07157109678,1136.666626,-0.001044329372,1136.666626,0.2768173218,1136.666626,-0.005871910136,
1136,-0.0003261959937,1136,0.009086825885,1136,-0.0007237378159,1136,0.02101752535,1136,-0.001176320598,1136,0.1506916732,1136,-0.003274777904,1136,0.3079040945,1136,-0.01027884334,1136,0.07144804299,1136,-0.001157371211,1136,0.27654019,1136,-0.005848312285,
1135.333374,-0.0003215917095,1135.333374,0.009091055021,1135.333374,-0.0007105577388,1135.333374,0.02099310048,1135.333374,-0.001156441867,1135.333374,0.1505679488,1135.333374,-0.003180119907,1135.333374,0.3080316484,1135.333374,-0.009921280667,1135.333374,0.07135140896,1135.333374,-0.001174823265,1135.333374,0.2763487101,1135.333374,-0.005633265711,
1134.666626,-0.0003245405096,1134.666626,0.009054551832,1134.666626,-0.0007297849515,1134.666626,0.02091573365,1134.666626,-0.001133360667,1134.666626,0.1503923833,1134.666626,-0.003061125986,1134.666626,0.3081421256,1134.666626,-0.00945467595,1134.666626,0.07121728361,1134.666626,-0.001133670565,1134.666626,0.2761416435,1134.666626,-0.005417499226,
1134,-0.0003038467257,1134,0.009066129103,1134,-0.0007158297813,1134,0.02090935037,1134,-0.001076453016,1134,0.1502283067,1134,-0.002897822531,1134,0.3083169758,1134,-0.008925596252,1134,0.07114220411,1134,-0.001025994075,1134,0.2759761512,1134,-0.005106107332,
1133.333374,-0.0003485440975,1133.333374,0.009036500007,1133.333374,-0.0007174837519,1133.333374,0.02086442523,1133.333374,-0.001036943751,1133.333374,0.1500770599,1133.333374,-0.00277761952,1133.333374,0.3084500134,1133.333374,-0.008418060839,1133.333374,0.07099512964,1133.333374,-0.0009430366335,1133.333374,0.2757767141,1133.333374,-0.004830640275,
1132.666626,-0.0003185911628,1132.666626,0.009038139135,1132.666626,-0.0006656908081,1132.666626,0.02088982053,1132.666626,-0.0009861186845,1132.666626,0.1500323713,1132.666626,-0.002545143012,1132.666626,0.308631897,1132.666626,-0.007829804905,1132.666626,0.07095389068,1132.666626,-0.0007526808186,1132.666626,0.2756289244,1132.666626,-0.004431768321,
1132,-0.0003274375631,1132,0.009075037204,1132,-0.0006141501945,1132,0.02090935037,1132,-0.0009810047923,1132,0.149966374,1132,-0.002360997722,1132,0.3088126481,1132,-0.007344250567,1132,0.07087086886,1132,-0.0005774425226,1132,0.2755476832,1132,-0.004139206838,
1131.333374,-0.0002887913724,1131.333374,0.009100598283,1131.333374,-0.0005358195049,1131.333374,0.02092833631,1131.333374,-0.000902120315,1131.333374,0.1499332935,1131.333374,-0.002198770177,1131.333374,0.3090102077,1131.333374,-0.006815904286,1131.333374,0.07077226788,1131.333374,-0.0003956161963,1131.333374,0.2754296362,1131.333374,-0.003833568189,
1130.666626,-0.0002597139101,1130.666626,0.009064860642,1130.666626,-0.0004815743014,1130.666626,0.02092567459,1130.666626,-0.00087577058,1130.666626,0.1498515904,1130.666626,-0.002061730484,1130.666626,0.309217304,1130.666626,-0.006368857343,1130.666626,0.07068964094,1130.666626,-0.0001743846369,1130.666626,0.2754004598,1130.666626,-0.003585482482,
1130,-0.0002258222376,1130,0.009027170017,1130,-0.000437149225,1130,0.02091518976,1130,-0.0007653427892,1130,0.1496842057,1130,-0.001899339492,1130,0.3094825447,1130,-0.005795288831,1130,0.07058955729,1130,8.260997856E-005,1130,0.275274545,1130,-0.003215837525,
1129.333374,-0.0002241146431,1129.333374,0.009018554352,1129.333374,-0.0004136160715,1129.333374,0.02098533139,1129.333374,-0.0006401021965,1129.333374,0.1496586651,1129.333374,-0.001669022371,1129.333374,0.3097132444,1129.333374,-0.005185817834,1129.333374,0.07050858438,1129.333374,0.0003910541418,1129.333374,0.2751927078,1129.333374,-0.002824583557,
1128.666626,-0.0003147110983,1128.666626,0.008987898007,1128.666626,-0.0004198227543,1128.666626,0.02094007097,1128.666626,-0.0006220600335,1128.666626,0.1494738013,1128.666626,-0.00149214128,1128.666626,0.3099280894,1128.666626,-0.004622003995,1128.666626,0.07043569535,1128.666626,0.0005953969085,1128.666626,0.2749995589,1128.666626,-0.002472204622,
1128,-0.0003097445588,1128,0.008962105028,1128,-0.0004032196885,1128,0.02095889673,1128,-0.0006042239256,1128,0.1494086534,1128,-0.001260420773,1128,0.3100158572,1128,-0.004083563574,1128,0.07036379725,1128,0.000811143138,1128,0.2748168111,1128,-0.002083938103,
1127.333374,-0.0002425355633,1127.333374,0.009028068744,1127.333374,-0.0003070543171,1127.333374,0.02098206989,1127.333374,-0.0005405766424,1127.333374,0.1493715942,1127.333374,-0.001013494679,1127.333374,0.3101098835,1127.333374,-0.003533208976,1127.333374,0.07037764788,1127.333374,0.001075728331,1127.333374,0.2747142017,1127.333374,-0.001692590769,
1126.666626,-0.0001991727331,1126.666626,0.009031901136,1126.666626,-0.0002223035553,1126.666626,0.02100125141,1126.666626,-0.0004683351726,1126.666626,0.1492938548,1126.666626,-0.00087577058,1126.666626,0.3101415932,1126.666626,-0.003143628594,1126.666626,0.07031323761,1126.666626,0.001322428696,1126.666626,0.2745509148,1126.666626,-0.001361794421,
1126,-0.0001563748665,1126,0.009028993547,1126,-0.0001714348182,1126,0.02099228464,1126,-0.0004074610188,1126,0.1491720527,1126,-0.0007691155188,1126,0.3101136088,1126,-0.002806580393,1126,0.07022553682,1126,0.001547498978,1126,0.2743492424,1126,-0.001102635637,
1125.333374,-0.0001467486436,1125.333374,0.008962871507,1125.333374,-0.0001858214964,1125.333374,0.02094382048,1125.333374,-0.0003880125878,1125.333374,0.1489543766,1125.333374,-0.0006984627107,1125.333374,0.3100198805,1125.333374,-0.00249938434,1125.333374,0.07004923373,1125.333374,0.001674993546,1125.333374,0.2740697265,1125.333374,-0.0009324979619,
1124.666626,-0.0001772826945,1124.666626,0.008920592256,1124.666626,-0.000151044238,1124.666626,0.02095294744,1124.666626,-0.0003440435394,1124.666626,0.1487963945,1124.666626,-0.0006371555501,1124.666626,0.3099683225,1124.666626,-0.002276080428,1124.666626,0.06995461881,1124.666626,0.001855347771,1124.666626,0.2738164365,1124.666626,-0.0007278726553,
1124,-0.0001840102486,1124,0.008895412087,1124,-0.0001680192072,1124,0.02098106593,1124,-0.0002891535405,1124,0.1486431211,1124,-0.0005059312098,1124,0.3099302351,1124,-0.001962581882,1124,0.06989078969,1124,0.002028364921,1124,0.2735194266,1124,-0.0005320447963,
1123.333374,-0.0002183191391,1123.333374,0.00889644213,1123.333374,-0.0001771791867,1123.333374,0.02094927989,1123.333374,-0.0003125382354,1123.333374,0.148481831,1123.333374,-0.0004190986219,1123.333374,0.3098321557,1123.333374,-0.00172250066,1123.333374,0.06979648024,1123.333374,0.002129934728,1123.333374,0.2732297778,1123.333374,-0.0003167287214,
1122.666626,-0.0001792492258,1122.666626,0.008916760795,1122.666626,-0.0001048255217,1122.666626,0.0209903568,1122.666626,-0.0002291339042,1122.666626,0.1483595222,1122.666626,-0.0002948963374,1122.666626,0.3097601235,1122.666626,-0.001467736438,1122.666626,0.06971106678,1122.666626,0.002294395585,1122.666626,0.2729263604,1122.666626,-0.0001036868125,
1122,-0.0001235620293,1122,0.008986444212,1122,-2.909485374E-005,1122,0.02093561739,1122,-0.0002050719922,1122,0.1481875479,1122,-0.0002044510184,1122,0.3096614182,1122,-0.00125190313,1122,0.06964867562,1122,0.002427081577,1122,0.2726778388,1122,7.29527892E-005,
1121.333374,-0.0001369151869,1121.333374,0.008924080059,1121.333374,-8.697597877E-006,1121.333374,0.02089109644,1121.333374,-0.0001974650368,1121.333374,0.1479922384,1121.333374,-0.0001803877385,1121.333374,0.309453398,1121.333374,-0.001094992738,1121.333374,0.06952300668,1121.333374,0.002522730036,1121.333374,0.2723275125,1121.333374,0.0001935925247,
1120.666626,-0.0001434363512,1120.666626,0.008886244148,1120.666626,-2.308966941E-005,1120.666626,0.02084679902,1120.666626,-0.0002005181886,1120.666626,0.1477658451,1120.666626,-0.0001606703736,1120.666626,0.3092165589,1120.666626,-0.001010343898,1120.666626,0.0693590194,1120.666626,0.002624832327,1120.666626,0.2719601393,1120.666626,0.0002657489968,
1120,-0.0001616536756,1120,0.008859718218,1120,-5.125391453E-006,1120,0.02085907385,1120,-0.0001932734012,1120,0.1475760937,1120,-0.0001721593289,1120,0.3089893758,1120,-0.0009658179479,1120,0.06925033778,1120,0.002694294089,1120,0.2715896368,1120,0.0003186436952,
