imine undoped,,imine 10 min iodine doping,,imine 1 min iodine doping,,imine 30 min iodine doping,,imine 30 min iodine doping1,,imine 1 hr iodine doping,,imine 1 hr iodine doping1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
968.666687,-0.0147151323,968.666687,-0.004836374428,968.666687,0.006151833106,968.666687,0.01939749718,968.666687,-0.005415862892,968.666687,-0.006000859663,968.666687,-0.0005838019424,
968,-0.01478454191,968,-0.005162182264,968,0.005985012744,968,0.01925771311,968,-0.005623504519,968,-0.006094905082,968,-0.0006669831346,
967.333313,-0.01469846629,967.333313,-0.004928982817,967.333313,0.006202298682,967.333313,0.01944343559,967.333313,-0.005482685287,967.333313,-0.0059991749,967.333313,-0.000509809528,
966.666687,-0.014761623,966.666687,-0.005006985739,966.666687,0.006192163099,966.666687,0.01931462251,966.666687,-0.005538456142,966.666687,-0.005958680995,966.666687,-0.0006177690811,
966,-0.014697765,966,-0.004932463635,966,0.006060920656,966,0.01950461976,966,-0.005519594066,966,-0.005737302359,966,-0.0005806998233,
965.333313,-0.01462163404,965.333313,-0.005012922455,965.333313,0.006161075085,965.333313,0.0192517601,965.333313,-0.005603624042,965.333313,-0.005864657462,965.333313,-0.0005041213008,
964.666687,-0.0145510966,964.666687,-0.004819222726,964.666687,0.006228846498,964.666687,0.01932401396,964.666687,-0.005387433339,964.666687,-0.005721412599,964.666687,-0.0005087752943,
964,-0.01448735781,964,-0.004798742011,964,0.006116337143,964,0.01934395917,964,-0.005536615849,964,-0.005809745751,964,-0.000343267573,
963.333313,-0.0145815853,963.333313,-0.004856904503,963.333313,0.006287961733,963.333313,0.01943488047,963.333313,-0.005472869612,963.333313,-0.005835491233,963.333313,-0.0003511306131,
962.666687,-0.0144917639,962.666687,-0.004879890941,962.666687,0.006346165203,962.666687,0.01937010512,962.666687,-0.005421180278,962.666687,-0.00581996236,962.666687,-0.0004471827706,
962,-0.014694212,962,-0.004921867512,962,0.006079558283,962,0.01935849339,962,-0.005525421351,962,-0.005993455648,962,-0.0004387525551,
961.333313,-0.01443863381,961.333313,-0.004777953029,961.333313,0.006222754251,961.333313,0.01946327835,961.333313,-0.00520960521,961.333313,-0.005888050422,961.333313,-0.0002951032948,
960.666687,-0.01466448139,960.666687,-0.004851477686,960.666687,0.006090767682,960.666687,0.01935992949,960.666687,-0.005396995228,960.666687,-0.00582639873,960.666687,-0.0004364768683,
960,-0.01440618094,960,-0.004786043428,960,0.00623803772,960,0.01947140135,960,-0.005253749434,960,-0.005670877174,960,-0.0001424530055,
959.333313,-0.01445385721,959.333313,-0.00473883003,959.333313,0.006311967038,959.333313,0.01947429776,959.333313,-0.005287046544,959.333313,-0.005758862942,959.333313,-0.0003500960011,
958.666687,-0.0143973669,958.666687,-0.004844463896,958.666687,0.006237538531,958.666687,0.01953380927,958.666687,-0.005271344446,958.666687,-0.005682323594,958.666687,-0.0002867218573,
958,-0.01439982094,958,-0.004767916631,958,0.006328986958,958,0.01954756305,958,-0.0053208014,958,-0.005648801103,958,-0.0002491586201,
957.333313,-0.01438980363,957.333313,-0.004779796116,957.333313,0.006335159764,957.333313,0.01958766766,957.333313,-0.005278044846,957.333313,-0.005615327507,957.333313,-0.0002007769217,
956.666687,-0.01424368192,956.666687,-0.004573082551,956.666687,0.006374902558,956.666687,0.01972696371,956.666687,-0.005263314117,956.666687,-0.005506200716,956.666687,-0.0001515617769,
956,-0.01433310471,956,-0.004691816866,956,0.006291480735,956,0.01957228594,956,-0.005243621767,956,-0.005680177361,956,-0.0001855109876,
955.333313,-0.01455274876,955.333313,-0.004840982147,955.333313,0.006149969064,955.333313,0.01941241324,955.333313,-0.005380121525,955.333313,-0.005694484804,955.333313,-0.0001942048839,
954.666687,-0.01453797892,954.666687,-0.004688692745,954.666687,0.006292006001,954.666687,0.01952357404,954.666687,-0.005079858005,954.666687,-0.005510392599,954.666687,-6.786770246E-005,
954,-0.01446041744,954,-0.004634605255,954,0.006269183476,954,0.01951049641,954,-0.005110558588,954,-0.00547419861,954,-8.049789903E-005,
953.333313,-0.0144861564,953.333313,-0.004578769207,953.333313,0.006160234567,953.333313,0.01952216588,953.333313,-0.005078629591,953.333313,-0.00570955826,953.333313,-0.0001877362374,
952.666687,-0.01440723334,952.666687,-0.004630917218,952.666687,0.006126182154,952.666687,0.01947641,952.666687,-0.005174562801,952.666687,-0.005679155234,952.666687,-0.0001990174933,
952,-0.01447003242,952,-0.004551104736,952,0.006247937679,952,0.01954266243,952,-0.005134759471,952,-0.005728770047,952,-0.0001724180911,
951.333313,-0.01453557611,951.333313,-0.004653915297,951.333313,0.006326124072,951.333313,0.01959793083,951.333313,-0.004980986472,951.333313,-0.005559873302,951.333313,-0.0001679156994,
950.666687,-0.01449016202,950.666687,-0.004769043066,950.666687,0.005987322424,950.666687,0.01949828491,950.666687,-0.00524474727,950.666687,-0.005713543855,950.666687,-0.0001891334687,
950,-0.01440462843,950,-0.004547979217,950,0.006235253997,950,0.01957580633,950,-0.005129950121,950,-0.005486928392,950,4.711271686E-006,
949.333313,-0.01425194927,949.333313,-0.004582201596,949.333313,0.006247701589,949.333313,0.0195752643,949.333313,-0.004927958827,949.333313,-0.005505178589,949.333313,-0.0001311185188,
948.666687,-0.01449141372,948.666687,-0.004654683638,948.666687,0.00619843835,948.666687,0.01956432499,948.666687,-0.00513926195,948.666687,-0.005507836584,948.666687,-0.0001615501678,
948,-0.01436005253,948,-0.004623540677,948,0.006258705165,948,0.01949993707,948,-0.005133480765,948,-0.005471233279,948,-4.773110413E-005,
947.333313,-0.01442526188,947.333313,-0.004602282308,947.333313,0.006220574491,947.333313,0.01955219358,947.333313,-0.005003812723,947.333313,-0.005448227283,947.333313,1.757692735E-005,
946.666687,-0.01428265963,946.666687,-0.004385695327,946.666687,0.006298151799,946.666687,0.01974419318,946.666687,-0.004935534671,946.666687,-0.005338649265,946.666687,0.0001585028222,
946,-0.01450478286,946,-0.004458210431,946,0.00633728737,946,0.01965824515,946,-0.004874515813,946,-0.00533348415,946,9.335483628E-005,
945.333313,-0.01435639616,945.333313,-0.004489263054,945.333313,0.006398781203,945.333313,0.01963246055,945.333313,-0.004977557342,945.333313,-0.005418623798,945.333313,8.294656436E-005,
944.666687,-0.0141488295,944.666687,-0.004364271648,944.666687,0.00655204244,944.666687,0.01977079548,944.666687,-0.004926474765,944.666687,-0.005232675467,944.666687,0.0002196721034,
944,-0.01427965332,944,-0.00445375219,944,0.006458208431,944,0.01981146261,944,-0.004891102202,944,-0.005338342395,944,0.0002051429765,
943.333313,-0.01417548861,943.333313,-0.004378622398,943.333313,0.006471371744,943.333313,0.01976480894,943.333313,-0.004875386134,943.333313,-0.005226588342,943.333313,0.0003191358992,
942.666687,-0.01427083649,942.666687,-0.004378776532,942.666687,0.006427810993,942.666687,0.01965949126,942.666687,-0.004871699959,942.666687,-0.005129745696,942.666687,0.0001159846215,
942,-0.01415644679,942,-0.004334953148,942,0.006383150816,942,0.01972880587,942,-0.004896528553,942,-0.005248685833,942,0.0002965214371,
941.333313,-0.01411560364,941.333313,-0.004295226652,941.333313,0.006493601017,941.333313,0.0196133405,941.333313,-0.004766073078,941.333313,-0.005151950289,941.333313,0.0002786223777,
940.666687,-0.01405896898,940.666687,-0.004175307229,940.666687,0.006618324202,940.666687,0.01987077482,940.666687,-0.004721316043,940.666687,-0.005008828361,940.666687,0.0003464406182,
940,-0.01410563104,940,-0.004248934332,940,0.006530204788,940,0.0199381467,940,-0.004680446815,940,-0.005063483026,940,0.0003484354529,
939.333313,-0.01414938085,939.333313,-0.004515086766,939.333313,0.006277482491,939.333313,0.01968584396,939.333313,-0.004844054114,939.333313,-0.005324227735,939.333313,0.0001862117933,
938.666687,-0.0140747577,938.666687,-0.00408069184,938.666687,0.006525369361,938.666687,0.02008904889,938.666687,-0.0047485088,938.666687,-0.004974588752,938.666687,0.0004098905774,
938,-0.01406764053,938,-0.004222632851,938,0.006445518695,938,0.01994264498,938,-0.004652942065,938,-0.005093366373,938,0.0003657414927,
937.333313,-0.01396883838,937.333313,-0.004269594792,937.333313,0.006449774839,937.333313,0.01996982843,937.333313,-0.004764741752,937.333313,-0.005058519542,937.333313,0.0003744983987,
936.666687,-0.0140281925,936.666687,-0.004118130077,936.666687,0.006459601223,936.666687,0.02007102035,936.666687,-0.00465068873,936.666687,-0.004959489685,936.666687,0.0005521879648,
936,-0.01403736509,936,-0.004220428411,936,0.006550176535,936,0.01992448606,936,-0.00479269959,936,-0.005010517314,936,0.0003866495681,
935.333313,-0.01407365501,935.333313,-0.004275438841,935.333313,0.006482538767,935.333313,0.01985763386,935.333313,-0.004539474845,935.333313,-0.005134759471,935.333313,0.0004219390976,
934.666687,-0.01416561753,934.666687,-0.00425903406,934.666687,0.006275381427,934.666687,0.01978000626,934.666687,-0.004722391255,934.666687,-0.005229196977,934.666687,0.0003591868735,
934,-0.01397811342,934,-0.004043711815,934,0.00645382097,934,0.02006256208,934,-0.004402198363,934,-0.004895658232,934,0.0005169655778,
933.333313,-0.01396036614,933.333313,-0.004099770449,933.333313,0.006632648874,933.333313,0.01998530515,933.333313,-0.004436483141,933.333313,-0.004950378556,933.333313,0.0004874214646,
932.666687,-0.01403250359,932.666687,-0.004008677788,932.666687,0.006490684114,932.666687,0.01985305361,932.666687,-0.004505864345,932.666687,-0.004932617303,932.666687,0.0005028930027,
932,-0.01396873873,932,-0.004089102615,932,0.006490237545,932,0.01982013136,932,-0.004512986168,932,-0.004901033361,932,0.0006306515425,
931.333313,-0.01402127463,931.333313,-0.003968100529,931.333313,0.006494126283,931.333313,0.01999053732,931.333313,-0.004344743211,931.333313,-0.00485050492,931.333313,0.0006143718492,
930.666687,-0.01388947107,930.666687,-0.004018834326,930.666687,0.006494572852,930.666687,0.01984847337,930.666687,-0.004279745277,930.666687,-0.004861921538,930.666687,0.0006210599677,
930,-0.01409029495,930,-0.004264826886,930,0.00627283426,930,0.01985026337,930,-0.004621184431,930,-0.005025512073,930,0.0003267520515,
929.333313,-0.0137311928,929.333313,-0.003868513741,929.333313,0.006539270747,929.333313,0.01994315907,929.333313,-0.004264314193,929.333313,-0.004596289247,929.333313,0.0006508724182,
928.666687,-0.01407360472,928.666687,-0.004129001871,928.666687,0.006426733918,928.666687,0.01987261884,928.666687,-0.004516675137,928.666687,-0.004864686169,928.666687,0.0004438604519,
928,-0.01394517533,928,-0.004051046446,928,0.006606155075,928,0.01984408498,928,-0.004425003659,928,-0.004913882352,928,0.0004824198841,
927.333313,-0.01404493395,927.333313,-0.004103103653,927.333313,0.006546786521,927.333313,0.01988242753,927.333313,-0.004425362218,927.333313,-0.004865095951,927.333313,0.0006581833004,
926.666687,-0.01391353831,926.666687,-0.003959686961,926.666687,0.006481776945,926.666687,0.0199979376,926.666687,-0.004448884167,926.666687,-0.00485751871,926.666687,0.0004606779548,
926,-0.01372055802,926,-0.003870976623,926,0.006814311724,926,0.0201335419,926,-0.004235194065,926,-0.004733862821,926,0.0007221974083,
925.333313,-0.01397435367,925.333313,-0.003945527598,925.333313,0.006444704253,925.333313,0.02004195936,925.333313,-0.004519544542,925.333313,-0.004961792845,925.333313,0.0006901762099,
924.666687,-0.01395635586,924.666687,-0.003889089683,924.666687,0.006526552141,924.666687,0.01999885775,924.666687,-0.004403684288,924.666687,-0.004810876679,924.666687,0.0005716794403,
924,-0.01404734049,924,-0.003994724713,924,0.006557718851,924,0.02012166567,924,-0.004251497798,924,-0.004832943901,924,0.0005827474524,
923.333313,-0.01383807138,923.333313,-0.003883034922,923.333313,0.006717240438,923.333313,0.02012207173,923.333313,-0.004343461711,923.333313,-0.004618776962,923.333313,0.0007193192723,
922.666687,-0.01398608461,922.666687,-0.004037145991,922.666687,0.006397415418,922.666687,0.01982170343,922.666687,-0.0043726773,922.666687,-0.004766892176,922.666687,0.0006286813878,
922,-0.01387091726,922,-0.003784609027,922,0.006560241804,922,0.02008655481,922,-0.0042543686,922,-0.004643312655,922,0.0006888539065,
921.333313,-0.01379754953,921.333313,-0.003771932097,921.333313,0.006632675417,921.333313,0.02013996802,921.333313,-0.004226990975,921.333313,-0.004603819456,921.333313,0.0008584759198,
920.666687,-0.01399084646,920.666687,-0.004019449931,920.666687,0.006460415665,920.666687,0.02011250146,920.666687,-0.004296200816,920.666687,-0.004739547148,920.666687,0.0006938838051,
920,-0.01395790931,920,-0.003809705144,920,0.006697891746,920,0.02015113831,920,-0.004198278766,920,-0.004592908081,920,0.0007323098253,
919.333313,-0.01397751179,919.333313,-0.003835159121,919.333313,0.006499617826,919.333313,0.02015442029,919.333313,-0.004243294708,919.333313,-0.004678449128,919.333313,0.0006880501751,
918.666687,-0.01385276485,918.666687,-0.003758844221,918.666687,0.006763117854,918.666687,0.02026745304,918.666687,-0.0041285404,918.666687,-0.004657603335,918.666687,0.000941327191,
918,-0.01397289988,918,-0.003969280515,918,0.006611332763,918,0.02003423311,918,-0.004417982884,918,-0.004718652926,918,0.0006539574824,
917.333313,-0.01383285597,917.333313,-0.003705616109,917.333313,0.00675964728,917.333313,0.02007571049,917.333313,-0.004130950663,917.333313,-0.004526358563,917.333313,0.0009234793833,
916.666687,-0.01407295279,916.666687,-0.003908946179,916.666687,0.00664955005,916.666687,0.02006090805,916.666687,-0.004284256138,916.666687,-0.004652942065,916.666687,0.0007604703424,
916,-0.01393599994,916,-0.003698737593,916,0.006692002993,916,0.02018706873,916,-0.004224991426,916,-0.004683570936,916,0.000890768948,
915.333313,-0.01397164632,915.333313,-0.003946348093,915.333313,0.006653361488,915.333313,0.0201531183,915.333313,-0.004193868954,915.333313,-0.004696425982,915.333313,0.0007364067715,
914.666687,-0.01388520841,914.666687,-0.003807652276,914.666687,0.006631518714,914.666687,0.01998137496,914.666687,-0.004000777844,914.666687,-0.004729100037,914.666687,0.0008058007224,
914,-0.01381043904,914,-0.00373528502,914,0.006535250228,914,0.02014623024,914,-0.00407653721,914,-0.004611759447,914,0.000928719528,
913.333313,-0.01384348795,913.333313,-0.003669220256,913.333313,0.006587074138,913.333313,0.02012234367,913.333313,-0.004072844516,913.333313,-0.004529996309,913.333313,0.0009312358452,
912.666687,-0.01392221265,912.666687,-0.003927673213,912.666687,0.006530310027,912.666687,0.02003379911,912.666687,-0.004248985555,912.666687,-0.004608224612,912.666687,0.0008601099835,
912,-0.01383090019,912,-0.003652586835,912,0.006543028634,912,0.02008755878,912,-0.003972460981,912,-0.004492798354,912,0.0009518598672,
911.333313,-0.01382578537,911.333313,-0.003755148733,911.333313,0.006617956329,911.333313,0.02029471099,911.333313,-0.004107052926,911.333313,-0.004614166915,911.333313,0.0008408649592,
910.666687,-0.01379358768,910.666687,-0.003681232687,910.666687,0.006594617385,910.666687,0.02021383494,910.666687,-0.004010370467,910.666687,-0.004422236234,910.666687,0.0009578007739,
910,-0.01399124786,910,-0.003648274578,910,0.006497384515,910,0.02024475113,910,-0.004054842051,910,-0.004447039217,910,0.0009036349365,
909.333313,-0.01389197819,909.333313,-0.003670195583,909.333313,0.006767350715,909.333313,0.02033285052,909.333313,-0.003879853524,909.333313,-0.00429061288,909.333313,0.0009553621639,
908.666687,-0.01392261311,908.666687,-0.003823356004,908.666687,0.006491971668,908.666687,0.02031684481,908.666687,-0.004178383853,908.666687,-0.004367551766,908.666687,0.001140323002,
908,-0.01399360411,908,-0.003675329266,908,0.006501089316,908,0.02012784779,908,-0.003893810092,908,-0.004257136956,908,0.0009353086934,
907.333313,-0.01385587361,907.333313,-0.00349664432,907.333313,0.006666372996,907.333313,0.02035810612,907.333313,-0.003867692547,907.333313,-0.004168692511,907.333313,0.0011934801,
906.666687,-0.0139018558,906.666687,-0.003661365714,906.666687,0.006579295266,906.666687,0.02035330422,906.666687,-0.004083871376,906.666687,-0.004262571223,906.666687,0.0009735744679,
906,-0.01396397594,906,-0.003857327392,906,0.006454320159,906,0.02004011534,906,-0.004211404361,906,-0.004447603133,906,0.0008880712558,
905.333313,-0.01380833238,905.333313,-0.00351241068,905.333313,0.006810420193,905.333313,0.0203409344,905.333313,-0.003882932244,905.333313,-0.004149155226,905.333313,0.001139622298,
904.666687,-0.01389252953,904.666687,-0.003683080897,904.666687,0.006678228267,904.666687,0.02009531297,904.666687,-0.004032273311,904.666687,-0.004373753443,904.666687,0.000945322332,
904,-0.01379449107,904,-0.003575161798,904,0.006633201148,904,0.02042579651,904,-0.003834543284,904,-0.004212532658,904,0.001149381045,
903.333313,-0.01376414672,903.333313,-0.003478925908,903.333313,0.006688322872,903.333313,0.02051189542,903.333313,-0.003885190003,903.333313,-0.004166949075,903.333313,0.001233040704,
902.666687,-0.01360441837,902.666687,-0.003420424182,902.666687,0.006741611287,902.666687,0.02048470452,902.666687,-0.003896940034,902.666687,-0.004431819543,902.666687,0.001105390373,
902,-0.01395590417,902,-0.003670914331,902,0.00651230989,902,0.02037158795,902,-0.003922491334,902,-0.004509092309,902,0.001096618711,
901.333313,-0.01377166994,901.333313,-0.003541784594,901.333313,0.006718554534,901.333313,0.02045938745,901.333313,-0.003804778447,901.333313,-0.004353610799,901.333313,0.001112008118,
900.666687,-0.01385436952,900.666687,-0.003532438539,900.666687,0.006615117658,900.666687,0.02041453682,900.666687,-0.003845114261,900.666687,-0.004227144644,900.666687,0.0011745058,
900,-0.01377136912,900,-0.003598729614,900,0.006665689871,900,0.0204114709,900,-0.003904790385,900,-0.004187408369,900,0.001048325794,
899.333313,-0.01985729113,899.333313,0.001967954449,899.333313,0.005411541089,899.333313,0.02097840235,899.333313,-0.008758648299,899.333313,-0.004308657255,899.333313,-0.002303581219,
898.666626,-0.01619864441,898.666626,-0.009319653735,898.666626,0.01272502262,898.666626,0.02691155672,898.666626,-0.004800380208,898.666626,-0.005804024171,898.666626,0.002970689442,
898,-0.01737299375,898,0.002107043751,898,0.01470591687,898,0.02594111301,898,-0.002316764556,898,-0.003814837197,898,0.008183799684,
897.333313,-0.0260458421,897.333313,-0.01077426039,897.333313,0.001086134464,897.333313,0.01731412485,897.333313,-0.008862192743,897.333313,-0.01052975561,897.333313,0.004266811535,
896.666626,-0.02667870373,896.666626,-0.009160461836,896.666626,0.005132252816,896.666626,0.0181811545,896.666626,-0.01369397156,896.666626,-0.01272737142,896.666626,-0.004456673283,
896,-0.01846692897,896,-0.008684564382,896,0.009783452377,896,0.02660821751,896,-0.003877442097,896,-0.008514376357,896,-0.003787483089,
895.333313,-0.02015349455,895.333313,-0.006822580472,895.333313,0.009235988371,895.333313,0.01698955335,895.333313,-0.006279872265,895.333313,-0.008847786114,895.333313,0.003306544852,
894.666626,-0.01540573407,894.666626,-0.007770716678,894.666626,0.01033521257,894.666626,0.02850337885,894.666626,-0.006504697725,894.666626,-0.006235118024,894.666626,-0.002073324053,
894,-0.019063605,894,-0.003536598058,894,0.0146158468,894,0.02363204956,894,5.941235941E-005,894,-0.004270312376,894,0.002634181641,
893.333313,-0.02263731509,893.333313,-0.008357021026,893.333313,0.002596680773,893.333313,0.01819033176,893.333313,-0.01589928381,893.333313,-0.01590856723,893.333313,-0.002664329717,
892.666626,-0.02141090482,892.666626,-0.009434970096,892.666626,0.003405231284,892.666626,0.0191306863,892.666626,-0.01146832854,892.666626,-0.01003269292,892.666626,-0.003657669295,
892,-0.02149324678,892,-0.002755447524,892,0.0001252025831,892,0.02213552222,892,-0.008610111661,892,-0.01235073619,892,-0.003495976795,
891.333313,-0.01519051939,891.333313,-0.006826199125,891.333313,0.01270852331,891.333313,0.02064662986,891.333313,-0.003616083879,891.333313,-0.0113205649,891.333313,-0.002888616873,
890.666626,-0.01593786292,890.666626,-0.005977473222,890.666626,0.008900458924,890.666626,0.0240255855,890.666626,-0.00397774484,890.666626,-0.003558524884,890.666626,0.005895316135,
890,-0.02135708742,890,-0.007357587107,890,0.009401469491,890,0.02112325467,890,-0.006603324786,890,-0.006934841629,890,-0.002999740187,
889.333313,-0.0188862849,889.333313,-0.006320029963,889.333313,0.003068178194,889.333313,0.02301365882,889.333313,-0.005348621402,889.333313,-0.008551789448,889.333313,-0.002467726124,
888.666626,-0.01928517967,888.666626,-0.008562805131,888.666626,0.004915946629,888.666626,0.02346930839,888.666626,-0.003318040166,888.666626,-0.004416342825,888.666626,-0.008811971173,
888,-0.02009343915,888,-0.008026283234,888,0.005762379616,888,0.02142392658,888,-0.009298522957,888,-0.00933607202,888,0.001675175386,
887.333313,-0.0141918743,887.333313,-0.001890576561,887.333313,0.005428237375,887.333313,0.02659440227,887.333313,-0.009826541878,887.333313,-0.006400385406,887.333313,-0.002896176884,
886.666626,-0.01650956273,886.666626,-0.008952171542,886.666626,0.008126351982,886.666626,0.02615608275,886.666626,-0.004539884627,886.666626,-0.009626673535,886.666626,-0.002360791899,
886,-0.0200864207,886,-0.00080368825,886,0.007739024237,886,0.0258825589,886,-0.001402719063,886,-0.004962150939,886,0.001572646783,
885.333313,-0.0181977246,885.333313,-0.003585687838,885.333313,0.007652126253,885.333313,0.02270097472,885.333313,-0.0105965538,885.333313,-0.007399986498,885.333313,-0.003211109666,
884.666626,-0.01404147595,884.666626,-0.003598421579,884.666626,0.004570106976,884.666626,0.02428340539,884.666626,0.0007840425824,884.666626,-0.004534709733,884.666626,0.0001263936865,
884,-0.01622916758,884,-0.0003804088628,884,0.007886907086,884,0.02214004286,884,-0.008494576439,884,-0.003895605914,884,0.003336098976,
883.333313,-0.02028187923,883.333313,-0.007346693892,883.333313,0.006947333924,883.333313,0.02240320481,883.333313,-0.008196764626,883.333313,-0.008599757217,883.333313,0.0003207420232,
882.666626,-0.01670952886,882.666626,-0.005910318345,882.666626,0.005491359625,882.666626,0.02681674436,882.666626,-0.005661116913,882.666626,-0.005005808547,882.666626,0.0002156577684,
882,-0.01897302084,882,-0.007069486659,882,0.00520366244,882,0.02279612049,882,-0.007448539604,882,-0.008870765567,882,-0.002456555143,
881.333313,-0.01563697308,881.333313,-0.005356752314,881.333313,0.01127463393,881.333313,0.02274889871,881.333313,-0.005800959188,881.333313,-0.002387463581,881.333313,0.001972791273,
880.666626,-0.01663464494,880.666626,-0.008583921008,880.666626,0.006997128949,880.666626,0.02570697106,880.666626,-0.00485941302,880.666626,-0.002894222736,880.666626,0.0005945155863,
880,-0.01942189224,880,-0.007448285352,880,0.001546823536,880,0.0226906091,880,-0.005487592891,880,-0.006405435968,880,-0.002220815979,
879.333313,-0.01556025632,879.333313,-0.005978443194,879.333313,0.007382609881,879.333313,0.02252887562,879.333313,-0.004015859216,879.333313,-0.007268447895,879.333313,0.003999413922,
878.666626,-0.01890338585,878.666626,-0.005461826455,878.666626,0.004764596466,878.666626,0.02457296103,878.666626,-0.006509593688,878.666626,-0.004698679317,878.666626,-0.002156683942,
878,-0.01699971966,878,-0.00812985003,878,0.006244523916,878,0.02141807973,878,-0.006456752773,878,-0.005194667727,878,-0.002483632648,
877.333313,-0.0168411769,877.333313,-0.004255086184,877.333313,0.006614250131,877.333313,0.02314234525,877.333313,-0.006688725669,877.333313,-0.00622894289,877.333313,-0.003683645511,
876.666626,-0.0171514377,876.666626,-0.00299876323,876.666626,0.01223278511,876.666626,0.02443705872,876.666626,-0.004798639566,876.666626,-0.003111092141,876.666626,0.00306387688,
876,-0.02011390403,876,-0.004532916937,876,0.008288403042,876,0.02256892808,876,-0.005062101409,876,-0.006059780717,876,0.003745966358,
875.333313,-0.02375837974,875.333313,-0.007211014628,875.333313,0.005458748899,875.333313,0.02010252327,875.333313,-0.006707384251,875.333313,-0.004348484799,875.333313,-0.001940316637,
874.666626,-0.01806330867,874.666626,-0.001860008109,874.666626,0.008550614119,874.666626,0.02750091627,874.666626,-0.006728641689,874.666626,-0.006011122838,874.666626,-0.001171260606,
874,-0.0157041885,874,-0.002078837017,874,0.009199790657,874,0.02556519397,874,-0.005301827099,874,-0.005500526633,874,0.0007144187693,
873.333313,-0.01605966687,873.333313,-0.003302575089,873.333313,0.009635054506,873.333313,0.02327939868,873.333313,-0.005398989655,873.333313,-0.004212788772,873.333313,0.002334082499,
872.666626,-0.0137607865,872.666626,-0.004214070737,872.666626,0.007704399992,872.666626,0.02720000409,872.666626,-0.006040635053,872.666626,-0.004288767464,872.666626,0.002709818538,
872,-0.01809707843,872,-0.005332717206,872,0.008590877056,872,0.02210250869,872,-0.007072950248,872,-0.006202454679,872,0.002985988976,
871.333313,-0.01842599362,871.333313,-0.0006352427881,871.333313,0.009395941161,871.333313,0.02624786273,871.333313,-0.002750200219,871.333313,-0.004645054229,871.333313,0.001332685002,
870.666626,-0.01909833774,870.666626,-0.004066946451,870.666626,0.005440426059,870.666626,0.0230533462,870.666626,-0.005554352887,870.666626,-0.003673943225,870.666626,0.001097760512,
870,-0.01750777289,870,-0.002824480645,870,0.00668987399,870,0.02406804822,870,-0.004876307677,870,-0.00550558744,870,0.000101691985,
869.333313,-0.01753939688,869.333313,-0.004543521907,869.333313,0.009243392386,869.333313,0.02656085603,869.333313,-0.0048919213,869.333313,-0.004268107936,869.333313,0.002338558901,
868.666626,-0.01819136925,868.666626,-0.004282461945,868.666626,0.008353683166,868.666626,0.02381979115,868.666626,-0.00572294509,868.666626,-0.00645154994,868.666626,0.002581863664,
868,-0.0184790846,868,-0.005544998683,868,0.004406979308,868,0.02307182737,868,-0.003804624546,868,-0.003973640967,868,0.001912206528,
867.333313,-0.01815214567,867.333313,-0.004865710158,867.333313,0.007974353619,867.333313,0.02476930246,867.333313,-0.002900496824,867.333313,-0.00371547183,867.333313,0.002099786419,
866.666626,-0.0138991978,866.666626,-0.0005757880281,866.666626,0.009252118878,866.666626,0.02618280612,866.666626,-0.001788192079,866.666626,-0.001739414292,866.666626,0.005586505402,
866,-0.01693240553,866,-0.002169098938,866,0.007666748483,866,0.02495150268,866,-0.00631033536,866,-0.003288291395,866,0.003287843196,
865.333313,-0.01523865946,865.333313,-0.0009948482038,865.333313,0.01009110361,865.333313,0.02694821544,865.333313,-0.002138189506,865.333313,-0.003824331099,865.333313,0.003977416549,
864.666626,-0.01554112509,864.666626,-0.005525318906,864.666626,0.01041994523,864.666626,0.02353057265,864.666626,-0.004153873306,864.666626,-0.005650283303,864.666626,0.000338409649,
864,-0.0165401157,864,-0.003327955958,864,0.007094210479,864,0.02638034523,864,-0.004546083976,864,-0.003621577518,864,0.004200966097,
863.333313,-0.01669911668,863.333313,-0.0007683403092,863.333313,0.007948014885,863.333313,0.02441334538,863.333313,-0.003822688945,863.333313,-0.004138438031,863.333313,0.002469409956,
862.666626,-0.01696392335,862.666626,-0.001315704314,862.666626,0.008739710785,862.666626,0.02598761022,862.666626,-0.003428950906,862.666626,-0.00457994733,862.666626,0.003465293907,
862,-0.01653243974,862,-0.002287153155,862,0.009261505678,862,0.02555591427,862,-0.001417323016,862,-0.002392972587,862,0.003329473315,
861.333313,-0.01526350249,861.333313,-0.002168892883,861.333313,0.008506659418,861.333313,0.02695719339,861.333313,-0.002225709148,861.333313,-0.003131138626,861.333313,0.002990446053,
860.666626,-0.01707404293,860.666626,-0.003857070813,860.666626,0.007002864033,860.666626,0.0266206041,860.666626,-0.005447920412,860.666626,-0.004119719844,860.666626,0.00250916509,
860,-0.01694261283,860,-0.002558833687,860,0.009096236899,860,0.02488299459,860,-0.003332322929,860,-0.002844797447,860,0.004176083952,
859.333313,-0.01558557991,859.333313,-0.002022414003,859.333313,0.009140594862,859.333313,0.02707159705,859.333313,-0.001734670252,859.333313,-0.004567908589,859.333313,0.004786842968,
858.666626,-0.01508342288,858.666626,-0.001560859615,858.666626,0.008963003755,858.666626,0.02601077966,858.666626,-0.001618477516,858.666626,-0.003179194871,858.666626,0.002790418454,
