imine undoped,,imine 1 min FeCl3 doping,,imine 10 min FeCl3,,imine 30 min FeCl3 doping,,imine polymer 1 hour FeCl3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
637.333313,-0.009281800129,637.333313,-0.0002100914717,637.333313,0.004079391249,637.333313,0.01556356344,637.333313,0.01507284399,
636.666626,-0.009432335384,636.666626,-0.0001888747211,636.666626,0.004214662593,636.666626,0.0156193478,636.666626,0.01509205997,
636,-0.009378785267,636,-0.0001089662546,636,0.004313738085,636,0.01583852805,636,0.01537066884,
635.333313,-0.009192902595,635.333313,0.0001206453671,635.333313,0.004580545239,635.333313,0.01609733514,635.333313,0.01563909836,
634.666626,-0.009152502753,634.666626,0.0003329175815,634.666626,0.00482016243,634.666626,0.01636121422,634.666626,0.0158533752,
634,-0.009127257392,634,0.0002305757516,634,0.004964488093,634,0.01652518474,634,0.01609752327,
633.333313,-0.008946897462,633.333313,0.0005582789308,633.333313,0.005134976935,633.333313,0.01674686745,633.333313,0.01635129564,
632.666626,-0.008925393224,632.666626,0.0005789889256,632.666626,0.005317114759,632.666626,0.01700750738,632.666626,0.01660650782,
632,-0.008716888726,632,0.0008905354771,632,0.005567810033,632,0.01732851006,632,0.0170118697,
631.333313,-0.008538490161,631.333313,0.00116072339,631.333313,0.005999946501,631.333313,0.01761521772,631.333313,0.01724874973,
630.666626,-0.008627926931,630.666626,0.001186445821,630.666626,0.006014408544,630.666626,0.01770755649,630.666626,0.01746484637,
630,-0.00869090762,630,0.001357846311,630,0.006202324759,630,0.01791007072,630,0.01749670133,
629.333313,-0.008425169624,629.333313,0.001542718965,629.333313,0.006399149075,629.333313,0.01818344742,629.333313,0.01782459207,
628.666626,-0.008389522322,628.666626,0.00166072743,628.666626,0.006622476969,628.666626,0.01847271807,628.666626,0.01824267395,
628,-0.008444972336,628,0.001759352279,628,0.006785282865,628,0.01868342608,628,0.01819907688,
627.333313,-0.007916642353,627.333313,0.002215318615,627.333313,0.00715681212,627.333313,0.01913174056,627.333313,0.01878810301,
626.666626,-0.008025775664,626.666626,0.002212612657,626.666626,0.007197051309,626.666626,0.01919069141,626.666626,0.01880361885,
626,-0.007941094227,626,0.002442413941,626,0.007311841473,626,0.01944703609,626,0.01909232885,
625.333313,-0.007617365103,625.333313,0.002778486349,625.333313,0.007843599655,625.333313,0.01985186152,625.333313,0.01964402571,
624.666626,-0.007709687576,624.666626,0.002826190554,624.666626,0.007951917127,624.666626,0.01996562816,624.666626,0.01971260644,
624,-0.007409554906,624,0.003071984509,624,0.008219887502,624,0.02035460621,624,0.02001775242,
623.333313,-0.007366952952,623.333313,0.003210775787,623.333313,0.008471709676,623.333313,0.02051181532,623.333313,0.02027032711,
622.666626,-0.007249253336,622.666626,0.003317526309,622.666626,0.008652717806,622.666626,0.02071246505,622.666626,0.02056736872,
622,-0.007001736201,622,0.003596850438,622,0.008974313736,622,0.02103689685,622,0.02073231153,
621.333313,-0.006976773031,621.333313,0.003756619291,621.333313,0.009366923943,621.333313,0.02137848735,621.333313,0.02103964239,
620.666626,-0.006765190046,620.666626,0.00411137566,620.666626,0.009502450936,620.666626,0.02173457667,620.666626,0.02149507403,
620,-0.006646154914,620,0.004105182365,620,0.009642438963,620,0.02178487182,620,0.02155445516,
619.333313,-0.006392478012,619.333313,0.004524225369,619.333313,0.01000900473,619.333313,0.02220329829,619.333313,0.02192215249,
618.666626,-0.006369163282,618.666626,0.004575286992,618.666626,0.01018699724,618.666626,0.02253026515,618.666626,0.02228165977,
618,-0.006163868587,618,0.004866206087,618,0.01048422139,618,0.02268253639,618,0.02249449678,
617.333313,-0.006091790739,617.333313,0.005091890227,617.333313,0.0108070178,617.333313,0.0230140686,617.333313,0.02269137278,
616.666626,-0.005871246569,616.666626,0.005271363538,616.666626,0.01096388698,616.666626,0.02336535603,616.666626,0.0230835937,
616,-0.005874259863,616,0.005588078406,616,0.01124634128,616,0.02359824069,616,0.02332692407,
615.333313,-0.005633214489,615.333313,0.005682380404,615.333313,0.01156651508,615.333313,0.02377688698,615.333313,0.02359979786,
614.666626,-0.005421640351,614.666626,0.005978582893,614.666626,0.01182068512,614.666626,0.02407031879,614.666626,0.02390801534,
614,-0.005322693381,614,0.006262145471,614,0.0120738335,614,0.02446915396,614,0.02423952706,
613.333313,-0.005103446543,613.333313,0.006458129734,613.333313,0.01243942138,613.333313,0.0247247722,613.333313,0.02457550913,
612.666626,-0.00499792723,612.666626,0.006640770938,612.666626,0.01260663383,612.666626,0.02499306947,612.666626,0.02472800575,
612,-0.004805756733,612,0.006910773925,612,0.01293578651,612,0.02531116828,612,0.02520054579,
611.333313,-0.004652225412,611.333313,0.007117182016,611.333313,0.0132930791,611.333313,0.02560635284,611.333313,0.02552491985,
610.666626,-0.004606790375,610.666626,0.00730402302,610.666626,0.01336677838,610.666626,0.02583936974,610.666626,0.0256970562,
610,-0.004444425926,610,0.007539142389,610,0.01383317821,610,0.02610448189,610,0.02603265643,
609.333313,-0.004246473312,609.333313,0.007780213375,609.333313,0.01394914836,609.333313,0.02634398267,609.333313,0.02630836517,
608.666626,-0.004208122846,608.666626,0.007944692858,608.666626,0.01421046723,608.666626,0.02675997093,608.666626,0.02657279931,
608,-0.004033914767,608,0.008139381185,608,0.01444970537,608,0.02701198123,608,0.02698468417,
607.333313,-0.003781067906,607.333313,0.008560092188,607.333313,0.01489273086,607.333313,0.02741093747,607.333313,0.02742546797,
606.666626,-0.00367301912,606.666626,0.008605901152,606.666626,0.01503245812,606.666626,0.02749278024,606.666626,0.02760056593,
606,-0.003713726532,606,0.008727746084,606,0.01515976526,606,0.02778911963,606,0.02780716866,
605.333313,-0.003705308307,605.333313,0.008956925943,605.333313,0.01531869732,605.333313,0.02805487253,605.333313,0.02795406803,
604.666626,-0.003442151472,604.666626,0.009205977432,604.666626,0.01560888253,604.666626,0.02818263136,604.666626,0.02803513035,
604,-0.003354722401,604,0.009303500876,604,0.01583232731,604,0.02841805667,604,0.0285426043,
603.333313,-0.003244614927,603.333313,0.009474299848,603.333313,0.01615106501,603.333313,0.02877924964,603.333313,0.02890921384,
602.666626,-0.003194355872,602.666626,0.009616660886,602.666626,0.01632256247,602.666626,0.02895611338,602.666626,0.02907663584,
602,-0.003140493296,602,0.009751497768,602,0.01649652049,602,0.02924556285,602,0.02935749665,
601.333313,-0.003034649882,601.333313,0.00993354246,601.333313,0.01672671735,601.333313,0.02945546992,601.333313,0.02951675095,
600.666626,-0.003003750695,600.666626,0.01005091332,600.666626,0.01678988896,600.666626,0.02977641113,600.666626,0.0296983216,
600,-0.002830755664,600,0.01024569944,600,0.0170996096,600,0.02997093275,600,0.03003259189,
599.333313,-0.002690828405,599.333313,0.01042193361,599.333313,0.01717169583,599.333313,0.03020941094,599.333313,0.03018721193,
598.666626,-0.002552245744,598.666626,0.01075938437,598.666626,0.01759966277,598.666626,0.03048348054,598.666626,0.03055212833,
598,-0.002474932931,598,0.0107744569,598,0.01772489399,598,0.03063164838,598,0.03083680756,
597.333313,-0.002467983402,597.333313,0.01103392523,597.333313,0.01797017641,597.333313,0.03098431975,597.333313,0.0309621077,
596.666626,-0.002325930865,596.666626,0.01116864476,596.666626,0.01823157817,596.666626,0.03120644391,596.666626,0.03121056035,
596,-0.002076157834,596,0.01146646123,596,0.01842966489,596,0.03149069101,596,0.03149305657,
595.333313,-0.001981599024,595.333313,0.01159879006,595.333313,0.01861179247,595.333313,0.0317739509,595.333313,0.03167361766,
594.666626,-0.001730544958,594.666626,0.01200133841,594.666626,0.01900594123,594.666626,0.03219807521,594.666626,0.03220217302,
594,-0.001625801786,594,0.01223440934,594,0.0192636922,594,0.03237201646,594,0.03240651637,
593.333313,-0.001326388563,593.333313,0.0125481179,593.333313,0.0195026435,593.333313,0.03259253502,593.333313,0.03266854957,
592.666626,-0.001175442827,592.666626,0.01272235718,592.666626,0.01977101155,592.666626,0.03276970237,592.666626,0.03293833882,
592,-0.0009581726626,592,0.01309980266,592,0.02011814155,592,0.03331038356,592,0.03331259266,
591.333313,-0.00064196327,591.333313,0.01329363976,591.333313,0.02052497678,591.333313,0.03350772709,591.333313,0.03362081945,
590.666626,-0.0004798160226,590.666626,0.01364735421,590.666626,0.02071721666,590.666626,0.03396862,590.666626,0.03401072323,
590,-0.0001670359197,590,0.01389058493,590,0.02111129649,590,0.03434734792,590,0.03432801738,
589.333313,0.000273260579,589.333313,0.01434861124,589.333313,0.02156310529,589.333313,0.03468202055,589.333313,0.03469284251,
588.666626,0.0004636061785,588.666626,0.01472509,588.666626,0.02192585543,588.666626,0.03502542526,588.666626,0.03513403237,
588,0.0007712320075,588,0.01506308839,588,0.02226078697,588,0.035376966,588,0.03527947143,
587.333313,0.0009590460686,587.333313,0.01531553362,587.333313,0.02254144475,587.333313,0.0356776379,587.333313,0.03570852429,
586.666626,0.001377270091,586.666626,0.01576105319,586.666626,0.02296363004,586.666626,0.03617668524,586.666626,0.03614391014,
586,0.001639913884,586,0.01603130996,586,0.02318158001,586,0.03632844239,586,0.03634377941,
585.333313,0.002210921375,585.333313,0.01658300124,585.333313,0.02380155213,585.333313,0.03683888912,585.333313,0.03676399961,
584.666626,0.002507368568,584.666626,0.01702328399,584.666626,0.02424171567,584.666626,0.03729416803,584.666626,0.03721917048,
584,0.002991749207,584,0.0174029246,584,0.02467394248,584,0.03777248412,584,0.03777909279,
583.333313,0.003459944855,583.333313,0.01789571904,583.333313,0.02510681935,583.333313,0.03810290992,583.333313,0.03806038201,
582.666626,0.003697064705,582.666626,0.01824502274,582.666626,0.02550641634,582.666626,0.03852296993,582.666626,0.03844289482,
582,0.004166936502,582,0.01876750588,582,0.02588253096,582,0.03890606016,582,0.03884411603,
581.333313,0.004518313799,581.333313,0.01929394715,581.333313,0.02632390335,581.333313,0.03939174116,581.333313,0.03930589557,
580.666626,0.005294709932,580.666626,0.01989440434,580.666626,0.02694333903,580.666626,0.04006437212,580.666626,0.03992183506,
580,0.005667798221,580,0.02021963708,580,0.02757631987,580,0.0404561311,580,0.04026381299,
579.333313,0.006126812659,579.333313,0.02076788247,579.333313,0.02797504887,579.333313,0.04084186628,579.333313,0.04065822437,
578.666626,0.006659091916,578.666626,0.02134343795,578.666626,0.02839155495,578.666626,0.04136507958,578.666626,0.04105199501,
578,0.007312341593,578,0.02183236927,578,0.02898317575,578,0.04176525027,578,0.0416303277,
577.333313,0.007714992389,577.333313,0.02234011143,577.333313,0.02950985357,577.333313,0.04218019545,577.333313,0.04194226488,
576.666626,0.008347165771,576.666626,0.02304483019,576.666626,0.03010086343,576.666626,0.0428320244,576.666626,0.04245467484,
576,0.008890418336,576,0.02352827787,576,0.0306414552,576,0.04322737083,576,0.04291208088,
575.333313,0.009379330091,575.333313,0.02404224686,575.333313,0.03093650565,575.333313,0.04364594817,575.333313,0.04330690205,
574.666626,0.01031363476,574.666626,0.02483417653,574.666626,0.03185458854,574.666626,0.04443329945,574.666626,0.04393610731,
574,0.01066800673,574,0.02542933822,574,0.03235282749,574,0.04490453377,574,0.04455670342,
573.333313,0.01145524532,573.333313,0.02622707561,573.333313,0.03321684897,573.333313,0.04548368603,573.333313,0.04504995421,
572.666626,0.01217602286,572.666626,0.02672729269,572.666626,0.03364870697,572.666626,0.04600869864,572.666626,0.04543815926,
572,0.01286325417,572,0.02750659734,572,0.03430092707,572,0.04658350348,572,0.04626251385,
571.333313,0.01379421633,571.333313,0.02826050296,571.333313,0.03498297185,571.333313,0.04717621207,571.333313,0.04658281058,
570.666626,0.01453291532,570.666626,0.02884926274,570.666626,0.03564009443,570.666626,0.04778013006,570.666626,0.04708110914,
570,0.01523614116,570,0.02985470742,570,0.03640764952,570,0.04846438766,570,0.04773681611,
569.333313,0.01609768346,569.333313,0.03035357222,569.333313,0.03685996681,569.333313,0.04888483137,569.333313,0.04840460047,
568.666626,0.01691222191,568.666626,0.03122499585,568.666626,0.03772191331,568.666626,0.04953105375,568.666626,0.04883810505,
568,0.01766220666,568,0.03203691542,568,0.03837445751,568,0.05023865029,568,0.04959175363,
567.333313,0.01849727146,567.333313,0.03272208199,567.333313,0.03913941234,567.333313,0.05086864531,567.333313,0.05000762269,
566.666626,0.01946882904,566.666626,0.03374435008,566.666626,0.03992294148,566.666626,0.05152476579,566.666626,0.05063265935,
566,0.0206128601,566,0.03462547064,566,0.04078280553,566,0.05227497965,566,0.05143453926,
565.333313,0.0216293782,565.333313,0.0356185995,565.333313,0.04165822268,565.333313,0.05309508368,565.333313,0.05205235258,
564.666626,0.02240854688,564.666626,0.0365120098,564.666626,0.0425294973,564.666626,0.05365597457,564.666626,0.05257225037,
564,0.02355672605,564,0.03726680577,564,0.04315486178,564,0.05424278975,564,0.05279193074,
563.333313,0.02464785986,563.333313,0.03826441616,563.333313,0.04409922287,563.333313,0.05510846525,563.333313,0.053897921,
562.666626,0.02540277131,562.666626,0.03921757266,562.666626,0.04479156435,562.666626,0.05565369502,562.666626,0.05451361462,
562,0.02673252299,562,0.04025200009,562,0.04579046369,562,0.05661616474,562,0.05530335382,
561.333313,0.02765074559,561.333313,0.04118932784,561.333313,0.04654880986,561.333313,0.05725460127,561.333313,0.05590929836,
560.666626,0.02865712345,560.666626,0.04200316966,560.666626,0.04743189365,560.666626,0.05785662308,560.666626,0.05658125132,
560,0.02974480763,560,0.04298992455,560,0.04830147699,560,0.05861916393,560,0.05709692091,
559.333313,0.03089008667,559.333313,0.04408859462,559.333313,0.04897412658,559.333313,0.05913678557,559.333313,0.05782110244,
558.666626,0.03181453422,558.666626,0.04498282075,558.666626,0.04995398223,558.666626,0.0600063391,558.666626,0.05846791714,
558,0.0330609791,558,0.04620316997,558,0.05109806359,558,0.06084624678,558,0.05926512182,
557.333313,0.03439475596,557.333313,0.04728694633,557.333313,0.05193391815,557.333313,0.06162808463,557.333313,0.0600261353,
556.666626,0.03550006822,556.666626,0.0481521599,556.666626,0.052668266,556.666626,0.06233996898,556.666626,0.06028643623,
555.999939,0.0366717428,555.999939,0.04921185225,555.999939,0.05362870917,555.999939,0.06304933876,555.999939,0.06130529568,
555.333313,0.03769246489,555.333313,0.05030564219,555.333313,0.05455303192,555.333313,0.06377051771,555.333313,0.0619697459,
554.666626,0.03905965015,554.666626,0.05157364905,554.666626,0.05560285226,554.666626,0.0645217523,554.666626,0.06270548701,
553.999939,0.04005353153,553.999939,0.05243057013,553.999939,0.05622338504,553.999939,0.06521102041,553.999939,0.06328525394,
553.333313,0.0413069725,553.333313,0.05359822139,553.333313,0.05725545809,553.333313,0.06599289924,553.333313,0.06389515847,
552.666626,0.04257683456,552.666626,0.05470682681,552.666626,0.05824360251,552.666626,0.06684315205,552.666626,0.06479473412,
551.999939,0.04372229055,551.999939,0.05579254404,551.999939,0.05915947631,551.999939,0.06762264669,551.999939,0.06542443484,
551.333313,0.04487565905,551.333313,0.05689682811,551.333313,0.06003579497,551.333313,0.06844064593,551.333313,0.06615465879,
550.666626,0.04607924074,550.666626,0.05776944384,550.666626,0.06107110903,550.666626,0.06909841299,550.666626,0.06673063338,
549.999939,0.04746253043,549.999939,0.05909736827,549.999939,0.06199064478,549.999939,0.0699710995,549.999939,0.06753475964,
549.333313,0.04883132502,549.333313,0.06008344144,549.333313,0.06299115717,549.333313,0.07072208822,549.333313,0.06838321686,
548.666626,0.0499605462,548.666626,0.06129238755,548.666626,0.06386382133,548.666626,0.07148041576,548.666626,0.06890909374,
547.999939,0.05124341697,547.999939,0.06216809526,547.999939,0.06482701749,547.999939,0.07223622501,547.999939,0.06964737177,
547.333313,0.05239216238,547.333313,0.06327028573,547.333313,0.06557902694,547.333313,0.07289723307,547.333313,0.07021120191,
546.666626,0.05368380249,546.666626,0.06443727762,546.666626,0.06668104231,546.666626,0.07372494787,546.666626,0.0708328411,
545.999939,0.05501355231,545.999939,0.06548522413,545.999939,0.06757035851,545.999939,0.07430578023,545.999939,0.07161749154,
545.333313,0.05639412999,545.333313,0.06679082662,545.333313,0.06871686131,545.333313,0.07537233084,545.333313,0.07252915949,
544.666626,0.05763315409,544.666626,0.06775893271,544.666626,0.0695701912,544.666626,0.0760409683,544.666626,0.07315185666,
543.999939,0.05874159932,543.999939,0.0688623786,543.999939,0.0705184564,543.999939,0.07699510455,543.999939,0.07392490655,
543.333313,0.05971673876,543.333313,0.06969857961,543.333313,0.07125416398,543.333313,0.07743730396,543.333313,0.07443870604,
542.666626,0.06100309268,542.666626,0.07080191374,542.666626,0.07208434492,542.666626,0.07821465284,542.666626,0.07508212328,
541.999939,0.06210289523,541.999939,0.07175900787,541.999939,0.07293436676,541.999939,0.07872306556,541.999939,0.07560354471,
541.333313,0.06342758983,541.333313,0.07286100835,541.333313,0.07388740778,541.333313,0.07963427156,541.333313,0.07633215934,
540.666626,0.06443835795,540.666626,0.07375495136,540.666626,0.07457263023,540.666626,0.08010111004,540.666626,0.07689139247,
539.999939,0.06545235962,539.999939,0.07456497848,539.999939,0.07531629503,539.999939,0.08072931319,539.999939,0.07733367383,
539.333313,0.0666475445,539.333313,0.07558909804,539.333313,0.0762539655,539.333313,0.08150630444,539.333313,0.07806451619,
538.666626,0.06775851548,538.666626,0.07667826861,538.666626,0.07709949464,538.666626,0.08220560104,538.666626,0.07879081368,
537.999939,0.06895730644,537.999939,0.0777188465,537.999939,0.0779061839,537.999939,0.08290427923,537.999939,0.07949930429,
537.333313,0.06987284869,537.333313,0.07850882411,537.333313,0.0787056908,537.333313,0.08344569802,537.333313,0.07998631895,
536.666626,0.07094864547,536.666626,0.07933454961,536.666626,0.07938940078,536.666626,0.08419991285,536.666626,0.0804765597,
535.999939,0.07212138921,535.999939,0.08021490276,535.999939,0.08027631044,535.999939,0.08475619555,535.999939,0.08098307997,
535.333313,0.07316575944,535.333313,0.08116147667,535.333313,0.08100151271,535.333313,0.08549198508,535.333313,0.08154796809,
534.666626,0.07421468198,534.666626,0.08203625679,534.666626,0.0817995891,534.666626,0.08599990606,534.666626,0.08213081956,
533.999939,0.07530016452,533.999939,0.0828531459,533.999939,0.0825175494,533.999939,0.08659414202,533.999939,0.08263676614,
533.333313,0.07634018362,533.333313,0.08382901549,533.333313,0.08328483254,533.333313,0.08718013763,533.333313,0.08318725228,
532.666626,0.07729195058,532.666626,0.08463840932,532.666626,0.08394488692,532.666626,0.08780036122,532.666626,0.08366411179,
531.999939,0.07850106806,531.999939,0.08581333607,531.999939,0.08493035287,531.999939,0.08865205199,531.999939,0.08456354588,
531.333313,0.07949323952,531.333313,0.08651809394,531.333313,0.0856237486,531.333313,0.08916769177,531.333313,0.08489812165,
530.666626,0.08056879789,530.666626,0.08745981008,530.666626,0.08640617132,530.666626,0.08985882252,530.666626,0.08551382273,
529.999939,0.08159212768,529.999939,0.08830245584,529.999939,0.08716248721,529.999939,0.09046365321,529.999939,0.08604291826,
529.333313,0.08244324476,529.333313,0.08890938014,529.333313,0.08776971698,529.333313,0.09097056836,529.333313,0.08666075766,
528.666626,0.08351245522,528.666626,0.08996223658,528.666626,0.08863903582,528.666626,0.09164836258,528.666626,0.08723191172,
527.999939,0.08447735012,527.999939,0.09068499506,527.999939,0.08920847625,527.999939,0.09220668674,527.999939,0.08765874803,
527.333313,0.08548904955,527.333313,0.09151188284,527.333313,0.09000685066,527.333313,0.09275416285,527.333313,0.08838433772,
526.666626,0.0864636898,526.666626,0.09241425246,526.666626,0.09071740508,526.666626,0.09335415065,526.666626,0.08886469156,
525.999939,0.08745167404,525.999939,0.09340829402,525.999939,0.09145717323,525.999939,0.0941151455,525.999939,0.08945713192,
525.333313,0.08859691024,525.333313,0.0941914469,525.333313,0.09236576408,525.333313,0.0946078375,525.333313,0.08997169137,
524.666626,0.08944546431,524.666626,0.09496650845,524.666626,0.09294681996,524.666626,0.09506154805,524.666626,0.09052135795,
523.999939,0.0905712992,523.999939,0.0957795158,523.999939,0.09372588992,523.999939,0.09573640674,523.999939,0.09104474634,
523.333313,0.09163365513,523.333313,0.0967251882,523.333313,0.09443309903,523.333313,0.09641256928,523.333313,0.09169120342,
522.666626,0.09268426895,522.666626,0.09760478884,522.666626,0.09516002238,522.666626,0.09711516649,522.666626,0.0923159793,
521.999939,0.09367472678,521.999939,0.09853502363,521.999939,0.09601859748,521.999939,0.0977441445,521.999939,0.09279758483,
521.333313,0.094643116,521.333313,0.09938631207,521.333313,0.09667146951,521.333313,0.09829140455,521.333313,0.09343981743,
520.666626,0.09569935501,520.666626,0.1001956835,520.666626,0.09740561992,520.666626,0.0989529714,520.666626,0.09392794967,
519.999939,0.09667354077,519.999939,0.1009944156,519.999939,0.09810314327,519.999939,0.09950859845,519.999939,0.09443219751,
519.333313,0.09746198356,519.333313,0.1016941667,519.333313,0.09876224399,519.333313,0.1000390202,519.333313,0.09490601718,
518.666626,0.09851401299,518.666626,0.1024639681,518.666626,0.09944339842,518.666626,0.1006142199,518.666626,0.09539628029,
517.999939,0.09963869303,517.999939,0.1034546047,517.999939,0.100344345,517.999939,0.1012870148,517.999939,0.09613586217,
517.333313,0.1005460173,517.333313,0.1042669937,517.333313,0.1009422839,517.333313,0.1019445509,517.333313,0.0964134708,
516.666626,0.1016178504,516.666626,0.1049997956,516.666626,0.1018302217,516.666626,0.1024705842,516.666626,0.0971263051,
515.999939,0.1025038883,515.999939,0.1057973132,515.999939,0.1023491398,515.999939,0.1028621197,515.999939,0.09745090455,
515.333313,0.1035016179,515.333313,0.1067332029,515.333313,0.1031851023,515.333313,0.1035751775,515.333313,0.09808487445,
514.666626,0.1045569628,514.666626,0.1076858714,514.666626,0.1039998084,514.666626,0.1042469516,514.666626,0.09875804931,
513.999939,0.1056004539,513.999939,0.1084652767,513.999939,0.1046672016,513.999939,0.104922235,513.999939,0.09945775568,
513.333313,0.1065859422,513.333313,0.109350428,513.333313,0.1055044383,513.333313,0.1056235656,513.333313,0.09997426718,
512.666626,0.1076911762,512.666626,0.1102127284,512.666626,0.1063223854,512.666626,0.1061266437,512.666626,0.1005642936,
511.9999695,0.1085112989,511.9999695,0.1109632626,511.9999695,0.1068994179,511.9999695,0.1067084745,511.9999695,0.1009923592,
511.333313,0.1094299182,511.333313,0.1116071418,511.333313,0.107467927,511.333313,0.1072248444,511.333313,0.1014106795,
510.666626,0.1103961021,510.666626,0.1124337614,510.666626,0.1081004962,510.666626,0.1077936888,510.666626,0.1019482762,
509.9999695,0.1114726737,509.9999695,0.1133098379,509.9999695,0.1089654416,509.9999695,0.1084894687,509.9999695,0.1025417447,
509.333313,0.1123884246,509.333313,0.1141267866,509.333313,0.1095979661,509.333313,0.1089364365,509.333313,0.1030177101,
508.666626,0.1134203076,508.666626,0.1150039956,508.666626,0.1104975492,508.666626,0.1097634137,508.666626,0.1037279293,
507.9999695,0.1142734289,507.9999695,0.1156983897,507.9999695,0.111072734,507.9999695,0.1101903766,507.9999695,0.104136914,
507.333313,0.1151889339,507.333313,0.1164127216,507.333313,0.1117135286,507.333313,0.110714376,507.333313,0.1045648009,
506.666626,0.1162647456,506.666626,0.1173103675,506.666626,0.1124946326,506.666626,0.1113749817,506.666626,0.1053128541,
505.9999695,0.1171774119,505.9999695,0.1180075482,505.9999695,0.113144584,505.9999695,0.1120342761,505.9999695,0.1057752892,
505.333313,0.1180244982,505.333313,0.1186856702,505.333313,0.1138134003,505.333313,0.1125329733,505.333313,0.1063109785,
504.666626,0.1189401224,504.666626,0.1195888519,504.666626,0.1145075113,504.666626,0.1130699813,504.666626,0.1067409813,
503.9999695,0.1199598983,503.9999695,0.1204238534,503.9999695,0.1152626798,503.9999695,0.1136895865,503.9999695,0.1073535979,
503.333313,0.1207506955,503.333313,0.1211138442,503.333313,0.1158134565,503.333313,0.1142161787,503.333313,0.107769601,
502.666626,0.121753186,502.666626,0.1216899082,502.666626,0.1163935289,502.666626,0.1147278026,502.666626,0.1083360314,
501.9999695,0.1225445122,501.9999695,0.1224594638,501.9999695,0.1171238124,501.9999695,0.1153136492,501.9999695,0.1088223159,
501.333313,0.1234847233,501.333313,0.12332239,501.333313,0.1177807972,501.333313,0.1158763543,501.333313,0.1093937829,
500.666626,0.1241706684,500.666626,0.1238560528,500.666626,0.1183746234,500.666626,0.1164656207,500.666626,0.1097754464,
499.9999695,0.1249801219,499.9999695,0.1245846897,499.9999695,0.1188278347,499.9999695,0.1168846563,499.9999695,0.1102844626,
499.333313,0.125798136,499.333313,0.1252218783,499.333313,0.1196240708,499.333313,0.1173673421,499.333313,0.1107141748,
498.666626,0.126742214,498.666626,0.1259093434,498.666626,0.1202189922,498.666626,0.1179259941,498.666626,0.1112091839,
497.9999695,0.1273643821,497.9999695,0.1264556795,497.9999695,0.1206224561,497.9999695,0.1185040027,497.9999695,0.1116411835,
497.333313,0.1282131374,497.333313,0.1272343844,497.333313,0.1213034168,497.333313,0.1190814823,497.333313,0.1122385338,
496.666626,0.1289309412,496.666626,0.1278255135,496.666626,0.1219107881,496.666626,0.1194981784,496.666626,0.1125506461,
495.9999695,0.1295990646,495.9999695,0.1282564998,495.9999695,0.122234121,495.9999695,0.1197961122,495.9999695,0.1128011271,
495.333313,0.1302916408,495.333313,0.1289060414,495.333313,0.122816965,495.333313,0.120291993,495.333313,0.1133431792,
494.666626,0.1310960948,494.666626,0.1295119971,494.666626,0.1233851165,494.666626,0.1207819059,494.666626,0.1139219105,
493.9999695,0.1316157132,493.9999695,0.129972592,493.9999695,0.1237891614,493.9999695,0.1212878749,493.9999695,0.1142583713,
493.333313,0.132279709,493.333313,0.130283609,493.333313,0.1242209077,493.333313,0.1215352267,493.333313,0.114435412,
492.666626,0.1329275966,492.666626,0.1308850497,492.666626,0.1246913373,492.666626,0.1220167428,492.666626,0.1150599271,
491.9999695,0.1334742159,491.9999695,0.1314085871,491.9999695,0.1250926703,491.9999695,0.1222385466,491.9999695,0.1153591946,
491.333313,0.134106189,491.333313,0.1319206804,491.333313,0.1256696433,491.333313,0.1227774993,491.333313,0.1156988665,
490.666626,0.1347615123,490.666626,0.1322882622,490.666626,0.1261383891,490.666626,0.1232712641,490.666626,0.1161850095,
489.9999695,0.135116607,489.9999695,0.1326037198,489.9999695,0.1264165789,489.9999695,0.1233043075,489.9999695,0.116166167,
489.333313,0.1358105242,489.333313,0.1332314461,489.333313,0.1269667447,489.333313,0.1239203364,489.333313,0.1166902259,
488.666626,0.136282593,488.666626,0.1334984004,488.666626,0.1272701621,488.666626,0.124055095,488.666626,0.116940558,
487.9999695,0.136932835,487.9999695,0.134179309,487.9999695,0.1278327107,487.9999695,0.1247831061,487.9999695,0.117592521,
487.333313,0.1374036819,487.333313,0.134514302,487.333313,0.1280759275,487.333313,0.1249776036,487.333313,0.1177445427,
486.666626,0.1378858387,486.666626,0.1349784285,486.666626,0.1286608875,486.666626,0.1254884601,486.666626,0.1182906926,
485.9999695,0.1383840889,485.9999695,0.1352131069,485.9999695,0.1288615614,485.9999695,0.1258119643,485.9999695,0.1183896214,
485.333313,0.1389839351,485.333313,0.1357180029,485.333313,0.1291890591,485.333313,0.1260108799,485.333313,0.1186443046,
484.666626,0.139347598,484.666626,0.135942623,484.666626,0.1294431537,484.666626,0.1262798309,484.666626,0.1190823019,
483.9999695,0.1397751123,483.9999695,0.1364963949,483.9999695,0.130062297,483.9999695,0.1266558766,483.9999695,0.1193543673,
483.333313,0.1402866542,483.333313,0.1367046088,483.333313,0.1303068399,483.333313,0.1269943118,483.333313,0.1195981279,
482.666626,0.1407048404,482.666626,0.1371129006,482.666626,0.1306970268,482.666626,0.1273282915,482.666626,0.1199822128,
481.9999695,0.1411877573,481.9999695,0.1374085099,481.9999695,0.1310501397,481.9999695,0.127752319,481.9999695,0.1202956438,
