imine undoped,,imine 1 min FeCl3 doping,,imine 10 min FeCl3,,imine 30 min FeCl3 doping,,imine polymer 1 hour FeCl3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
790.666626,-0.01536016073,790.666626,-0.01364179701,790.666626,-0.01333208103,790.666626,-0.007576970849,790.666626,-0.008725514635,
790,-0.01572351158,790,-0.01348789502,790,-0.01347108185,790,-0.007641070988,790,-0.008946897462,
789.333313,-0.01588101499,789.333313,-0.01370515861,789.333313,-0.01370034274,789.333313,-0.00796671398,789.333313,-0.009229751304,
788.666626,-0.01546633989,788.666626,-0.01336300746,788.666626,-0.01360451803,788.666626,-0.007694937754,788.666626,-0.009063883685,
788,-0.0155996643,788,-0.0137388166,788,-0.01401275303,788,-0.007895849645,788,-0.009088271298,
787.333313,-0.01541622635,787.333313,-0.01362172794,787.333313,-0.01360055432,787.333313,-0.00788207259,787.333313,-0.008755502291,
786.666626,-0.01570144109,786.666626,-0.01338163298,786.666626,-0.01369527634,786.666626,-0.007658009883,786.666626,-0.00922118593,
786,-0.01589923352,786,-0.01368915569,786,-0.01327996328,786,-0.007671642117,786,-0.008954504505,
785.333313,-0.01534162089,785.333313,-0.01317319833,785.333313,-0.01337159239,785.333313,-0.007556823548,785.333313,-0.008802535012,
784.666626,-0.01549926307,784.666626,-0.01361641008,784.666626,-0.01336140092,784.666626,-0.007500852924,784.666626,-0.008902619593,
784,-0.01549471729,784,-0.01353823207,784,-0.01335688308,784,-0.007563437801,784,-0.008769150823,
783.333313,-0.01556724869,783.333313,-0.01337319892,783.333313,-0.01332490146,783.333313,-0.007235099096,783.333313,-0.008576104417,
782.666626,-0.01530473772,782.666626,-0.01324827783,782.666626,-0.01294476446,782.666626,-0.007370210718,782.666626,-0.008345696144,
782,-0.01546164416,782,-0.01347770728,782,-0.01323090307,782,-0.007378914393,782,-0.008619399741,
781.333313,-0.01547573227,781.333313,-0.01306901872,781.333313,-0.01334638987,781.333313,-0.006988898385,781.333313,-0.008551028557,
780.666626,-0.01562948152,780.666626,-0.01335904188,780.666626,-0.01332048327,780.666626,-0.007332440466,780.666626,-0.008683396503,
780,-0.01551574841,780,-0.01318690926,780,-0.01302395388,780,-0.007085378282,780,-0.008468480781,
779.333313,-0.01502726413,779.333313,-0.01302762143,779.333313,-0.01276251394,779.333313,-0.007089300081,779.333313,-0.008371850476,
778.666626,-0.01518956944,778.666626,-0.01316139475,778.666626,-0.01321588736,778.666626,-0.006969640497,778.666626,-0.008031009696,
778,-0.01523076184,778,-0.01316350419,778,-0.01320162509,778,-0.00704248948,778,-0.008292112499,
777.333313,-0.01508512255,777.333313,-0.01307349,777.333313,-0.01292109489,777.333313,-0.006974735297,777.333313,-0.008257775567,
776.666626,-0.01506457105,776.666626,-0.0132629415,776.666626,-0.01277050748,776.666626,-0.006705855019,776.666626,-0.008155357093,
776,-0.01520001795,776,-0.01318500098,776,-0.01297571789,776,-0.0069677555,776,-0.008475690149,
775.333313,-0.01493883505,775.333313,-0.01298647095,775.333313,-0.01269031595,775.333313,-0.006749490742,775.333313,-0.00791959092,
774.666626,-0.0149060702,774.666626,-0.01303189155,774.666626,-0.01280881278,774.666626,-0.006871147547,774.666626,-0.008373475634,
774,-0.0150797721,774,-0.01306530088,774,-0.01286762115,774,-0.006661195308,774,-0.008376217447,
773.333313,-0.01523876004,773.333313,-0.01309795398,773.333313,-0.01278538723,773.333313,-0.00678568054,773.333313,-0.008423697203,
772.666626,-0.01514267456,772.666626,-0.01303043496,772.666626,-0.01305118389,772.666626,-0.006913288496,772.666626,-0.008125074208,
772,-0.01514277421,772,-0.01321312506,772,-0.01266437024,772,-0.006618825719,772,-0.008182132617,
771.333313,-0.01464791317,771.333313,-0.01287088823,771.333313,-0.01256726123,771.333313,-0.00659190258,771.333313,-0.007617568597,
770.666626,-0.01531283371,770.666626,-0.01301134285,770.666626,-0.01287857816,770.666626,-0.006355643272,770.666626,-0.008029383607,
770,-0.01508202311,770,-0.01320046932,770,-0.01255539153,770,-0.006628105417,770,-0.008249140345,
769.333313,-0.01490767114,769.333313,-0.01280765608,769.333313,-0.0126776956,769.333313,-0.00624568155,769.333313,-0.007730540354,
768.666626,-0.01497094799,768.666626,-0.01265391149,768.666626,-0.01254905388,768.666626,-0.006596288178,768.666626,-0.00757076405,
768,-0.01468209922,768,-0.01244205795,768,-0.01222053822,768,-0.006014237646,768,-0.007425994147,
767.333313,-0.01490677055,767.333313,-0.01251520216,767.333313,-0.0125266714,767.333313,-0.006287067197,767.333313,-0.007620061282,
766.666626,-0.01509992406,766.666626,-0.01283882093,766.666626,-0.012782773,766.666626,-0.006449662615,766.666626,-0.007772394922,
766,-0.0147704808,766,-0.01260477956,766,-0.01229281351,766,-0.005922371056,766,-0.007953954861,
765.333313,-0.01475461759,765.333313,-0.01225129236,765.333313,-0.01216813549,765.333313,-0.006028789561,765.333313,-0.007317270618,
764.666626,-0.014699867,764.666626,-0.0126233371,764.666626,-0.01243395824,764.666626,-0.006218888797,764.666626,-0.007424365729,
764,-0.01478894521,764,-0.01243134215,764,-0.01245272346,764,-0.006284567062,764,-0.007482533809,
763.333313,-0.01462939288,763.333313,-0.01243365649,763.333313,-0.01215001289,763.333313,-0.006150086876,763.333313,-0.007518153638,
762.666626,-0.01482767332,762.666626,-0.01270841714,762.666626,-0.01216904167,762.666626,-0.006219449919,762.666626,-0.007319663186,
762,-0.01472504158,762,-0.01241589617,762,-0.0123012187,762,-0.005844276864,762,-0.007527821697,
761.333313,-0.01484123245,761.333313,-0.01276145782,761.333313,-0.0121586211,761.333313,-0.006198576186,761.333313,-0.007405890618,
760.666626,-0.01483427826,760.666626,-0.0124456808,760.666626,-0.01230695564,760.666626,-0.006143961567,760.666626,-0.007440702524,
760,-0.01454283576,760,-0.01243249886,760,-0.01204694714,760,-0.00566832209,760,-0.007052881178,
759.333313,-0.01455009542,759.333313,-0.0124954842,759.333313,-0.01197311934,759.333313,-0.005868232809,759.333313,-0.007454137783,
758.666626,-0.01455885638,758.666626,-0.01226412691,758.666626,-0.01181827206,758.666626,-0.005741747562,758.666626,-0.00713697169,
758,-0.01448260061,758,-0.01251706388,758,-0.01198706962,758,-0.005707310047,758,-0.006921797991,
757.333313,-0.01421682723,757.333313,-0.01218177844,757.333313,-0.0116327256,757.333313,-0.005532117561,757.333313,-0.006734809838,
756.666626,-0.01452436019,756.666626,-0.01278297417,756.666626,-0.01210797392,756.666626,-0.005958936177,756.666626,-0.00705043599,
756,-0.01451955363,756,-0.01194979995,756,-0.01194818877,756,-0.005695813335,756,-0.006924447604,
755.333313,-0.01465306897,755.333313,-0.0123989908,755.333313,-0.01199266035,755.333313,-0.005738273263,755.333313,-0.00716518471,
754.666626,-0.01441093907,754.666626,-0.01228662394,754.666626,-0.01183711458,754.666626,-0.005338035524,754.666626,-0.006920116488,
754,-0.01451895293,754,-0.01209488232,754,-0.01188205183,754,-0.005587064661,754,-0.006810093764,
753.333313,-0.01439601462,753.333313,-0.01218671165,753.333313,-0.01157460641,753.333313,-0.005228430033,753.333313,-0.006681282539,
752.666626,-0.01420961227,752.666626,-0.01186416764,752.666626,-0.01164683886,752.666626,-0.005459730513,752.666626,-0.006536776666,
752,-0.01478274073,752,-0.01226664335,752,-0.01163665764,752,-0.00531788636,752,-0.00676794257,
751.333313,-0.01434808131,751.333313,-0.01198732201,751.333313,-0.01162763499,751.333313,-0.005192519166,751.333313,-0.006634224206,
750.666626,-0.01430425048,750.666626,-0.01198928617,750.666626,-0.01160843112,750.666626,-0.005135731772,750.666626,-0.006778442767,
750,-0.01430319902,750,-0.01165611297,750,-0.01153160445,750,-0.004836681765,750,-0.006355949212,
749.333313,-0.01452986803,749.333313,-0.01206628326,749.333313,-0.01168070734,749.333313,-0.005039687734,749.333313,-0.006352480035,
748.666626,-0.01404458378,748.666626,-0.01169819571,748.666626,-0.01120902784,748.666626,-0.004514267202,748.666626,-0.006112363655,
748,-0.01429929119,748,-0.01192632876,748,-0.01161180809,748,-0.005236716475,748,-0.00668056868,
747.333313,-0.01425039582,747.333313,-0.01191559993,747.333313,-0.01146247983,747.333313,-0.004988868255,747.333313,-0.006432778202,
746.666626,-0.01430505235,746.666626,-0.01197876036,746.666626,-0.01153518446,746.666626,-0.005264797714,746.666626,-0.005968077108,
746,-0.01430460159,746,-0.0115104802,746,-0.0110982703,746,-0.004610273521,746,-0.0061294646,
745.333313,-0.0142300548,745.333313,-0.01165545732,745.333313,-0.01109332405,745.333313,-0.004675786011,745.333313,-0.005631119478,
744.666626,-0.01428160723,744.666626,-0.01165510435,744.666626,-0.01119313482,744.666626,-0.004762642086,744.666626,-0.005876966752,
744,-0.01401200145,744,-0.01158756204,744,-0.01117532421,744,-0.004677322228,744,-0.005766475573,
743.333313,-0.01419939008,743.333313,-0.0114842616,743.333313,-0.011205093,743.333313,-0.004482601769,743.333313,-0.005843459629,
742.666626,-0.01375837903,742.666626,-0.01138598099,742.666626,-0.0107946638,742.666626,-0.004097462632,742.666626,-0.005619569216,
742,-0.01442411076,742,-0.01143187191,742,-0.01100641303,742,-0.004472097382,742,-0.005870122463,
741.333313,-0.01424934343,741.333313,-0.01173997205,741.333313,-0.01116820984,741.333313,-0.004750761669,741.333313,-0.005755491089,
740.666626,-0.01426307112,740.666626,-0.01127531845,740.666626,-0.01110851485,740.666626,-0.004278719891,740.666626,-0.005673279054,
740,-0.01416892465,740,-0.01163146552,740,-0.01117340662,740,-0.004528869409,740,-0.005716558546,
739.333313,-0.01422609668,739.333313,-0.01163191907,739.333313,-0.01105153654,739.333313,-0.004206892569,739.333313,-0.005709915888,
738.666626,-0.01388921961,738.666626,-0.01127950475,738.666626,-0.01064465009,738.666626,-0.004118899349,738.666626,-0.005263877101,
738,-0.01402458362,738,-0.0114516383,738,-0.01070658118,738,-0.004122745711,738,-0.005258659832,
737.333313,-0.01419192459,737.333313,-0.01135123149,737.333313,-0.01089070551,737.333313,-0.004247139674,737.333313,-0.00521763647,
736.666626,-0.01387523022,736.666626,-0.01112360321,736.666626,-0.01055411156,736.666626,-0.00377932284,736.666626,-0.005267713219,
736,-0.01365213189,736,-0.01086611673,736,-0.01042918582,736,-0.003793385113,736,-0.004946027882,
735.333313,-0.01394738164,735.333313,-0.0110810101,735.333313,-0.01052702684,735.333313,-0.003718859749,735.333313,-0.005128210876,
734.666626,-0.0138465967,734.666626,-0.01126618776,734.666626,-0.01062014792,734.666626,-0.003830078756,734.666626,-0.005122224335,
734,-0.01374789607,734,-0.01085707825,734,-0.01039304584,734,-0.003480107291,734,-0.004964761436,
733.333313,-0.01402032282,733.333313,-0.01103664748,733.333313,-0.01065343991,733.333313,-0.003785840934,733.333313,-0.004971466493,
732.666626,-0.01366256736,732.666626,-0.01057492848,732.666626,-0.01017315779,732.666626,-0.003305144142,732.666626,-0.00465826923,
732,-0.01381094102,732,-0.01097072475,732,-0.01025457308,732,-0.003536341479,732,-0.004867194686,
731.333313,-0.0136026619,731.333313,-0.01084743347,731.333313,-0.01005080435,731.333313,-0.003195229685,731.333313,-0.00448613707,
730.666626,-0.01372953691,730.666626,-0.01097991224,730.666626,-0.01036964171,730.666626,-0.003236187389,730.666626,-0.004575644154,
730,-0.01382523309,730,-0.01088388916,730,-0.01013097819,730,-0.003428642638,730,-0.0045881439,
729.333313,-0.0134792123,729.333313,-0.01087899227,729.333313,-0.009881353006,729.333313,-0.003187006805,729.333313,-0.004429820925,
728.666626,-0.0133874556,728.666626,-0.01020486653,728.666626,-0.009710165672,728.666626,-0.002600057283,728.666626,-0.003908843733,
728,-0.01348282583,728,-0.01052647084,728,-0.009743375704,728,-0.002734200563,728,-0.004025810398,
727.333313,-0.01327680051,727.333313,-0.01033354644,727.333313,-0.009668952785,727.333313,-0.002691651694,727.333313,-0.004099462647,
726.666626,-0.01354069076,726.666626,-0.01048654877,726.666626,-0.01004731376,726.666626,-0.002770777792,726.666626,-0.004070485476,
726,-0.0135906199,726,-0.01064121444,726,-0.01003512181,726,-0.002733840374,726,-0.004173717462,
725.333313,-0.01349908765,725.333313,-0.01059518941,725.333313,-0.009677408263,725.333313,-0.002605152084,725.333313,-0.004050943535,
724.666626,-0.01351820864,724.666626,-0.01056366134,724.666626,-0.009702368639,724.666626,-0.002625067718,724.666626,-0.003869488603,
724,-0.01339483541,724,-0.0102840513,724,-0.009570462629,724,-0.002528415062,724,-0.003654537722,
723.333313,-0.0133867031,723.333313,-0.01004630141,723.333313,-0.009458677843,723.333313,-0.002513333689,723.333313,-0.003593543777,
722.666626,-0.01335848961,722.666626,-0.01020173077,722.666626,-0.009547723457,722.666626,-0.00237927679,722.666626,-0.0035549819,
722,-0.01320423651,722,-0.01026089396,722,-0.009492008947,722,-0.002372531686,722,-0.003569770372,
721.333313,-0.01329166349,721.333313,-0.01021275483,721.333313,-0.009512168355,721.333313,-0.002139735036,721.333313,-0.003524632892,
720.666626,-0.01304952614,720.666626,-0.009873761795,720.666626,-0.009043348953,720.666626,-0.001779736253,720.666626,-0.003173387377,
720,-0.0131489886,720,-0.009919357486,720,-0.009280634113,720,-0.002068583621,720,-0.003192043165,
719.333313,-0.01320584305,719.333313,-0.009813685901,719.333313,-0.00910890568,719.333313,-0.002006593393,719.333313,-0.00313571305,
718.666626,-0.013360749,718.666626,-0.009993231855,718.666626,-0.009128220379,718.666626,-0.00208368036,718.666626,-0.003110423917,
718,-0.01298255194,718,-0.009678320028,718,-0.008818464354,718,-0.001644575852,718,-0.002783380914,
717.333313,-0.0130825825,717.333313,-0.009796577506,717.333313,-0.008836676367,717.333313,-0.001559363562,717.333313,-0.002900702413,
716.666626,-0.0129561713,716.666626,-0.009720898233,716.666626,-0.008921588771,716.666626,-0.001546931104,716.666626,-0.002861770336,
716,-0.01285198983,716,-0.00972241722,716,-0.008750581183,716,-0.001421606052,716,-0.002486978658,
715.333313,-0.01310629304,715.333313,-0.009634825401,715.333313,-0.008672790602,715.333313,-0.001393172075,715.333313,-0.002687175293,
714.666626,-0.01298531517,714.666626,-0.009550508112,714.666626,-0.008670303971,714.666626,-0.001203684602,714.666626,-0.002461754484,
714,-0.01309318189,714,-0.009626268409,714,-0.008678626269,714,-0.001135219703,714,-0.002467829036,
713.333313,-0.01284409873,713.333313,-0.009519664571,713.333313,-0.008722013794,713.333313,-0.001172912889,713.333313,-0.002298946492,
712.666626,-0.01292541716,712.666626,-0.009454270825,712.666626,-0.00834178552,712.666626,-0.0009994970169,712.666626,-0.002263359493,
712,-0.01299832948,712,-0.009561600164,712,-0.008397952653,712,-0.001030436018,712,-0.002170129213,
711.333313,-0.0126675386,711.333313,-0.009224531241,711.333313,-0.008273826912,711.333313,-0.0006995998556,711.333313,-0.00201051007,
710.666626,-0.01294169854,710.666626,-0.009464756586,710.666626,-0.00839140173,710.666626,-0.0008099927218,710.666626,-0.002189395018,
710,-0.01289626863,710,-0.009393427521,710,-0.008307147771,710,-0.0006529225502,710,-0.001970776357,
709.333313,-0.01276065409,709.333313,-0.00927951932,709.333313,-0.008191937581,709.333313,-0.0006239728536,709.333313,-0.001713063801,
708.666626,-0.01270635612,708.666626,-0.009114583954,708.666626,-0.008108305745,708.666626,-0.0005035524373,708.666626,-0.001589695341,
708,-0.01289154496,708,-0.00904400833,708,-0.008099870756,708,-0.0004728344793,708,-0.001535168849,
707.333313,-0.01282313839,707.333313,-0.009202431887,707.333313,-0.007992941886,707.333313,-0.0003457506537,707.333313,-0.001588250976,
706.666626,-0.0126168998,706.666626,-0.009069866501,706.666626,-0.007673880085,706.666626,1.32020441E-005,706.666626,-0.00121148047,
706,-0.01259713527,706,-0.008956837468,706,-0.007753731217,706,-0.0002285647206,706,-0.001160779153,
705.333313,-0.01258667465,705.333313,-0.009035641328,705.333313,-0.00777178444,705.333313,-7.382050535E-005,705.333313,-0.001276991097,
704.666626,-0.01236059889,704.666626,-0.008670202456,704.666626,-0.007553516421,704.666626,0.0002537048131,704.666626,-0.0008655402926,
704,-0.01268619299,704,-0.008810499683,704,-0.007582719903,704,0.0001805144857,704,-0.001024961122,
703.333313,-0.01268312614,703.333313,-0.00891529955,703.333313,-0.007454748265,703.333313,0.0001786758221,703.333313,-0.0009293982876,
702.666626,-0.01236905251,702.666626,-0.008644320071,702.666626,-0.00741286343,702.666626,0.0005412762403,702.666626,-0.0005379912327,
702,-0.01235768013,702,-0.00864969939,702,-0.007256432436,702,0.0006311440957,702,-0.0005962103605,
701.333313,-0.01261187065,701.333313,-0.008425981738,701.333313,-0.007156018168,701.333313,0.0006483577308,701.333313,-0.0004273740633,
700.666626,-0.01226679422,700.666626,-0.008330205455,700.666626,-0.007062050048,700.666626,0.0009081225726,700.666626,-0.0002525218588,
700,-0.0122661395,700,-0.00840435084,700,-0.006972595584,700,0.0009661286022,700,-0.0002375164622,
699.333313,-0.01228757948,699.333313,-0.008213478141,699.333313,-0.006938612089,699.333313,0.0008657124708,699.333313,-0.0002867218573,
698.666626,-0.01234711334,698.666626,-0.008267934434,698.666626,-0.00680581294,698.666626,0.001048533362,698.666626,-0.0001708138007,
698,-0.01212232281,698,-0.008181725629,698,-0.006521018222,698,0.001294880873,698,0.0001904071396,
697.333313,-0.01214417256,697.333313,-0.007993653417,697.333313,-0.006715388037,697.333313,0.001430819742,697.333313,0.0002312491415,
696.666626,-0.01211315952,696.666626,-0.008004581556,696.666626,-0.006606639363,696.666626,0.001380723901,696.666626,0.000442409364,
696,-0.01191796735,696,-0.007910796441,696,-0.006332989782,696,0.001776376739,696,0.0004858924658,
695.333313,-0.01187938172,695.333313,-0.007887969725,695.333313,-0.006406608969,695.333313,0.001715975348,695.333313,0.0006301590474,
694.666626,-0.01200927887,694.666626,-0.007763749454,694.666626,-0.006485928316,694.666626,0.0017327643,694.666626,0.0007258274709,
694,-0.01213118341,694,-0.007875259034,694,-0.00618035486,694,0.001873545931,694,0.0007571252063,
693.333313,-0.01188678667,693.333313,-0.007581804413,693.333313,-0.005988553632,693.333313,0.002280603396,693.333313,0.001112397411,
692.666626,-0.01182220224,692.666626,-0.007658416871,692.666626,-0.005879724864,692.666626,0.002275815466,692.666626,0.001245138003,
692,-0.01192693319,692,-0.007468488999,692,-0.005945147946,692,0.002303555841,692,0.001268814434,
691.333313,-0.01184875239,691.333313,-0.007428437006,691.333313,-0.005857046694,691.333313,0.002392930211,691.333313,0.001458843821,
690.666626,-0.01191212423,690.666626,-0.007526447531,690.666626,-0.005851377267,690.666626,0.002498073969,690.666626,0.00132219505,
690,-0.01178184431,690,-0.00737438444,690,-0.005751966033,690,0.002785364166,690,0.001611072687,
689.333313,-0.01178915054,689.333313,-0.007271095645,689.333313,-0.005457583349,689.333313,0.002835388063,689.333313,0.001684140647,
688.666626,-0.01170147117,688.666626,-0.007299147081,688.666626,-0.005512846168,688.666626,0.002992635593,688.666626,0.00191002246,
688,-0.01173639391,688,-0.007177406456,688,-0.005509012379,688,0.003114766907,688,0.001920188661,
687.333313,-0.01166372281,687.333313,-0.006904167589,687.333313,-0.005327193998,687.333313,0.003267655615,687.333313,0.002103740117,
686.666626,-0.01144709997,686.666626,-0.006869262084,686.666626,-0.005035696086,686.666626,0.003580328543,686.666626,0.002490185201,
686,-0.0113829542,686,-0.006857438944,686,-0.004948177841,686,0.00360003463,686,0.002585378941,
685.333313,-0.01160344016,685.333313,-0.006758359727,685.333313,-0.004993064795,685.333313,0.003519336693,685.333313,0.002584754024,
684.666626,-0.01139283925,684.666626,-0.006654924247,684.666626,-0.004829871934,684.666626,0.003808400361,684.666626,0.002758687362,
684,-0.01167455874,684,-0.006814680994,684,-0.004792853259,684,0.00385389314,684,0.002762594959,
683.333313,-0.01141270902,683.333313,-0.006607353222,683.333313,-0.004752298351,683.333313,0.004086890724,683.333313,0.003050112631,
682.666626,-0.01119767595,682.666626,-0.006529789884,682.666626,-0.00445503369,682.666626,0.004340798594,682.666626,0.003172703553,
682,-0.01159320772,682,-0.006479246542,682,-0.004483985249,682,0.004245376214,682,0.003188505769,
681.333313,-0.01111618523,681.333313,-0.006060597487,681.333313,-0.004002368078,681.333313,0.004522394389,681.333313,0.003551097354,
680.666626,-0.0114103891,680.666626,-0.006348296534,680.666626,-0.004331160337,680.666626,0.004456719384,680.666626,0.003546504071,
680,-0.01132414583,680,-0.006226391066,680,-0.004142283928,680,0.004574527964,680,0.003703513183,
679.333313,-0.01106299274,679.333313,-0.005966800265,679.333313,-0.003951837774,679.333313,0.004930581897,679.333313,0.003969605546,
678.666626,-0.01120953262,678.666626,-0.00602123281,678.666626,-0.004047866445,678.666626,0.004927414004,678.666626,0.003985671792,
678,-0.01111033093,678,-0.005899133161,678,-0.003885754384,678,0.005135893822,678,0.004096010234,
677.333313,-0.01102433167,677.333313,-0.005795390811,677.333313,-0.003612130415,677.333313,0.005224909633,677.333313,0.004354839213,
676.666626,-0.01097965986,676.666626,-0.005695251282,676.666626,-0.003450728953,676.666626,0.005433348473,676.666626,0.004606235307,
676,-0.01103695016,676,-0.005784356035,676,-0.003463363973,676,0.005587790161,676,0.004648279864,
675.333313,-0.01086217817,675.333313,-0.005428133998,675.333313,-0.003302575089,675.333313,0.00571461441,675.333313,0.00482118316,
674.666626,-0.01100782584,674.666626,-0.005607252475,674.666626,-0.003161823144,674.666626,0.00589862233,674.666626,0.004903380293,
674,-0.01079855207,674,-0.005407579709,674,-0.003106568707,674,0.006057875697,674,0.005120072979,
673.333313,-0.01075345278,673.333313,-0.00517261913,673.333313,-0.002870667959,673.333313,0.006307948381,673.333313,0.005474975333,
672.666626,-0.01083561778,672.666626,-0.005127545446,672.666626,-0.002928215312,672.666626,0.0063739568,672.666626,0.005666172598,
672,-0.01085940097,672,-0.00532704033,672,-0.002859147266,672,0.006437741686,672,0.005621197168,
671.333313,-0.01086904481,671.333313,-0.005214720964,671.333313,-0.002687123837,671.333313,0.006591121666,671.333313,0.005759048276,
670.666626,-0.01070769224,670.666626,-0.004918028601,670.666626,-0.002536290092,670.666626,0.00696935039,670.666626,0.005982519593,
670,-0.01069996413,670,-0.004967167042,670,-0.002527025295,670,0.006852231454,670,0.006006272044,
669.333313,-0.01070976257,669.333313,-0.004738062155,669.333313,-0.002258466557,669.333313,0.007120760623,669.333313,0.006403667852,
668.666626,-0.01064636745,668.666626,-0.00466800062,668.666626,-0.002106917091,668.666626,0.007254087366,668.666626,0.006546997,
668,-0.01049301773,668,-0.004601770081,668,-0.002038852079,668,0.007557869889,668,0.006800401956,
667.333313,-0.01044338848,667.333313,-0.004397790413,667.333313,-0.001882895944,667.333313,0.007564007305,667.333313,0.006998023484,
666.666626,-0.01057346351,666.666626,-0.004516777582,666.666626,-0.001847532578,666.666626,0.007741870359,666.666626,0.006891837344,
666,-0.01046704128,666,-0.004233963788,666,-0.001538883313,666,0.007922573946,666,0.007234530523,
665.333313,-0.01048235409,665.333313,-0.004262366332,665.333313,-0.00152443815,665.333313,0.008200497366,665.333313,0.00737444777,
664.666626,-0.01053844672,664.666626,-0.004216531757,664.666626,-0.001510560163,664.666626,0.008110738359,664.666626,0.007463502698,
664,-0.01044879574,664,-0.004133771174,664,-0.001437344588,664,0.008447505534,664,0.007592877839,
663.333313,-0.01034942083,663.333313,-0.003858199576,663.333313,-0.001143533038,663.333313,0.008610891178,663.333313,0.00797804445,
662.666626,-0.01040714793,662.666626,-0.003923055716,662.666626,-0.0009271252202,662.666626,0.008757090196,662.666626,0.007976489142,
662,-0.0103754038,662,-0.003884266363,662,-0.0008909606258,662,0.008846270852,662,0.008133894764,
661.333313,-0.01020491682,661.333313,-0.003634566907,661.333313,-0.0007929394487,661.333313,0.009136470966,661.333313,0.008390602656,
660.666626,-0.01022913866,660.666626,-0.003628816688,660.666626,-0.0007010471309,660.666626,0.009195851162,660.666626,0.008473715745,
660,-0.01009258721,660,-0.003448880045,660,-0.0004887108807,660,0.009439695626,660,0.008746366948,
659.333313,-0.0101785697,659.333313,-0.003504142398,659.333313,-0.0004243742442,659.333313,0.009663798846,659.333313,0.008952565491,
658.666626,-0.01008859091,658.666626,-0.003415030893,658.666626,-0.0003498890728,658.666626,0.009660384618,658.666626,0.00897267554,
658,-0.01010998711,658,-0.00324898283,658,-0.0001920314244,658,0.009917307645,658,0.009333201684,
657.333313,-0.01023748238,657.333313,-0.003241634462,657.333313,-0.0001068958954,657.333313,0.01005517878,657.333313,0.009437341243,
656.666626,-0.01013917103,656.666626,-0.003196308855,656.666626,0.0001224837906,656.666626,0.01026006509,656.666626,0.009684655815,
656,-0.009895928204,656,-0.002848706441,656,0.0003771928896,656,0.01053317729,656,0.009980900213,
655.333313,-0.01020779926,655.333313,-0.002897771075,655.333313,0.0002592476667,655.333313,0.01045454759,655.333313,0.009897551499,
654.666626,-0.01001083758,654.666626,-0.00285909581,654.666626,0.0003506893408,654.666626,0.01073996071,654.666626,0.009968821891,
654,-0.01005763281,654,-0.002672562608,654,0.0004983577528,654,0.01093473844,654,0.01027782355,
653.333313,-0.0101523716,653.333313,-0.002726792125,653.333313,0.000693831942,653.333313,0.01106690429,653.333313,0.01046465058,
652.666626,-0.00997203216,652.666626,-0.00256742863,652.666626,0.0008062934503,652.666626,0.01128464937,652.666626,0.01068872679,
652,-0.01010391768,652,-0.002524091396,652,0.0008359889616,652,0.01140028611,652,0.01076729223,
651.333313,-0.009948149323,651.333313,-0.002333191689,651.333313,0.001182863838,651.333313,0.01176517364,651.333313,0.01118131448,
650.666626,-0.01001058519,650.666626,-0.002337311162,650.666626,0.001142710797,650.666626,0.0117548015,650.666626,0.011228038,
650,-0.0099039739,650,-0.002301109256,650,0.001238492317,650,0.01189389545,650,0.01125577185,
649.333313,-0.009995711036,649.333313,-0.002228078665,649.333313,0.001476090285,649.333313,0.0120443441,649.333313,0.01145242807,
648.666626,-0.009986653924,648.666626,-0.002123043174,648.666626,0.001519287354,648.666626,0.01224529929,648.666626,0.01177033409,
648,-0.01002399158,648,-0.001965468051,648,0.001627467689,648,0.01234052517,648,0.01172863133,
647.333313,-0.009966972284,647.333313,-0.001948666177,647.333313,0.001782562933,647.333313,0.01257553697,647.333313,0.0120185297,
646.666626,-0.009902405553,646.666626,-0.001646845252,646.666626,0.002003788948,646.666626,0.01288986579,646.666626,0.01235429384,
646,-0.009888438508,646,-0.001660306356,646,0.002015673555,646,0.01278076321,646,0.01236566622,
645.333313,-0.009896484204,645.333313,-0.001587167731,645.333313,0.00222143298,645.333313,0.01309774816,645.333313,0.01255504601,
644.666626,-0.009956650436,644.666626,-0.001530732145,644.666626,0.002341057407,644.666626,0.01333557256,644.666626,0.01282789931,
644,-0.009835146368,644,-0.001421502908,644,0.002477871021,644,0.01350596175,644,0.01302222814,
643.333313,-0.009885452688,643.333313,-0.001406537835,643.333313,0.002589649754,643.333313,0.01356081478,643.333313,0.01312357374,
642.666626,-0.009662016295,642.666626,-0.00123171811,642.666626,0.002884270856,642.666626,0.01396251377,642.666626,0.01337580103,
642,-0.009586718865,642,-0.0009969660314,642,0.002965502674,642,0.01410076581,642,0.01370243821,
641.333313,-0.009732694365,641.333313,-0.001058997121,641.333313,0.003057125024,641.333313,0.014261798,641.333313,0.01365138777,
640.666626,-0.009524222463,640.666626,-0.0008933372446,640.666626,0.003299632808,640.666626,0.01444264036,640.666626,0.01399804186,
640,-0.009660143405,640,-0.000769425591,640,0.003431973979,640,0.01464390475,640,0.01412218437,
639.333313,-0.009417238645,639.333313,-0.0006310036988,639.333313,0.003615695983,639.333313,0.01494368631,639.333313,0.01442203391,
638.666626,-0.009480257519,638.666626,-0.0005235645222,638.666626,0.003850367386,638.666626,0.01507849898,638.666626,0.01462920662,
638,-0.009438617155,638,-0.0002174394613,638,0.003939172719,638,0.01527654566,638,0.01489685569,
