imine undoped,,imine 5 sec TFA,,imine 10 sec TFA,,imine 30 sec TFA,,imine 1 min TFA,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1017.333313,-0.01514992397,1017.333313,-0.005970732309,1017.333313,-0.004511961248,1017.333313,-0.004904462956,1017.333313,-0.007616296876,
1016.666687,-0.01508797333,1016.666687,-0.005870837718,1016.666687,-0.004396765493,1016.666687,-0.004733196925,1016.666687,-0.007536624093,
1016,-0.01519911829,1016,-0.006014390849,1016,-0.004421672784,1016,-0.004752912559,1016,-0.007557077799,
1015.333313,-0.01514242403,1015.333313,-0.00592083903,1015.333313,-0.004449755419,1015.333313,-0.004907125141,1015.333313,-0.007617008872,
1014.666687,-0.01511302497,1014.666687,-0.005816130899,1014.666687,-0.004446578212,1014.666687,-0.004824700765,1014.666687,-0.007405687124,
1014,-0.01504606754,1014,-0.005795084406,1014,-0.004370934796,1014,-0.004805603065,1014,-0.007415051572,
1013.333313,-0.01519511919,1013.333313,-0.006049774121,1013.333313,-0.004378315061,1013.333313,-0.004698372446,1013.333313,-0.007483093534,
1012.666687,-0.01520236768,1012.666687,-0.006037163083,1012.666687,-0.004380570259,1012.666687,-0.00493333349,1012.666687,-0.007626878098,
1012,-0.01519656833,1012,-0.00608934043,1012,-0.004446783103,1012,-0.004871802405,1012,-0.007584246341,
1011.333313,-0.01514037419,1011.333313,-0.006026185583,1011.333313,-0.004195919726,1011.333313,-0.004951760639,1011.333313,-0.007380237803,
1010.666687,-0.01507502235,1010.666687,-0.005946220364,1010.666687,-0.004259495065,1010.666687,-0.004732479807,1010.666687,-0.007446860429,
1010,-0.01510547474,1010,-0.006009336095,1010,-0.004437149037,1010,-0.004824035335,1010,-0.007557383273,
1009.333313,-0.01507897209,1009.333313,-0.006064733025,1009.333313,-0.004283384886,1009.333313,-0.004725822713,1009.333313,-0.007460549939,
1008.666687,-0.01504526753,1008.666687,-0.005977064371,1008.666687,-0.004301070701,1008.666687,-0.004799714778,1008.666687,-0.007634966634,
1008,-0.01493868511,1008,-0.005897090305,1008,-0.004227965139,1008,-0.004629995208,1008,-0.007535199635,
1007.333313,-0.01525785401,1007.333313,-0.006012093276,1007.333313,-0.004479270894,1007.333313,-0.004812617786,1007.333313,-0.00760912383,
1006.666687,-0.01508407295,1006.666687,-0.006088676862,1006.666687,-0.0044246451,1006.666687,-0.004813436884,1006.666687,-0.007446045987,
1006,-0.01523805968,1006,-0.005972723942,1006,-0.004344743211,1006,-0.004847228527,1006,-0.007582821883,
1005.333313,-0.01525140647,1005.333313,-0.005936007015,1005.333313,-0.004400250502,1005.333313,-0.004726590589,1005.333313,-0.007624588907,
1004.666687,-0.01499040425,1004.666687,-0.005984468851,1004.666687,-0.004338182509,1004.666687,-0.004758904222,1004.666687,-0.007449557539,
1004,-0.01524660736,1004,-0.005975175183,1004,-0.00440537557,1004,-0.00476714829,1004,-0.007322768681,
1003.333313,-0.01501156017,1003.333313,-0.005904291756,1003.333313,-0.004225606564,1003.333313,-0.004738727584,1003.333313,-0.007453425322,
1002.666687,-0.01511337422,1002.666687,-0.005823027343,1002.666687,-0.004381185398,1002.666687,-0.004951402545,1002.666687,-0.007518561091,
1002,-0.01500510797,1002,-0.005819145124,1002,-0.004263545386,1002,-0.004752963781,1002,-0.007372093853,
1001.333313,-0.01509422343,1001.333313,-0.005943003111,1001.333313,-0.004395382013,1001.333313,-0.00479080528,1001.333313,-0.007461109664,
1000.666687,-0.01503676549,1000.666687,-0.005867160391,1000.666687,-0.004459235352,1000.666687,-0.004809647799,1000.666687,-0.007391028572,
1000,-0.01491167303,1000,-0.005826347508,1000,-0.004243294708,1000,-0.004677219782,1000,-0.007350205909,
999.333313,-0.01506867167,999.333313,-0.006003872491,999.333313,-0.004301839508,999.333313,-0.004966501612,999.333313,-0.007585620042,
998.666687,-0.01499345526,998.666687,-0.005943769123,998.666687,-0.004197048023,998.666687,-0.004648947157,998.666687,-0.007371432148,
998,-0.01513412502,998,-0.006110270973,998,-0.004369858187,998,-0.004930057563,998,-0.007608615328,
997.333313,-0.0149953058,997.333313,-0.005772606004,997.333313,-0.004175819922,997.333313,-0.004678551573,997.333313,-0.007424060255,
996.666687,-0.01499435492,996.666687,-0.005810511764,996.666687,-0.0043409504,996.666687,-0.004844361451,996.666687,-0.007363745943,
996,-0.01482842397,996,-0.005775211379,996,-0.00432075467,996,-0.004689153284,996,-0.007276797667,
995.333313,-0.01506752148,995.333313,-0.005814802833,995.333313,-0.004367193207,995.333313,-0.004783892538,995.333313,-0.007322666701,
994.666687,-0.01508567296,994.666687,-0.005920481402,994.666687,-0.004243448377,994.666687,-0.00481599709,994.666687,-0.007334833033,
994,-0.01497304812,994,-0.005878039636,994,-0.004190125968,994,-0.004645925015,994,-0.007243550848,
993.333313,-0.01491622534,993.333313,-0.005784202833,993.333313,-0.00432562409,993.333313,-0.004752707668,993.333313,-0.007314267103,
992.666687,-0.0148120122,992.666687,-0.005745834671,992.666687,-0.004193868954,992.666687,-0.004599157721,992.666687,-0.00720444601,
992,-0.01504006702,992,-0.005936262198,992,-0.004389231559,992,-0.00476714829,992,-0.007395863533,
991.333313,-0.01494983956,991.333313,-0.005839884281,991.333313,-0.004382723011,991.333313,-0.004590602592,991.333313,-0.007249151822,
990.666687,-0.01491907611,990.666687,-0.005812657531,990.666687,-0.004264775664,990.666687,-0.004764024634,990.666687,-0.007187590934,
990,-0.01501251012,990,-0.005828288849,990,-0.004272670485,990,-0.004734067712,990,-0.0072867251,
989.333313,-0.01491857599,989.333313,-0.005790639669,989.333313,-0.004117566161,989.333313,-0.004654683638,989.333313,-0.007288150955,
988.666687,-0.01507562213,988.666687,-0.005887233187,988.666687,-0.004294098821,988.666687,-0.004751939792,988.666687,-0.007509147283,
988,-0.01489896607,988,-0.005743944552,988,-0.004089615773,988,-0.004660727922,988,-0.007234284189,
987.333313,-0.01488265768,987.333313,-0.0056704171,987.333313,-0.004200842232,987.333313,-0.004765714519,987.333313,-0.007142318878,
986.666687,-0.01512047462,986.666687,-0.005757074803,986.666687,-0.004243858624,986.666687,-0.004570111167,986.666687,-0.007350307889,
986,-0.01474736072,986,-0.005608581472,986,-0.004118950572,986,-0.004537937697,986,-0.007340941578,
985.333313,-0.01505832002,985.333313,-0.005870888941,985.333313,-0.004325111397,985.333313,-0.004775597248,985.333313,-0.007335189264,
984.666687,-0.01488901116,984.666687,-0.005871195346,984.666687,-0.004264621995,984.666687,-0.004773754161,984.666687,-0.007381968666,
984,-0.0147831412,984,-0.00574001018,984,-0.004166692495,984,-0.004650637507,984,-0.007193192374,
983.333313,-0.01489531435,983.333313,-0.005737200379,983.333313,-0.004256829154,983.333313,-0.004796898458,983.333313,-0.007172467187,
982.666687,-0.01479565073,982.666687,-0.005840701517,982.666687,-0.004245396703,982.666687,-0.00471778214,982.666687,-0.007264884189,
982,-0.01496779639,982,-0.005691214465,982,-0.004392614122,982,-0.004947768059,982,-0.007541966625,
981.333313,-0.01496564597,981.333313,-0.005831200164,981.333313,-0.004248216283,981.333313,-0.004734425806,981.333313,-0.007255872246,
980.666687,-0.01480815932,980.666687,-0.005632294808,980.666687,-0.004149360582,980.666687,-0.004637422506,980.666687,-0.007330099121,
980,-0.01500735898,980,-0.005673023406,980,-0.004356429446,980,-0.004801967647,980,-0.007235811558,
979.333313,-0.01499010436,979.333313,-0.005870735738,979.333313,-0.004293483682,979.333313,-0.004721008707,979.333313,-0.007220994681,
978.666687,-0.01478919573,978.666687,-0.005726675037,978.666687,-0.004272772931,978.666687,-0.004725617822,978.666687,-0.007134577725,
978,-0.01491167303,978,-0.005760089029,978,-0.004306658171,978,-0.004776416812,978,-0.007301183417,
977.333313,-0.01479650103,977.333313,-0.005745988339,977.333313,-0.004296713043,977.333313,-0.00466098357,977.333313,-0.007055886555,
976.666687,-0.01461322419,976.666687,-0.005717733409,976.666687,-0.004022886511,976.666687,-0.00438677147,976.666687,-0.007176744752,
976,-0.0146611277,976,-0.005685849115,976,-0.004114334937,976,-0.004657295998,976,-0.007229752839,
975.333313,-0.01476852875,975.333313,-0.005755746737,975.333313,-0.004307631869,975.333313,-0.004744053353,975.333313,-0.007246249355,
974.666687,-0.01473620161,974.666687,-0.00585898757,974.666687,-0.00426159706,974.666687,-0.004667181056,974.666687,-0.007131471299,
974,-0.01474440843,974,-0.005711602047,974,-0.004269133322,974,-0.004703596234,974,-0.007274914067,
973.333313,-0.01464971527,973.333313,-0.005684111733,973.333313,-0.004064279143,973.333313,-0.004483216442,973.333313,-0.007069333922,
972.666687,-0.01465371996,972.666687,-0.005715076812,972.666687,-0.004113155417,972.666687,-0.00470661791,972.666687,-0.00708675338,
972,-0.01471863501,972,-0.005680074915,972,-0.004153514281,972,-0.004550131038,972,-0.007067805622,
971.333313,-0.01468149945,971.333313,-0.005665716249,971.333313,-0.004174025264,971.333313,-0.004550028592,971.333313,-0.00713325385,
970.666687,-0.01460010838,970.666687,-0.005595446564,970.666687,-0.004189356696,970.666687,-0.00465068873,970.666687,-0.007262694649,
970,-0.01459960826,970,-0.005532628857,970,-0.003962970339,970,-0.004584199283,970,-0.00704967184,
969.333313,-0.0144977225,969.333313,-0.005342689343,969.333313,-0.004102949984,969.333313,-0.004552692641,969.333313,-0.006993534509,
968.666687,-0.0147151323,968.666687,-0.005569022149,968.666687,-0.004101975355,968.666687,-0.004548901692,968.666687,-0.006993432529,
968,-0.01478454191,968,-0.005875332281,968,-0.004155001137,968,-0.004587221891,968,-0.007130045444,
967.333313,-0.01469846629,967.333313,-0.005494749639,967.333313,-0.00409715483,967.333313,-0.004592344631,967.333313,-0.006993330549,
966.666687,-0.014761623,966.666687,-0.005542085506,966.666687,-0.004164538812,966.666687,-0.004525129218,966.666687,-0.007259741891,
966,-0.014697765,966,-0.005507939029,966,-0.004120745696,966,-0.004572211765,966,-0.007002602331,
965.333313,-0.01462163404,965.333313,-0.005650794134,965.333313,-0.004066587426,965.333313,-0.004528817721,965.333313,-0.006972748321,
964.666687,-0.0145510966,964.666687,-0.005445159506,964.666687,-0.003911101259,964.666687,-0.004564014729,964.666687,-0.006956037134,
964,-0.01448735781,964,-0.005550519098,964,-0.004016526043,964,-0.004479783587,964,-0.006927657407,
963.333313,-0.0145815853,963.333313,-0.00561379455,963.333313,-0.004122284241,963.333313,-0.004584660288,963.333313,-0.007068671752,
962.666687,-0.0144917639,962.666687,-0.005706288386,962.666687,-0.00407987088,962.666687,-0.004583840724,962.666687,-0.007039484102,
962,-0.014694212,962,-0.00571752945,962,-0.004283179995,962,-0.004648383707,962,-0.007159888744,
961.333313,-0.01443863381,961.333313,-0.005678746384,961.333313,-0.004101103637,961.333313,-0.004597672261,961.333313,-0.006984414998,
960.666687,-0.01466448139,960.666687,-0.005688046571,960.666687,-0.004071869887,960.666687,-0.004696938209,960.666687,-0.007110640872,
960,-0.01440618094,960,-0.005482736044,960,-0.004160283133,960,-0.004456724506,960,-0.006876599975,
959.333313,-0.01445385721,959.333313,-0.00556973787,959.333313,-0.004049148411,959.333313,-0.004743950907,959.333313,-0.006948394701,
958.666687,-0.0143973669,958.666687,-0.00544229662,958.666687,-0.004089000169,958.666687,-0.004400455859,958.666687,-0.006896066014,
958,-0.01439982094,958,-0.005564371124,958,-0.004013807047,958,-0.004492286127,958,-0.007021043915,
957.333313,-0.01438980363,957.333313,-0.005610063672,957.333313,-0.00400970364,957.333313,-0.004503353499,957.333313,-0.006984313019,
956.666687,-0.01424368192,956.666687,-0.00543974014,956.666687,-0.003895554692,956.666687,-0.004382723011,956.666687,-0.006796842441,
956,-0.01433310471,956,-0.005475630052,956,-0.004052995238,956,-0.004489057697,956,-0.006892397068,
955.333313,-0.01455274876,955.333313,-0.005709813908,955.333313,-0.004088128451,955.333313,-0.004616420716,955.333313,-0.007122711278,
954.666687,-0.01453797892,954.666687,-0.005554097239,954.666687,-0.004024271388,954.666687,-0.004436277784,954.666687,-0.00689912308,
954,-0.01446041744,954,-0.00545073254,954,-0.004020527005,954,-0.004494950175,954,-0.006914766505,
953.333313,-0.0144861564,953.333313,-0.005668935366,953.333313,-0.004031298682,953.333313,-0.00457072584,953.333313,-0.006987370085,
952.666687,-0.01440723334,952.666687,-0.005735462997,952.666687,-0.004059047904,952.666687,-0.004516880028,952.666687,-0.00704900967,
952,-0.01447003242,952,-0.005703375675,952,-0.004145617131,952,-0.004564732313,952,-0.007003417704,
951.333313,-0.01453557611,951.333313,-0.005502264481,951.333313,-0.004056842066,951.333313,-0.004514164757,951.333313,-0.006990681402,
950.666687,-0.01449016202,950.666687,-0.005706697237,950.666687,-0.004214429297,950.666687,-0.004626563285,950.666687,-0.006916346028,
950,-0.01440462843,950,-0.00556835765,950,-0.00407751184,950,-0.004590346478,950,-0.006806118414,
949.333313,-0.01425194927,949.333313,-0.005543210078,949.333313,-0.004131719936,949.333313,-0.004530149978,949.333313,-0.006986554712,
948.666687,-0.01449141372,948.666687,-0.005797434133,948.666687,-0.004271184094,948.666687,-0.004651200958,948.666687,-0.00696373079,
948,-0.01436005253,948,-0.005734236911,948,-0.004228836857,948,-0.0045757466,948,-0.007103968877,
947.333313,-0.01442526188,947.333313,-0.005762643646,947.333313,-0.00409597531,947.333313,-0.004528664052,947.333313,-0.007022724953,
946.666687,-0.01428265963,946.666687,-0.005476396997,946.666687,-0.00378994667,946.666687,-0.004393485375,946.666687,-0.006809431594,
946,-0.01450478286,946,-0.005584304687,946,-0.003977129236,946,-0.004576412495,946,-0.006824517157,
945.333313,-0.01435639616,945.333313,-0.005706339143,945.333313,-0.004038274754,945.333313,-0.004590602592,945.333313,-0.006837258115,
944.666687,-0.0141488295,944.666687,-0.005396535154,944.666687,-0.003845730098,944.666687,-0.004351150244,944.666687,-0.006813712418,
944,-0.01427965332,944,-0.005496539176,944,-0.004010319244,944,-0.004400763195,944,-0.006729253568,
943.333313,-0.01417548861,943.333313,-0.005440507084,943.333313,-0.004027503077,943.333313,-0.004483831581,943.333313,-0.00687960675,
942.666687,-0.01427083649,942.666687,-0.005451294594,942.666687,-0.004128437955,942.666687,-0.004442991223,942.666687,-0.006874918472,
942,-0.01415644679,942,-0.005538353696,942,-0.004032888915,942,-0.004520466551,942,-0.006804079749,
941.333313,-0.01411560364,941.333313,-0.005561253056,941.333313,-0.004065202549,941.333313,-0.004557918292,941.333313,-0.006854330655,
940.666687,-0.01405896898,940.666687,-0.005308527034,940.666687,-0.003849630011,940.666687,-0.004429411143,940.666687,-0.006656096783,
940,-0.01410563104,940,-0.005290012807,940,-0.003967177123,940,-0.004570059944,940,-0.006610361394,
939.333313,-0.01414938085,939.333313,-0.005679717287,939.333313,-0.00404407084,939.333313,-0.004515906796,939.333313,-0.006861465052,
938.666687,-0.0140747577,938.666687,-0.005356496666,938.666687,-0.003818583442,938.666687,-0.004307324532,938.666687,-0.006557685789,
938,-0.01406764053,938,-0.005285767838,938,-0.00404571183,938,-0.004284051247,938,-0.006744240411,
937.333313,-0.01396883838,937.333313,-0.005293542054,937.333313,-0.004035966471,937.333313,-0.004474454559,937.333313,-0.00664691953,
936.666687,-0.0140281925,936.666687,-0.005240041297,936.666687,-0.003969228826,936.666687,-0.004387540277,936.666687,-0.006654618308,
936,-0.01403736509,936,-0.005378331523,936,-0.004048584495,936,-0.004499254283,936,-0.006699533667,
935.333313,-0.01407365501,935.333313,-0.005441887304,935.333313,-0.004200944677,935.333313,-0.004524462856,935.333313,-0.006795109715,
934.666687,-0.01416561753,934.666687,-0.005482940469,934.666687,-0.004099616315,934.666687,-0.004498998169,934.666687,-0.006814120337,
934,-0.01397811342,934,-0.005346678197,934,-0.003939986695,934,-0.004313475452,934,-0.006634836085,
933.333313,-0.01396036614,933.333313,-0.005441529676,933.333313,-0.004095359705,933.333313,-0.004461899865,933.333313,-0.006656912621,
932.666687,-0.01403250359,932.666687,-0.005526954774,932.666687,-0.004008934367,932.666687,-0.004454367328,932.666687,-0.00655707391,
932,-0.01396873873,932,-0.005549343769,932,-0.004032529891,932,-0.004514574539,932,-0.006625556387,
931.333313,-0.01402127463,931.333313,-0.0054758857,931.333313,-0.00401042169,931.333313,-0.00443212688,931.333313,-0.006629176438,
930.666687,-0.01388947107,930.666687,-0.005518878344,930.666687,-0.003981438465,930.666687,-0.004349766299,930.666687,-0.00662815664,
930,-0.01409029495,930,-0.005705368705,930,-0.004007805604,930,-0.004553871229,930,-0.006825027056,
929.333313,-0.0137311928,929.333313,-0.005496181082,929.333313,-0.003822894068,929.333313,-0.00442649005,929.333313,-0.006610769313,
928.666687,-0.01407360472,928.666687,-0.005682629999,928.666687,-0.004212122411,928.666687,-0.00462984154,928.666687,-0.006734503899,
928,-0.01394517533,928,-0.005619467236,928,-0.003987543285,928,-0.004556279164,928,-0.006542488467,
927.333313,-0.01404493395,927.333313,-0.005614100955,927.333313,-0.004087512847,927.333313,-0.004477938637,927.333313,-0.00670799613,
926.666687,-0.01391353831,926.666687,-0.005545101129,926.666687,-0.004110334907,926.666687,-0.004548594356,926.666687,-0.006745565683,
926,-0.01372055802,926,-0.005451754667,926,-0.003978360444,926,-0.004484241363,926,-0.006611993071,
925.333313,-0.01397435367,925.333313,-0.00553073734,925.333313,-0.004197919741,925.333313,-0.004637729842,925.333313,-0.006721760146,
924.666687,-0.01395635586,924.666687,-0.005531197414,924.666687,-0.00407869136,924.666687,-0.004535324872,924.666687,-0.006692753173,
924,-0.01404734049,924,-0.00565748848,924,-0.00406540744,924,-0.004455750808,924,-0.006564519368,
923.333313,-0.01383807138,923.333313,-0.005565495696,923.333313,-0.003940294497,923.333313,-0.004436944146,923.333313,-0.006604089867,
922.666687,-0.01398608461,922.666687,-0.005718346685,922.666687,-0.004352278076,922.666687,-0.004606483039,922.666687,-0.006701980717,
922,-0.01387091726,922,-0.005448073614,922,-0.004198381212,922,-0.004566627555,922,-0.006615970284,
921.333313,-0.01379754953,921.333313,-0.005622175988,921.333313,-0.004106847569,921.333313,-0.00440804055,921.333313,-0.006581092253,
920.666687,-0.01399084646,920.666687,-0.005645632744,920.666687,-0.004149258137,920.666687,-0.00455863541,920.666687,-0.006821306422,
920,-0.01395790931,920,-0.005399602931,920,-0.004119001795,920,-0.004534760956,920,-0.006659308914,
919.333313,-0.01397751179,919.333313,-0.005460241809,919.333313,-0.004110027105,919.333313,-0.00457323622,919.333313,-0.006740162149,
918.666687,-0.01385276485,918.666687,-0.005465916358,918.666687,-0.004160026554,918.666687,-0.004632914905,918.666687,-0.006566355005,
918,-0.01397289988,918,-0.005690141581,918,-0.004270158708,918,-0.004800687544,918,-0.006752803922,
917.333313,-0.01383285597,917.333313,-0.00558634894,917.333313,-0.004220530856,917.333313,-0.004682751372,917.333313,-0.006608475,
916.666687,-0.01407295279,916.666687,-0.005756155122,916.666687,-0.004432793241,916.666687,-0.004704057239,916.666687,-0.006727724336,
916,-0.01393599994,916,-0.005636127666,916,-0.004244730342,916,-0.004745743237,916,-0.006686431821,
915.333313,-0.01397164632,915.333313,-0.005638325121,915.333313,-0.004131771158,915.333313,-0.004597057588,915.333313,-0.006733331829,
914.666687,-0.01388520841,914.666687,-0.005663007498,914.666687,-0.004218684975,914.666687,-0.004696323536,914.666687,-0.006720536854,
914,-0.01381043904,914,-0.005648085847,914,-0.004222017713,914,-0.004674966447,914,-0.006747247651,
913.333313,-0.01384348795,913.333313,-0.00554908812,913.333313,-0.004231194966,913.333313,-0.004613142461,913.333313,-0.006669352762,
912.666687,-0.01392221265,912.666687,-0.005643844139,912.666687,-0.004342692904,912.666687,-0.004817174282,912.666687,-0.006785833277,
912,-0.01383090019,912,-0.005680433009,912,-0.004212839995,912,-0.004429564811,912,-0.006674400065,
911.333313,-0.01382578537,911.333313,-0.00562202232,911.333313,-0.004329109564,911.333313,-0.004689255729,911.333313,-0.006636773236,
910.666687,-0.01379358768,910.666687,-0.005638733972,910.666687,-0.004146283958,910.666687,-0.004666515626,910.666687,-0.006861312315,
910,-0.01399124786,910,-0.005742053967,910,-0.004232271574,910,-0.004681573249,910,-0.006791133899,
909.333313,-0.01389197819,909.333313,-0.005462082103,909.333313,-0.004073767923,909.333313,-0.004450985231,909.333313,-0.006645186339,
908.666687,-0.01392261311,908.666687,-0.005848057102,908.666687,-0.004367859568,908.666687,-0.004765407182,908.666687,-0.006718803663,
908,-0.01399360411,908,-0.005796054844,908,-0.004192125518,908,-0.004700574558,908,-0.006784762722,
907.333313,-0.01385587361,907.333313,-0.005565597676,907.333313,-0.004163667094,907.333313,-0.004634246696,907.333313,-0.006632643286,
906.666687,-0.0139018558,906.666687,-0.005639142822,906.666687,-0.004301993176,906.666687,-0.004562478047,906.666687,-0.00686518522,
906,-0.01396397594,906,-0.005832068622,906,-0.004434740636,906,-0.004780871794,906,-0.006969793234,
905.333313,-0.01380833238,905.333313,-0.005375570152,905.333313,-0.004196176305,905.333313,-0.004619135521,905.333313,-0.006653598975,
904.666687,-0.01389252953,904.666687,-0.005747674033,904.666687,-0.004178076051,904.666687,-0.004770630505,904.666687,-0.006710035261,
904,-0.01379449107,904,-0.005631630309,904,-0.004228426609,904,-0.004675120115,904,-0.006671749055,
903.333313,-0.01376414672,903.333313,-0.005641135853,903.333313,-0.004175358452,903.333313,-0.004621081986,903.333313,-0.006707078312,
902.666687,-0.01360441837,902.666687,-0.005658050999,902.666687,-0.004267133772,902.666687,-0.004621133208,902.666687,-0.006691019982,
902,-0.01395590417,902,-0.005825479049,902,-0.004406554159,902,-0.00479607936,902,-0.006946305744,
901.333313,-0.01377166994,901.333313,-0.005700412206,901.333313,-0.004267748911,901.333313,-0.004675478674,901.333313,-0.006692855153,
900.666687,-0.01385436952,900.666687,-0.005826347508,900.666687,-0.004200483207,900.666687,-0.004727051593,900.666687,-0.006772326306,
900,-0.01377136912,900,-0.005674965214,900,-0.004412960261,900,-0.004817993846,900,-0.006693670992,
899.333313,-0.01985729113,899.333313,-0.005491171498,899.333313,-0.007118891925,899.333313,-0.00166180206,899.333313,-0.005008111708,
898.666626,-0.01619864441,898.666626,-0.003842394566,898.666626,-0.007980793715,898.666626,-0.0006332783378,898.666626,-0.00290548522,
898,-0.01737299375,898,-0.006333448924,898,-0.003201653715,898,-0.002857038518,898,-0.01152016036,
897.333313,-0.0260458421,897.333313,-0.009171563201,897.333313,-0.01293652318,897.333313,-0.01080466248,897.333313,-0.01156880986,
896.666626,-0.02667870373,896.666626,-0.01618168689,896.666626,-0.01029861253,896.666626,-0.01822398789,896.666626,-0.01655322127,
896,-0.01846692897,896,-0.006120633334,896,-0.004199970514,896,-0.009424280375,896,-0.01061075088,
895.333313,-0.02015349455,895.333313,-0.00450494187,895.333313,-0.009355782531,895.333313,-0.005096078385,895.333313,-0.00973497238,
894.666626,-0.01540573407,894.666626,-0.01170096733,894.666626,-0.007207501214,894.666626,-0.007774021942,894.666626,-0.01294526644,
894,-0.019063605,894,-0.003091558814,894,-0.001364426455,894,-0.003078913083,894,-0.005367081612,
893.333313,-0.02263731509,893.333313,-0.01097910386,893.333313,-0.009777342901,893.333313,-0.01361635979,893.333313,-0.01198717114,
892.666626,-0.02141090482,892.666626,-0.01284565683,892.666626,-0.009105509147,892.666626,-0.009351829998,892.666626,-0.01714227907,
892,-0.02149324678,892,-0.01078966353,892,-0.005985592026,892,-0.007998989895,892,-0.01426006481,
891.333313,-0.01519051939,891.333313,-0.009710367769,891.333313,-0.005649261177,891.333313,-0.008499653079,891.333313,-0.009584996849,
890.666626,-0.01593786292,890.666626,-0.005349592771,890.666626,-0.004701752216,890.666626,-0.008294398896,890.666626,-0.00944393687,
890,-0.02135708742,890,-0.01081582252,890,-0.01036605239,890,-0.01154113282,890,-0.01524665765,
889.333313,-0.0188862849,889.333313,-0.01010457519,889.333313,-0.006945949048,889.333313,-0.005807395559,889.333313,-0.01135440916,
888.666626,-0.01928517967,888.666626,-0.009343013167,888.666626,-0.005556090735,888.666626,-0.009881353006,888.666626,-0.013348951,
888,-0.02009343915,888,-0.01208325196,888,-0.008239234798,888,-0.009098664857,888,-0.008738251403,
887.333313,-0.0141918743,887.333313,-0.009744691662,887.333313,-0.005586451385,887.333313,-0.005075405817,887.333313,-0.01359849703,
886.666626,-0.01650956273,886.666626,-0.008010375313,886.666626,-0.006498679053,886.666626,-0.01282218378,886.666626,-0.009525489062,
886,-0.0200864207,886,-0.004898934625,886,-0.00353218196,886,-0.004934920464,886,-0.008985237218,
885.333313,-0.0181977246,885.333313,-0.00990017876,885.333313,-0.006088880822,885.333313,-0.009079905227,885.333313,-0.009809636511,
884.666626,-0.01404147595,884.666626,-0.01015930064,884.666626,-0.007641325239,884.666626,-0.005304537714,884.666626,-0.009196552448,
884,-0.01622916758,884,-0.004257803317,884,-0.006923326757,884,-0.005555170588,884,-0.008969617076,
883.333313,-0.02028187923,883.333313,-0.006183825433,883.333313,-0.008466348052,883.333313,-0.01144709997,883.333313,-0.01402909495,
882.666626,-0.01670952886,882.666626,-0.01048604306,882.666626,-0.005586809013,882.666626,-0.004467075691,882.666626,-0.008067398332,
882,-0.01897302084,882,-0.01207957603,882,-0.01020461321,882,-0.006659920793,882,-0.01242138073,
881.333313,-0.01563697308,881.333313,-0.00643084012,881.333313,-0.007952430286,881.333313,-0.006948343944,881.333313,-0.006659768056,
880.666626,-0.01663464494,880.666626,-0.007644122932,880.666626,-0.00722053647,880.666626,-0.008050779812,880.666626,-0.009483043104,
880,-0.01942189224,880,-0.009016576223,880,-0.008692226373,880,-0.009312356822,880,-0.009153821506,
879.333313,-0.01556025632,879.333313,-0.008680555038,879.333313,-0.005707156844,879.333313,-0.006169840693,879.333313,-0.01102614868,
878.666626,-0.01890338585,878.666626,-0.008683041669,878.666626,-0.007150467485,878.666626,-0.007966002449,878.666626,-0.01256384142,
878,-0.01699971966,878,-0.01112582348,878,-0.006268288475,878,-0.00753677683,878,-0.009447583929,
877.333313,-0.0168411769,877.333313,-0.009759726934,877.333313,-0.007658213377,877.333313,-0.008212462068,877.333313,-0.0112442933,
876.666626,-0.0171514377,876.666626,-0.008247870021,876.666626,-0.006500566378,876.666626,-0.008068821393,876.666626,-0.008920777589,
876,-0.02011390403,876,-0.008601584472,876,-0.005884066224,876,-0.008464063518,876,-0.01250368357,
875.333313,-0.02375837974,875.333313,-0.01041194983,875.333313,-0.007050894666,875.333313,-0.007106617559,875.333313,-0.01121215615,
874.666626,-0.01806330867,874.666626,-0.0069555277,874.666626,-0.007660553325,874.666626,-0.006146717817,874.666626,-0.009147686884,
874,-0.0157041885,874,-0.00839043688,874,-0.00557893794,874,-0.004226529505,874,-0.009242371656,
873.333313,-0.01605966687,873.333313,-0.006925925147,873.333313,-0.005787932314,873.333313,-0.007291561924,873.333313,-0.007275728509,
872.666626,-0.0137607865,872.666626,-0.00937316101,872.666626,-0.00529512763,872.666626,-0.007601798046,872.666626,-0.01143812481,
872,-0.01809707843,872,-0.009825479239,872,-0.008542297408,872,-0.009313776158,872,-0.01012829691,
871.333313,-0.01842599362,871.333313,-0.005436876789,871.333313,-0.004033555742,871.333313,-0.006545956712,871.333313,-0.009496719576,
870.666626,-0.01909833774,870.666626,-0.008069735952,870.666626,-0.003541528014,870.666626,-0.008660712279,870.666626,-0.01136933733,
870,-0.01750777289,870,-0.00918023102,870,-0.007714672014,870,-0.008572601713,870,-0.01033981517,
869.333313,-0.01753939688,869.333313,-0.006346204318,869.333313,-0.00743713975,869.333313,-0.007034135517,869.333313,-0.009173184633,
868.666626,-0.01819136925,868.666626,-0.006565182004,868.666626,-0.008462388068,868.666626,-0.006744291168,868.666626,-0.009590770118,
868,-0.0184790846,868,-0.00841278024,868,-0.008081322536,868,-0.007247980684,868,-0.01190159656,
