FeCl3 0 uM,,FeCl3 5 uM,,FeCl3 20 uM,,FeCl3 50 uM,,FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
368.6666565,0.2045681477,368.6666565,0.2259345353,368.6666565,0.2616561353,368.6666565,0.3406936228,368.6666565,0.5217697024,
368,0.2037790418,368,0.225203231,368,0.2615709901,368,0.3422747254,368,0.5269781947,
367.3333435,0.2029978931,367.3333435,0.2245371342,367.3333435,0.2615047097,367.3333435,0.343760252,367.3333435,0.5320050716,
366.6666565,0.2020374089,366.6666565,0.2238414735,366.6666565,0.2613422573,366.6666565,0.3451552093,366.6666565,0.5367211103,
366,0.201289475,366,0.2231672108,366,0.2612398565,366,0.3465267718,366,0.5413509011,
365.3333435,0.200540185,365.3333435,0.2224270701,365.3333435,0.2609056234,365.3333435,0.3477231562,365.3333435,0.5457545519,
364.6666565,0.1999646574,364.6666565,0.2219314873,364.6666565,0.2610894442,364.6666565,0.3492430449,364.6666565,0.5504429936,
364,0.199464187,364,0.2214311361,364,0.261061281,364,0.3505395651,364,0.554849565,
363.3333435,0.1986272335,363.3333435,0.2208247334,363.3333435,0.2608695328,363.3333435,0.3519141972,363.3333435,0.5590713024,
362.6666565,0.1979743987,362.6666565,0.2202578038,362.6666565,0.2606551647,362.6666565,0.3531429172,362.6666565,0.5633050203,
362,0.1972667575,362,0.2195867598,362,0.2603647411,362,0.3543094099,362,0.5672501326,
361.3333435,0.1965467632,361.3333435,0.2189206481,361.3333435,0.2601403892,361.3333435,0.355374068,361.3333435,0.5711631179,
360.6666565,0.1959087551,360.6666565,0.2183981538,360.6666565,0.2600517571,360.6666565,0.3565252721,360.6666565,0.5747644305,
360,0.195276171,360,0.2177764773,360,0.2597947717,360,0.3575621247,360,0.578276515,
359.3333435,0.1944771409,359.3333435,0.2171285003,359.3333435,0.2594868243,359.3333435,0.3586330712,359.3333435,0.5819028616,
358.6666565,0.1937197447,358.6666565,0.2164268196,358.6666565,0.2591817081,358.6666565,0.3596421182,358.6666565,0.5852696896,
358,0.1927980185,358,0.2155762166,358,0.258598268,358,0.3603927493,358,0.5881091952,
357.3333435,0.1921416223,357.3333435,0.2146803439,357.3333435,0.2581953108,357.3333435,0.361194849,357.3333435,0.5909837484,
356.6666565,0.1912421733,356.6666565,0.2138525397,356.6666565,0.2576771379,356.6666565,0.3617250025,356.6666565,0.5937365294,
356,0.1904178262,356,0.2131323665,356,0.2572532296,356,0.3627658486,356,0.5965876579,
355.3333435,0.1896133423,355.3333435,0.2123548687,355.3333435,0.2566879094,355.3333435,0.3634079993,355.3333435,0.5990316272,
354.6666565,0.1889186651,354.6666565,0.2113349587,354.6666565,0.2559708059,354.6666565,0.3639092445,354.6666565,0.6013134718,
354,0.1879771352,354,0.2104196697,354,0.2554579675,354,0.3645260632,354,0.6035983562,
353.3333435,0.1870434582,353.3333435,0.2096981108,353.3333435,0.2547480166,353.3333435,0.3649568856,353.3333435,0.605471313,
352.6666565,0.1861558855,352.6666565,0.2086839527,352.6666565,0.2540737987,352.6666565,0.3653327525,352.6666565,0.6072692275,
352,0.1854775846,352,0.2077342123,352,0.2534337342,352,0.3656154871,352,0.6087915301,
351.3333435,0.1845592707,351.3333435,0.2068858892,351.3333435,0.2527882755,351.3333435,0.3659718931,351.3333435,0.6105442643,
350.6666565,0.183734417,350.6666565,0.2061004788,350.6666565,0.2521812022,350.6666565,0.3664179146,350.6666565,0.6120712757,
350,0.1829680353,350,0.2052595466,350,0.2515293658,350,0.3665997982,350,0.6132619977,
349.3333435,0.1820217073,349.3333435,0.2043192089,349.3333435,0.250723213,349.3333435,0.3666805029,349.3333435,0.6143370271,
348.6666565,0.1813227981,348.6666565,0.203565672,348.6666565,0.2501085997,348.6666565,0.3668574989,348.6666565,0.615388155,
348,0.1805374324,348,0.2027969211,348,0.2493405342,348,0.3668226004,348,0.6162824631,
347.3333435,0.1800117791,347.3333435,0.2019333541,347.3333435,0.2489046603,347.3333435,0.3668967187,347.3333435,0.6170198321,
346.6666565,0.1793547422,346.6666565,0.2012446672,346.6666565,0.2483206689,346.6666565,0.3670488894,346.6666565,0.6177404523,
346,0.1785711795,346,0.2005500495,346,0.2477257401,346,0.3670007288,346,0.6182724237,
345.3333435,0.1778787225,345.3333435,0.199854359,345.3333435,0.2471445203,345.3333435,0.366773665,345.3333435,0.6186103225,
344.6666565,0.1770746112,344.6666565,0.1990054548,344.6666565,0.246483162,344.6666565,0.3667785525,344.6666565,0.6189724803,
344,0.1766390055,344,0.1984669864,344,0.2459779978,344,0.3667291701,344,0.619212985,
343.3333435,0.1758971065,343.3333435,0.1978391707,343.3333435,0.2454844266,343.3333435,0.3664544523,343.3333435,0.6191205978,
342.6666565,0.1753203571,342.6666565,0.197095409,342.6666565,0.245012939,342.6666565,0.3663783073,342.6666565,0.619113028,
342,0.1745966226,342,0.1963530332,342,0.2445309758,342,0.3660044968,342,0.6188174486,
341.3333435,0.1739971638,341.3333435,0.1958584338,341.3333435,0.2439836562,341.3333435,0.365578413,341.3333435,0.6184055209,
340.6666565,0.1735909581,340.6666565,0.1955689192,340.6666565,0.2436558753,340.6666565,0.3654108047,340.6666565,0.6181681156,
340,0.1729343385,340,0.1949478686,340,0.2431646138,340,0.3651053011,340,0.6175000668,
339.3333435,0.1721960157,339.3333435,0.1942688972,339.3333435,0.2426746488,339.3333435,0.3644870818,339.3333435,0.6167328954,
338.6666565,0.1715892255,338.6666565,0.1938060373,338.6666565,0.242066741,338.6666565,0.3638599813,338.6666565,0.6155759096,
338,0.1710788161,338,0.1933222562,338,0.2416702509,338,0.3632107675,338,0.6144128442,
337.3333435,0.1704682112,337.3333435,0.1926918626,337.3333435,0.2411666214,337.3333435,0.3624809682,337.3333435,0.6132095456,
336.6666565,0.1699243933,336.6666565,0.1922800839,336.6666565,0.2408514023,336.6666565,0.3618037403,336.6666565,0.61185956,
336,0.1693407595,336,0.1919478625,336,0.2405341715,336,0.3612955511,336,0.6106362939,
335.3333435,0.1689462513,335.3333435,0.1914032847,335.3333435,0.240043819,335.3333435,0.3602068126,335.3333435,0.6088303924,
334.6666565,0.1683645397,334.6666565,0.1908778101,334.6666565,0.2397471368,334.6666565,0.3591428399,334.6666565,0.6069089174,
334,0.1678959727,334,0.1906644255,334,0.2393015921,334,0.3582749665,334,0.60499084,
333.3333435,0.1673927307,333.3333435,0.1903375238,333.3333435,0.2389922142,333.3333435,0.357193917,333.3333435,0.6028074622,
332.6666565,0.1670247316,332.6666565,0.1900028586,332.6666565,0.238647446,332.6666565,0.3561972678,332.6666565,0.6006353498,
332,0.1663531661,332,0.1896304041,332,0.2381230742,332,0.3549008965,332,0.5980818868,
331.3333435,0.1659456193,331.3333435,0.1892116666,331.3333435,0.237899363,331.3333435,0.3535435498,331.3333435,0.5955233574,
330.6666565,0.1654572934,330.6666565,0.188801378,330.6666565,0.2373345345,330.6666565,0.3520541191,330.6666565,0.5926136971,
330,0.1650490761,330,0.1886063069,330,0.2369267195,330,0.3507101238,330,0.5898746252,
329.3333435,0.1643338054,329.3333435,0.1879267693,329.3333435,0.2361646891,329.3333435,0.3491561413,329.3333435,0.5867408514,
328.6666565,0.1637941301,328.6666565,0.187716186,328.6666565,0.2358323038,328.6666565,0.3476186693,328.6666565,0.5836257935,
328,0.163370952,328,0.1872200072,328,0.2353079468,328,0.3459021747,328,0.5802631974,
327.3333435,0.1629570723,327.3333435,0.1867840141,327.3333435,0.2347143888,327.3333435,0.3441314995,327.3333435,0.5768811703,
326.6666565,0.1624906808,326.6666565,0.1864859164,326.6666565,0.2342291921,326.6666565,0.3423596025,326.6666565,0.573574841,
326,0.1617319286,326,0.185996592,326,0.2333737016,326,0.3404790759,326,0.5698703527,
325.3333435,0.1611788571,325.3333435,0.1854548454,325.3333435,0.2328177392,325.3333435,0.3388510346,325.3333435,0.5663641095,
324.6666565,0.1608336121,324.6666565,0.1851066351,324.6666565,0.2325132042,324.6666565,0.3369813263,324.6666565,0.5627300143,
324,0.1603331268,324,0.1844696403,324,0.2315900326,324,0.3349175453,324,0.5589841008,
323.3333435,0.1598383039,323.3333435,0.1842697859,323.3333435,0.2311045676,323.3333435,0.3333001733,323.3333435,0.5553028584,
322.6666565,0.1592568159,322.6666565,0.183717072,322.6666565,0.230300501,322.6666565,0.3311796784,322.6666565,0.551518321,
322,0.1587061733,322,0.1833106279,322,0.2298529893,322,0.3295505345,322,0.5478127599,
321.3333435,0.1583610177,321.3333435,0.1826824099,321.3333435,0.2291271687,321.3333435,0.3275505006,321.3333435,0.5439737439,
320.6666565,0.1579062343,320.6666565,0.1822648793,320.6666565,0.2282785028,320.6666565,0.3255501091,320.6666565,0.5402547717,
320,0.1575536728,320,0.1819544137,320,0.2277355343,320,0.3236286342,320,0.5366744399,
319.3333435,0.1568778604,319.3333435,0.1814084053,319.3333435,0.2267884016,319.3333435,0.3213669956,319.3333435,0.5330597162,
318.6666565,0.1564825922,318.6666565,0.1808315963,318.6666565,0.2261561304,318.6666565,0.3195709884,318.6666565,0.5292651057,
318,0.1560874581,318,0.1803933829,318,0.2254123688,318,0.3176806271,318,0.5257690549,
317.3333435,0.1555625647,317.3333435,0.1799183488,317.3333435,0.2245840281,317.3333435,0.3159863651,317.3333435,0.521944046,
316.6666565,0.15500848,316.6666565,0.1794394106,316.6666565,0.2237336934,316.6666565,0.3137915432,316.6666565,0.5183346868,
316,0.154477492,316,0.1787279099,316,0.2228250802,316,0.3121014237,316,0.5148020983,
315.3333435,0.1541228294,315.3333435,0.1782735437,315.3333435,0.2220883667,315.3333435,0.3102041781,315.3333435,0.5113043189,
314.6666565,0.1538659483,314.6666565,0.1777641922,314.6666565,0.2212190777,314.6666565,0.308422178,314.6666565,0.5078899264,
314,0.1532105803,314,0.1772037596,314,0.2204378694,314,0.3067049682,314,0.5044407248,
313.3333435,0.1530162841,313.3333435,0.1767204255,313.3333435,0.2194278985,313.3333435,0.3050781786,313.3333435,0.5010001063,
312.6666565,0.1525231749,312.6666565,0.1761421114,312.6666565,0.2185628861,312.6666565,0.3033939898,312.6666565,0.4975474179,
312,0.1521183997,312,0.1756011546,312,0.2178834677,312,0.3017021418,312,0.4945678711,
311.3333435,0.1515829712,311.3333435,0.1748612523,311.3333435,0.2169491202,311.3333435,0.2998459339,311.3333435,0.4912595153,
310.6666565,0.1511277109,310.6666565,0.1743232757,310.6666565,0.2159989923,310.6666565,0.2984541357,310.6666565,0.4880670309,
310,0.151012212,310,0.1738087088,310,0.2152803093,310,0.2969857156,310,0.4851293266,
309.3333435,0.1503183842,309.3333435,0.1732016355,309.3333435,0.2142305225,309.3333435,0.295078218,309.3333435,0.4820280373,
308.6666565,0.150182724,308.6666565,0.1726555079,308.6666565,0.2134110332,308.6666565,0.2936347425,308.6666565,0.4790342152,
308,0.1496140957,308,0.171836704,308,0.2124392688,308,0.2921510637,308,0.4759109318,
307.3333435,0.1495092958,307.3333435,0.1713428497,307.3333435,0.2117902189,307.3333435,0.2909375727,307.3333435,0.4734095931,
306.6666565,0.1492201984,306.6666565,0.170904085,306.6666565,0.2109008431,306.6666565,0.2894448042,306.6666565,0.4704488814,
306,0.1487123519,306,0.1703153104,306,0.2099485993,306,0.2878063321,306,0.4674808085,
305.3333435,0.148742035,305.3333435,0.1698276997,305.3333435,0.2090750039,305.3333435,0.286650449,305.3333435,0.4651934803,
304.6666565,0.1484241188,304.6666565,0.1692123711,304.6666565,0.2082997561,304.6666565,0.2852979004,304.6666565,0.4625011086,
304,0.1480106562,304,0.1687269509,304,0.207558006,304,0.2839885652,304,0.4597204924,
303.3333435,0.1480064988,303.3333435,0.1682448238,303.3333435,0.2068407983,303.3333435,0.2827452123,303.3333435,0.4570731521,
302.6666565,0.1478734165,302.6666565,0.1676619202,302.6666565,0.2059075534,302.6666565,0.2814801931,302.6666565,0.4547154307,
302,0.1476495564,302,0.1670970023,302,0.2052782327,302,0.2802409232,302,0.4521152675,
301.3333435,0.1476274431,301.3333435,0.1669745892,301.3333435,0.204675287,301.3333435,0.278947264,301.3333435,0.4497189522,
300.6666565,0.1475095302,300.6666565,0.1664334089,300.6666565,0.2039347589,300.6666565,0.2778966725,300.6666565,0.4472954571,
300,0.1475842446,300,0.1660232395,300,0.2031936347,300,0.2768958211,300,0.4449118972,

FeCl3 0 uM,
FeCl3 0 uM
Collection Time: 2024-09-10 10:04:40 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-10 9:41:43 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-10 9:44:28 AM, Old:800.000, New:1400.000
X Stop nm Changed: 2024-09-10 9:44:28 AM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-10 9:44:28 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-10 9:44:28 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-10 9:44:28 AM, Old:0, New:2
Sipper Type Changed: 2024-09-10 9:44:28 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 300.000
<SBW (nm)> , 2.00
<Energy> , 52.48
<Slit Height> , Full

FeCl3 5 uM,
FeCl3 5 uM
Collection Time: 2024-09-10 10:11:15 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-10 9:41:43 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-10 9:44:28 AM, Old:800.000, New:1400.000
X Stop nm Changed: 2024-09-10 9:44:28 AM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-10 9:44:28 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-10 9:44:28 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-10 9:44:28 AM, Old:0, New:2
Sipper Type Changed: 2024-09-10 9:44:28 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 298.667
<SBW (nm)> , 2.00
<Energy> , 52.48
<Slit Height> , Full

FeCl3 20 uM,
FeCl3 20 uM
Collection Time: 2024-09-10 10:18:19 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-10 9:41:43 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-10 9:44:28 AM, Old:800.000, New:1400.000
X Stop nm Changed: 2024-09-10 9:44:28 AM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-10 9:44:28 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-10 9:44:28 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-10 9:44:28 AM, Old:0, New:2
Sipper Type Changed: 2024-09-10 9:44:28 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 300.000
<SBW (nm)> , 2.00
<Energy> , 57.54
<Slit Height> , Full

FeCl3 50 uM,
FeCl3 50 uM
Collection Time: 2024-09-10 10:24:32 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-10 9:41:43 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-10 9:41:43 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-10 9:44:28 AM, Old:800.000, New:1400.000
X Stop nm Changed: 2024-09-10 9:44:28 AM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-10 9:44:28 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-10 9:44:28 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-10 9:44:28 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-10 9:44:28 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-10 9:44:28 AM, Old:0, New:2
Sipper Type Changed: 2024-09-10 9:44:28 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 300.000
<SBW (nm)> , 2.00
<Energy> , 63.10
<Slit Height> , Full

FeCl3 100 uM,
FeCl3 100 uM
Collection Time: 2024-09-10 10:30:36 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-10 9:41:43 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-10 9:41:43 AM, Old:Choice 0, New:Choice 1
