t=4hrs FeCl3 0 uM,,t=4hrs FeCl3 5 uM,,t=4hrs FeCl3 20 uM,,t=4hrs FeCl3 50 uM,,t=4hrs FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1600,0.002230357379,1600,0.007690408733,1600,0.082478486,1600,0.1441881359,1600,0.07253514975,
1599.333374,0.002200046089,1599.333374,0.007673677988,1599.333374,0.08238265663,1599.333374,0.144138217,1599.333374,0.07254509628,
1598.666626,0.002194946632,1598.666626,0.007653048262,1598.666626,0.08232720941,1598.666626,0.1441257596,1598.666626,0.07259257883,
1598,0.002193567809,1598,0.007636766881,1598,0.08225505799,1598,0.1440955698,1598,0.07256608456,
1597.333374,0.00226277858,1597.333374,0.007643379271,1597.333374,0.08222321421,1597.333374,0.1440455765,1597.333374,0.07263994217,
1596.666626,0.002167083323,1596.666626,0.007631813642,1596.666626,0.08211571723,1596.666626,0.1440097392,1596.666626,0.07258486748,
1596,0.00214921101,1596,0.007656183559,1596,0.08207827806,1596,0.1439982951,1596,0.07273324579,
1595.333374,0.00224391371,1595.333374,0.007586292457,1595.333374,0.08201167732,1595.333374,0.1440464109,1595.333374,0.07276336104,
1594.666626,0.002214433858,1594.666626,0.007669857703,1594.666626,0.08197215945,1594.666626,0.1440184265,1594.666626,0.07279700041,
1594,0.002146193292,1594,0.00753411185,1594,0.08185946941,1594,0.1438893676,1594,0.0727186501,
1593.333374,0.002130767098,1593.333374,0.007537430618,1593.333374,0.08179933578,1593.333374,0.1438797116,1593.333374,0.07276180387,
1592.666626,0.002206003992,1592.666626,0.007520652842,1592.666626,0.08181411773,1592.666626,0.1438947469,1592.666626,0.07286342978,
1592,0.002177229384,1592,0.007502084598,1592,0.08172602952,1592,0.1438391805,1592,0.07284637541,
1591.333374,0.002187271602,1591.333374,0.007481937297,1591.333374,0.08166722953,1591.333374,0.1438376755,1591.333374,0.07293722034,
1590.666626,0.002115445677,1590.666626,0.007422132883,1590.666626,0.08157179505,1590.666626,0.1437817663,1590.666626,0.07288853824,
1590,0.002171063563,1590,0.007435457315,1590,0.08159225434,1590,0.1437730044,1590,0.07298835367,
1589.333374,0.002210609149,1589.333374,0.007458156906,1589.333374,0.08147588372,1589.333374,0.1437129974,1589.333374,0.07301411033,
1588.666626,0.002226922894,1588.666626,0.007482859306,1588.666626,0.0814210549,1588.666626,0.1437191218,1588.666626,0.07304979116,
1588,0.002252630424,1588,0.007410494145,1588,0.08131752908,1588,0.1437054276,1588,0.07306547463,
1587.333374,0.002173899207,1587.333374,0.007390930317,1587.333374,0.08117195964,1587.333374,0.1435646713,1587.333374,0.07305891812,
1586.666626,0.002242690651,1586.666626,0.007467031479,1586.666626,0.08116415888,1586.666626,0.1436327696,1586.666626,0.07313616574,
1586,0.002232803265,1586,0.007401357405,1586,0.08101517707,1586,0.143560648,1586,0.0731536597,
1585.333374,0.002216307214,1585.333374,0.007435773034,1585.333374,0.08094330877,1585.333374,0.1435338408,1585.333374,0.07317905873,
1584.666626,0.002211649902,1584.666626,0.007472983096,1584.666626,0.08084557205,1584.666626,0.1435318291,1584.666626,0.07322173566,
1584,0.002259187633,1584,0.007431296632,1584,0.08073087037,1584,0.1434816122,1584,0.07321064919,
1583.333374,0.002229290549,1583.333374,0.007446385454,1583.333374,0.08061560243,1583.333374,0.1434393525,1583.333374,0.0732364729,
1582.666626,0.002236055676,1582.666626,0.007490180433,1582.666626,0.08054471016,1582.666626,0.1434186101,1582.666626,0.0732364133,
1582,0.002277142601,1582,0.007434193045,1582,0.08041300625,1582,0.1433451176,1582,0.07330588251,
1581.333374,0.002296789549,1581.333374,0.007474299986,1581.333374,0.08041677624,1581.333374,0.1433857977,1581.333374,0.07333382964,
1580.666626,0.002320237225,1580.666626,0.007506008726,1580.666626,0.08030997217,1580.666626,0.1434058994,1580.666626,0.07339068502,
1580,0.002339235507,1580,0.007523813285,1580,0.08025422692,1580,0.1433277875,1580,0.07348020375,
1579.333374,0.002355528064,1579.333374,0.007501821499,1579.333374,0.08017937839,1579.333374,0.1433336586,1579.333374,0.07347146422,
1578.666626,0.002354669152,1578.666626,0.00752447173,1578.666626,0.0801230222,1578.666626,0.1433247328,1578.666626,0.07355936617,
1578,0.002350999508,1578,0.007522048429,1578,0.08009348065,1578,0.1433007866,1578,0.07359944284,
1577.333374,0.002358833561,1577.333374,0.007478513755,1577.333374,0.08002092689,1577.333374,0.1432110071,1577.333374,0.07359754294,
1576.666626,0.002377547324,1576.666626,0.007525762077,1576.666626,0.08000900596,1576.666626,0.1431956291,1576.666626,0.0736463666,
1576,0.002438405063,1576,0.007536508609,1576,0.07999303937,1576,0.1431891918,1576,0.07373078167,
1575.333374,0.002448219107,1575.333374,0.007538668346,1575.333374,0.08001582325,1575.333374,0.1431787461,1575.333374,0.07376814634,
1574.666626,0.002475579968,1574.666626,0.007589848246,1574.666626,0.07990824431,1574.666626,0.1431371719,1574.666626,0.07384803891,
1574,0.002463135868,1574,0.007597988471,1574,0.07992937416,1574,0.1431129873,1574,0.07384976,
1573.333374,0.002429476241,1573.333374,0.007566220127,1573.333374,0.07984069735,1573.333374,0.1430192888,1573.333374,0.07388173044,
1572.666626,0.002443663543,1572.666626,0.007566509768,1572.666626,0.07976967841,1572.666626,0.1430510581,1572.666626,0.07392153144,
1572,0.002503749682,1572,0.00756324362,1572,0.07981064916,1572,0.1430333108,1572,0.07397548854,
1571.333374,0.00252088136,1571.333374,0.007544173393,1571.333374,0.07978405058,1571.333374,0.1430320144,1571.333374,0.07402478158,
1570.666626,0.002504791133,1570.666626,0.007536482066,1570.666626,0.07968694717,1570.666626,0.1429509968,1570.666626,0.07401946932,
1570,0.00251856423,1570,0.007511302829,1570,0.07967171073,1570,0.1429053098,1570,0.07406484336,
1569.333374,0.002483286196,1569.333374,0.007536060642,1569.333374,0.0795834586,1569.333374,0.1429023892,1569.333374,0.07412628084,
1568.666626,0.002591654891,1568.666626,0.007576387841,1568.666626,0.07961101085,1568.666626,0.1428676099,1568.666626,0.07417429984,
1568,0.002527338685,1568,0.007529054768,1568,0.07948814332,1568,0.1427923292,1568,0.07411936671,
1567.333374,0.002595378784,1567.333374,0.00754994154,1567.333374,0.07955399156,1567.333374,0.1428572088,1567.333374,0.07426074892,
1566.666626,0.002610977739,1566.666626,0.00755328685,1566.666626,0.07947288454,1566.666626,0.1428176463,1566.666626,0.07425522059,
1566,0.002635666169,1566,0.007567642257,1566,0.07946486026,1566,0.1427650005,1566,0.07432003319,
1565.333374,0.002670565853,1565.333374,0.00752096856,1565.333374,0.07939499617,1565.333374,0.142730087,1565.333374,0.07429487258,
1564.666626,0.002641968895,1564.666626,0.007556579541,1564.666626,0.07937709242,1564.666626,0.142701894,1564.666626,0.07433385402,
1564,0.002645432716,1564,0.007564165629,1564,0.0793517977,1564,0.1426704675,1564,0.07438632101,
1563.333374,0.002711407375,1563.333374,0.007559055462,1563.333374,0.07927585393,1563.333374,0.1426525712,1563.333374,0.07442420721,
1562.666626,0.002678197343,1562.666626,0.00755289197,1562.666626,0.07924214751,1562.666626,0.1425985992,1562.666626,0.07443913817,
1562,0.002710599918,1562,0.007529660594,1562,0.0792381987,1562,0.1425965875,1562,0.07451230288,
1561.333374,0.002737247851,1561.333374,0.007533137221,1561.333374,0.0791939646,1561.333374,0.1425478905,1561.333374,0.07452563941,
1560.666626,0.002800735412,1560.666626,0.007558871061,1560.666626,0.07916504145,1560.666626,0.1425328255,1560.666626,0.07457945496,
1560,0.002776558511,1560,0.007521574385,1560,0.07907183468,1560,0.1424506009,1560,0.0745306462,
1559.333374,0.002730214503,1559.333374,0.007476275321,1559.333374,0.07904683799,1559.333374,0.1423987895,1559.333374,0.074504897,
1558.666626,0.002817071276,1558.666626,0.007514647674,1558.666626,0.07902475446,1558.666626,0.1423877627,1558.666626,0.07468144596,
1558,0.002846956719,1558,0.007531846408,1558,0.07899507135,1558,0.1424362957,1558,0.07470782846,
1557.333374,0.002855868079,1557.333374,0.007523023058,1557.333374,0.07898610085,1557.333374,0.1423577219,1557.333374,0.07471108437,
1556.666626,0.002838358283,1556.666626,0.007497422863,1556.666626,0.07894812524,1556.666626,0.1423090845,1556.666626,0.07472516596,
1556,0.002880544635,1556,0.007501689717,1556,0.07888672501,1556,0.1423473805,1556,0.07472919673,
1555.333374,0.002851646859,1555.333374,0.00752046844,1555.333374,0.07890072465,1555.333374,0.1422819197,1555.333374,0.07480114698,
1554.666626,0.002893521683,1554.666626,0.007542408537,1554.666626,0.07880391181,1554.666626,0.1422790438,1554.666626,0.07480016351,
1554,0.002834554296,1554,0.007477670908,1554,0.07876818627,1554,0.1422198862,1554,0.07482805848,
1553.333374,0.002925080247,1553.333374,0.00749684358,1553.333374,0.0788018927,1553.333374,0.1422309577,1553.333374,0.0748827979,
1552.666626,0.0029105125,1552.666626,0.007507826202,1552.666626,0.0787550956,1552.666626,0.142203331,1552.666626,0.07493413985,
1552,0.0028978216,1552,0.007480883971,1552,0.07867785543,1552,0.1421662718,1552,0.07489833236,
1551.333374,0.003004912287,1551.333374,0.007560741156,1551.333374,0.07872793823,1551.333374,0.1421762556,1551.333374,0.07497981936,
1550.666626,0.002962479368,1550.666626,0.007472772617,1550.666626,0.07872670144,1550.666626,0.1421484947,1550.666626,0.07499212772,
1550,0.002973843133,1550,0.007521284744,1550,0.07864025235,1550,0.1421564668,1550,0.07504261285,
1549.333374,0.003043282544,1549.333374,0.007582841441,1549.333374,0.07861109078,1549.333374,0.1420789808,1549.333374,0.07504778355,
1548.666626,0.002998343669,1548.666626,0.007481120992,1548.666626,0.07855522633,1548.666626,0.1420084983,1548.666626,0.07507049292,
1548,0.003017997369,1548,0.007496764418,1548,0.07853282988,1548,0.1420231164,1548,0.07512415946,
1547.333374,0.003076676978,1547.333374,0.007561689243,1547.333374,0.07849058509,1547.333374,0.1420171857,1547.333374,0.07514253259,
1546.666626,0.003023966681,1546.666626,0.007521179505,1546.666626,0.07849393785,1546.666626,0.1419399381,1546.666626,0.07510249317,
1546,0.003098445944,1546,0.007490522694,1546,0.07844041288,1546,0.1419193149,1546,0.07518894225,
1545.333374,0.003102487186,1545.333374,0.007492524572,1545.333374,0.0783874467,1545.333374,0.141927138,1545.333374,0.07518897206,
1544.666626,0.003115053754,1544.666626,0.007515701,1544.666626,0.07837194949,1544.666626,0.1418437213,1544.666626,0.07517426461,
1544,0.003159691812,1544,0.007563138381,1544,0.07831189036,1544,0.1418468803,1544,0.07518213987,
1543.333374,0.003088382538,1543.333374,0.007434403989,1543.333374,0.07824716717,1543.333374,0.141760096,1543.333374,0.07511153817,
1542.666626,0.003191686934,1542.666626,0.007549968082,1542.666626,0.07826595008,1542.666626,0.1417679489,1542.666626,0.07521242648,
1542,0.00316634099,1542,0.007450941019,1542,0.07820361853,1542,0.1416924298,1542,0.07517958432,
1541.333374,0.003123736009,1541.333374,0.007435799576,1541.333374,0.07813391834,1541.333374,0.1415764391,1541.333374,0.07511517406,
1540.666626,0.003183186054,1540.666626,0.007444410585,1540.666626,0.07808955014,1540.666626,0.1415289938,1540.666626,0.07513899356,
1540,0.003125560936,1540,0.007409677841,1540,0.07800518721,1540,0.1414196044,1540,0.07505334914,
1539.333374,0.003152782097,1539.333374,0.007400067057,1539.333374,0.0779402256,1539.333374,0.1413836032,1539.333374,0.07505320013,
1538.666626,0.003174945945,1538.666626,0.007353701163,1538.666626,0.07792947441,1538.666626,0.141347304,1538.666626,0.07503984123,
1538,0.003137241816,1538,0.007351357955,1538,0.07786926627,1538,0.1411986798,1538,0.07500997186,
1537.333374,0.003123762086,1537.333374,0.007317396346,1537.333374,0.07777392119,1537.333374,0.1411996782,1537.333374,0.07496022433,
1536.666626,0.003114636522,1536.666626,0.007308155764,1536.666626,0.07772497833,1536.666626,0.1410650909,1536.666626,0.07497151196,
1536,0.003129367717,1536,0.007312446833,1536,0.0777361542,1536,0.1410573125,1536,0.07496016473,
1535.333374,0.003112707287,1535.333374,0.007286043372,1535.333374,0.07760976255,1535.333374,0.1409545541,1535.333374,0.07491260767,
1534.666626,0.003072531894,1534.666626,0.007211737335,1534.666626,0.07755491883,1534.666626,0.1409172863,1534.666626,0.07486228645,
1534,0.003137450432,1534,0.007276066579,1534,0.07758305222,1534,0.1409087926,1534,0.07492112368,
1533.333374,0.003119121073,1533.333374,0.00724279508,1533.333374,0.07753161341,1533.333374,0.140784055,1533.333374,0.07490257919,
1532.666626,0.003112446517,1532.666626,0.007207447197,1532.666626,0.0774423182,1532.666626,0.140765518,1532.666626,0.07491116226,
1532,0.003159613581,1532,0.007257035468,1532,0.07743918896,1532,0.1407604367,1532,0.07500071079,
1531.333374,0.003215704579,1531.333374,0.007277988363,1531.333374,0.07743501663,1531.333374,0.1407295465,1531.333374,0.07511138916,
1530.666626,0.003154607257,1530.666626,0.00723903114,1530.666626,0.07734888792,1530.666626,0.1406500936,1530.666626,0.07506941259,
1530,0.003177762264,1530,0.007270854432,1530,0.0773453936,1530,0.1406932175,1530,0.07515985519,
1529.333374,0.003209263319,1529.333374,0.007316606585,1529.333374,0.07735709101,1529.333374,0.1406725943,1529.333374,0.0751959309,
1528.666626,0.003225275315,1528.666626,0.007338062394,1528.666626,0.0774198547,1528.666626,0.1406758577,1528.666626,0.07530391961,
1528,0.00318076089,1528,0.007255640347,1528,0.07731486857,1528,0.1405860037,1528,0.07520812005,
1527.333374,0.003142899834,1527.333374,0.00728751719,1527.333374,0.07726667821,1527.333374,0.1405400187,1527.333374,0.07522559911,
1526.666626,0.003193747019,1526.666626,0.00729883695,1526.666626,0.07725492865,1526.666626,0.1405566931,1526.666626,0.07522384822,
1526,0.003136981046,1526,0.007292782422,1526,0.07725291699,1526,0.1404810399,1526,0.07523089647,
1525.333374,0.003117947839,1525.333374,0.007228160743,1525.333374,0.07717777789,1525.333374,0.1404114962,1525.333374,0.07516665757,
1524.666626,0.003168714,1524.666626,0.007265958469,1524.666626,0.07716729492,1524.666626,0.1404730529,1524.666626,0.07526984066,
1524,0.003139901441,1524,0.007297204807,1524,0.07713424414,1524,0.1403773129,1524,0.07524804026,
1523.333374,0.003165975912,1523.333374,0.007333086804,1523.333374,0.0771246925,1523.333374,0.1404526681,1523.333374,0.07527346909,
1522.666626,0.003168766154,1522.666626,0.007382373326,1522.666626,0.07714033127,1522.666626,0.1404172629,1522.666626,0.07537217438,
1522,0.003136694431,1522,0.007337640971,1522,0.0771382004,1522,0.140406847,1522,0.07536327839,
1521.333374,0.003128559329,1521.333374,0.007312868256,1521.333374,0.07705794275,1521.333374,0.1403073519,1521.333374,0.07541223615,
1520.666626,0.00312848133,1520.666626,0.007315237541,1520.666626,0.07707311958,1520.666626,0.1403737366,1520.666626,0.07543814182,
1520,0.003104181727,1520,0.007397434209,1520,0.07707098871,1520,0.1403587461,1520,0.07550028712,
1519.333374,0.003084628377,1519.333374,0.007336166687,1519.333374,0.07704125345,1519.333374,0.1403330266,1519.333374,0.07553824037,
1518.666626,0.003025843529,1518.666626,0.00728591159,1518.666626,0.07702406496,1518.666626,0.1402926594,1518.666626,0.07556146383,
1518,0.003031578381,1518,0.007310551591,1518,0.07699977607,1518,0.1402251273,1518,0.07557696104,
1517.333374,0.003078345442,1517.333374,0.007384716533,1517.333374,0.07705349475,1517.333374,0.140303418,1517.333374,0.07562924176,
1516.666626,0.003044638084,1516.666626,0.00735614961,1516.666626,0.07697081566,1516.666626,0.1401875913,1516.666626,0.07559791207,
1516,0.003053240711,1516,0.00734617142,1516,0.07697891444,1516,0.1402126104,1516,0.07561608404,
1515.333374,0.003042865545,1515.333374,0.007407071069,1515.333374,0.07695765048,1515.333374,0.1401906908,1515.333374,0.07567567378,
1514.666626,0.003050060477,1514.666626,0.007387586404,1514.666626,0.07695375383,1514.666626,0.1401674598,1514.666626,0.07572183758,
1514,0.003034810536,1514,0.007430769969,1514,0.07692044228,1514,0.1401556283,1514,0.07577712834,
1513.333374,0.003036322538,1513.333374,0.007460790221,1513.333374,0.07686602324,1513.333374,0.1401193142,1513.333374,0.0758047998,
1512.666626,0.003098002868,1512.666626,0.007521706168,1512.666626,0.07693858445,1512.666626,0.1401727796,1512.666626,0.0758882761,
1512,0.003186289221,1512,0.007609605789,1512,0.07699306309,1512,0.1402185112,1512,0.07599686831,
1511.333374,0.003139875364,1511.333374,0.007575650234,1511.333374,0.0769502297,1511.333374,0.140235126,1511.333374,0.07603615522,
1510.666626,0.003192130243,1510.666626,0.007682082709,1510.666626,0.07698298991,1510.666626,0.1402624846,1510.666626,0.07612149417,
1510,0.003157006111,1510,0.007589795627,1510,0.07692594081,1510,0.140160203,1510,0.07610224932,
1509.333374,0.003189340234,1509.333374,0.007750382181,1509.333374,0.07699047029,1509.333374,0.1402246654,1509.333374,0.07622206211,
1508.666626,0.003227179172,1508.666626,0.007797844708,1508.666626,0.07697396725,1508.666626,0.1402160823,1508.666626,0.07626628131,
1508,0.003094248474,1508,0.007710407954,1508,0.07684968412,1508,0.1401577443,1508,0.07622073591,
1507.333374,0.003123866394,1507.333374,0.007717785891,1507.333374,0.07685793191,1507.333374,0.1401371062,1507.333374,0.07625199109,
1506.666626,0.003043934237,1506.666626,0.007738918997,1506.666626,0.07678628713,1506.666626,0.1401099414,1506.666626,0.07622897625,
1506,0.002907176968,1506,0.0076107122,1506,0.07664988935,1506,0.1400069892,1506,0.07613223046,
1505.333374,0.002825877862,1505.333374,0.007566536311,1505.333374,0.07651587576,1505.333374,0.1398898661,1505.333374,0.07610440999,
1504.666626,0.002778434427,1504.666626,0.007549968082,1504.666626,0.07650507241,1504.666626,0.1398203969,1504.666626,0.07613627613,
1504,0.002753737615,1504,0.007545279339,1504,0.07640808076,1504,0.1397389621,1504,0.07609830052,
1503.333374,0.002791304374,1503.333374,0.007554314099,1503.333374,0.07646244019,1503.333374,0.1397687197,1503.333374,0.07619068772,
1502.666626,0.002755092224,1502.666626,0.007473062258,1502.666626,0.07632271945,1502.666626,0.1396914423,1502.666626,0.07616517693,
1502,0.002749543404,1502,0.007547228597,1502,0.07636703551,1502,0.1397202909,1502,0.07625865936,
1501.333374,0.00272292085,1501.333374,0.00746358186,1501.333374,0.07623403519,1501.333374,0.13958776,1501.333374,0.07617816329,
1500.666626,0.002726541599,1500.666626,0.007499872241,1500.666626,0.07622246444,1500.666626,0.1395820826,1500.666626,0.07626297325,
1500,0.002757436829,1500,0.007506588474,1500,0.07620130479,1500,0.1395576596,1500,0.07634206861,
1499.333374,0.002673118375,1499.333374,0.007487257011,1499.333374,0.07612415403,1499.333374,0.139537245,1499.333374,0.07631518692,
1498.666626,0.00267059193,1498.666626,0.007495157886,1498.666626,0.07611378282,1498.666626,0.139514938,1498.666626,0.07634431869,
1498,0.002715262584,1498,0.007524129469,1498,0.07611490041,1498,0.1394886374,1498,0.0763861388,
1497.333374,0.00265043322,1497.333374,0.007460658439,1497.333374,0.07595705986,1497.333374,0.1393898875,1497.333374,0.07634715736,
1496.666626,0.002664471278,1496.666626,0.007491049822,1496.666626,0.07597019523,1496.666626,0.1393913925,1496.666626,0.07637876272,
1496,0.00266858656,1496,0.007516438607,1496,0.07589179277,1496,0.1394432038,1496,0.07642842084,
1495.333374,0.002635093173,1495.333374,0.007470481563,1495.333374,0.07590412349,1495.333374,0.139364481,1495.333374,0.07643330097,
1494.666626,0.002678536111,1494.666626,0.007499372121,1494.666626,0.07588750869,1494.666626,0.1393880248,1494.666626,0.07649862021,
1494,0.002694216091,1494,0.007553023286,1494,0.07589552552,1494,0.1393965185,1494,0.07653535903,
1493.333374,0.002679656027,1493.333374,0.007484860718,1493.333374,0.07584999502,1493.333374,0.1393867135,1493.333374,0.0765247345,
1492.666626,0.002660824917,1492.666626,0.007539774757,1492.666626,0.0757850185,1492.666626,0.139336288,1492.666626,0.07655956596,
1492,0.002702941885,1492,0.007538536564,1492,0.07580298185,1492,0.1393150687,1492,0.07656885684,
1491.333374,0.002719899174,1491.333374,0.007603072561,1491.333374,0.07576612383,1491.333374,0.1393054277,1491.333374,0.07661952823,
1490.666626,0.002647594316,1490.666626,0.007522311993,1490.666626,0.07572667301,1490.666626,0.1392382681,1490.666626,0.07662530243,
1490,0.002662517829,1490,0.007500004023,1490,0.07562591136,1490,0.1391973943,1490,0.07653801143,
1489.333374,0.002651969669,1489.333374,0.00748241134,1489.333374,0.07562859356,1489.333374,0.1391738802,1489.333374,0.07653424889,
1488.666626,0.002654287731,1488.666626,0.007508484647,1488.666626,0.07561707497,1488.666626,0.1391590089,1488.666626,0.07658732682,
1488,0.002638869686,1488,0.007532267831,1488,0.07551291585,1488,0.1390851289,1488,0.07656342536,
1487.333374,0.002712735906,1487.333374,0.007578178775,1487.333374,0.07553109527,1487.333374,0.1391055584,1487.333374,0.07654823363,
1486.666626,0.002701353049,1486.666626,0.00757659832,1486.666626,0.07541722804,1486.666626,0.1390341371,1486.666626,0.07653458416,
1486,0.00274579227,1486,0.007594300434,1486,0.07552138716,1486,0.1391081512,1486,0.07658024877,
1485.333374,0.002788308309,1485.333374,0.007678604685,1485.333374,0.07546401024,1485.333374,0.139073357,1485.333374,0.07657191157,
1484.666626,0.002709766384,1484.666626,0.007573068608,1484.666626,0.07540678978,1484.666626,0.1391144395,1484.666626,0.07651442289,
1484,0.002796905581,1484,0.00764472317,1484,0.07541966438,1484,0.1390183717,1484,0.07657978684,
1483.333374,0.002675540745,1483.333374,0.007637398783,1483.333374,0.07534082979,1483.333374,0.1389241219,1483.333374,0.07649938762,
1482.666626,0.002713699592,1482.666626,0.007608999964,1482.666626,0.07527891546,1482.666626,0.1389225572,1482.666626,0.07651748508,
1482,0.002731074113,1482,0.007638768759,1482,0.07531041652,1482,0.1388572305,1482,0.07659222931,
1481.333374,0.00280852546,1481.333374,0.00767549593,1481.333374,0.0752857849,1481.333374,0.1388935447,1481.333374,0.07657049596,
1480.666626,0.002812902676,1480.666626,0.007688063662,1480.666626,0.0752498582,1480.666626,0.138830319,1480.666626,0.07656639069,
1480,0.002857197076,1480,0.007724030875,1480,0.07525250316,1480,0.1389223784,1480,0.07670208067,
1479.333374,0.002733809408,1479.333374,0.007670358289,1479.333374,0.07512381673,1479.333374,0.1387212127,1479.333374,0.07658525556,
1478.666626,0.002764679026,1478.666626,0.007722028065,1478.666626,0.07515212893,1478.666626,0.1387994885,1478.666626,0.07668824494,
1478,0.002749126637,1478,0.007669462357,1478,0.07507584244,1478,0.1386770308,1478,0.07659479231,
1477.333374,0.002826112323,1477.333374,0.007682820316,1477.333374,0.07513929904,1477.333374,0.1387529224,1477.333374,0.07671709359,
1476.666626,0.00281272037,1476.666626,0.007726771291,1476.666626,0.07513932884,1476.666626,0.1387801468,1476.666626,0.07676991075,
1476,0.002869443968,1476,0.007714413106,1476,0.07512181997,1476,0.1387514323,1476,0.07678365707,
1475.333374,0.002865040209,1475.333374,0.007719050627,1475.333374,0.07512702048,1475.333374,0.1387654245,1475.333374,0.07689084113,
1474.666626,0.00294637261,1474.666626,0.007848870941,1474.666626,0.07512277365,1474.666626,0.1387605518,1474.666626,0.0768930912,
1474,0.002953748219,1474,0.007849002257,1474,0.07516561449,1474,0.1388500631,1474,0.07704138011,
1473.333374,0.003058975795,1473.333374,0.008000983857,1473.333374,0.07521036267,1473.333374,0.1387704611,1473.333374,0.07706916332,
1472.666626,0.003094483167,1472.666626,0.007984636351,1472.666626,0.07528018206,1472.666626,0.1388607472,1472.666626,0.07718429714,
1472,0.003282209393,1472,0.008094334044,1472,0.07533584535,1472,0.1389537156,1472,0.07733091712,
1471.333374,0.003311553039,1471.333374,0.008277558722,1471.333374,0.07550974935,1471.333374,0.1391339004,1471.333374,0.07752886415,
1470.666626,0.003468581708,1470.666626,0.008387410082,1470.666626,0.07557440549,1470.666626,0.1391420662,1470.666626,0.07761437446,
1470,0.003673072672,1470,0.008597953245,1470,0.07576886564,1470,0.1392738223,1470,0.07782885432,
1469.333374,0.00393956434,1469.333374,0.008844024502,1469.333374,0.07604571432,1469.333374,0.1396266669,1469.333374,0.07824388146,
1468.666626,0.00392535422,1468.666626,0.008854724467,1468.666626,0.0760673359,1468.666626,0.1396075338,1468.666626,0.07823830098,
1468,0.004200234078,1468,0.009153787047,1468,0.07631854713,1468,0.1398534328,1468,0.07851986587,
1467.333374,0.00427949056,1467.333374,0.009256719612,1467.333374,0.07633746415,1467.333374,0.1398205012,1467.333374,0.07856543362,
1466.666626,0.004388360772,1466.666626,0.009337195195,1466.666626,0.07653158903,1466.666626,0.1399658322,1466.666626,0.07883364707,
1466,0.004379417747,1466,0.00941398181,1466,0.07652887702,1466,0.1399948746,1466,0.07884348184,
1465.333374,0.004369743168,1465.333374,0.009327594191,1465.333374,0.07649257034,1465.333374,0.1399206966,1465.333374,0.07882548124,
1464.666626,0.004230581224,1464.666626,0.009245957248,1464.666626,0.0763483271,1464.666626,0.1397739649,1464.666626,0.07873874158,
1464,0.004126166925,1464,0.009144137613,1464,0.07619747519,1464,0.1396642625,1464,0.07865610719,
1463.333374,0.003983869217,1463.333374,0.009045089595,1463.333374,0.07608797401,1463.333374,0.1395834684,1463.333374,0.07848150283,
1462.666626,0.003872123081,1462.666626,0.008936024271,1462.666626,0.07595206797,1462.666626,0.1394438744,1462.666626,0.078412503,
1462,0.003741788678,1462,0.008830129169,1462,0.07588464022,1462,0.1393963844,1462,0.07832481712,
1461.333374,0.003622665303,1461.333374,0.008754132316,1461.333374,0.07562511414,1461.333374,0.1391214281,1461.333374,0.07811678201,
1460.666626,0.003554986091,1460.666626,0.008655278943,1460.666626,0.07549967617,1460.666626,0.1389387399,1460.666626,0.07802671194,
1460,0.003469938645,1460,0.008547710255,1460,0.07541500777,1460,0.1389061958,1460,0.07793545723,
1459.333374,0.003421485424,1459.333374,0.008550588042,1459.333374,0.07542021573,1459.333374,0.1388542652,1459.333374,0.07788144052,
1458.666626,0.003381751012,1458.666626,0.008470548317,1458.666626,0.07529717684,1458.666626,0.1387074292,1458.666626,0.07782157511,
1458,0.003258214332,1458,0.008375322446,1458,0.07512065023,1458,0.1385078579,1458,0.07763458043,
1457.333374,0.003146054922,1457.333374,0.00828914158,1457.333374,0.07505258173,1457.333374,0.1384905875,1457.333374,0.07766609639,
1456.666626,0.003150200704,1456.666626,0.008291833103,1456.666626,0.0749803409,1456.666626,0.1383975893,1456.666626,0.07761802524,
1456,0.003067656886,1456,0.008217275143,1456,0.07490137964,1456,0.1383118629,1456,0.07752682269,
1455.333374,0.003038016846,1455.333374,0.008163568564,1455.333374,0.07483589649,1455.333374,0.1381913275,1455.333374,0.07748674601,
1454.666626,0.00304867886,1454.666626,0.008171191439,1454.666626,0.07486631721,1454.666626,0.1382458508,1454.666626,0.07754392922,
1454,0.002997405361,1454,0.008158055134,1454,0.07474254072,1454,0.1381867379,1454,0.07747839391,
1453.333374,0.002936234465,1453.333374,0.008123239502,1453.333374,0.07464889437,1453.333374,0.1380902529,1453.333374,0.07741604745,
1452.666626,0.00298137567,1452.666626,0.008118887432,1452.666626,0.07468430698,1452.666626,0.1381034106,1452.666626,0.07751639187,
1452,0.002910695039,1452,0.008109102957,1452,0.07455975562,1452,0.1379263848,1452,0.07738322765,
1451.333374,0.002923438558,1451.333374,0.008106623776,1451.333374,0.07448443025,1451.333374,0.1378477961,1451.333374,0.07740089297,
1450.666626,0.002983304206,1450.666626,0.008165942505,1450.666626,0.07450517267,1450.666626,0.1378549039,1450.666626,0.07739467174,
1450,0.002952471143,1450,0.008118649945,1450,0.07450572401,1450,0.1379330009,1450,0.07743637264,
1449.333374,0.002985650208,1449.333374,0.008148955181,1449.333374,0.07457339764,1449.333374,0.1379486024,1449.333374,0.07753947377,
