t=4hrs FeCl3 0 uM,,t=4hrs FeCl3 5 uM,,t=4hrs FeCl3 20 uM,,t=4hrs FeCl3 50 uM,,t=4hrs FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
979.333313,0.00334415934,979.333313,0.01113085169,979.333313,0.07546782494,979.333313,0.1156242341,979.333313,0.06803736091,
978.666626,0.003412014572,978.666626,0.01114784926,978.666626,0.07541254908,978.666626,0.1155702546,978.666626,0.06798715889,
978,0.003453839105,978,0.01112692058,978,0.07541134953,978,0.11545147,978,0.06792559475,
977.333313,0.003427095013,977.333313,0.01109229121,977.333313,0.07528714091,977.333313,0.1153268814,977.333313,0.06785237789,
976.666626,0.003469364485,976.666626,0.01111297868,976.666626,0.07519346476,976.666626,0.1151802912,976.666626,0.06775914878,
976,0.003477323102,976,0.0110534681,976,0.07505787164,976,0.1150270402,976,0.06767763942,
975.333313,0.003466363763,975.333313,0.01106193848,975.333313,0.07501409203,975.333313,0.114851445,975.333313,0.06760498881,
974.666626,0.003448098665,974.666626,0.01102888025,974.666626,0.07495573163,974.666626,0.1147723049,974.666626,0.06754213572,
974,0.003522755345,974,0.01102096867,974,0.07487818599,974,0.1145847142,974,0.06743131578,
973.333313,0.003483246546,973.333313,0.01096794847,973.333313,0.07476889342,973.333313,0.1144480407,973.333313,0.06731024384,
972.666626,0.003435287625,972.666626,0.01086296421,972.666626,0.07463634759,972.666626,0.1142917499,972.666626,0.0671499297,
972,0.003470225492,972,0.01089619566,972,0.07453329116,972,0.114178367,972,0.0670247674,
971.333313,0.003452769248,971.333313,0.01083966065,971.333313,0.07444399595,971.333313,0.1139597669,971.333313,0.06688442826,
970.666626,0.003416136838,970.666626,0.01079666801,970.666626,0.07436522096,970.666626,0.113750428,970.666626,0.06671599299,
970,0.003410944948,970,0.01077742875,970,0.07420958579,970,0.1136161014,970,0.06657855958,
969.333313,0.003349741921,969.333313,0.01072435919,969.333313,0.07405658811,969.333313,0.1133722141,969.333313,0.0663997829,
968.666626,0.003336985828,968.666626,0.01064365264,968.666626,0.07395152003,968.666626,0.1132175103,968.666626,0.06622242928,
968,0.003278949065,968,0.01056696661,968,0.07380180061,968,0.1130295843,968,0.0660732165,
967.333313,0.003313300665,967.333313,0.01057232451,967.333313,0.07372571528,967.333313,0.1129193529,967.333313,0.06597198546,
966.666626,0.00326074427,966.666626,0.01047528442,966.666626,0.07354771346,966.666626,0.1127091721,966.666626,0.06575144082,
966,0.003318491392,966,0.01049336977,966,0.07351328433,966,0.1125874817,966,0.06570756435,
965.333313,0.003351907013,965.333313,0.01049132831,965.333313,0.07344580442,965.333313,0.1124681383,965.333313,0.06566935033,
964.666626,0.003358872142,964.666626,0.01049098279,964.666626,0.07341879606,964.666626,0.1123119444,964.666626,0.06559630483,
964,0.003389864694,964,0.01049941592,964,0.07337076217,964,0.1122333333,964,0.06556475908,
963.333313,0.003514143405,963.333313,0.01059012208,963.333313,0.07338213921,963.333313,0.1122010946,963.333313,0.06567368656,
962.666626,0.003512916854,962.666626,0.01056808047,962.666626,0.07331014425,962.666626,0.1120701581,962.666626,0.06561782956,
962,0.003684924915,962,0.01067235693,962,0.07339455187,962,0.1120650992,962,0.06579511613,
961.333313,0.00372048351,961.333313,0.01071907952,961.333313,0.07344546914,961.333313,0.1120335758,961.333313,0.0658487007,
960.666626,0.003823938314,960.666626,0.01076129451,960.666626,0.07341499627,960.666626,0.1120193005,960.666626,0.06589660048,
960,0.003945206758,960,0.01085248031,960,0.07345058769,960,0.1119653657,960,0.06600317359,
959.333313,0.004031627439,959.333313,0.01091727149,959.333313,0.07344819605,959.333313,0.1118697003,959.333313,0.06605585665,
958.666626,0.004115739837,958.666626,0.01101703849,958.666626,0.07348320633,958.666626,0.1118817925,958.666626,0.06609919667,
958,0.004171274602,958,0.01105569862,958,0.07345202565,958,0.1117689684,958,0.06613726914,
957.333313,0.004292509519,957.333313,0.01112028118,957.333313,0.0734680593,957.333313,0.1117376611,957.333313,0.06618151814,
956.666626,0.004284352995,956.666626,0.01108466927,956.666626,0.07338967919,956.666626,0.1115745753,956.666626,0.06615707278,
956,0.004362997133,956,0.01115900371,956,0.07335599512,956,0.1115240753,956,0.06613955647,
955.333313,0.004361925181,955.333313,0.01110442728,955.333313,0.07322382182,955.333313,0.1113182828,955.333313,0.0660392195,
954.666626,0.004374083597,954.666626,0.01104757376,954.666626,0.07316637784,954.666626,0.1111744717,954.666626,0.06594131142,
954,0.004374109674,954,0.01098881569,954,0.07302553207,954,0.1109698117,954,0.06583228707,
953.333313,0.004302339628,953.333313,0.01092406735,953.333313,0.07287178934,953.333313,0.110780783,953.333313,0.0656677559,
952.666626,0.004321293905,952.666626,0.01088910829,952.666626,0.07281301171,952.666626,0.110637188,952.666626,0.06559916586,
952,0.004271124955,952,0.01080051623,952,0.07267442346,952,0.1103979722,952,0.06545479596,
951.333313,0.004262681119,951.333313,0.01076657511,951.333313,0.07254485041,951.333313,0.1101900041,951.333313,0.06538588554,
950.666626,0.004252669401,950.666626,0.01070573367,950.666626,0.07243669033,950.666626,0.1100800931,950.666626,0.06527004391,
950,0.004299568478,950,0.01071395818,950,0.07233995944,950,0.1099215597,950,0.06521508098,
949.333313,0.004268066492,949.333313,0.01068548951,949.333313,0.07221507281,949.333313,0.1096864641,949.333313,0.06507090479,
948.666626,0.004285973962,948.666626,0.01067721192,948.666626,0.0721584633,948.666626,0.1095561236,948.666626,0.06498028338,
948,0.004257662222,948,0.01062200591,948,0.07202720642,948,0.1093855202,948,0.06490173191,
947.333313,0.004324091598,947.333313,0.0106261177,947.333313,0.07194431126,947.333313,0.1092399582,947.333313,0.06478031725,
946.666626,0.004286915064,946.666626,0.01055126451,946.666626,0.07176801562,946.666626,0.1090766713,946.666626,0.06470423192,
946,0.004318757914,946,0.01054264512,946,0.0717419982,946,0.1089562252,946,0.06461437792,
945.333313,0.004335700069,945.333313,0.01051119156,945.333313,0.07167763263,945.333313,0.1088155955,945.333313,0.0645737052,
944.666626,0.004302104004,944.666626,0.0104965521,944.666626,0.07158391178,944.666626,0.1086021736,944.666626,0.06448192894,
944,0.004354159348,944,0.01047883742,944,0.07150242478,944,0.108517319,944,0.06441773474,
943.333313,0.004445290659,943.333313,0.01052739564,943.333313,0.07145322859,943.333313,0.10839241,943.333313,0.06435015053,
942.666626,0.004393564537,942.666626,0.01048323978,942.666626,0.07133694738,942.666626,0.1081998497,942.666626,0.06425763667,
942,0.004426775035,942,0.01042911876,942,0.07125373185,942,0.1080615222,942,0.06418651342,
941.333313,0.004406429827,941.333313,0.01040159725,941.333313,0.07117507607,941.333313,0.1079109907,941.333313,0.06408473104,
940.666626,0.004446807317,940.666626,0.01039146911,940.666626,0.07108512521,940.666626,0.1077447161,940.666626,0.06399257481,
940,0.004401539918,940,0.01041183155,940,0.07094269991,940,0.1075370237,940,0.06391672045,
939.333313,0.004476857372,939.333313,0.01036782004,939.333313,0.07085453719,939.333313,0.1074235067,939.333313,0.06382520497,
938.666626,0.004508609883,938.666626,0.01038470864,938.666626,0.07084685564,938.666626,0.1072743833,938.666626,0.06380331516,
938,0.004556138068,938,0.01036047656,938,0.07071100175,938,0.10709925,938,0.06370573491,
937.333313,0.004549755249,937.333313,0.01033971924,937.333313,0.07062041014,937.333313,0.1069893837,937.333313,0.06363325566,
936.666626,0.004562154878,936.666626,0.01035199314,936.666626,0.0705556348,936.666626,0.1068823338,936.666626,0.06350371242,
936,0.004525402561,936,0.01031867135,936,0.07039037347,936,0.1066546664,936,0.06342117488,
935.333313,0.004633209202,935.333313,0.01033717394,935.333313,0.07037186623,935.333313,0.1065466329,935.333313,0.06336866319,
934.666626,0.004597601946,934.666626,0.01031604689,934.666626,0.0702720657,934.666626,0.1063707992,934.666626,0.06328879297,
934,0.00466552237,934,0.01032829378,934,0.07020094991,934,0.1061867699,934,0.06325183809,
933.333313,0.004643910099,933.333313,0.01029669587,933.333313,0.07016836107,933.333313,0.1061323658,933.333313,0.06317932159,
932.666626,0.004638467915,932.666626,0.01028816123,932.666626,0.07004558295,932.666626,0.1059273556,932.666626,0.06306517124,
932,0.004669263959,932,0.01027689595,932,0.06995029747,932,0.105802007,932,0.06303162128,
931.333313,0.004654742312,931.333313,0.0103071928,931.333313,0.06983460486,931.333313,0.1055546999,931.333313,0.06287972629,
930.666626,0.004666359629,930.666626,0.01025977358,930.666626,0.06974516809,930.666626,0.1054857895,930.666626,0.06281292439,
930,0.004682844505,930,0.01023141481,930,0.06963804364,930,0.105321303,930,0.06275010854,
929.333313,0.004667066038,929.333313,0.01024554111,929.333313,0.06956611574,929.333313,0.1051296666,929.333313,0.06263586879,
928.666626,0.004707023036,928.666626,0.01017088536,928.666626,0.06942780316,928.666626,0.1049836129,928.666626,0.06253364682,
928,0.004701370839,928,0.01024045236,928,0.0693827346,928,0.1047991812,928,0.06249101833,
927.333313,0.004689490888,927.333313,0.01022672374,927.333313,0.06931383163,927.333313,0.1046738848,927.333313,0.06239020452,
926.666626,0.00463378476,926.666626,0.01021010615,926.666626,0.06919092685,926.666626,0.1044744775,926.666626,0.06229018793,
926,0.004713617265,926,0.01024604402,926,0.06912341714,926,0.1044104397,926,0.06229658425,
925.333313,0.004667589441,925.333313,0.01019666996,925.333313,0.06900263578,925.333313,0.1042128578,925.333313,0.06213231012,
924.666626,0.004679861479,924.666626,0.01016656589,924.666626,0.06890299916,924.666626,0.1040238887,924.666626,0.06206066534,
924,0.004611755721,924,0.01011256408,924,0.06882667542,924,0.1038269773,924,0.06194926426,
923.333313,0.004660106264,923.333313,0.0101587493,923.333313,0.06871504337,923.333313,0.1037026197,923.333313,0.06189522892,
922.666626,0.004651184194,922.666626,0.01021392271,922.666626,0.06864824891,922.666626,0.1035973579,922.666626,0.06182568148,
922,0.004668269772,922,0.01014642697,922,0.06857397407,922,0.1034152508,922,0.06173698977,
921.333313,0.004601133987,921.333313,0.01014258526,921.333313,0.06843528152,921.333313,0.1032370403,921.333313,0.0616430901,
920.666626,0.004667170811,920.666626,0.01018519513,920.666626,0.06837249547,920.666626,0.1031247675,920.666626,0.0615718253,
920,0.004661126528,920,0.01018964779,920,0.068256706,920,0.1029587388,920,0.06147927418,
919.333313,0.004633889534,919.333313,0.01015541051,919.333313,0.0681970045,919.333313,0.1028084904,919.333313,0.06142986193,
918.666626,0.004632528871,918.666626,0.01018795185,918.666626,0.06805573404,918.666626,0.1026377007,918.666626,0.06133036688,
918,0.004653329495,918,0.01016161125,918,0.06797000021,918,0.1024654061,918,0.06125712395,
917.333313,0.004569113255,917.333313,0.01010723878,917.333313,0.06788875908,917.333313,0.1023207679,917.333313,0.06116908416,
916.666626,0.004558884539,916.666626,0.0101107629,916.666626,0.06780087203,916.666626,0.1021640226,916.666626,0.06105642021,
916,0.004615209065,916,0.01013672911,916,0.06773064286,916,0.1019912288,916,0.06102233753,
915.333313,0.004546250217,915.333313,0.01009046752,915.333313,0.06758741289,915.333313,0.1018176898,915.333313,0.06088928133,
914.666626,0.004596424755,914.666626,0.01013447717,914.666626,0.0675047338,914.666626,0.1016853303,914.666626,0.06085589528,
914,0.004550644662,914,0.0100789424,914,0.06734032184,914,0.1015013829,914,0.06071232259,
913.333313,0.00449563656,913.333313,0.01001356076,913.333313,0.06724137068,913.333313,0.1012763605,913.333313,0.06063073128,
912.666626,0.004463022109,912.666626,0.01004577335,912.666626,0.06719528139,912.666626,0.1011296585,912.666626,0.06056162342,
912,0.0044524041,912,0.01003986597,912,0.06708905101,912,0.1009974852,912,0.06046732515,
911.333313,0.004471207969,911.333313,0.01006090082,911.333313,0.06698577851,911.333313,0.1008707359,911.333313,0.06039875001,
910.666626,0.004460929893,910.666626,0.01002813037,910.666626,0.06687618047,910.666626,0.1006674841,910.666626,0.06028036773,
910,0.00449697068,910,0.01005544327,910,0.06684777141,910,0.1005607992,910,0.0602498278,
909.333313,0.004363441374,909.333313,0.01000058092,909.333313,0.06668786705,909.333313,0.1003796384,909.333313,0.0600926578,
908.666626,0.004376959987,908.666626,0.01003597211,908.666626,0.06661929935,908.666626,0.1002120227,908.666626,0.0600563325,
908,0.004403344356,908,0.01006733812,908,0.06658489257,908,0.1000268981,908,0.06001694873,
907.333313,0.004337765742,907.333313,0.009991336614,907.333313,0.06643612683,907.333313,0.09983501583,907.333313,0.05988969654,
906.666626,0.004352878314,906.666626,0.01000529621,906.666626,0.06634316593,906.666626,0.09968395531,906.666626,0.05980555713,
906,0.004361402243,906,0.0100283958,906,0.06629090756,906,0.09956758469,906,0.05976399779,
905.333313,0.004349923693,905.333313,0.01003819704,905.333313,0.06619004905,905.333313,0.09942764789,905.333313,0.05966666713,
904.666626,0.00432226155,904.666626,0.01001986582,904.666626,0.06607912481,904.666626,0.09928596765,904.666626,0.05959631503,
904,0.004352329299,904,0.01005255524,904,0.06599768996,904,0.09909661859,904,0.05951149017,
903.333313,0.004275673535,903.333313,0.01000217069,903.333313,0.06588807702,903.333313,0.09893447161,903.333313,0.05939524993,
902.666626,0.004251885228,902.666626,0.009980476461,902.666626,0.06578107923,902.666626,0.09874459356,902.666626,0.05930013582,
902,0.004238971975,902,0.009999918751,902,0.06570106,902,0.09856188297,902,0.05921551585,
901.333313,0.004254917614,901.333313,0.009958783165,901.333313,0.06559751183,901.333313,0.09844084829,901.333313,0.05914672464,
900.666626,0.004212623462,900.666626,0.009984157979,900.666626,0.065500848,900.666626,0.09825216234,900.666626,0.05904852226,
900,0.004195790738,900,0.01001210418,900,0.06543388218,900,0.09811845422,900,0.05903149769,
899.333313,0.004214792978,899.333313,0.01000235602,899.333313,0.0653520301,899.333313,0.09795255214,899.333313,0.05890062079,
898.666687,0.002734069945,898.666687,0.01207282208,898.666687,0.068585217,898.666687,0.1053107083,898.666687,0.06307239085,
898,0.000204158845,898,0.010148759,898,0.06736807525,898,0.1022500396,898,0.06060915068,
897.333374,0.004827779252,897.333374,0.01344345324,897.333374,0.06772707403,897.333374,0.1027700529,897.333374,0.0628169328,
896.666687,0.002279848792,896.666687,0.009817395359,896.666687,0.06802939624,896.666687,0.09897195548,896.666687,0.06129036099,
896,0.004019138869,896,0.01334715821,896,0.06946276873,896,0.1027548313,896,0.06284748018,
895.333374,0.003617183771,895.333374,0.0140891606,895.333374,0.06868939102,895.333374,0.1010141075,895.333374,0.06388232857,
894.666687,0.002995163901,894.666687,0.012415234,894.666687,0.06830517203,894.666687,0.100528039,894.666687,0.05877419934,
894,0.003770432202,894,0.01216726471,894,0.06898865104,894,0.1021420509,894,0.06396488845,
893.333374,0.004389929585,893.333374,0.01255398057,893.333374,0.07078368962,893.333374,0.1038080677,893.333374,0.06301321834,
892.666687,0.004269634839,892.666687,0.01440568455,892.666687,0.06963636726,892.666687,0.1009082571,892.666687,0.0641662851,
892,0.002916376106,892,0.01199859753,892,0.06856481731,892,0.1011290401,892,0.06068285182,
891.333374,0.004167145584,891.333374,0.01176312659,891.333374,0.06871370971,891.333374,0.1006585062,891.333374,0.06422252208,
890.666687,0.00417692028,890.666687,0.011087697,890.666687,0.06739223003,890.666687,0.09967187047,890.666687,0.06096275896,
890,0.00358922896,890,0.01168826316,890,0.06865409762,890,0.1002469733,890,0.06210292503,
889.333374,0.003235237673,889.333374,0.01118309423,889.333374,0.06959458441,889.333374,0.1008629352,889.333374,0.06073560193,
888.666687,0.00339330826,888.666687,0.01124934293,888.666687,0.06686410308,888.666687,0.09985922277,888.666687,0.06274020672,
888,0.004539448768,888,0.01311434247,888,0.06889653951,888,0.09982221574,888,0.06200061738,
887.333374,0.00361287687,887.333374,0.01237853058,887.333374,0.06607122719,887.333374,0.09894883633,887.333374,0.06073334068,
886.666687,0.001558280084,886.666687,0.01011902932,886.666687,0.06595607847,886.666687,0.09896220267,886.666687,0.06022999063,
886,0.004010595381,886,0.01280888915,886,0.06841851771,886,0.0993052572,886,0.06203713641,
885.333374,0.003674586769,885.333374,0.01072019339,885.333374,0.0673256889,885.333374,0.09932874888,885.333374,0.06100458279,
884.666687,0.003438940505,884.666687,0.01167794503,884.666687,0.067048572,884.666687,0.1002061516,884.666687,0.06187725812,
884,0.003747454612,884,0.01207183674,884,0.06608819216,884,0.09931388497,884,0.06091680005,
883.333374,0.004656312056,883.333374,0.01139877178,883.333374,0.06719214469,883.333374,0.09930086881,883.333374,0.06141155213,
882.666687,0.003520145547,882.666687,0.01188963838,882.666687,0.06737200171,882.666687,0.09938696772,882.666687,0.06128863245,
882,0.003409875091,882,0.01097814366,882,0.06660526246,882,0.09961508214,882,0.06067293882,
881.333374,0.004006441683,881.333374,0.01119610947,881.333374,0.06710167974,881.333374,0.09906341881,881.333374,0.06196025014,
880.666687,0.004015167709,880.666687,0.01085378043,880.666687,0.06654503196,880.666687,0.09856906533,880.666687,0.06024310365,
880,0.003904379671,880,0.01160852052,880,0.06608840823,880,0.09782273322,880,0.06025470421,
879.333374,0.003614025423,879.333374,0.0118465675,879.333374,0.06648366898,879.333374,0.09801451117,879.333374,0.06037522107,
878.666687,0.003600739408,878.666687,0.01201887522,878.666687,0.06691066921,878.666687,0.09851147979,878.666687,0.06070288643,
878,0.002625483321,878,0.01053662505,878,0.06491228193,878,0.09637106955,878,0.05850381404,
877.333374,0.003188271075,877.333374,0.01139401458,877.333374,0.06630369276,877.333374,0.09745839238,877.333374,0.06056784466,
876.666687,0.002609232906,876.666687,0.01228047349,876.666687,0.06533737481,876.666687,0.09647155553,876.666687,0.06016603112,
876,0.003627233207,876,0.01109314058,876,0.06537552923,876,0.09692832083,876,0.06010270491,
875.333374,0.003590847133,875.333374,0.01229133829,875.333374,0.0667565316,875.333374,0.09717360884,875.333374,0.05988729,
874.666687,0.004408678971,874.666687,0.01227970142,874.666687,0.06477027386,874.666687,0.09629115462,874.666687,0.05992523581,
874,0.004102124833,874,0.0116960546,874,0.06516575813,874,0.09709176421,874,0.05976319686,
873.333374,0.003425868694,873.333374,0.01141362637,873.333374,0.06547246873,873.333374,0.09595373273,873.333374,0.05927880108,
872.666687,0.003899155883,872.666687,0.01234068442,872.666687,0.06499257684,872.666687,0.09529607743,872.666687,0.05879474059,
872,0.00466745859,872,0.01238644123,872,0.06611724943,872,0.09611386806,872,0.05979248509,
871.333374,0.003600739408,871.333374,0.01046998054,871.333374,0.06402827054,871.333374,0.09569506347,871.333374,0.05959031731,
870.666687,0.003755809972,870.666687,0.01166161802,870.666687,0.06412925571,870.666687,0.09557898343,870.666687,0.05879657716,
870,0.003559736069,870,0.0121764224,870,0.06513547152,870,0.0960810855,870,0.06006997824,
869.333374,0.003974229563,869.333374,0.01131964009,869.333374,0.06409385055,869.333374,0.09530642629,869.333374,0.05871931463,
868.666687,0.003186367452,868.666687,0.01115910988,868.666687,0.06412211806,868.666687,0.09493416548,868.666687,0.05852484331,
868,0.002881925553,868,0.01134775206,868,0.06493398547,868,0.09521845728,868,0.05902461708,
867.333374,0.002923282096,867.333374,0.01124025788,867.333374,0.06405322999,867.333374,0.09497955441,867.333374,0.05835888535,
866.666687,0.003893696936,866.666687,0.0120804878,866.666687,0.06444776058,866.666687,0.09478737414,866.666687,0.05882105976,
866,0.003427251475,866,0.01176062599,866,0.06501563638,866,0.09459528327,866,0.05863534287,
865.333374,0.003086583689,865.333374,0.01142223738,865.333374,0.06404594332,865.333374,0.09428577125,865.333374,0.05855544284,
864.666687,0.003731344827,864.666687,0.01158068422,864.666687,0.0641534999,864.666687,0.09398132563,864.666687,0.05850896984,
864,0.003363359254,864,0.01092770416,864,0.06411173195,864,0.09409157932,864,0.05836234987,
863.333374,0.003455978585,863.333374,0.01161532663,863.333374,0.06363814324,863.333374,0.09382984787,863.333374,0.05846335739,
862.666687,0.003544155043,862.666687,0.01134613063,862.666687,0.06409796327,862.666687,0.09348748624,862.666687,0.05802685767,
862,0.003613216104,862,0.01192606147,862,0.06393900514,862,0.09350829571,862,0.05821903422,
861.333374,0.003315987298,861.333374,0.01093805674,861.333374,0.06311423331,861.333374,0.092906259,861.333374,0.0572623387,
860.666687,0.003694480052,860.666687,0.01152177528,860.666687,0.06302153319,860.666687,0.09340652823,860.666687,0.05765694752,
860,0.003799025435,860,0.01169398054,860,0.06348153949,860,0.09322384,860,0.05861501768,
859.333374,0.002651370829,859.333374,0.01117666624,859.333374,0.06273701042,859.333374,0.09237976372,859.333374,0.0574612394,
858.666687,0.003494545585,858.666687,0.01140860375,858.666687,0.06291051209,858.666687,0.09274185449,858.666687,0.05777491257,
858,0.003404057119,858,0.01141833048,858,0.06285495311,858,0.09281832725,858,0.05764012784,
857.333374,0.003208715701,857.333374,0.01123725623,857.333374,0.06261834502,857.333374,0.09204020351,857.333374,0.05729946494,
856.666687,0.00291077327,856.666687,0.01148185134,856.666687,0.06267268211,856.666687,0.0920438841,856.666687,0.05697548017,
856,0.003459709929,856,0.01178754214,856,0.06283976138,856,0.09172793478,856,0.05724172294,
855.333374,0.00356031023,855.333374,0.01147555187,855.333374,0.06255047768,855.333374,0.09201169759,855.333374,0.05709373206,
854.666687,0.003753825556,854.666687,0.01156196836,854.666687,0.06291907281,854.666687,0.09177986532,854.666687,0.05710379779,
854,0.003372098552,854,0.01112028118,854,0.06225128844,854,0.09111830592,854,0.05660563707,
853.333374,0.003463415196,853.333374,0.01127824653,853.333374,0.06192839518,853.333374,0.09159877896,853.333374,0.05643156543,
852.666687,0.003738133237,852.666687,0.01108735148,852.666687,0.06221170723,852.666687,0.09113899618,852.666687,0.0569459945,
852,0.003350968007,852,0.01099542715,852,0.06209754571,852,0.09093086421,852,0.05661923438,
851.333374,0.003410657868,851.333374,0.01144102681,851.333374,0.06158199534,851.333374,0.09106958658,851.333374,0.05665627494,
850.666687,0.003339829156,850.666687,0.01125040557,850.666687,0.06171120703,850.666687,0.09063316137,850.666687,0.05651544034,
850,0.003594214097,850,0.01105580479,850,0.06182448938,850,0.09013012052,850,0.05653631315,
849.333374,0.003632688895,849.333374,0.01160118263,849.333374,0.06195036694,849.333374,0.09077993035,849.333374,0.05669733137,
848.666687,0.003669992322,848.666687,0.0112519199,848.666687,0.06131665409,848.666687,0.08996118605,848.666687,0.05633223802,
848,0.00367839844,848,0.01162426081,848,0.06152108684,848,0.09017264843,848,0.05629955605,
847.333374,0.00335295056,847.333374,0.01107362285,847.333374,0.06120708212,847.333374,0.0896352604,847.333374,0.0559518449,
846.666687,0.003711449914,846.666687,0.01130128093,846.666687,0.0613255091,846.666687,0.08987989277,846.666687,0.05621286482,
846,0.003567931242,846,0.01133805327,846,0.06106032431,846,0.08952075243,846,0.0558353439,
845.333374,0.003524868982,845.333374,0.01132878009,845.333374,0.06100848317,845.333374,0.08905757219,845.333374,0.0557648465,
844.666687,0.003523146734,844.666687,0.01118577644,844.666687,0.06104965508,844.666687,0.08913625777,844.666687,0.05578907207,
844,0.003450551536,844,0.01114306785,844,0.06088576838,844,0.08901740611,844,0.05572314188,
843.333374,0.003330151318,843.333374,0.01142699458,843.333374,0.06089065224,843.333374,0.08880984038,843.333374,0.05582727864,
842.666687,0.003550575348,842.666687,0.01128411852,842.666687,0.06065335125,842.666687,0.08873606473,842.666687,0.05548988655,
842,0.003237975994,842,0.01123319101,842,0.06040630862,842,0.08824824542,842,0.0552813895,
841.333374,0.003759648185,841.333374,0.01141692232,841.333374,0.06050154194,841.333374,0.08836305141,841.333374,0.05551283062,
840.666687,0.003847782034,840.666687,0.01166060846,840.666687,0.06048830226,840.666687,0.08860348165,840.666687,0.05552112311,
840,0.003512708005,840,0.01118774246,840,0.06011822447,840,0.0878784433,840,0.05534725264,
839.333374,0.003423703136,839.333374,0.01145266742,839.333374,0.06008522585,839.333374,0.08792068809,839.333374,0.05526616052,
838.666687,0.00373993488,838.666687,0.01136443857,838.666687,0.06001347303,838.666687,0.08761943877,838.666687,0.05526154488,
838,0.003709883429,838,0.01153333858,838,0.0598820895,838,0.08773540705,838,0.05490385368,
837.333374,0.003379403148,837.333374,0.01115061063,837.333374,0.05977724493,837.333374,0.08703597635,837.333374,0.05490009487,
836.666687,0.003622117219,836.666687,0.01121789031,836.666687,0.05963598937,836.666687,0.08706463873,836.666687,0.05478132144,
836,0.003565321211,836,0.01117353234,836,0.05974014476,836,0.08716353029,836,0.05476496369,
835.333374,0.003554855473,835.333374,0.01116003934,835.333374,0.05937806517,835.333374,0.08692522347,835.333374,0.05461649224,
834.666687,0.003606612328,834.666687,0.01107834931,834.666687,0.05953054875,834.666687,0.08664571494,834.666687,0.05453239754,
834,0.003756097285,834,0.01133869123,834,0.05937827379,834,0.08660137653,834,0.05461660773,
833.333374,0.003461823566,833.333374,0.01122070663,833.333374,0.05907138437,833.333374,0.0863719359,833.333374,0.05446334556,
832.666687,0.003657696536,832.666687,0.01114259008,832.666687,0.05908784643,832.666687,0.08611617237,832.666687,0.05440533534,
832,0.00357764028,832,0.01127989404,832,0.05905000493,832,0.08592749387,832,0.05417762324,
831.333374,0.003674195148,831.333374,0.01138096675,831.333374,0.0589703545,831.333374,0.08588796854,831.333374,0.05424044281,
830.666687,0.003626580816,830.666687,0.01112126373,830.666687,0.05877674744,830.666687,0.08556959033,830.666687,0.05416225642,
830,0.003619141411,830,0.01112259179,830,0.05862713605,830,0.08537361771,830,0.05395797268,
829.333374,0.003573829774,829.333374,0.01120851375,829.333374,0.05847398937,829.333374,0.08525934815,829.333374,0.05393766239,
828.666687,0.003654590109,828.666687,0.01124057639,828.666687,0.05845571682,828.666687,0.08507019281,828.666687,0.05371271446,
828,0.003647019854,828,0.01121603139,828,0.05835781619,828,0.08493155241,828,0.05384411663,
827.333374,0.003555742791,827.333374,0.01108955592,827.333374,0.05815078318,827.333374,0.08486504108,827.333374,0.05362484232,
826.666687,0.003625510493,826.666687,0.01113448944,826.666687,0.0582925342,826.666687,0.08474640548,826.666687,0.0536653474,
826,0.003693357343,826,0.01112474315,826,0.05808487907,826,0.08455672115,826,0.05353332683,
825.333374,0.00355402031,825.333374,0.01114203222,825.333374,0.05786105618,825.333374,0.08427870274,825.333374,0.05319405347,
824.666687,0.003671166953,824.666687,0.0112111168,824.666687,0.05782462284,824.666687,0.08424013853,824.666687,0.05336469784,
824,0.003659732873,824,0.01126746088,824,0.05772979558,824,0.08394300193,824,0.05307305604,
823.333374,0.00356524298,823.333374,0.01118930988,823.333374,0.0575751923,823.333374,0.08407884836,823.333374,0.05325614661,
822.666687,0.003720535664,822.666687,0.01108939666,822.666687,0.05769999325,822.666687,0.08394023776,822.666687,0.05306972191,
822,0.003476957791,822,0.01102147251,822,0.05751188844,822,0.08355996013,822,0.05299113318,
821.333374,0.003585000522,821.333374,0.01091520116,821.333374,0.05718768388,821.333374,0.08331687748,821.333374,0.05266043544,
820.666687,0.003810045542,820.666687,0.01133249979,820.666687,0.05712700635,820.666687,0.08318988979,820.666687,0.05276079848,
820,0.003711371683,820,0.01118768938,820,0.05730318651,820,0.08303061873,820,0.05282227322,
819.333374,0.0037556272,819.333374,0.01123768091,819.333374,0.05715906993,819.333374,0.08285875618,819.333374,0.05274141952,
818.666687,0.003570958739,818.666687,0.01097254176,818.666687,0.05692955479,818.666687,0.08259788156,818.666687,0.05253943801,
818,0.003622169374,818,0.01109582279,818,0.05684185773,818,0.08257348835,818,0.05240752548,
817.333374,0.003621673444,817.333374,0.01102487184,817.333374,0.05667827651,817.333374,0.08230634034,817.333374,0.05224861577,
816.666687,0.003607447725,816.666687,0.01102489792,816.666687,0.05644064397,816.666687,0.0820948258,816.666687,0.05229763687,
816,0.003592204303,816,0.01093019918,816,0.05637007952,816,0.08209751546,816,0.0521518141,
815.333374,0.00373283308,815.333374,0.011142537,815.333374,0.05652039126,815.333374,0.08209385723,815.333374,0.05229863152,
