0.0% TFA,,0.017% TFA,,0.017% TFA + triethylamine,,0.05% TFA,,0.05% TFA + triethylamine,,0.25% TFA,,0.25% TFA + triethylamine,,1.00% TFA,,1.00% TFA + triethylamine,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1095.333374,7.618908421E-005,1095.333374,0.001200878061,1095.333374,0.0001970369049,1095.333374,0.0001275071118,1095.333374,-0.0005801827647,1095.333374,0.0002852275793,1095.333374,-0.0005162733723,1095.333374,0.0001053686719,1095.333374,-0.000390443689,
1094.666626,7.334114343E-005,1094.666626,0.00119249383,1094.666626,0.0002147513151,1094.666626,0.0001442864741,1094.666626,-0.0005740300985,1094.666626,0.0002900973777,1094.666626,-0.0004750065273,1094.666626,0.0001209560869,1094.666626,-0.0003949437814,
1094,7.63962089E-005,1094,0.001227070112,1094,0.0002293066646,1094,0.0001689646888,1094,-0.0005593460519,1094,0.000296702754,1094,-0.0004524063261,1094,0.0001565606653,1094,-0.0003662355302,
1093.333374,5.635741036E-005,1093.333374,0.001220865874,1093.333374,0.0002214591368,1093.333374,0.0001489734132,1093.333374,-0.0005769255222,1093.333374,0.0002742707729,1093.333374,-0.0004721621517,1093.333374,0.0001321679738,1093.333374,-0.0004004783113,
1092.666626,7.815677236E-005,1092.666626,0.001224967418,1092.666626,0.0002251627448,1092.666626,0.0001642257412,1092.666626,-0.0005581568112,1092.666626,0.0002980756399,1092.666626,-0.0004677145917,1092.666626,0.0001363886986,1092.666626,-0.000370115129,
1092,6.702394603E-005,1092,0.00121528469,1092,0.0002217181318,1092,0.0001495430915,1092,-0.0005799759529,1092,0.0002832848695,1092,-0.000480695162,1092,0.000124296319,1092,-0.0003894609108,
1091.333374,5.62279638E-005,1091.333374,0.001229951507,1091.333374,0.0002267944074,1091.333374,0.0001701559086,1091.333374,-0.0005869558081,1091.333374,0.0002980756399,1091.333374,-0.0004658527905,1091.333374,0.0001214221629,1091.333374,-0.0003871849913,
1090.666626,5.413093459E-005,1090.666626,0.001227874774,1090.666626,0.0002255771251,1090.666626,0.0001535568153,1090.666626,-0.0005899544922,1090.666626,0.0002836475032,1090.666626,-0.0004820914473,1090.666626,0.0001136801657,1090.666626,-0.0003938575683,
1090,6.182009383E-005,1090,0.001228134381,1090,0.0002253440325,1090,0.0001599529642,1090,-0.0005815270706,1090,0.0002818602079,1090,-0.0004779025621,1090,0.0001198685713,1090,-0.0003941161849,
1089.333374,4.918612467E-005,1089.333374,0.001223461702,1089.333374,0.0002321297361,1089.333374,0.0001624648285,1089.333374,-0.0005952797364,1089.333374,0.0002779748174,1089.333374,-0.0004860734625,1089.333374,0.0001270410285,1089.333374,-0.0003926161735,
1088.666626,6.782653509E-005,1088.666626,0.001218685298,1088.666626,0.0002216404391,1088.666626,0.0001641998533,1088.666626,-0.0005935736117,1088.666626,0.0002857974614,1088.666626,-0.0004815743014,1088.666626,0.0001175123107,1088.666626,-0.0003939092858,
1088,5.589140346E-005,1088,0.001227096072,1088,0.0002279598848,1088,0.0001592278859,1088,-0.0005825093831,1088,0.0002838806249,1088,-0.0004775405687,1088,0.0001202828644,1088,-0.000399081764,
1087.333374,3.357539754E-005,1087.333374,0.001224474167,1087.333374,0.000236714026,1087.333374,0.0001676440006,1087.333374,-0.0005939872353,1087.333374,0.0003020907461,1087.333374,-0.0004964161199,1087.333374,0.0001243481092,1087.333374,-0.0003941161849,
1086.666626,3.489568553E-005,1086.666626,0.001231171656,1086.666626,0.0002176778798,1086.666626,0.000160108335,1086.666626,-0.000611151685,1086.666626,0.0002904082066,1086.666626,-0.0004831774568,1086.666626,0.0001221471757,1086.666626,-0.0003867194464,
1086,4.530280785E-005,1086,0.001223695348,1086,0.0002358075144,1086,0.0001592796762,1086,-0.000585456437,1086,0.0002878178784,1086,-0.0004873663129,1086,0.0001340841263,1086,-0.0003815468226,
1085.333374,3.83129227E-005,1085.333374,0.00120931433,1085.333374,0.0001514593168,1085.333374,7.901115896E-005,1085.333374,-0.0006755639915,1085.333374,0.0002071630297,1085.333374,-0.0005582085578,1085.333374,4.654546501E-005,1085.333374,-0.0004673525691,
1084.666626,1.817232987E-005,1084.666626,0.001230159192,1084.666626,0.0003068312071,1084.666626,0.0001386932709,1084.666626,-0.0005724272924,1084.666626,0.0002745816018,1084.666626,-0.0004457346513,1084.666626,0.0001337475114,1084.666626,-0.0003066404315,
1084,3.546522566E-005,1084,0.001272527035,1084,0.0002720949706,1084,0.0003184364759,1084,-0.0005813719472,1084,0.0003037486167,1084,-0.0004698349512,1084,0.0002538343251,1084,-0.0003245405096,
1083.333374,3.782104613E-005,1083.333374,0.001278290641,1083.333374,0.0002559841087,1083.333374,0.0002100895508,1083.333374,-0.0005877313088,1083.333374,0.0002920919214,1083.333374,-0.0004736619012,1083.333374,0.0001586322905,1083.333374,-0.0003379909613,
1082.666626,4.191140397E-005,1082.666626,0.001264582737,1082.666626,0.0002516327368,1082.666626,0.0001987202704,1082.666626,-0.0005787350819,1082.666626,0.0002820415248,1082.666626,-0.0004717484408,1082.666626,0.0001499315258,1082.666626,-0.0003330764303,
1082,4.758101568E-005,1082,0.001260480843,1082,0.0002598952269,1082,0.0001921422663,1082,-0.0005980199203,1082,0.0002820156224,1082,-0.000451992586,1082,0.0001453999284,1082,-0.0003437848645,
1081.333374,2.780241994E-005,1081.333374,0.001236519311,1081.333374,0.0002477217058,1081.333374,0.0001775881537,1081.333374,-0.0006178208278,1081.333374,0.0002831294551,1081.333374,-0.0004942442174,1081.333374,0.0001365440548,1081.333374,-0.0003630800929,
1080.666626,4.325760892E-005,1080.666626,0.001283171587,1080.666626,0.0002766278922,1080.666626,0.0002455201466,1080.666626,-0.0005843190011,1080.666626,0.0003656896879,1080.666626,-0.0004734550603,1080.666626,0.0001901222713,1080.666626,-0.0003257303906,
1080,5.612440509E-005,1080,0.00131066679,1080,0.0002853570913,1080,0.0002417645737,1080,-0.0005765635869,1080,0.0003309746389,1080,-0.0004408730601,1080,0.0001939032954,1080,-0.0003014668764,
1079.333374,5.084301665E-005,1079.333374,0.001299787895,1079.333374,0.0002990081848,1079.333374,0.0002313268342,1079.333374,-0.0005753744044,1079.333374,0.000338046957,1079.333374,-0.0004481137148,1079.333374,0.0001916761103,1079.333374,-0.0003047262435,
1078.666626,3.740683678E-005,1078.666626,0.001271280809,1078.666626,0.0002801506198,1078.666626,0.0002062565909,1078.666626,-0.0005959001719,1078.666626,0.0003003810998,1078.666626,-0.0004892797442,1078.666626,0.0001612995256,1078.666626,-0.0003314727219,
1078,6.0033708E-005,1078,0.001299917698,1078,0.0003267002176,1078,0.0002401328529,1078,-0.0005766152753,1078,0.0003342905839,1078,-0.0004280981666,1078,0.0002103485458,1078,-0.0002925681765,
1077.333374,5.099835107E-005,1077.333374,0.001334113069,1077.333374,0.0003164417867,1077.333374,0.0002503894793,1077.333374,-0.000562603469,1077.333374,0.0003562593483,1077.333374,-0.000440459291,1077.333374,0.0002102449507,1077.333374,-0.0002651984105,
1076.666626,4.488858758E-005,1076.666626,0.001326375408,1076.666626,0.0002993449452,1076.666626,0.000219646201,1076.666626,-0.0005790453288,1076.666626,0.0003360521805,1076.666626,-0.0004447519896,1076.666626,0.0002078104881,1076.666626,-0.0002831002057,
1076,4.059109415E-005,1076,0.001299787895,1076,0.0002936202218,1076,0.000221536844,1076,-0.0006094456185,1076,0.0003270111047,1076,-0.0004490963474,1076,0.0002010510798,1076,-0.000319987972,
1075.333374,5.982659422E-005,1075.333374,0.001342811622,1075.333374,0.0003592646099,1075.333374,0.0002768869163,1075.333374,-0.0005599664873,1075.333374,0.0003605081583,1075.333374,-0.0004165125138,1075.333374,0.0002381903323,1075.333374,-0.0002580581931,
1074.666626,4.93932348E-005,1074.666626,0.001374101965,1074.666626,0.0003635134199,1074.666626,0.0002919624094,1074.666626,-0.0005401112721,1074.666626,0.0003665705444,1074.666626,-0.000406788633,1074.666626,0.0002323110239,1074.666626,-0.0002498312679,
1074,5.154202154E-005,1074,0.001373400795,1074,0.0003498344158,1074,0.0002668886737,1074,-0.0005805963883,1074,0.000349238544,1074,-0.0004278912966,1074,0.0002086133463,1074,-0.0002778228663,
1073.333374,5.767776747E-005,1073.333374,0.001357768429,1073.333374,0.0003553525894,1073.333374,0.0002883618581,1073.333374,-0.0005705659278,1073.333374,0.0003587464453,1073.333374,-0.0004028576077,1073.333374,0.0002414019546,1073.333374,-0.000266388437,
1072.666626,6.793009379E-005,1072.666626,0.001364753582,1072.666626,0.00035112974,1072.666626,0.0003187214315,1072.666626,-0.000533647777,1072.666626,0.0003955105494,1072.666626,-0.0004032196885,1072.666626,0.0002654640703,1072.666626,-0.0002638531732,
1072,2.591262819E-005,1072,0.001339254319,1072,0.0003505597997,1072,0.0002840360394,1072,-0.0005818889476,1072,0.0003566738742,1072,-0.0004332185199,1072,0.000246193551,1072,-0.0002679406316,
1071.333374,4.768457075E-005,1071.333374,0.001367428224,1071.333374,0.0003712858015,1071.333374,0.0003195244644,1071.333374,-0.0005283217761,1071.333374,0.0003740061657,1071.333374,-0.000401616242,1071.333374,0.0002683391795,1071.333374,-0.0002552124206,
1070.666626,5.224102642E-005,1070.666626,0.001397499815,1070.666626,0.0004105383414,1070.666626,0.0003305601422,1070.666626,-0.0005358711933,1070.666626,0.0004028170952,1070.666626,-0.0004034265876,1070.666626,0.000275669503,1070.666626,-0.0002303240326,
1070,8.046103903E-005,1070,0.001391838421,1070,0.0004308785428,1070,0.0003550417023,1070,-0.0005089821643,1070,0.0003903027682,1070,-0.000395771378,1070,0.0003040335432,1070,-0.0002337908954,
1069.333374,3.670785372E-005,1069.333374,0.001395006664,1069.333374,0.0004077141057,1069.333374,0.000333254342,1069.333374,-0.0005479190149,1069.333374,0.0003826077736,1069.333374,-0.0003985645017,1069.333374,0.0002688053937,1069.333374,-0.0002602830646,
1068.666626,7.69916951E-005,1068.666626,0.001405316638,1068.666626,0.0004380561295,1068.666626,0.0003669332655,1068.666626,-0.0005025182036,1068.666626,0.0004340915766,1068.666626,-0.0003549068933,1068.666626,0.0003120120964,1068.666626,-0.000193169908,
1068,4.71150197E-005,1068,0.001389916753,1068,0.0004425648367,1068,0.0003740320681,1068,-0.0005162216839,1068,0.0003893441171,1068,-0.000405236904,1068,0.0003014690592,1068,-0.0002322385699,
1067.333374,8.701145271E-005,1067.333374,0.00142619689,1067.333374,0.0004436790769,1067.333374,0.0003894218535,1067.333374,-0.0004819880414,1067.333374,0.0004095537588,1067.333374,-0.0003596659808,1067.333374,0.0003369330079,1067.333374,-0.0001965335687,
1066.666626,4.121241727E-005,1066.666626,0.001387579599,1066.666626,0.0004478250921,1066.666626,0.0003960805479,1066.666626,-0.0005344750825,1066.666626,0.0004259812413,1066.666626,-0.0003985127842,1066.666626,0.0003046034544,1066.666626,-0.0002344118257,
1066,4.248095138E-005,1066,0.001414146507,1066,0.0004489393323,1066,0.0003684618277,1066,-0.0004773336987,1066,0.000407195912,1066,-0.0003694944025,1066,0.0003144212242,1066,-0.0002019153762,
1065.333374,9.262987442E-005,1065.333374,0.001430612057,1065.333374,0.0005134150269,1065.333374,0.0004088541609,1065.333374,-0.0004868491669,1065.333374,0.0004358536098,1065.333374,-0.0003597694449,1065.333374,0.0003669332655,1065.333374,-0.0002045545116,
1064.666626,1.573895315E-005,1064.666626,0.001414951519,1064.666626,0.0004585530551,1064.666626,0.0004049935378,1064.666626,-0.0005099647096,1064.666626,0.0003849914065,1064.666626,-0.000396547257,1064.666626,0.0003017798881,1064.666626,-0.000238447843,
1064,8.21439462E-005,1064,0.001391578815,1064,0.0005008197622,1064,0.0003969614918,1064,-0.0004921239452,1064,0.0004192443448,1064,-0.0003822192666,1064,0.0003218041384,1064,-0.0002021223772,
1063.333374,5.949003025E-005,1063.333374,0.001445078291,1063.333374,0.0005029707681,1063.333374,0.0004053821904,1063.333374,-0.0004638875835,1063.333374,0.0004177156079,1063.333374,-0.0003715635103,1063.333374,0.0003517515142,1063.333374,-0.0002092635114,
1062.666626,2.767298247E-005,1062.666626,0.001402745605,1062.666626,0.0004997830838,1062.666626,0.0003971687693,1062.666626,-0.000490624283,1062.666626,0.0004224832228,1062.666626,-0.0003789605107,1062.666626,0.0003407930199,1062.666626,-0.0002037782979,
1062,1.755104131E-005,1062,0.001383866067,1062,0.0005138556007,1062,0.0003821673454,1062,-0.0004927962436,1062,0.0004169382737,1062,-0.0003953575797,1062,0.0003497825819,1062,-0.0002136102412,
1061.333374,8.424111002E-005,1061.333374,0.001442662906,1061.333374,0.0005892535555,1061.333374,0.0004512714804,1061.333374,-0.0004091161827,1061.333374,0.0004809427483,1061.333374,-0.0003372149949,1061.333374,0.000396857853,1061.333374,-0.0001752126554,
1060.666626,1.087224246E-005,1060.666626,0.001419054926,1060.666626,0.0005720423069,1060.666626,0.0003952255356,1060.666626,-0.0004626463633,1060.666626,0.000391909125,1060.666626,-0.0004165642604,1060.666626,0.0003365185112,1060.666626,-0.0002534532105,
1060,8.064227586E-005,1060,0.001459545107,1060,0.0006093688426,1060,0.0004326923518,1060,-0.0004129954032,1060,0.0004530854058,1060,-0.0003665458935,1060,0.0003913650289,1060,-0.0001941531227,
1059.333374,8.633828838E-005,1059.333374,0.001432845602,1059.333374,0.0005899534444,1059.333374,0.0004451819987,1059.333374,-0.0004378215817,1059.333374,0.0004632693017,1059.333374,-0.0003654078755,1059.333374,0.0003877636627,1059.333374,-0.0002069866459,
1058.666626,5.954180961E-005,1058.666626,0.001459726947,1058.666626,0.0005820475635,1058.666626,0.0004127407447,1058.666626,-0.0004219950642,1058.666626,0.0004495094181,1058.666626,-0.0003925644269,1058.666626,0.0003841623256,1058.666626,-0.0001921866642,
1058,3.683729665E-005,1058,0.001393162878,1058,0.000596070895,1058,0.0003936450521,1058,-0.0004495101166,1058,0.0004363718326,1058,-0.0003881160519,1058,0.0003353786306,1058,-0.0002434669295,
1057.333374,4.605358117E-005,1057.333374,0.001405238756,1057.333374,0.0005878019729,1057.333374,0.0003836182295,1057.333374,-0.0004489411949,1057.333374,0.0004291683726,1057.333374,-0.0004486308899,1057.333374,0.0003801982675,1057.333374,-0.0002651984105,
1056.666626,7.774252299E-005,1056.666626,0.001443649875,1056.666626,0.0006201785873,1056.666626,0.0004250743659,1056.666626,-0.0003896160924,1056.666626,0.0004651091876,1056.666626,-0.0003938058508,1056.666626,0.0003829964262,1056.666626,-0.0002250460675,
1056,1.467759193E-005,1056,0.001396305161,1056,0.0006225634716,1056,0.0004190888721,1056,-0.0004217881651,1056,0.0004379524617,1056,-0.0003903919715,1056,0.0004066258844,1056,-0.0002175947011,
1055.333374,3.813170406E-005,1055.333374,0.001417081105,1055.333374,0.0006310404278,1055.333374,0.000423726975,1055.333374,-0.0004242708092,1055.333374,0.0004541219096,1055.333374,-0.0004066851689,1055.333374,0.0003795505618,1055.333374,-0.0002390687587,
1054.666626,8.724447252E-005,1054.666626,0.00146809034,1054.666626,0.0006860538269,1054.666626,0.0004900906933,1054.666626,-0.0003850125067,1054.666626,0.0004819793394,1054.666626,-0.0003520617611,1054.666626,0.0004004334041,1054.666626,-0.0001678121916,
1054,3.375661618E-005,1054,0.001412146725,1054,0.0006543204654,1054,0.0004345579946,1054,-0.0003997541789,1054,0.0004631656629,1054,-0.0004284085007,1054,0.0003885150363,1054,-0.0002587308409,
1053.333374,4.002155038E-005,1053.333374,0.001422950532,1053.333374,0.0006857945118,1053.333374,0.0004532926832,1053.333374,-0.000374305062,1053.333374,0.000481616531,1053.333374,-0.0003884781327,1053.333374,0.000404112594,1053.333374,-0.0002142312005,
1052.666626,5.550306378E-005,1052.666626,0.001411835081,1052.666626,0.000685742707,1052.666626,0.0004664307926,1052.666626,-0.0003579589247,1052.666626,0.0004589935998,1052.666626,-0.0004013059079,1052.666626,0.0004047862603,1052.666626,-0.0002050719922,
1052,4.695968528E-005,1052,0.001437104889,1052,0.000709077518,1052,0.0004709138884,1052,-0.0003688736761,1052,0.000477547932,1052,-0.000418012467,1052,0.0004242192954,1052,-0.0001921349176,
1051.333374,3.246221604E-005,1051.333374,0.001447779476,1051.333374,0.0007196044899,1051.333374,0.000479154638,1051.333374,-0.000361942075,1051.333374,0.0004986687563,1051.333374,-0.0003949954989,1051.333374,0.0004657311074,1051.333374,-0.0001599458337,
1050.666626,3.150436532E-005,1050.666626,0.001386488904,1050.666626,0.0006840833812,1050.666626,0.0004778589064,1050.666626,-0.0003880125878,1050.666626,0.0004603151756,1050.666626,-0.0004304773174,1050.666626,0.0004485247191,1050.666626,-0.000246364536,
1050,3.448147982E-005,1050,0.001430326374,1050,0.0007108146674,1050,0.0004925267422,1050,-0.0003715635103,1050,0.000466456695,1050,-0.0004235467059,1050,0.000477833004,1050,-0.000165172838,
1049.333374,1.641201379E-005,1049.333374,0.001429469325,1049.333374,0.0007110221195,1049.333374,0.0004599782987,1049.333374,-0.0003635973844,1049.333374,0.0004851668491,1049.333374,-0.0004463035439,1049.333374,0.0004802430631,1049.333374,-0.0001711243094,
1048.666626,3.906368147E-005,1048.666626,0.00141848356,1048.666626,0.0007440302288,1048.666626,0.000500638329,1048.666626,-0.000348130241,1048.666626,0.000526347605,1048.666626,-0.0004150125897,1048.666626,0.0005053032073,1048.666626,-0.0001491810981,
1048,3.264343104E-005,1048,0.001429728931,1048,0.000772113679,1048,0.0004903757945,1048,-0.0003199362254,1048,0.0005135964602,1048,-0.0003920989111,1048,0.0005360408104,1048,-0.0001328264771,
1047.333374,2.746588143E-005,1047.333374,0.001399681205,1047.333374,0.0007665383164,1047.333374,0.0004899611231,1047.333374,-0.0003741498804,1047.333374,0.0005046812003,1047.333374,-0.0004274775274,1047.333374,0.0005255959695,1047.333374,-0.0001771274401,
1046.666626,6.303691043E-005,1046.666626,0.001428508316,1046.666626,0.0007865062216,1046.666626,0.0005308313412,1046.666626,-0.0003210743889,1046.666626,0.0005631517852,1046.666626,-0.0004085989494,1046.666626,0.0005395397311,1046.666626,-0.0001021340213,
1046,3.287642539E-005,1046,0.001426508534,1046,0.0007906036335,1046,0.0005050958716,1046,-0.0003230919829,1046,0.0005498034297,1046,-0.0004194606736,1046,0.0005684912903,1046,-0.0001166782677,
1045.333374,4.721857476E-005,1045.333374,0.001437650295,1045.333374,0.0008234102861,1045.333374,0.0005458897213,1045.333374,-0.0003067439247,1045.333374,0.0005474966601,1045.333374,-0.0003960299946,1045.333374,0.0005663658376,1045.333374,-0.0001234067604,
1044.666626,1.012153189E-005,1044.666626,0.001439468353,1044.666626,0.0008059044485,1044.666626,0.0005131817888,1044.666626,-0.0003299724776,1044.666626,0.0005466154544,1044.666626,-0.0004333736724,1044.666626,0.0005677136942,1044.666626,-0.0001291000226,
1044,3.181501961E-005,1044,0.0014270799,1044,0.0008102354477,1044,0.0005176135455,1044,-0.0003396981047,1044,0.00053736259,1044,-0.0004420625919,1044,0.0005583566963,1044,-0.0001069994105,
1043.333374,2.966633292E-005,1043.333374,0.001477596816,1043.333374,0.0008673465345,1043.333374,0.0005609486252,1043.333374,-0.0002789093996,1043.333374,0.0005868947483,1043.333374,-0.0004113919858,1043.333374,0.0005993629456,1043.333374,-0.000106171261,
1042.666626,2.498067806E-005,1042.666626,0.001460376196,1042.666626,0.0008600840229,1042.666626,0.0005181836896,1042.666626,-0.0003207639675,1042.666626,0.0005947488826,1042.666626,-0.0004183228011,1042.666626,0.0005824622931,1042.666626,-0.0001073099629,
1042,1.472936583E-005,1042,0.001487882691,1042,0.0009016894619,1042,0.0005469005555,1042,-0.0002852214675,1042,0.0005988185876,1042,-0.0003873918904,1042,0.000634410535,1042,-7.490753342E-005,
1041.333374,9.475297702E-005,1041.333374,0.001492973766,1041.333374,0.0009222083027,1041.333374,0.0005753600853,1041.333374,-0.0002760637435,1041.333374,0.0006333735655,1041.333374,-0.0003912713146,1041.333374,0.000636121491,1041.333374,-6.538303569E-005,
1040.666626,2.969222078E-005,1040.666626,0.001491363277,1040.666626,0.0009029086214,1040.666626,0.0005219934974,1040.666626,-0.0003124347713,1040.666626,0.0006069061928,1040.666626,-0.0004162021796,1040.666626,0.0006289924495,1040.666626,-0.0001014611407,
1040,5.979699836E-006,1040,0.001430689939,1040,0.0009007037152,1040,0.0005126375472,1040,-0.0003185911628,1040,0.000602369837,1040,-0.0004378215817,1040,0.0006064136978,1040,-0.0001023410587,
1039.333374,-2.743826008E-005,1039.333374,0.001453571371,1039.333374,0.0009092639084,1039.333374,0.0005396693014,1039.333374,-0.0003282135585,1039.333374,0.0005916383234,1039.333374,-0.0004263913725,1039.333374,0.0006136200973,1039.333374,-8.727871318E-005,
1038.666626,6.989217241E-007,1038.666626,0.001442610985,1038.666626,0.0009206258692,1038.666626,0.0005358334747,1038.666626,-0.000304415822,1038.666626,0.0006156420568,1038.666626,-0.0004010990087,1038.666626,0.0006496799178,1038.666626,-5.518537728E-005,
1038,1.053571668E-005,1038,0.001459934632,1038,0.0009526900249,1038,0.0005621409509,1038,-0.0002941203129,1038,0.0006532056723,1038,-0.0003937541042,1038,0.0006738683442,1038,-6.584890798E-005,
1037.333374,3.316119182E-005,1037.333374,0.001497805119,1037.333374,0.00100582419,1037.333374,0.0005554796662,1037.333374,-0.0003043123579,1037.333374,0.0006246632547,1037.333374,-0.0003735291539,1037.333374,0.0006678535137,1037.333374,-5.559949932E-005,
1036.666626,5.009223605E-005,1036.666626,0.001485570916,1036.666626,0.0009793081554,1036.666626,0.000532334554,1036.666626,-0.0003127451928,1036.666626,0.0006394915981,1036.666626,-0.0003983576025,1036.666626,0.0006422914448,1036.666626,-8.12743383E-005,
1036,2.777653208E-005,1036,0.001479960396,1036,0.0009615365998,1036,0.0005482223933,1036,-0.0003299724776,1036,0.0006559278117,1036,-0.0003764258872,1036,0.0006801684503,1036,-6.212187873E-005,
1035.333374,2.019152453E-005,1035.333374,0.001438091858,1035.333374,0.0009889076464,1035.333374,0.0005134927924,1035.333374,-0.0003202466469,1035.333374,0.0006428617635,1035.333374,-0.0004066334513,1035.333374,0.0006646387046,1035.333374,-8.262015035E-005,
1034.666626,-9.111765394E-006,1034.666626,0.001421262394,1034.666626,0.0009456076659,1034.666626,0.0005008974695,1034.666626,-0.0003703220573,1034.666626,0.000623496715,1034.666626,-0.0004391145776,1034.666626,0.0006569388788,1034.666626,-0.0001013576257,
1034,2.003620102E-005,1034,0.001467389055,1034,0.001012129127,1034,0.0005145553732,1034,-0.0003270237066,1034,0.0006503280019,1034,-0.0003897195566,1034,0.0006724683335,1034,-5.704892828E-005,
1033.333374,1.309849722E-005,1033.333374,0.001453960896,1033.333374,0.001027723076,1033.333374,0.0005115749664,1033.333374,-0.0003041571472,1033.333374,0.0006932615652,1033.333374,-0.0003954092972,1033.333374,0.0007098553469,1033.333374,-3.339161412E-005,
1032.666626,2.3971068E-005,1032.666626,0.001474635676,1032.666626,0.001051880769,1032.666626,0.0005345634418,1032.666626,-0.000323195447,1032.666626,0.0006944541819,1032.666626,-0.0003634939203,1032.666626,0.00073306181,1032.666626,-3.069967352E-005,
1032,5.480405162E-005,1032,0.001501987223,1032,0.001065763528,1032,0.0005365591496,1032,-0.0002945859451,1032,0.000716933806,1032,-0.0003661838127,1032,0.0007297687698,1032,-6.160816611E-006,
1031.333374,4.789168088E-005,1031.333374,0.001459207386,1031.333374,0.001046171994,1031.333374,0.00049263041,1031.333374,-0.0003222125233,1031.333374,0.0007001842023,1031.333374,-0.0003881677694,1031.333374,0.0007300539874,1031.333374,-5.130295904E-005,
1030.666626,3.655252658E-005,1030.666626,0.001453415491,1030.666626,0.001074664295,1030.666626,0.0004973211326,1030.666626,-0.0003183842346,1030.666626,0.0007057068287,1030.666626,-0.0004058058839,1030.666626,0.0007274610107,1030.666626,-3.970726175E-005,
1030,9.888552086E-006,1030,0.001423547859,1030,0.001048299833,1030,0.0004912828445,1030,-0.0003381978895,1030,0.0007014287403,1030,-0.0004154263588,1030,0.000734643545,1030,-5.63759786E-005,
1029.333374,3.391194332E-005,1029.333374,0.00146422023,1029.333374,0.001087873126,1029.333374,0.000481668365,1029.333374,-0.0003136246814,1029.333374,0.0007248421898,1029.333374,-0.0003758568782,1029.333374,0.0007663827273,1029.333374,-3.686005584E-005,
1028.666626,6.479741569E-005,1028.666626,0.001493986812,1028.666626,0.001133159851,1028.666626,0.0005218379665,1028.666626,-0.0003049331717,1028.666626,0.0007673940854,1028.666626,-0.0003552172566,1028.666626,0.0008144627791,1028.666626,1.946668453E-005,
1028,6.75158517E-005,1028,0.00146806438,1028,0.001142944442,1028,0.0005363777163,1028,-0.0002963967272,1028,0.000752431748,1028,-0.0003641663934,1028,0.0007896440802,1028,-1.216623514E-005,
1027.333374,6.567766832E-005,1027.333374,0.001482246211,1027.333374,0.001142970403,1027.333374,0.0004987205612,1027.333374,-0.0002929303446,1027.333374,0.0007642823039,1027.333374,-0.0003667010751,1027.333374,0.000811091275,1027.333374,1.006975799E-005,
1026.666626,3.675962944E-005,1026.666626,0.001437910018,1026.666626,0.001120909816,1026.666626,0.0004920861684,1026.666626,-0.0003068991355,1026.666626,0.0007761331508,1026.666626,-0.0003707876022,1026.666626,0.0008279230096,1026.666626,6.78217657E-006,
1026,4.100531078E-005,1026,0.001429521246,1026,0.001152417739,1026,0.0004713025992,1026,-0.0003253165341,1026,0.0007383514894,1026,-0.0003914782137,1026,0.0007945973193,1026,-1.542776226E-005,
1025.333374,2.705167935E-005,1025.333374,0.001426248811,1025.333374,0.001150315511,1025.333374,0.0004538887006,1025.333374,-0.0003113483544,1025.333374,0.0007680683048,1025.333374,-0.0003536136355,1025.333374,0.0008062415873,1025.333374,2.899238098E-006,
1024.666626,2.560197754E-005,1024.666626,0.001442481065,1024.666626,0.00114764215,1024.666626,0.0004187002196,1024.666626,-0.0003149697732,1024.666626,0.0007333211252,1024.666626,-0.0003650975123,1024.666626,0.0008123102016,1024.666626,1.837907689E-006,
1024,1.540242374E-005,1024,0.001450792188,1024,0.00116609619,1024,0.0004655756347,1024,-0.0003262994578,1024,0.0007869211258,1024,-0.0003526825167,1024,0.0008296347223,1024,2.019110298E-006,
1023.333313,2.270258847E-005,1023.333313,0.001430326374,1023.333313,0.001197633334,1023.333313,0.0004509864375,1023.333313,-0.000309589348,1023.333313,0.0007667717291,1023.333313,-0.0003528376983,1023.333313,0.0008492423804,1023.333313,4.78893071E-006,
1022.666626,4.39048199E-005,1022.666626,0.001431962475,1022.666626,0.00119747757,1022.666626,0.0004447155807,1022.666626,-0.0003006908228,1022.666626,0.0007850280381,1022.666626,-0.0003369563201,1022.666626,0.0008438216755,1022.666626,3.427437332E-005,
1022,4.292105587E-005,1022,0.001462246291,1022,0.001252381015,1022,0.000483560143,1022,-0.0002694411087,1022,0.0008257703739,1022,-0.0002678889141,1022,0.0009236091282,1022,0.0001081909359,
1021.333313,5.462282934E-005,1021.333313,0.001475025318,1021.333313,0.001265050028,1021.333313,0.000485555589,1021.333313,-0.0002626114001,1021.333313,0.0008184307371,1021.333313,-0.0003244370455,1021.333313,0.0008678134182,1021.333313,7.380716852E-005,
1020.666626,6.904336624E-005,1020.666626,0.001469544834,1020.666626,0.001262453967,1020.666626,0.0004648759495,1020.666626,-0.000256557687,1020.666626,0.000836403924,1020.666626,-0.0003165217931,1020.666626,0.0009043093887,1020.666626,7.13217014E-005,
1020,3.352362182E-005,1020,0.001462584012,1020,0.001249265741,1020,0.0004490170686,1020,-0.0002859458036,1020,0.0008178342832,1020,-0.000326040783,1020,0.0008966052555,1020,6.821488205E-005,
