non-imine polymer t=48hrs FeCl3 0uM,,non-imine polymer t=48hrs FeCl3 5uM,,non-imine polymer t=48hrs FeCl3 20uM,,non-imine polymer t=48hrs FeCl3 50uM,,non-imine polymer t=48hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1063.333374,0.0005173802492,1063.333374,-0.0006143053179,1063.333374,-0.001152517623,1063.333374,-0.0001703997841,1063.333374,-0.0001989139855,
1062.666626,0.0005587714259,1062.666626,-0.0005739267217,1062.666626,-0.001133464044,1062.666626,-0.0001410556142,1062.666626,-0.0002167150233,
1062,0.0005327751278,1062,-0.0006145121297,1062,-0.001145082177,1062,-0.0001337580907,1062,-0.00019187617,
1061.333374,0.0005936342641,1061.333374,-0.0006186479586,1061.333374,-0.001114564482,1061.333374,-5.596185656E-005,1061.333374,-0.0001950846054,
1060.666626,0.0004734534887,1060.666626,-0.0005692216218,1060.666626,-0.00116847246,1060.666626,-0.0001462828513,1060.666626,-0.0002050202456,
1060,0.0005504772998,1060,-0.0006045341142,1060,-0.001090138452,1060,-8.049789903E-005,1060,-0.0001693130034,
1059.333374,0.0005438940134,1059.333374,-0.0006202506484,1059.333374,-0.001166716916,1059.333374,-7.563221152E-005,1059.333374,-0.0001735048718,
1058.666626,0.0005402136012,1058.666626,-0.0005914538633,1058.666626,-0.001164961373,1058.666626,-6.082776599E-005,1058.666626,-0.0001736601262,
1058,0.0005381142255,1058,-0.0006202506484,1058,-0.0011242209,1058,-6.28983471E-005,1058,-0.0001610843901,
1057.333374,0.0005246888613,1057.333374,-0.0006050511147,1057.333374,-0.001107231597,1057.333374,-5.270063411E-005,1057.333374,-0.0001112954051,
1056.666626,0.0004823162162,1056.666626,-0.0006326062721,1056.666626,-0.001137078623,1056.666626,-6.766065053E-005,1056.666626,-0.0001881502249,
1056,0.0005283172941,1056,-0.0005925396108,1056,-0.001137439976,1056,-4.421098492E-005,1056,-0.0001150737662,
1055.333374,0.0005423648399,1055.333374,-0.0005895408685,1055.333374,-0.001068809652,1055.333374,-8.749369044E-006,1055.333374,-0.0001125893687,
1054.666626,0.0005224600318,1054.666626,-0.0005796657642,1054.666626,-0.00112664781,1054.666626,-3.675651897E-005,1054.666626,-9.012559167E-005,
1054,0.0005027116276,1054,-0.0005660676979,1054,-0.001131295227,1054,-7.35099311E-005,1054,-6.082776599E-005,
1053.333374,0.0005318680196,1053.333374,-0.0005636892747,1053.333374,-0.00108838256,1053.333374,-4.131203968E-005,1053.333374,-1.304633224E-005,
1052.666626,0.0005710573168,1052.666626,-0.0004856597516,1052.666626,-0.001068138285,1052.666626,3.046885286E-005,1052.666626,-3.572248943E-006,
1052,0.0005097608082,1052,-0.0005475053913,1052,-0.001117817708,1052,-7.164644921E-005,1052,-3.375398956E-005,
1051.333374,0.000610690855,1051.333374,-0.0004644564469,1051.333374,-0.001047015074,1051.333374,-2.686880362E-005,1051.333374,7.225374429E-005,
1050.666626,0.0005838620127,1050.666626,-0.0004389594251,1050.666626,-0.001032037078,1050.666626,-4.918306331E-006,1050.666626,4.838356836E-005,
1050,0.0006166271633,1050,-0.0004608879972,1050,-0.001056724694,1050,-4.467688268E-005,1050,9.563329513E-005,
1049.333374,0.0005914309295,1049.333374,-0.0004423728969,1049.333374,-0.001058790484,1049.333374,-0.0001153843186,1049.333374,3.826114698E-005,
1048.666626,0.0005834213807,1048.666626,-0.0003705806739,1048.666626,-0.001033638255,1048.666626,-4.804170021E-005,1048.666626,0.0001455552992,
1048,0.0006156161544,1048,-0.0004404075735,1048,-0.001121122623,1048,-0.0001284789469,1048,0.0001394701103,
1047.333374,0.0005169396754,1047.333374,-0.0004555611231,1047.333374,-0.00106338691,1047.333374,-0.0001652763458,1047.333374,8.620882727E-005,
1046.666626,0.0006094984128,1046.666626,-0.0004174952337,1046.666626,-0.001033844776,1046.666626,-0.0001263051527,1046.666626,0.0001725642651,
1046,0.0005731568672,1046,-0.0004394766293,1046,-0.001081152586,1046,-0.0001154878337,1046,0.0001466946705,
1045.333374,0.0005583826569,1045.333374,-0.0004478550982,1045.333374,-0.001077899011,1045.333374,-0.0001452995202,1045.333374,0.0001448561525,
1044.666626,0.0006152532296,1044.666626,-0.0004246845783,1044.666626,-0.001058067428,1044.666626,-0.0001503196836,1044.666626,0.0001961045928,
1044,0.000639750855,1044,-0.0004346666683,1044,-0.001073819119,1044,-9.685449186E-005,1044,0.0002338132181,
1043.333374,0.0005714202416,1043.333374,-0.0004662665306,1043.333374,-0.001099898596,1043.333374,-0.0001448854746,1043.333374,0.0002394076437,
1042.666626,0.0006123498897,1042.666626,-0.0004479068448,1042.666626,-0.001113893115,1042.666626,-0.0001539424557,1042.666626,0.0001816539443,
1042,0.0005775892059,1042,-0.0004473379231,1042,-0.001133154146,1042,-0.0001497503981,1042,0.000210296741,
1041.333374,0.0005937120295,1041.333374,-0.0004511650768,1041.333374,-0.001102790586,1041.333374,-0.0001371739636,1041.333374,0.0002404695551,
1040.666626,0.0005481705302,1040.666626,-0.0004309945216,1040.666626,-0.001138472697,1040.666626,-0.0001622747077,1040.666626,0.0002051170741,
1040,0.0006337364903,1040,-0.000444389967,1040,-0.001117094769,1040,-0.0001681744616,1040,0.0002621745516,
1039.333374,0.0006588314427,1039.333374,-0.0004113919858,1039.333374,-0.001128042117,1039.333374,-0.0001349484664,1039.333374,0.0002647647052,
1038.666626,0.0006328810123,1038.666626,-0.0003907023347,1038.666626,-0.001156958169,1038.666626,-0.0001745916379,1038.666626,0.0002991117944,
1038,0.0006468541105,1038,-0.000400633493,1038,-0.001089983503,1038,-0.0001431775745,1038,0.0003113126731,
1037.333374,0.0006602572976,1037.333374,-0.000382633094,1037.333374,-0.001115338993,1037.333374,-0.0001260981226,1037.333374,0.0003596013994,
1036.666626,0.0005415095366,1036.666626,-0.0004291842924,1036.666626,-0.001159694744,1036.666626,-0.0002212169056,1036.666626,0.0002590404765,
1036,0.0005821512314,1036,-0.0004303738824,1036,-0.00119402993,1036,-0.0001868564868,1036,0.0002271051926,
1035.333374,0.0005873613409,1035.333374,-0.0004191503685,1035.333374,-0.001154944417,1035.333374,-0.0002527805627,1035.333374,0.0004135180498,
1034.666626,0.000556464598,1034.666626,-0.0004622843699,1034.666626,-0.001177404891,1034.666626,-0.0001880984782,1034.666626,0.0003123488568,
1034,0.0005506587331,1034,-0.0004561300157,1034,-0.001154686324,1034,-0.0002314106678,1034,0.0003268815635,
1033.333374,0.0005944896839,1033.333374,-0.0004061679356,1033.333374,-0.001149677671,1033.333374,-0.0001899614581,1033.333374,0.0003490831004,
1032.666626,0.000569631753,1032.666626,-0.0004262362199,1032.666626,-0.001121277455,1032.666626,-0.0002162493038,1032.666626,0.0003407930199,
1032,0.0005929084728,1032,-0.0003697530483,1032,-0.001171157346,1032,-0.0002027433511,1032,0.0003567774838,
1031.333374,0.0005794555182,1031.333374,-0.0004182193661,1031.333374,-0.001159643172,1031.333374,-0.0002159388241,1031.333374,0.0003611040302,
1030.666626,0.0005766820395,1030.666626,-0.0003871332738,1030.666626,-0.001076969435,1030.666626,-0.0001997419604,1030.666626,0.0003521142062,
1030,0.0005977039691,1030,-0.0003677873756,1030,-0.001086936565,1030,-0.0001619124378,1030,0.0004252298095,
1029.333374,0.000550762401,1029.333374,-0.0004142367397,1029.333374,-0.001126286341,1029.333374,-0.0002362228697,1029.333374,0.0003559484612,
1028.666626,0.0005524989683,1028.666626,-0.0003908057697,1028.666626,-0.001097523142,1028.666626,-0.0002277885505,1028.666626,0.0003286172287,
1028,0.0005451639881,1028,-0.0004541647213,1028,-0.001126338029,1028,-0.0002321350912,1028,0.0003728143638,
1027.333374,0.0005699168541,1027.333374,-0.0003844952444,1027.333374,-0.001089725294,1027.333374,-0.0002248390811,1027.333374,0.0004003815702,
1026.666626,0.0005380624207,1026.666626,-0.0004160987446,1026.666626,-0.001150452183,1026.666626,-0.0002217861038,1026.666626,0.0003153797006,
1026,0.0005918197567,1026,-0.0003488544899,1026,-0.001062302385,1026,-0.0002062104322,1026,0.0003914168628,
1025.333374,0.0005930640036,1025.333374,-0.0003970127727,1025.333374,-0.001117920969,1025.333374,-0.0001580309618,1025.333374,0.0003807423636,
1024.666626,0.0005547280307,1024.666626,-0.0004199261894,1024.666626,-0.001131037017,1024.666626,-0.0001520793157,1024.666626,0.0004083359672,
1024,0.000548429729,1024,-0.00043663205,1024,-0.001161501976,1024,-0.0001788869704,1024,0.0003521142062,
1023.333313,0.0005613633548,1023.333313,-0.0003960299946,1023.333313,-0.001126802759,1023.333313,-0.0001552880422,1023.333313,0.0003821673454,
1022.666687,0.0005266586086,1022.666687,-0.0004509064893,1022.666687,-0.001104649622,1022.666687,-0.0001672946673,1022.666687,0.0003889295622,
1022,0.0005462266854,1022,-0.0004211157793,1022,-0.001118953805,1022,-0.0001410038676,1022,0.0003839032142,
1021.333313,0.0004764854384,1021.333313,-0.0004346666683,1021.333313,-0.001120296307,1021.333313,-0.0001248042099,1021.333313,0.0002976871037,
1020.666687,0.0004762781318,1020.666687,-0.0004435107403,1020.666687,-0.001123911003,1020.666687,-0.0001514582691,1020.666687,0.000361699902,
1020,0.0004441714264,1020,-0.0004177538503,1020,-0.001158300671,1020,-0.0001194214346,1020,0.0003573474532,
1019.333313,0.0004188556923,1019.333313,-0.0004664734006,1019.333313,-0.001186491922,1019.333313,-0.0001477319747,1019.333313,0.0003279695811,
1018.666687,0.0003972983104,1018.666687,-0.0004714381357,1018.666687,-0.001231408329,1018.666687,-0.0001729356009,1018.666687,0.0002920142142,
1018,0.0004160573008,1018,-0.0005248055095,1018,-0.001226658816,1018,-0.0001415731676,1018,0.000303955836,
1017.333313,0.0003810014459,1017.333313,-0.0005049486645,1017.333313,-0.001211067429,1017.333313,-0.0001307562197,1017.333313,0.0003254567564,
1016.666687,0.0004128443834,1016.666687,-0.0005257879966,1016.666687,-0.001262124279,1016.666687,-9.633688751E-005,1016.666687,0.0003063649347,
1016,0.0003733325284,1016,-0.0005374741741,1016,-0.001279365621,1016,-0.0001401240297,1016,0.0002585483307,
1015.333313,0.0004060558567,1015.333313,-0.0005091890343,1015.333313,-0.001249580062,1015.333313,-0.0001046702382,1015.333313,0.0002932316856,
1014.666687,0.0003894736583,1014.666687,-0.0005424898118,1014.666687,-0.001204562257,1014.666687,-0.0001532696624,1014.666687,0.0002708257816,
1014,0.0003892404784,1014,-0.0005175144761,1014,-0.001210447983,1014,-9.131609841E-005,1014,0.0002987232292,
1013.333313,0.0003675550397,1013.333313,-0.0005182384048,1013.333313,-0.00120373629,1013.333313,-0.00016180893,1013.333313,0.0002649719245,
1012.666687,0.000363098894,1012.666687,-0.00051492895,1012.666687,-0.001157939201,1012.666687,-9.587104432E-005,1012.666687,0.0003151983547,
1012,0.0003648088023,1012,-0.0005444546696,1012,-0.001193100587,1012,-0.0001269779896,1012,0.0003191618016,
1011.333313,0.0003961064795,1011.333313,-0.0005290457048,1011.333313,-0.001115597202,1011.333313,-5.999952919E-005,1011.333313,0.0003393422812,
1010.666687,0.0004079732171,1010.666687,-0.0005566056352,1010.666687,-0.00109148107,1010.666687,-2.769710227E-005,1010.666687,0.0003844732128,
1010,0.0004029466654,1010,-0.0005106369499,1010,-0.001060133218,1010,-5.808422793E-005,1010,0.0004181819968,
1009.333313,0.0004107715504,1009.333313,-0.0005102232099,1009.333313,-0.001043761265,1009.333313,-8.283431271E-006,1009.333313,0.0004551843449,
1008.666687,0.0004054340243,1008.666687,-0.0005223234766,1008.666687,-0.001056156587,1008.666687,-7.765721421E-006,1008.666687,0.0004475400492,
1008,0.0003734361671,1008,-0.0005220649182,1008,-0.001024444588,1008,-6.83384178E-006,1008,0.0004474364105,
1007.333313,0.0004308526113,1007.333313,-0.0004785231431,1007.333313,-0.0009986188961,1007.333313,7.375538553E-005,1007.333313,0.0005599636934,
1006.666687,0.0004285723844,1006.666687,-0.0004876248713,1006.666687,-0.000982554513,1006.666687,6.259678048E-005,1006.666687,0.0005190648953,
1006,0.0004561949754,1006,-0.0004699901037,1006,-0.0009701570962,1006,6.901747838E-005,1006,0.000579066691,
1005.333313,0.0004060558567,1005.333313,-0.0005306486855,1005.333313,-0.0009960362222,1005.333313,7.422141061E-005,1005.333313,0.0005736493622,
1004.666687,0.0004343766195,1004.666687,-0.0004671456991,1004.666687,-0.0009375606896,1004.666687,5.084301665E-005,1004.666687,0.0005571903312,
1004,0.0004072218144,1004,-0.0004901588545,1004,-0.0009643715457,1004,6.953527918E-005,1004,0.0006414100062,
1003.333313,0.0004625955771,1003.333313,-0.0004874697479,1003.333313,-0.0009312580805,1003.333313,8.895329665E-005,1003.333313,0.0006175603485,
1002.666687,0.000398645614,1002.666687,-0.0005169456126,1002.666687,-0.0009835358942,1002.666687,9.73680435E-005,1002.666687,0.0006908762152,
1002,0.0003960805479,1002,-0.0004716967233,1002,-0.000908991613,1002,7.670689956E-005,1002,0.0006682164967,
1001.333313,0.0003538240853,1001.333313,-0.0005415590713,1001.333313,-0.0009366824524,1001.333313,4.944501416E-005,1001.333313,0.0006876094267,
1000.666687,0.0003727884614,1000.666687,-0.000513119041,1000.666687,-0.0009448447381,1000.666687,7.590428868E-005,1000.666687,0.0007085329853,
1000,0.0003764933499,1000,-0.0005340614007,1000,-0.0009575011209,1000,5.322481229E-005,1000,0.0007008324028,
999.333313,0.0003696795029,999.333313,-0.0005213409895,999.333313,-0.0009193759179,999.333313,7.274566451E-005,999.333313,0.0007810603129,
998.666687,0.0003646015539,998.666687,-0.0005848360015,998.666687,-0.0009442248265,998.666687,6.653203309E-005,998.666687,0.0007320505683,
998,0.0003789287584,998,-0.0005121882423,998,-0.0008981938008,998,9.190491255E-005,998,0.0008431473398,
997.333313,0.0003341869742,997.333313,-0.0005106369499,997.333313,-0.0008960755076,997.333313,0.0001130846285,997.333313,0.0008593837265,
996.666687,0.0003486167989,996.666687,-0.0005379395443,996.666687,-0.000893078919,996.666687,9.226739348E-005,996.666687,0.0008664646884,
996,0.000410693814,996,-0.0004804366035,996,-0.000873238896,996,0.0001571303583,996,0.0009285120177,
995.333313,0.0003374511143,995.333313,-0.0005289422697,995.333313,-0.0008657986182,995.333313,0.0001051097497,995.333313,0.00093458232,
994.666687,0.00038514685,994.666687,-0.0004704555322,994.666687,-0.0008211544482,994.666687,0.0001560686505,994.666687,0.0009943820769,
994,0.0004131293972,994,-0.0004645598819,994,-0.0008557747351,994,0.0001565088751,994,0.001010312815,
993.333313,0.0003448085045,993.333313,-0.0005173076061,993.333313,-0.0009000020218,993.333313,0.0001509155263,993.333313,0.0009943043115,
992.666687,0.0004177674127,992.666687,-0.0004983295221,992.666687,-0.0008378449129,992.666687,0.0001905625249,992.666687,0.001036908594,
992,0.0004032057477,992,-0.000440666161,992,-0.0008382066153,992,0.0001751021045,992,0.001065867371,
991.333313,0.0003400935384,991.333313,-0.0005197380087,991.333313,-0.0009056334966,991.333313,7.593018381E-005,991.333313,0.001041345648,
990.666687,0.0003565961379,990.666687,-0.0005275461008,990.666687,-0.0008746339008,990.666687,0.0001595904323,990.666687,0.001077830209,
990,0.0003652492305,990,-0.0005193243269,990,-0.0008883256814,990,0.0001096927008,990,0.001085615368,
989.333313,0.0003607672406,989.333313,-0.000536595122,989.333313,-0.0008676070138,989.333313,0.0001377610897,989.333313,0.001105390373,
988.666687,0.0003308451269,988.666687,-0.0005263051135,988.666687,-0.0008741172496,988.666687,0.0001964153635,988.666687,0.001151353703,
988,0.0003669850703,988,-0.0005146703916,988,-0.000871068798,988,0.0002016985236,988,0.001156622428,
987.333313,0.0004326664493,987.333313,-0.0005135844694,987.333313,-0.0008599083521,987.333313,0.0002390709415,987.333313,0.001190650859,
986.666687,0.0003965987416,986.666687,-0.0005052072229,986.666687,-0.0008997436962,986.666687,0.0001925048273,986.666687,0.001195374993,
986,0.000388074579,986,-0.0005500389962,986,-0.0009021719452,986,0.0001828192908,986,0.00120261719,
985.333313,0.0003655860492,985.333313,-0.0005857149372,985.333313,-0.0008961788262,985.333313,0.0002048580936,985.333313,0.00117728312,
984.666687,0.0003968060191,984.666687,-0.0005102232099,984.666687,-0.0008599083521,984.666687,0.0002739858464,984.666687,0.001247837907,
984,0.0003699126537,984,-0.0004907794064,984,-0.0008542763535,984,0.000328513619,984,0.001241996884,
983.333313,0.0003817527904,983.333313,-0.0005107403267,983.333313,-0.0008756672614,983.333313,0.0002933871001,983.333313,0.001218192163,
982.666687,0.0003790064657,982.666687,-0.0004781094322,982.666687,-0.0008538112743,982.666687,0.0002696601732,982.666687,0.001190754701,
982,0.0003233066236,982,-0.0005452819751,982,-0.0009348743479,982,0.0002547408512,982,0.001118184882,
981.333313,0.0003340574331,981.333313,-0.0005301832571,981.333313,-0.0009176193853,981.333313,0.0003117271408,981.333313,0.001194726094,
980.666687,0.0003092403058,980.666687,-0.0005179281579,980.666687,-0.0009156561573,980.666687,0.000320172112,980.666687,0.001167030539,
980,0.0003671923187,980,-0.0005251675029,980,-0.0008763389196,980,0.0003563111532,980,0.001224941458,
979.333313,0.0003255603951,979.333313,-0.0005319931079,979.333313,-0.0009046518244,979.333313,0.0002933871001,979.333313,0.001176037244,
978.666687,0.0003168044495,978.666687,-0.0005193760153,978.666687,-0.0009034118848,978.666687,0.0003170894051,978.666687,0.001193038886,
978,0.0003562852507,978,-0.0005214961129,978,-0.0008717405144,978,0.0002723021898,978,0.001163241104,
977.333313,0.0003884373,977.333313,-0.0005078962422,977.333313,-0.0008703971398,977.333313,0.0002598175197,977.333313,0.001152391895,
976.666687,0.0002856420178,976.666687,-0.0005634307745,976.666687,-0.0009554348071,976.666687,0.0001990310411,976.666687,0.001103443909,
976,0.0002868076554,976,-0.0005367502454,976,-0.0009534717537,976,0.0001690423815,976,0.001112527214,
975.333313,0.000307012524,975.333313,-0.0005986919859,975.333313,-0.001026665559,975.333313,0.0001303036261,975.333313,0.001074456726,
974.666687,0.0002501304843,974.666687,-0.0005557266413,974.666687,-0.001017523464,974.666687,0.0001199462567,974.666687,0.001041008392,
974,0.0002707998792,974,-0.0005297696334,974,-0.001035084366,974,5.110190614E-005,974,0.0009841338033,
973.333313,0.0002875329519,973.333313,-0.0005714449217,973.333313,-0.001076091547,973.333313,-3.437520718E-005,973.333313,0.0008918064996,
972.666687,0.0001984094852,972.666687,-0.000628522248,972.666687,-0.001169195282,972.666687,-0.0001077757988,972.666687,0.0008091721684,
