t=1hrs FeCl3 0uM,,t=1hrs FeCl3 5uM,,t=1hrs FeCl3 20uM,,t=1hrs FeCl3 50uM,,t=1hrs FeCl3 100uM,,
1385.333374,-0.001810207264,1385.333374,-0.001383934403,1385.333374,-0.0006410844508,1385.333374,-0.001132018166,1385.333374,-0.0006482183817,
1384.666626,-0.001543732593,1384.666626,-0.001203374821,1384.666626,-0.0004285119358,1384.666626,-0.000890185649,1384.666626,-0.0004885556991,
1384,-0.001918462571,1384,-0.001424031449,1384,-0.0007146926946,1384,-0.001234764,1384,-0.0007465822855,
1383.333374,-0.001668506651,1383.333374,-0.001409892109,1383.333374,-0.0006970154354,1383.333374,-0.001083579846,1383.333374,-0.0006956198486,
1382.666626,-0.001668919227,1382.666626,-0.001371290535,1382.666626,-0.0006297629443,1382.666626,-0.001065504388,1382.666626,-0.0006622273941,
1382,-0.001677944441,1382,-0.001344969263,1382,-0.000641239516,1382,-0.001061734278,1382,-0.0005848360015,
1381.333374,-0.00178427354,1381.333374,-0.001391727012,1381.333374,-0.0007681335555,1381.333374,-0.001126699499,1381.333374,-0.0006868842756,
1380.666626,-0.001981289824,1380.666626,-0.001472225413,1380.666626,-0.00090981822,1380.666626,-0.001294902875,1380.666626,-0.000717742194,
1380,-0.001645349548,1380,-0.001240132959,1380,-0.0005452819751,1380,-0.000983329257,1380,-0.0004183745186,
1379.333374,-0.00161187537,1379.333374,-0.001276991097,1379.333374,-0.0006510098465,1379.333374,-0.001019847696,1379.333374,-0.0005179281579,
1378.666626,-0.001813816256,1378.666626,-0.001460873988,1378.666626,-0.0008243065677,1378.666626,-0.001229240093,1378.666626,-0.0007616217481,
1378,-0.001972116297,1378,-0.00155693898,1378,-0.0009502689354,1378,-0.001361845993,1378,-0.0008580482099,
1377.333374,-0.001785665634,1377.333374,-0.001434816164,1377.333374,-0.0007799682207,1377.333374,-0.00123300869,1377.333374,-0.0007445149822,
1376.666626,-0.001661441056,1376.666626,-0.001385689131,1376.666626,-0.0006700329832,1376.666626,-0.001112911967,1376.666626,-0.0007353669498,
1376,-0.001829385874,1376,-0.001462783082,1376,-0.0008257017471,1376,-0.001247928129,1376,-0.0007502000662,
1375.333374,-0.001738898689,1375.333374,-0.001383986091,1375.333374,-0.0006937590078,1375.333374,-0.001155718928,1375.333374,-0.0006764427526,
1374.666626,-0.001508135232,1374.666626,-0.001252367743,1374.666626,-0.0005218581064,1374.666626,-0.0009057884454,1374.666626,-0.0005777527695,
1374,-0.001836397219,1374,-0.001436570659,1374,-0.0008630084922,1374,-0.001283495221,1374,-0.0007440497866,
1373.333374,-0.001772878692,1373.333374,-0.001424444257,1373.333374,-0.0008340211352,1373.333374,-0.001128248638,1373.333374,-0.0007237378159,
1372.666626,-0.001818095334,1372.666626,-0.001482493011,1372.666626,-0.0009119364549,1372.666626,-0.001236467622,1372.666626,-0.000768598693,
1372,-0.001605169848,1372,-0.001456642989,1372,-0.0007600196404,1372,-0.001012926572,1372,-0.0008108711918,
1371.333374,-0.001847635722,1371.333374,-0.001567978412,1371.333374,-0.0009782670531,1371.333374,-0.001276268391,1371.333374,-0.0008666253416,
1370.666626,-0.00127322285,1370.666626,-0.001168059418,1370.666626,-0.0002859975211,1370.666626,-0.0006773215136,1370.666626,-0.0004270637583,
1370,-0.002000976354,1370,-0.001568648964,1370,-0.00111012347,1370,-0.001387959812,1370,-0.0008564464515,
1369.333374,-0.001891658991,1369.333374,-0.001474805293,1369.333374,-0.001009724103,1369.333374,-0.001332478947,1369.333374,-0.0008247716469,
1368.666626,-0.002094191266,1368.666626,-0.001635859371,1368.666626,-0.001284475904,1368.666626,-0.001502098865,1368.666626,-0.00100765808,
1368,-0.001823921106,1368,-0.001482493011,1368,-0.0009312064503,1368,-0.001227846136,1368,-0.0007975904155,
1367.333374,-0.001595936716,1367.333374,-0.001301303389,1367.333374,-0.0007054406451,1367.333374,-0.001010188949,1367.333374,-0.0006943793269,
1366.666626,-0.00162879331,1366.666626,-0.001306723221,1366.666626,-0.0006677068304,1366.666626,-0.001022843411,1366.666626,-0.000696188421,
1366,-0.001846759347,1366,-0.001530577429,1366,-0.001006986597,1366,-0.001297328854,1366,-0.0008889456512,
1365.333374,-0.001900576521,1365.333374,-0.001593821915,1365.333374,-0.001027182094,1365.333374,-0.001285043778,1365.333374,-0.0009939183947,
1364.666626,-0.002055908088,1364.666626,-0.001610740554,1364.666626,-0.001130469027,1364.666626,-0.001407363452,1364.666626,-0.0009727915749,
1364,-0.001989226323,1364,-0.001513552386,1364,-0.001165632624,1364,-0.001366490847,1364,-0.0008922522538,
1363.333374,-0.002237504348,1363.333374,-0.001748541137,1363.333374,-0.001445549075,1363.333374,-0.001625956502,1363.333374,-0.001118334127,
1362.666626,-0.002159002237,1362.666626,-0.001699191751,1362.666626,-0.001322259428,1362.666626,-0.001474495628,1362.666626,-0.001115855412,
1362,-0.001881761942,1362,-0.001614970155,1362,-0.001035394263,1362,-0.001235693227,1362,-0.0009299149388,
1361.333374,-0.00174818025,1361.333374,-0.001518195728,1361.333374,-0.0009602389764,1361.333374,-0.001105785719,1361.333374,-0.0009471694357,
1360.666626,-0.001687588403,1360.666626,-0.001370155136,1360.666626,-0.000923405576,1360.666626,-0.001059048693,1360.666626,-0.0008182090241,
1360,-0.00200386229,1360,-0.001610792126,1360,-0.00139724894,1360,-0.001427798416,1360,-0.0009943316691,
1359.333374,-0.001814022427,1359.333374,-0.001559776254,1359.333374,-0.001198366866,1359.333374,-0.001212100033,1359.333374,-0.0009156045271,
1358.666626,-0.002459437819,1358.666626,-0.001947790035,1358.666626,-0.001895782771,1358.666626,-0.00195459323,1358.666626,-0.001366903773,
1358,-0.001993091544,1358,-0.001724305446,1358,-0.001399571192,1358,-0.001458964893,1358,-0.001160830725,
1357.333374,-0.002546172356,1357.333374,-0.002041892381,1357.333374,-0.002008809475,1357.333374,-0.002008345677,1357.333374,-0.001458087703,
1356.666626,-0.002164411126,1356.666626,-0.00184624386,1356.666626,-0.001598567469,1356.666626,-0.001604293007,1356.666626,-0.001268525375,
1356,-0.002283702604,1356,-0.00192959595,1356,-0.001735443715,1356,-0.001693467493,1356,-0.001350078732,
1355.333374,-0.002229005797,1355.333374,-0.001831087167,1355.333374,-0.001747355214,1355.333374,-0.00165989378,1355.333374,-0.001289121574,
1354.666626,-0.002102950122,1354.666626,-0.001778859762,1354.666626,-0.001570093445,1354.666626,-0.001515770913,1354.666626,-0.001215972123,
1354,-0.002073220909,1354,-0.001726471237,1354,-0.001635807799,1354,-0.001510869712,1354,-0.001191087067,
1353.333374,-0.002351059811,1353.333374,-0.001927482663,1353.333374,-0.001919854316,1353.333374,-0.001782726729,1353.333374,-0.001447716262,
1352.666626,-0.002513230778,1352.666626,-0.00207564258,1352.666626,-0.002151326276,1352.666626,-0.002040191786,1352.666626,-0.001553070033,
1352,-0.002321914304,1352,-0.001944388379,1352,-0.001836654963,1352,-0.001843666192,1352,-0.001405505696,
1351.333374,-0.002214686479,1351.333374,-0.001891195076,1351.333374,-0.00180082384,1351.333374,-0.001754470984,1351.333374,-0.001405196148,
1350.666626,-0.002292715013,1350.666626,-0.001964231022,1350.666626,-0.001906916616,1350.666626,-0.001779478393,1350.666626,-0.001406692667,
1350,-0.002208196325,1350,-0.001946037635,1350,-0.001842325786,1350,-0.001726625953,1350,-0.001438944251,
1349.333374,-0.002397040138,1349.333374,-0.002004995942,1349.333374,-0.001994173741,1349.333374,-0.001899958006,1349.333374,-0.001523096813,
1348.666626,-0.002314292826,1348.666626,-0.001926606405,1348.666626,-0.001975105377,1348.666626,-0.00177019753,1348.666626,-0.001424650662,
1348,-0.002353943419,1348,-0.001952943974,1348,-0.002090584487,1348,-0.001883617602,1348,-0.001533208531,
1347.333374,-0.002350132912,1347.333374,-0.001950727776,1347.333374,-0.001987834927,1347.333374,-0.001869854168,1347.333374,-0.001513655647,
1346.666626,-0.002343850909,1346.666626,-0.001956706401,1346.666626,-0.002028958406,1346.666626,-0.001850316417,1346.666626,-0.001542184968,
1346,-0.002470402978,1346,-0.002060545376,1346,-0.002142413985,1346,-0.001970724901,1346,-0.001595111447,
1345.333374,-0.002388905268,1345.333374,-0.002003604546,1345.333374,-0.002091151429,1345.333374,-0.001872380031,1345.333374,-0.001546724699,
1344.666626,-0.002460158663,1344.666626,-0.002044107998,1344.666626,-0.002178216819,1344.666626,-0.001942996751,1344.666626,-0.001628741738,
1344,-0.002385249594,1344,-0.001970930956,1344,-0.002090790775,1344,-0.00186830759,1344,-0.001584124286,
1343.333374,-0.002425357001,1343.333374,-0.002026742557,1343.333374,-0.002136231866,1343.333374,-0.001894648769,1343.333374,-0.001568391104,
1342.666626,-0.002424327424,1342.666626,-0.002058123704,1342.666626,-0.002181410789,1342.666626,-0.001908669132,1342.666626,-0.001524180174,
1342,-0.002463504672,1342,-0.001997781219,1342,-0.002165647689,1342,-0.001952274004,1342,-0.001590004773,
1341.333374,-0.002447700361,1341.333374,-0.002025763504,1341.333374,-0.002158280928,1341.333374,-0.001915730769,1341.333374,-0.001614557463,
1340.666626,-0.002432976617,1340.666626,-0.002046942245,1340.666626,-0.002195215784,1340.666626,-0.001904287841,1340.666626,-0.00156792684,
1340,-0.002451252658,1340,-0.002063585445,1340,-0.002152614295,1340,-0.001926039462,1340,-0.001581029268,
1339.333374,-0.002456451999,1339.333374,-0.00207950687,1339.333374,-0.002233692678,1339.333374,-0.001906916616,1339.333374,-0.001662627212,
1338.666626,-0.002467880491,1338.666626,-0.002069768729,1338.666626,-0.002234980464,1338.666626,-0.001921503688,1338.666626,-0.001590984873,
1338,-0.002454495756,1338,-0.002029215917,1338,-0.00223528943,1338,-0.001953407889,1338,-0.001582576777,
1337.333374,-0.002413927577,1337.333374,-0.002048436552,1337.333374,-0.002208763035,1337.333374,-0.001973147038,1337.333374,-0.001601249678,
1336.666626,-0.002417531563,1336.666626,-0.002054671291,1336.666626,-0.002228490543,1336.666626,-0.001938873436,1336.666626,-0.001512881718,
1336,-0.002436734736,1336,-0.002092851559,1336,-0.00221236865,1336,-0.001960829599,1336,-0.001545847743,
1335.333374,-0.002464431338,1335.333374,-0.00213772594,1335.333374,-0.002257642569,1335.333374,-0.001961808652,1335.333374,-0.001592222834,
1334.666626,-0.002463710727,1334.666626,-0.002072087256,1334.666626,-0.002212471562,1334.666626,-0.001977682346,1334.666626,-0.001525212079,
1334,-0.002491560066,1334,-0.002153181005,1334,-0.002216025721,1334,-0.001977373147,1334,-0.001566895051,
1333.333374,-0.002522650175,1333.333374,-0.002134995535,1333.333374,-0.00229513552,1333.333374,-0.002044777852,1333.333374,-0.001544867526,
1332.666626,-0.002497788519,1332.666626,-0.002169614192,1332.666626,-0.002236268017,1332.666626,-0.001974641578,1332.666626,-0.001541204751,
1332,-0.002490942366,1332,-0.002120621735,1332,-0.00224244874,1332,-0.002003759146,1332,-0.001538573764,
1331.333374,-0.00245372369,1331.333374,-0.002087853849,1331.333374,-0.002239204012,1331.333374,-0.002005253686,1331.333374,-0.001523457933,
1330.666626,-0.00239868788,1330.666626,-0.002063894644,1330.666626,-0.00218537706,1330.666626,-0.001929389779,1330.666626,-0.001470987103,
1330,-0.002453517634,1330,-0.002093727468,1330,-0.002189601073,1330,-0.001968818018,1330,-0.001456436585,
1329.333374,-0.002474778565,1329.333374,-0.00218125619,1329.333374,-0.002284835558,1329.333374,-0.002000924665,1329.333374,-0.001568906941,
1328.666626,-0.002472256077,1328.666626,-0.002084247069,1328.666626,-0.002219579881,1328.666626,-0.001997729763,1328.666626,-0.001473618555,
1328,-0.002468910068,1328,-0.002083319705,1328,-0.00220515742,1328,-0.001923462376,1328,-0.00147882977,
1327.333374,-0.002430248074,1327.333374,-0.002092696959,1327.333374,-0.002216592431,1327.333374,-0.001945470693,1327.333374,-0.001492089708,
1326.666626,-0.002532172482,1326.666626,-0.002105268417,1326.666626,-0.002265213523,1326.666626,-0.001953717088,1326.666626,-0.001520207734,
1326,-0.002498921007,1326,-0.002124588704,1326,-0.002300285501,1326,-0.001953871688,1326,-0.00150426582,
1325.333374,-0.002431843895,1325.333374,-0.002111760201,1325.333374,-0.002290449105,1325.333374,-0.001925111748,1325.333374,-0.001516493154,
1324.666626,-0.002477403963,1324.666626,-0.002117530443,1324.666626,-0.002248474862,1324.666626,-0.00195459323,1324.666626,-0.001528823399,
1324,-0.002456400543,1324,-0.002095376141,1324,-0.002218034584,1324,-0.001910885563,1324,-0.001509167138,
1323.333374,-0.002478896873,1323.333374,-0.002101610415,1323.333374,-0.002259393688,1323.333374,-0.001961396309,1323.333374,-0.001516132033,
1322.666626,-0.002434212249,1322.666626,-0.002099137288,1322.666626,-0.002256251872,1322.666626,-0.001934131607,1322.666626,-0.001518298872,
1322,-0.002455010545,1322,-0.002087441739,1322,-0.0022456937,1322,-0.001930575236,1322,-0.001511953073,
1321.333374,-0.002457893454,1321.333374,-0.002099549631,1321.333374,-0.002235959051,1321.333374,-0.001972477185,1321.333374,-0.001539038029,
1320.666626,-0.002449450782,1320.666626,-0.002043747343,1320.666626,-0.002226636279,1320.666626,-0.001957582543,1320.666626,-0.001516028889,
1320,-0.002481316216,1320,-0.002101868158,1320,-0.002263256349,1320,-0.001949954662,1320,-0.001531454385,
1319.333374,-0.002494133776,1319.333374,-0.002084195614,1319.333374,-0.002225966658,1319.333374,-0.001934904722,1319.333374,-0.001490593422,
1318.666626,-0.002435036004,1318.666626,-0.002061266918,1318.666626,-0.002247547731,1318.666626,-0.001897483831,1318.666626,-0.001519330661,
1318,-0.002486258047,1318,-0.002051425166,1318,-0.002219631337,1318,-0.001925420947,1318,-0.001489561633,
1317.333374,-0.002447082661,1317.333374,-0.002080640523,1317.333374,-0.002224524505,1317.333374,-0.001926967292,1317.333374,-0.001505813561,
1316.666626,-0.002528054873,1316.666626,-0.002101352904,1316.666626,-0.00225414033,1316.666626,-0.001979898429,1316.666626,-0.001519330661,
1316,-0.002452333691,1316,-0.002005511196,1316,-0.002225400181,1316,-0.001937430236,1316,-0.001541101607,
1315.333374,-0.002420723438,1315.333374,-0.002020455664,1315.333374,-0.002190425294,1315.333374,-0.001910370192,1315.333374,-0.001526089036,
1314.666626,-0.002455319511,1314.666626,-0.002044005087,1314.666626,-0.002260269364,1314.666626,-0.001991287805,1314.666626,-0.001533260103,
1314,-0.002450943692,1314,-0.002033132361,1314,-0.002222515875,1314,-0.001896659029,1314,-0.001532847411,
1313.333374,-0.002465306548,1313.333374,-0.002038336825,1313.333374,-0.0022093812,1313.333374,-0.001928049605,1313.333374,-0.001546415151,
1312.666626,-0.002473131288,1312.666626,-0.002040655585,1312.666626,-0.002223700518,1312.666626,-0.00193964655,1312.666626,-0.001500293147,
1312,-0.002505767159,1312,-0.002087183995,1312,-0.00224445737,1312,-0.001955314772,1312,-0.00159701996,
1311.333374,-0.002485537203,1311.333374,-0.002074921271,1311.333374,-0.002229469363,1311.333374,-0.001966344193,1311.333374,-0.00155466923,
1310.666626,-0.002442294965,1310.666626,-0.001960520167,1310.666626,-0.002171932254,1310.666626,-0.001857378986,1310.666626,-0.001345846686,
1310,-0.002583280206,1310,-0.002163638594,1310,-0.002353376942,1310,-0.002050240058,1310,-0.001717034495,
1309.333374,-0.002523473697,1309.333374,-0.00205224962,1309.333374,-0.002280561021,1309.333374,-0.001961757196,1309.333374,-0.001526553417,
1308.666626,-0.002549311845,1308.666626,-0.002126804087,1308.666626,-0.002252440667,1308.666626,-0.001995255938,1308.666626,-0.001550954883,
1308,-0.002536187181,1308,-0.002049827715,1308,-0.002185016638,1308,-0.001968663419,1308,-0.001513707219,
1307.333374,-0.002531503327,1307.333374,-0.002014117315,1307.333374,-0.002227615099,1307.333374,-0.001893050852,1307.333374,-0.00150586525,
1306.666626,-0.00250648777,1306.666626,-0.002064822242,1306.666626,-0.002215253189,1306.666626,-0.001954232575,1306.666626,-0.001480532461,
1306,-0.00249876664,1306,-0.001990463352,1306,-0.002204333199,1306,-0.001934647094,1306,-0.001507774112,
1305.333374,-0.002540253336,1305.333374,-0.002089038957,1305.333374,-0.002234774409,1305.333374,-0.001940625836,1305.333374,-0.001556371571,
1304.666626,-0.002579059917,1304.666626,-0.002018858213,1304.666626,-0.002219837392,1304.666626,-0.002018239815,1304.666626,-0.001520414138,
1304,-0.002502833027,1304,-0.002059257356,1304,-0.002246260177,1304,-0.001974590123,1304,-0.001478004269,
1303.333374,-0.002590433694,1303.333374,-0.002132316586,1303.333374,-0.00231542578,1303.333374,-0.001995255938,1303.333374,-0.001646484248,
1302.666626,-0.002587706083,1302.666626,-0.002045808593,1302.666626,-0.002223391319,1302.666626,-0.001984433504,1302.666626,-0.001508806017,
1302,-0.002504583215,1302,-0.002016075421,1302,-0.002153489972,1302,-0.001909236191,1302,-0.001490903087,
1301.333374,-0.002571494551,1301.333374,-0.002049003262,1301.333374,-0.002236010507,1301.333374,-0.001953562489,1301.333374,-0.001522838837,
1300.666626,-0.002539172536,1300.666626,-0.002016900107,1300.666626,-0.002169871703,1300.666626,-0.002007366391,1300.666626,-0.001509889378,
1300,-0.002525995951,1300,-0.002057556994,1300,-0.002205208875,1300,-0.001938770409,1300,-0.001537026139,
1299.333374,-0.002536495915,1299.333374,-0.002023959765,1299.333374,-0.002143547405,1299.333374,-0.001950727776,1299.333374,-0.001486001536,
1298.666626,-0.002553532366,1298.666626,-0.002052764874,1298.666626,-0.002240028,1298.666626,-0.002001491608,1298.666626,-0.001539605553,
1298,-0.002559348242,1298,-0.002000770066,1298,-0.002125361469,1298,-0.00193310075,1298,-0.001510611735,
1297.333374,-0.002563517075,1297.333374,-0.002008500276,1297.333374,-0.002195731038,1297.333374,-0.00205209502,1297.333374,-0.00156792684,
1296.666626,-0.00259357295,1296.666626,-0.002025196562,1296.666626,-0.002228490543,1296.666626,-0.001994225197,1296.666626,-0.001579481759,
1296,-0.002581993584,1296,-0.002075436525,1296,-0.002184243873,1296,-0.001990566263,1296,-0.001555649331,
1295.333374,-0.00256742863,1295.333374,-0.002022259403,1295.333374,-0.002148750471,1295.333374,-0.001985825133,1295.333374,-0.001535014133,
1294.666626,-0.002554716077,1294.666626,-0.002035347978,1294.666626,-0.002178938128,1294.666626,-0.001988917124,1294.666626,-0.001542288112,
1294,-0.002557032276,1294,-0.002020764863,1294,-0.002156581031,1294,-0.001929905149,1294,-0.001579327043,
1293.333374,-0.002561252564,1293.333374,-0.002008500276,1293.333374,-0.002144629136,1293.333374,-0.001941708266,1293.333374,-0.001536303782,
1292.666626,-0.002569178585,1292.666626,-0.00206008181,1292.666626,-0.002218858805,1292.666626,-0.001985361334,1292.666626,-0.001566276071,
1292,-0.002548848744,1292,-0.002042871434,1292,-0.002157353796,1292,-0.001968714874,1292,-0.001574271824,
1291.333374,-0.00266232295,1291.333374,-0.002125155414,1291.333374,-0.002201809082,1291.333374,-0.002004789887,1291.333374,-0.001649269368,
1290.666626,-0.002631654497,1290.666626,-0.00209640665,1290.666626,-0.002135149902,1290.666626,-0.002007984789,1290.666626,-0.001555339782,
1290,-0.002626662841,1290,-0.002094088122,1290,-0.002159517258,1290,-0.00198525819,1290,-0.00158144196,
1289.333374,-0.002632117597,1289.333374,-0.002110472182,1289.333374,-0.00209156354,1289.333374,-0.001972786384,1289.333374,-0.001523096813,
1288.666626,-0.002589507261,1288.666626,-0.002104495652,1288.666626,-0.002120570047,1288.666626,-0.001991803059,1288.666626,-0.001560653211,
1288,-0.002612253884,1288,-0.002110008383,1288,-0.002091048285,1288,-0.001970570302,1288,-0.001578708063,
1287.333374,-0.002576846862,1287.333374,-0.002128143562,1287.333374,-0.00205034297,1287.333374,-0.001920885174,1287.333374,-0.001570867142,
1286.666626,-0.002604946261,1286.666626,-0.002125979634,1286.666626,-0.002062297426,1286.666626,-0.001960056368,1286.666626,-0.001591294305,
1286,-0.002643850166,1286,-0.002105371561,1286,-0.002012158977,1286,-0.001943872892,1286,-0.001556216739,
1285.333374,-0.002645754023,1285.333374,-0.002180431969,1285.333374,-0.001986340387,1285.333374,-0.001982836053,1285.333374,-0.001542752376,
1284.666626,-0.002634484787,1284.666626,-0.002173529239,1284.666626,-0.001997008221,1284.666626,-0.001951088547,1284.666626,-0.001540688914,
1284,-0.002609320683,1284,-0.002194649307,1284,-0.002000254812,1284,-0.001960262656,1284,-0.001538057812,
1283.333374,-0.002628464019,1283.333374,-0.002171468688,1283.333374,-0.001976960804,1283.333374,-0.001985361334,1283.333374,-0.001550387475,
1282.666626,-0.002650745446,1282.666626,-0.002190219238,1282.666626,-0.001935987151,1282.666626,-0.001954026287,1282.666626,-0.00155632,
1282,-0.002638086677,1282,-0.00216549309,1282,-0.001926812576,1282,-0.001973559381,1282,-0.001537696691,
1281.333374,-0.002656148281,1281.333374,-0.002218189184,1281.333374,-0.001940780436,1281.333374,-0.001952119404,1281.333374,-0.00152990676,
1280.666626,-0.00266371225,1280.666626,-0.002199388109,1280.666626,-0.001910370192,1280.666626,-0.001976084663,1280.666626,-0.001505400869,
1280,-0.002590742428,1280,-0.002161732409,1280,-0.001881194883,1280,-0.00196562265,1280,-0.001459996798,
1279.333374,-0.002646268578,1279.333374,-0.002199285198,1279.333374,-0.001905318699,1279.333374,-0.001961241709,1279.333374,-0.001480738749,
1278.666626,-0.002651826013,1278.666626,-0.002188725397,1278.666626,-0.001903720899,1278.666626,-0.00196186034,1278.666626,-0.00150921871,
1278,-0.002613077173,1278,-0.002158023417,1278,-0.001846862491,1278,-0.001914287568,1278,-0.001471090247,
1277.333374,-0.002613283228,1277.333374,-0.002164411126,1277.333374,-0.001881349483,1277.333374,-0.001961293397,1277.333374,-0.001460254774,
1276.666626,-0.002657640493,1276.666626,-0.002220352413,1276.666626,-0.00194330595,1276.666626,-0.002012210665,1276.666626,-0.001540276222,
1276,-0.002616062062,1276,-0.002184449928,1276,-0.001919390401,1276,-0.001951449318,1276,-0.001482131891,
1275.333374,-0.002620847896,1275.333374,-0.002182543976,1275.333374,-0.001932843123,1275.333374,-0.001984845847,1275.333374,-0.001470832271,
1274.666626,-0.002594962483,1274.666626,-0.002180740936,1274.666626,-0.001891710563,1274.666626,-0.00197402318,1274.666626,-0.001450605807,
1274,-0.002629956231,1274,-0.002170593012,1274,-0.00189129822,1274,-0.001958664972,1274,-0.001419696724,
1273.333374,-0.002667519962,1273.333374,-0.002206187462,1273.333374,-0.001917586313,1273.333374,-0.001959901769,1273.333374,-0.00146092556,
1272.666626,-0.002670350019,1272.666626,-0.002218961716,1272.666626,-0.001949645462,1272.666626,-0.001955933403,1272.666626,-0.001433010097,
1272,-0.002611327684,1272,-0.002176774666,1272,-0.001941347378,1272,-0.001943357522,1272,-0.001375470776,
1271.333374,-0.002676627366,1271.333374,-0.002240491565,1271.333374,-0.001957788598,1271.333374,-0.001951758633,1271.333374,-0.001455920516,
1270.666626,-0.002681361046,1270.666626,-0.002185428748,1270.666626,-0.001966756303,1270.666626,-0.001960726455,1270.666626,-0.001448335475,
1270,-0.002646731678,1270,-0.00217986526,1270,-0.001963973278,1270,-0.001993761398,1270,-0.001422947738,
1269.333374,-0.002673746087,1269.333374,-0.002203715034,1269.333374,-0.001983299851,1269.333374,-0.001954850974,1269.333374,-0.001443175483,
1268.666626,-0.002673385898,1268.666626,-0.002177907852,1268.666626,-0.001978197601,1268.666626,-0.001955417916,1268.666626,-0.001405866933,
1268,-0.002639630577,1268,-0.002209072001,1268,-0.001988607924,1268,-0.001985464245,1268,-0.001439615036,
1267.333374,-0.002666079206,1267.333374,-0.002156683942,1267.333374,-0.002034575213,1267.333374,-0.001949542318,1267.333374,-0.001412214246,
1266.666626,-0.002670401474,1266.666626,-0.00223271409,1266.666626,-0.002010458382,1266.666626,-0.002004171489,1266.666626,-0.001438531443,
1266,-0.002692217706,1266,-0.002202478936,1266,-0.002057299251,1266,-0.001996956533,1266,-0.001400706475,
1265.333374,-0.002611430595,1265.333374,-0.002161887009,1265.333374,-0.002053743927,1265.333374,-0.001936914865,1265.333374,-0.001365200616,
1264.666626,-0.002662065672,1264.666626,-0.002200315474,1264.666626,-0.00204962166,1264.666626,-0.001973765437,1264.666626,-0.001398693887,
1264,-0.002669166541,1264,-0.002158332383,1264,-0.002071984345,1264,-0.001940368093,1264,-0.001402512658,
1263.333374,-0.00271861162,1263.333374,-0.002217725618,1263.333374,-0.002090739086,1263.333374,-0.001987371128,1263.333374,-0.001407931093,
1262.666626,-0.002681927057,1262.666626,-0.002179762349,1262.666626,-0.002085689921,1262.666626,-0.001973868581,1262.666626,-0.00142253493,
1262,-0.002680640901,1262,-0.002177495742,1262,-0.002055186545,1262,-0.001962736482,1262,-0.00136050419,
