non-imine undoped,,non-imine 1 min FeCl3 doping,,non-imine 10 min FeCl3,,non-imine 30 min FeCl3 doping,,non-imine polymer 1 hour FeCl3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
963.333313,-0.01337430347,963.333313,-0.01374297962,963.333313,-0.01896291226,963.333313,-0.010861421,963.333313,-0.01347293891,
962.666687,-0.01334257424,962.666687,-0.0138173094,962.666687,-0.01900344901,962.666687,-0.01099551003,962.666687,-0.01363131125,
962,-0.01331827417,962,-0.01402538549,962,-0.01905706525,962,-0.01111023035,962,-0.01371383667,
961.333313,-0.01322442479,961.333313,-0.01385998633,961.333313,-0.01913465187,961.333313,-0.01094679628,961.333313,-0.01353983767,
960.666687,-0.01338198408,960.666687,-0.01396703441,960.666687,-0.01912201941,960.666687,-0.01109766494,960.666687,-0.01366878767,
960,-0.01330436673,960,-0.0137749305,960,-0.01898967288,960,-0.01072572451,960,-0.01345055364,
959.333313,-0.01337144151,959.333313,-0.01389257982,959.333313,-0.019101955,959.333313,-0.01086248085,959.333313,-0.01369211543,
958.666687,-0.0131269889,958.666687,-0.01376409642,958.666687,-0.01898873225,958.666687,-0.01086995378,958.666687,-0.01347991545,
958,-0.01334523503,958,-0.01381515339,958,-0.01909863576,958,-0.01081466116,958,-0.01345813274,
957.333313,-0.01327986363,957.333313,-0.0139565561,957.333313,-0.01914322376,957.333313,-0.01102534123,957.333313,-0.01369768381,
956.666687,-0.01316626742,956.666687,-0.01358605362,956.666687,-0.01898803748,956.666687,-0.010774008,956.666687,-0.0134038711,
956,-0.0132951783,956,-0.01389714237,956,-0.01907183044,956,-0.01082688197,956,-0.01342510432,
955.333313,-0.01344166882,955.333313,-0.01401811652,955.333313,-0.01906727254,955.333313,-0.01102231257,955.333313,-0.01371804997,
954.666687,-0.01325274725,954.666687,-0.01378049795,954.666687,-0.01910200343,954.666687,-0.01090413611,954.666687,-0.0135998521,
954,-0.01326821372,954,-0.01385100931,954,-0.01900335029,954,-0.01076774579,954,-0.01347138267,
953.333313,-0.01341476385,953.333313,-0.01385356765,953.333313,-0.0190386828,953.333313,-0.01093831472,953.333313,-0.0135446554,
952.666687,-0.013379273,952.666687,-0.01382463146,952.666687,-0.01908292994,952.666687,-0.01092251297,952.666687,-0.0134524107,
952,-0.01341632009,952,-0.01391489245,952,-0.01891706511,952,-0.01095250063,952,-0.01360401697,
951.333313,-0.01324431133,951.333313,-0.01385522168,951.333313,-0.01891434006,951.333313,-0.01101100631,951.333313,-0.01370019186,
950.666687,-0.0133049693,950.666687,-0.01395891234,950.666687,-0.01908263192,950.666687,-0.0111219883,950.666687,-0.01367912255,
950,-0.01334398054,950,-0.01375566982,950,-0.01896994933,950,-0.01088212244,950,-0.01350049209,
949.333313,-0.01330230758,949.333313,-0.01393840648,949.333313,-0.01899319142,949.333313,-0.01097350102,949.333313,-0.01363713108,
948.666687,-0.01358108595,948.666687,-0.01392792817,948.666687,-0.01917646267,948.666687,-0.0111394478,948.666687,-0.01360210963,
948,-0.01332289353,948,-0.01376389619,948,-0.01912771724,948,-0.01104699355,948,-0.0136179151,
947.333313,-0.01328121871,947.333313,-0.01381420065,947.333313,-0.01898402348,947.333313,-0.0110815661,947.333313,-0.01359112095,
946.666687,-0.01326941885,946.666687,-0.01379885431,946.666687,-0.01884176955,946.666687,-0.01081567165,946.666687,-0.01348212361,
946,-0.01331124548,946,-0.01381500252,946,-0.01887835376,946,-0.01102554332,946,-0.01352814492,
945.333313,-0.01344176941,945.333313,-0.0139175998,945.333313,-0.01896345615,945.333313,-0.01114368718,945.333313,-0.01350204833,
944.666687,-0.0131164901,944.666687,-0.01360175852,944.666687,-0.01886497065,944.666687,-0.01094947197,944.666687,-0.01331927814,
944,-0.01323642675,944,-0.01380537357,944,-0.01889431477,944,-0.01101479214,944,-0.01341908146,
943.333313,-0.0131834941,943.333313,-0.01365223248,943.333313,-0.01881450415,943.333313,-0.01106728334,943.333313,-0.01346390415,
942.666687,-0.01323055103,942.666687,-0.01391313691,942.666687,-0.01890199818,942.666687,-0.01105153654,942.666687,-0.01331807394,
942,-0.01323482022,942,-0.01367064472,942,-0.01880225725,942,-0.01105895545,942,-0.0134784095,
941.333313,-0.01321056392,941.333313,-0.01361926924,941.333313,-0.01884890907,941.333313,-0.01095941663,941.333313,-0.01352438144,
940.666687,-0.01316621713,940.666687,-0.01362885255,940.666687,-0.01877394691,940.666687,-0.01086899452,940.666687,-0.01335090864,
940,-0.01307328884,940,-0.01375727542,940,-0.01888697967,940,-0.0109292781,940,-0.01338579971,
939.333313,-0.01328729466,939.333313,-0.0138033675,939.333313,-0.01888906024,939.333313,-0.01111901086,939.333313,-0.01369306911,
938.666687,-0.01309428737,938.666687,-0.01365173049,938.666687,-0.01875654422,938.666687,-0.01092216,938.666687,-0.01332219038,
938,-0.01312985178,938,-0.01369091123,938,-0.01882704534,938,-0.01104896236,938,-0.01342605799,
937.333313,-0.01304229163,937.333313,-0.01356252003,937.333313,-0.01891111769,937.333313,-0.0110275615,937.333313,-0.01342927106,
936.666687,-0.01301536243,936.666687,-0.01358384546,936.666687,-0.01871638,936.666687,-0.01093982905,936.666687,-0.01334533561,
936,-0.01333067566,936,-0.01363853551,936,-0.01884781756,936,-0.01107051317,936,-0.01338464487,
935.333313,-0.01334086712,935.333313,-0.0137354061,935.333313,-0.01885614544,935.333313,-0.01103356853,935.333313,-0.0137152914,
934.666687,-0.01322653424,934.666687,-0.01373906806,934.666687,-0.0188676957,934.666687,-0.01093659829,934.666687,-0.01359794568,
934,-0.01309082098,934,-0.01357185282,934,-0.0188190639,934,-0.01088055689,934,-0.01346290018,
933.333313,-0.01316420734,933.333313,-0.01371579245,933.333313,-0.01876422949,933.333313,-0.01085935067,933.333313,-0.0134599898,
932.666687,-0.01311081368,932.666687,-0.01364470646,932.666687,-0.01878396235,932.666687,-0.01088232454,932.666687,-0.01351007819,
932,-0.01319022384,932,-0.0135930283,932,-0.01877156831,932,-0.01079148147,932,-0.01354766637,
931.333313,-0.01316948142,931.333313,-0.01359212492,931.333313,-0.01866693795,931.333313,-0.01088414155,931.333313,-0.01340868976,
930.666687,-0.01306419633,930.666687,-0.01359724253,930.666687,-0.01861327328,930.666687,-0.01086596493,930.666687,-0.01351088099,
930,-0.01328478381,930,-0.0137703158,930,-0.01868493855,930,-0.01097875088,930,-0.01374629047,
929.333313,-0.01294793002,929.333313,-0.0134410169,929.333313,-0.01859715395,929.333313,-0.01077612955,929.333313,-0.01334689185,
928.666687,-0.01323707961,928.666687,-0.01383696869,928.666687,-0.01879204437,928.666687,-0.01090721507,928.666687,-0.01363487355,
928,-0.01298285369,928,-0.0137384655,928,-0.01886045933,928,-0.01104472298,928,-0.01355920732,
927.333313,-0.01317314804,927.333313,-0.01364816818,927.333313,-0.01874201559,927.333313,-0.01094412059,927.333313,-0.01353642531,
926.666687,-0.01302239578,926.666687,-0.01380617637,926.666687,-0.01870299131,926.666687,-0.01097546984,926.666687,-0.01367726643,
926,-0.01297255233,926,-0.01359638944,926,-0.01867482252,926,-0.01086157188,926,-0.01339774672,
925.333313,-0.01307092793,925.333313,-0.01373209525,925.333313,-0.01869218051,925.333313,-0.01096845325,925.333313,-0.01357140113,
924.666687,-0.01314848661,924.666687,-0.01376354508,924.666687,-0.01888787188,924.666687,-0.01107465196,924.666687,-0.01362825092,
924,-0.01312161423,924,-0.01372617669,924,-0.01873591729,924,-0.01106263977,924,-0.01369477436,
923.333313,-0.01300626807,923.333313,-0.01379238442,923.333313,-0.01871608198,923.333313,-0.01089398749,923.333313,-0.01351866033,
922.666687,-0.01317455433,922.666687,-0.01373360027,922.666687,-0.01879487,922.666687,-0.01115408167,922.666687,-0.01359764393,
922,-0.01306354254,922,-0.0136953257,922,-0.01872872747,922,-0.01109610032,922,-0.01359237544,
921.333313,-0.01306389458,921.333313,-0.0136816306,921.333313,-0.01864471845,921.333313,-0.01086833794,921.333313,-0.0134528121,
920.666687,-0.01330667641,920.666687,-0.01384654641,920.666687,-0.01883473061,920.666687,-0.01103260927,920.666687,-0.01367806923,
920,-0.01316239964,920,-0.01368604507,920,-0.0187545605,920,-0.01097875088,920,-0.01363256574,
919.333313,-0.01328418124,919.333313,-0.01376615278,919.333313,-0.01887577586,919.333313,-0.01102670375,919.333313,-0.01355228294,
918.666687,-0.01320845447,918.666687,-0.01366472431,918.666687,-0.01869550161,918.666687,-0.01100651361,918.666687,-0.01349346619,
918,-0.01345296297,918,-0.01369964052,918,-0.01890561543,918,-0.0110966051,918,-0.01366893854,
917.333313,-0.0132349208,917.333313,-0.01374538802,917.333313,-0.01881747879,917.333313,-0.01111618523,917.333313,-0.01369417273,
916.666687,-0.01315366011,916.666687,-0.0137211103,916.666687,-0.018844001,916.666687,-0.0111853648,916.666687,-0.01376615278,
916,-0.01310644392,916,-0.01375732571,916,-0.01874890737,916,-0.01119131874,916,-0.01378205232,
915.333313,-0.01329603139,915.333313,-0.01382969692,915.333313,-0.01884940453,915.333313,-0.01118703,915.333313,-0.01378731895,
914.666687,-0.01316089276,914.666687,-0.01377839129,914.666687,-0.01883963868,914.666687,-0.0111398017,914.666687,-0.01376028452,
914,-0.01327218022,914,-0.01371283364,914,-0.01876834407,914,-0.01116548479,914,-0.01367099583,
913.333313,-0.01315833163,913.333313,-0.01378731895,913.333313,-0.018728083,913.333313,-0.01112102997,913.333313,-0.0137136858,
912.666687,-0.01317460462,912.666687,-0.01387949195,912.666687,-0.01897614449,912.666687,-0.01121498179,912.666687,-0.01379634626,
912,-0.01308298483,912,-0.01372647751,912,-0.01886313595,912,-0.01118925028,912,-0.01373174414,
911.333313,-0.0132106645,911.333313,-0.01390075218,911.333313,-0.01880676858,911.333313,-0.01118909847,911.333313,-0.01381605584,
910.666687,-0.01299903262,910.666687,-0.01367335301,910.666687,-0.01872069389,910.666687,-0.01118990593,910.666687,-0.01353667583,
910,-0.01325947605,910,-0.01368709933,910,-0.01873259433,910,-0.01124767307,910,-0.01384649612,
909.333313,-0.01322271768,909.333313,-0.01349893678,909.333313,-0.01872803271,909.333313,-0.01114383806,909.333313,-0.01356839016,
908.666687,-0.01321317535,908.666687,-0.01366141345,908.666687,-0.0188794937,908.666687,-0.01130396966,908.666687,-0.01377302408,
908,-0.01317530777,908,-0.01368800178,908,-0.01890571602,908,-0.01137397718,908,-0.01375787705,
907.333313,-0.01306585409,907.333313,-0.01358494908,907.333313,-0.01873824745,907.333313,-0.01123753283,907.333313,-0.01370957308,
906.666687,-0.01318299212,906.666687,-0.01373129245,906.666687,-0.01890214719,906.666687,-0.01107056346,906.666687,-0.01367485803,
906,-0.01343142893,906,-0.01387462858,906,-0.01895344444,906,-0.01130659319,906,-0.0139117837,
905.333313,-0.01312904805,905.333313,-0.01360777952,905.333313,-0.01854715124,905.333313,-0.01119162142,905.333313,-0.01353230979,
904.666687,-0.01320644561,904.666687,-0.01366291847,904.666687,-0.01882907934,904.666687,-0.01118607167,904.666687,-0.01376916282,
904,-0.01314431801,904,-0.01373550668,904,-0.01871568523,904,-0.01126497705,904,-0.01351936255,
903.333313,-0.01309478935,903.333313,-0.01375005208,903.333313,-0.01851212792,903.333313,-0.01106349751,903.333313,-0.01374062244,
902.666687,-0.01306871697,902.666687,-0.0137338005,902.666687,-0.0186301861,902.666687,-0.01123460662,902.666687,-0.01355062705,
902,-0.01334347855,902,-0.01387292333,902,-0.01868295483,902,-0.01134870946,902,-0.01387989335,
901.333313,-0.0132303508,901.333313,-0.01385246404,901.333313,-0.01889679395,901.333313,-0.0113359997,901.333313,-0.01365524251,
900.666687,-0.01332294382,900.666687,-0.01368353702,900.666687,-0.01884811558,900.666687,-0.01124827843,900.666687,-0.01385487057,
900,-0.0132064959,900,-0.01390431263,900,-0.01892643422,900,-0.01131249499,900,-0.01378039736,
899.333313,-0.01565220393,899.333313,-0.02027224377,899.333313,-0.02981638722,899.333313,-0.01394056249,899.333313,-0.01820924319,
898.666626,-0.01756560057,898.666626,-0.0105572436,898.666626,-0.0221667178,898.666626,-0.01278976072,898.666626,-0.01495949365,
898,-0.01601131819,898,-0.01366698183,898,-0.02140198462,898,-0.01066126954,898,-0.01648170128,
897.333313,-0.01382844336,897.333313,-0.02028528787,897.333313,-0.02481465787,897.333313,-0.01410517935,897.333313,-0.01893639565,
896.666626,-0.02611326985,896.666626,-0.02717541903,896.666626,-0.03437040746,896.666626,-0.02164601348,896.666626,-0.02560147643,
896,-0.01110336743,896,-0.02325891517,896,-0.02450713702,896,-0.01403285377,896,-0.0200438574,
895.333313,-0.0172295142,895.333313,-0.02152680047,895.333313,-0.02634428814,895.333313,-0.01756848395,895.333313,-0.01287385356,
894.666626,-0.02306989767,894.666626,-0.0124417562,894.666626,-0.02904226072,894.666626,-0.02019817196,894.666626,-0.01951965876,
894,-0.01331742108,894,-0.01898263581,894,-0.01987321675,894,-0.01455950737,894,-0.02204297297,
893.333313,-0.01403826755,893.333313,-0.02203509957,893.333313,-0.02795642056,893.333313,-0.0200835038,893.333313,-0.01966050267,
892.666626,-0.02303886972,892.666626,-0.02286763489,892.666626,-0.02763003297,892.666626,-0.01725354791,892.666626,-0.02134106867,
892,-0.01301546209,892,-0.02375200763,892,-0.02271274291,892,-0.01732668094,892,-0.02148674242,
891.333313,-0.01535986084,891.333313,-0.01674569398,891.333313,-0.02598357387,891.333313,-0.01172052044,891.333313,-0.01751667447,
890.666626,-0.008369920775,890.666626,-0.01923119649,890.666626,-0.01797643863,890.666626,-0.01455304958,890.666626,-0.01822001673,
890,-0.02096078172,890,-0.01996465214,890,-0.02581486292,890,-0.02400912158,890,-0.01899482682,
889.333313,-0.0185916964,889.333313,-0.02623015828,889.333313,-0.02101524174,889.333313,-0.01264299918,889.333313,-0.01611788757,
888.666626,-0.02039530873,888.666626,-0.02180355042,888.666626,-0.02577456459,888.666626,-0.0174390953,888.666626,-0.01741447672,
888,-0.01434687898,888,-0.01797256432,888,-0.02453698404,888,-0.02013199404,888,-0.01916189864,
887.333313,-0.01311478205,887.333313,-0.01830276661,887.333313,-0.02870612219,887.333313,-0.01941486262,887.333313,-0.0171862226,
886.666626,-0.0162467733,886.666626,-0.02237230726,886.666626,-0.02744859457,886.666626,-0.01813968271,886.666626,-0.02032866701,
886,-0.01452721469,886,-0.01282912027,886,-0.02117813565,886,-0.01499220449,886,-0.01039623003,
885.333313,-0.01787400246,885.333313,-0.01743302867,885.333313,-0.02552908845,885.333313,-0.0183927957,885.333313,-0.01812617667,
884.666626,-0.017313499,884.666626,-0.01587327942,884.666626,-0.02321857587,884.666626,-0.00856813509,884.666626,-0.01625036448,
884,-0.01405741554,884,-0.01811997034,884,-0.02229146101,884,-0.0132434573,884,-0.01888484694,
883.333313,-0.0159689039,883.333313,-0.0165641848,883.333313,-0.03054387495,883.333313,-0.01785556972,883.333313,-0.0170345176,
882.666626,-0.01120468881,882.666626,-0.01647980697,882.666626,-0.0210781768,882.666626,-0.01263973024,882.666626,-0.01949337497,
882,-0.01823207922,882,-0.01893446222,882,-0.02629687637,882,-0.01746788993,882,-0.01981806941,
881.333313,-0.01478364132,881.333313,-0.01894546673,881.333313,-0.02643977664,881.333313,-0.01271108165,881.333313,-0.01611783728,
880.666626,-0.01425620727,880.666626,-0.01419042144,880.666626,-0.02417109162,880.666626,-0.01635273546,880.666626,-0.01783301122,
880,-0.01774713956,880,-0.01764077134,880,-0.02366940677,880,-0.01687962376,880,-0.02071251906,
879.333313,-0.01486434694,879.333313,-0.01808436587,879.333313,-0.02391647547,879.333313,-0.01377362665,879.333313,-0.01746883616,
878.666626,-0.01906855963,878.666626,-0.01891027577,878.666626,-0.02616114169,878.666626,-0.01570548676,878.666626,-0.01804716699,
878,-0.01759901084,878,-0.01952921227,878,-0.02868489735,878,-0.01764941961,878,-0.02201930247,
877.333313,-0.01750633121,877.333313,-0.01590671949,877.333313,-0.02356972545,877.333313,-0.01890021376,877.333313,-0.0217452012,
876.666626,-0.01505026873,876.666626,-0.01547153573,876.666626,-0.02421266586,876.666626,-0.01346395444,876.666626,-0.01860414632,
876,-0.01203682553,876,-0.01994556561,876,-0.02436110005,876,-0.01437908597,876,-0.01961314678,
875.333313,-0.01742795482,875.333313,-0.01924491487,875.333313,-0.02479808219,875.333313,-0.01820373163,875.333313,-0.02149782889,
874.666626,-0.01369888801,874.666626,-0.02007297426,874.666626,-0.0252767317,874.666626,-0.01640219241,874.666626,-0.01851188019,
874,-0.01525700465,874,-0.01665651985,874,-0.02382116392,874,-0.01600872353,874,-0.01944134757,
873.333313,-0.01508047245,873.333313,-0.01750618219,873.333313,-0.02425447851,873.333313,-0.01713546179,873.333313,-0.01821371168,
872.666626,-0.01426307112,872.666626,-0.01821922138,872.666626,-0.02450752817,872.666626,-0.01441559661,872.666626,-0.01915654913,
872,-0.017405672,872,-0.02100236714,872,-0.02610415407,872,-0.0188277401,872,-0.01903496496,
871.333313,-0.01545270067,871.333313,-0.01542282198,871.333313,-0.02634847723,871.333313,-0.01725613512,871.333313,-0.01734518632,
870.666626,-0.01409194898,870.666626,-0.01968949661,870.666626,-0.02405497059,870.666626,-0.01605283096,870.666626,-0.01870611496,
870,-0.01686249301,870,-0.01991540194,870,-0.0250395257,870,-0.01594355144,870,-0.01933172904,
869.333313,-0.01536625717,869.333313,-0.01910547167,869.333313,-0.0251446832,869.333313,-0.01744680479,869.333313,-0.02082381211,
868.666626,-0.01480370667,868.666626,-0.01591066271,868.666626,-0.02467801981,868.666626,-0.01648863032,868.666626,-0.01938297786,
868,-0.01842768118,868,-0.01826965809,868,-0.02416511811,868,-0.0176845137,868,-0.02203677222,
867.333313,-0.01538649574,867.333313,-0.01733847149,867.333313,-0.02286198549,867.333313,-0.0155478185,867.333313,-0.0198772233,
866.666626,-0.0138726728,866.666626,-0.01539414097,866.666626,-0.02362837084,866.666626,-0.01282369159,866.666626,-0.01638454571,
866,-0.01429909095,866,-0.01776209846,866,-0.02414494194,866,-0.0147398049,866,-0.01787087135,
865.333313,-0.01457838155,865.333313,-0.01531503256,865.333313,-0.022340836,865.333313,-0.01407555956,865.333313,-0.01686707325,
864.666626,-0.01572765596,864.666626,-0.0185001716,864.666626,-0.02724388614,864.666626,-0.01829239167,864.666626,-0.0203309413,
864,-0.01351514738,864,-0.01699518971,864,-0.0213416107,864,-0.01669194177,864,-0.01878852397,
863.333313,-0.01605278254,863.333313,-0.01837870106,863.333313,-0.02346271463,863.333313,-0.01441424433,863.333313,-0.01973639987,
862.666626,-0.01578477211,862.666626,-0.01652302034,862.666626,-0.02423812635,862.666626,-0.01761238463,862.666626,-0.01833855174,
862,-0.01459695492,862,-0.01685173437,862,-0.02333276346,862,-0.01643090695,862,-0.01860305481,
861.333313,-0.01233362686,861.333313,-0.01730568707,861.333313,-0.02367019095,861.333313,-0.01514812373,861.333313,-0.01974698529,
860.666626,-0.01660255715,860.666626,-0.0186990723,860.666626,-0.02439502068,860.666626,-0.01698448509,860.666626,-0.0191653166,
860,-0.01517232228,860,-0.01852978952,860,-0.02414592169,860,-0.01491387375,860,-0.01815810427,
859.333313,-0.01499085408,859.333313,-0.01680501923,859.333313,-0.02392803878,859.333313,-0.01563702151,859.333313,-0.01750588417,
858.666626,-0.01418390684,858.666626,-0.0173341427,858.666626,-0.02343740314,858.666626,-0.01534406934,858.666626,-0.01919845678,
858,-0.01627913862,858,-0.01873809844,858,-0.02433172986,858,-0.01495384146,858,-0.01963813789,
857.333313,-0.01562988013,857.333313,-0.01834237389,857.333313,-0.0247454159,857.333313,-0.01705950685,857.333313,-0.0212825574,
856.666626,-0.01414502133,856.666626,-0.01688445359,856.666626,-0.02341125719,856.666626,-0.01467083767,856.666626,-0.01756162383,
856,-0.01695013233,856,-0.0185755752,856,-0.02469954081,856,-0.01647706702,856,-0.02017860115,
855.333313,-0.01552069373,855.333313,-0.0169755239,855.333313,-0.02337682061,855.333313,-0.01518702041,855.333313,-0.01876735315,
854.666626,-0.01599106006,854.666626,-0.01781074889,854.666626,-0.02300931141,854.666626,-0.01543371473,854.666626,-0.01976692304,
854,-0.01523411088,854,-0.01748524606,854,-0.02329316735,854,-0.01421412174,854,-0.01799963601,
853.333313,-0.01465532184,853.333313,-0.01668616384,853.333313,-0.02293904312,853.333313,-0.01476312429,853.333313,-0.01918126829,
852.666626,-0.01414532214,852.666626,-0.01652257144,852.666626,-0.02396008186,852.666626,-0.01464651152,852.666626,-0.01926437952,
852,-0.01429648604,852,-0.01721946336,852,-0.02438772656,852,-0.01570358872,852,-0.01848484017,
851.333313,-0.01473414991,851.333313,-0.01772820391,851.333313,-0.02329547331,851.333313,-0.01427509449,851.333313,-0.01877414621,
850.666626,-0.01523920987,850.666626,-0.01791369915,850.666626,-0.0241140388,850.666626,-0.01603681594,850.666626,-0.01933049038,
850,-0.01407666225,850,-0.01757266186,850,-0.0231875591,850,-0.01497760043,850,-0.01799665578,
849.333313,-0.01505666971,849.333313,-0.01734260097,849.333313,-0.02495052107,849.333313,-0.01619555242,849.333313,-0.01866703667,
848.666626,-0.0147172343,848.666626,-0.01663474552,848.666626,-0.02349253371,848.666626,-0.0150990244,848.666626,-0.01883849874,
848,-0.01500080712,848,-0.01731678098,848,-0.02317651547,848,-0.01528309565,848,-0.01875322126,
847.333313,-0.01515167393,847.333313,-0.01719124801,847.333313,-0.02314976603,847.333313,-0.01566508785,847.333313,-0.01902456023,
846.666626,-0.01428190805,846.666626,-0.01664012671,846.666626,-0.02246842906,846.666626,-0.01509442367,846.666626,-0.01837582327,
846,-0.01493018121,846,-0.01691408269,846,-0.02358286828,846,-0.01564176567,846,-0.01882932708,
845.333313,-0.01491547469,845.333313,-0.016927775,845.333313,-0.02379999124,845.333313,-0.01527434867,845.333313,-0.01867571473,
844.666626,-0.01430234686,844.666626,-0.0170221217,844.666626,-0.02292932011,844.666626,-0.01443562843,844.666626,-0.01796764694,
844,-0.01531723235,844,-0.01753005013,844,-0.02345197089,844,-0.01499410532,844,-0.01917864196,
843.333313,-0.01463284716,843.333313,-0.01766507886,843.333313,-0.02286915667,843.333313,-0.01553877722,843.333313,-0.01878758147,
842.666626,-0.01440913603,842.666626,-0.01618792117,842.666626,-0.02336744964,842.666626,-0.01472679246,842.666626,-0.01821877435,
842,-0.01572715677,842,-0.01801652275,842,-0.02458683774,842,-0.01611519419,842,-0.01985486783,
841.333313,-0.01424929406,841.333313,-0.01742367819,841.333313,-0.02382229082,841.333313,-0.0157771837,841.333313,-0.01882704534,
840.666626,-0.01441324316,840.666626,-0.01669587754,840.666626,-0.02338079363,840.666626,-0.01523361076,840.666626,-0.01895394176,
840,-0.0140395714,840,-0.01695904508,840,-0.02378440648,840,-0.01502886415,840,-0.01854963228,
839.333313,-0.01503381506,839.333313,-0.01768257655,839.333313,-0.02355579846,839.333313,-0.01466748491,839.333313,-0.0191403497,
838.666626,-0.01441394445,838.666626,-0.01678997651,838.666626,-0.02326146699,838.666626,-0.01454974432,838.666626,-0.01898546144,
838,-0.01459580287,838,-0.01743357442,838,-0.02360478602,838,-0.01529599074,838,-0.0192664098,
837.333313,-0.01403746568,837.333313,-0.0168766845,837.333313,-0.02239792608,837.333313,-0.01497719996,837.333313,-0.01779469848,
836.666626,-0.01460831799,836.666626,-0.01738289185,836.666626,-0.02267805301,836.666626,-0.01482612267,836.666626,-0.01887661964,
836,-0.01570633426,836,-0.01814092509,836,-0.0239199549,836,-0.01637477241,836,-0.01968662813,
835.333313,-0.01499485504,835.333313,-0.01767964289,835.333313,-0.0235843882,835.333313,-0.01551185176,835.333313,-0.0195198562,
834.666626,-0.01520891674,834.666626,-0.01720647514,834.666626,-0.02387673594,834.666626,-0.01592069492,834.666626,-0.01920256764,
834,-0.01459670439,834,-0.01684421487,834,-0.02373779193,834,-0.01530308835,834,-0.01863886602,
833.333313,-0.01429297961,833.333313,-0.01718602329,833.333313,-0.02336097322,833.333313,-0.01500370819,833.333313,-0.01856327429,
832.666626,-0.01436025277,832.666626,-0.0168200098,832.666626,-0.02344289795,832.666626,-0.01478334051,832.666626,-0.01871439628,
832,-0.01470091846,832,-0.0171986632,832,-0.02332913317,832,-0.01536660735,832,-0.01898253709,
831.333313,-0.01509867422,831.333313,-0.01722060703,831.333313,-0.0235337317,831.333313,-0.01547383424,831.333313,-0.01933301613,
830.666626,-0.01504866779,830.666626,-0.01724653132,830.666626,-0.02335322276,830.666626,-0.01558542997,830.666626,-0.01925075985,
830,-0.01528174616,830,-0.01781497337,830,-0.02373539098,830,-0.0157730896,830,-0.01983458921,
829.333313,-0.01448710728,829.333313,-0.01750543527,829.333313,-0.02309174277,829.333313,-0.01553468127,829.333313,-0.01887756027,
828.666626,-0.01467629336,828.666626,-0.01709614135,828.666626,-0.02406976372,828.666626,-0.01583025046,828.666626,-0.01968667656,
828,-0.01445000153,828,-0.01709131338,828,-0.02379817888,828,-0.01526495162,828,-0.0189640522,
827.333313,-0.01451039128,827.333313,-0.01752020419,827.333313,-0.0238613002,827.333313,-0.01558233332,827.333313,-0.01896598376,
826.666626,-0.01484833751,826.666626,-0.01737876423,826.666626,-0.02377009392,826.666626,-0.01577923074,826.666626,-0.01900533214,
826,-0.01519151963,826,-0.01751523279,826,-0.02440201864,826,-0.01581402682,826,-0.01889139041,
825.333313,-0.0151044745,825.333313,-0.01723140478,825.333313,-0.02372896858,825.333313,-0.0157968048,825.333313,-0.01911577769,
824.666626,-0.01518592052,824.666626,-0.01734931581,824.666626,-0.02443162911,824.666626,-0.01610446721,824.666626,-0.01938738301,
824,-0.01513417438,824,-0.01790828258,824,-0.02380729467,824,-0.01606520452,824,-0.01974985562,
823.333313,-0.0148725519,823.333313,-0.0170320794,823.333313,-0.02358688787,823.333313,-0.01600019075,823.333313,-0.01946174353,
822.666626,-0.01530183852,822.666626,-0.01714153402,822.666626,-0.02406873554,822.666626,-0.01599694788,822.666626,-0.01986352354,
822,-0.01518307067,822,-0.01763286628,822,-0.02428566478,822,-0.01654195972,822,-0.01957558654,
821.333313,-0.01562568545,821.333313,-0.01809211262,821.333313,-0.02458874509,821.333313,-0.01628138311,821.333313,-0.01986283064,
820.666626,-0.01454709098,820.666626,-0.01743427105,820.666626,-0.02413857542,820.666626,-0.01529524103,820.666626,-0.01926239766,
820,-0.01542532071,820,-0.01784588024,820,-0.0243767146,820,-0.01641769707,820,-0.01966258138,
819.333313,-0.01500040665,819.333313,-0.01772969402,819.333313,-0.02404551767,819.333313,-0.01635542884,819.333313,-0.01942411996,
818.666626,-0.01464501023,818.666626,-0.01753775775,818.666626,-0.02402063273,818.666626,-0.01584352925,818.666626,-0.01933871023,
818,-0.01513047516,818,-0.01732205413,818,-0.0242892392,818,-0.01595028862,818,-0.01967401057,
817.333313,-0.01516137365,817.333313,-0.01756913029,817.333313,-0.02423318103,817.333313,-0.01621400751,817.333313,-0.01961250417,
816.666626,-0.01453322265,816.666626,-0.01784394309,816.666626,-0.02446011081,816.666626,-0.01629808731,816.666626,-0.01943713985,
816,-0.01522076409,816,-0.01794792712,816,-0.02486614324,816,-0.01635029353,816,-0.0199878905,
815.333313,-0.0149114728,815.333313,-0.01736523397,815.333313,-0.02458145656,815.333313,-0.01613534801,815.333313,-0.01946174353,
814.666626,-0.01545559801,814.666626,-0.01779415272,814.666626,-0.02474409528,814.666626,-0.01651659049,814.666626,-0.01991144568,
814,-0.01533697266,814,-0.01757256128,814,-0.02465571463,814,-0.01634076983,814,-0.01996168494,
813.333313,-0.01533532329,813.333313,-0.01797067747,813.333313,-0.02481627278,813.333313,-0.01688116603,813.333313,-0.02009447664,
812.666626,-0.01530453749,812.666626,-0.01758260466,812.666626,-0.02476659045,812.666626,-0.01644656062,812.666626,-0.01976182684,
