non-imine undoped,,non-imine 1 min FeCl3 doping,,non-imine 10 min FeCl3,,non-imine 30 min FeCl3 doping,,non-imine polymer 1 hour FeCl3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
812,-0.01491172239,812,-0.01762814447,812,-0.02394964546,812,-0.01618802175,812,-0.01971423626,
811.333313,-0.0153517155,811.333313,-0.01793982834,811.333313,-0.0242849309,811.333313,-0.01656732522,811.333313,-0.02001953311,
810.666626,-0.01516787242,810.666626,-0.01766264252,810.666626,-0.02435674332,810.666626,-0.01597529091,810.666626,-0.01940931752,
810,-0.0151663227,810,-0.0179211013,810,-0.0243445076,810,-0.01628522202,810,-0.01997236535,
809.333313,-0.01513862424,809.333313,-0.01750250161,809.333313,-0.02423680387,809.333313,-0.0165287517,809.333313,-0.01957603171,
808.666626,-0.0156873595,808.666626,-0.0182642974,808.666626,-0.02496264316,808.666626,-0.01686657593,808.666626,-0.01995886676,
808,-0.0156343244,808,-0.01809802093,808,-0.0246821288,808,-0.01668232679,808,-0.02015077509,
807.333313,-0.01509332377,807.333313,-0.01773302443,807.333313,-0.02467195503,807.333313,-0.01628846303,807.333313,-0.01979615726,
806.666626,-0.01531373337,806.666626,-0.01769261621,806.666626,-0.02497720905,806.666626,-0.01648927853,806.666626,-0.0199390389,
806,-0.01517102215,806,-0.01799461991,806,-0.02460332401,806,-0.01665756479,806,-0.02014766261,
805.333313,-0.01535551343,805.333313,-0.01782242768,805.333313,-0.02481441386,805.333313,-0.01650129072,805.333313,-0.02005680837,
804.666626,-0.0153793497,804.666626,-0.01809166558,804.666626,-0.02499045618,804.666626,-0.01644107699,804.666626,-0.02005858906,
804,-0.01501091011,804,-0.01793113537,804,-0.02461066283,804,-0.01642871462,804,-0.02008444257,
803.333313,-0.01568436436,803.333313,-0.01799690351,803.333313,-0.0250342954,803.333313,-0.01655436866,803.333313,-0.01997711137,
802.666626,-0.01500660926,802.666626,-0.0180475153,802.666626,-0.02452298999,802.666626,-0.0167860426,802.666626,-0.01998808794,
802,-0.01481896732,802,-0.01768486202,802,-0.02443099208,802,-0.01622817107,802,-0.01964605413,
801.333313,-0.01522221416,801.333313,-0.01766637154,801.333313,-0.0246278327,801.333313,-0.01627863944,801.333313,-0.01999041252,
800.666626,-0.01550221071,800.666626,-0.01781477407,800.666626,-0.02442369983,800.666626,-0.01683246158,800.666626,-0.02017667331,
800,-0.01510312408,800,-0.01778426208,800,-0.0244550705,800,-0.0163263604,800,-0.01964466833,
799.333313,-0.01448004693,799.333313,-0.01762014069,799.333313,-0.02409665287,799.333313,-0.01583539322,799.333313,-0.01915897615,
798.666626,-0.01523955911,798.666626,-0.0175437741,798.666626,-0.02433638088,798.666626,-0.01642083749,798.666626,-0.02007673122,
798,-0.01545684785,798,-0.01788369007,798,-0.02461780421,798,-0.01620807126,798,-0.01982143335,
797.333313,-0.01484733634,797.333313,-0.01743994094,797.333313,-0.02418754622,797.333313,-0.01615549996,797.333313,-0.01954084262,
796.666626,-0.01464170683,796.666626,-0.01721558161,796.666626,-0.02415449172,796.666626,-0.01597703807,796.666626,-0.01909734681,
796,-0.014552949,796,-0.01712749898,796,-0.02429863811,796,-0.0159813296,796,-0.01966228336,
795.333313,-0.01481026132,795.333313,-0.01745451242,795.333313,-0.02386027202,795.333313,-0.0162894614,795.333313,-0.01970206387,
794.666626,-0.01525105629,794.666626,-0.01782868803,794.666626,-0.0243586041,794.666626,-0.0161500629,794.666626,-0.02001552843,
794,-0.0150320651,794,-0.01759374142,794,-0.02463521995,794,-0.01622293517,794,-0.01980130188,
793.333313,-0.01488480903,793.333313,-0.01791076735,793.333313,-0.02412212081,793.333313,-0.01644840464,793.333313,-0.02000658028,
792.666626,-0.01483417768,792.666626,-0.01785517111,792.666626,-0.02451158874,792.666626,-0.01628701761,792.666626,-0.01991530135,
792,-0.01514302474,792,-0.01753248647,792,-0.02412153222,792,-0.01619440503,792,-0.01977454126,
791.333313,-0.01516452339,791.333313,-0.0177094657,791.333313,-0.02439869009,791.333313,-0.01642372832,791.333313,-0.01979739405,
790.666626,-0.01486114506,790.666626,-0.01752716489,790.666626,-0.02419038676,790.666626,-0.01625973918,790.666626,-0.01950718462,
790,-0.01502176281,790,-0.01768446527,790,-0.02420355752,790,-0.0164016448,790,-0.01970651746,
789.333313,-0.01550146099,789.333313,-0.01813521422,789.333313,-0.02463800833,789.333313,-0.01670245454,789.333313,-0.02036853507,
788.666626,-0.01501065958,788.666626,-0.01732698083,788.666626,-0.0246902965,788.666626,-0.01666209847,788.666626,-0.0196774248,
788,-0.01497294847,788,-0.01775399782,788,-0.02461565286,788,-0.01642048918,788,-0.02013268508,
787.333313,-0.01539673936,787.333313,-0.01781611517,787.333313,-0.02480776422,787.333313,-0.01648110338,787.333313,-0.01982722059,
786.666626,-0.01521571539,786.666626,-0.01795488037,786.666626,-0.02463688329,786.666626,-0.01649525948,786.666626,-0.02010095306,
786,-0.01515842322,786,-0.01761129126,786,-0.02437431552,786,-0.01658850349,786,-0.02018047869,
785.333313,-0.01503471565,785.333313,-0.01754889451,785.333313,-0.02422001027,785.333313,-0.01636594906,785.333313,-0.01962512359,
784.666626,-0.01497835014,784.666626,-0.01753905043,784.666626,-0.02474639378,784.666626,-0.01634859852,784.666626,-0.02001122758,
784,-0.01490071695,784,-0.0176910758,784,-0.02466427535,784,-0.01636211015,784,-0.0200862214,
783.333313,-0.01484968793,783.333313,-0.01747694239,783.333313,-0.02426911704,783.333313,-0.01626213267,783.333313,-0.0197982844,
782.666626,-0.01511757448,782.666626,-0.01719682291,782.666626,-0.02422529832,782.666626,-0.01644227281,782.666626,-0.01988469064,
782,-0.01531378366,782,-0.01765966043,782,-0.0246684812,782,-0.01632262021,782,-0.01977365091,
781.333313,-0.01485574152,781.333313,-0.01739637181,781.333313,-0.02433775179,781.333313,-0.0162201412,781.333313,-0.01978656091,
780.666626,-0.01507222187,780.666626,-0.01767785288,780.666626,-0.02474923059,780.666626,-0.01651843451,780.666626,-0.02004934475,
780,-0.01485999394,780,-0.01767854951,780,-0.02432125434,780,-0.01611324772,780,-0.01993671432,
779.333313,-0.01482247002,779.333313,-0.01766666956,779.333313,-0.02443525009,779.333313,-0.01595353335,779.333313,-0.0197207164,
778.666626,-0.01510452479,778.666626,-0.01763232052,778.666626,-0.02449402213,778.666626,-0.0161514096,778.666626,-0.01988869719,
778,-0.01501396112,778,-0.01739438251,778,-0.02437896654,778,-0.01635792106,778,-0.02005591989,
777.333313,-0.0147977015,777.333313,-0.01745545678,777.333313,-0.02407750301,777.333313,-0.01633124612,777.333313,-0.01971047558,
776.666626,-0.01479880232,776.666626,-0.01765851676,776.666626,-0.02393558435,776.666626,-0.01611344703,776.666626,-0.01947619766,
776,-0.01505036838,776,-0.0176153183,776,-0.02431949228,776,-0.01640179381,776,-0.0200651139,
775.333313,-0.01482362021,775.333313,-0.01736811921,775.333313,-0.02425222658,775.333313,-0.01608047076,775.333313,-0.01954801939,
774.666626,-0.01480370667,774.666626,-0.0173021052,774.666626,-0.02413695864,774.666626,-0.01620852016,774.666626,-0.0196329914,
774,-0.01479154732,774,-0.01743481867,774,-0.02437539212,774,-0.01634844765,774,-0.01984942704,
773.333313,-0.01525390521,773.333313,-0.01769942604,773.333313,-0.02462259866,773.333313,-0.0163755212,773.333313,-0.02013945766,
772.666626,-0.01465957612,772.666626,-0.01743636094,772.666626,-0.02442242764,772.666626,-0.01602069847,772.666626,-0.01994818635,
772,-0.01485894341,772,-0.0174638126,772,-0.02425839566,772,-0.01628636941,772,-0.019811837,
771.333313,-0.01479194779,771.333313,-0.01729469374,771.333313,-0.02412785031,771.333313,-0.01634839922,771.333313,-0.01961869001,
770.666626,-0.0149077205,770.666626,-0.01742556691,770.666626,-0.02427685261,770.666626,-0.01623739675,770.666626,-0.01973224431,
770,-0.01485048886,770,-0.01749290526,770,-0.02431880683,770,-0.0161034707,770,-0.01968910173,
769.333313,-0.01503431518,769.333313,-0.01773630455,769.333313,-0.02431038767,769.333313,-0.0161774978,769.333313,-0.01969909668,
768.666626,-0.01472078729,768.666626,-0.01729250327,768.666626,-0.02426730655,768.666626,-0.0160401091,768.666626,-0.01980130188,
768,-0.01474776119,768,-0.01741880365,768,-0.02390060015,768,-0.01594335213,768,-0.01937876828,
767.333313,-0.01484603528,767.333313,-0.01734324731,767.333313,-0.02438204922,767.333313,-0.01608955115,767.333313,-0.01963002235,
766.666626,-0.01497534942,766.666626,-0.01754098944,766.666626,-0.0243080873,766.666626,-0.01643808559,766.666626,-0.01972051896,
766,-0.01461542677,766,-0.01723717712,766,-0.02450395562,766,-0.01601121947,766,-0.01973857544,
765.333313,-0.01478093863,765.333313,-0.01719408482,765.333313,-0.02407911792,765.333313,-0.01595747471,765.333313,-0.01947649568,
764.666626,-0.01465226803,764.666626,-0.01723185368,764.666626,-0.02442384697,764.666626,-0.01645174436,764.666626,-0.01973793283,
764,-0.01478434168,764,-0.01705303602,764,-0.02422010712,764,-0.01597404294,764,-0.01951812394,
763.333313,-0.01485514175,763.333313,-0.01741835661,763.333313,-0.02429065853,763.333313,-0.01612507179,763.333313,-0.019995654,
762.666626,-0.01477723569,762.666626,-0.01757733524,762.666626,-0.02439550869,762.666626,-0.01630546711,762.666626,-0.01999332942,
762,-0.01474590972,762,-0.01729892194,762,-0.02423024364,762,-0.01635727286,762,-0.01966668852,
761.333313,-0.01489431411,761.333313,-0.0176940579,761.333313,-0.02458962612,761.333313,-0.01636559889,761.333313,-0.01996410824,
760.666626,-0.01495174039,760.666626,-0.01765046455,760.666626,-0.02415983006,760.666626,-0.01616936736,760.666626,-0.01974159293,
760,-0.0148606943,760,-0.01735747419,760,-0.02437005751,760,-0.01602174714,760,-0.0197176002,
759.333313,-0.01477338281,759.333313,-0.01767437346,759.333313,-0.02461487055,759.333313,-0.01618093811,759.333313,-0.02003565058,
758.666626,-0.01455630362,758.666626,-0.01733767614,758.666626,-0.02399251424,758.666626,-0.01593406871,758.666626,-0.01978329569,
758,-0.01459319983,758,-0.01734717749,758,-0.02426965721,758,-0.01624986529,758,-0.02006506547,
757.333313,-0.01463580038,757.333313,-0.01719960943,757.333313,-0.02399128862,757.333313,-0.01591285877,757.333313,-0.01958785951,
756.666626,-0.01493978593,756.666626,-0.01752482913,756.666626,-0.02431949228,756.666626,-0.01634396054,756.666626,-0.01971611567,
756,-0.01461918093,756,-0.01745998301,756,-0.02413406968,756,-0.01625081338,756,-0.01991193928,
755.333313,-0.01502011251,755.333313,-0.01720075309,755.333313,-0.02449568547,755.333313,-0.01623176225,755.333313,-0.01983696409,
754.666626,-0.01460516453,754.666626,-0.01752522588,754.666626,-0.02438420244,754.666626,-0.01607912406,754.666626,-0.01985056512,
754,-0.01462243497,754,-0.01755948551,754,-0.02421673015,754,-0.01613719203,754,-0.02002808638,
753.333313,-0.01450633537,753.333313,-0.01738876104,753.333313,-0.02407554351,753.333313,-0.01607004367,753.333313,-0.01972304098,
752.666626,-0.01465672348,752.666626,-0.0171835348,752.666626,-0.02424150519,752.666626,-0.01604699343,752.666626,-0.01980708912,
752,-0.01467364095,752,-0.01741930097,752,-0.02428992465,752,-0.01627290435,752,-0.01965164579,
751.333313,-0.01461427566,751.333313,-0.01735617965,751.333313,-0.0243439693,751.333313,-0.01619435661,751.333313,-0.02001641877,
750.666626,-0.01486244611,750.666626,-0.01726105995,750.666626,-0.02417525463,750.666626,-0.01614647172,750.666626,-0.0197004322,
750,-0.01454498805,750,-0.01690168306,750,-0.02405095473,750,-0.01580044813,750,-0.0197226461,
749.333313,-0.01485389099,749.333313,-0.0173964221,749.333313,-0.02418818325,749.333313,-0.01605722308,749.333313,-0.01992088929,
748.666626,-0.01442055497,748.666626,-0.01735389233,748.666626,-0.02412628382,748.666626,-0.01591455564,748.666626,-0.01947654411,
748,-0.01460921951,748,-0.0171839837,748,-0.02427376807,748,-0.01617899351,748,-0.01975519769,
747.333313,-0.01456411369,747.333313,-0.01720125042,747.333313,-0.02409312688,747.333313,-0.01615904085,747.333313,-0.0199639108,
746.666626,-0.01470276993,746.666626,-0.017213393,746.666626,-0.02413152345,746.666626,-0.01636126265,746.666626,-0.0199790895,
746,-0.01436395943,746,-0.01707882062,746,-0.02398335189,746,-0.01584013551,746,-0.01960260607,
745.333313,-0.01475571841,745.333313,-0.01699220203,745.333313,-0.02419342101,745.333313,-0.01606260985,745.333313,-0.01968697459,
744.666626,-0.0144047793,744.666626,-0.01727777719,744.666626,-0.02397889458,744.666626,-0.01594704576,744.666626,-0.01961874031,
744,-0.01461237296,744,-0.01723349467,744,-0.02408049069,744,-0.01614053547,744,-0.01963967085,
743.333313,-0.01457763091,743.333313,-0.01702426374,743.333313,-0.02410654537,743.333313,-0.01596535929,743.333313,-0.01989156567,
742.666626,-0.0143776834,742.666626,-0.0169213526,742.666626,-0.0239987839,742.666626,-0.01593217254,742.666626,-0.01981178857,
742,-0.01443502773,742,-0.01713247597,742,-0.02438028716,742,-0.01612851396,742,-0.01975678094,
741.333313,-0.0147112282,741.333313,-0.0173410587,741.333313,-0.02414998598,741.333313,-0.01614487544,741.333313,-0.0199030377,
740.666626,-0.01447534002,740.666626,-0.01739453152,740.666626,-0.02413607761,740.666626,-0.01605792157,740.666626,-0.01992281899,
740,-0.01470422186,740,-0.01731240377,740,-0.02431802452,740,-0.016381355,740,-0.01997018978,
739.333313,-0.01472659223,739.333313,-0.01729932055,739.333313,-0.02442883886,739.333313,-0.01634046994,739.333313,-0.02000574023,
738.666626,-0.01457512751,738.666626,-0.01713949256,738.666626,-0.02401896752,738.666626,-0.01600917242,738.666626,-0.01966787502,
738,-0.01463920344,738,-0.01718030125,738,-0.02400309592,738,-0.01588420942,738,-0.01964679733,
737.333313,-0.01479174756,737.333313,-0.01732862182,737.333313,-0.02424752712,737.333313,-0.01616702229,737.333313,-0.02017736435,
736.666626,-0.01454543881,736.666626,-0.01700305566,736.666626,-0.02413955517,736.666626,-0.01611479558,736.666626,-0.01962017454,
736,-0.01428005472,736,-0.01706722192,736,-0.02393382043,736,-0.01590142958,736,-0.0196748022,
735.333313,-0.01446222048,735.333313,-0.01731504127,735.333313,-0.02408935502,735.333313,-0.01617061347,735.333313,-0.01985017024,
734.666626,-0.01468049828,734.666626,-0.01740268804,734.666626,-0.02416521683,734.666626,-0.01614148356,734.666626,-0.01971482858,
734,-0.01432273537,734,-0.0170196332,734,-0.02389614098,734,-0.01601625793,734,-0.01937822439,
733.333313,-0.01462688949,733.333313,-0.01715183444,733.333313,-0.02438816801,733.333313,-0.01620308496,733.333313,-0.01991065405,
732.666626,-0.01431812719,732.666626,-0.01710858569,732.666626,-0.02395983599,732.666626,-0.01584467664,732.666626,-0.01965852454,
732,-0.01458083466,732,-0.01710271277,732,-0.02389476821,732,-0.0160948392,732,-0.01984205842,
731.333313,-0.01406854205,731.333313,-0.01695381664,731.333313,-0.02400348708,731.333313,-0.0159283299,731.333313,-0.01952945814,
730.666626,-0.01449376717,730.666626,-0.01731792651,730.666626,-0.02405688167,730.666626,-0.01612312533,730.666626,-0.01986278221,
730,-0.01435469277,730,-0.01715551689,730,-0.02411203086,730,-0.01599110849,730,-0.01985140704,
729.333313,-0.01432939712,729.333313,-0.0169206541,729.333313,-0.0238039121,729.333313,-0.01580838673,729.333313,-0.01962185651,
728.666626,-0.01410172135,728.666626,-0.01662233844,728.666626,-0.02374411561,728.666626,-0.01563037932,728.666626,-0.0193150416,
728,-0.01406678837,728,-0.01688545011,728,-0.02391466312,728,-0.01563122869,728,-0.01951876841,
727.333313,-0.01434773114,727.333313,-0.01700773463,727.333313,-0.02377764322,727.333313,-0.01582690701,727.333313,-0.019716857,
726.666626,-0.01448225044,726.666626,-0.01709509641,726.666626,-0.02379273809,726.666626,-0.01601331495,726.666626,-0.01976009645,
726,-0.01453422382,726,-0.01725150645,726,-0.02410679124,726,-0.01589718647,726,-0.0197994709,
725.333313,-0.01434252132,725.333313,-0.01728404686,725.333313,-0.02398653701,725.333313,-0.01603461988,725.333313,-0.01977869496,
724.666626,-0.01443142258,724.666626,-0.01726852357,724.666626,-0.02407598309,724.666626,-0.01591635309,724.666626,-0.01979640499,
724,-0.0143072065,724,-0.01711794175,724,-0.02395199798,724,-0.01590307616,724,-0.01953505166,
723.333313,-0.01423621736,723.333313,-0.01703914814,723.333313,-0.0240339078,723.333313,-0.01589259505,723.333313,-0.01967594028,
722.666626,-0.01423090603,722.666626,-0.01724060997,722.666626,-0.02385693975,722.666626,-0.01593042724,722.666626,-0.01964565925,
722,-0.0141990399,722,-0.01720364019,722,-0.02391407453,722,-0.01602089964,722,-0.01949688978,
721.333313,-0.01443357579,721.333313,-0.01706642658,721.333313,-0.02384287491,721.333313,-0.01577558555,721.333313,-0.01974218711,
720.666626,-0.01406247728,720.666626,-0.01675854623,720.666626,-0.02375151776,720.666626,-0.0157005433,720.666626,-0.01946713962,
720,-0.01431246661,720,-0.01698463596,720,-0.02363361605,720,-0.01588440873,720,-0.01969281211,
719.333313,-0.01437287498,719.333313,-0.0170869343,719.333313,-0.02380773611,719.333313,-0.01589973271,719.333313,-0.01974282973,
718.666626,-0.01426627766,718.666626,-0.01715273038,718.666626,-0.0239753183,718.666626,-0.0160026364,718.666626,-0.01985971443,
718,-0.01401806716,718,-0.01696028933,718,-0.02352519706,718,-0.01559471991,718,-0.01951055042,
717.333313,-0.01409029495,717.333313,-0.01690267958,717.333313,-0.02390064858,717.333313,-0.01572875492,717.333313,-0.0196984522,
716.666626,-0.01405846793,716.666626,-0.01694266312,716.666626,-0.02381704748,716.666626,-0.01581637375,716.666626,-0.0195705872,
716,-0.01398478076,716,-0.01700494811,716,-0.02375122346,716,-0.01579560526,716,-0.01953287423,
715.333313,-0.01409495529,715.333313,-0.01693653874,715.333313,-0.0237747021,715.333313,-0.01591106132,715.333313,-0.01970696263,
714.666626,-0.01426988468,714.666626,-0.01698981225,714.666626,-0.02387987264,714.666626,-0.0158798676,714.666626,-0.01947421767,
714,-0.01431627292,714,-0.01693414897,714,-0.02384292334,714,-0.0158952903,714,-0.01962101646,
713.333313,-0.01401325408,713.333313,-0.01695496216,713.333313,-0.02380033582,713.333313,-0.0158111807,713.333313,-0.01959879696,
712.666626,-0.01403380651,712.666626,-0.01690447144,712.666626,-0.02380209975,712.666626,-0.01594215445,712.666626,-0.01951807551,
712,-0.01426041592,712,-0.01683798991,712,-0.02402352355,712,-0.01587377861,712,-0.01972838491,
711.333313,-0.01390446257,711.333313,-0.01675202139,711.333313,-0.02367381938,711.333313,-0.01552519016,711.333313,-0.01968370937,
710.666626,-0.0142088607,710.666626,-0.01709768549,710.666626,-0.02400863171,710.666626,-0.01607159153,710.666626,-0.01984596625,
710,-0.01405290421,710,-0.01707120426,710,-0.02382743731,710,-0.01610187441,710,-0.01954579167,
709.333313,-0.01421106514,709.333313,-0.01700360328,709.333313,-0.02377519198,709.333313,-0.0158755742,709.333313,-0.01958439499,
708.666626,-0.01422689762,708.666626,-0.01682653464,708.666626,-0.0237519592,708.666626,-0.01570069231,708.666626,-0.01974777691,
708,-0.01408112235,708,-0.01698438637,708,-0.02386835776,708,-0.0157564152,708,-0.01971908472,
707.333313,-0.01416767202,707.333313,-0.01689391583,707.333313,-0.02369690873,707.333313,-0.0159521848,707.333313,-0.01965134963,
706.666626,-0.01403125003,706.666626,-0.0166460555,706.666626,-0.02387404069,706.666626,-0.01582765579,706.666626,-0.01967510022,
706,-0.01392973308,706,-0.01683883555,706,-0.02369705588,706,-0.01569769531,706,-0.01959622279,
705.333313,-0.01414487138,705.333313,-0.01710156724,705.333313,-0.0236378815,705.333313,-0.01582630724,705.333313,-0.01954831555,
704.666626,-0.01381460205,704.666626,-0.01674395055,704.666626,-0.02357100137,704.666626,-0.01564740948,704.666626,-0.01948857307,
704,-0.01398357749,704,-0.01690367423,704,-0.0237769559,704,-0.01583159901,704,-0.0195660349,
703.333313,-0.01409691013,703.333313,-0.01683246158,703.333313,-0.023834005,703.333313,-0.01588755473,703.333313,-0.01974386908,
702.666626,-0.01402754057,702.666626,-0.01678021438,702.666626,-0.0237991102,702.666626,-0.01561195124,702.666626,-0.0195626691,
702,-0.01404192671,702,-0.01686219312,702,-0.02372460626,702,-0.01587742195,702,-0.01945704035,
701.333313,-0.01400698815,701.333313,-0.01666852646,701.333313,-0.02356045693,701.333313,-0.0156432651,701.333313,-0.01938228495,
700.666626,-0.01377984602,700.666626,-0.01682185382,700.666626,-0.02357364818,700.666626,-0.01556894742,700.666626,-0.01966505498,
700,-0.01393915899,700,-0.01666249707,700,-0.02359066345,700,-0.01548997127,700,-0.01953831874,
699.333313,-0.01389353257,699.333313,-0.01685168594,699.333313,-0.0236837212,699.333313,-0.01559791621,699.333313,-0.0196407605,
698.666626,-0.01380502246,698.666626,-0.01675032824,698.666626,-0.02359370515,698.666626,-0.01567812078,698.666626,-0.01947595179,
698,-0.01382187381,698,-0.01660235785,698,-0.02359752916,698,-0.01556714904,698,-0.0193620827,
697.333313,-0.01391985547,697.333313,-0.01668716036,697.333313,-0.02362047695,697.333313,-0.01567607373,697.333313,-0.01944733784,
696.666626,-0.01379729901,696.666626,-0.01664864644,696.666626,-0.02348753251,696.666626,-0.01555850822,696.666626,-0.01930216514,
696,-0.0137426788,696,-0.01653807238,696,-0.02348252945,696,-0.0155860791,696,-0.01951139234,
695.333313,-0.01364831906,695.333313,-0.01661695726,695.333313,-0.02344201505,695.333313,-0.01551844552,695.333313,-0.01936812326,
694.666626,-0.01374899875,694.666626,-0.01660743915,694.666626,-0.02341277897,694.666626,-0.01555601042,694.666626,-0.01935876533,
694,-0.01383746974,694,-0.01672945544,694,-0.02364131436,694,-0.01568855904,694,-0.01952337101,
693.333313,-0.01382804196,693.333313,-0.01650657319,693.333313,-0.0234745834,693.333313,-0.01550610736,693.333313,-0.01933930442,
692.666626,-0.01363457274,692.666626,-0.01658516563,692.666626,-0.02337932214,692.666626,-0.01542167272,692.666626,-0.01932261698,
692,-0.01357125118,692,-0.01648778282,692,-0.02346487157,692,-0.01539833844,692,-0.0193019174,
691.333313,-0.01364982408,691.333313,-0.01647472382,691.333313,-0.02341356315,691.333313,-0.01549621578,691.333313,-0.01926908456,
690.666626,-0.01376234088,690.666626,-0.01672402583,690.666626,-0.0236141514,690.666626,-0.01564321481,690.666626,-0.01943763532,
690,-0.01367204916,690,-0.01655710861,690,-0.02360243164,690,-0.01549067069,690,-0.0193040967,
689.333313,-0.01366803516,689.333313,-0.01657744125,689.333313,-0.02347159199,689.333313,-0.01548987068,689.333313,-0.01945664547,
688.666626,-0.01366803516,688.666626,-0.01665616967,688.666626,-0.02340782434,688.666626,-0.01551849581,688.666626,-0.01933326386,
688,-0.01368072815,688,-0.01666618511,688,-0.02345638722,688,-0.01546449121,688,-0.01931152493,
687.333313,-0.01355464105,687.333313,-0.01646639965,687.333313,-0.02353142574,687.333313,-0.01542557031,687.333313,-0.01930256188,
686.666626,-0.01336401142,686.666626,-0.01630003192,686.666626,-0.02331141941,686.666626,-0.01519421954,686.666626,-0.01916100644,
686,-0.01333258394,686,-0.01648055576,686,-0.02315482125,686,-0.01535376441,686,-0.0191736389,
685.333313,-0.01336275693,685.333313,-0.01638943143,685.333313,-0.0232270658,685.333313,-0.01523026172,685.333313,-0.01911102049,
684.666626,-0.01338770706,684.666626,-0.01646036841,684.666626,-0.02335704863,684.666626,-0.01534067094,684.666626,-0.0191924125,
684,-0.0137388166,684,-0.01639461517,684,-0.02347585931,684,-0.01541133039,684,-0.01933752187,
683.333313,-0.01352543477,683.333313,-0.01660340279,683.333313,-0.02333732508,683.333313,-0.01536895614,683.333313,-0.0192252025,
682.666626,-0.01338911243,682.666626,-0.01634710282,682.666626,-0.02330111526,682.666626,-0.01527144946,682.666626,-0.01909472048,
682,-0.01352673955,682,-0.01655112952,682,-0.02343352884,682,-0.01547503285,682,-0.01921579242,
681.333313,-0.01327398792,681.333313,-0.01625106297,681.333313,-0.0230734814,681.333313,-0.01522116363,681.333313,-0.01892286539,
680.666626,-0.01336295716,680.666626,-0.01651150733,680.666626,-0.02329934947,680.666626,-0.01549406722,680.666626,-0.01931211911,
680,-0.0133436285,680,-0.01639102586,680,-0.02323717624,680,-0.01525790431,680,-0.01922114193,
679.333313,-0.01330908574,679.333313,-0.01641156524,679.333313,-0.02328031138,679.333313,-0.01514942385,679.333313,-0.01894799434,
678.666626,-0.01336054783,678.666626,-0.01646789536,678.666626,-0.02337510325,678.666626,-0.01538059954,678.666626,-0.0192504134,
678,-0.01335653104,678,-0.01644700952,678,-0.02330170386,678,-0.01527804788,678,-0.01909021288,
677.333313,-0.0132412985,677.333313,-0.01640568301,677.333313,-0.02324532159,677.333313,-0.01519066934,677.333313,-0.01915015839,
676.666626,-0.01323341392,676.666626,-0.01639451645,676.666626,-0.02317312919,676.666626,-0.01533552352,676.666626,-0.01907049306,
676,-0.013360749,676,-0.01638833433,676,-0.02333776839,676,-0.01532712765,676,-0.01914431341,
675.333313,-0.01312628575,675.333313,-0.01624866761,675.333313,-0.02325047553,675.333313,-0.01524850726,675.333313,-0.01894065924,
674.666626,-0.01331249997,674.666626,-0.01636714488,674.666626,-0.02325351723,674.666626,-0.01531228423,674.666626,-0.01904819533,
674,-0.01336250547,674,-0.01620358229,674,-0.02316826954,674,-0.01531853154,674,-0.01909982413,
673.333313,-0.01319454331,673.333313,-0.01626008935,673.333313,-0.02310102247,673.333313,-0.01516697276,673.333313,-0.01901088282,
672.666626,-0.01319067646,672.666626,-0.01627714373,672.666626,-0.02322044224,672.666626,-0.01517432183,672.666626,-0.01906771772,
672,-0.01348277647,672,-0.01634191722,672,-0.02335327119,672,-0.01532118022,672,-0.01935861632,
671.333313,-0.01332113612,671.333313,-0.01636211015,671.333313,-0.02329007536,671.333313,-0.01540573407,671.333313,-0.01920677722,
670.666626,-0.01317676436,670.666626,-0.01634007134,670.666626,-0.02323330007,670.666626,-0.01524270885,670.666626,-0.01914228126,
670,-0.01328513585,670,-0.01657310501,670,-0.02338624001,670,-0.01545599848,670,-0.01926512271,
669.333313,-0.01314873807,669.333313,-0.01625370607,669.333313,-0.02327888831,669.333313,-0.01529239211,669.333313,-0.01904918626,
668.666626,-0.01322507765,668.666626,-0.01621206105,668.666626,-0.02324056253,668.666626,-0.01523311157,668.666626,-0.01898303255,
668,-0.01303565968,668,-0.01607603207,668,-0.02311766334,668,-0.01523066219,668,-0.01899933629,
667.333313,-0.01312291995,667.333313,-0.01623186097,667.333313,-0.02316468768,667.333313,-0.01517997123,667.333313,-0.01894234307,
666.666626,-0.01322412305,666.666626,-0.01634311303,666.666626,-0.0233782921,666.666626,-0.01545504853,666.666626,-0.01923406869,
666,-0.01317073684,666,-0.01613454893,666,-0.02321946062,666,-0.01521481574,666,-0.01899239793,
665.333313,-0.01311287377,665.333313,-0.01636839099,665.333313,-0.02319035679,665.333313,-0.01530598663,665.333313,-0.01910928637,
664.666626,-0.01317510661,664.666626,-0.01637906022,664.666626,-0.0233716201,664.666626,-0.01547563262,664.666626,-0.01921192929,
664,-0.01321126707,664,-0.01635822095,664,-0.02329669893,664,-0.01526660193,664,-0.0191600658,
663.333313,-0.01301119197,663.333313,-0.01621854492,663.333313,-0.02326205559,663.333313,-0.01526160352,663.333313,-0.01893168688,
662.666626,-0.01307379082,662.666626,-0.01627215743,662.666626,-0.02333855256,662.666626,-0.01535331458,662.666626,-0.01911884919,
662,-0.01316666882,662,-0.01633054763,662,-0.02338702418,662,-0.01531558298,662,-0.01902079396,
661.333313,-0.01304585859,661.333313,-0.01634954475,661.333313,-0.0233572945,661.333313,-0.01521506533,661.333313,-0.0190439336,
