non-imine polymer 0.0% TFA,,non-imine polymer 0.017% TFA,,non-imine polymer 0.05% TFA,,non-imine polymer 0.1% TFA,,non-imine polymer 0.25% TFA,,non-imine polymer 0.5% TFA,,non-imine polymer 1.0% TFA,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1214,-0.0002930338087,1214,-0.0002408280416,1214,-0.000273890706,1214,0.0009408083861,1214,0.0001911063737,1214,0.001247318694,1214,0.000394111441,
1213.333374,-0.0002977935947,1213.333374,-0.0002582651505,1213.333374,-0.0002922060376,1213.333374,0.0009679705836,1213.333374,0.0001616879599,1213.333374,0.001255574171,1213.333374,0.0003784883011,
1212.666626,-0.000306226575,1212.666626,-0.0002289269323,1212.666626,-0.0002740976634,1212.666626,0.001030317857,1212.666626,0.0001728491188,1212.666626,0.001294932794,1212.666626,0.0004181819968,
1212,-0.0003083994379,1212,-0.0002188883518,1212,-0.0002475545916,1212,0.001085537602,1212,0.0001779766026,1212,0.001310511027,1212,0.0004361127212,
1211.333374,-0.0003137281456,1211.333374,-0.0002457953524,1211.333374,-0.000257695996,1211.333374,0.001112994272,1211.333374,0.0001879469055,1211.333374,0.001323882723,1211.333374,0.00044409369,
1210.666626,-0.0003170391428,1210.666626,-0.0002553676313,1210.666626,-0.0002604900219,1210.666626,0.001164486865,1210.666626,0.0001938256028,1210.666626,0.001334320754,1210.666626,0.000439196243,
1210,-0.000318332488,1210,-0.0002566611802,1210,-0.0002585238544,1210,0.001201059669,1210,0.0001976325584,1210,0.001329595107,1210,0.0004540700756,
1209.333374,-0.0003120726324,1209.333374,-0.0002499347611,1209.333374,-0.000258834305,1209.333374,0.001264972147,1209.333374,0.0001976843487,1209.333374,0.001364493859,1209.333374,0.0004654201621,
1208.666626,-0.0003089685342,1208.666626,-0.0002239076712,1208.666626,-0.0002398966608,1208.666626,0.001335385372,1208.666626,0.0002292289573,1208.666626,0.001414951519,1208.666626,0.0005010270397,
1208,-0.000294948084,1208,-0.0002068314061,1208,-0.0002143864403,1208,0.001387423719,1208,0.0002634437406,1208,0.001445130212,1208,0.0005260366015,
1207.333374,-0.0003275927738,1207.333374,-0.0002381891245,1207.333374,-0.0002309967094,1207.333374,0.001405913965,1207.333374,0.0002291512646,1207.333374,0.001430949662,1207.333374,0.0005195572739,
1206.666626,-0.0002832554164,1206.666626,-0.0001980342786,1206.666626,-0.0002069348993,1206.666626,0.001480557839,1206.666626,0.0002750219428,1206.666626,0.00151611818,1206.666626,0.0005891239853,
1206,-0.0002967588662,1206,-0.0002034160716,1206,-0.0002109711641,1206,0.001522040926,1206,0.0002830776502,1206,0.001517702825,1206,0.0005732864374,
1205.333374,-0.0002986731124,1205.333374,-0.0002007251751,1205.333374,-0.0002124200691,1205.333374,0.001578440308,1205.333374,0.0002954334777,1205.333374,0.001552798552,1205.333374,0.0006284998963,
1204.666626,-0.0002933959768,1204.666626,-0.0002151108929,1204.666626,-0.0002062621788,1204.666626,0.001600835822,1204.666626,0.0003136181622,1204.666626,0.001577193267,1204.666626,0.0006469059736,
1204,-0.0003115035361,1204,-0.0002186296188,1204,-0.0002180604206,1204,0.001608006773,1204,0.0003133850405,1204,0.00158275303,1204,0.0006512094405,
1203.333374,-0.0003046744969,1203.333374,-0.0001863389916,1203.333374,-0.0002019671228,1203.333374,0.001669172663,1203.333374,0.000337736099,1203.333374,0.001641005161,1203.333374,0.0007060179487,
1202.666626,-0.0002917921229,1202.666626,-0.0001727285999,1202.666626,-0.0001561161043,1202.666626,0.001723564113,1202.666626,0.0004052008153,1202.666626,0.00170687947,1202.666626,0.0007656566449,
1202,-0.0002876014041,1202,-0.0001862354984,1202,-0.0001459205669,1202,0.001779131941,1202,0.000417249219,1202,0.00173653278,1202,0.0008148777415,
1201.333374,-0.0003092272091,1201.333374,-0.0001812674891,1201.333374,-0.0001923936652,1201.333374,0.001823190949,1201.333374,0.0003788510221,1201.333374,0.00174295227,1201.333374,0.0007952456945,
1200.666626,-0.0003293516929,1200.666626,-0.0001879432239,1200.666626,-0.0001995867206,1200.666626,0.00183910015,1200.666626,0.0003811827919,1200.666626,0.00176790345,1200.666626,0.0008050486213,
1200,-0.0003070543171,1200,-0.0001964300754,1200,-0.0001857179886,1200,0.001928612939,1200,0.0004300234432,1200,0.001838996192,1200,0.0008759060875,
1199.333374,-0.0003048297076,1199.333374,-0.0002448640007,1199.333374,-0.0001949811121,1199.333374,0.001981190406,1199.333374,0.0004825494543,1199.333374,0.001882853336,1199.333374,0.0009037386626,
1198.666626,-0.0003296103387,1198.666626,-0.0002188883518,1198.666626,-0.0002330147399,1198.666626,0.002029535361,1198.666626,0.0004816942674,1198.666626,0.001933345222,1198.666626,0.0009440770955,
1198,-0.0003496304271,1198,-0.0002067796595,1198,-0.0002177499409,1198,0.002125772648,1198,0.0005068840692,1198,0.001975131454,1198,0.001012466382,
1197.333374,-0.0003194706223,1197.333374,-0.0002149039065,1197.333374,-0.0001904272067,1197.333374,0.002246489748,1197.333374,0.0005628407816,1197.333374,0.002070758725,1197.333374,0.001074430766,
1196.666626,-0.0003169873962,1196.666626,-0.0001874774898,1196.666626,-0.000169571751,1196.666626,0.002392435446,1196.666626,0.0006066728965,1196.666626,0.002163362922,1196.666626,0.00117216981,
1196,-0.0003423881426,1196,-0.0001886159735,1196,-0.0001614984067,1196,0.002510831458,1196,0.0006393619697,1196,0.002221537055,1196,0.001251186826,
1195.333374,-0.0003358699614,1195.333374,-0.0001808534871,1195.333374,-0.0001518205536,1195.333374,0.002634025412,1195.333374,0.0006738164811,1195.333374,0.002273681574,1195.333374,0.001325726276,
1194.666626,-0.0003435779363,1194.666626,-0.0001508372225,1194.666626,-0.0001393476996,1194.666626,0.002805946162,1194.666626,0.0006952579715,1194.666626,0.002344622975,1194.666626,0.001412250684,
1194,-0.0003220573126,1194,-0.0001457653125,1194,-0.0001080863512,1194,0.002937042387,1194,0.0007425262593,1194,0.00239446573,1194,0.001463882625,
1193.333374,-0.0003272823815,1193.333374,-0.0001165747526,1193.333374,-9.121257608E-005,1193.333374,0.003137163585,1193.333374,0.0007701169234,1193.333374,0.002467197133,1193.333374,0.001545446692,
1192.666626,-0.0003136246814,1192.666626,-0.0001008400213,1192.666626,-5.906776278E-005,1192.666626,0.003297963412,1192.666626,0.0008277414599,1192.666626,0.002546398202,1192.666626,0.001574153546,
1192,-0.0003341627889,1192,-0.000126926243,1192,-6.574538565E-005,1192,0.003418093547,1192,0.0008128029294,1192,0.002567489631,1192,0.001612319844,
1191.333374,-0.0003514409764,1191.333374,-0.000127650841,1191.333374,-5.166531992E-005,1191.333374,0.003542093327,1191.333374,0.000838608481,1191.333374,0.002617748687,1191.333374,0.001650515362,
1190.666626,-0.0003107792581,1190.666626,-7.413108688E-005,1190.666626,-2.324497837E-005,1190.666626,0.003708186559,1190.666626,0.0008782924269,1190.666626,0.002705911407,1190.666626,0.001733154058,
1190,-0.000319987972,1190,-7.811682735E-005,1190,3.701709147E-006,1190,0.003822867759,1190,0.0009290826856,1190,0.002795655048,1190,0.001802863437,
1189.333374,-0.0003359216789,1189.333374,-6.010305879E-005,1189.333374,1.017330487E-005,1189.333374,0.003888603766,1189.333374,0.0009880774887,1189.333374,0.002861522371,1189.333374,0.00188404927,
1188.666626,-0.0003185911628,1188.666626,-4.654047734E-005,1188.666626,3.059829396E-005,1188.666626,0.003985123243,1188.666626,0.0009793860372,1188.666626,0.002981870668,1188.666626,0.002019886626,
1188,-0.0003093306732,1188,-3.152796489E-005,1188,6.282979302E-005,1188,0.004025174305,1188,0.001099888585,1188,0.003130645258,1188,0.002117708791,
1187.333374,-0.0002973797091,1187.333374,-2.500512528E-005,1187.333374,9.009251517E-005,1187.333374,0.004071081523,1187.333374,0.001186290057,1187.333374,0.003272324335,1187.333374,0.002280889777,
1186.666626,-0.0003165217931,1186.666626,-5.285593215E-005,1186.666626,5.80402193E-005,1186.666626,0.004051720258,1186.666626,0.001216712408,1186.666626,0.003401656868,1186.666626,0.002424452454,
1186,-0.0002844971314,1186,-2.645465429E-005,1186,9.356196824E-005,1186,0.004037140403,1186,0.001319858246,1186,0.003617157694,1186,0.002618634142,
1185.333374,-0.0002758567862,1185.333374,-2.122644219E-006,1185.333374,0.0001266267354,1185.333374,0.004004377406,1185.333374,0.001410043216,1185.333374,0.003810881171,1185.333374,0.002844194882,
1184.666626,-0.0003175564634,1184.666626,-4.322741734E-005,1184.666626,9.558151214E-005,1184.666626,0.003903700504,1184.666626,0.00150320807,1184.666626,0.004042549059,1184.666626,0.003061608877,
1184,-0.0002780815703,1184,2.213306652E-005,1184,0.0001842436322,1184,0.003878365271,1184,0.001665638643,1184,0.004360591527,1184,0.003380655311,
1183.333374,-0.0002642670879,1183.333374,3.740683678E-005,1183.333374,0.0001956643391,1183.333374,0.003813048592,1183.333374,0.001810739632,1183.333374,0.00463585183,1183.333374,0.003679964691,
1182.666626,-0.000279478525,1182.666626,3.681140879E-005,1182.666626,0.0002141556324,1182.666626,0.00370816025,1182.666626,0.001925544813,1182.666626,0.004924010485,1182.666626,0.004012241494,
1182,-0.0002566094336,1182,4.129008084E-005,1182,0.0002396666387,1182,0.003654798958,1182,0.002068105619,1182,0.005256611854,1182,0.004351361655,
1181.333374,-0.0002816515334,1181.333374,4.900490239E-005,1181.333374,0.0002459086536,1181.333374,0.003553420072,1181.333374,0.00219172053,1181.333374,0.005566735286,1181.333374,0.004714507144,
1180.666626,-0.0002851179743,1180.666626,6.666148693E-005,1180.666626,0.0002645057102,1180.666626,0.003521189559,1180.666626,0.002326561138,1180.666626,0.005851025693,1180.666626,0.005078454036,
1180,-0.0002579029824,1180,8.771051944E-005,1180,0.0002835956984,1180,0.003480010899,1180,0.00242070388,1180,0.006093733944,1180,0.005423178431,
1179.333374,-0.0002610074298,1179.333374,0.0001006821985,1179.333374,0.0003336429363,1179.333374,0.003412040649,1179.333374,0.002506717807,1179.333374,0.006281710695,1179.333374,0.005708162207,
1178.666626,-0.000281341112,1178.666626,9.892154776E-005,1178.666626,0.0003174779704,1178.666626,0.003324829973,1178.666626,0.002571239369,1178.666626,0.006392581854,1178.666626,0.00589699531,
1178,-0.0002531945065,1178,0.0001194801807,1178,0.0003033341491,1178,0.003306805855,1178,0.002593217418,1178,0.006390716415,1178,0.006038110238,
1177.333374,-0.0002883774578,1177.333374,8.639007137E-005,1177.333374,0.0002840878442,1177.333374,0.003179509193,1177.333374,0.002550173784,1177.333374,0.00632113358,1177.333374,0.006049055606,
1176.666626,-0.0003025016049,1176.666626,6.200131611E-005,1176.666626,0.0002537048131,1176.666626,0.003101313952,1176.666626,0.002514476422,1176.666626,0.006213537417,1176.666626,0.006011704914,
1176,-0.0002865666465,1176,4.185962825E-005,1176,0.0002466856677,1176,0.002971523441,1176,0.002434161957,1176,0.006036614068,1176,0.005879257806,
1175.333374,-0.0002904469729,1175.333374,5.278469689E-005,1175.333374,0.0002137930569,1175.333374,0.002868662123,1175.333374,0.002334603108,1175.333374,0.005826258566,1175.333374,0.005716791376,
1174.666626,-0.0002861527319,1174.666626,4.796934809E-005,1174.666626,0.0001933594467,1174.666626,0.002766632941,1174.666626,0.00226436602,1174.666626,0.005644247867,1174.666626,0.005508163944,
1174,-0.0002910678159,1174,2.218484224E-005,1174,0.0001292160887,1174,0.002601107815,1174,0.00215423177,1174,0.005367273465,1174,0.005213932134,
1173.333374,-0.0003023463942,1173.333374,3.862358062E-005,1173.333374,0.0001452963625,1173.333374,0.002507316647,1173.333374,0.002090006368,1173.333374,0.0052078804,1173.333374,0.005018875003,
1172.666626,-0.000321902131,1172.666626,-2.096712888E-005,1172.666626,7.706936594E-005,1172.666626,0.002372732153,1172.666626,0.001932903193,1172.666626,0.004973914474,1172.666626,0.004737169482,
1172,-0.0003640112118,1172,-7.407932571E-005,1172,8.542377827E-007,1172,0.002209386323,1172,0.001813209034,1172,0.004742456134,1172,0.004471992608,
1171.333374,-0.000331110612,1171.333374,-6.424422463E-005,1171.333374,2.068338108E-005,1171.333374,0.002130871173,1171.333374,0.001773985452,1171.333374,0.004614921287,1171.333374,0.00429658778,
1170.666626,-0.0003567691601,1170.666626,-7.692628424E-005,1170.666626,-1.097551194E-005,1170.666626,0.002016635844,1170.666626,0.001733414014,1170.666626,0.004489934538,1170.666626,0.004110801034,
1170,-0.0003574416332,1170,-9.887314081E-005,1170,-3.116558582E-005,1170,0.00192356878,1170,0.001676916494,1170,0.004363075364,1170,0.003958529327,
1169.333374,-0.0003665458935,1169.333374,-8.427653665E-005,1169.333374,-4.861112757E-005,1169.333374,0.001818849822,1169.333374,0.00160226482,1169.333374,0.004210898653,1169.333374,0.003783566644,
1168.666626,-0.0003705289564,1168.666626,-8.256838919E-005,1168.666626,-8.924565191E-005,1168.666626,0.001728294068,1168.666626,0.001523651415,1168.666626,0.004092482384,1168.666626,0.003649395425,
1168,-0.0003468887298,1168,-0.0001313772955,1168,-9.783793939E-005,1168,0.001665040967,1168,0.001517650788,1168,0.003998786677,1168,0.003477323102,
1167.333374,-0.0003734774364,1167.333374,-0.0001111401289,1167.333374,-8.44835813E-005,1167.333374,0.001596341026,1167.333374,0.001491233474,1167.333374,0.003857392818,1167.333374,0.003313952824,
1166.666626,-0.0003709427838,1166.666626,-0.0001440573978,1166.666626,-0.000135517781,1166.666626,0.00144622114,1166.666626,0.001376672764,1166.666626,0.003703147639,1166.666626,0.003125769552,
1166,-0.0003707876022,1166,-0.000130135144,1166,-0.0001295658294,1166,0.001408251235,1166,0.001380723901,1166,0.003614730202,1166,0.003026026068,
1165.333374,-0.0003769948962,1165.333374,-0.0001843207428,1165.333374,-0.000187166981,1165.333374,0.00129137584,1165.333374,0.00123605202,1165.333374,0.003504540073,1165.333374,0.002847425872,
1164.666626,-0.0003803571162,1164.666626,-0.0001712278026,1164.666626,-0.000198241265,1164.666626,0.001205420587,1164.666626,0.001227952656,1164.666626,0.003375724657,1164.666626,0.002761422656,
1164,-0.0003879091528,1164,-0.0002186296188,1164,-0.0001978790242,1164,0.001072744024,1164,0.001155636157,1164,0.00323836715,1164,0.002550616395,
1163.333374,-0.0003686667478,1163.333374,-0.0001683814626,1163.333374,-0.0001992244797,1163.333374,0.001041371608,1163.333374,0.001176893828,1163.333374,0.003200657666,1163.333374,0.002505467972,
1162.666626,-0.000397323136,1162.666626,-0.0001826129883,1162.666626,-0.0002208029473,1162.666626,0.0009806313319,1162.666626,0.001122129615,1162.666626,0.003085775534,1162.666626,0.002339599887,
1162,-0.0003232471936,1162,-0.0001299281284,1162,-0.0001632579952,1162,0.0009569706162,1162,0.001136222389,1162,0.003061348107,1162,0.002295436338,
1161.333374,-0.0003870298096,1161.333374,-0.0001960678346,1161.333374,-0.0002282025089,1161.333374,0.0008333694423,1161.333374,0.001052062376,1161.333374,0.002910330193,1161.333374,0.002118202858,
1160.666626,-0.0003777707752,1160.666626,-0.0001851487468,1160.666626,-0.000238447843,1160.666626,0.0007581106038,1160.666626,0.001021158532,1160.666626,0.002860063221,1160.666626,0.001975313528,
1160,-0.0003788570466,1160,-0.0001942048839,1160,-0.0002538154076,1160,0.0006955949939,1160,0.001000427408,1160,0.002807613695,1160,0.001866318635,
1159.333374,-0.0003482337052,1159.333374,-0.0001798702287,1159.333374,-0.0002340496139,1159.333374,0.0006447024061,1159.333374,0.0009778033709,1159.333374,0.002721253783,1159.333374,0.001763692824,
1158.666626,-0.0003631318104,1158.666626,-0.0002038817911,1158.666626,-0.0002814963227,1158.666626,0.0005264771753,1158.666626,0.0009038164862,1158.666626,0.002620899817,1158.666626,0.001602654578,
1158,-0.0003886850318,1158,-0.0002030020842,1158,-0.0002870322787,1158,0.0004598228261,1158,0.0008735975716,1158,0.002486800775,1158,0.001471518888,
1157.333374,-0.000341870822,1157.333374,-0.0001844759972,1157.333374,-0.0002630253148,1157.333374,0.0004427203094,1157.333374,0.0008395681507,1157.333374,0.002436478855,1157.333374,0.001374855055,
1156.666626,-0.0003405258176,1156.666626,-0.0001830269903,1156.666626,-0.0002687167434,1156.666626,0.0004167050938,1156.666626,0.0008078495157,1156.666626,0.002340224572,1156.666626,0.001235091593,
1156,-0.0003479750594,1156,-0.0001813192357,1156,-0.000285894057,1156,0.0003313114285,1156,0.0007543246611,1156,0.002188442508,1156,0.00104980485,
1155.333374,-0.0003048297076,1155.333374,-0.0001460240746,1155.333374,-0.0002689754474,1155.333374,0.0003009509819,1155.333374,0.0007073144079,1155.333374,0.002090136288,1155.333374,0.0008510060725,
1154.666626,-0.0003173495352,1154.666626,-0.0001495433826,1154.666626,-0.0002824276162,1154.666626,0.0002375946206,1154.666626,0.0006434320821,1154.666626,0.001956305001,1154.666626,0.0006232893211,
1154,-0.0002886878792,1154,-9.763089474E-005,1154,-0.0002675267169,1154,0.000230731137,1154,0.0005878797383,1154,0.001860729186,1154,0.0004996276111,
1153.333374,-0.0002691824047,1153.333374,-7.899678894E-005,1153.333374,-0.0002322385699,1153.333374,0.0001867815299,1153.333374,0.0005871280446,1153.333374,0.001727956231,1153.333374,0.0002712919959,
1152.666626,-0.0002415007039,1152.666626,-7.455094874E-006,1152.666626,-0.0001823542407,1152.666626,0.000197244095,1152.666626,0.0005493627978,1152.666626,0.001627857448,1152.666626,7.095923502E-005,
1152,-0.0001874774898,1152,-1.325341327E-005,1152,-0.000192290172,1152,0.0001958197245,1152,0.000483275071,1152,0.001428378513,1152,-0.0002033125638,
1151.333374,-0.000259972614,1151.333374,-4.400391845E-005,1151.333374,-0.000260231318,1151.333374,4.61830241E-005,1151.333374,0.0003834368545,1151.333374,0.001195374993,1151.333374,-0.0005424380652,
1150.666626,-0.0002850662568,1150.666626,-0.0001119682638,1150.666626,-0.0003286274441,1150.666626,-9.711329767E-005,1150.666626,0.0002410911547,1150.666626,0.000976506155,1150.666626,-0.0008741172496,
1150,-0.0002898778475,1150,-0.0001578757074,1150,-0.0003459058353,1150,-0.0002033125638,1150,0.0001475491881,1150,0.0008146183682,1150,-0.001162224798,
1149.333374,-0.0002948446199,1149.333374,-0.000166932412,1149.333374,-0.0004282016016,1149.333374,-0.0002837210486,1149.333374,4.815057036E-005,1149.333374,0.0005901867407,1149.333374,-0.001439769869,
1148.666626,-0.0003372667124,1148.666626,-0.0002645257919,1148.666626,-0.0004715932882,1148.666626,-0.0004471310531,1148.666626,-5.145825708E-005,1148.666626,0.0003607672406,1148.666626,-0.001767258509,
1148,-0.000335093966,1148,-0.0002759602794,1148,-0.0005097061512,1148,-0.0005496253725,1148,-0.000132981746,1148,0.0002022682747,1148,-0.002027670154,
1147.333374,-0.0004253052175,1147.333374,-0.0003520617611,1147.333374,-0.0006205090904,1147.333374,-0.0006790790358,1147.333374,-0.0002785472025,1147.333374,-6.248423597E-005,1147.333374,-0.002362130675,
1146.666626,-0.0004824534699,1146.666626,-0.000424167345,1146.666626,-0.000678975659,1146.666626,-0.000880007341,1146.666626,-0.0003517513687,1146.666626,-0.0003316796501,1146.666626,-0.00277828821,
1146,-0.0004511650768,1146,-0.0004846254596,1146,-0.0007445149822,1146,-0.001094786217,1146,-0.0005356643815,1146,-0.0005734613515,1146,-0.0031621831,
1145.333374,-0.0004416488518,1145.333374,-0.0005270290421,1145.333374,-0.0007293198141,1145.333374,-0.001274255221,1145.333374,-0.0006659493083,1145.333374,-0.000809889345,1145.333374,-0.003529049223,
1144.666626,-0.0004388042726,1144.666626,-0.0004855045991,1144.666626,-0.0008084424189,1144.666626,-0.001424805494,1144.666626,-0.0008090625633,1144.666626,-0.00112515036,1144.666626,-0.003945578821,
1144,-0.0004468724655,1144,-0.0005787350819,1144,-0.0008382582455,1144,-0.001704348717,1144,-0.0009683491662,1144,-0.001440905035,1144,-0.004595264327,
1143.333374,-0.0005119814305,1143.333374,-0.0006731345202,1143.333374,-0.0009655079921,1143.333374,-0.002104032086,1143.333374,-0.001240545884,1143.333374,-0.001982629765,1143.333374,-0.005275947973,
1142.666626,-0.0005070171319,1142.666626,-0.0006494590198,1142.666626,-0.001036375645,1142.666626,-0.002297556028,1142.666626,-0.001492192852,1142.666626,-0.002498406218,1142.666626,-0.006014492828,
1142,-0.0006536979927,1142,-0.0007705108728,1142,-0.00120151625,1142,-0.002663146239,1142,-0.00165850122,1142,-0.003084516153,1142,-0.006828288548,
1141.333374,-0.0005632239045,1141.333374,-0.000822291302,1141.333374,-0.001242868952,1141.333374,-0.003028326435,1141.333374,-0.00196876633,1141.333374,-0.003530538641,1141.333374,-0.007614821661,
1140.666626,-0.0004901071079,1140.666626,-0.0007945931284,1140.666626,-0.001260730554,1140.666626,-0.003221233375,1140.666626,-0.00221154443,1140.666626,-0.003936395049,1140.666626,-0.008142603561,
1140,-0.0005571744405,1140,-0.000891012256,1140,-0.001532692579,1140,-0.003533106297,1140,-0.002464071149,1140,-0.00455863541,1140,-0.008910075761,
1139.333374,-0.0006570063997,1139.333374,-0.001039319555,1139.333374,-0.001505400869,1139.333374,-0.003935317975,1139.333374,-0.002672716975,1139.333374,-0.004885266069,1139.333374,-0.009549749084,
1138.666626,-0.0007059575291,1138.666626,-0.00112618308,1138.666626,-0.001642977004,1138.666626,-0.004245960619,1138.666626,-0.00285811862,1138.666626,-0.005337728653,1138.666626,-0.00993226096,
1138,-0.0008420819649,1138,-0.001261298428,1138,-0.001812939765,1138,-0.004502021242,1138,-0.00311129773,1138,-0.005754827056,1138,-0.01039026584,
1137.333374,-0.0008756672614,1137.333374,-0.001299083931,1137.333374,-0.001855729381,1137.333374,-0.004712916911,1137.333374,-0.003152777441,1137.333374,-0.005900001619,1137.333374,-0.01051141229,
1136.666626,-0.0009057368152,1136.666626,-0.00135472382,1136.666626,-0.001952325576,1136.666626,-0.004886648618,1136.666626,-0.003219434759,1136.666626,-0.005978391971,1136.666626,-0.01050019357,
1136,-0.0009654563619,1136,-0.001455146587,1136,-0.002016075421,1136,-0.004961946514,1136,-0.003226218047,1136,-0.005936976988,1136,-0.01029128116,
1135.333374,-0.001009775791,1135.333374,-0.001486465917,1135.333374,-0.002039727988,1135.333374,-0.004982879851,1135.333374,-0.003148254473,1135.333374,-0.005737558007,1135.333374,-0.009930439293,
1134.666626,-0.001032501925,1134.666626,-0.00147676596,1134.666626,-0.002092903247,1134.666626,-0.00492237974,1134.666626,-0.003016090021,1134.666626,-0.005506149493,1134.666626,-0.009429803118,
1134,-0.001096438733,1134,-0.001526398584,1134,-0.002045447705,1134,-0.004810160026,1134,-0.002933511976,1134,-0.005182696972,1134,-0.009001920931,
1133.333374,-0.001095457468,1133.333374,-0.001543371473,1133.333374,-0.002057969104,1133.333374,-0.004781178664,1133.333374,-0.00276316423,1133.333374,-0.004962765146,1133.333374,-0.008565647528,
1132.666626,-0.0009664378595,1132.666626,-0.001437396277,1132.666626,-0.001928255777,1132.666626,-0.004537271801,1132.666626,-0.002567788819,1132.666626,-0.004524872638,1132.666626,-0.007937231101,
1132,-0.001025219331,1132,-0.00139007566,1132,-0.00191902963,1132,-0.004332800396,1132,-0.002386794193,1132,-0.004315936007,1132,-0.007416273467,
1131.333374,-0.0009628735133,1131.333374,-0.001345794997,1131.333374,-0.001868823194,1131.333374,-0.004155206494,1131.333374,-0.002279788489,1131.333374,-0.003944809083,1131.333374,-0.006977384444,
1130.666626,-0.0009573461139,1130.666626,-0.001314362395,1130.666626,-0.001705225324,1130.666626,-0.004003496841,1130.666626,-0.002097437158,1130.666626,-0.00359477615,1130.666626,-0.006452161819,
1130,-0.00101912464,1130,-0.001264705439,1130,-0.001757255406,1130,-0.003822175786,1130,-0.00196469482,1130,-0.003426331328,1130,-0.005957097746,
1129.333374,-0.000982967671,1129.333374,-0.001186956652,1129.333374,-0.001623222837,1129.333374,-0.003496284829,1129.333374,-0.001795513323,1129.333374,-0.002965393243,1129.333374,-0.005504769273,
1128.666626,-0.000888273993,1128.666626,-0.001093185274,1128.666626,-0.00149611407,1128.666626,-0.003222980537,1128.666626,-0.001474392484,1128.666626,-0.00252831215,1128.666626,-0.00480759982,
1128,-0.0008366047405,1128,-0.001044794219,1128,-0.001429139986,1128,-0.002986937528,1128,-0.001328814426,1128,-0.00216157781,1128,-0.004286460578,
1127.333374,-0.0007302501472,1127.333374,-0.0008686404326,1127.333374,-0.001220773323,1127.333374,-0.002582662506,1127.333374,-0.001021345612,1127.333374,-0.001746478607,1127.333374,-0.003668039571,
1126.666626,-0.0006740132812,1126.666626,-0.0008893072954,1126.666626,-0.001262588892,1126.666626,-0.002462886972,1126.666626,-0.0009271252202,1126.666626,-0.001429810887,1126.666626,-0.003354414133,
1126,-0.0007204298745,1126,-0.0008579448913,1126,-0.001099072397,1126,-0.002322686603,1126,-0.0007934045861,1126,-0.001149987569,1126,-0.002951612463,
1125.333374,-0.000763637363,1125.333374,-0.0007986239507,1125.333374,-0.001184633235,1125.333374,-0.002242500195,1125.333374,-0.0006500276504,1125.333374,-0.001044484321,1125.333374,-0.002709608059,
1124.666626,-0.000812369748,1124.666626,-0.0008799039642,1124.666626,-0.00115855888,1124.666626,-0.002117685042,1124.666626,-0.0007035281742,1124.666626,-0.0008994853706,1124.666626,-0.002595374128,
1124,-0.0007133488543,1124,-0.0007723196759,1124,-0.001045620535,1124,-0.001935574808,1124,-0.0004916068283,1124,-0.000635811477,1124,-0.002199285198,
1123.333374,-0.0006221117219,1123.333374,-0.0006604698719,1123.333374,-0.0009085266502,1123.333374,-0.001729462179,1123.333374,-0.000292516459,1123.333374,-0.0003871849913,1123.333374,-0.001888360013,
1122.666626,-0.000601587235,1122.666626,-0.0006265577395,1122.666626,-0.0008761322824,1122.666626,-0.001572002075,1122.666626,-0.0001975167834,1122.666626,-0.0002439326199,1122.666626,-0.001634673099,
1122,-0.0005363365635,1122,-0.0006576267187,1122,-0.0008671936812,1122,-0.00147134834,1122,-0.0001468004048,1122,-7.920384087E-005,1122,-0.001491573756,
1121.333374,-0.0005608972278,1121.333374,-0.0005894374917,1121.333374,-0.0007692188374,1121.333374,-0.001400035573,1121.333374,-0.0001139868473,1121.333374,5.607262574E-005,1121.333374,-0.001338724163,
1120.666626,-0.0006131162518,1120.666626,-0.0006325028953,1120.666626,-0.0008520028205,1120.666626,-0.001410614583,1120.666626,-8.758928016E-005,1120.666626,3.023586396E-005,1120.666626,-0.001292063855,
1120,-0.000610686373,1120,-0.0006465124316,1120,-0.0008185190964,1120,-0.001316117239,1120,-9.193722508E-005,1120,0.0001220953854,1120,-0.0012455018,
1119.333374,-0.0005645682686,1119.333374,-0.0005853530602,1119.333374,-0.0007695289096,1119.333374,-0.001254742383,1119.333374,-1.889634586E-005,1119.333374,0.0001742216264,1119.333374,-0.001170537784,
1118.666626,-0.0005835951306,1118.666626,-0.0005883517442,1118.666626,-0.0007753687678,1118.666626,-0.00120363303,1118.666626,-2.153659079E-005,1118.666626,0.0001916502224,1118.666626,-0.001149677671,
1118,-0.0005740817869,1118,-0.0006030348595,1118,-0.0007794514531,1118,-0.001190312556,1118,-7.248010661E-006,1118,0.0002051170741,1118,-0.001055381843,
1117.333374,-0.0005656540743,1117.333374,-0.0006199921481,1117.333374,-0.0007976421039,1117.333374,-0.001143223257,1117.333374,-6.83384178E-006,1117.333374,0.0002980497375,1117.333374,-0.0009901477024,
1116.666626,-0.0006082048058,1116.666626,-0.0006172521389,1116.666626,-0.0007562985993,1116.666626,-0.001050940249,1116.666626,3.075361747E-005,1116.666626,0.0003500157618,1116.666626,-0.000829060562,
1116,-0.0005433688057,1116,-0.0005547442706,1116,-0.0007232726202,1116,-0.0009978440357,1116,0.0001081132577,1116,0.0004968546564,1116,-0.000672979455,
