non-imine undoped,,non-imine 10 min iodine doped,,non-imine 1 min iodine doped,,non-imine 30 min iodine doping,,non-imine 30 min iodine doping1,,imine 1 hr iodine doping,,imine 1 hr iodine doping1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1022,-0.01356061269,1022,0.01136024017,1022,0.01714996435,1022,0.01188447699,1022,-0.001759885112,1022,-0.007032199763,1022,-0.001871967688,
1021.333313,-0.01362498943,1021.333313,0.01139680482,1021.333313,0.01697272807,1021.333313,0.0117721688,1021.333313,-0.001965725562,1021.333313,-0.007318696007,1021.333313,-0.001936760265,
1020.666687,-0.01339097042,1020.666687,0.01131198835,1020.666687,0.01710722968,1020.666687,0.01174336486,1020.666687,-0.00187562767,1020.666687,-0.007206788287,1020.666687,-0.001984175993,
1020,-0.01346927509,1020,0.0113926325,1020,0.01707578264,1020,0.01179227699,1020,-0.001906195073,1020,-0.007319663186,1020,-0.002034111414,
1019.333313,-0.01341079827,1019.333313,0.01139151677,1019.333313,0.01719326712,1019.333313,0.01183510292,1019.333313,-0.001699707471,1019.333313,-0.007279394194,1019.333313,-0.001981186913,
1018.666687,-0.01362097543,1018.666687,0.01146319229,1018.666687,0.01711544208,1018.666687,0.01171863172,1018.666687,-0.001754264697,1018.666687,-0.00723056728,1018.666687,-0.001821755781,
1018,-0.01354194526,1018,0.01147650834,1018,0.0172862988,1018,0.01186638698,1018,-0.001522632549,1018,-0.006985281128,1018,-0.001703832997,
1017.333313,-0.01359960157,1017.333313,0.0115609318,1017.333313,0.01718378812,1017.333313,0.01193984412,1017.333313,-0.001677222433,1017.333313,-0.007074936759,1017.333313,-0.001744106645,
1016.666687,-0.01346510928,1016.666687,0.01157669723,1016.666687,0.01718376018,1016.666687,0.01202973351,1016.666687,-0.001519124373,1016.666687,-0.007084665354,1016.666687,-0.001639315044,
1016,-0.01362142712,1016,0.01143377088,1016,0.01726620272,1016,0.01196054462,1016,-0.00162755535,1016,-0.006993075833,1016,-0.001786903013,
1015.333313,-0.01354134269,1015.333313,0.0115555618,1015.333313,0.01724659465,1015.333313,0.01187067013,1015.333313,-0.001701306086,1015.333313,-0.007074223831,1015.333313,-0.001798709971,
1014.666687,-0.01334523503,1014.666687,0.01166975498,1014.666687,0.01717697456,1014.666687,0.01197331771,1014.666687,-0.001516699558,1014.666687,-0.006894180551,1014.666687,-0.001721469336,
1014,-0.01334804669,1014,0.0116612995,1014,0.01730011776,1014,0.0120497467,1014,-0.001487394562,1014,-0.006934128702,1014,-0.001667268807,
1013.333313,-0.01337184291,1013.333313,0.01162298396,1013.333313,0.01708857156,1013.333313,0.01198608987,1013.333313,-0.001569783897,1013.333313,-0.007020789199,1013.333313,-0.001722345944,
1012.666687,-0.01341983397,1012.666687,0.01159637049,1012.666687,0.01718890481,1012.666687,0.01184483897,1012.666687,-0.001584433834,1012.666687,-0.006999494974,1012.666687,-0.001737145474,
1012,-0.01338444371,1012,0.01148714032,1012,0.01713396795,1012,0.01198350918,1012,-0.001564625301,1012,-0.006855706684,1012,-0.001762927277,
1011.333313,-0.01343449112,1011.333313,0.01159964036,1011.333313,0.0172083769,1011.333313,0.0119555695,1011.333313,-0.001478004269,1011.333313,-0.006874459796,1011.333313,-0.001604499295,
1010.666687,-0.01335728448,1010.666687,0.01167515293,1010.666687,0.01733532734,1010.666687,0.012035775,1010.666687,-0.00130723929,1010.666687,-0.006703713909,1010.666687,-0.001661853632,
1010,-0.01343368832,1010,0.01149115339,1010,0.01723816432,1010,0.01201488357,1010,-0.001606562524,1010,-0.006777219474,1010,-0.001695530256,
1009.333313,-0.0132776536,1009.333313,0.01162777003,1009.333313,0.01712486707,1009.333313,0.01207790524,1009.333313,-0.001382024959,1009.333313,-0.006764782593,1009.333313,-0.001505246037,
1008.666687,-0.01347168442,1008.666687,0.01164773852,1008.666687,0.0171087645,1008.666687,0.01204503607,1008.666687,-0.001431255718,1008.666687,-0.006798473652,1008.666687,-0.001699243323,
1008,-0.01324757561,1008,0.01159849763,1008,0.01732147858,1008,0.01210359111,1008,-0.001322311,1008,-0.006740060169,1008,-0.001505916822,
1007.333313,-0.01353783067,1007.333313,0.01147879381,1007.333313,0.0170045197,1007.333313,0.01180733182,1007.333313,-0.001451173448,1007.333313,-0.006821306422,1007.333313,-0.001621984877,
1006.666687,-0.01342987362,1006.666687,0.01153262053,1006.666687,0.01713574678,1006.666687,0.01191645674,1006.666687,-0.001393430051,1006.666687,-0.006752497982,1006.666687,-0.001622758573,
1006,-0.0133745037,1006,0.01148057543,1006,0.01695663296,1006,0.01198159344,1006,-0.001423257403,1006,-0.006837614812,1006,-0.001550696907,
1005.333313,-0.01345667709,1005.333313,0.01149649639,1005.333313,0.01700893417,1005.333313,0.01195783075,1005.333313,-0.001349046594,1005.333313,-0.006994145922,1005.333313,-0.001539192861,
1004.666687,-0.01348528545,1004.666687,0.01150728855,1004.666687,0.01721368171,1004.666687,0.01209667046,1004.666687,-0.001254277769,1004.666687,-0.006690765265,1004.666687,-0.001599960146,
1004,-0.01350711752,1004,0.01172062661,1004,0.01709904522,1004,0.01186511014,1004,-0.00145122502,1004,-0.006994145922,1004,-0.001482802676,
1003.333313,-0.01347148325,1003.333313,0.01169815566,1003.333313,0.01727482304,1003.333313,0.01205951441,1003.333313,-0.001417477848,1003.333313,-0.006876396015,1003.333313,-0.001458964893,
1002.666687,-0.01362523995,1002.666687,0.01164795086,1002.666687,0.01714183204,1002.666687,0.01193893887,1002.666687,-0.001537438831,1002.666687,-0.006927453913,1002.666687,-0.001648495672,
1002,-0.01342395041,1002,0.01172091905,1002,0.01720309816,1002,0.01208748762,1002,-0.001316375332,1002,-0.006788585335,1002,-0.001413710765,
1001.333313,-0.01344257221,1001.333313,0.01165233832,1001.333313,0.01706178114,1001.333313,0.0120384628,1001.333313,-0.001353846397,1001.333313,-0.006903301459,1001.333313,-0.001487755799,
1000.666687,-0.01340914238,1000.666687,0.01169937849,1000.666687,0.01709912531,1000.666687,0.0119848391,1000.666687,-0.001317975461,1000.666687,-0.006879148073,1000.666687,-0.001564676873,
1000,-0.01339980494,1000,0.01184135396,1000,0.01713773794,1000,0.01214423776,1000,-0.001070100814,1000,-0.006641311105,1000,-0.001335575827,
999.333313,-0.01364335231,999.333313,0.01162582915,999.333313,0.01695528626,999.333313,0.01201637369,999.333313,-0.001165426103,999.333313,-0.006716458593,999.333313,-0.001434351783,
998.666687,-0.01338143181,998.666687,0.01187684201,998.666687,0.01720325835,998.666687,0.01213691756,998.666687,-0.001102687209,998.666687,-0.00655855285,998.666687,-0.001223354717,
998,-0.01345833298,998,0.01176716853,998,0.01709538326,998,0.01206425205,998,-0.001241991413,998,-0.006769013125,998,-0.001463247463,
997.333313,-0.01344056427,997.333313,0.01180158649,997.333313,0.01725187339,997.333313,0.01226556208,997.333313,-0.001032553613,997.333313,-0.00647332985,997.333313,-0.00125448429,
996.666687,-0.01345758047,996.666687,0.01172214281,996.666687,0.01717463136,996.666687,0.01208269689,996.666687,-0.001081359107,996.666687,-0.006593942642,996.666687,-0.001415826497,
996,-0.013360749,996,0.01179637294,996,0.01720848307,996,0.01209211908,996,-0.001278746175,996,-0.006526933983,996,-0.00131921412,
995.333313,-0.01344136801,995.333313,0.01176674291,995.333313,0.01725494489,995.333313,0.01207558997,995.333313,-0.001230737194,995.333313,-0.006670015398,995.333313,-0.001300529111,
994.666687,-0.01338479575,994.666687,0.01180693321,994.666687,0.01719008945,994.666687,0.01205610763,994.666687,-0.001119418535,994.666687,-0.006749949418,994.666687,-0.001333304797,
994,-0.01340718381,994,0.01188163087,994,0.01714956015,994,0.01229322888,994,-0.001036169007,994,-0.006597154774,994,-0.001295883558,
993.333313,-0.01327428967,993.333313,0.01179725118,993.333313,0.01707532443,993.333313,0.01212203689,993.333313,-0.001153395395,993.333313,-0.006603528745,993.333313,-0.001265169936,
992.666687,-0.01327885874,992.666687,0.01201408543,992.666687,0.01727296412,992.666687,0.01224016026,992.666687,-0.000894835568,992.666687,-0.006566303782,992.666687,-0.001222012448,
992,-0.01349211112,992,0.01172110531,992,0.01705712453,992,0.01212054677,992,-0.001207040506,992,-0.00666634459,992,-0.001231769682,
991.333313,-0.01325053815,991.333313,0.01186955255,991.333313,0.01721704751,991.333313,0.01237616036,991.333313,-0.00104030082,991.333313,-0.006374877412,991.333313,-0.001154686324,
990.666687,-0.01343860757,990.666687,0.01193215419,990.666687,0.01718069054,990.666687,0.01219154429,990.666687,-0.001100208494,990.666687,-0.006398854777,990.666687,-0.001229498186,
990,-0.013438005,990,0.01178812794,990,0.01710757986,990,0.01214264054,990,-0.001057396061,990,-0.006416301709,990,-0.001217211131,
989.333313,-0.01341551729,989.333313,0.01186824869,989.333313,0.01711116172,989.333313,0.01224479359,989.333313,-0.001025890815,989.333313,-0.006387274247,989.333313,-0.001253606635,
988.666687,-0.01365378778,988.666687,0.01182185579,988.666687,0.01700333506,988.666687,0.01204676647,988.666687,-0.00108285679,988.666687,-0.006595523097,988.666687,-0.001398177817,
988,-0.01346425619,988,0.01205307338,988,0.01719811559,988,0.01208171155,988,-0.0009525935748,988,-0.006452876143,988,-0.001186337089,
987.333313,-0.01351660211,987.333313,0.01202009991,987.333313,0.01717457734,987.333313,0.01214240119,987.333313,-0.001000943244,987.333313,-0.006397987716,987.333313,-0.001092100749,
986.666687,-0.01351640187,986.666687,0.01200493053,986.666687,0.01701547578,986.666687,0.01218392979,986.666687,-0.001054607099,986.666687,-0.006497200113,986.666687,-0.001177456463,
986,-0.01323939022,986,0.01224292908,986,0.01723054238,986,0.01249411236,986,-0.0008978837868,986,-0.006415689364,986,-0.001032656874,
985.333313,-0.01357787475,985.333313,0.01199221052,985.333313,0.01715917327,985.333313,0.01225799974,985.333313,-0.001004817197,985.333313,-0.00644884631,985.333313,-0.001105114352,
984.666687,-0.01357064862,984.666687,0.01185063832,984.666687,0.01694987714,984.666687,0.01213276479,984.666687,-0.0008517444949,984.666687,-0.006555135828,984.666687,-0.001116061932,
984,-0.0134544177,984,0.0120726889,984,0.01711638458,984,0.0123948846,984,-0.0009460329311,984,-0.006390794646,984,-0.001043451368,
983.333313,-0.01339709479,983.333313,0.01191714872,983.333313,0.01701119542,983.333313,0.01229320187,983.333313,-0.0009988255333,983.333313,-0.006338347215,983.333313,-0.001140176784,
982.666687,-0.0134879956,982.666687,0.01186859515,982.666687,0.01711366512,982.666687,0.01235043257,982.666687,-0.0008564464515,982.666687,-0.006347021088,982.666687,-0.0008553614025,
982,-0.01372768078,982,0.01185736805,982,0.01687572896,982,0.01213609241,982,-0.001035549212,982,-0.00651867222,982,-0.001029919484,
981.333313,-0.01349823363,981.333313,0.01185252704,981.333313,0.01693722606,981.333313,0.0123193264,981.333313,-0.0006905542687,981.333313,-0.006416199729,981.333313,-0.00101902138,
980.666687,-0.01337309834,980.666687,0.01193646435,980.666687,0.01700737327,980.666687,0.01210122183,980.666687,-0.0007746452466,980.666687,-0.00644496968,980.666687,-0.0009055818082,
980,-0.01357084978,980,0.01177578606,980,0.01701178774,980,0.01216950081,980,-0.0008995887474,980,-0.00650418736,980,-0.0009931436507,
979.333313,-0.01350355428,979.333313,0.01186162513,979.333313,0.01691712067,979.333313,0.01216771733,979.333313,-0.0009659729549,979.333313,-0.006455171388,979.333313,-0.0009864802705,
978.666687,-0.01339714415,978.666687,0.011890091,978.666687,0.01711853966,978.666687,0.01229647733,978.666687,-0.0006762876874,978.666687,-0.006374367047,978.666687,-0.0009629768319,
978,-0.01331857592,978,0.01185167581,978,0.01699555479,978,0.01213731617,978,-0.0008012594772,978,-0.006344878115,978,-0.0008417202625,
977.333313,-0.01333785523,977.333313,0.01191243902,977.333313,0.0169839263,977.333313,0.01218353026,977.333313,-0.0006848166813,977.333313,-0.00631033536,977.333313,-0.0008352612494,
976.666687,-0.0133527657,976.666687,0.01194128115,976.666687,0.01713329554,976.666687,0.01233882084,976.666687,-0.000673237897,976.666687,-0.006224298384,976.666687,-0.000843270449,
976,-0.01333147939,976,0.01205371227,976,0.01714487374,976,0.0123482747,976,-0.0005183418398,976,-0.006051305681,976,-0.0008683304186,
975.333313,-0.01336039696,975.333313,0.01200490445,975.333313,0.01706829667,975.333313,0.01227192581,975.333313,-0.0006975840079,975.333313,-0.006187755615,975.333313,-0.0008243582561,
974.666687,-0.01348227449,974.666687,0.01210454945,974.666687,0.01704514399,974.666687,0.01223518141,974.666687,-0.0007173803751,974.666687,-0.006226543803,974.666687,-0.0008155736141,
974,-0.01338298805,974,0.01201349963,974,0.01695970073,974,0.01224942598,974,-0.0006026212359,974,-0.006158662029,974,-0.0008825906552,
973.333313,-0.0132844327,973.333313,0.01210417598,973.333313,0.01701283827,973.333313,0.01237381622,973.333313,-0.0005418175715,973.333313,-0.006008212455,973.333313,-0.000763378921,
972.666687,-0.01336938329,972.666687,0.01212382037,972.666687,0.01696144976,972.666687,0.01230939291,972.666687,-0.0007380545139,972.666687,-0.006022254005,972.666687,-0.0006678618956,
972,-0.01333052479,972,0.01209539268,972,0.01700411551,972,0.0122606894,972,-0.0006453234819,972,-0.006035427097,972,-0.0006040171138,
971.333313,-0.01325822063,971.333313,0.0120655559,971.333313,0.01706829667,971.333313,0.01221553236,971.333313,-0.0007579523954,971.333313,-0.005939990282,971.333313,-0.0006489420775,
970.666687,-0.01336652227,970.666687,0.01196458936,970.666687,0.01689112186,970.666687,0.01230097841,970.666687,-0.0006228355342,970.666687,-0.005972111132,970.666687,-0.0008105611196,
970,-0.01324230246,970,0.01213364303,970,0.01696583815,970,0.01227104757,970,-0.0006764427526,970,-0.005957914982,970,-0.0006733412738,
969.333313,-0.01328187156,969.333313,0.01225115731,969.333313,0.01705300435,969.333313,0.01236801036,969.333313,-0.0004258224508,969.333313,-0.005951838102,969.333313,-0.0005818372592,
968.666687,-0.01333875861,968.666687,0.01213244535,968.666687,0.01701404899,968.666687,0.01231682301,968.666687,-0.0005725307274,968.666687,-0.006000859663,968.666687,-0.0005838019424,
968,-0.0134566268,968,0.01199862361,968,0.01686437242,968,0.01223289128,968,-0.000655455573,968,-0.006094905082,968,-0.0006669831346,
967.333313,-0.01327223051,967.333313,0.01215004083,967.333313,0.01707465202,967.333313,0.01244131196,967.333313,-0.0003398015688,967.333313,-0.0059991749,967.333313,-0.000509809528,
966.666687,-0.01332906913,966.666687,0.0120524615,966.666687,0.0169060044,966.666687,0.01224045269,966.666687,-0.0004271154758,966.666687,-0.005958680995,966.666687,-0.0006177690811,
966,-0.01330265962,966,0.01215730794,966,0.01702952944,966,0.01232350711,966,-0.000301880762,966,-0.005737302359,966,-0.0005806998233,
965.333313,-0.01334854867,965.333313,0.01197573915,965.333313,0.01692013443,965.333313,0.01241150498,965.333313,-0.0004516305635,965.333313,-0.005864657462,965.333313,-0.0005041213008,
964.666687,-0.01319881249,964.666687,0.01220805012,964.666687,0.0170234181,964.666687,0.01239533722,964.666687,-0.0004837463202,964.666687,-0.005721412599,964.666687,-0.0005087752943,
964,-0.0132583715,964,0.01209744252,964,0.01704446971,964,0.01241675299,964,-0.0002867218573,964,-0.005809745751,964,-0.000343267573,
963.333313,-0.01337430347,963.333313,0.01204035245,963.333313,0.01703033596,963.333313,0.01228071377,963.333313,-0.0003726497816,963.333313,-0.005835491233,963.333313,-0.0003511306131,
962.666687,-0.01334257424,962.666687,0.01211631391,962.666687,0.01689322107,962.666687,0.01232912671,962.666687,-0.0005265119253,962.666687,-0.00581996236,962.666687,-0.0004471827706,
962,-0.01331827417,962,0.01197573915,962,0.01684182137,962,0.01223414298,962,-0.0004511133593,962,-0.005993455648,962,-0.0004387525551,
961.333313,-0.01322442479,961.333313,0.01203287393,961.333313,0.01700780354,961.333313,0.01228662487,961.333313,-0.0003067956422,961.333313,-0.005888050422,961.333313,-0.0002951032948,
960.666687,-0.01338198408,960.666687,0.01200195029,960.666687,0.01680396125,960.666687,0.0122701684,960.666687,-0.000343267573,960.666687,-0.00582639873,960.666687,-0.0004364768683,
960,-0.01330436673,960,0.01211599447,960,0.01685874723,960,0.01229200419,960,-0.000176454676,960,-0.005670877174,960,-0.0001424530055,
959.333313,-0.01337144151,959.333313,0.01199500449,959.333313,0.01679395139,959.333313,0.01231892686,959.333313,-0.0003284722334,959.333313,-0.005758862942,959.333313,-0.0003500960011,
958.666687,-0.0131269889,958.666687,0.01220549457,958.666687,0.01684755273,958.666687,0.01234776899,958.666687,-0.0001770756935,958.666687,-0.005682323594,958.666687,-0.0002867218573,
958,-0.01334523503,958,0.0120649701,958,0.01675741374,958,0.01235812902,958,-0.0002494173241,958,-0.005648801103,958,-0.0002491586201,
957.333313,-0.01327986363,957.333313,0.01204964053,957.333313,0.01680197008,957.333313,0.01224825438,957.333313,-0.0002852214675,957.333313,-0.005615327507,957.333313,-0.0002007769217,
956.666687,-0.01316626742,956.666687,0.0122410655,956.666687,0.01682155952,956.666687,0.01238995697,956.666687,-0.000103531529,956.666687,-0.005506200716,956.666687,-0.0001515617769,
956,-0.0132951783,956,0.01197150815,956,0.01670159213,956,0.01215704251,956,-0.0002497277746,956,-0.005680177361,956,-0.0001855109876,
955.333313,-0.01344166882,955.333313,0.0119172018,955.333313,0.01664964855,955.333313,0.01220014319,955.333313,-0.0003648388665,955.333313,-0.005694484804,955.333313,-0.0001942048839,
954.666687,-0.01325274725,954.666687,0.01206254866,954.666687,0.01664222591,954.666687,0.01230278891,954.666687,-0.0001918244234,954.666687,-0.005510392599,954.666687,-6.786770246E-005,
954,-0.01326821372,954,0.01204942726,954,0.01661796495,954,0.01243683696,954,-0.0001603598503,954,-0.00547419861,954,-8.049789903E-005,
953.333313,-0.01341476385,953.333313,0.01198710129,953.333313,0.01652666368,953.333313,0.0122011546,953.333313,-0.0002976383839,953.333313,-0.00570955826,953.333313,-0.0001877362374,
952.666687,-0.013379273,952.666687,0.01193782128,952.666687,0.01653448865,952.666687,0.01219992992,952.666687,-0.0004472862056,952.666687,-0.005679155234,952.666687,-0.0001990174933,
952,-0.01341632009,952,0.01192542259,952,0.01646339521,952,0.01228521392,952,-0.000301156455,952,-0.005728770047,952,-0.0001724180911,
951.333313,-0.01324431133,951.333313,0.01195367984,951.333313,0.01653368212,951.333313,0.01230617054,951.333313,-0.0003197292972,951.333313,-0.005559873302,951.333313,-0.0001679156994,
950.666687,-0.0133049693,950.666687,0.0117922239,950.666687,0.01638849825,950.666687,0.01216856949,950.666687,-0.0003091754625,950.666687,-0.005713543855,950.666687,-0.0001891334687,
950,-0.01334398054,950,0.01199540403,950,0.0164504908,950,0.01231812779,950,-0.0001231997303,950,-0.005486928392,950,4.711271686E-006,
949.333313,-0.01330230758,949.333313,0.01191831939,949.333313,0.01635048911,949.333313,0.01218667161,949.333313,-0.0002372577437,949.333313,-0.005505178589,949.333313,-0.0001311185188,
948.666687,-0.01358108595,948.666687,0.01174525358,948.666687,0.01625959389,948.666687,0.01205706596,948.666687,-0.0002923612483,948.666687,-0.005507836584,948.666687,-0.0001615501678,
948,-0.01332289353,948,0.01187766623,948,0.01640024409,948,0.01212967653,948,-0.0002535566746,948,-0.005471233279,948,-4.773110413E-005,
947.333313,-0.01328121871,947.333313,0.01195189729,947.333313,0.01621950045,947.333313,0.0122251166,947.333313,-0.0002804098185,947.333313,-0.005448227283,947.333313,1.757692735E-005,
946.666687,-0.01326941885,946.666687,0.01206087135,946.666687,0.01643075794,946.666687,0.01246395521,946.666687,-3.064790508E-005,946.666687,-0.005338649265,946.666687,0.0001585028222,
946,-0.01331124548,946,0.01197674964,946,0.01638207212,946,0.01227701176,946,-0.0001583932317,946,-0.00533348415,946,9.335483628E-005,
945.333313,-0.01344176941,945.333313,0.01198108774,945.333313,0.01634255983,945.333313,0.01220309827,945.333313,-0.0001483530359,945.333313,-0.005418623798,945.333313,8.294656436E-005,
944.666687,-0.0131164901,944.666687,0.01197797433,944.666687,0.01634304412,944.666687,0.01230294909,944.666687,0.000120515906,944.666687,-0.005232675467,944.666687,0.0002196721034,
944,-0.01323642675,944,0.01208274998,944,0.0163844116,944,0.0123621244,944,-5.436019364E-006,944,-0.005338342395,944,0.0002051429765,
943.333313,-0.0131834941,943.333313,0.01209744252,943.333313,0.01645452343,943.333313,0.0122858528,943.333313,3.940023089E-005,943.333313,-0.005226588342,943.333313,0.0003191358992,
942.666687,-0.01323055103,942.666687,0.01201254129,942.666687,0.01633307151,942.666687,0.0123199122,942.666687,-2.992314876E-005,942.666687,-0.005129745696,942.666687,0.0001159846215,
942,-0.01323482022,942,0.0120136058,942,0.01627716981,942,0.01229711715,942,7.243498112E-005,942,-0.005248685833,942,0.0002965214371,
941.333313,-0.01321056392,941.333313,0.01195179112,941.333313,0.01625945978,941.333313,0.01240303461,941.333313,-2.578165913E-005,941.333313,-0.005151950289,941.333313,0.0002786223777,
940.666687,-0.01316621713,940.666687,0.01203912776,940.666687,0.01623306982,940.666687,0.01259762701,940.666687,0.0001306143531,940.666687,-0.005008828361,940.666687,0.0003464406182,
940,-0.01307328884,940,0.01202135067,940,0.01625005342,940,0.01244866475,940,3.137492604E-005,940,-0.005063483026,940,0.0003484354529,
939.333313,-0.01328729466,939.333313,0.01187309064,939.333313,0.01596596465,939.333313,0.01220456325,939.333313,-4.550514859E-005,939.333313,-0.005324227735,939.333313,0.0001862117933,
938.666687,-0.01309428737,938.666687,0.01212637592,938.666687,0.01628259756,938.666687,0.01246701926,938.666687,0.0001124373157,938.666687,-0.004974588752,938.666687,0.0004098905774,
938,-0.01312985178,938,0.01194732077,938,0.01613150537,938,0.01235655788,938,9.402801516E-005,938,-0.005093366373,938,0.0003657414927,
937.333313,-0.01304229163,937.333313,0.01200961415,937.333313,0.01623401046,937.333313,0.01234566513,937.333313,4.934145909E-005,937.333313,-0.005058519542,937.333313,0.0003744983987,
936.666687,-0.01301536243,936.666687,0.01205597445,936.666687,0.01612546109,936.666687,0.01237426884,936.666687,0.0002313268342,936.666687,-0.004959489685,936.666687,0.0005521879648,
936,-0.01333067566,936,0.01190517563,936,0.0159075316,936,0.01216912828,936,1.255487587E-005,936,-0.005010517314,936,0.0003866495681,
935.333313,-0.01334086712,935.333313,0.01174823195,935.333313,0.01598833688,935.333313,0.01222418528,935.333313,5.995604079E-005,935.333313,-0.005134759471,935.333313,0.0004219390976,
934.666687,-0.01322653424,934.666687,0.01176041365,934.666687,0.01583630033,934.666687,0.01212626975,934.666687,1.21148023E-005,934.666687,-0.005229196977,934.666687,0.0003591868735,
934,-0.01309082098,934,0.01195676625,934,0.01589660347,934,0.01229709014,934,0.0002733641886,934,-0.004895658232,934,0.0005169655778,
933.333313,-0.01316420734,933.333313,0.01192127261,933.333313,0.0160052292,933.333313,0.01218611281,933.333313,0.0002556733089,933.333313,-0.004950378556,933.333313,0.0004874214646,
932.666687,-0.01311081368,932.666687,0.01188210957,932.666687,0.01593264006,932.666687,0.01221822109,932.666687,1.400453493E-005,932.666687,-0.004932617303,932.666687,0.0005028930027,
932,-0.01319022384,932,0.01209006924,932,0.01585976593,932,0.01239531022,932,0.0001807216613,932,-0.004901033361,932,0.0006306515425,
931.333313,-0.01316948142,931.333313,0.01201592106,931.333313,0.01597241126,931.333313,0.01223869622,931.333313,0.0002238418674,931.333313,-0.00485050492,931.333313,0.0006143718492,
930.666687,-0.01306419633,930.666687,0.01184632815,930.666687,0.01580099761,930.666687,0.01222357247,930.666687,9.581453924E-005,930.666687,-0.004861921538,930.666687,0.0006210599677,
930,-0.01328478381,930,0.01171153132,930,0.01568278857,930,0.01212834567,930,7.015663869E-005,930,-0.005025512073,930,0.0003267520515,
929.333313,-0.01294793002,929.333313,0.01198310964,929.333313,0.01593835838,929.333313,0.01245852094,929.333313,0.0002926359011,929.333313,-0.004596289247,929.333313,0.0006508724182,
928.666687,-0.01323707961,928.666687,0.01167685539,928.666687,0.01561392751,928.666687,0.0121153025,928.666687,5.369081555E-005,928.666687,-0.004864686169,928.666687,0.0004438604519,
928,-0.01298285369,928,0.01174509432,928,0.01573058777,928,0.01229930017,928,0.0001012777138,928,-0.004913882352,928,0.0004824198841,
927.333313,-0.01317314804,927.333313,0.01183172408,927.333313,0.0156956166,927.333313,0.01233874075,927.333313,8.530264313E-005,927.333313,-0.004865095951,927.333313,0.0006581833004,
926.666687,-0.01302239578,926.666687,0.01179217082,926.666687,0.01565731876,926.666687,0.0124510359,926.666687,0.0001392370614,926.666687,-0.00485751871,926.666687,0.0004606779548,
926,-0.01297255233,926,0.01181751955,926,0.01577769592,926,0.01242013555,926,0.0002005590068,926,-0.004733862821,926,0.0007221974083,
925.333313,-0.01307092793,925.333313,0.01160578243,925.333313,0.01565737277,925.333313,0.01229269616,925.333313,0.0001774845732,925.333313,-0.004961792845,925.333313,0.0006901762099,
924.666687,-0.01314848661,924.666687,0.0115461247,924.666687,0.01555516571,924.666687,0.0122093549,924.666687,0.000166634054,924.666687,-0.004810876679,924.666687,0.0005716794403,
924,-0.01312161423,924,0.01157031674,924,0.01546733361,924,0.01218520757,924,0.0001448820403,924,-0.004832943901,924,0.0005827474524,
923.333313,-0.01300626807,923.333313,0.01184183266,923.333313,0.01553429291,923.333313,0.01214309316,923.333313,0.0001812395931,923.333313,-0.004618776962,923.333313,0.0007193192723,
922.666687,-0.01317455433,922.666687,0.01154766697,922.666687,0.01543071959,922.666687,0.01221553236,922.666687,8.460358367E-005,922.666687,-0.004766892176,922.666687,0.0006286813878,
922,-0.01306354254,922,0.01157749444,922,0.01536388416,922,0.01212083921,922,0.0003041630844,922,-0.004643312655,922,0.0006888539065,
921.333313,-0.01306389458,921.333313,0.01166052837,921.333313,0.01555100735,921.333313,0.01225986425,921.333313,0.0002080694831,921.333313,-0.004603819456,921.333313,0.0008584759198,
920.666687,-0.01330667641,920.666687,0.01158892643,920.666687,0.01532647386,920.666687,0.01217035297,920.666687,0.0002069817419,920.666687,-0.004739547148,920.666687,0.0006938838051,
920,-0.01316239964,920,0.01168057788,920,0.01531400532,920,0.01226034295,920,0.0002294620645,920,-0.004592908081,920,0.0007323098253,
919.333313,-0.01328418124,919.333313,0.01161545981,919.333313,0.01527606323,919.333313,0.01213159319,919.333313,0.0002715251176,919.333313,-0.004678449128,919.333313,0.0006880501751,
918.666687,-0.01320845447,918.666687,0.0116837956,918.666687,0.01537514757,918.666687,0.01213505398,918.666687,0.0003629434505,918.666687,-0.004657603335,918.666687,0.000941327191,
918,-0.01345296297,918,0.01145646814,918,0.01513676718,918,0.01203431096,918,-2.32967468E-005,918,-0.004718652926,918,0.0006539574824,
917.333313,-0.0132349208,917.333313,0.01150771324,917.333313,0.01505089458,917.333313,0.01212637592,917.333313,0.0001138355219,917.333313,-0.004526358563,917.333313,0.0009234793833,
916.666687,-0.01315366011,916.666687,0.01143297367,916.666687,0.01510932017,916.666687,0.0119238263,916.666687,0.0001253579539,916.666687,-0.004652942065,916.666687,0.0007604703424,
916,-0.01310644392,916,0.01143401023,916,0.01502211392,916,0.01200179104,916,0.0003386946046,916,-0.004683570936,916,0.000890768948,
915.333313,-0.01329603139,915.333313,0.0114453854,915.333313,0.0149207795,915.333313,0.01193151623,915.333313,0.000151873639,915.333313,-0.004696425982,915.333313,0.0007364067715,
914.666687,-0.01316089276,914.666687,0.01146901306,914.666687,0.01503076963,914.666687,0.01211442426,914.666687,0.0003743170528,914.666687,-0.004729100037,914.666687,0.0008058007224,
914,-0.01327218022,914,0.01150984038,914,0.01494052447,914,0.01191254519,914,0.0002364809188,914,-0.004611759447,914,0.000928719528,
913.333313,-0.01315833163,913.333313,0.01150957402,913.333313,0.01491290331,913.333313,0.01178975031,913.333313,0.000259584398,913.333313,-0.004529996309,913.333313,0.0009312358452,
