non-imine undoped,,non-imine 10 min iodine doped,,non-imine 1 min iodine doped,,non-imine 30 min iodine doping,,non-imine 30 min iodine doping1,,imine 1 hr iodine doping,,imine 1 hr iodine doping1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
699.333313,-0.01389353257,699.333313,0.009774980135,699.333313,0.005895788316,699.333313,0.01209531259,699.333313,0.0001532460738,699.333313,0.03849847242,699.333313,0.05369701236,
698.666626,-0.01380502246,698.666626,0.009839002043,698.666626,0.005764320958,698.666626,0.01195120532,698.666626,0.0002093643998,698.666626,0.03876239806,698.666626,0.05411393195,
698,-0.01382187381,698,0.009875279851,698,0.005766419228,698,0.01203146297,698,0.0004558321671,698,0.03921502456,698,0.05459362641,
697.333313,-0.01391985547,697.333313,0.009715997614,697.333313,0.005824579392,697.333313,0.01176427025,697.333313,0.0003731770848,697.333313,0.03948451951,697.333313,0.05499413237,
696.666626,-0.01379729901,696.666626,0.00973034557,696.666626,0.005708555691,696.666626,0.01182193495,696.666626,0.0002139484423,696.666626,0.03974893317,696.666626,0.05536989495,
696,-0.0137426788,696,0.009702946991,696,0.005692163017,696,0.01201717183,696,0.0003215709876,696,0.04021224007,696,0.05580708385,
695.333313,-0.01364831906,695.333313,0.009880867787,695.333313,0.005593532696,695.333313,0.0119455643,695.333313,0.0002277526801,695.333313,0.04057832435,695.333313,0.05619368702,
694.666626,-0.01374899875,694.666626,0.009653925896,694.666626,0.005495973397,694.666626,0.01188256126,694.666626,0.0002100118581,694.666626,0.0409777686,694.666626,0.05680957809,
694,-0.01383746974,694,0.009461071342,694,0.005391280632,694,0.01149742678,694,6.272623432E-005,694,0.04120384157,694,0.05710571632,
693.333313,-0.01382804196,693.333313,0.009677086025,693.333313,0.005605778191,693.333313,0.01185015962,693.333313,0.0001558356016,693.333313,0.04165075719,693.333313,0.05773056298,
692.666626,-0.01363457274,692.666626,0.009573868476,692.666626,0.00538941985,692.666626,0.01181028504,692.666626,0.0002817047935,692.666626,0.04186372459,692.666626,0.05800833553,
692,-0.01357125118,692,0.009406152181,692,0.005503549706,692,0.01172054652,692,0.0001032972941,692,0.04228587076,692,0.05858100951,
691.333313,-0.01364982408,691.333313,0.009441811591,691.333313,0.005419351626,691.333313,0.01155675855,691.333313,0.0001151819451,691.333313,0.04261415452,691.333313,0.05893358961,
690.666626,-0.01376234088,690.666626,0.009243313223,690.666626,0.005326810759,690.666626,0.01140411291,690.666626,-0.0001181274929,690.666626,0.04284699261,690.666626,0.05932218209,
690,-0.01367204916,690,0.009226204827,690,0.005279512145,690,0.01144860126,690,2.179653166E-005,690,0.04339027777,690,0.0597589761,
689.333313,-0.01366803516,689.333313,0.009294562042,689.333313,0.005204684101,689.333313,0.01153844222,689.333313,-1.501360202E-005,689.333313,0.04364171252,689.333313,0.06016995758,
688.666626,-0.01366803516,688.666626,0.00914093852,688.666626,0.005233109929,688.666626,0.01130425651,688.666626,-0.0001687954791,688.666626,0.04393616319,688.666626,0.06051674858,
688,-0.01368072815,688,0.009354545735,688,0.004995097872,688,0.0111756837,688,-0.0002943272411,688,0.04422554374,688,0.06098641083,
687.333313,-0.01355464105,687.333313,0.009175201878,687.333313,0.004896259401,687.333313,0.01119345333,687.333313,-0.0002818584908,687.333313,0.0445215404,687.333313,0.06153862551,
686.666626,-0.01336401142,686.666626,0.009275574237,686.666626,0.005195488688,686.666626,0.01115029212,686.666626,-0.0001536836789,686.666626,0.04507134855,686.666626,0.0620316714,
686,-0.01333258394,686,0.009095311165,686,0.005167955998,686,0.01127585582,686,-8.111904754E-005,686,0.04541191831,686,0.06258366257,
685.333313,-0.01336275693,685.333313,0.00911103934,685.333313,0.004857227672,685.333313,0.01116293482,685.333313,-0.00029117128,685.333313,0.04571346939,685.333313,0.06288184971,
684.666626,-0.01338770706,684.666626,0.008985228837,684.666626,0.004823669791,684.666626,0.01101653464,684.666626,-0.0002646292851,684.666626,0.0461397171,684.666626,0.0632301569,
684,-0.0137388166,684,0.008802840486,684,0.004687658977,684,0.01080324966,684,-0.0004470793356,684,0.04630237073,684,0.06361596286,
683.333313,-0.01352543477,683.333313,0.008826483041,683.333313,0.004700010177,683.333313,0.01086291112,683.333313,-0.000572944351,683.333313,0.04666935652,683.333313,0.06404419988,
682.666626,-0.01338911243,682.666626,0.008924635127,682.666626,0.00491932407,682.666626,0.01101337466,682.666626,-0.000437149225,682.666626,0.04727892205,682.666626,0.06472358108,
682,-0.01352673955,682,0.008708994836,682,0.004579577129,682,0.01063492522,682,-0.0005550545175,682,0.04753039405,682,0.06484862417,
681.333313,-0.01327398792,681.333313,0.008839665912,681.333313,0.004785194062,681.333313,0.01085908897,681.333313,-0.0004415971343,681.333313,0.04789602011,681.333313,0.06565161794,
680.666626,-0.01336295716,680.666626,0.00854008086,680.666626,0.004326784518,680.666626,0.01059526764,680.666626,-0.0007903039223,680.666626,0.04814041778,680.666626,0.06593175977,
680,-0.0133436285,680,0.008476804011,680,0.004593233112,680,0.01040467247,680,-0.0007488563424,680,0.04847263917,680,0.06641609967,
679.333313,-0.01330908574,679.333313,0.008686018176,679.333313,0.004476439208,679.333313,0.01060388889,679.333313,-0.0005460575921,679.333313,0.04899032414,679.333313,0.06689696014,
678.666626,-0.01336054783,678.666626,0.008469861932,678.666626,0.004359754734,678.666626,0.01030046027,678.666626,-0.0007609499153,678.666626,0.04924385995,678.666626,0.0673423782,
678,-0.01335653104,678,0.008430613205,678,0.004448507447,678,0.0103125209,678,-0.0008783023222,678,0.04957721755,678,0.06780577451,
677.333313,-0.0132412985,677.333313,0.008417100646,677.333313,0.004366317764,677.333313,0.01030372083,677.333313,-0.000847972522,677.333313,0.0500170365,677.333313,0.06816186756,
676.666626,-0.01323341392,676.666626,0.008294497617,676.666626,0.00424563745,676.666626,0.01026637293,676.666626,-0.0008717405144,676.666626,0.05043755844,676.666626,0.06870537251,
676,-0.013360749,676,0.0082266666,676,0.004237063695,676,0.01009232178,676,-0.0009046518244,676,0.05068391189,676,0.06905965507,
675.333313,-0.01312628575,675.333313,0.008282150142,675.333313,0.004231992643,675.333313,0.01010363549,675.333313,-0.000884760695,675.333313,0.05124533921,675.333313,0.06957295537,
674.666626,-0.01331249997,674.666626,0.00803418085,674.666626,0.004069540184,674.666626,0.009848111309,674.666626,-0.001097419881,674.666626,0.05148172006,674.666626,0.06993059069,
674,-0.01336250547,674,0.007926607504,674,0.004068834707,674,0.01001144201,674,-0.001041127252,674,0.05199372768,674,0.07066670805,
673.333313,-0.01319454331,673.333313,0.008111423813,673.333313,0.004067737143,673.333313,0.009874274023,673.333313,-0.001242765808,673.333313,0.05236243457,673.333313,0.07113184035,
672.666626,-0.01319067646,672.666626,0.008017093875,672.666626,0.003963309806,672.666626,0.009865667671,672.666626,-0.001244262792,672.666626,0.05260523781,672.666626,0.07144645602,
672,-0.01348277647,672,0.007694861852,672,0.003698892193,672,0.009593319148,672,-0.001414278406,672,0.05286600813,672,0.07176361978,
671.333313,-0.01332113612,671.333313,0.007739735767,671.333313,0.003733616322,671.333313,0.009460065514,671.333313,-0.00144900626,671.333313,0.05328517407,671.333313,0.07225420326,
670.666626,-0.01317676436,670.666626,0.007646725513,670.666626,0.003679990768,670.666626,0.009508642368,670.666626,-0.001478416962,670.666626,0.05373512581,670.666626,0.07283783704,
670,-0.01328513585,670,0.007434114348,670,0.003572733374,670,0.009269624017,670,-0.001584175858,670,0.05397770181,670,0.07307560742,
669.333313,-0.01314873807,669.333313,0.007657580078,669.333313,0.003529357724,669.333313,0.009297365323,669.333313,-0.001511746668,669.333313,0.05442258716,669.333313,0.07368145883,
668.666626,-0.01322507765,668.666626,0.007376027759,668.666626,0.003530740971,668.666626,0.009266609326,668.666626,-0.001711207326,668.666626,0.05482220277,668.666626,0.07429677993,
668,-0.01303565968,668,0.007522232831,668,0.003549322486,668,0.009144031443,668,-0.001612287946,668,0.05521289259,668,0.07477178425,
667.333313,-0.01312291995,667.333313,0.007305470761,667.333313,0.003425529459,667.333313,0.009122300893,667.333313,-0.001670156955,667.333313,0.05558499321,667.333313,0.07520596683,
666.666626,-0.01322412305,666.666626,0.007268722635,666.666626,0.003218207974,666.666626,0.008964748122,666.666626,-0.001856090152,666.666626,0.05586186796,666.666626,0.07551273704,
666,-0.01317073684,666,0.007282436825,666,0.003298406955,666,0.008953887038,666,-0.001865833299,666,0.05630150065,666,0.07607643306,
665.333313,-0.01311287377,665.333313,0.007200419903,665.333313,0.003274541348,665.333313,0.008840141818,665.333313,-0.00196077791,665.333313,0.05667084455,665.333313,0.07654477656,
664.666626,-0.01317510661,664.666626,0.006969429553,664.666626,0.002991801361,664.666626,0.008551564999,664.666626,-0.002229314763,664.666626,0.05679645017,664.666626,0.07688141614,
664,-0.01321126707,664,0.006864854135,664,0.002991775284,664,0.008571840823,664,-0.002169459593,664,0.05727199838,664,0.07725638151,
663.333313,-0.01301119197,663.333313,0.00689123245,663.333313,0.003047297243,663.333313,0.008717445657,663.333313,-0.002128297929,663.333313,0.05775217712,663.333313,0.07787828147,
662.666626,-0.01307379082,662.666626,0.006724496372,662.666626,0.002919764025,662.666626,0.00835291855,662.666626,-0.002272887388,662.666626,0.05807381496,662.666626,0.07830141485,
662,-0.01316666882,662,0.006778893527,662,0.00273677893,662,0.008324735798,662,-0.002352192765,662,0.05840469152,662,0.07876921445,
661.333313,-0.01304585859,661.333313,0.006736510899,661.333313,0.002815508051,661.333313,0.008232365362,661.333313,-0.002400180791,661.333313,0.0588391982,661.333313,0.07922887802,
660.666626,-0.01318123378,660.666626,0.006616379134,660.666626,0.002658611163,660.666626,0.008111740462,660.666626,-0.002532172482,660.666626,0.05908814445,660.666626,0.07956971973,
660,-0.01306700893,660,0.006582553964,660,0.00258905068,660,0.008105673827,660,-0.002551679499,660,0.05951018259,660,0.08008900285,
659.333313,-0.01306876726,659.333313,0.00648535043,659.333313,0.002431689063,659.333313,0.008111792617,659.333313,-0.002616062062,659.333313,0.05986212566,659.333313,0.08063274622,
658.666626,-0.0131820878,658.666626,0.006347531453,658.666626,0.002350010443,658.666626,0.007860995829,658.666626,-0.002749274252,658.666626,0.06007963791,658.666626,0.08098497987,
658,-0.01298541576,658,0.006387905683,658,0.002450275701,658,0.007827705704,658,-0.002703382634,658,0.06057510525,658,0.08138155937,
657.333313,-0.01317460462,657.333313,0.006132798269,657.333313,0.002230201382,657.333313,0.007629969623,657.333313,-0.002912273398,657.333313,0.06072583795,657.333313,0.08187503368,
656.666626,-0.0131640071,656.666626,0.006133927498,656.666626,0.00221245666,656.666626,0.007594484836,656.666626,-0.003038762836,656.666626,0.06124803424,656.666626,0.0822911039,
656,-0.01293602027,656,0.00614154106,656,0.002358833561,656,0.007594221272,656,-0.0028336877,656,0.06162131205,656,0.08281355351,
655.333313,-0.01310433354,655.333313,0.00584669644,655.333313,0.001975079533,655.333313,0.007385953795,655.333313,-0.003211726202,655.333313,0.06180562451,655.333313,0.08317600191,
654.666626,-0.01316968258,654.666626,0.005888257641,654.666626,0.001906148507,654.666626,0.007308919448,654.666626,-0.003195435274,654.666626,0.06213491037,654.666626,0.08359215409,
654,-0.01314708032,654,0.005836753175,654,0.001877627685,654,0.007199209183,654,-0.003380202921,654,0.06251325458,654,0.08405896276,
653.333313,-0.01310569048,653.333313,0.00580590032,653.333313,0.001847158885,653.333313,0.007203946821,653.333313,-0.003468397306,653.333313,0.06284828484,653.333313,0.08443499357,
652.666626,-0.01308675203,652.666626,0.005688333884,652.666626,0.001773491618,652.666626,0.007123865653,652.666626,-0.003470554482,652.666626,0.06324252486,652.666626,0.08498446643,
652,-0.01302556135,652,0.005681357346,652,0.001479934435,652,0.006843368988,652,-0.003594005946,652,0.06353802234,652,0.08527847379,
651.333313,-0.01291074231,651.333313,0.005568176974,651.333313,0.001577427029,651.333313,0.006863249931,651.333313,-0.00351513247,651.333313,0.06393894553,651.333313,0.08593589067,
650.666626,-0.01310483646,650.666626,0.005586374085,650.666626,0.001501857303,650.666626,0.006737562362,650.666626,-0.003726045834,650.666626,0.06422699243,650.666626,0.08614135534,
650,-0.01320579275,650,0.005345390644,650,0.001312458306,650,0.006620663684,650,-0.003783685388,650,0.06458052993,650,0.08654011041,
649.333313,-0.01307655405,649.333313,0.00529971486,649.333313,0.001308615552,649.333313,0.006576877087,649.333313,-0.003870617365,649.333313,0.06486193836,649.333313,0.08699700981,
648.666626,-0.01314421743,648.666626,0.005228603724,648.666626,0.001212065923,648.666626,0.006456290372,648.666626,-0.004001393449,648.666626,0.06513435394,648.666626,0.0875069499,
648,-0.01310046576,648,0.005162219051,648,0.001162618166,648,0.00632775249,648,-0.004119360819,648,0.06543634832,648,0.08791143447,
647.333313,-0.01316606626,647.333313,0.00514553301,647.333313,0.001094672363,647.333313,0.006175279617,647.333313,-0.004209148698,647.333313,0.06572081149,647.333313,0.08833944798,
646.666626,-0.01297200006,646.666626,0.005041501019,646.666626,0.001100407564,646.666626,0.006237906404,646.666626,-0.004220787436,646.666626,0.06612861156,646.666626,0.08874292672,
646,-0.01315391157,646,0.00498488592,646,0.0008655049605,646,0.00602556346,646,-0.004301121924,646,0.06646560133,646,0.08907094598,
645.333313,-0.01315903477,645.333313,0.004758550785,645.333313,0.0008308018441,645.333313,0.005980236456,645.333313,-0.004582252819,645.333313,0.06669057906,645.333313,0.08943802118,
644.666626,-0.01319188159,644.666626,0.004713878967,644.666626,0.0007497867919,644.666626,0.005880044773,644.666626,-0.004557047505,644.666626,0.06696765125,644.666626,0.08990354836,
644,-0.01307203248,644,0.004758472554,644,0.000694143062,644,0.005874298513,644,-0.004528459162,644,0.0673667118,644,0.09050063789,
643.333313,-0.01306947041,643.333313,0.004517633934,643.333313,0.0005899015814,643.333313,0.005687232129,643.333313,-0.004654325079,643.333313,0.06766878068,643.333313,0.09070815146,
642.666626,-0.01315044519,642.666626,0.00466709258,642.666626,0.0005779002677,642.666626,0.005753670819,642.666626,-0.004652532749,642.666626,0.06810681522,642.666626,0.09112960845,
642,-0.01295893546,642,0.004652335308,642,0.0004837156157,642,0.005690117367,642,-0.004758648109,642,0.06849092245,642,0.09165386111,
641.333313,-0.01306982245,641.333313,0.004490379244,641.333313,0.0003563629871,641.333313,0.00546988938,641.333313,-0.004834531341,641.333313,0.06867595762,641.333313,0.09197058529,
640.666626,-0.0130179245,640.666626,0.004360722378,640.666626,0.0003954587155,640.666626,0.005509526934,640.666626,-0.004860949237,640.666626,0.06905455887,640.666626,0.09248352051,
640,-0.0129867224,640,0.004362265114,640,0.0002554660896,640,0.005376472604,640,-0.004874515813,640,0.06935567409,640,0.09282512218,
639.333313,-0.01285601128,639.333313,0.004418929573,639.333313,0.0004074809258,639.333313,0.005412799306,639.333313,-0.004930416122,639.333313,0.06980381161,639.333313,0.09344437718,
638.666626,-0.01289104205,638.666626,0.004261086695,638.666626,0.000109848057,638.666626,0.005245109554,638.666626,-0.005042144097,638.666626,0.07001306862,638.666626,0.0937384814,
638,-0.01277613733,638,0.004299149849,638,0.0003486686037,638,0.00527725881,638,-0.004966604058,638,0.07046575099,638,0.09427505732,
637.333313,-0.01280825958,637.333313,0.004242709838,637.333313,0.0002119024575,637.333313,0.005164838862,637.333313,-0.004980013706,637.333313,0.07077119499,637.333313,0.09460496902,
636.666626,-0.01282610372,636.666626,0.004026715644,636.666626,7.807910151E-005,636.666626,0.005011568777,636.666626,-0.005184641108,636.666626,0.07092730701,636.666626,0.09495594352,
636,-0.01277960651,636,0.003896570066,636,-2.805948316E-005,636,0.005050248001,636,-0.005313436966,636,0.07133243233,636,0.09537570924,
635.333313,-0.01264797803,635.333313,0.004057651386,635.333313,0.0001239079138,635.333313,0.004917412996,635.333313,-0.005162029061,635.333313,0.0717625469,635.333313,0.09577070922,
634.666626,-0.0127518056,634.666626,0.003950013313,634.666626,8.248052472E-005,634.666626,0.004964331165,634.666626,-0.005327449646,634.666626,0.07215791196,634.666626,0.09630786628,
634,-0.01263364591,634,0.0040236325,634,7.593018381E-005,634,0.004886756185,634,-0.005392597988,634,0.07239218801,634,0.0966777131,
633.333313,-0.01253944729,633.333313,0.003904980375,633.333313,6.979417958E-005,633.333313,0.00478867488,633.333313,-0.005318397656,633.333313,0.07271234691,633.333313,0.09712795913,
632.666626,-0.01246992871,632.666626,0.00389821548,632.666626,-4.296858242E-005,632.666626,0.00478668604,632.666626,-0.005327654071,632.666626,0.07299530506,632.666626,0.09749820828,
632,-0.01233166456,632,0.003798685968,632,6.158708857E-005,632,0.004852934275,632,-0.00530407764,632,0.07351521403,632,0.09804198891,
631.333313,-0.0123353377,631.333313,0.003969083074,631.333313,0.0001132140969,631.333313,0.004895971157,631.333313,-0.005141104106,631.333313,0.07410208136,631.333313,0.0985442847,
630.666626,-0.01227766555,630.666626,0.004027264193,630.666626,0.0001001643614,630.666626,0.004886939656,630.666626,-0.005293644033,630.666626,0.07424026728,630.666626,0.09892722219,
630,-0.01218474843,630,0.003866455518,630,7.807910151E-005,630,0.004748370498,630,-0.005388353951,630,0.07456516474,630,0.0992442891,
629.333313,-0.01221203152,629.333313,0.003890353721,629.333313,-4.918055492E-005,629.333313,0.004634386394,629.333313,-0.00534974644,629.333313,0.07489805669,629.333313,0.09970766306,
628.666626,-0.01208415814,628.666626,0.003831668524,628.666626,-6.212628136E-007,628.666626,0.004664789885,628.666626,-0.00538431434,628.666626,0.07530373335,628.666626,0.1002289429,
628,-0.01220095716,628,0.003758212086,628,-0.0001157983861,628,0.004596267827,628,-0.005402875599,628,0.07550907135,628,0.1006082147,
627.333313,-0.01182784513,627.333313,0.004069095943,627.333313,0.000207085337,627.333313,0.004718432203,627.333313,-0.00521221431,627.333313,0.07605170459,627.333313,0.1011842266,
626.666626,-0.01193418633,626.666626,0.003751266748,626.666626,7.33152483E-005,626.666626,0.004483553115,626.666626,-0.00537787145,626.666626,0.07620176673,626.666626,0.1013439521,
626,-0.0118440669,626,0.003796440316,626,9.422594303E-006,626,0.004480361938,626,-0.005430179182,626,0.0764837116,626,0.1017751768,
625.333313,-0.01151905116,625.333313,0.003957144916,625.333313,0.0002297728497,625.333313,0.004800557625,625.333313,-0.005113270599,625.333313,0.07714985311,625.333313,0.1023779735,
624.666626,-0.01154375449,624.666626,0.003832425922,624.666626,0.0001442605717,624.666626,0.004524617456,624.666626,-0.005260961596,624.666626,0.07736188173,624.666626,0.102759622,
624,-0.0114156846,624,0.003960096743,624,0.0003052510438,624,0.004537486937,624,-0.005158192012,624,0.07776352018,624,0.103372395,
623.333313,-0.01128641609,623.333313,0.003898894647,623.333313,0.0003302751866,623.333313,0.004562782589,623.333313,-0.005353581626,623.333313,0.0781134367,623.333313,0.103669256,
622.666626,-0.01122542471,622.666626,0.003900279058,622.666626,0.0003246018896,622.666626,0.004600322805,622.666626,-0.005403846968,622.666626,0.07845173031,622.666626,0.1041172445,
622,-0.01097743865,622,0.003905006684,622,0.0004270695208,622,0.004554856103,622,-0.005167042371,622,0.07884488255,622,0.1046882197,
621.333313,-0.01091902982,621.333313,0.003892103676,621.333313,0.0005495960941,621.333313,0.004620991182,621.333313,-0.005196151324,621.333313,0.07924869657,621.333313,0.1049660742,
620.666626,-0.01081567165,620.666626,0.00396372797,620.666626,0.0005803886452,620.666626,0.004765643273,620.666626,-0.005090961698,620.666626,0.0795359537,620.666626,0.1054333821,
620,-0.01075597759,620,0.00379401166,620,0.0004621031985,620,0.004558413755,620,-0.005294871517,620,0.07980853319,620,0.1057667956,
619.333313,-0.01051601022,619.333313,0.00413706433,619.333313,0.000728601939,619.333313,0.004780142568,619.333313,-0.00501885917,619.333313,0.080333516,619.333313,0.1063567474,
618.666626,-0.0103763137,618.666626,0.003989538644,618.666626,0.0006632127916,618.666626,0.004781215917,618.666626,-0.005005655345,618.666626,0.08063916862,618.666626,0.1066561267,
618,-0.01021113712,618,0.004070193507,618,0.0007731769001,618,0.00473054871,618,-0.004957953934,618,0.08100825548,618,0.1072174609,
617.333313,-0.01003780309,617.333313,0.004012685735,617.333313,0.0007218084647,617.333313,0.004690877628,617.333313,-0.0049237106,617.333313,0.08126502484,617.333313,0.1076111123,
616.666626,-0.009887172841,616.666626,0.004080750048,616.666626,0.0008700700128,616.666626,0.004677610938,616.666626,-0.004944031592,616.666626,0.08163686097,616.666626,0.1079377756,
616,-0.0098338807,616,0.004133222625,616,0.0008757245378,616,0.004772108048,616,-0.004945157561,616,0.08195793629,616,0.1083902195,
615.333313,-0.009712798521,615.333313,0.004179220181,615.333313,0.00107570237,615.333313,0.004738321062,615.333313,-0.004815843422,615.333313,0.08228641003,615.333313,0.1088259071,
614.666626,-0.009435476735,614.666626,0.004208964296,614.666626,0.001074352884,614.666626,0.004722698126,614.666626,-0.004757418763,614.666626,0.08268263936,614.666626,0.10919296,
614,-0.009339516982,614,0.004176293034,614,0.001138791791,614,0.004805661738,614,-0.004785223864,614,0.08310860395,614,0.1097308174,
613.333313,-0.009121225215,613.333313,0.004302809946,613.333313,0.001331750187,613.333313,0.004899243824,613.333313,-0.004656271543,613.333313,0.08341903239,613.333313,0.110122852,
612.666626,-0.008977630176,612.666626,0.004186642822,612.666626,0.001253938652,612.666626,0.004868352786,612.666626,-0.004733965266,612.666626,0.08368564397,612.666626,0.1104422659,
612,-0.008735612035,612,0.004338811617,612,0.001399057917,612,0.004996721633,612,-0.004608429503,612,0.08411488682,612,0.1108922809,
611.333313,-0.008457513526,611.333313,0.004334811121,611.333313,0.001424820395,611.333313,0.00493055582,611.333313,-0.004615037702,611.333313,0.08439258486,611.333313,0.1112765074,
610.666626,-0.008279922418,610.666626,0.004382660147,610.666626,0.001442169421,610.666626,0.004858091474,610.666626,-0.004640546627,610.666626,0.08451052755,610.666626,0.1116586253,
610,-0.008054744452,610,0.004281712696,610,0.001495103701,610,0.004822622519,610,-0.004622874781,610,0.08505218476,610,0.111929886,
609.333313,-0.007897171192,609.333313,0.004341739696,609.333313,0.001409264049,609.333313,0.004844584037,609.333313,-0.004549874924,609.333313,0.08539053798,609.333313,0.1124057919,
608.666626,-0.007793803699,608.666626,0.004390923306,608.666626,0.001603433979,608.666626,0.004887332208,608.666626,-0.004497512244,608.666626,0.08557664603,608.666626,0.1127858534,
608,-0.007482839283,608,0.004433286842,608,0.001674863626,608,0.004779959563,608,-0.004547005985,608,0.08588518947,608,0.1130488589,
607.333313,-0.00699628517,607.333313,0.004501547664,607.333313,0.001695938758,607.333313,0.004980041645,607.333313,-0.004312706646,607.333313,0.08625847846,607.333313,0.113614589,
606.666626,-0.006982631981,606.666626,0.004524748307,606.666626,0.001708256896,606.666626,0.004864531104,606.666626,-0.004474300425,606.666626,0.08647468686,606.666626,0.113703914,
606,-0.006791337859,606,0.004437941592,606,0.00173868984,606,0.004751040135,606,-0.004527383484,606,0.08653496206,606,0.1141049713,
605.333313,-0.006651304662,605.333313,0.00434725685,605.333313,0.001587793231,605.333313,0.004678500816,605.333313,-0.004703749903,605.333313,0.08675342798,605.333313,0.114223212,
604.666626,-0.006361714564,604.666626,0.004414876457,604.666626,0.001621569623,604.666626,0.004658326972,604.666626,-0.004601411521,604.666626,0.08693180233,604.666626,0.1146270782,
604,-0.006227360573,604,0.00434430223,604,0.001620712224,604,0.0045848093,604,-0.004688026849,604,0.08720517159,604,0.1148636192,
603.333313,-0.00587298302,603.333313,0.004398820456,603.333313,0.001648800448,603.333313,0.004585149232,603.333313,-0.004648281261,603.333313,0.08754878491,603.333313,0.1150593907,
602.666626,-0.005643026438,602.666626,0.004253009334,602.666626,0.001673226478,602.666626,0.004462080542,602.666626,-0.004693506751,602.666626,0.08755106479,602.666626,0.1153339371,
602,-0.005468830466,602,0.00420870306,602,0.001521885046,602,0.004410299938,602,-0.004814716987,602,0.08778103441,602,0.1155715361,
601.333313,-0.005259376019,601.333313,0.004188943189,601.333313,0.001485648798,601.333313,0.004313319921,601.333313,-0.004937787075,601.333313,0.08790706098,601.333313,0.1157042012,
600.666626,-0.005010824185,600.666626,0.004038708284,600.666626,0.001499753329,600.666626,0.004136201926,600.666626,-0.004934511147,600.666626,0.08813039958,600.666626,0.1158029437,
600,-0.004762795754,600,0.004224882461,600,0.001607824932,600,0.004217197653,600,-0.00507438276,600,0.08835115284,600,0.1161712408,
599.333313,-0.004507298581,599.333313,0.004039282911,599.333313,0.001409523771,599.333313,0.004015324637,599.333313,-0.005122480448,599.333313,0.08837535977,599.333313,0.116341345,
598.666626,-0.004089410417,598.666626,0.004289451055,598.666626,0.001474349992,598.666626,0.004084382206,598.666626,-0.005048489664,598.666626,0.08859018236,598.666626,0.1166712567,
598,-0.003827153472,598,0.004155672155,598,0.001530301641,598,0.004012711812,598,-0.005145554896,598,0.08877503127,598,0.1167242602,
597.333313,-0.003571978305,597.333313,0.004108292051,597.333313,0.001388124889,597.333313,0.003836969845,597.333313,-0.005213134922,597.333313,0.08883823454,597.333313,0.1169350371,
596.666626,-0.003142395057,596.666626,0.004094834439,596.666626,0.001534613897,596.666626,0.003851803951,596.666626,-0.005244133528,596.666626,0.0890449509,596.666626,0.1172786206,
596,-0.002764913253,596,0.004055926576,596,0.001640459523,596,0.00376575836,596,-0.005245054141,596,0.08920907974,596,0.1173037887,
595.333313,-0.002471329644,595.333313,0.004024259746,595.333313,0.001590521308,595.333313,0.003745757509,595.333313,-0.005281471647,595.333313,0.08925031126,595.333313,0.1176158637,
594.666626,-0.001996183535,594.666626,0.004145244136,594.666626,0.001693054219,594.666626,0.003866220359,594.666626,-0.005298298318,594.666626,0.0896024555,594.666626,0.1179415882,
594,-0.001665927935,594,0.004223993979,594,0.001704670605,594,0.003754661186,594,-0.005338189192,594,0.08967414498,594,0.1180489585,
593.333313,-0.00124281738,593.333313,0.004223549739,593.333313,0.001822671038,593.333313,0.003757846542,593.333313,-0.005299679469,593.333313,0.08991469443,593.333313,0.1183297858,
592.666626,-0.0007974870387,592.666626,0.004093762953,592.666626,0.001709608245,592.666626,0.003667120589,592.666626,-0.005401801784,592.666626,0.08998656273,592.666626,0.1184970289,
592,-0.0003949954989,592,0.004240409471,592,0.001911270549,592,0.003599721473,592,-0.005252470728,592,0.09025207907,592,0.1186940074,
591.333313,2.542076436E-005,591.333313,0.004199240822,591.333313,0.001828078064,591.333313,0.003555064322,591.333313,-0.005334199872,591.333313,0.09047659487,591.333313,0.1189956814,
590.666626,0.0005598859279,590.666626,0.004304823,590.666626,0.001975391526,590.666626,0.003660254879,590.666626,-0.005280551035,590.666626,0.09064742178,590.666626,0.1192164198,
590,0.001088599791,590,0.004392126109,590,0.002284064423,590,0.003589307191,590,-0.005183720496,590,0.09084521234,590,0.1193424389,
589.333313,0.001641862676,589.333313,0.004540861584,589.333313,0.002340432722,589.333313,0.003772730008,589.333313,-0.005122224335,589.333313,0.09109448642,589.333313,0.1196788326,
588.666626,0.002128295833,588.666626,0.004532647785,588.666626,0.002413649578,588.666626,0.003707899246,588.666626,-0.005110763479,588.666626,0.091345191,588.666626,0.1198759675,
588,0.002649964299,588,0.004709037952,588,0.002542987233,588,0.003707821015,588,-0.005123554729,588,0.09148123115,588,0.1202350035,
587.333313,0.003159092041,587.333313,0.00473792851,587.333313,0.00262819184,587.333313,0.003787561785,587.333313,-0.004961792845,587.333313,0.09173771739,587.333313,0.1203951314,
586.666626,0.003797693644,586.666626,0.004720892292,586.666626,0.002862590831,586.666626,0.00393987773,586.666626,-0.004945208784,586.666626,0.09185475856,586.666626,0.1206003129,
586,0.004106018692,586,0.004615915474,586,0.002760302508,586,0.00376821286,586,-0.004891767632,586,0.09191176295,586,0.120691292,
