AU_030_A1 + buffer time 0 hrs,,au-030-a1 + buffer 4 hrs1,,AU-030-A1+buffer 23 hrs,,AU+030_A1 + buffer time 48 hrs,,AU+030_A1 + buffer time 48 hrs1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
479.333313,0.01373155974,479.333313,0.01312296093,479.333313,0.02151903883,479.333313,0.02559663169,479.333313,0.02578102052,
478.6666565,0.01370142307,478.6666565,0.01309814863,478.6666565,0.02145324461,478.6666565,0.02560791746,478.6666565,0.02573388629,
478,0.01368737128,478,0.01309721451,478,0.02144709788,478,0.02563414164,478,0.02574278601,
477.333313,0.0137153687,477.333313,0.01311162207,477.333313,0.02141783573,477.333313,0.02557593025,477.333313,0.02569400705,
476.6666565,0.01367070153,476.6666565,0.01308307517,476.6666565,0.02149820328,476.6666565,0.0256012734,476.6666565,0.02571897209,
476,0.01365331095,476,0.01313403249,476,0.02137253061,476,0.02560926229,476,0.02567703463,
475.333313,0.01362112351,475.333313,0.01315246988,475.333313,0.02142661996,475.333313,0.02553892136,475.333313,0.02565242909,
474.6666565,0.01358706877,474.6666565,0.01312106661,474.6666565,0.02138329856,474.6666565,0.02549120784,474.6666565,0.02560377121,
474,0.01361340377,474,0.01303585898,474,0.021391185,474,0.02550820075,474,0.0256002564,
473.333313,0.01363706961,473.333313,0.01303999312,473.333313,0.02135956101,473.333313,0.02550726756,473.333313,0.02559413388,
472.6666565,0.01358629391,472.6666565,0.01305130403,472.6666565,0.02131167985,472.6666565,0.025439905,472.6666565,0.02555992268,
472,0.01357747987,472,0.01307739317,472,0.02130433917,472,0.02542041801,472,0.02552390285,
471.333313,0.0136357341,471.333313,0.01302068122,471.333313,0.02124333568,471.333313,0.02540889196,471.333313,0.02554512583,
470.6666565,0.01359516103,470.6666565,0.01308833156,470.6666565,0.02120642178,470.6666565,0.02536484413,470.6666565,0.02554007433,
470,0.01356706396,470,0.01307584625,470,0.02123088576,470,0.02532856539,470,0.02552332729,
469.333313,0.01353942323,469.333313,0.01305383816,469.333313,0.02117100544,469.333313,0.02529300377,469.333313,0.02549716458,
468.6666565,0.01348155551,468.6666565,0.01304124668,468.6666565,0.02112377062,468.6666565,0.02519174106,468.6666565,0.02544352971,
468,0.01349765714,468,0.01301582623,468,0.02110401355,468,0.02516521513,468,0.02543213777,
467.333313,0.01354874298,467.333313,0.01303636562,467.333313,0.02105966769,467.333313,0.02514639869,467.333313,0.02539423481,
466.6666565,0.01356519479,466.6666565,0.01308206189,466.6666565,0.02103882656,466.6666565,0.02514220215,466.6666565,0.02543254942,
466,0.01348278392,466,0.01306194719,466,0.02104257606,466,0.02500762977,466,0.02532299422,
465.333313,0.01341258921,465.333313,0.01306616236,465.333313,0.02098011412,465.333313,0.02496795356,465.333313,0.0253272485,
464.6666565,0.01344449446,464.6666565,0.01301518641,464.6666565,0.02094884589,464.6666565,0.02492778935,464.6666565,0.02531465329,
464,0.01345856581,464,0.01301262528,464,0.02094335854,464,0.02495454624,464,0.02534195594,
463.333313,0.01339801308,463.333313,0.01301033143,463.333313,0.02095183358,463.333313,0.02490470558,463.333313,0.02528877743,
462.6666565,0.01344428118,462.6666565,0.01304572821,462.6666565,0.02095887065,462.6666565,0.02487087809,462.6666565,0.02526512742,
462,0.01339480933,462,0.01306018699,462,0.02093281969,462,0.02476294525,462,0.02523840405,
461.333313,0.013421827,461.333313,0.01301934756,461.333313,0.02094330452,461.333313,0.02474398166,461.333313,0.02521925606,
460.6666565,0.01339504961,460.6666565,0.01306906994,460.6666565,0.02090538479,460.6666565,0.02476031333,460.6666565,0.02525513992,
460,0.01334531605,460,0.0130024096,460,0.02090538479,460,0.02482222579,460,0.02524254844,
459.333313,0.01338826865,459.333313,0.01298864745,459.333313,0.02091687359,459.333313,0.02475091442,459.333313,0.02523991466,
458.6666565,0.01338335592,458.6666565,0.01297685783,458.6666565,0.02091347799,458.6666565,0.02478188276,458.6666565,0.02521832287,
458,0.01336301398,458,0.01303303149,458,0.02087072656,458,0.02476955019,458,0.0252351407,
457.333313,0.01334774494,457.333313,0.01301537268,457.333313,0.02088042162,457.333313,0.02480613627,457.333313,0.02522043511,
456.6666565,0.01334363408,456.6666565,0.01303903293,456.6666565,0.0208539404,456.6666565,0.02472348325,456.6666565,0.02515245974,
456,0.01335719507,456,0.01299555507,456,0.02089308016,456,0.02476075292,456,0.02518844977,
455.333313,0.01338714734,455.333313,0.01308446284,455.333313,0.02087558806,455.333313,0.02475688793,455.333313,0.02524430305,
454.6666565,0.0133836763,454.6666565,0.0129754981,454.6666565,0.02086227946,454.6666565,0.02480641194,454.6666565,0.02520509996,
454,0.01337654889,454,0.013050423,454,0.02088669688,454,0.02481572889,454,0.02528875135,
453.333313,0.01338629238,453.333313,0.01303761918,453.333313,0.02091847733,453.333313,0.02482417226,453.333313,0.02522370033,
452.6666565,0.01338308956,452.6666565,0.01308512967,452.6666565,0.02093132585,452.6666565,0.0248316545,452.6666565,0.02524331585,
452,0.01337940525,452,0.01310839318,452,0.02090576477,452,0.02480325848,452,0.02520485409,
451.333313,0.01340247132,451.333313,0.01310452539,451.333313,0.02089495398,451.333313,0.02484549582,451.333313,0.02527714521,
450.6666565,0.01338180806,450.6666565,0.01306634862,450.6666565,0.02092896216,450.6666565,0.02484900504,450.6666565,0.02528916299,
450,0.01342649944,450,0.01310348418,450,0.02093170583,450,0.02483357303,450,0.02528458089,
449.333313,0.0134375263,449.333313,0.01311703771,449.333313,0.02094354853,449.333313,0.02486665733,449.333313,0.02527851611,
448.6666565,0.0134165138,448.6666565,0.01309425384,448.6666565,0.02088876069,448.6666565,0.02482600696,448.6666565,0.02525047585,
448,0.01341229584,448,0.01316386275,448,0.02092217095,448,0.02481849864,448,0.02529138513,
447.333313,0.01340596844,447.333313,0.01319412235,447.333313,0.02090345509,447.333313,0.024888888,447.333313,0.02527396195,
446.6666565,0.0134283416,446.6666565,0.01315927319,446.6666565,0.02090185322,446.6666565,0.02486229874,446.6666565,0.02522877604,
446,0.01340853143,446,0.0131635163,446,0.0208698567,446,0.0248633679,446,0.02530798502,
445.333313,0.01341274939,445.333313,0.01314350497,445.333313,0.02092328481,445.333313,0.02486830205,445.333313,0.02526433207,
444.6666565,0.01338709332,444.6666565,0.01315126941,444.6666565,0.02087327838,444.6666565,0.02489234321,444.6666565,0.0253012348,
444,0.01343109179,444,0.01322854683,444,0.02087401226,444,0.02485736459,444,0.02529459447,
443.333313,0.01339545008,443.333313,0.01319740433,443.333313,0.02092841826,443.333313,0.02487652563,443.333313,0.02523974888,
442.6666565,0.01339793298,442.6666565,0.01323337667,442.6666565,0.02083601616,442.6666565,0.02485914715,442.6666565,0.02522433177,
442,0.01333437208,442,0.01325552724,442,0.02088213339,442,0.02486830205,442,0.02522095665,
441.333313,0.01329937857,441.333313,0.01321493648,441.333313,0.02083471231,441.333313,0.02486180514,441.333313,0.02523500286,
440.6666565,0.01336167939,440.6666565,0.01315271016,440.6666565,0.02088533901,440.6666565,0.0249665007,440.6666565,0.02530943975,
440,0.01333893649,440,0.01317685749,440,0.02086284943,440,0.02498275973,440,0.02527014911,
439.333313,0.0133578619,439.333313,0.01317835227,439.333313,0.02082958072,439.333313,0.02482030727,439.333313,0.02515240572,
438.6666565,0.0133058643,438.6666565,0.01317701768,438.6666565,0.02086426131,438.6666565,0.02478969283,438.6666565,0.02515501156,
438,0.01329030376,438,0.0131999664,438,0.02083748393,438,0.02475436777,438,0.02509428561,
437.333313,0.01334769186,437.333313,0.01322171465,437.333313,0.02088001557,437.333313,0.02475951985,437.333313,0.02513128519,
436.6666565,0.01325915661,436.6666565,0.01319006644,436.6666565,0.0208038073,436.6666565,0.0247308556,436.6666565,0.02507700771,
436,0.01324618701,436,0.01318993233,436,0.02079734579,436,0.02494991384,436,0.02521407045,
435.333313,0.01333122235,435.333313,0.01318931859,435.333313,0.02084701508,435.333313,0.02483949251,435.333313,0.02513432875,
434.6666565,0.01323439088,434.6666565,0.01321365591,434.6666565,0.02083623409,434.6666565,0.02483664267,434.6666565,0.02509642579,
434,0.0133188637,434,0.01325243153,434,0.02086252347,434,0.02481794916,434,0.02508770302,
433.333313,0.01326580252,433.333313,0.01323655248,433.333313,0.02083034068,433.333313,0.02478196472,433.333313,0.02504703403,
432.6666565,0.01322806627,432.6666565,0.01329823118,432.6666565,0.02084495127,432.6666565,0.02474113181,432.6666565,0.02505164035,
432,0.01321317535,432,0.01323580556,432,0.02085920982,432,0.02477291971,432,0.02501665056,
431.333313,0.01324845478,431.333313,0.0132853128,431.333313,0.02081727795,431.333313,0.02480421774,431.333313,0.02510152571,
430.6666565,0.01324978936,430.6666565,0.01323065441,430.6666565,0.02081801184,430.6666565,0.0248255413,430.6666565,0.02512206882,
430,0.01321266871,430,0.01328219008,430,0.02085027471,430,0.02473315597,430,0.02503244579,
429.333313,0.01323796716,429.333313,0.01330837328,429.333313,0.02078708075,429.333313,0.02474702336,429.333313,0.0251079984,
428.6666565,0.01324239746,428.6666565,0.01331010833,428.6666565,0.02084514126,428.6666565,0.02481013909,428.6666565,0.02504859678,
428,0.0132427169,428,0.01334790513,428,0.02095365524,428,0.024976179,428,0.02525001019,
427.333313,0.01320012659,427.333313,0.01330081932,427.333313,0.02083919384,427.333313,0.02478678711,427.333313,0.0250591822,
426.6666565,0.01320762467,426.6666565,0.01330888085,426.6666565,0.02081095055,426.6666565,0.02481836081,426.6666565,0.02507596649,
426,0.01324453205,426,0.01329508144,426,0.02082659304,426,0.02475639433,426,0.02503206208,
425.333313,0.01318643708,425.333313,0.01324653346,425.333313,0.0207947921,425.333313,0.02476897463,425.333313,0.02506875433,
424.6666565,0.01318107359,424.6666565,0.01336501632,424.6666565,0.02081716992,424.6666565,0.02480786294,424.6666565,0.02511493862,
424,0.01321272179,424,0.01336389501,424,0.02085233852,424,0.02480854839,424,0.02508773096,
423.333313,0.01321493648,423.333313,0.01338354312,423.333313,0.0208508987,423.333313,0.02480306663,423.333313,0.02508575656,
422.6666565,0.01322088763,422.6666565,0.01340209693,422.6666565,0.02098804712,422.6666565,0.02498377487,422.6666565,0.02526279539,
422,0.01322459709,422,0.01330260839,422,0.0209232308,422,0.02491501346,422,0.02521489374,
421.333313,0.01322400942,421.333313,0.01338850893,421.333313,0.0209598206,421.333313,0.02489971556,421.333313,0.02513018809,
420.6666565,0.01317050681,420.6666565,0.01333191618,420.6666565,0.02092005126,420.6666565,0.0248175934,420.6666565,0.02508880012,
420,0.0132276658,420,0.01347725652,420,0.02096606977,420,0.02488820255,420,0.02518466301,
419.333313,0.01317098737,419.333313,0.0134999007,419.333313,0.0209314879,419.333313,0.02494744584,419.333313,0.02515953779,
418.6666565,0.01323655248,418.6666565,0.01353066321,418.6666565,0.02095770277,418.6666565,0.0249432791,418.6666565,0.02515608072,
418,0.01317181438,418,0.01347981952,418,0.02091152221,418,0.02512892708,418,0.02536333352,
417.333313,0.01318726409,417.333313,0.01345402654,417.333313,0.02096055448,417.333313,0.02510520257,417.333313,0.02529755794,
416.6666565,0.01326406747,416.6666565,0.01342681982,416.6666565,0.02096835151,416.6666565,0.02501083724,416.6666565,0.02521157451,
416,0.01316236891,416,0.01347469352,416,0.02098185383,416,0.02502983995,416,0.0252102036,
415.333313,0.01319969911,415.333313,0.01348358486,415.333313,0.02095199749,415.333313,0.02501379885,415.333313,0.02524586767,
414.6666565,0.01323551219,414.6666565,0.01353995688,414.6666565,0.0209868513,414.6666565,0.02511855774,414.6666565,0.02529939637,
414,0.0132363392,414,0.0135502927,414,0.02102893591,414,0.02505542524,414,0.02525269799,
413.333313,0.01324111596,413.333313,0.01358493231,413.333313,0.02109184116,413.333313,0.02516118251,413.333313,0.02536363527,
412.6666565,0.01326678973,412.6666565,0.0136196008,412.6666565,0.02107325383,412.6666565,0.02512873337,412.6666565,0.02531994879,
412,0.01321923267,412,0.01350836549,412,0.02108012885,412,0.02518444322,412,0.02536846511,
411.333313,0.01331293769,411.333313,0.01360362861,411.333313,0.02110213973,411.333313,0.02528488263,411.333313,0.0254212413,
410.6666565,0.01322753262,410.6666565,0.01368224155,410.6666565,0.02113284729,410.6666565,0.02524987236,410.6666565,0.02543276921,
410,0.01322163455,410,0.01368042547,410,0.02110553719,410,0.02527873591,410,0.02547372319,
409.333313,0.01313643437,409.333313,0.01369573269,409.333313,0.0212067198,409.333313,0.0252746474,409.333313,0.02536712028,
408.6666565,0.01319502946,408.6666565,0.01366111077,408.6666565,0.02117752843,408.6666565,0.02531588823,408.6666565,0.02542201057,
408,0.01319807116,408,0.01375028864,408,0.02117975801,408,0.02527843416,408,0.02546979673,
407.333313,0.01320394222,407.333313,0.0137117086,407.333313,0.02116181888,407.333313,0.0253276322,407.333313,0.02551086433,
406.6666565,0.01322475728,406.6666565,0.01370198466,406.6666565,0.02115170844,406.6666565,0.02538493276,406.6666565,0.025534885,
406,0.01312362775,406,0.01378344838,406,0.02123450115,406,0.02539171092,406,0.02557395399,
405.333313,0.01317909919,405.333313,0.01383146737,405.333313,0.02113942429,405.333313,0.02549727447,405.333313,0.0256608054,
404.6666565,0.01319884509,404.6666565,0.01383283082,404.6666565,0.02119043842,404.6666565,0.02549090609,404.6666565,0.02561409585,
404,0.01316498406,404,0.01376391575,404,0.02123906836,404,0.02552544139,404,0.02566544712,
403.333313,0.01313440688,403.333313,0.0137805352,403.333313,0.02124627121,403.333313,0.02554872259,403.333313,0.02568088099,
402.6666565,0.01319921855,402.6666565,0.01382628363,402.6666565,0.02126421221,402.6666565,0.02552305348,402.6666565,0.02568793856,
402,0.01313008461,402,0.0138577912,402,0.02137799747,402,0.02552538551,402,0.02566267364,
401.333313,0.01310540549,401.333313,0.01391055062,401.333313,0.02132211998,401.333313,0.02555341646,401.333313,0.02570969053,
400.6666565,0.01323705912,400.6666565,0.01387123484,400.6666565,0.02138694376,400.6666565,0.02563999034,400.6666565,0.02593331039,
400,0.01326452103,400,0.01398296375,400,0.02144554816,400,0.0256012734,400,0.02582329884,
399.333313,0.01314366516,399.333313,0.0139666032,399.333313,0.02145066112,399.333313,0.02567887492,399.333313,0.02575355209,
398.6666565,0.01322526392,398.6666565,0.01394305378,398.6666565,0.02141998336,398.6666565,0.02572655305,398.6666565,0.02583489195,
398,0.01322830655,398,0.01396107022,398,0.0214791093,398,0.02569647878,398,0.02584250085,
397.333313,0.01312714908,397.333313,0.01402908098,397.333313,0.02146295272,397.333313,0.02577039041,397.333313,0.02601231821,
396.6666565,0.01317184139,396.6666565,0.01404108573,396.6666565,0.02153013647,396.6666565,0.02581321634,396.6666565,0.02601743117,
396,0.01322929375,396,0.01415887568,396,0.02153598517,396,0.02582349069,396,0.02600182034,
395.333313,0.01317811199,395.333313,0.01416192483,395.333313,0.02154836245,395.333313,0.02594735101,395.333313,0.02606203966,
394.6666565,0.0132385008,394.6666565,0.01418495178,394.6666565,0.02158617415,394.6666565,0.02592179552,394.6666565,0.02604568563,
394,0.01311802492,394,0.01415574644,394,0.02158769779,394,0.02603875846,394,0.02614200674,
393.333313,0.01321514975,393.333313,0.01411945745,393.333313,0.02167389356,393.333313,0.02609233186,393.333313,0.02616378106,
392.6666565,0.01323116198,392.6666565,0.01425580587,392.6666565,0.02158563025,392.6666565,0.02614247426,392.6666565,0.02620766126,
392,0.01325224526,392,0.01425144635,392,0.02168205567,392,0.02620997094,392,0.02633823268,
391.333313,0.01325856987,391.333313,0.01437370852,391.333313,0.02169109136,391.333313,0.02622905374,391.333313,0.02630908042,
390.6666565,0.01323311031,390.6666565,0.01430088188,390.6666565,0.02171188034,390.6666565,0.02626678348,390.6666565,0.02636070549,
390,0.01322400942,390,0.01449688897,390,0.02176992968,390,0.02633746341,390,0.02643753588,
389.333313,0.01324674673,389.333313,0.01446008869,389.333313,0.02190102451,389.333313,0.02638634108,389.333313,0.02651047334,
388.6666565,0.01322507765,388.6666565,0.01450746041,388.6666565,0.02181856893,388.6666565,0.02647008188,388.6666565,0.02653826401,
388,0.01319932565,388,0.01451854128,388,0.02191991918,388,0.02653595246,388,0.02658752352,
387.333313,0.01329817716,387.333313,0.01455542725,387.333313,0.021941429,387.333313,0.02655160986,387.333313,0.02671033517,
386.6666565,0.01323068142,386.6666565,0.01464377064,386.6666565,0.02199986205,386.6666565,0.02659198083,386.6666565,0.0266966261,
386,0.01323332358,386,0.0146978572,386,0.02214718051,386,0.02682773024,386,0.02693003602,
385.333313,0.01325945091,385.333313,0.01476949174,385.333313,0.02218237706,385.333313,0.0268240124,385.333313,0.02691965364,
384.6666565,0.0132899303,384.6666565,0.01477412507,384.6666565,0.02213217132,384.6666565,0.02682035044,384.6666565,0.02691921219,
384,0.0132493088,384,0.01478939038,384,0.02223256044,384,0.02703302912,384,0.02710576169,
383.333313,0.01320698392,383.333313,0.01478296332,383.333313,0.02225065045,383.333313,0.02698818222,383.333313,0.02720342204,
382.6666565,0.01333848201,382.6666565,0.01492396742,382.6666565,0.02244341001,382.6666565,0.02713615447,382.6666565,0.0272887256,
382,0.01326879207,382,0.01501935441,382,0.02247541398,382,0.02728470229,382,0.02747598477,
381.333313,0.01328029484,381.333313,0.01496453118,381.333313,0.02258479781,381.333313,0.02735915966,381.333313,0.02749344148,
380.6666565,0.01329743024,380.6666565,0.01516665425,380.6666565,0.02260489389,380.6666565,0.02747195959,380.6666565,0.02754443511,
380,0.01328573935,380,0.01518075448,380,0.02275833674,380,0.02758357488,380,0.02771342918,
379.333313,0.01332831196,379.333313,0.01524211932,379.333313,0.02278831787,379.333313,0.02769651636,379.333313,0.02778034471,
378.6666565,0.01323601883,378.6666565,0.01533242688,378.6666565,0.02299788222,378.6666565,0.02782328613,378.6666565,0.02796185389,
378,0.01339702494,378,0.01538174506,378,0.02304791473,378,0.02789631858,378,0.02802057751,
377.333313,0.01333370432,377.333313,0.01556034386,377.333313,0.02317530103,377.333313,0.02827130444,377.333313,0.02842538059,
376.6666565,0.01333204936,376.6666565,0.0156834051,376.6666565,0.0233135391,376.6666565,0.0283826571,376.6666565,0.02844417468,
376,0.01330284867,376,0.01588266902,376,0.02345846221,376,0.02848715335,376,0.02859441377,
375.333313,0.0134049803,375.333313,0.01594074816,375.333313,0.02381585352,375.333313,0.02864216454,375.333313,0.02884519473,
374.6666565,0.01338244881,374.6666565,0.01599676907,374.6666565,0.02380357496,374.6666565,0.0288966801,374.6666565,0.02897387743,
374,0.01334296726,374,0.01615866832,374,0.02398093976,374,0.02906750143,374,0.02922402136,
373.333313,0.01343960874,373.333313,0.01637720689,373.333313,0.02418341674,373.333313,0.02939275466,373.333313,0.02956219204,
372.6666565,0.01345098298,372.6666565,0.01647202671,372.6666565,0.02438212931,372.6666565,0.02962124534,372.6666565,0.02966758423,
372,0.01348190289,372,0.01666971482,372,0.02469309606,372,0.02984677814,372,0.03000471555,
371.333313,0.01351346541,371.333313,0.01683466323,371.333313,0.02494475991,371.333313,0.03011529148,371.333313,0.03019287251,
370.6666565,0.01356711797,370.6666565,0.01699916273,370.6666565,0.02528575994,370.6666565,0.0304690972,370.6666565,0.03051899746,
370,0.01356767863,370,0.01714067347,370,0.02543968707,370,0.03076750413,370,0.03084575757,
369.333313,0.01353613846,369.333313,0.01738198847,369.333313,0.02572850324,369.333313,0.03106430732,369.333313,0.03117918596,
368.6666565,0.01361564733,368.6666565,0.0175118465,368.6666565,0.02620738745,368.6666565,0.03157193959,368.6666565,0.03169104829,
368,0.01364609879,368,0.0177597329,368,0.02651801147,368,0.03186904639,368,0.0319284685,
367.333313,0.01365982927,367.333313,0.01802948117,367.333313,0.02688228153,367.333313,0.03217476979,367.333313,0.03227299079,
366.6666565,0.01370503008,366.6666565,0.01831257343,366.6666565,0.02710143663,366.6666565,0.03256340325,366.6666565,0.03266841173,
366,0.0137904752,366,0.01853814349,366,0.02755775861,366,0.0328877978,366,0.03301885724,
365.333313,0.01381257456,365.333313,0.01878185943,365.333313,0.02798661776,365.333313,0.0334321782,365.333313,0.03352598473,
364.6666565,0.01384948008,364.6666565,0.01903880015,364.6666565,0.02837080136,364.6666565,0.03383475542,364.6666565,0.03397880867,
364,0.01398924645,364,0.01930996776,364,0.02884619124,364,0.03435536101,364,0.034443371,
363.333313,0.01399371028,363.333313,0.01960015111,363.333313,0.02935929596,363.333313,0.0347998254,363.333313,0.03491204977,
362.6666565,0.01401306596,362.6666565,0.0199680943,362.6666565,0.02970638871,362.6666565,0.03527551144,362.6666565,0.03537671268,
362,0.01405982766,362,0.02027317509,362,0.0301338248,362,0.03575276211,362,0.03584808484,
361.333313,0.01410956308,361.333313,0.02056527883,361.333313,0.03073232621,361.333313,0.03627671674,361.333313,0.0364064388,
360.6666565,0.0140962461,360.6666565,0.02068838291,360.6666565,0.03111953288,360.6666565,0.03675591201,360.6666565,0.03685737401,
360,0.01412279997,360,0.02102434449,360,0.03160542995,360,0.03733478487,360,0.03747427836,
359.333313,0.01421242021,359.333313,0.02135923505,359.333313,0.03209627792,359.333313,0.03784107789,359.333313,0.03797053546,
358.6666565,0.01424614992,358.6666565,0.02165253274,358.6666565,0.03254780918,358.6666565,0.03830498829,358.6666565,0.03844724968,
358,0.0143106468,358,0.0220427271,358,0.03301491961,358,0.03873503208,358,0.03892494366,
357.333313,0.01430636644,357.333313,0.022272503,357.333313,0.03343899921,357.333313,0.03927625343,357.333313,0.03940075263,
356.6666565,0.01443536114,356.6666565,0.02257686295,356.6666565,0.03386153653,356.6666565,0.03970726207,356.6666565,0.03983100504,
356,0.01446520071,356,0.02290978655,356,0.03429871425,356,0.04021868855,356,0.04033572972,
355.333313,0.01447957195,355.333313,0.02310715243,355.333313,0.03463323787,355.333313,0.04068847001,355.333313,0.04078254849,
354.6666565,0.01450903993,354.6666565,0.02334301174,354.6666565,0.03501835465,354.6666565,0.04110915959,354.6666565,0.04121015966,
354,0.01457140781,354,0.02358235978,354,0.035303168,354,0.0415924117,354,0.04163195193,
353.333313,0.01466885861,353.333313,0.02388279885,353.333313,0.03583709151,353.333313,0.04195891693,353.333313,0.04212035239,
352.6666565,0.01461057272,352.6666565,0.02412031032,352.6666565,0.03606348485,352.6666565,0.04221516848,352.6666565,0.04245436192,
352,0.01464604679,352,0.02430106327,352,0.03646932915,352,0.04261263832,352,0.04277551919,
351.333313,0.01474854909,351.333313,0.02444664389,351.333313,0.03658130765,351.333313,0.04298669472,351.333313,0.04312650114,
350.6666565,0.01477329433,350.6666565,0.02460435405,350.6666565,0.03704562038,350.6666565,0.04331176355,350.6666565,0.04345999658,
350,0.01480090711,350,0.02466640808,350,0.03719314188,350,0.04359391332,350,0.04371032491,
349.333313,0.01528946962,349.333313,0.02441846579,349.333313,0.03723093122,349.333313,0.04346663505,349.333313,0.04410827905,
348.6666565,0.01456409972,348.6666565,0.02456794865,348.6666565,0.03680519015,348.6666565,0.04408022761,348.6666565,0.04421531036,
348,0.01445278246,348,0.02519700862,348,0.03801245987,348,0.04424818605,348,0.04459600151,
347.333313,0.01494379342,347.333313,0.02484820969,347.333313,0.03814595193,347.333313,0.04452337325,347.333313,0.04500570521,
346.6666565,0.0146678146,346.6666565,0.02537491545,346.6666565,0.03813832253,346.6666565,0.04511172324,346.6666565,0.04515632987,
346,0.01460572705,346,0.02569521591,346,0.03845285252,346,0.04506367818,346,0.04556590319,
345.333313,0.01498473343,345.333313,0.0255805701,345.333313,0.03871185333,345.333313,0.04548509419,345.333313,0.04611864686,
344.6666565,0.01453013159,344.6666565,0.02579791471,344.6666565,0.03881261125,344.6666565,0.04612126574,344.6666565,0.04639433324,
344,0.01483045053,344,0.02602133341,344,0.03926616535,344,0.04604677483,344,0.04634490609,
343.333313,0.0148691833,343.333313,0.0261191614,343.333313,0.03923550993,343.333313,0.04652783275,343.333313,0.04695716128,
342.6666565,0.01477490179,342.6666565,0.02642942034,342.6666565,0.03992770985,342.6666565,0.0469321534,342.6666565,0.04731679335,
342,0.01484306622,342,0.02644829266,342,0.04025200009,342,0.04725236818,342,0.04766689986,
341.333313,0.01483315602,341.333313,0.02669833414,341.333313,0.04029431939,341.333313,0.04776443914,341.333313,0.04813978076,
340.6666565,0.01482075453,340.6666565,0.02689373866,340.6666565,0.0408459343,340.6666565,0.04822458327,340.6666565,0.04852129146,
340,0.01489190012,340,0.02730008215,340,0.0408070609,340,0.04832126573,340,0.04872763902,
339.333313,0.01500662602,339.333313,0.02738865837,339.333313,0.04116428271,339.333313,0.04888178781,339.333313,0.0493811965,
338.6666565,0.01495108102,338.6666565,0.02757615596,338.6666565,0.04149496555,338.6666565,0.0492269285,338.6666565,0.04979553074,
338,0.01504390035,338,0.02779734321,338,0.04196381941,338,0.0496921353,338,0.05020485446,
337.333313,0.01510838233,337.333313,0.02798545733,337.333313,0.04240926355,337.333313,0.05029886961,337.333313,0.05054026097,
336.6666565,0.01507230755,336.6666565,0.02810433134,336.6666565,0.042364683,336.6666565,0.0506641604,336.6666565,0.05113353208,
336,0.01515418943,336,0.0284944512,336,0.04296480492,336,0.0510468781,336,0.0515152663,
335.333313,0.01526024379,335.333313,0.02858822048,335.333313,0.04334333912,335.333313,0.05167396367,335.333313,0.05202340335,
334.6666565,0.01520675793,334.6666565,0.02893704921,334.6666565,0.0435960032,334.6666565,0.05199959129,334.6666565,0.05241506174,
334,0.01524935849,334,0.02898641303,334,0.04377099127,334,0.05257382616,334,0.05286963657,
333.333313,0.01534318086,333.333313,0.02950553037,333.333313,0.04434765503,333.333313,0.05284501612,333.333313,0.05313065276,
332.6666565,0.01531607006,332.6666565,0.02957122587,332.6666565,0.04459313303,332.6666565,0.05352307856,332.6666565,0.0537725091,
332,0.01528633293,332,0.02986014262,332,0.04499404877,332,0.05398230255,332,0.05444028229,
331.333313,0.01541526988,331.333313,0.03026144765,331.333313,0.04540806636,331.333313,0.05461746082,331.333313,0.0551424697,
330.6666565,0.01561438385,330.6666565,0.03042880818,330.6666565,0.04557708651,330.6666565,0.05526866019,330.6666565,0.05564783886,
330,0.01539373305,330,0.03070590459,330,0.04618926346,330,0.05559461191,330,0.05614021793,
329.333313,0.01554682199,329.333313,0.03102905117,329.333313,0.04652740061,329.333313,0.05644303188,329.333313,0.05682606995,
328.6666565,0.01558014564,328.6666565,0.03134125471,328.6666565,0.04716449603,328.6666565,0.05721505731,328.6666565,0.05765103549,
328,0.01569395326,328,0.03186060488,328,0.0477617532,328,0.05784485117,328,0.0583756119,
327.333313,0.01554714423,327.333313,0.03223016486,327.333313,0.0482779555,327.333313,0.05857526138,327.333313,0.0591244176,
326.6666565,0.01571459137,326.6666565,0.03263841197,326.6666565,0.04887040332,326.6666565,0.05959937349,326.6666565,0.06021259725,
326,0.01595613733,326,0.03306489065,326,0.04953325912,326,0.06051216647,326,0.0611034967,
325.333313,0.01591075398,325.333313,0.03357568011,325.333313,0.05020000413,325.333313,0.06148282439,325.333313,0.06187355891,
324.6666565,0.01597136259,324.6666565,0.03413131088,324.6666565,0.05102882907,324.6666565,0.06252942979,324.6666565,0.06302500516,
324,0.01602929458,324,0.03479906544,324,0.05184103549,324,0.06356585771,324,0.06397949904,
323.333313,0.0161680989,323.333313,0.03535073623,323.333313,0.05294758826,323.333313,0.06480123103,323.333313,0.0652820766,
322.6666565,0.016018847,322.6666565,0.03607875854,322.6666565,0.05377669632,322.6666565,0.06620380282,322.6666565,0.06655260921,
322,0.01629783586,322,0.03674985468,322,0.05482822284,322,0.06743422151,322,0.06780653447,
321.333313,0.01653881744,321.333313,0.03750249743,321.333313,0.05594533682,321.333313,0.06876016408,321.333313,0.06931200624,
320.6666565,0.01655624434,320.6666565,0.03824609891,320.6666565,0.05709352344,320.6666565,0.07028481364,320.6666565,0.07070210576,
320,0.01656845212,320,0.0390425995,320,0.05825647712,320,0.07173509896,320,0.07214929163,
